Year,SeriesCode,Страна ,Bioclimatic belt,Value
2010,ER_MTN_TOTL,Italy,REMAIN_MOUNT,13059.09
2010,ER_MTN_TOTL,Italy,MONTANE,129844.62
2010,ER_MTN_TOTL,Italy,NIVAL,4023.9
2015,ER_MTN_TOTL,Italy,REMAIN_MOUNT,13059.09
2015,ER_MTN_TOTL,Italy,MONTANE,129844.62
2015,ER_MTN_TOTL,Italy,ALPINE,4356.57
2015,ER_MTN_TOTL,Italy,TOTAL,151284.18
2015,ER_MTN_TOTL,Italy,NIVAL,4023.9
2018,ER_MTN_TOTL,Italy,TOTAL,151284.18
2018,ER_MTN_TOTL,Italy,ALPINE,4356.57
2018,ER_MTN_TOTL,Italy,NIVAL,4023.9
2018,ER_MTN_TOTL,Italy,REMAIN_MOUNT,13059.09
2018,ER_MTN_TOTL,Italy,MONTANE,129844.62
2000,ER_MTN_TOTL,Japan,REMAIN_MOUNT,18792.8
2000,ER_MTN_TOTL,Japan,TOTAL,176083.01
2000,ER_MTN_TOTL,Japan,MONTANE,156323.56
2000,ER_MTN_TOTL,Japan,ALPINE,951.09
2000,ER_MTN_TOTL,Japan,NIVAL,15.56
2005,ER_MTN_TOTL,Japan,ALPINE,951.09
2005,ER_MTN_TOTL,Japan,MONTANE,156323.56
2005,ER_MTN_TOTL,Japan,TOTAL,176083.01
2005,ER_MTN_TOTL,Japan,NIVAL,15.56
2005,ER_MTN_TOTL,Japan,REMAIN_MOUNT,18792.8
2010,ER_MTN_TOTL,Japan,REMAIN_MOUNT,18792.8
2010,ER_MTN_TOTL,Japan,MONTANE,156323.56
2010,ER_MTN_TOTL,Japan,NIVAL,15.56
2010,ER_MTN_TOTL,Japan,TOTAL,176083.01
2010,ER_MTN_TOTL,Japan,ALPINE,951.09
2015,ER_MTN_TOTL,Japan,ALPINE,951.09
2015,ER_MTN_TOTL,Japan,MONTANE,156323.56
2015,ER_MTN_TOTL,Japan,NIVAL,15.56
2015,ER_MTN_TOTL,Japan,REMAIN_MOUNT,18792.8
2015,ER_MTN_TOTL,Japan,TOTAL,176083.01
2015,ER_MTN_TOTL,Liechtenstein,ALPINE,10.14
2015,ER_MTN_TOTL,Liechtenstein,MONTANE,149.84
2015,ER_MTN_TOTL,Liechtenstein,TOTAL,159.97
2018,ER_MTN_TOTL,Liechtenstein,ALPINE,10.14
2018,ER_MTN_TOTL,Liechtenstein,TOTAL,159.97
2018,ER_MTN_TOTL,Liechtenstein,MONTANE,149.84
2000,ER_MTN_TOTL,Luxembourg,MONTANE,49.16
2000,ER_MTN_TOTL,Luxembourg,TOTAL,49.16
2005,ER_MTN_TOTL,Luxembourg,TOTAL,49.16
2005,ER_MTN_TOTL,Luxembourg,MONTANE,49.16
2010,ER_MTN_TOTL,Luxembourg,TOTAL,49.16
2010,ER_MTN_TOTL,Luxembourg,MONTANE,49.16
2015,ER_MTN_TOTL,Luxembourg,MONTANE,49.16
2015,ER_MTN_TOTL,Luxembourg,TOTAL,49.16
2018,ER_MTN_TOTL,Luxembourg,MONTANE,49.16
2018,ER_MTN_TOTL,Luxembourg,TOTAL,49.16
2000,ER_MTN_TOTL,Republic of Moldova,MONTANE,65.04
2000,ER_MTN_TOTL,Republic of Moldova,TOTAL,65.04
2005,ER_MTN_TOTL,Republic of Moldova,MONTANE,65.04
2005,ER_MTN_TOTL,Republic of Moldova,TOTAL,65.04
2010,ER_MTN_TOTL,Republic of Moldova,TOTAL,65.04
2010,ER_MTN_TOTL,Republic of Moldova,MONTANE,65.04
2015,ER_MTN_TOTL,Republic of Moldova,MONTANE,65.04
2015,ER_MTN_TOTL,Republic of Moldova,TOTAL,65.04
2018,ER_MTN_TOTL,Republic of Moldova,MONTANE,65.04
2018,ER_MTN_TOTL,Republic of Moldova,TOTAL,65.04
2000,ER_MTN_TOTL,Montenegro,ALPINE,17.93
2000,ER_MTN_TOTL,Montenegro,MONTANE,12006.88
2000,ER_MTN_TOTL,Montenegro,TOTAL,12088.77
2000,ER_MTN_TOTL,Montenegro,REMAIN_MOUNT,63.96
2005,ER_MTN_TOTL,Montenegro,TOTAL,12088.77
2005,ER_MTN_TOTL,Montenegro,REMAIN_MOUNT,63.96
2005,ER_MTN_TOTL,Montenegro,ALPINE,17.93
2005,ER_MTN_TOTL,Montenegro,MONTANE,12006.88
2010,ER_MTN_TOTL,Montenegro,TOTAL,12088.77
2010,ER_MTN_TOTL,Montenegro,ALPINE,17.93
2010,ER_MTN_TOTL,Montenegro,REMAIN_MOUNT,63.96
2010,ER_MTN_TOTL,Montenegro,MONTANE,12006.88
2015,ER_MTN_TOTL,Montenegro,REMAIN_MOUNT,63.96
2015,ER_MTN_TOTL,Montenegro,TOTAL,12088.77
2015,ER_MTN_TOTL,Montenegro,ALPINE,17.93
2015,ER_MTN_TOTL,Montenegro,MONTANE,12006.88
2018,ER_MTN_TOTL,Montenegro,REMAIN_MOUNT,63.96
2018,ER_MTN_TOTL,Montenegro,MONTANE,12006.88
2018,ER_MTN_TOTL,Montenegro,ALPINE,17.93
2018,ER_MTN_TOTL,Montenegro,TOTAL,12088.77
2000,ER_MTN_TOTL,New Zealand,REMAIN_MOUNT,162.99
2000,ER_MTN_TOTL,New Zealand,ALPINE,7973.14
2000,ER_MTN_TOTL,New Zealand,NIVAL,1677.28
2000,ER_MTN_TOTL,New Zealand,TOTAL,137130.79
2000,ER_MTN_TOTL,New Zealand,MONTANE,127317.38
2005,ER_MTN_TOTL,New Zealand,TOTAL,137130.79
2005,ER_MTN_TOTL,New Zealand,ALPINE,7973.14
2005,ER_MTN_TOTL,New Zealand,MONTANE,127317.38
2005,ER_MTN_TOTL,New Zealand,NIVAL,1677.28
2005,ER_MTN_TOTL,New Zealand,REMAIN_MOUNT,162.99
2010,ER_MTN_TOTL,New Zealand,ALPINE,7973.14
2010,ER_MTN_TOTL,New Zealand,NIVAL,1677.28
2010,ER_MTN_TOTL,New Zealand,TOTAL,137130.79
2010,ER_MTN_TOTL,New Zealand,MONTANE,127317.38
2010,ER_MTN_TOTL,New Zealand,REMAIN_MOUNT,162.99
2015,ER_MTN_TOTL,New Zealand,TOTAL,137130.79
2015,ER_MTN_TOTL,New Zealand,ALPINE,7973.14
2015,ER_MTN_TOTL,New Zealand,MONTANE,127317.38
2015,ER_MTN_TOTL,New Zealand,NIVAL,1677.28
2015,ER_MTN_TOTL,New Zealand,REMAIN_MOUNT,162.99
2018,ER_MTN_TOTL,New Zealand,MONTANE,127317.38
2018,ER_MTN_TOTL,New Zealand,TOTAL,137130.79
2018,ER_MTN_TOTL,New Zealand,NIVAL,1677.28
2018,ER_MTN_TOTL,New Zealand,REMAIN_MOUNT,162.99
2018,ER_MTN_TOTL,New Zealand,ALPINE,7973.14
2000,ER_MTN_TOTL,Poland,TOTAL,14616.69
2000,ER_MTN_TOTL,Poland,ALPINE,68.45
2000,ER_MTN_TOTL,Poland,MONTANE,14548.13
2000,ER_MTN_TOTL,Poland,NIVAL,0.11
2005,ER_MTN_TOTL,Poland,NIVAL,0.11
2005,ER_MTN_TOTL,Poland,ALPINE,68.45
2005,ER_MTN_TOTL,Poland,TOTAL,14616.69
2005,ER_MTN_TOTL,Poland,MONTANE,14548.13
2010,ER_MTN_TOTL,Poland,NIVAL,0.11
2010,ER_MTN_TOTL,Poland,TOTAL,14616.69
2010,ER_MTN_TOTL,Poland,ALPINE,68.45
2010,ER_MTN_TOTL,Poland,MONTANE,14548.13
2015,ER_MTN_TOTL,Poland,NIVAL,0.11
2015,ER_MTN_TOTL,Poland,MONTANE,14548.13
2015,ER_MTN_TOTL,Poland,ALPINE,68.45
2015,ER_MTN_TOTL,Poland,TOTAL,14616.69
2018,ER_MTN_TOTL,Poland,ALPINE,68.45
2018,ER_MTN_TOTL,Poland,NIVAL,0.11
2018,ER_MTN_TOTL,Poland,MONTANE,14548.13
2018,ER_MTN_TOTL,Poland,TOTAL,14616.69
2000,ER_MTN_TOTL,Portugal,MONTANE,25612.9
2000,ER_MTN_TOTL,Portugal,TOTAL,30176.72
2000,ER_MTN_TOTL,Portugal,REMAIN_MOUNT,4563.82
2005,ER_MTN_TOTL,Portugal,MONTANE,25612.9
2005,ER_MTN_TOTL,Portugal,REMAIN_MOUNT,4563.82
2005,ER_MTN_TOTL,Portugal,TOTAL,30176.72
2010,ER_MTN_TOTL,Portugal,TOTAL,30176.72
2010,ER_MTN_TOTL,Portugal,MONTANE,25612.9
2010,ER_MTN_TOTL,Portugal,REMAIN_MOUNT,4563.82
2015,ER_MTN_TOTL,Portugal,MONTANE,25612.9
2015,ER_MTN_TOTL,Portugal,TOTAL,30176.72
2015,ER_MTN_TOTL,Portugal,REMAIN_MOUNT,4563.82
2018,ER_MTN_TOTL,Portugal,MONTANE,25612.9
2018,ER_MTN_TOTL,Portugal,TOTAL,30176.72
2018,ER_MTN_TOTL,Portugal,REMAIN_MOUNT,4563.82
2000,ER_MTN_TOTL,Romania,ALPINE,165.74
2000,ER_MTN_TOTL,Romania,MONTANE,81641.45
2000,ER_MTN_TOTL,Romania,TOTAL,81807.19
2005,ER_MTN_TOTL,Romania,ALPINE,165.74
2005,ER_MTN_TOTL,Romania,MONTANE,81641.45
2005,ER_MTN_TOTL,Romania,TOTAL,81807.19
2010,ER_MTN_TOTL,Romania,ALPINE,165.74
2010,ER_MTN_TOTL,Romania,MONTANE,81641.45
2010,ER_MTN_TOTL,Romania,TOTAL,81807.19
2015,ER_MTN_TOTL,Romania,ALPINE,165.74
2015,ER_MTN_TOTL,Romania,TOTAL,81807.19
2015,ER_MTN_TOTL,Romania,MONTANE,81641.45
2018,ER_MTN_TOTL,Romania,ALPINE,165.74
2018,ER_MTN_TOTL,Romania,MONTANE,81641.45
2018,ER_MTN_TOTL,Romania,TOTAL,81807.19
2000,ER_MTN_TOTL,Serbia,MONTANE,44211.6
2000,ER_MTN_TOTL,Serbia,TOTAL,44294.83
2000,ER_MTN_TOTL,Serbia,ALPINE,83.23
2005,ER_MTN_TOTL,Serbia,TOTAL,44294.83
2005,ER_MTN_TOTL,Serbia,ALPINE,83.23
2005,ER_MTN_TOTL,Serbia,MONTANE,44211.6
2010,ER_MTN_TOTL,Serbia,TOTAL,44294.83
2010,ER_MTN_TOTL,Serbia,MONTANE,44211.6
2010,ER_MTN_TOTL,Serbia,ALPINE,83.23
2015,ER_MTN_TOTL,Serbia,MONTANE,44211.6
2015,ER_MTN_TOTL,Serbia,TOTAL,44294.83
2015,ER_MTN_TOTL,Serbia,ALPINE,83.23
2018,ER_MTN_TOTL,Serbia,MONTANE,44211.6
2018,ER_MTN_TOTL,Serbia,ALPINE,83.23
2018,ER_MTN_TOTL,Serbia,TOTAL,44294.83
2000,ER_MTN_TOTL,Slovakia,MONTANE,27001.39
2000,ER_MTN_TOTL,Slovakia,ALPINE,221.53
2000,ER_MTN_TOTL,Slovakia,TOTAL,27262.23
2000,ER_MTN_TOTL,Slovakia,NIVAL,39.31
2005,ER_MTN_TOTL,Slovakia,TOTAL,27262.23
2005,ER_MTN_TOTL,Slovakia,MONTANE,27001.39
2005,ER_MTN_TOTL,Slovakia,NIVAL,39.31
2005,ER_MTN_TOTL,Slovakia,ALPINE,221.53
2010,ER_MTN_TOTL,Slovakia,ALPINE,221.53
2010,ER_MTN_TOTL,Slovakia,MONTANE,27001.39
2010,ER_MTN_TOTL,Slovakia,NIVAL,39.31
2010,ER_MTN_TOTL,Slovakia,TOTAL,27262.23
2015,ER_MTN_TOTL,Slovakia,MONTANE,27001.39
2015,ER_MTN_TOTL,Slovakia,ALPINE,221.53
2015,ER_MTN_TOTL,Slovakia,NIVAL,39.31
2015,ER_MTN_TOTL,Slovakia,TOTAL,27262.23
2018,ER_MTN_TOTL,Slovakia,ALPINE,221.53
2018,ER_MTN_TOTL,Slovakia,NIVAL,39.31
2018,ER_MTN_TOTL,Slovakia,MONTANE,27001.39
2018,ER_MTN_TOTL,Slovakia,TOTAL,27262.23
2000,ER_MTN_TOTL,Viet Nam,TOTAL,140468.29
2000,ER_MTN_TOTL,Viet Nam,REMAIN_MOUNT,138208.56
2000,ER_MTN_TOTL,Viet Nam,MONTANE,2259.73
2005,ER_MTN_TOTL,Viet Nam,TOTAL,140468.29
2005,ER_MTN_TOTL,Viet Nam,REMAIN_MOUNT,138208.56
2005,ER_MTN_TOTL,Viet Nam,MONTANE,2259.73
2010,ER_MTN_TOTL,Viet Nam,REMAIN_MOUNT,138208.56
2010,ER_MTN_TOTL,Viet Nam,MONTANE,2259.73
2010,ER_MTN_TOTL,Viet Nam,TOTAL,140468.29
2015,ER_MTN_TOTL,Viet Nam,REMAIN_MOUNT,138208.56
2015,ER_MTN_TOTL,Viet Nam,MONTANE,2259.73
2015,ER_MTN_TOTL,Viet Nam,TOTAL,140468.29
2018,ER_MTN_TOTL,Viet Nam,MONTANE,2259.73
2018,ER_MTN_TOTL,Viet Nam,REMAIN_MOUNT,138208.56
2018,ER_MTN_TOTL,Viet Nam,TOTAL,140468.29
2000,ER_MTN_TOTL,Slovenia,MONTANE,14097.44
2000,ER_MTN_TOTL,Slovenia,ALPINE,59.34
2000,ER_MTN_TOTL,Slovenia,TOTAL,14156.77
2005,ER_MTN_TOTL,Slovenia,MONTANE,14097.44
2005,ER_MTN_TOTL,Slovenia,ALPINE,59.34
2005,ER_MTN_TOTL,Slovenia,TOTAL,14156.77
2010,ER_MTN_TOTL,Slovenia,TOTAL,14156.77
2010,ER_MTN_TOTL,Slovenia,ALPINE,59.34
2010,ER_MTN_TOTL,Slovenia,MONTANE,14097.44
2015,ER_MTN_TOTL,Slovenia,ALPINE,59.34
2015,ER_MTN_TOTL,Slovenia,MONTANE,14097.44
2015,ER_MTN_TOTL,Slovenia,TOTAL,14156.77
2018,ER_MTN_TOTL,Slovenia,TOTAL,14156.77
2018,ER_MTN_TOTL,Slovenia,ALPINE,59.34
2018,ER_MTN_TOTL,Slovenia,MONTANE,14097.44
2000,ER_MTN_TOTL,Spain,TOTAL,248746.42
2000,ER_MTN_TOTL,Spain,NIVAL,204.45
2000,ER_MTN_TOTL,Spain,MONTANE,194937.26
2000,ER_MTN_TOTL,Spain,REMAIN_MOUNT,52723.06
2000,ER_MTN_TOTL,Spain,ALPINE,881.64
2005,ER_MTN_TOTL,Spain,NIVAL,204.45
2005,ER_MTN_TOTL,Spain,ALPINE,881.64
2005,ER_MTN_TOTL,Spain,TOTAL,248746.42
2005,ER_MTN_TOTL,Spain,REMAIN_MOUNT,52723.06
2005,ER_MTN_TOTL,Spain,MONTANE,194937.26
2010,ER_MTN_TOTL,Spain,MONTANE,194937.26
2010,ER_MTN_TOTL,Spain,REMAIN_MOUNT,52723.06
2010,ER_MTN_TOTL,Spain,ALPINE,881.64
2010,ER_MTN_TOTL,Spain,TOTAL,248746.42
2010,ER_MTN_TOTL,Spain,NIVAL,204.45
2015,ER_MTN_TOTL,Spain,MONTANE,194937.26
2015,ER_MTN_TOTL,Spain,REMAIN_MOUNT,52723.06
2015,ER_MTN_TOTL,Spain,NIVAL,204.45
2015,ER_MTN_TOTL,Spain,TOTAL,248746.42
2015,ER_MTN_TOTL,Spain,ALPINE,881.64
2018,ER_MTN_TOTL,Spain,NIVAL,204.45
2018,ER_MTN_TOTL,Spain,MONTANE,194937.26
2018,ER_MTN_TOTL,Spain,REMAIN_MOUNT,52723.06
2018,ER_MTN_TOTL,Spain,ALPINE,881.64
2018,ER_MTN_TOTL,Spain,TOTAL,248746.42
2000,ER_MTN_TOTL,Sweden,TOTAL,69093.75
2000,ER_MTN_TOTL,Sweden,MONTANE,44584.07
2000,ER_MTN_TOTL,Sweden,ALPINE,22885.99
2000,ER_MTN_TOTL,Sweden,NIVAL,1623.69
2005,ER_MTN_TOTL,Sweden,TOTAL,69093.75
2005,ER_MTN_TOTL,Sweden,MONTANE,44584.07
2005,ER_MTN_TOTL,Sweden,NIVAL,1623.69
2005,ER_MTN_TOTL,Sweden,ALPINE,22885.99
2010,ER_MTN_TOTL,Sweden,ALPINE,22885.99
2010,ER_MTN_TOTL,Sweden,MONTANE,44584.07
2010,ER_MTN_TOTL,Sweden,NIVAL,1623.69
2010,ER_MTN_TOTL,Sweden,TOTAL,69093.75
2015,ER_MTN_TOTL,Sweden,NIVAL,1623.69
2015,ER_MTN_TOTL,Sweden,TOTAL,69093.75
2015,ER_MTN_TOTL,Sweden,MONTANE,44584.07
2015,ER_MTN_TOTL,Sweden,ALPINE,22885.99
2018,ER_MTN_TOTL,Sweden,ALPINE,22885.99
2018,ER_MTN_TOTL,Sweden,NIVAL,1623.69
2018,ER_MTN_TOTL,Sweden,TOTAL,69093.75
2018,ER_MTN_TOTL,Sweden,MONTANE,44584.07
2000,ER_MTN_TOTL,Switzerland,TOTAL,36672.41
2000,ER_MTN_TOTL,Switzerland,ALPINE,3807.4
2000,ER_MTN_TOTL,Switzerland,MONTANE,26069.26
2000,ER_MTN_TOTL,Switzerland,NIVAL,6795.75
2005,ER_MTN_TOTL,Switzerland,TOTAL,36672.41
2005,ER_MTN_TOTL,Switzerland,ALPINE,3807.4
2005,ER_MTN_TOTL,Switzerland,NIVAL,6795.75
2005,ER_MTN_TOTL,Switzerland,MONTANE,26069.26
2010,ER_MTN_TOTL,Switzerland,MONTANE,26069.26
2010,ER_MTN_TOTL,Switzerland,ALPINE,3807.4
2010,ER_MTN_TOTL,Switzerland,NIVAL,6795.75
2010,ER_MTN_TOTL,Switzerland,TOTAL,36672.41
2015,ER_MTN_TOTL,Switzerland,TOTAL,36672.41
2015,ER_MTN_TOTL,Switzerland,NIVAL,6795.75
2015,ER_MTN_TOTL,Switzerland,MONTANE,26069.26
2015,ER_MTN_TOTL,Switzerland,ALPINE,3807.4
2018,ER_MTN_TOTL,Switzerland,MONTANE,26069.26
2018,ER_MTN_TOTL,Switzerland,ALPINE,3807.4
2018,ER_MTN_TOTL,Switzerland,NIVAL,6795.75
2018,ER_MTN_TOTL,Switzerland,TOTAL,36672.41
2000,ER_MTN_TOTL,Таджикистан,TOTAL,133208.39
2000,ER_MTN_TOTL,Таджикистан,MONTANE,65429.79
2000,ER_MTN_TOTL,Таджикистан,NIVAL,25917.1
2000,ER_MTN_TOTL,Таджикистан,ALPINE,26079.16
2000,ER_MTN_TOTL,Таджикистан,REMAIN_MOUNT,15782.34
2005,ER_MTN_TOTL,Таджикистан,NIVAL,25917.1
2005,ER_MTN_TOTL,Таджикистан,TOTAL,133208.39
2005,ER_MTN_TOTL,Таджикистан,ALPINE,26079.16
2005,ER_MTN_TOTL,Таджикистан,REMAIN_MOUNT,15782.34
2005,ER_MTN_TOTL,Таджикистан,MONTANE,65429.79
2010,ER_MTN_TOTL,Таджикистан,NIVAL,25917.1
2010,ER_MTN_TOTL,Таджикистан,ALPINE,26079.16
2010,ER_MTN_TOTL,Таджикистан,MONTANE,65429.79
2010,ER_MTN_TOTL,Таджикистан,TOTAL,133208.39
2010,ER_MTN_TOTL,Таджикистан,REMAIN_MOUNT,15782.34
2015,ER_MTN_TOTL,Таджикистан,ALPINE,26079.16
2015,ER_MTN_TOTL,Таджикистан,MONTANE,65429.79
2015,ER_MTN_TOTL,Таджикистан,REMAIN_MOUNT,15782.34
2015,ER_MTN_TOTL,Таджикистан,TOTAL,133208.39
2015,ER_MTN_TOTL,Таджикистан,NIVAL,25917.1
2018,ER_MTN_TOTL,Таджикистан,ALPINE,26079.16
2018,ER_MTN_TOTL,Таджикистан,TOTAL,133208.39
2018,ER_MTN_TOTL,Таджикистан,REMAIN_MOUNT,15782.34
2018,ER_MTN_TOTL,Таджикистан,MONTANE,65429.79
2018,ER_MTN_TOTL,Таджикистан,NIVAL,25917.1
2000,ER_MTN_TOTL,United Arab Emirates,REMAIN_MOUNT,2539.14
2000,ER_MTN_TOTL,United Arab Emirates,TOTAL,2539.14
2005,ER_MTN_TOTL,United Arab Emirates,TOTAL,2539.14
2005,ER_MTN_TOTL,United Arab Emirates,REMAIN_MOUNT,2539.14
2010,ER_MTN_TOTL,United Arab Emirates,TOTAL,2539.14
2010,ER_MTN_TOTL,United Arab Emirates,REMAIN_MOUNT,2539.14
2015,ER_MTN_TOTL,United Arab Emirates,REMAIN_MOUNT,2539.14
2015,ER_MTN_TOTL,United Arab Emirates,TOTAL,2539.14
2018,ER_MTN_TOTL,United Arab Emirates,TOTAL,2539.14
2018,ER_MTN_TOTL,United Arab Emirates,REMAIN_MOUNT,2539.14
2000,ER_MTN_TOTL,Türkiye,TOTAL,550354.68
2000,ER_MTN_TOTL,Türkiye,REMAIN_MOUNT,87180.3
2000,ER_MTN_TOTL,Türkiye,MONTANE,462843.5
2000,ER_MTN_TOTL,Türkiye,NIVAL,16.53
2000,ER_MTN_TOTL,Türkiye,ALPINE,314.35
2005,ER_MTN_TOTL,Türkiye,ALPINE,314.35
2005,ER_MTN_TOTL,Türkiye,MONTANE,462843.5
2005,ER_MTN_TOTL,Türkiye,TOTAL,550354.68
2005,ER_MTN_TOTL,Türkiye,NIVAL,16.53
2005,ER_MTN_TOTL,Türkiye,REMAIN_MOUNT,87180.3
2010,ER_MTN_TOTL,Türkiye,NIVAL,16.53
2010,ER_MTN_TOTL,Türkiye,MONTANE,462843.5
2010,ER_MTN_TOTL,Türkiye,ALPINE,314.35
2010,ER_MTN_TOTL,Türkiye,REMAIN_MOUNT,87180.3
2010,ER_MTN_TOTL,Türkiye,TOTAL,550354.68
2015,ER_MTN_TOTL,Türkiye,MONTANE,462843.5
2015,ER_MTN_TOTL,Türkiye,TOTAL,550354.68
2015,ER_MTN_TOTL,Türkiye,NIVAL,16.53
2015,ER_MTN_TOTL,Türkiye,REMAIN_MOUNT,87180.3
2015,ER_MTN_TOTL,Türkiye,ALPINE,314.35
2018,ER_MTN_TOTL,Türkiye,ALPINE,314.35
2018,ER_MTN_TOTL,Türkiye,NIVAL,16.53
2018,ER_MTN_TOTL,Türkiye,REMAIN_MOUNT,87180.3
2018,ER_MTN_TOTL,Türkiye,TOTAL,550354.68
2018,ER_MTN_TOTL,Türkiye,MONTANE,462843.5
2000,ER_MTN_TOTL,Туркменистан,REMAIN_MOUNT,16166.49
2000,ER_MTN_TOTL,Туркменистан,TOTAL,22204.19
2000,ER_MTN_TOTL,Туркменистан,MONTANE,6037.7
2005,ER_MTN_TOTL,Туркменистан,MONTANE,6037.7
2005,ER_MTN_TOTL,Туркменистан,REMAIN_MOUNT,16166.49
2005,ER_MTN_TOTL,Туркменистан,TOTAL,22204.19
2010,ER_MTN_TOTL,Туркменистан,TOTAL,22204.19
2010,ER_MTN_TOTL,Туркменистан,REMAIN_MOUNT,16166.49
2010,ER_MTN_TOTL,Туркменистан,MONTANE,6037.7
2015,ER_MTN_TOTL,Туркменистан,REMAIN_MOUNT,16166.49
2015,ER_MTN_TOTL,Туркменистан,TOTAL,22204.19
2015,ER_MTN_TOTL,Туркменистан,MONTANE,6037.7
2018,ER_MTN_TOTL,Туркменистан,MONTANE,6037.7
2018,ER_MTN_TOTL,Туркменистан,TOTAL,22204.19
2018,ER_MTN_TOTL,Туркменистан,REMAIN_MOUNT,16166.49
2000,ER_MTN_TOTL,Ukraine,TOTAL,22548.44
2000,ER_MTN_TOTL,Ukraine,MONTANE,22548.44
2005,ER_MTN_TOTL,Ukraine,TOTAL,22548.44
2005,ER_MTN_TOTL,Ukraine,MONTANE,22548.44
2010,ER_MTN_TOTL,Ukraine,MONTANE,22548.44
2010,ER_MTN_TOTL,Ukraine,TOTAL,22548.44
2015,ER_MTN_TOTL,Ukraine,TOTAL,22548.44
2015,ER_MTN_TOTL,Ukraine,MONTANE,22548.44
2018,ER_MTN_TOTL,Ukraine,TOTAL,22548.44
2018,ER_MTN_TOTL,Ukraine,MONTANE,22548.44
2000,ER_MTN_TOTL,North Macedonia,ALPINE,43.7
2000,ER_MTN_TOTL,North Macedonia,MONTANE,21847.41
2000,ER_MTN_TOTL,North Macedonia,TOTAL,21891.12
2005,ER_MTN_TOTL,North Macedonia,MONTANE,21847.41
2005,ER_MTN_TOTL,North Macedonia,ALPINE,43.7
2005,ER_MTN_TOTL,North Macedonia,TOTAL,21891.12
2010,ER_MTN_TOTL,North Macedonia,ALPINE,43.7
2010,ER_MTN_TOTL,North Macedonia,TOTAL,21891.12
2010,ER_MTN_TOTL,North Macedonia,MONTANE,21847.41
2015,ER_MTN_TOTL,North Macedonia,MONTANE,21847.41
2015,ER_MTN_TOTL,North Macedonia,TOTAL,21891.12
2015,ER_MTN_TOTL,North Macedonia,ALPINE,43.7
2018,ER_MTN_TOTL,North Macedonia,TOTAL,21891.12
2018,ER_MTN_TOTL,North Macedonia,ALPINE,43.7
2018,ER_MTN_TOTL,North Macedonia,MONTANE,21847.41
2000,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,ALPINE,730.83
2000,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,MONTANE,28072.18
2000,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,TOTAL,28803.01
2005,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,TOTAL,28803.01
2005,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,ALPINE,730.83
2005,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,MONTANE,28072.18
2010,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,TOTAL,28803.01
2010,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,MONTANE,28072.18
2010,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,ALPINE,730.83
2015,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,MONTANE,28072.18
2015,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,ALPINE,730.83
2015,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,TOTAL,28803.01
2018,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,MONTANE,28072.18
2018,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,ALPINE,730.83
2018,ER_MTN_TOTL,United Kingdom of Great Britain and Northern Ireland,TOTAL,28803.01
2000,ER_MTN_TOTL,Узбекистан,MONTANE,37890.14
2000,ER_MTN_TOTL,Узбекистан,REMAIN_MOUNT,15783.42
2000,ER_MTN_TOTL,Узбекистан,ALPINE,2149.73
2000,ER_MTN_TOTL,Узбекистан,NIVAL,795.59
2000,ER_MTN_TOTL,Узбекистан,TOTAL,56618.89
2005,ER_MTN_TOTL,Узбекистан,NIVAL,795.59
2005,ER_MTN_TOTL,Узбекистан,ALPINE,2149.73
2005,ER_MTN_TOTL,Узбекистан,REMAIN_MOUNT,15783.42
2005,ER_MTN_TOTL,Узбекистан,TOTAL,56618.89
2005,ER_MTN_TOTL,Узбекистан,MONTANE,37890.14
2010,ER_MTN_TOTL,Узбекистан,MONTANE,37890.14
2010,ER_MTN_TOTL,Узбекистан,REMAIN_MOUNT,15783.42
2010,ER_MTN_TOTL,Узбекистан,NIVAL,795.59
2010,ER_MTN_TOTL,Узбекистан,TOTAL,56618.89
2010,ER_MTN_TOTL,Узбекистан,ALPINE,2149.73
2015,ER_MTN_TOTL,Узбекистан,ALPINE,2149.73
2015,ER_MTN_TOTL,Узбекистан,REMAIN_MOUNT,15783.42
2015,ER_MTN_TOTL,Узбекистан,MONTANE,37890.14
2015,ER_MTN_TOTL,Узбекистан,TOTAL,56618.89
2015,ER_MTN_TOTL,Узбекистан,NIVAL,795.59
2018,ER_MTN_TOTL,Узбекистан,REMAIN_MOUNT,15783.42
2018,ER_MTN_TOTL,Узбекистан,ALPINE,2149.73
2018,ER_MTN_TOTL,Узбекистан,TOTAL,56618.89
2018,ER_MTN_TOTL,Узбекистан,NIVAL,795.59
2018,ER_MTN_TOTL,Узбекистан,MONTANE,37890.14
