Year,SeriesCode,Country,Age,Freq,Location,Sex,Value
2016,AG_PRD_FIESMS,Czechia,15+,,All areas,Male,4.4
2016,AG_PRD_FIESMS,Czechia,15+,,All areas,Female,5.7
2021,AG_PRD_FIESMS,Poland,ALLAGE,,All areas,Both sexes,7.5
2021,AG_PRD_FIESMS,Poland,15+,,All areas,Female,9.1
2015,AG_PRD_FIESMS,Portugal,15+,,All areas,Female,17.1
2015,AG_PRD_FIESMS,Portugal,ALLAGE,,All areas,Both sexes,14.7
2015,AG_PRD_FIESMS,Portugal,15+,,All areas,Male,12.3
2016,AG_PRD_FIESMS,Portugal,15+,,All areas,Male,11.3
2016,AG_PRD_FIESMS,Czechia,ALLAGE,,All areas,Both sexes,5.1
2017,AG_PRD_FIESMS,Czechia,ALLAGE,,All areas,Both sexes,3.9
2017,AG_PRD_FIESMS,Czechia,15+,,All areas,Male,2.9
2017,AG_PRD_FIESMS,Czechia,15+,,All areas,Female,4.9
2018,AG_PRD_FIESMS,Czechia,ALLAGE,,All areas,Both sexes,3.8
2018,AG_PRD_FIESMS,Czechia,15+,,All areas,Male,2.5
2018,AG_PRD_FIESMS,Czechia,15+,,All areas,Female,5.1
2019,AG_PRD_FIESMS,Czechia,15+,,All areas,Male,3.4
2019,AG_PRD_FIESMS,Czechia,15+,,All areas,Female,4.9
2019,AG_PRD_FIESMS,Czechia,ALLAGE,,All areas,Both sexes,4.2
2020,AG_PRD_FIESMS,Czechia,ALLAGE,,All areas,Both sexes,5.8
2020,AG_PRD_FIESMS,Czechia,15+,,All areas,Male,5.4
2020,AG_PRD_FIESMS,Czechia,15+,,All areas,Female,6.2
2021,AG_PRD_FIESMS,Czechia,15+,,All areas,Female,8.6
2021,AG_PRD_FIESMS,Czechia,ALLAGE,,All areas,Both sexes,8.5
2021,AG_PRD_FIESMS,Czechia,15+,,All areas,Male,8.5
2016,AG_PRD_FIESMS,Portugal,15+,,All areas,Female,15.2
2016,AG_PRD_FIESMS,Portugal,ALLAGE,,All areas,Both sexes,13.2
2017,AG_PRD_FIESMS,Portugal,ALLAGE,,All areas,Both sexes,11.6
2017,AG_PRD_FIESMS,Portugal,15+,,All areas,Female,14.1
2017,AG_PRD_FIESMS,Portugal,15+,,All areas,Male,9.0
2018,AG_PRD_FIESMS,Portugal,15+,,All areas,Male,7.6
2018,AG_PRD_FIESMS,Portugal,15+,,All areas,Female,13.8
2018,AG_PRD_FIESMS,Portugal,ALLAGE,,All areas,Both sexes,10.7
2019,AG_PRD_FIESMS,Portugal,15+,,All areas,Female,13.4
2016,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,All areas,Both sexes,10.3
2016,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Female,9.3
2016,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Male,11.2
2017,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Female,8.0
2017,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Male,9.4
2017,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,All areas,Both sexes,8.7
2018,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Male,9.9
2018,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Female,8.4
2015,AG_PRD_FIESMS,Denmark,15+,,All areas,Female,6.5
2015,AG_PRD_FIESMS,Denmark,15+,,All areas,Male,5.2
2015,AG_PRD_FIESMS,Denmark,ALLAGE,,All areas,Both sexes,5.9
2016,AG_PRD_FIESMS,Denmark,15+,,All areas,Male,5.0
2016,AG_PRD_FIESMS,Denmark,ALLAGE,,All areas,Both sexes,5.8
2016,AG_PRD_FIESMS,Denmark,15+,,All areas,Female,6.6
2017,AG_PRD_FIESMS,Denmark,ALLAGE,,All areas,Both sexes,5.4
2017,AG_PRD_FIESMS,Denmark,15+,,All areas,Female,6.7
2017,AG_PRD_FIESMS,Denmark,15+,,All areas,Male,4.1
2018,AG_PRD_FIESMS,Denmark,15+,,All areas,Male,4.4
2018,AG_PRD_FIESMS,Denmark,15+,,All areas,Female,6.0
2018,AG_PRD_FIESMS,Denmark,ALLAGE,,All areas,Both sexes,5.2
2019,AG_PRD_FIESMS,Denmark,15+,,All areas,Female,5.5
2019,AG_PRD_FIESMS,Denmark,ALLAGE,,All areas,Both sexes,5.0
2019,AG_PRD_FIESMS,Denmark,15+,,All areas,Male,4.5
2020,AG_PRD_FIESMS,Denmark,15+,,All areas,Male,4.9
2020,AG_PRD_FIESMS,Denmark,15+,,All areas,Female,6.1
2018,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,All areas,Both sexes,9.2
2019,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Female,10.4
2019,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,All areas,Both sexes,10.0
2019,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Male,9.7
2020,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Male,11.2
2020,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Female,13.9
2020,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,All areas,Both sexes,12.6
2021,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Female,15.5
2020,AG_PRD_FIESMS,Denmark,ALLAGE,,All areas,Both sexes,5.5
2021,AG_PRD_FIESMS,Denmark,ALLAGE,,All areas,Both sexes,6.8
2021,AG_PRD_FIESMS,Denmark,15+,,All areas,Female,7.3
2021,AG_PRD_FIESMS,Denmark,15+,,All areas,Male,6.2
2015,AG_PRD_FIESMS,Estonia,15+,,All areas,Female,10.3
2015,AG_PRD_FIESMS,Estonia,15+,,All areas,Male,8.6
2021,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,All areas,Male,11.3
2021,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,All areas,Both sexes,13.4
2015,AG_PRD_FIESMS,Bulgaria,ALLAGE,,All areas,Both sexes,14.9
2015,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Male,13.7
2015,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Female,16.1
2016,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Male,12.7
2019,AG_PRD_FIESMS,Portugal,15+,,All areas,Male,9.5
2019,AG_PRD_FIESMS,Portugal,ALLAGE,,All areas,Both sexes,11.5
2020,AG_PRD_FIESMS,Portugal,15+,,All areas,Male,10.2
2020,AG_PRD_FIESMS,Portugal,15+,,All areas,Female,13.0
2020,AG_PRD_FIESMS,Portugal,ALLAGE,,All areas,Both sexes,11.6
2021,AG_PRD_FIESMS,Portugal,ALLAGE,,All areas,Both sexes,12.4
2021,AG_PRD_FIESMS,Portugal,15+,,All areas,Female,13.2
2021,AG_PRD_FIESMS,Portugal,15+,,All areas,Male,11.7
2015,AG_PRD_FIESMS,Estonia,ALLAGE,,All areas,Both sexes,9.5
2016,AG_PRD_FIESMS,Estonia,15+,,All areas,Male,7.7
2016,AG_PRD_FIESMS,Estonia,ALLAGE,,All areas,Both sexes,8.3
2016,AG_PRD_FIESMS,Estonia,15+,,All areas,Female,8.8
2017,AG_PRD_FIESMS,Estonia,ALLAGE,,All areas,Both sexes,8.2
2017,AG_PRD_FIESMS,Estonia,15+,,All areas,Male,8.3
2017,AG_PRD_FIESMS,Estonia,15+,,All areas,Female,8.2
2018,AG_PRD_FIESMS,Estonia,15+,,All areas,Female,7.3
2018,AG_PRD_FIESMS,Estonia,15+,,All areas,Male,7.5
2018,AG_PRD_FIESMS,Estonia,ALLAGE,,All areas,Both sexes,7.4
2019,AG_PRD_FIESMS,Estonia,ALLAGE,,All areas,Both sexes,7.9
2019,AG_PRD_FIESMS,Estonia,15+,,All areas,Male,8.0
2019,AG_PRD_FIESMS,Estonia,15+,,All areas,Female,7.8
2020,AG_PRD_FIESMS,Estonia,15+,,All areas,Male,7.4
2020,AG_PRD_FIESMS,Estonia,ALLAGE,,All areas,Both sexes,7.9
2020,AG_PRD_FIESMS,Estonia,15+,,All areas,Female,8.3
2021,AG_PRD_FIESMS,Estonia,ALLAGE,,All areas,Both sexes,8.5
2021,AG_PRD_FIESMS,Estonia,15+,,All areas,Male,7.8
2015,AG_PRD_FIESMS,Romania,ALLAGE,,All areas,Both sexes,19.3
2015,AG_PRD_FIESMS,Romania,15+,,All areas,Female,22.0
2015,AG_PRD_FIESMS,Romania,15+,,All areas,Male,16.5
2016,AG_PRD_FIESMS,Romania,ALLAGE,,All areas,Both sexes,16.6
2016,AG_PRD_FIESMS,Romania,15+,,All areas,Male,14.3
2016,AG_PRD_FIESMS,Romania,15+,,All areas,Female,18.8
2017,AG_PRD_FIESMS,Romania,15+,,All areas,Female,16.7
2021,AG_PRD_FIESMS,Estonia,15+,,All areas,Female,9.3
2015,AG_PRD_FIESMS,Finland,15+,,All areas,Male,8.4
2015,AG_PRD_FIESMS,Finland,15+,,All areas,Female,10.2
2015,AG_PRD_FIESMS,Finland,ALLAGE,,All areas,Both sexes,9.3
2016,AG_PRD_FIESMS,Finland,15+,,All areas,Male,7.4
2016,AG_PRD_FIESMS,Finland,ALLAGE,,All areas,Both sexes,8.4
2016,AG_PRD_FIESMS,Finland,15+,,All areas,Female,9.5
2017,AG_PRD_FIESMS,Finland,15+,,All areas,Female,8.8
2017,AG_PRD_FIESMS,Finland,15+,,All areas,Male,7.9
2017,AG_PRD_FIESMS,Finland,ALLAGE,,All areas,Both sexes,8.3
2018,AG_PRD_FIESMS,Finland,ALLAGE,,All areas,Both sexes,7.7
2018,AG_PRD_FIESMS,Finland,15+,,All areas,Male,6.9
2018,AG_PRD_FIESMS,Finland,15+,,All areas,Female,8.5
2019,AG_PRD_FIESMS,Finland,15+,,All areas,Male,7.2
2019,AG_PRD_FIESMS,Finland,ALLAGE,,All areas,Both sexes,8.0
2019,AG_PRD_FIESMS,Finland,15+,,All areas,Female,8.7
2020,AG_PRD_FIESMS,Finland,ALLAGE,,All areas,Both sexes,8.8
2020,AG_PRD_FIESMS,Finland,15+,,All areas,Male,7.2
2020,AG_PRD_FIESMS,Finland,15+,,All areas,Female,10.5
2021,AG_PRD_FIESMS,Finland,ALLAGE,,All areas,Both sexes,10.5
2021,AG_PRD_FIESMS,Finland,15+,,All areas,Male,8.1
2021,AG_PRD_FIESMS,Finland,15+,,All areas,Female,12.8
2016,AG_PRD_FIESMS,Bulgaria,ALLAGE,,All areas,Both sexes,13.6
2016,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Female,14.4
2017,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Female,13.5
2017,AG_PRD_FIESMS,Bulgaria,ALLAGE,,All areas,Both sexes,12.0
2017,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Male,10.6
2018,AG_PRD_FIESMS,Bulgaria,ALLAGE,,All areas,Both sexes,12.5
2018,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Male,10.7
2018,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Female,14.3
2019,AG_PRD_FIESMS,Bulgaria,ALLAGE,,All areas,Both sexes,13.2
2015,AG_PRD_FIESMS,France,ALLAGE,,All areas,Both sexes,6.8
2015,AG_PRD_FIESMS,France,15+,,All areas,Female,7.1
2015,AG_PRD_FIESMS,France,15+,,All areas,Male,6.5
2016,AG_PRD_FIESMS,France,15+,,All areas,Male,6.5
2016,AG_PRD_FIESMS,France,15+,,All areas,Female,6.2
2016,AG_PRD_FIESMS,France,ALLAGE,,All areas,Both sexes,6.3
2017,AG_PRD_FIESMS,France,ALLAGE,,All areas,Both sexes,6.3
2017,AG_PRD_FIESMS,France,15+,,All areas,Male,7.1
2017,AG_PRD_FIESMS,Romania,15+,,All areas,Male,12.7
2017,AG_PRD_FIESMS,Romania,ALLAGE,,All areas,Both sexes,14.7
2018,AG_PRD_FIESMS,Romania,ALLAGE,,All areas,Both sexes,14.5
2018,AG_PRD_FIESMS,Romania,15+,,All areas,Male,12.9
2018,AG_PRD_FIESMS,Romania,15+,,All areas,Female,16.0
2019,AG_PRD_FIESMS,Romania,15+,,All areas,Female,15.7
2019,AG_PRD_FIESMS,Romania,15+,,All areas,Male,12.1
2019,AG_PRD_FIESMS,Romania,ALLAGE,,All areas,Both sexes,13.9
2020,AG_PRD_FIESMS,Romania,ALLAGE,,All areas,Both sexes,13.4
2017,AG_PRD_FIESMS,France,15+,,All areas,Female,5.6
2018,AG_PRD_FIESMS,France,15+,,All areas,Female,5.6
2018,AG_PRD_FIESMS,France,15+,,All areas,Male,6.4
2018,AG_PRD_FIESMS,France,ALLAGE,,All areas,Both sexes,6.0
2019,AG_PRD_FIESMS,France,15+,,All areas,Male,6.4
2019,AG_PRD_FIESMS,France,15+,,All areas,Female,5.1
2019,AG_PRD_FIESMS,France,ALLAGE,,All areas,Both sexes,5.8
2020,AG_PRD_FIESMS,France,15+,,All areas,Male,6.3
2020,AG_PRD_FIESMS,France,ALLAGE,,All areas,Both sexes,5.9
2020,AG_PRD_FIESMS,France,15+,,All areas,Female,5.5
2021,AG_PRD_FIESMS,France,ALLAGE,,All areas,Both sexes,6.6
2021,AG_PRD_FIESMS,France,15+,,All areas,Female,7.0
2021,AG_PRD_FIESMS,France,15+,,All areas,Male,6.2
2015,AG_PRD_FIESMS,Georgia,15+,,All areas,Male,30.4
2015,AG_PRD_FIESMS,Georgia,15+,,All areas,Female,33.2
2015,AG_PRD_FIESMS,Georgia,ALLAGE,,All areas,Both sexes,31.8
2016,AG_PRD_FIESMS,Georgia,ALLAGE,,All areas,Both sexes,33.8
2016,AG_PRD_FIESMS,Georgia,15+,,All areas,Male,31.6
2016,AG_PRD_FIESMS,Georgia,15+,,All areas,Female,36.0
2017,AG_PRD_FIESMS,Georgia,ALLAGE,,All areas,Both sexes,35.5
2017,AG_PRD_FIESMS,Georgia,15+,,All areas,Female,36.6
2017,AG_PRD_FIESMS,Georgia,15+,,All areas,Male,34.4
2018,AG_PRD_FIESMS,Georgia,ALLAGE,,All areas,Both sexes,38.3
2018,AG_PRD_FIESMS,Georgia,15+,,All areas,Male,36.1
2019,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Male,12.4
2019,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Female,13.9
2020,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Female,17.1
2020,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Male,13.9
2020,AG_PRD_FIESMS,Bulgaria,ALLAGE,,All areas,Both sexes,15.5
2021,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Female,17.7
2021,AG_PRD_FIESMS,Bulgaria,15+,,All areas,Male,13.8
2021,AG_PRD_FIESMS,Bulgaria,ALLAGE,,All areas,Both sexes,15.8
2020,AG_PRD_FIESMS,Romania,15+,,All areas,Female,15.1
2020,AG_PRD_FIESMS,Romania,15+,,All areas,Male,11.8
2021,AG_PRD_FIESMS,Romania,15+,,All areas,Male,13.5
2021,AG_PRD_FIESMS,Romania,ALLAGE,,All areas,Both sexes,16.3
2021,AG_PRD_FIESMS,Romania,15+,,All areas,Female,19.1
2015,AG_PRD_FIESMS,Serbia,15+,,All areas,Male,11.1
2015,AG_PRD_FIESMS,Serbia,15+,,All areas,Female,11.7
2015,AG_PRD_FIESMS,Serbia,ALLAGE,,All areas,Both sexes,11.4
2016,AG_PRD_FIESMS,Serbia,ALLAGE,,All areas,Both sexes,12.8
2016,AG_PRD_FIESMS,Serbia,15+,,All areas,Female,13.9
2016,AG_PRD_FIESMS,Serbia,15+,,All areas,Male,11.6
2017,AG_PRD_FIESMS,Serbia,15+,,All areas,Female,14.6
2017,AG_PRD_FIESMS,Serbia,15+,,All areas,Male,10.4
2017,AG_PRD_FIESMS,Serbia,ALLAGE,,All areas,Both sexes,12.5
2018,AG_PRD_FIESMS,Serbia,15+,,All areas,Female,13.5
2018,AG_PRD_FIESMS,Georgia,15+,,All areas,Female,40.4
2019,AG_PRD_FIESMS,Georgia,ALLAGE,,All areas,Both sexes,39.7
2019,AG_PRD_FIESMS,Georgia,15+,,All areas,Female,40.9
2019,AG_PRD_FIESMS,Georgia,15+,,All areas,Male,38.5
2020,AG_PRD_FIESMS,Georgia,15+,,All areas,Female,41.8
2020,AG_PRD_FIESMS,Georgia,15+,,All areas,Male,35.8
2020,AG_PRD_FIESMS,Georgia,ALLAGE,,All areas,Both sexes,38.8
2021,AG_PRD_FIESMS,Georgia,ALLAGE,,All areas,Both sexes,36.5
2021,AG_PRD_FIESMS,Georgia,15+,,All areas,Female,38.7
2018,AG_PRD_FIESMS,Serbia,ALLAGE,,All areas,Both sexes,12.5
2018,AG_PRD_FIESMS,Serbia,15+,,All areas,Male,11.4
2019,AG_PRD_FIESMS,Serbia,15+,,All areas,Male,12.0
2019,AG_PRD_FIESMS,Serbia,15+,,All areas,Female,12.1
2019,AG_PRD_FIESMS,Serbia,ALLAGE,,All areas,Both sexes,12.0
2020,AG_PRD_FIESMS,Serbia,ALLAGE,,All areas,Both sexes,14.1
2020,AG_PRD_FIESMS,Serbia,15+,,All areas,Female,14.3
2020,AG_PRD_FIESMS,Serbia,15+,,All areas,Male,13.9
2021,AG_PRD_FIESMS,Serbia,15+,,All areas,Female,15.1
2021,AG_PRD_FIESMS,Georgia,15+,,All areas,Male,34.4
2015,AG_PRD_FIESMS,Germany,15+,,All areas,Male,3.4
2015,AG_PRD_FIESMS,Germany,ALLAGE,,All areas,Both sexes,4.1
2015,AG_PRD_FIESMS,Germany,15+,,All areas,Female,4.7
2016,AG_PRD_FIESMS,Germany,15+,,All areas,Male,3.8
2016,AG_PRD_FIESMS,Germany,ALLAGE,,All areas,Both sexes,3.8
2016,AG_PRD_FIESMS,Germany,15+,,All areas,Female,3.7
2017,AG_PRD_FIESMS,Germany,ALLAGE,,All areas,Both sexes,3.6
2017,AG_PRD_FIESMS,Germany,15+,,All areas,Female,3.1
2017,AG_PRD_FIESMS,Germany,15+,,All areas,Male,4.1
2018,AG_PRD_FIESMS,Germany,15+,,All areas,Male,4.1
2018,AG_PRD_FIESMS,Germany,15+,,All areas,Female,3.0
2018,AG_PRD_FIESMS,Germany,ALLAGE,,All areas,Both sexes,3.5
2019,AG_PRD_FIESMS,Germany,ALLAGE,,All areas,Both sexes,3.4
2019,AG_PRD_FIESMS,Germany,15+,,All areas,Female,3.1
2019,AG_PRD_FIESMS,Germany,15+,,All areas,Male,3.7
2020,AG_PRD_FIESMS,Germany,15+,,All areas,Female,3.3
2020,AG_PRD_FIESMS,Germany,15+,,All areas,Male,3.6
2020,AG_PRD_FIESMS,Germany,ALLAGE,,All areas,Both sexes,3.5
2021,AG_PRD_FIESMS,Germany,ALLAGE,,All areas,Both sexes,3.8
2021,AG_PRD_FIESMS,Germany,15+,,All areas,Male,4.0
2021,AG_PRD_FIESMS,Germany,15+,,All areas,Female,3.7
2015,AG_PRD_FIESMS,Greece,15+,,All areas,Male,15.9
2015,AG_PRD_FIESMS,Greece,15+,,All areas,Female,15.7
2015,AG_PRD_FIESMS,Greece,ALLAGE,,All areas,Both sexes,15.8
2016,AG_PRD_FIESMS,Greece,ALLAGE,,All areas,Both sexes,16.4
2016,AG_PRD_FIESMS,Greece,15+,,All areas,Female,16.3
2016,AG_PRD_FIESMS,Greece,15+,,All areas,Male,16.5
2017,AG_PRD_FIESMS,Greece,15+,,All areas,Male,17.0
2017,AG_PRD_FIESMS,Greece,15+,,All areas,Female,16.2
2021,AG_PRD_FIESMS,Serbia,15+,,All areas,Male,14.6
2021,AG_PRD_FIESMS,Serbia,ALLAGE,,All areas,Both sexes,14.8
2015,AG_PRD_FIESMS,Slovakia,15+,,All areas,Female,6.4
2015,AG_PRD_FIESMS,Slovakia,15+,,All areas,Male,6.1
2015,AG_PRD_FIESMS,Slovakia,ALLAGE,,All areas,Both sexes,6.2
2016,AG_PRD_FIESMS,Slovakia,15+,,All areas,Female,6.3
2017,AG_PRD_FIESMS,Greece,ALLAGE,,All areas,Both sexes,16.6
2018,AG_PRD_FIESMS,Greece,ALLAGE,,All areas,Both sexes,13.3
2018,AG_PRD_FIESMS,Greece,15+,,All areas,Female,14.3
2018,AG_PRD_FIESMS,Greece,15+,,All areas,Male,12.2
2019,AG_PRD_FIESMS,Greece,15+,,All areas,Male,7.6
2019,AG_PRD_FIESMS,Greece,15+,,All areas,Female,9.7
2019,AG_PRD_FIESMS,Greece,ALLAGE,,All areas,Both sexes,8.6
2020,AG_PRD_FIESMS,Greece,ALLAGE,,All areas,Both sexes,6.8
2020,AG_PRD_FIESMS,Greece,15+,,All areas,Female,7.6
2016,AG_PRD_FIESMS,Slovakia,15+,,All areas,Male,4.4
2016,AG_PRD_FIESMS,Slovakia,ALLAGE,,All areas,Both sexes,5.3
2017,AG_PRD_FIESMS,Slovakia,15+,,All areas,Female,6.1
2017,AG_PRD_FIESMS,Slovakia,15+,,All areas,Male,4.0
2017,AG_PRD_FIESMS,Slovakia,ALLAGE,,All areas,Both sexes,5.0
2018,AG_PRD_FIESMS,Slovakia,ALLAGE,,All areas,Both sexes,5.0
2018,AG_PRD_FIESMS,Slovakia,15+,,All areas,Male,4.8
2018,AG_PRD_FIESMS,Slovakia,15+,,All areas,Female,5.2
2019,AG_PRD_FIESMS,Slovakia,15+,,All areas,Female,6.3
2020,AG_PRD_FIESMS,Greece,15+,,All areas,Male,5.9
2021,AG_PRD_FIESMS,Greece,15+,,All areas,Female,6.8
2021,AG_PRD_FIESMS,Greece,15+,,All areas,Male,5.8
2021,AG_PRD_FIESMS,Greece,ALLAGE,,All areas,Both sexes,6.3
2015,AG_PRD_FIESMS,Hungary,ALLAGE,,All areas,Both sexes,11.3
2015,AG_PRD_FIESMS,Hungary,15+,,All areas,Male,9.5
2015,AG_PRD_FIESMS,Hungary,15+,,All areas,Female,13.1
2016,AG_PRD_FIESMS,Hungary,15+,,All areas,Male,8.0
2016,AG_PRD_FIESMS,Hungary,15+,,All areas,Female,10.8
2016,AG_PRD_FIESMS,Hungary,ALLAGE,,All areas,Both sexes,9.4
2017,AG_PRD_FIESMS,Hungary,15+,,All areas,Male,7.3
2017,AG_PRD_FIESMS,Hungary,15+,,All areas,Female,10.4
2017,AG_PRD_FIESMS,Hungary,ALLAGE,,All areas,Both sexes,8.8
2018,AG_PRD_FIESMS,Hungary,ALLAGE,,All areas,Both sexes,6.9
2018,AG_PRD_FIESMS,Hungary,15+,,All areas,Female,8.1
2019,AG_PRD_FIESMS,Slovakia,15+,,All areas,Male,5.7
2019,AG_PRD_FIESMS,Slovakia,ALLAGE,,All areas,Both sexes,6.0
2020,AG_PRD_FIESMS,Slovakia,ALLAGE,,All areas,Both sexes,7.7
2020,AG_PRD_FIESMS,Slovakia,15+,,All areas,Male,6.8
2020,AG_PRD_FIESMS,Slovakia,15+,,All areas,Female,8.6
2021,AG_PRD_FIESMS,Slovakia,15+,,All areas,Female,9.8
2021,AG_PRD_FIESMS,Slovakia,15+,,All areas,Male,6.7
2021,AG_PRD_FIESMS,Slovakia,ALLAGE,,All areas,Both sexes,8.3
2018,AG_PRD_FIESMS,Hungary,15+,,All areas,Male,5.7
2019,AG_PRD_FIESMS,Hungary,15+,,All areas,Male,7.2
2019,AG_PRD_FIESMS,Hungary,ALLAGE,,All areas,Both sexes,8.6
2019,AG_PRD_FIESMS,Hungary,15+,,All areas,Female,10.0
2020,AG_PRD_FIESMS,Hungary,ALLAGE,,All areas,Both sexes,10.6
2020,AG_PRD_FIESMS,Hungary,15+,,All areas,Female,11.9
2020,AG_PRD_FIESMS,Hungary,15+,,All areas,Male,9.3
2021,AG_PRD_FIESMS,Hungary,15+,,All areas,Female,14.1
2021,AG_PRD_FIESMS,Hungary,ALLAGE,,All areas,Both sexes,12.6
2021,AG_PRD_FIESMS,Hungary,15+,,All areas,Male,11.1
2015,AG_PRD_FIESMS,Iceland,15+,,All areas,Male,5.3
2015,AG_PRD_FIESMS,Iceland,15+,,All areas,Female,7.5
2015,AG_PRD_FIESMS,Iceland,ALLAGE,,All areas,Both sexes,6.4
2016,AG_PRD_FIESMS,Iceland,ALLAGE,,All areas,Both sexes,7.2
2016,AG_PRD_FIESMS,Iceland,15+,,All areas,Female,8.7
2016,AG_PRD_FIESMS,Iceland,15+,,All areas,Male,5.7
2017,AG_PRD_FIESMS,Iceland,15+,,All areas,Female,8.1
2017,AG_PRD_FIESMS,Iceland,15+,,All areas,Male,5.5
2017,AG_PRD_FIESMS,Iceland,ALLAGE,,All areas,Both sexes,6.8
2018,AG_PRD_FIESMS,Iceland,ALLAGE,,All areas,Both sexes,7.2
2018,AG_PRD_FIESMS,Iceland,15+,,All areas,Male,5.7
2018,AG_PRD_FIESMS,Iceland,15+,,All areas,Female,8.7
2019,AG_PRD_FIESMS,Iceland,15+,,All areas,Female,7.3
2019,AG_PRD_FIESMS,Iceland,15+,,All areas,Male,6.0
2019,AG_PRD_FIESMS,Iceland,ALLAGE,,All areas,Both sexes,6.6
2020,AG_PRD_FIESMS,Iceland,ALLAGE,,All areas,Both sexes,6.3
2020,AG_PRD_FIESMS,Iceland,15+,,All areas,Male,5.9
2020,AG_PRD_FIESMS,Iceland,15+,,All areas,Female,6.8
2021,AG_PRD_FIESMS,Iceland,15+,,All areas,Female,6.5
2021,AG_PRD_FIESMS,Iceland,15+,,All areas,Male,5.8
2021,AG_PRD_FIESMS,Iceland,ALLAGE,,All areas,Both sexes,6.1
2017,AG_PRD_FIESMS,Viet Nam,15+,,All areas,Female,6.8
2017,AG_PRD_FIESMS,Viet Nam,ALLAGE,,All areas,Both sexes,6.2
2017,AG_PRD_FIESMS,Viet Nam,15+,,All areas,Male,5.7
2018,AG_PRD_FIESMS,Viet Nam,15+,,All areas,Female,7.3
2018,AG_PRD_FIESMS,Viet Nam,15+,,All areas,Male,5.2
2018,AG_PRD_FIESMS,Viet Nam,ALLAGE,,All areas,Both sexes,6.2
2019,AG_PRD_FIESMS,Viet Nam,ALLAGE,,All areas,Both sexes,6.5
2019,AG_PRD_FIESMS,Viet Nam,15+,,All areas,Male,5.1
2019,AG_PRD_FIESMS,Viet Nam,15+,,All areas,Female,7.8
2020,AG_PRD_FIESMS,Viet Nam,15+,,All areas,Female,8.7
2020,AG_PRD_FIESMS,Viet Nam,15+,,All areas,Male,6.6
2015,AG_PRD_FIESMS,Ireland,15+,,All areas,Male,9.3
2015,AG_PRD_FIESMS,Ireland,15+,,All areas,Female,8.6
2015,AG_PRD_FIESMS,Ireland,ALLAGE,,All areas,Both sexes,8.9
2016,AG_PRD_FIESMS,Ireland,ALLAGE,,All areas,Both sexes,7.2
2016,AG_PRD_FIESMS,Ireland,15+,,All areas,Male,7.6
2020,AG_PRD_FIESMS,Viet Nam,ALLAGE,,All areas,Both sexes,7.6
2021,AG_PRD_FIESMS,Viet Nam,ALLAGE,,All areas,Both sexes,9.0
2021,AG_PRD_FIESMS,Viet Nam,15+,,All areas,Male,7.7
2021,AG_PRD_FIESMS,Viet Nam,15+,,All areas,Female,10.2
2015,AG_PRD_FIESMS,Slovenia,15+,,All areas,Female,14.6
2015,AG_PRD_FIESMS,Slovenia,15+,,All areas,Male,10.1
2015,AG_PRD_FIESMS,Slovenia,ALLAGE,,All areas,Both sexes,12.3
2016,AG_PRD_FIESMS,Slovenia,15+,,All areas,Female,14.4
2016,AG_PRD_FIESMS,Slovenia,15+,,All areas,Male,9.3
2016,AG_PRD_FIESMS,Slovenia,ALLAGE,,All areas,Both sexes,11.8
2017,AG_PRD_FIESMS,Slovenia,ALLAGE,,All areas,Both sexes,11.2
2017,AG_PRD_FIESMS,Slovenia,15+,,All areas,Male,8.9
2017,AG_PRD_FIESMS,Slovenia,15+,,All areas,Female,13.5
