Year,SI_POV,GeoAreaName,Value
2003,SI_POV_LMIC,Turkiye,14.6
2003,SI_POV_UMIC,Turkiye,42.0
2004,SI_POV_DDAY,Turkiye,2.0
2004,SI_POV_LMIC,Turkiye,9.9
2004,SI_POV_UMIC,Turkiye,30.8
2005,SI_POV_DDAY,Turkiye,2.3
2005,SI_POV_LMIC,Turkiye,9.5
2005,SI_POV_UMIC,Turkiye,28.4
2006,SI_POV_DDAY,Turkiye,1.8
2006,SI_POV_LMIC,Turkiye,8.0
2006,SI_POV_UMIC,Turkiye,25.9
2007,SI_POV_DDAY,Turkiye,1.3
2007,SI_POV_LMIC,Turkiye,6.4
2007,SI_POV_UMIC,Turkiye,22.3
2008,SI_POV_DDAY,Turkiye,0.6
2008,SI_POV_LMIC,Turkiye,5.6
2008,SI_POV_UMIC,Turkiye,18.8
2009,SI_POV_DDAY,Turkiye,0.7
2009,SI_POV_LMIC,Turkiye,4.8
2009,SI_POV_UMIC,Turkiye,19.2
2010,SI_POV_DDAY,Turkiye,0.8
2010,SI_POV_LMIC,Turkiye,4.4
2010,SI_POV_UMIC,Turkiye,18.2
2011,SI_POV_DDAY,Turkiye,0.1
2011,SI_POV_LMIC,Turkiye,4.0
2011,SI_POV_UMIC,Turkiye,15.9
2012,SI_POV_DDAY,Turkiye,0.1
2012,SI_POV_LMIC,Turkiye,3.2
2012,SI_POV_UMIC,Turkiye,14.8
2013,SI_POV_DDAY,Turkiye,0.3
2013,SI_POV_LMIC,Turkiye,2.7
2013,SI_POV_UMIC,Turkiye,13.8
2014,SI_POV_DDAY,Turkiye,0.2
2014,SI_POV_LMIC,Turkiye,2.2
2014,SI_POV_UMIC,Turkiye,12.4
2015,SI_POV_DDAY,Turkiye,0.2
2015,SI_POV_LMIC,Turkiye,2.5
2015,SI_POV_UMIC,Turkiye,13.7
2016,SI_POV_DDAY,Turkiye,0.2
2016,SI_POV_LMIC,Turkiye,1.6
2016,SI_POV_UMIC,Turkiye,11.6
2017,SI_POV_DDAY,Turkiye,0.1
2017,SI_POV_LMIC,Turkiye,1.5
2017,SI_POV_UMIC,Turkiye,10.9
2018,SI_POV_DDAY,Turkiye,0.0
2018,SI_POV_LMIC,Turkiye,1.4
2018,SI_POV_UMIC,Turkiye,10.9
2019,SI_POV_DDAY,Turkiye,0.4
2019,SI_POV_LMIC,Turkiye,2.2
2019,SI_POV_UMIC,Turkiye,12.6
2002,SI_POV_DDAY,Ukraine,2.7
2002,SI_POV_LMIC,Ukraine,17.0
2002,SI_POV_UMIC,Ukraine,61.9
2003,SI_POV_DDAY,Ukraine,1.1
2003,SI_POV_LMIC,Ukraine,10.4
2003,SI_POV_UMIC,Ukraine,54.1
2004,SI_POV_DDAY,Ukraine,0.9
2004,SI_POV_LMIC,Ukraine,8.3
2004,SI_POV_UMIC,Ukraine,43.9
2005,SI_POV_DDAY,Ukraine,0.4
2005,SI_POV_LMIC,Ukraine,3.9
2005,SI_POV_UMIC,Ukraine,31.0
2006,SI_POV_DDAY,Ukraine,0.2
2006,SI_POV_LMIC,Ukraine,2.7
2006,SI_POV_UMIC,Ukraine,26.6
2007,SI_POV_DDAY,Ukraine,0.1
2007,SI_POV_LMIC,Ukraine,2.1
2007,SI_POV_UMIC,Ukraine,26.4
2008,SI_POV_DDAY,Ukraine,0.0
2008,SI_POV_LMIC,Ukraine,0.9
2008,SI_POV_UMIC,Ukraine,16.7
2009,SI_POV_DDAY,Ukraine,0.1
2009,SI_POV_LMIC,Ukraine,1.0
2009,SI_POV_UMIC,Ukraine,19.3
2010,SI_POV_DDAY,Ukraine,0.0
2010,SI_POV_LMIC,Ukraine,0.4
2010,SI_POV_UMIC,Ukraine,15.2
2011,SI_POV_DDAY,Ukraine,0.0
2011,SI_POV_LMIC,Ukraine,0.5
2011,SI_POV_UMIC,Ukraine,12.4
2012,SI_POV_DDAY,Ukraine,0.1
2012,SI_POV_LMIC,Ukraine,0.4
2012,SI_POV_UMIC,Ukraine,11.0
2013,SI_POV_DDAY,Ukraine,0.0
2013,SI_POV_LMIC,Ukraine,0.3
2013,SI_POV_UMIC,Ukraine,8.4
2014,SI_POV_DDAY,Ukraine,0.0
2014,SI_POV_LMIC,Ukraine,0.2
2014,SI_POV_UMIC,Ukraine,9.0
2015,SI_POV_DDAY,Ukraine,0.1
2015,SI_POV_LMIC,Ukraine,0.9
2015,SI_POV_UMIC,Ukraine,15.0
2016,SI_POV_DDAY,Ukraine,0.1
2016,SI_POV_LMIC,Ukraine,0.7
2016,SI_POV_UMIC,Ukraine,15.4
2017,SI_POV_DDAY,Ukraine,0.0
2017,SI_POV_LMIC,Ukraine,0.6
2017,SI_POV_UMIC,Ukraine,10.8
2018,SI_POV_DDAY,Ukraine,0.0
2018,SI_POV_LMIC,Ukraine,0.5
2018,SI_POV_UMIC,Ukraine,9.4
2019,SI_POV_DDAY,Ukraine,0.0
2019,SI_POV_LMIC,Ukraine,0.3
2019,SI_POV_UMIC,Ukraine,7.1
2020,SI_POV_DDAY,Ukraine,0.0
2020,SI_POV_LMIC,Ukraine,0.2
2020,SI_POV_UMIC,Ukraine,7.1
2001,SI_POV_DDAY,Australia,0.7
2001,SI_POV_LMIC,Australia,1.0
2001,SI_POV_UMIC,Australia,1.5
2003,SI_POV_DDAY,Australia,1.0
2003,SI_POV_LMIC,Australia,1.2
2003,SI_POV_UMIC,Australia,1.7
2004,SI_POV_DDAY,Australia,0.7
2004,SI_POV_LMIC,Australia,0.7
2004,SI_POV_UMIC,Australia,1.2
2008,SI_POV_DDAY,Australia,0.4
2008,SI_POV_LMIC,Australia,0.7
2008,SI_POV_UMIC,Australia,0.7
2010,SI_POV_DDAY,Australia,0.3
2010,SI_POV_LMIC,Australia,0.7
2010,SI_POV_UMIC,Australia,1.0
2014,SI_POV_DDAY,Australia,0.5
2014,SI_POV_LMIC,Australia,0.7
2014,SI_POV_UMIC,Australia,1.0
2016,SI_POV_DDAY,Australia,0.5
2016,SI_POV_LMIC,Australia,0.5
2016,SI_POV_UMIC,Australia,1.0
2018,SI_POV_DDAY,Australia,0.5
2018,SI_POV_LMIC,Australia,0.7
2018,SI_POV_UMIC,Australia,1.0
1998,SI_POV_DDAY,Canada,0.5
1998,SI_POV_LMIC,Canada,0.7
1998,SI_POV_UMIC,Canada,1.2
1999,SI_POV_DDAY,Canada,0.5
1999,SI_POV_LMIC,Canada,0.5
1999,SI_POV_UMIC,Canada,1.2
2000,SI_POV_DDAY,Canada,0.2
2000,SI_POV_LMIC,Canada,0.5
2000,SI_POV_UMIC,Canada,1.0
2001,SI_POV_DDAY,Canada,0.2
2001,SI_POV_LMIC,Canada,0.5
2001,SI_POV_UMIC,Canada,0.7
2002,SI_POV_DDAY,Canada,0.2
2002,SI_POV_LMIC,Canada,0.5
2002,SI_POV_UMIC,Canada,0.7
2003,SI_POV_DDAY,Canada,0.2
2003,SI_POV_LMIC,Canada,0.5
2003,SI_POV_UMIC,Canada,0.7
2004,SI_POV_DDAY,Canada,0.2
2004,SI_POV_LMIC,Canada,0.2
2004,SI_POV_UMIC,Canada,0.7
2005,SI_POV_DDAY,Canada,0.2
2005,SI_POV_LMIC,Canada,0.5
2005,SI_POV_UMIC,Canada,1.0
2006,SI_POV_DDAY,Canada,0.2
2006,SI_POV_LMIC,Canada,0.5
2006,SI_POV_UMIC,Canada,0.7
2007,SI_POV_DDAY,Canada,0.2
2007,SI_POV_LMIC,Canada,0.2
2007,SI_POV_UMIC,Canada,0.5
2008,SI_POV_DDAY,Canada,0.2
2008,SI_POV_LMIC,Canada,0.2
2008,SI_POV_UMIC,Canada,0.7
2009,SI_POV_DDAY,Canada,0.2
2009,SI_POV_LMIC,Canada,0.2
2009,SI_POV_UMIC,Canada,0.7
2010,SI_POV_DDAY,Canada,0.2
2010,SI_POV_LMIC,Canada,0.2
2010,SI_POV_UMIC,Canada,0.5
2011,SI_POV_DDAY,Canada,0.2
2011,SI_POV_LMIC,Canada,0.5
2011,SI_POV_UMIC,Canada,0.7
2012,SI_POV_DDAY,Canada,0.2
2012,SI_POV_LMIC,Canada,0.5
2012,SI_POV_UMIC,Canada,0.7
2013,SI_POV_DDAY,Canada,0.5
2013,SI_POV_LMIC,Canada,0.5
2013,SI_POV_UMIC,Canada,1.0
2014,SI_POV_DDAY,Canada,0.2
2014,SI_POV_LMIC,Canada,0.5
2014,SI_POV_UMIC,Canada,1.0
2015,SI_POV_DDAY,Canada,0.2
2015,SI_POV_LMIC,Canada,0.5
2015,SI_POV_UMIC,Canada,1.0
2016,SI_POV_DDAY,Canada,0.2
2016,SI_POV_LMIC,Canada,0.5
2016,SI_POV_UMIC,Canada,1.0
2017,SI_POV_DDAY,Canada,0.2
2017,SI_POV_LMIC,Canada,0.5
2017,SI_POV_UMIC,Canada,0.7
2018,SI_POV_DDAY,Canada,0.2
2018,SI_POV_LMIC,Canada,0.5
2018,SI_POV_UMIC,Canada,0.7
2019,SI_POV_DDAY,Canada,0.2
2019,SI_POV_LMIC,Canada,0.5
2019,SI_POV_UMIC,Canada,0.7
1998,SI_POV_DDAY,Chile,4.6
1998,SI_POV_LMIC,Chile,14.9
1998,SI_POV_UMIC,Chile,38.9
2000,SI_POV_DDAY,Chile,5.8
2000,SI_POV_LMIC,Chile,16.0
2000,SI_POV_UMIC,Chile,41.4
2003,SI_POV_DDAY,Chile,5.3
2003,SI_POV_LMIC,Chile,15.3
2003,SI_POV_UMIC,Chile,40.6
2006,SI_POV_DDAY,Chile,2.1
2006,SI_POV_LMIC,Chile,7.8
2006,SI_POV_UMIC,Chile,29.9
2009,SI_POV_DDAY,Chile,1.7
2009,SI_POV_LMIC,Chile,5.8
2009,SI_POV_UMIC,Chile,25.4
2011,SI_POV_DDAY,Chile,0.9
2011,SI_POV_LMIC,Chile,4.0
2011,SI_POV_UMIC,Chile,21.2
2013,SI_POV_DDAY,Chile,0.5
2013,SI_POV_LMIC,Chile,2.0
2013,SI_POV_UMIC,Chile,12.9
2015,SI_POV_DDAY,Chile,0.4
2015,SI_POV_LMIC,Chile,1.6
2015,SI_POV_UMIC,Chile,10.2
2017,SI_POV_DDAY,Chile,0.3
2017,SI_POV_LMIC,Chile,1.1
2017,SI_POV_UMIC,Chile,7.5
2020,SI_POV_DDAY,Chile,0.7
2020,SI_POV_LMIC,Chile,1.7
2020,SI_POV_UMIC,Chile,8.0
1999,SI_POV_DDAY,China,46.0
1999,SI_POV_LMIC,China,73.3
1999,SI_POV_UMIC,China,93.1
2002,SI_POV_DDAY,China,36.5
2002,SI_POV_LMIC,China,62.8
2002,SI_POV_UMIC,China,86.9
2005,SI_POV_DDAY,China,22.1
2005,SI_POV_LMIC,China,49.0
2005,SI_POV_UMIC,China,78.5
2008,SI_POV_DDAY,China,18.0
2008,SI_POV_LMIC,China,39.7
2008,SI_POV_UMIC,China,69.5
2010,SI_POV_DDAY,China,13.9
2010,SI_POV_LMIC,China,33.1
2010,SI_POV_UMIC,China,62.5
2011,SI_POV_DDAY,China,10.2
2011,SI_POV_LMIC,China,28.0
2011,SI_POV_UMIC,China,58.9
2012,SI_POV_DDAY,China,8.5
2012,SI_POV_LMIC,China,24.2
2012,SI_POV_UMIC,China,54.1
2013,SI_POV_DDAY,China,2.9
2013,SI_POV_LMIC,China,15.8
2013,SI_POV_UMIC,China,47.3
2014,SI_POV_DDAY,China,2.1
2014,SI_POV_LMIC,China,12.7
2014,SI_POV_UMIC,China,42.3
2015,SI_POV_DDAY,China,1.2
2015,SI_POV_LMIC,China,9.8
2015,SI_POV_UMIC,China,37.9
2016,SI_POV_DDAY,China,0.8
2016,SI_POV_LMIC,China,7.8
2016,SI_POV_UMIC,China,34.2
2017,SI_POV_DDAY,China,0.7
2017,SI_POV_LMIC,China,6.8
2017,SI_POV_UMIC,China,32.0
2018,SI_POV_DDAY,China,0.4
2018,SI_POV_LMIC,China,5.0
2018,SI_POV_UMIC,China,28.1
2019,SI_POV_DDAY,China,0.1
2019,SI_POV_LMIC,China,3.0
2019,SI_POV_UMIC,China,24.7
2020,SI_POV_DDAY,China,0.1
2020,SI_POV_LMIC,China,2.0
2020,SI_POV_UMIC,China,24.7
1999,SI_POV_DDAY,Colombia,21.4
1999,SI_POV_LMIC,Colombia,38.2
1999,SI_POV_UMIC,Colombia,64.3
2000,SI_POV_DDAY,Colombia,17.5
2000,SI_POV_LMIC,Colombia,33.2
2000,SI_POV_UMIC,Colombia,59.5
2001,SI_POV_DDAY,Colombia,21.0
2001,SI_POV_LMIC,Colombia,39.5
2001,SI_POV_UMIC,Colombia,67.0
2002,SI_POV_DDAY,Colombia,14.2
2002,SI_POV_LMIC,Colombia,30.9
2002,SI_POV_UMIC,Colombia,57.7
2003,SI_POV_DDAY,Colombia,13.0
2003,SI_POV_LMIC,Colombia,29.3
2003,SI_POV_UMIC,Colombia,58.0
2004,SI_POV_DDAY,Colombia,12.0
2004,SI_POV_LMIC,Colombia,28.8
2004,SI_POV_UMIC,Colombia,57.3
2005,SI_POV_DDAY,Colombia,10.7
2005,SI_POV_LMIC,Colombia,25.6
2005,SI_POV_UMIC,Colombia,53.5
2008,SI_POV_DDAY,Colombia,11.0
2008,SI_POV_LMIC,Colombia,24.1
2008,SI_POV_UMIC,Colombia,48.5
2009,SI_POV_DDAY,Colombia,9.6
2009,SI_POV_LMIC,Colombia,22.2
2009,SI_POV_UMIC,Colombia,47.3
2010,SI_POV_DDAY,Colombia,8.3
2010,SI_POV_LMIC,Colombia,20.0
2010,SI_POV_UMIC,Colombia,44.6
2011,SI_POV_DDAY,Colombia,6.8
2011,SI_POV_LMIC,Colombia,17.9
2011,SI_POV_UMIC,Colombia,41.6
2012,SI_POV_DDAY,Colombia,6.7
2012,SI_POV_LMIC,Colombia,16.8
2012,SI_POV_UMIC,Colombia,39.8
2013,SI_POV_DDAY,Colombia,6.1
2013,SI_POV_LMIC,Colombia,15.3
2013,SI_POV_UMIC,Colombia,37.6
2014,SI_POV_DDAY,Colombia,5.4
2014,SI_POV_LMIC,Colombia,14.3
2014,SI_POV_UMIC,Colombia,35.4
2015,SI_POV_DDAY,Colombia,4.9
2015,SI_POV_LMIC,Colombia,13.0
2015,SI_POV_UMIC,Colombia,34.6
2016,SI_POV_DDAY,Colombia,4.9
2016,SI_POV_LMIC,Colombia,12.9
2016,SI_POV_UMIC,Colombia,34.3
2017,SI_POV_DDAY,Colombia,4.3
2017,SI_POV_LMIC,Colombia,12.1
2017,SI_POV_UMIC,Colombia,33.7
2018,SI_POV_DDAY,Colombia,4.5
2018,SI_POV_LMIC,Colombia,12.2
2018,SI_POV_UMIC,Colombia,33.9
2019,SI_POV_DDAY,Colombia,5.3
2019,SI_POV_LMIC,Colombia,13.7
2019,SI_POV_UMIC,Colombia,34.8
2020,SI_POV_DDAY,Colombia,9.4
2020,SI_POV_LMIC,Colombia,19.3
2020,SI_POV_UMIC,Colombia,42.2
2021,SI_POV_DDAY,Colombia,6.6
2021,SI_POV_LMIC,Colombia,16.0
2021,SI_POV_UMIC,Colombia,39.2
1998,SI_POV_DDAY,Costa Rica,5.2
1998,SI_POV_LMIC,Costa Rica,11.9
1998,SI_POV_UMIC,Costa Rica,33.6
1999,SI_POV_DDAY,Costa Rica,6.8
1999,SI_POV_LMIC,Costa Rica,14.0
1999,SI_POV_UMIC,Costa Rica,36.1
2000,SI_POV_DDAY,Costa Rica,6.9
2000,SI_POV_LMIC,Costa Rica,14.8
2000,SI_POV_UMIC,Costa Rica,36.1
2001,SI_POV_DDAY,Costa Rica,5.1
2001,SI_POV_LMIC,Costa Rica,11.5
2001,SI_POV_UMIC,Costa Rica,28.0
2002,SI_POV_DDAY,Costa Rica,4.7
2002,SI_POV_LMIC,Costa Rica,10.5
2002,SI_POV_UMIC,Costa Rica,27.8
2003,SI_POV_DDAY,Costa Rica,4.7
2003,SI_POV_LMIC,Costa Rica,10.5
2003,SI_POV_UMIC,Costa Rica,26.5
2004,SI_POV_DDAY,Costa Rica,4.7
2004,SI_POV_LMIC,Costa Rica,9.8
2004,SI_POV_UMIC,Costa Rica,27.9
2005,SI_POV_DDAY,Costa Rica,3.3
2005,SI_POV_LMIC,Costa Rica,8.5
2005,SI_POV_UMIC,Costa Rica,25.4
2006,SI_POV_DDAY,Costa Rica,3.3
2006,SI_POV_LMIC,Costa Rica,8.2
2006,SI_POV_UMIC,Costa Rica,25.1
2007,SI_POV_DDAY,Costa Rica,1.8
2007,SI_POV_LMIC,Costa Rica,5.9
2007,SI_POV_UMIC,Costa Rica,20.3
2008,SI_POV_DDAY,Costa Rica,2.4
2008,SI_POV_LMIC,Costa Rica,5.7
2008,SI_POV_UMIC,Costa Rica,20.0
2009,SI_POV_DDAY,Costa Rica,2.5
2009,SI_POV_LMIC,Costa Rica,6.1
2009,SI_POV_UMIC,Costa Rica,19.4
2010,SI_POV_DDAY,Costa Rica,1.5
2010,SI_POV_LMIC,Costa Rica,4.1
2010,SI_POV_UMIC,Costa Rica,15.6
2011,SI_POV_DDAY,Costa Rica,1.8
2011,SI_POV_LMIC,Costa Rica,4.8
2011,SI_POV_UMIC,Costa Rica,16.4
2012,SI_POV_DDAY,Costa Rica,1.7
2012,SI_POV_LMIC,Costa Rica,4.4
2012,SI_POV_UMIC,Costa Rica,15.6
2013,SI_POV_DDAY,Costa Rica,1.6
2013,SI_POV_LMIC,Costa Rica,4.3
2013,SI_POV_UMIC,Costa Rica,15.6
2014,SI_POV_DDAY,Costa Rica,1.5
2014,SI_POV_LMIC,Costa Rica,4.3
2014,SI_POV_UMIC,Costa Rica,15.1
2015,SI_POV_DDAY,Costa Rica,1.6
2015,SI_POV_LMIC,Costa Rica,4.4
2015,SI_POV_UMIC,Costa Rica,14.8
2016,SI_POV_DDAY,Costa Rica,1.3
2016,SI_POV_LMIC,Costa Rica,4.1
2016,SI_POV_UMIC,Costa Rica,14.2
2017,SI_POV_DDAY,Costa Rica,1.2
2017,SI_POV_LMIC,Costa Rica,3.1
2017,SI_POV_UMIC,Costa Rica,12.9
2018,SI_POV_DDAY,Costa Rica,1.5
2018,SI_POV_LMIC,Costa Rica,4.0
2018,SI_POV_UMIC,Costa Rica,13.9
2019,SI_POV_DDAY,Costa Rica,1.1
2019,SI_POV_LMIC,Costa Rica,3.5
2019,SI_POV_UMIC,Costa Rica,13.7
2020,SI_POV_DDAY,Costa Rica,2.3
2020,SI_POV_LMIC,Costa Rica,6.0
2020,SI_POV_UMIC,Costa Rica,19.9
2021,SI_POV_DDAY,Costa Rica,1.2
2021,SI_POV_LMIC,Costa Rica,3.7
2021,SI_POV_UMIC,Costa Rica,14.5
2022,SI_POV_DDAY,Costa Rica,0.9
2022,SI_POV_LMIC,Costa Rica,3.3
2022,SI_POV_UMIC,Costa Rica,14.1
2004,SI_POV_DDAY,India,39.9
2004,SI_POV_LMIC,India,76.6
2004,SI_POV_UMIC,India,94.4
2009,SI_POV_DDAY,India,32.9
2009,SI_POV_LMIC,India,71.6
2009,SI_POV_UMIC,India,92.9
2011,SI_POV_DDAY,India,22.5
2011,SI_POV_LMIC,India,62.3
2011,SI_POV_UMIC,India,89.9
2015,SI_POV_DDAY,India,18.7
2015,SI_POV_LMIC,India,60.9
2015,SI_POV_UMIC,India,88.9
2016,SI_POV_DDAY,India,18.1
2016,SI_POV_LMIC,India,59.8
2016,SI_POV_UMIC,India,88.7
2017,SI_POV_DDAY,India,13.4
2017,SI_POV_LMIC,India,54.3
2017,SI_POV_UMIC,India,85.3
2018,SI_POV_DDAY,India,11.1
2018,SI_POV_LMIC,India,46.8
2018,SI_POV_UMIC,India,82.6
2019,SI_POV_DDAY,India,12.7
2019,SI_POV_LMIC,India,45.9
2019,SI_POV_UMIC,India,82.4
2020,SI_POV_DDAY,India,14.7
2020,SI_POV_LMIC,India,49.7
2020,SI_POV_UMIC,India,84.0
2021,SI_POV_DDAY,India,11.9
2021,SI_POV_LMIC,India,46.5
2021,SI_POV_UMIC,India,83.0
2001,SI_POV_DDAY,Israel,0.2
2001,SI_POV_LMIC,Israel,0.5
2001,SI_POV_UMIC,Israel,4.2
2002,SI_POV_DDAY,Israel,0.5
2002,SI_POV_LMIC,Israel,1.7
2002,SI_POV_UMIC,Israel,8.5
2003,SI_POV_DDAY,Israel,0.5
2003,SI_POV_LMIC,Israel,2.0
2003,SI_POV_UMIC,Israel,9.0
2004,SI_POV_DDAY,Israel,0.5
2004,SI_POV_LMIC,Israel,2.0
2004,SI_POV_UMIC,Israel,9.7
2005,SI_POV_DDAY,Israel,0.5
2005,SI_POV_LMIC,Israel,1.5
2005,SI_POV_UMIC,Israel,9.4
2006,SI_POV_DDAY,Israel,0.2
2006,SI_POV_LMIC,Israel,1.2
2006,SI_POV_UMIC,Israel,9.0
2007,SI_POV_DDAY,Israel,0.5
2007,SI_POV_LMIC,Israel,1.0
2007,SI_POV_UMIC,Israel,7.2
2008,SI_POV_DDAY,Israel,0.5
2008,SI_POV_LMIC,Israel,1.5
2008,SI_POV_UMIC,Israel,7.2
2009,SI_POV_DDAY,Israel,0.5
2009,SI_POV_LMIC,Israel,1.7
2009,SI_POV_UMIC,Israel,8.2
2010,SI_POV_DDAY,Israel,0.2
2010,SI_POV_LMIC,Israel,1.2
2010,SI_POV_UMIC,Israel,7.2
2011,SI_POV_DDAY,Israel,0.2
2011,SI_POV_LMIC,Israel,1.5
2011,SI_POV_UMIC,Israel,7.0
2012,SI_POV_DDAY,Israel,0.7
2012,SI_POV_LMIC,Israel,1.5
2012,SI_POV_UMIC,Israel,6.7
2013,SI_POV_DDAY,Israel,0.5
2013,SI_POV_LMIC,Israel,1.0
2013,SI_POV_UMIC,Israel,5.2
2014,SI_POV_DDAY,Israel,0.5
2014,SI_POV_LMIC,Israel,1.2
2014,SI_POV_UMIC,Israel,5.5
2015,SI_POV_DDAY,Israel,0.5
2015,SI_POV_LMIC,Israel,0.7
2015,SI_POV_UMIC,Israel,5.0
2016,SI_POV_DDAY,Israel,0.2
2016,SI_POV_LMIC,Israel,1.0
2016,SI_POV_UMIC,Israel,4.0
2017,SI_POV_DDAY,Israel,0.5
2017,SI_POV_LMIC,Israel,1.2
2017,SI_POV_UMIC,Israel,4.2
2018,SI_POV_DDAY,Israel,0.5
2018,SI_POV_LMIC,Israel,1.0
2018,SI_POV_UMIC,Israel,3.2
2008,SI_POV_DDAY,Japan,0.5
2008,SI_POV_LMIC,Japan,1.0
2008,SI_POV_UMIC,Japan,2.2
2010,SI_POV_DDAY,Japan,0.0
2010,SI_POV_LMIC,Japan,0.2
2010,SI_POV_UMIC,Japan,0.5
2013,SI_POV_DDAY,Japan,0.7
2013,SI_POV_LMIC,Japan,0.9
2013,SI_POV_UMIC,Japan,1.4
1998,SI_POV_DDAY,Mexico,12.9
1998,SI_POV_LMIC,Mexico,27.8
1998,SI_POV_UMIC,Mexico,55.2
2000,SI_POV_DDAY,Mexico,8.9
2000,SI_POV_LMIC,Mexico,21.3
2000,SI_POV_UMIC,Mexico,48.2
2002,SI_POV_DDAY,Mexico,6.6
2002,SI_POV_LMIC,Mexico,19.0
2002,SI_POV_UMIC,Mexico,45.3
2004,SI_POV_DDAY,Mexico,6.0
2004,SI_POV_LMIC,Mexico,16.0
2004,SI_POV_UMIC,Mexico,42.1
2005,SI_POV_DDAY,Mexico,6.5
2005,SI_POV_LMIC,Mexico,16.1
2005,SI_POV_UMIC,Mexico,40.9
2006,SI_POV_DDAY,Mexico,4.2
2006,SI_POV_LMIC,Mexico,13.1
2006,SI_POV_UMIC,Mexico,37.2
2008,SI_POV_DDAY,Mexico,5.4
2008,SI_POV_LMIC,Mexico,14.5
2008,SI_POV_UMIC,Mexico,37.8
2010,SI_POV_DDAY,Mexico,4.5
2010,SI_POV_LMIC,Mexico,12.8
2010,SI_POV_UMIC,Mexico,38.1
2012,SI_POV_DDAY,Mexico,3.8
2012,SI_POV_LMIC,Mexico,12.2
2012,SI_POV_UMIC,Mexico,35.4
2014,SI_POV_DDAY,Mexico,3.7
2014,SI_POV_LMIC,Mexico,12.0
2014,SI_POV_UMIC,Mexico,38.3
2016,SI_POV_DDAY,Mexico,3.2
2016,SI_POV_LMIC,Mexico,10.7
2016,SI_POV_UMIC,Mexico,33.6
2018,SI_POV_DDAY,Mexico,2.6
2018,SI_POV_LMIC,Mexico,9.4
2018,SI_POV_UMIC,Mexico,31.1
2020,SI_POV_DDAY,Mexico,3.1
2020,SI_POV_LMIC,Mexico,9.9
2020,SI_POV_UMIC,Mexico,32.5
2006,SI_POV_DDAY,"Korea, Rep.",0.2
2006,SI_POV_LMIC,"Korea, Rep.",0.7
2006,SI_POV_UMIC,"Korea, Rep.",2.0
2008,SI_POV_DDAY,"Korea, Rep.",0.2
2008,SI_POV_LMIC,"Korea, Rep.",0.7
2008,SI_POV_UMIC,"Korea, Rep.",1.7
2010,SI_POV_DDAY,"Korea, Rep.",0.5
2010,SI_POV_LMIC,"Korea, Rep.",0.7
2010,SI_POV_UMIC,"Korea, Rep.",2.2
2012,SI_POV_DDAY,"Korea, Rep.",0.2
2012,SI_POV_LMIC,"Korea, Rep.",0.7
2012,SI_POV_UMIC,"Korea, Rep.",1.7
2014,SI_POV_DDAY,"Korea, Rep.",0.2
2014,SI_POV_LMIC,"Korea, Rep.",0.5
2014,SI_POV_UMIC,"Korea, Rep.",1.5
2016,SI_POV_DDAY,"Korea, Rep.",0.2
2016,SI_POV_LMIC,"Korea, Rep.",0.5
2016,SI_POV_UMIC,"Korea, Rep.",1.2
2013,SI_POV_DDAY,United Arab Emirates,0.0
2013,SI_POV_LMIC,United Arab Emirates,0.0
2013,SI_POV_UMIC,United Arab Emirates,0.0
2018,SI_POV_DDAY,United Arab Emirates,0.0
2018,SI_POV_LMIC,United Arab Emirates,0.0
2018,SI_POV_UMIC,United Arab Emirates,0.4
2002,SI_POV_DDAY,Viet Nam,29.9
2002,SI_POV_LMIC,Viet Nam,65.6
2002,SI_POV_UMIC,Viet Nam,88.9
2004,SI_POV_DDAY,Viet Nam,20.1
2004,SI_POV_LMIC,Viet Nam,54.1
2004,SI_POV_UMIC,Viet Nam,84.2
2006,SI_POV_DDAY,Viet Nam,14.9
2006,SI_POV_LMIC,Viet Nam,44.6
2006,SI_POV_UMIC,Viet Nam,79.8
2008,SI_POV_DDAY,Viet Nam,11.1
2008,SI_POV_LMIC,Viet Nam,39.7
2008,SI_POV_UMIC,Viet Nam,77.7
2010,SI_POV_DDAY,Viet Nam,2.9
2010,SI_POV_LMIC,Viet Nam,14.0
2010,SI_POV_UMIC,Viet Nam,46.7
2012,SI_POV_DDAY,Viet Nam,1.7
2012,SI_POV_LMIC,Viet Nam,10.2
2012,SI_POV_UMIC,Viet Nam,40.7
2014,SI_POV_DDAY,Viet Nam,1.9
2014,SI_POV_LMIC,Viet Nam,8.8
2014,SI_POV_UMIC,Viet Nam,34.9
2016,SI_POV_DDAY,Viet Nam,1.3
2016,SI_POV_LMIC,Viet Nam,6.4
2016,SI_POV_UMIC,Viet Nam,27.1
2018,SI_POV_DDAY,Viet Nam,1.2
2018,SI_POV_LMIC,Viet Nam,5.3
2018,SI_POV_UMIC,Viet Nam,22.2
2020,SI_POV_DDAY,Viet Nam,0.7
2020,SI_POV_LMIC,Viet Nam,3.8
2020,SI_POV_UMIC,Viet Nam,18.7
1998,SI_POV_DDAY,Austria,0.2
1998,SI_POV_LMIC,Austria,0.5
1998,SI_POV_UMIC,Austria,1.0
1999,SI_POV_DDAY,Austria,0.2
1999,SI_POV_LMIC,Austria,0.2
1999,SI_POV_UMIC,Austria,0.5
2000,SI_POV_DDAY,Austria,0.0
2000,SI_POV_LMIC,Austria,0.2
2000,SI_POV_UMIC,Austria,0.6
2003,SI_POV_DDAY,Austria,0.3
2003,SI_POV_LMIC,Austria,0.4
