Year,SeriesCode,Country,Education level,Location,Quantile,Sex,Value
2013,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 5 (richest),Male,66
2013,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Total or no breakdown,Both sexes,69
2013,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Total or no breakdown,Male,62
2013,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 1 (poorest),Both sexes,48
2013,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Total or no breakdown,Female,72
2013,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Total or no breakdown,Male,57
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Total or no breakdown,Female,61
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 4,Both sexes,81
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Total or no breakdown,Female,95
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 2,Female,94
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 2,Male,88
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 3,Both sexes,94
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 5 (richest),Female,97
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 5 (richest),Male,83
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Total or no breakdown,Female,95
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 1 (poorest),Female,45
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Total or no breakdown,Both sexes,92
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 3,Male,93
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 1 (poorest),Male,83
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 5 (richest),Female,100
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 2,Both sexes,91
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 1 (poorest),Both sexes,90
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 4,Both sexes,96
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Total or no breakdown,Male,96
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 3,Male,29
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 5 (richest),Both sexes,99
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Total or no breakdown,Both sexes,96
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 5 (richest),Male,60
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Total or no breakdown,Male,36
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Total or no breakdown,Male,49
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 4,Both sexes,73
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 1 (poorest),Both sexes,41
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 4,Male,39
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 5 (richest),Male,92
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 5 (richest),Female,92
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 4,Female,93
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 5 (richest),Both sexes,94
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 2,Both sexes,39
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 4,Female,83
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 2,Female,42
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 5 (richest),Both sexes,67
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Total or no breakdown,Male,55
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 3,Male,48
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 3,Both sexes,36
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 3,Female,67
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 1 (poorest),Male,35
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Total or no breakdown,Male,94
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 3,Both sexes,96
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 2,Both sexes,96
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 2,Female,96
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 1 (poorest),Male,92
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 3,Male,96
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 3,Male,98
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 4,Female,100
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 2,Female,95
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 2,Both sexes,58
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 2,Female,65
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 1 (poorest),Both sexes,89
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 1 (poorest),Female,39
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 2,Male,55
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 3,Both sexes,75
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 3,Female,82
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 3,Both sexes,57
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 4,Male,98
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 3,Male,51
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 2,Male,56
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 2,Both sexes,63
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 2,Male,61
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 4,Male,51
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 4,Both sexes,62
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 5 (richest),Female,86
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 5 (richest),Female,94
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 4,Male,81
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 1 (poorest),Female,51
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 1 (poorest),Both sexes,46
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 3,Male,67
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 5 (richest),Both sexes,94
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 5 (richest),Male,94
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Total or no breakdown,Male,67
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Total or no breakdown,Both sexes,71
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 5 (richest),Male,72
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 1 (poorest),Male,42
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 1 (poorest),Female,59
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Total or no breakdown,Female,45
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 4,Male,98
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Total or no breakdown,Male,90
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 5 (richest),Male,100
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 1 (poorest),Male,36
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 1 (poorest),Both sexes,87
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 1 (poorest),Female,92
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 5 (richest),Female,86
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 2,Both sexes,46
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 4,Female,97
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Total or no breakdown,Female,95
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 4,Male,95
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 4,Female,52
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 5 (richest),Both sexes,85
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 3,Female,95
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 3,Female,62
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 3,Male,42
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 3,Both sexes,58
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Total or no breakdown,Both sexes,61
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 5 (richest),Female,76
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 4,Male,70
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Total or no breakdown,Female,67
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 4,Both sexes,45
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 2,Female,52
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 1 (poorest),Both sexes,23
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 3,Both sexes,52
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Total or no breakdown,Both sexes,55
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 2,Both sexes,33
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 1 (poorest),Both sexes,35
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 2,Male,36
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 4,Male,64
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 1 (poorest),Female,39
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Total or no breakdown,Both sexes,40
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 2,Male,27
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 2,Male,40
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 1 (poorest),Male,22
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 1 (poorest),Male,29
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 2,Female,39
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 5 (richest),Female,86
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 5 (richest),Male,96
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 5 (richest),Both sexes,89
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 1 (poorest),Female,24
2014,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 3,Female,42
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 3,Female,96
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 3,Female,98
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 2,Male,96
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 3,Both sexes,98
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Total or no breakdown,Both sexes,95
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 4,Both sexes,99
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 5 (richest),Both sexes,98
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 1 (poorest),Female,88
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 4,Both sexes,99
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 1 (poorest),Both sexes,37
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 2,Both sexes,94
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 2,Male,94
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 5 (richest),Male,99
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 1 (poorest),Male,88
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 1 (poorest),Female,90
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 5 (richest),Both sexes,98
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 3,Female,63
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 5 (richest),Female,96
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 1 (poorest),Male,41
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 2,Both sexes,60
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 5 (richest),Male,100
2014,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 4,Female,100
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 2,Female,61
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 5 (richest),Both sexes,78
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 2,Female,64
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 4,Both sexes,83
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 4,Female,75
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Total or no breakdown,Both sexes,67
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Total or no breakdown,Female,62
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 3,Male,58
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Total or no breakdown,Both sexes,57
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 3,Female,74
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 4,Female,89
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Total or no breakdown,Male,52
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 3,Both sexes,67
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 4,Male,76
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 4,Female,90
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Total or no breakdown,Female,74
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 4,Both sexes,86
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Total or no breakdown,Male,62
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Total or no breakdown,Female,71
2014,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 1 (poorest),Both sexes,52
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 4,Both sexes,87
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 1 (poorest),Female,55
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 4,Male,82
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 3,Both sexes,70
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Total or no breakdown,Male,58
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 4,Female,88
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Total or no breakdown,Both sexes,63
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 2,Male,60
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 2,Both sexes,65
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Total or no breakdown,Both sexes,68
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 4,Female,66
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 4,Both sexes,82
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 2,Female,70
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 3,Female,81
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 3,Both sexes,74
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 5 (richest),Male,100
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 2,Both sexes,62
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 1 (poorest),Male,46
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 3,Female,73
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 2,Both sexes,64
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 2,Female,95
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 1 (poorest),Male,90
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 5 (richest),Male,100
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 2,Male,95
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 2,Both sexes,95
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 2,Both sexes,96
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 5 (richest),Both sexes,99
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 4,Both sexes,97
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 3,Both sexes,95
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Total or no breakdown,Both sexes,95
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 4,Female,99
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 3,Both sexes,42
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 3,Male,41
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 3,Female,51
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 1 (poorest),Female,18
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 5 (richest),Both sexes,90
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 5 (richest),Male,89
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 5 (richest),Both sexes,91
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 1 (poorest),Male,22
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 2,Male,35
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Total or no breakdown,Both sexes,44
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 1 (poorest),Female,26
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 2,Male,41
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 1 (poorest),Both sexes,24
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 4,Both sexes,62
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 1 (poorest),Both sexes,25
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 2,Both sexes,42
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Total or no breakdown,Both sexes,53
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 3,Both sexes,51
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 5 (richest),Both sexes,100
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Total or no breakdown,Female,63
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 3,Male,34
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 4,Male,62
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 5 (richest),Female,81
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Total or no breakdown,Both sexes,56
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 1 (poorest),Male,85
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 5 (richest),Female,100
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 3,Female,94
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Total or no breakdown,Female,96
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 5 (richest),Both sexes,87
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 4,Male,94
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 5 (richest),Male,82
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 5 (richest),Female,99
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 5 (richest),Female,92
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 1 (poorest),Female,89
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Rural,Quantile 1 (poorest),Both sexes,87
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 1 (poorest),Male,21
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 4,Both sexes,71
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Total or no breakdown,Female,60
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Total or no breakdown,Female,50
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 1 (poorest),Female,56
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 1 (poorest),Male,43
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 5 (richest),Male,64
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Total or no breakdown,Female,76
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 4,Female,92
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 4,Male,76
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 5 (richest),Male,85
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 5 (richest),Both sexes,88
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Urban,Quantile 3,Male,65
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 1 (poorest),Both sexes,50
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 3,Male,63
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 3,Female,77
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Total or no breakdown,Female,67
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 5 (richest),Female,92
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 5 (richest),Female,89
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 4,Both sexes,64
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 4,Male,62
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 5 (richest),Both sexes,75
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 2,Female,71
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 4,Female,98
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 2,Male,57
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 3,Male,62
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 4,Male,97
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 3,Both sexes,68
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 5 (richest),Both sexes,100
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 5 (richest),Female,100
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 1 (poorest),Female,92
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 2,Male,57
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 1 (poorest),Female,45
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 1 (poorest),Both sexes,91
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,All areas,Quantile 2,Female,67
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 1 (poorest),Both sexes,47
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 4,Both sexes,99
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 1 (poorest),Female,94
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 3,Male,94
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 3,Male,93
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 1 (poorest),Male,92
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 2,Female,95
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 2,Male,96
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,Urban,Quantile 3,Female,97
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 3,Female,95
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Quantile 3,Both sexes,94
2015,SE_TOT_CPLR,Costa Rica,LOWSEC,Rural,Quantile 1 (poorest),Male,49
2015,SE_TOT_CPLR,Costa Rica,PRIMAR,All areas,Total or no breakdown,Male,94
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 3,Female,65
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Quantile 5 (richest),Female,94
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 2,Female,49
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 1 (poorest),Male,24
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Rural,Quantile 5 (richest),Both sexes,67
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,Urban,Total or no breakdown,Male,48
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 4,Female,75
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 2,Both sexes,44
2015,SE_TOT_CPLR,Costa Rica,UPPSEC,All areas,Quantile 2,Male,37
