Year,SeriesCode,Country,Age,Location,Sex,Value
2013,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,27
2014,SD_MDP_MUHC,Cyprus,ALLAGE,Rural,Both sexes,31
2014,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,27
2014,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,29
2019,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,27
2019,SD_MDP_MUHC,Latvia,ALLAGE,Urban,Both sexes,24
2019,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,18
2019,SD_MDP_MUHC,Latvia,ALLAGE,Rural,Both sexes,32
2020,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,23
2020,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,26
2020,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,19
2020,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,28
2021,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,22
2021,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,29
2021,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,20
2021,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,26
2010,SD_MDP_MUHC,Lithuania,<18Y,All areas,Both sexes,36
2010,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,34
2010,SD_MDP_MUHC,Lithuania,ALLAGE,Rural,Both sexes,37
2015,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,17
2015,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,19
2015,SD_MDP_MUHC,Sweden,ALLAGE,Urban,Both sexes,19
2016,SD_MDP_MUHC,Sweden,ALLAGE,Rural,Both sexes,18
2016,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,19
2010,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,34
2010,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,34
2010,SD_MDP_MUHC,Lithuania,ALLAGE,Urban,Both sexes,30
2011,SD_MDP_MUHC,Lithuania,ALLAGE,Urban,Both sexes,27
2011,SD_MDP_MUHC,Lithuania,ALLAGE,Rural,Both sexes,38
2016,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,17
2016,SD_MDP_MUHC,Sweden,ALLAGE,Urban,Both sexes,18
2016,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,18
2016,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,20
2017,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,18
2017,SD_MDP_MUHC,Sweden,ALLAGE,Urban,Both sexes,17
2017,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,18
2017,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,17
2017,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,18
2017,SD_MDP_MUHC,Sweden,ALLAGE,Rural,Both sexes,21
2011,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,33
2011,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,33
2011,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,33
2011,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,34
2012,SD_MDP_MUHC,Lithuania,ALLAGE,Rural,Both sexes,38
2018,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,19
2018,SD_MDP_MUHC,Sweden,ALLAGE,Urban,Both sexes,17
2018,SD_MDP_MUHC,Sweden,ALLAGE,Rural,Both sexes,20
2018,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,21
2018,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,17
2018,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,18
2019,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,19
2019,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,18
2019,SD_MDP_MUHC,Sweden,ALLAGE,Rural,Both sexes,21
2019,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,23
2019,SD_MDP_MUHC,Sweden,ALLAGE,Urban,Both sexes,18
2019,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,20
2020,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,19
2020,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,18
2020,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,17
2012,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,31
2012,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,31
2012,SD_MDP_MUHC,Lithuania,ALLAGE,Urban,Both sexes,27
2012,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,33
2012,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,33
2013,SD_MDP_MUHC,Lithuania,ALLAGE,Rural,Both sexes,38
2013,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,35
2013,SD_MDP_MUHC,Lithuania,ALLAGE,Urban,Both sexes,25
2013,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,28
2013,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,33
2020,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,19
2021,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,19
2021,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,17
2021,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,18
2021,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,16
2010,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,66
2010,SD_MDP_MUHC,Türkiye,<18Y,All areas,Both sexes,71
2010,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,66
2010,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,65
2011,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,63
2013,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,31
2014,SD_MDP_MUHC,Lithuania,ALLAGE,Rural,Both sexes,32
2014,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,29
2014,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,26
2014,SD_MDP_MUHC,Lithuania,ALLAGE,Urban,Both sexes,23
2011,SD_MDP_MUHC,Türkiye,<16Y,All areas,Both sexes,69
2011,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,65
2011,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,64
2012,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,61
2012,SD_MDP_MUHC,Türkiye,<16Y,All areas,Both sexes,67
2012,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,61
2012,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,62
2013,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,51
2013,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,50
2013,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,52
2013,SD_MDP_MUHC,Türkiye,<16Y,All areas,Both sexes,58
2014,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,43
2014,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,42
2014,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,40
2014,SD_MDP_MUHC,Türkiye,<16Y,All areas,Both sexes,49
2013,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Both sexes,31
2014,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Both sexes,32
2014,SD_MDP_MUHC,Armenia,ALLAGE,Rural,Both sexes,35
2014,SD_MDP_MUHC,Armenia,ALLAGE,Urban,Both sexes,30
2015,SD_MDP_MUHC,Armenia,ALLAGE,Rural,Both sexes,33
2015,SD_MDP_MUHC,Türkiye,<16Y,All areas,Both sexes,48
2015,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,42
2015,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,41
2015,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,40
2016,SD_MDP_MUHC,Türkiye,<16Y,All areas,Both sexes,51
2016,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,46
2016,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,45
2016,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,44
2017,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,41
2017,SD_MDP_MUHC,Türkiye,<16Y,All areas,Both sexes,48
2017,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,40
2017,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,43
2018,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,40
2018,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,39
2018,SD_MDP_MUHC,Türkiye,<16Y,All areas,Both sexes,48
2015,SD_MDP_MUHC,Armenia,ALLAGE,Urban,Both sexes,27
2015,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Both sexes,29
2016,SD_MDP_MUHC,Armenia,ALLAGE,Urban,Both sexes,26
2016,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Both sexes,28
2016,SD_MDP_MUHC,Armenia,ALLAGE,Rural,Both sexes,30
2018,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,41
2019,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,39
2019,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,41
2019,SD_MDP_MUHC,Türkiye,<16Y,All areas,Both sexes,48
2019,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,40
2020,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Both sexes,42
2020,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Female,43
2020,SD_MDP_MUHC,Türkiye,<16Y,All areas,Both sexes,49
2020,SD_MDP_MUHC,Türkiye,ALLAGE,All areas,Male,40
2010,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Both sexes,47
2017,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Both sexes,26
2017,SD_MDP_MUHC,Armenia,ALLAGE,Urban,Both sexes,22
2017,SD_MDP_MUHC,Armenia,ALLAGE,Rural,Both sexes,32
2018,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Both sexes,24
2018,SD_MDP_MUHC,Armenia,ALLAGE,Rural,Both sexes,29
2018,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Female,25
2010,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Male,48
2010,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Female,47
2010,SD_MDP_MUHC,North Macedonia,ALLAGE,Urban,Both sexes,47
2011,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Female,50
2011,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Male,51
2011,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Both sexes,50
2011,SD_MDP_MUHC,North Macedonia,ALLAGE,Urban,Both sexes,51
2018,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Male,22
2018,SD_MDP_MUHC,Armenia,<18Y,All areas,Both sexes,26
2018,SD_MDP_MUHC,Armenia,ALLAGE,Urban,Both sexes,20
2020,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Male,19
2020,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Female,20
2020,SD_MDP_MUHC,Armenia,<18Y,All areas,Both sexes,20
2011,SD_MDP_MUHC,North Macedonia,<16Y,All areas,Both sexes,53
2012,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Female,50
2012,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Male,50
2012,SD_MDP_MUHC,North Macedonia,<16Y,All areas,Both sexes,53
2012,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Both sexes,50
2013,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Both sexes,48
2013,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Male,48
2020,SD_MDP_MUHC,Armenia,ALLAGE,Urban,Both sexes,16
2020,SD_MDP_MUHC,Armenia,ALLAGE,Rural,Both sexes,23
2020,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Both sexes,19
2010,SD_MDP_MUHC,Belgium,ALLAGE,Urban,Both sexes,21
2010,SD_MDP_MUHC,Belgium,<18Y,All areas,Both sexes,23
2013,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Female,48
2013,SD_MDP_MUHC,North Macedonia,<16Y,All areas,Both sexes,50
2014,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Male,44
2014,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Female,43
2014,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Both sexes,43
2014,SD_MDP_MUHC,North Macedonia,<16Y,All areas,Both sexes,46
2015,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Male,41
2010,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,21
2010,SD_MDP_MUHC,Belgium,ALLAGE,Rural,Both sexes,19
2010,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,20
2010,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,22
2011,SD_MDP_MUHC,Belgium,ALLAGE,Rural,Both sexes,18
2015,SD_MDP_MUHC,North Macedonia,<16Y,All areas,Both sexes,46
2015,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Both sexes,42
2015,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Female,42
2016,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Both sexes,41
2016,SD_MDP_MUHC,North Macedonia,<16Y,All areas,Both sexes,46
2016,SD_MDP_MUHC,North Macedonia,ALLAGE,Urban,Both sexes,40
2016,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Female,41
2011,SD_MDP_MUHC,Belgium,ALLAGE,Urban,Both sexes,21
2011,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,20
2011,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,23
2011,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,22
2011,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,21
2012,SD_MDP_MUHC,Belgium,ALLAGE,Rural,Both sexes,18
2012,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,22
2012,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,23
2012,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,22
2012,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,21
2014,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,27
2014,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,29
2015,SD_MDP_MUHC,Lithuania,ALLAGE,Urban,Both sexes,23
2015,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,30
2015,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,28
2015,SD_MDP_MUHC,Lithuania,ALLAGE,Rural,Both sexes,35
2015,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,29
2015,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,32
2016,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,32
2016,SD_MDP_MUHC,Lithuania,ALLAGE,Rural,Both sexes,38
2016,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,32
2016,SD_MDP_MUHC,Lithuania,ALLAGE,Urban,Both sexes,21
2016,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,30
2016,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,29
2017,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,30
2017,SD_MDP_MUHC,Lithuania,ALLAGE,Rural,Both sexes,37
2017,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,31
2017,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,28
2017,SD_MDP_MUHC,Lithuania,ALLAGE,Urban,Both sexes,20
2017,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,31
2012,SD_MDP_MUHC,Belgium,ALLAGE,Urban,Both sexes,22
2013,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,22
2013,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,21
2013,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,21
2013,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,20
2013,SD_MDP_MUHC,Belgium,ALLAGE,Rural,Both sexes,20
2013,SD_MDP_MUHC,Belgium,ALLAGE,Urban,Both sexes,21
2014,SD_MDP_MUHC,Belgium,ALLAGE,Urban,Both sexes,21
2014,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,21
2014,SD_MDP_MUHC,Belgium,ALLAGE,Rural,Both sexes,21
2018,SD_MDP_MUHC,Lithuania,ALLAGE,Urban,Both sexes,20
2018,SD_MDP_MUHC,Lithuania,ALLAGE,Rural,Both sexes,35
2018,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,28
2018,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,27
2018,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,26
2018,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,31
2019,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,24
2019,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,26
2019,SD_MDP_MUHC,Lithuania,ALLAGE,Urban,Both sexes,20
2019,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,28
2014,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,22
2014,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,22
2014,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,21
2015,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,20
2015,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,21
2015,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,22
2015,SD_MDP_MUHC,Belgium,ALLAGE,Urban,Both sexes,22
2015,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,23
2015,SD_MDP_MUHC,Belgium,ALLAGE,Rural,Both sexes,19
2016,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,21
2019,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,27
2019,SD_MDP_MUHC,Lithuania,ALLAGE,Rural,Both sexes,31
2020,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,23
2020,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,25
2020,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,22
2014,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,25
2014,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,26
2014,SD_MDP_MUHC,Cyprus,ALLAGE,Urban,Both sexes,26
2015,SD_MDP_MUHC,Cyprus,ALLAGE,Urban,Both sexes,27
2015,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,30
2016,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,20
2016,SD_MDP_MUHC,Belgium,ALLAGE,Rural,Both sexes,20
2016,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,22
2016,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,21
2016,SD_MDP_MUHC,Belgium,ALLAGE,Urban,Both sexes,21
2017,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,22
2017,SD_MDP_MUHC,Belgium,ALLAGE,Rural,Both sexes,21
2017,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,22
2017,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,21
2017,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,19
2020,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,27
2021,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Female,26
2021,SD_MDP_MUHC,Lithuania,<16Y,All areas,Both sexes,21
2021,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Both sexes,23
2021,SD_MDP_MUHC,Lithuania,ALLAGE,All areas,Male,20
2010,SD_MDP_MUHC,Luxembourg,<18Y,All areas,Both sexes,22
2010,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,17
2010,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,18
2010,SD_MDP_MUHC,Luxembourg,ALLAGE,Urban,Both sexes,18
2010,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,17
2017,SD_MDP_MUHC,Belgium,ALLAGE,Urban,Both sexes,21
2018,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,19
2018,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,22
2018,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,21
2018,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,20
2018,SD_MDP_MUHC,Belgium,ALLAGE,Urban,Both sexes,20
2018,SD_MDP_MUHC,Belgium,ALLAGE,Rural,Both sexes,19
2019,SD_MDP_MUHC,Belgium,ALLAGE,Rural,Both sexes,19
2019,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,20
2019,SD_MDP_MUHC,Belgium,ALLAGE,Urban,Both sexes,20
2010,SD_MDP_MUHC,Luxembourg,ALLAGE,Rural,Both sexes,15
2011,SD_MDP_MUHC,Luxembourg,ALLAGE,Rural,Both sexes,15
2011,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,18
2011,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,16
2011,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,17
2019,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,22
2019,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,19
2019,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,20
2020,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,20
2020,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,19
2011,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,21
2011,SD_MDP_MUHC,Luxembourg,ALLAGE,Urban,Both sexes,17
2012,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,17
2012,SD_MDP_MUHC,Luxembourg,ALLAGE,Rural,Both sexes,15
2012,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,18
2020,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,20
2020,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,18
2021,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Both sexes,19
2021,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Female,19
2021,SD_MDP_MUHC,Belgium,<16Y,All areas,Both sexes,20
2012,SD_MDP_MUHC,Luxembourg,ALLAGE,Urban,Both sexes,21
2012,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,19
2012,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,24
2013,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,19
2013,SD_MDP_MUHC,Luxembourg,ALLAGE,Rural,Both sexes,16
2021,SD_MDP_MUHC,Belgium,ALLAGE,All areas,Male,18
2010,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,47
2010,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,51
2010,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,49
2010,SD_MDP_MUHC,Bulgaria,ALLAGE,Rural,Both sexes,59
2013,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,19
2013,SD_MDP_MUHC,Luxembourg,ALLAGE,Urban,Both sexes,22
2013,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,19
2013,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,25
2014,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,26
2010,SD_MDP_MUHC,Bulgaria,ALLAGE,Urban,Both sexes,40
2010,SD_MDP_MUHC,Bulgaria,<18Y,All areas,Both sexes,50
2011,SD_MDP_MUHC,Bulgaria,ALLAGE,Urban,Both sexes,41
2011,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,51
2011,SD_MDP_MUHC,Bulgaria,ALLAGE,Rural,Both sexes,58
2014,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,19
2014,SD_MDP_MUHC,Luxembourg,ALLAGE,Urban,Both sexes,21
2014,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,20
2014,SD_MDP_MUHC,Luxembourg,ALLAGE,Rural,Both sexes,17
2014,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,19
2015,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,29
2015,SD_MDP_MUHC,Cyprus,ALLAGE,Rural,Both sexes,33
2015,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,28
2015,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,29
2016,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,27
2011,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,48
2011,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,51
2011,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,49
2012,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,48
2012,SD_MDP_MUHC,Bulgaria,ALLAGE,Rural,Both sexes,61
2012,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,49
2012,SD_MDP_MUHC,Bulgaria,ALLAGE,Urban,Both sexes,43
2012,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,52
2012,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,51
2013,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,49
2015,SD_MDP_MUHC,Luxembourg,ALLAGE,Rural,Both sexes,16
2015,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,19
2015,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,23
2015,SD_MDP_MUHC,Luxembourg,ALLAGE,Urban,Both sexes,21
2015,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,18
2013,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,47
2013,SD_MDP_MUHC,Bulgaria,ALLAGE,Rural,Both sexes,60
2013,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,52
2013,SD_MDP_MUHC,Bulgaria,ALLAGE,Urban,Both sexes,42
2013,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,48
2015,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,19
2016,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,19
2016,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,20
2016,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,22
2016,SD_MDP_MUHC,Luxembourg,ALLAGE,Urban,Both sexes,24
2014,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,39
2014,SD_MDP_MUHC,Bulgaria,ALLAGE,Urban,Both sexes,34
2014,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,41
2014,SD_MDP_MUHC,Bulgaria,ALLAGE,Rural,Both sexes,51
