Year,Metric,GeoAreaName,Value
2004,Rule of Law,Luxembourg,1.844977856
2003,Rule of Law,Luxembourg,1.827028513
2002,Rule of Law,Luxembourg,1.870569706
2000,Rule of Law,Luxembourg,1.815313816
1998,Rule of Law,Luxembourg,1.763727546
1996,Rule of Law,Luxembourg,1.709999084
2021,Rule of Law,Latvia,0.981282294
2020,Rule of Law,Latvia,0.949904144
2019,Rule of Law,Latvia,1.007672429
2018,Rule of Law,Latvia,0.949865222
2017,Rule of Law,Latvia,0.926356196
2016,Rule of Law,Latvia,0.95198983
2015,Rule of Law,Latvia,0.790362477
2014,Rule of Law,Latvia,0.870828807
2013,Rule of Law,Latvia,0.762004912
2012,Rule of Law,Latvia,0.779922068
2011,Rule of Law,Latvia,0.74016881
2010,Rule of Law,Latvia,0.75860405
2009,Rule of Law,Latvia,0.789916635
2008,Rule of Law,Latvia,0.777326226
2007,Rule of Law,Latvia,0.715804815
2006,Rule of Law,Latvia,0.61689353
2005,Rule of Law,Latvia,0.565877914
2004,Rule of Law,Latvia,0.538846016
2003,Rule of Law,Latvia,0.58185941
2002,Rule of Law,Latvia,0.310219884
2000,Rule of Law,Latvia,0.14890109
1998,Rule of Law,Latvia,0.236508295
1996,Rule of Law,Latvia,0.133667782
2021,Rule of Law,Moldova,-0.331918448
2020,Rule of Law,Moldova,-0.467885017
2019,Rule of Law,Moldova,-0.427145123
2018,Rule of Law,Moldova,-0.418074727
2017,Rule of Law,Moldova,-0.418779314
2016,Rule of Law,Moldova,-0.498135626
2015,Rule of Law,Moldova,-0.358620942
2014,Rule of Law,Moldova,-0.244262472
2013,Rule of Law,Moldova,-0.36957255
2012,Rule of Law,Moldova,-0.323007405
2011,Rule of Law,Moldova,-0.327680469
2010,Rule of Law,Moldova,-0.35761109
2009,Rule of Law,Moldova,-0.434595019
2008,Rule of Law,Moldova,-0.424041241
2007,Rule of Law,Moldova,-0.506612957
2006,Rule of Law,Moldova,-0.517649949
2005,Rule of Law,Moldova,-0.351528734
2004,Rule of Law,Moldova,-0.36706993
2003,Rule of Law,Moldova,-0.539445102
2002,Rule of Law,Moldova,-0.626159787
2000,Rule of Law,Moldova,-0.468696684
1998,Rule of Law,Moldova,-0.063543558
1996,Rule of Law,Moldova,-0.121130094
2021,Rule of Law,North Macedonia,-0.075887896
2020,Rule of Law,North Macedonia,-0.082664944
2019,Rule of Law,North Macedonia,-0.282343388
2018,Rule of Law,North Macedonia,-0.287450105
2017,Rule of Law,North Macedonia,-0.289568126
2016,Rule of Law,North Macedonia,-0.325061351
2015,Rule of Law,North Macedonia,-0.216180369
2014,Rule of Law,North Macedonia,-0.055596132
2013,Rule of Law,North Macedonia,-0.230700821
2012,Rule of Law,North Macedonia,-0.251570195
2011,Rule of Law,North Macedonia,-0.269508898
2010,Rule of Law,North Macedonia,-0.302208334
2009,Rule of Law,North Macedonia,-0.291893154
2008,Rule of Law,North Macedonia,-0.320377529
2007,Rule of Law,North Macedonia,-0.421303213
2006,Rule of Law,North Macedonia,-0.537630379
2005,Rule of Law,North Macedonia,-0.297171354
2004,Rule of Law,North Macedonia,-0.192752615
2003,Rule of Law,North Macedonia,-0.50677222
2002,Rule of Law,North Macedonia,-0.576304018
2000,Rule of Law,North Macedonia,-0.596572578
1998,Rule of Law,North Macedonia,-0.331668794
1996,Rule of Law,North Macedonia,-0.307622254
2021,Rule of Law,Malta,0.864450693
2020,Rule of Law,Malta,0.909834623
2019,Rule of Law,Malta,0.946133077
2018,Rule of Law,Malta,1.046584249
2017,Rule of Law,Malta,1.138231635
2016,Rule of Law,Malta,0.990640938
2015,Rule of Law,Malta,1.130605817
2014,Rule of Law,Malta,1.191220164
2013,Rule of Law,Malta,1.325734019
2012,Rule of Law,Malta,1.338508248
2011,Rule of Law,Malta,1.27858007
2010,Rule of Law,Malta,1.410112262
2009,Rule of Law,Malta,1.473655939
2008,Rule of Law,Malta,1.613659978
2007,Rule of Law,Malta,1.612925768
2006,Rule of Law,Malta,1.555626631
2005,Rule of Law,Malta,1.415869355
2004,Rule of Law,Malta,1.313317418
2003,Rule of Law,Malta,1.539959669
2002,Rule of Law,Malta,1.474942684
2000,Rule of Law,Malta,1.364152908
1998,Rule of Law,Malta,1.26121223
1996,Rule of Law,Malta,1.053969502
2021,Rule of Law,Montenegro,-0.059087977
2020,Rule of Law,Montenegro,-0.01262544
2019,Rule of Law,Montenegro,0.017466683
2018,Rule of Law,Montenegro,0.024428867
2017,Rule of Law,Montenegro,-0.089833975
2016,Rule of Law,Montenegro,-0.115197971
2015,Rule of Law,Montenegro,-0.023508191
2014,Rule of Law,Montenegro,0.014262914
2013,Rule of Law,Montenegro,-0.034214381
2012,Rule of Law,Montenegro,-0.058480583
2011,Rule of Law,Montenegro,-0.058861792
2010,Rule of Law,Montenegro,-0.063613631
2009,Rule of Law,Montenegro,-0.016553286
2008,Rule of Law,Montenegro,-0.088904634
2007,Rule of Law,Montenegro,-0.194273695
2006,Rule of Law,Montenegro,-0.212690175
2005,Rule of Law,Montenegro,-0.138817459
2004,Rule of Law,Montenegro,-0.215662122
2003,Rule of Law,Montenegro,-0.175401419
2002,Rule of Law,Montenegro,0.274070203
2000,Rule of Law,Montenegro,0.316736132
1998,Rule of Law,Montenegro,-0.79322499
2021,Rule of Law,Netherlands,1.739347577
2020,Rule of Law,Netherlands,1.748748064
2019,Rule of Law,Netherlands,1.769281983
2018,Rule of Law,Netherlands,1.777302384
2017,Rule of Law,Netherlands,1.790003061
2016,Rule of Law,Netherlands,1.876885533
2015,Rule of Law,Netherlands,1.936329961
2014,Rule of Law,Netherlands,1.973513007
2013,Rule of Law,Netherlands,1.825339913
2012,Rule of Law,Netherlands,1.852681756
2011,Rule of Law,Netherlands,1.812573433
2010,Rule of Law,Netherlands,1.811732054
2009,Rule of Law,Netherlands,1.807020068
2008,Rule of Law,Netherlands,1.74962914
2007,Rule of Law,Netherlands,1.769875288
2006,Rule of Law,Netherlands,1.769746184
2005,Rule of Law,Netherlands,1.752622843
2004,Rule of Law,Netherlands,1.738020301
2003,Rule of Law,Netherlands,1.709473133
2002,Rule of Law,Netherlands,1.707259417
2000,Rule of Law,Netherlands,1.74453032
1998,Rule of Law,Netherlands,1.742527723
1996,Rule of Law,Netherlands,1.695256948
2021,Rule of Law,Norway,1.949851394
2020,Rule of Law,Norway,1.972491264
2019,Rule of Law,Norway,1.976261616
2018,Rule of Law,Norway,1.955711484
2017,Rule of Law,Norway,2.013377428
2016,Rule of Law,Norway,2.025863886
2015,Rule of Law,Norway,2.004235983
2014,Rule of Law,Norway,2.024377823
2013,Rule of Law,Norway,1.970936894
2012,Rule of Law,Norway,1.951031089
2011,Rule of Law,Norway,1.864178061
2010,Rule of Law,Norway,1.88987577
2009,Rule of Law,Norway,1.873499155
2008,Rule of Law,Norway,1.95778656
2007,Rule of Law,Norway,1.928292036
2006,Rule of Law,Norway,1.965772152
2005,Rule of Law,Norway,1.912481785
2004,Rule of Law,Norway,1.9619627
2003,Rule of Law,Norway,1.881104231
2002,Rule of Law,Norway,1.848752975
2000,Rule of Law,Norway,1.830875516
1998,Rule of Law,Norway,1.949824214
1996,Rule of Law,Norway,1.923315287
2021,Rule of Law,Poland,0.444528878
2020,Rule of Law,Poland,0.529685378
2019,Rule of Law,Poland,0.412422895
2018,Rule of Law,Poland,0.399455518
2017,Rule of Law,Poland,0.422392815
2016,Rule of Law,Poland,0.615949392
2015,Rule of Law,Poland,0.827783585
2014,Rule of Law,Poland,0.871664524
2013,Rule of Law,Poland,0.839548349
2012,Rule of Law,Poland,0.817868531
2011,Rule of Law,Poland,0.794908702
2010,Rule of Law,Poland,0.712359011
2009,Rule of Law,Poland,0.645846784
2008,Rule of Law,Poland,0.550622165
2007,Rule of Law,Poland,0.40907228
2006,Rule of Law,Poland,0.382761627
2005,Rule of Law,Poland,0.470091373
2004,Rule of Law,Poland,0.416306943
2003,Rule of Law,Poland,0.510291219
2002,Rule of Law,Poland,0.670436203
2000,Rule of Law,Poland,0.633313119
1998,Rule of Law,Poland,0.798767924
1996,Rule of Law,Poland,0.767495036
2021,Rule of Law,Portugal,1.133409142
2020,Rule of Law,Portugal,1.177211642
2019,Rule of Law,Portugal,1.131764054
2018,Rule of Law,Portugal,1.135092974
2017,Rule of Law,Portugal,1.129573941
2016,Rule of Law,Portugal,1.067449689
2015,Rule of Law,Portugal,1.126800776
2014,Rule of Law,Portugal,1.119520068
2013,Rule of Law,Portugal,1.038563251
2012,Rule of Law,Portugal,1.036111951
2011,Rule of Law,Portugal,0.996393919
2010,Rule of Law,Portugal,1.025784135
2009,Rule of Law,Portugal,1.058413267
2008,Rule of Law,Portugal,1.011244416
2007,Rule of Law,Portugal,1.003112078
2006,Rule of Law,Portugal,0.97526747
2005,Rule of Law,Portugal,1.224315524
2004,Rule of Law,Portugal,1.233051419
2003,Rule of Law,Portugal,1.276252508
2002,Rule of Law,Portugal,1.307514071
2000,Rule of Law,Portugal,1.200192928
1998,Rule of Law,Portugal,1.242640018
1996,Rule of Law,Portugal,1.286294818
2021,Rule of Law,Romania,0.407664686
2020,Rule of Law,Romania,0.392174125
2019,Rule of Law,Romania,0.440403879
2018,Rule of Law,Romania,0.390408784
2017,Rule of Law,Romania,0.458801478
2016,Rule of Law,Romania,0.474753588
2015,Rule of Law,Romania,0.226327732
2014,Rule of Law,Romania,0.242191851
2013,Rule of Law,Romania,0.190192178
2012,Rule of Law,Romania,0.092900537
2011,Rule of Law,Romania,0.104707606
2010,Rule of Law,Romania,0.106409565
2009,Rule of Law,Romania,0.053940374
2008,Rule of Law,Romania,-0.01557025
2007,Rule of Law,Romania,-0.105703734
2006,Rule of Law,Romania,-0.134708419
2005,Rule of Law,Romania,-0.154217437
2004,Rule of Law,Romania,-0.186782703
2003,Rule of Law,Romania,-0.210054368
2002,Rule of Law,Romania,-0.265604585
2000,Rule of Law,Romania,-0.181834966
1998,Rule of Law,Romania,-0.110562637
1996,Rule of Law,Romania,-0.021942498
2021,Rule of Law,Serbia,-0.091587141
2020,Rule of Law,Serbia,-0.100547984
2019,Rule of Law,Serbia,-0.122518986
2018,Rule of Law,Serbia,-0.150462106
2017,Rule of Law,Serbia,-0.16061911
2016,Rule of Law,Serbia,-0.109247245
2015,Rule of Law,Serbia,-0.055103466
2014,Rule of Law,Serbia,-0.094555423
2013,Rule of Law,Serbia,-0.298619896
2012,Rule of Law,Serbia,-0.332835764
2011,Rule of Law,Serbia,-0.325049341
2010,Rule of Law,Serbia,-0.430014491
2009,Rule of Law,Serbia,-0.474458635
2008,Rule of Law,Serbia,-0.491749674
2007,Rule of Law,Serbia,-0.464271188
2006,Rule of Law,Serbia,-0.536948502
2005,Rule of Law,Serbia,-0.948700786
2004,Rule of Law,Serbia,-0.738363147
2003,Rule of Law,Serbia,-0.904821992
2002,Rule of Law,Serbia,-0.903619349
2000,Rule of Law,Serbia,-1.277987123
1998,Rule of Law,Serbia,-1.264376521
1996,Rule of Law,Serbia,-1.262493134
2021,Rule of Law,Slovak Republic,0.705730617
2020,Rule of Law,Slovak Republic,0.673871577
2019,Rule of Law,Slovak Republic,0.523336887
2018,Rule of Law,Slovak Republic,0.496163189
2017,Rule of Law,Slovak Republic,0.535937786
2016,Rule of Law,Slovak Republic,0.619358361
2015,Rule of Law,Slovak Republic,0.489146829
2014,Rule of Law,Slovak Republic,0.485101789
2013,Rule of Law,Slovak Republic,0.463612854
2012,Rule of Law,Slovak Republic,0.485911757
2011,Rule of Law,Slovak Republic,0.597754776
2010,Rule of Law,Slovak Republic,0.563034415
2009,Rule of Law,Slovak Republic,0.534014344
2008,Rule of Law,Slovak Republic,0.527956009
2007,Rule of Law,Slovak Republic,0.428628772
2006,Rule of Law,Slovak Republic,0.488393605
2005,Rule of Law,Slovak Republic,0.490570605
2004,Rule of Law,Slovak Republic,0.464085937
2003,Rule of Law,Slovak Republic,0.33178857
2002,Rule of Law,Slovak Republic,0.285690129
2000,Rule of Law,Slovak Republic,0.299946576
1998,Rule of Law,Slovak Republic,0.168831423
1996,Rule of Law,Slovak Republic,0.159563527
2021,Rule of Law,Slovenia,1.029999971
2020,Rule of Law,Slovenia,1.060341001
2019,Rule of Law,Slovenia,1.111910462
2018,Rule of Law,Slovenia,1.051102996
2017,Rule of Law,Slovenia,1.018284082
2016,Rule of Law,Slovenia,1.075280309
2015,Rule of Law,Slovenia,0.96994549
2014,Rule of Law,Slovenia,0.999612212
2013,Rule of Law,Slovenia,0.994327009
2012,Rule of Law,Slovenia,1.009067059
2011,Rule of Law,Slovenia,1.0452075
2010,Rule of Law,Slovenia,1.001982331
2009,Rule of Law,Slovenia,1.0689044
2008,Rule of Law,Slovenia,1.007849693
2007,Rule of Law,Slovenia,0.945623457
2006,Rule of Law,Slovenia,0.89984107
2005,Rule of Law,Slovenia,0.883541584
2004,Rule of Law,Slovenia,0.913738012
2003,Rule of Law,Slovenia,0.849399567
2002,Rule of Law,Slovenia,0.883090198
2000,Rule of Law,Slovenia,0.967030942
1998,Rule of Law,Slovenia,1.177163124
1996,Rule of Law,Slovenia,1.068722963
2021,Rule of Law,Sweden,1.733830452
2020,Rule of Law,Sweden,1.797250509
2019,Rule of Law,Sweden,1.823913097
2018,Rule of Law,Sweden,1.816554189
2017,Rule of Law,Sweden,1.850313783
2016,Rule of Law,Sweden,1.982941985
2015,Rule of Law,Sweden,2.019405603
2014,Rule of Law,Sweden,1.9751724
2013,Rule of Law,Sweden,1.950551629
2012,Rule of Law,Sweden,1.928277612
2011,Rule of Law,Sweden,1.91803658
2010,Rule of Law,Sweden,1.930308819
2009,Rule of Law,Sweden,1.958281636
2008,Rule of Law,Sweden,1.91915679
2007,Rule of Law,Sweden,1.891827822
2006,Rule of Law,Sweden,1.851176381
2005,Rule of Law,Sweden,1.797751307
2004,Rule of Law,Sweden,1.872562289
2003,Rule of Law,Sweden,1.886711001
2002,Rule of Law,Sweden,1.842468262
2000,Rule of Law,Sweden,1.800186872
1998,Rule of Law,Sweden,1.751435757
1996,Rule of Law,Sweden,1.795861244
2021,Rule of Law,Tajikistan,-1.185183287
2020,Rule of Law,Tajikistan,-1.225547194
2019,Rule of Law,Tajikistan,-1.237105608
2018,Rule of Law,Tajikistan,-1.293003559
2017,Rule of Law,Tajikistan,-1.365241289
2016,Rule of Law,Tajikistan,-1.156920433
2015,Rule of Law,Tajikistan,-1.062076569
2014,Rule of Law,Tajikistan,-1.011778951
2013,Rule of Law,Tajikistan,-1.263131618
2012,Rule of Law,Tajikistan,-1.207619905
2011,Rule of Law,Tajikistan,-1.232399344
2010,Rule of Law,Tajikistan,-1.212895751
2009,Rule of Law,Tajikistan,-1.272465706
2008,Rule of Law,Tajikistan,-1.295549631
2007,Rule of Law,Tajikistan,-1.296047091
2006,Rule of Law,Tajikistan,-1.182174087
2005,Rule of Law,Tajikistan,-1.100242376
2004,Rule of Law,Tajikistan,-1.183137178
2003,Rule of Law,Tajikistan,-1.066578031
2002,Rule of Law,Tajikistan,-1.083540678
2000,Rule of Law,Tajikistan,-1.381689906
1998,Rule of Law,Tajikistan,-1.533623457
1996,Rule of Law,Tajikistan,-1.648157358
2021,Rule of Law,Turkmenistan,-1.441948295
2020,Rule of Law,Turkmenistan,-1.382501245
2019,Rule of Law,Turkmenistan,-1.394934177
2018,Rule of Law,Turkmenistan,-1.452797055
2017,Rule of Law,Turkmenistan,-1.469330549
2016,Rule of Law,Turkmenistan,-1.478566647
2015,Rule of Law,Turkmenistan,-1.404028058
2014,Rule of Law,Turkmenistan,-1.344346046
2013,Rule of Law,Turkmenistan,-1.361538053
2012,Rule of Law,Turkmenistan,-1.380708814
2011,Rule of Law,Turkmenistan,-1.433294535
2010,Rule of Law,Turkmenistan,-1.473316193
2009,Rule of Law,Turkmenistan,-1.453704476
2008,Rule of Law,Turkmenistan,-1.459977388
2007,Rule of Law,Turkmenistan,-1.565951347
2006,Rule of Law,Turkmenistan,-1.641041875
2005,Rule of Law,Turkmenistan,-1.611423492
2004,Rule of Law,Turkmenistan,-1.628067613
2003,Rule of Law,Turkmenistan,-1.318964601
2002,Rule of Law,Turkmenistan,-1.423979998
2000,Rule of Law,Turkmenistan,-1.369858265
1998,Rule of Law,Turkmenistan,-1.410501361
1996,Rule of Law,Turkmenistan,-1.487391114
2021,Rule of Law,Türkiye,-0.416483223
2020,Rule of Law,Türkiye,-0.408490777
2019,Rule of Law,Türkiye,-0.330669433
2018,Rule of Law,Türkiye,-0.37299633
2017,Rule of Law,Türkiye,-0.300738305
2016,Rule of Law,Türkiye,-0.326979637
2015,Rule of Law,Türkiye,-0.212900102
2014,Rule of Law,Türkiye,-0.075808413
2013,Rule of Law,Türkiye,-0.004461078
2012,Rule of Law,Türkiye,-0.036608554
2011,Rule of Law,Türkiye,0.015457718
2010,Rule of Law,Türkiye,0.049980123
2009,Rule of Law,Türkiye,0.04890855
2008,Rule of Law,Türkiye,0.022844687
2007,Rule of Law,Türkiye,-0.035805915
2006,Rule of Law,Türkiye,-0.003374322
2005,Rule of Law,Türkiye,0.117468551
2004,Rule of Law,Türkiye,0.084699281
2003,Rule of Law,Türkiye,0.103039585
2002,Rule of Law,Türkiye,-0.082183205
2000,Rule of Law,Türkiye,-0.070946209
1998,Rule of Law,Türkiye,-0.099510565
1996,Rule of Law,Türkiye,-0.13879478
2021,Rule of Law,Ukraine,-0.659907997
2020,Rule of Law,Ukraine,-0.690148473
2019,Rule of Law,Ukraine,-0.724594474
2018,Rule of Law,Ukraine,-0.743864179
2017,Rule of Law,Ukraine,-0.739619017
2016,Rule of Law,Ukraine,-0.802492976
2015,Rule of Law,Ukraine,-0.855242252
2014,Rule of Law,Ukraine,-0.829405069
2013,Rule of Law,Ukraine,-0.844641566
2012,Rule of Law,Ukraine,-0.817339003
2011,Rule of Law,Ukraine,-0.851141274
2010,Rule of Law,Ukraine,-0.844159186
2009,Rule of Law,Ukraine,-0.786728382
2008,Rule of Law,Ukraine,-0.703015566
2007,Rule of Law,Ukraine,-0.746359885
2006,Rule of Law,Ukraine,-0.821370304
2005,Rule of Law,Ukraine,-0.804544687
2004,Rule of Law,Ukraine,-0.775088072
2003,Rule of Law,Ukraine,-0.823217571
2002,Rule of Law,Ukraine,-0.843995512
2000,Rule of Law,Ukraine,-1.093720078
1998,Rule of Law,Ukraine,-0.982280314
1996,Rule of Law,Ukraine,-0.823546648
2021,Rule of Law,Uzbekistan,-0.886045158
2020,Rule of Law,Uzbekistan,-1.077237129
2019,Rule of Law,Uzbekistan,-1.060045958
2018,Rule of Law,Uzbekistan,-1.086158276
2017,Rule of Law,Uzbekistan,-1.120315433
2016,Rule of Law,Uzbekistan,-1.12107563
2015,Rule of Law,Uzbekistan,-1.133775353
2014,Rule of Law,Uzbekistan,-1.134198904
2013,Rule of Law,Uzbekistan,-1.235225201
2012,Rule of Law,Uzbekistan,-1.299275875
2011,Rule of Law,Uzbekistan,-1.452401876
2010,Rule of Law,Uzbekistan,-1.416641831
2009,Rule of Law,Uzbekistan,-1.326195478
2008,Rule of Law,Uzbekistan,-1.17363584
2007,Rule of Law,Uzbekistan,-1.224704981
2006,Rule of Law,Uzbekistan,-1.453594685
2005,Rule of Law,Uzbekistan,-1.478708982
2004,Rule of Law,Uzbekistan,-1.336809754
2003,Rule of Law,Uzbekistan,-1.246617198
2002,Rule of Law,Uzbekistan,-1.440067172
2000,Rule of Law,Uzbekistan,-1.200798869
1998,Rule of Law,Uzbekistan,-1.25742805
1996,Rule of Law,Uzbekistan,-1.239178658
2021,Rule of Law,Kosovo⁎,-0.274583757
2020,Rule of Law,Kosovo⁎,-0.380338043
2019,Rule of Law,Kosovo⁎,-0.390173882
2018,Rule of Law,Kosovo⁎,-0.364413083
2017,Rule of Law,Kosovo⁎,-0.416558087
2016,Rule of Law,Kosovo⁎,-0.339041471
2015,Rule of Law,Kosovo⁎,-0.459004164
2014,Rule of Law,Kosovo⁎,-0.464199781
2013,Rule of Law,Kosovo⁎,-0.542661846
2012,Rule of Law,Kosovo⁎,-0.526741982
2011,Rule of Law,Kosovo⁎,-0.519360542
2010,Rule of Law,Kosovo⁎,-0.609969199
2009,Rule of Law,Kosovo⁎,-0.593889713
2008,Rule of Law,Kosovo⁎,-0.627310276
2007,Rule of Law,Kosovo⁎,-0.757999122
2006,Rule of Law,Kosovo⁎,-0.858364582
2005,Rule of Law,Kosovo⁎,-0.821679115
2004,Rule of Law,Kosovo⁎,-0.795212448
2003,Rule of Law,Kosovo⁎,-0.833982408
2002,Rule of Law,Kosovo⁎,-0.062605441
2000,Rule of Law,Kosovo⁎,-0.023830879
