Year,SeriesCode,GeoAreaName,Name of international institution,Value
2000,"SG_INT_MBRDEV","Iceland","IMF",0.5618
2000,"SG_INT_MBRDEV","Iceland","IFC",0.57471
2000,"SG_INT_MBRDEV","Iceland","UNGA",0.5291
2005,"SG_INT_MBRDEV","Iceland","IFC",0.5618
2000,"SG_INT_MBRDEV","Israel","IBRD",0.54945
2005,"SG_INT_MBRDEV","Israel","IFC",0.5618
2005,"SG_INT_MBRDEV","Israel","IMF",0.55249
2005,"SG_INT_MBRDEV","Israel","IADB",2.12766
2005,"SG_INT_MBRDEV","Israel","IBRD",0.54348
2005,"SG_INT_MBRDEV","Israel","UNGA",0.52356
2005,"SG_INT_MBRDEV","Israel","WTO",0.67114
2010,"SG_INT_MBRDEV","Israel","UNGA",0.52083
2010,"SG_INT_MBRDEV","Israel","WTO",0.65359
2010,"SG_INT_MBRDEV","Israel","IADB",2.08333
2010,"SG_INT_MBRDEV","Israel","IBRD",0.53476
2010,"SG_INT_MBRDEV","Israel","IMF",0.54945
2010,"SG_INT_MBRDEV","Israel","IFC",0.54945
2015,"SG_INT_MBRDEV","Israel","IMF",0.53191
2015,"SG_INT_MBRDEV","Israel","IFC",0.54348
2015,"SG_INT_MBRDEV","Israel","IBRD",0.53191
2015,"SG_INT_MBRDEV","Israel","IADB",2.08333
2015,"SG_INT_MBRDEV","Israel","UNGA",0.51813
2015,"SG_INT_MBRDEV","Israel","WTO",0.625
2016,"SG_INT_MBRDEV","Israel","UNGA",0.51813
2016,"SG_INT_MBRDEV","Israel","IADB",2.08333
2016,"SG_INT_MBRDEV","Israel","IBRD",0.53191
2016,"SG_INT_MBRDEV","Israel","WTO",0.61728
2016,"SG_INT_MBRDEV","Israel","IFC",0.54348
2016,"SG_INT_MBRDEV","Israel","IMF",0.53191
2017,"SG_INT_MBRDEV","Israel","IFC",0.54348
2017,"SG_INT_MBRDEV","Israel","IBRD",0.5291
2017,"SG_INT_MBRDEV","Israel","WTO",0.60976
2017,"SG_INT_MBRDEV","Israel","IADB",2.08333
2017,"SG_INT_MBRDEV","Israel","UNGA",0.51813
2017,"SG_INT_MBRDEV","Israel","IMF",0.5291
2018,"SG_INT_MBRDEV","Israel","IADB",2.08333
2018,"SG_INT_MBRDEV","Israel","WTO",0.60976
2018,"SG_INT_MBRDEV","Israel","IBRD",0.5291
2018,"SG_INT_MBRDEV","Israel","UNGA",0.51813
2018,"SG_INT_MBRDEV","Israel","IFC",0.54348
2018,"SG_INT_MBRDEV","Israel","IMF",0.5291
2019,"SG_INT_MBRDEV","Israel","IADB",2.08333
2019,"SG_INT_MBRDEV","Israel","WTO",0.60976
2019,"SG_INT_MBRDEV","Israel","UNGA",0.51813
2019,"SG_INT_MBRDEV","Israel","IMF",0.5291
2019,"SG_INT_MBRDEV","Israel","IFC",0.5435
2019,"SG_INT_MBRDEV","Israel","IBRD",0.5291
2020,"SG_INT_MBRDEV","Israel","IADB",2.08333
2020,"SG_INT_MBRDEV","Israel","UNGA",0.51813
2020,"SG_INT_MBRDEV","Israel","WTO",0.60976
2020,"SG_INT_MBRDEV","Israel","IFC",0.54054
2020,"SG_INT_MBRDEV","Israel","IBRD",0.5291
2020,"SG_INT_MBRDEV","Israel","IMF",0.5291
2021,"SG_INT_MBRDEV","Israel","IFC",0.54054
2021,"SG_INT_MBRDEV","Israel","IBRD",0.5291
2021,"SG_INT_MBRDEV","Israel","IMF",0.52632
2021,"SG_INT_MBRDEV","Israel","IADB",2.08333
2021,"SG_INT_MBRDEV","Israel","UNGA",0.51813
2021,"SG_INT_MBRDEV","Israel","WTO",0.60976
2005,"SG_INT_MBRDEV","Iceland","ECOSOC",1.85185
2005,"SG_INT_MBRDEV","Iceland","IMF",0.55249
2005,"SG_INT_MBRDEV","Iceland","IBRD",0.54348
2005,"SG_INT_MBRDEV","Iceland","UNGA",0.52356
2005,"SG_INT_MBRDEV","Iceland","WTO",0.67114
2010,"SG_INT_MBRDEV","Iceland","IBRD",0.53476
2010,"SG_INT_MBRDEV","Iceland","IMF",0.54945
2010,"SG_INT_MBRDEV","Iceland","IFC",0.54945
2010,"SG_INT_MBRDEV","Iceland","UNGA",0.52083
2010,"SG_INT_MBRDEV","Iceland","WTO",0.65359
2015,"SG_INT_MBRDEV","Iceland","IMF",0.53191
2015,"SG_INT_MBRDEV","Iceland","IFC",0.54348
2015,"SG_INT_MBRDEV","Iceland","IBRD",0.53191
2015,"SG_INT_MBRDEV","Iceland","UNGA",0.51813
2015,"SG_INT_MBRDEV","Iceland","WTO",0.625
2016,"SG_INT_MBRDEV","Iceland","UNGA",0.51813
2016,"SG_INT_MBRDEV","Iceland","IBRD",0.53191
2016,"SG_INT_MBRDEV","Iceland","WTO",0.61728
2016,"SG_INT_MBRDEV","Iceland","IFC",0.54348
2016,"SG_INT_MBRDEV","Iceland","IMF",0.53191
2017,"SG_INT_MBRDEV","Iceland","IMF",0.5291
2017,"SG_INT_MBRDEV","Iceland","IFC",0.54348
2017,"SG_INT_MBRDEV","Iceland","IBRD",0.5291
2017,"SG_INT_MBRDEV","Iceland","WTO",0.60976
2017,"SG_INT_MBRDEV","Iceland","UNGA",0.51813
2018,"SG_INT_MBRDEV","Iceland","UNGA",0.51813
2018,"SG_INT_MBRDEV","Iceland","WTO",0.60976
2018,"SG_INT_MBRDEV","Iceland","IBRD",0.5291
2018,"SG_INT_MBRDEV","Iceland","IFC",0.54348
2018,"SG_INT_MBRDEV","Iceland","IMF",0.5291
2019,"SG_INT_MBRDEV","Iceland","IMF",0.5291
2019,"SG_INT_MBRDEV","Iceland","IFC",0.5435
2019,"SG_INT_MBRDEV","Iceland","IBRD",0.5291
2019,"SG_INT_MBRDEV","Iceland","UNGA",0.51813
2019,"SG_INT_MBRDEV","Iceland","WTO",0.60976
2020,"SG_INT_MBRDEV","Iceland","WTO",0.60976
2020,"SG_INT_MBRDEV","Iceland","IFC",0.54054
2020,"SG_INT_MBRDEV","Iceland","IBRD",0.5291
2020,"SG_INT_MBRDEV","Iceland","IMF",0.5291
2020,"SG_INT_MBRDEV","Iceland","UNGA",0.51813
2021,"SG_INT_MBRDEV","Iceland","IFC",0.54054
2021,"SG_INT_MBRDEV","Iceland","IBRD",0.5291
2021,"SG_INT_MBRDEV","Iceland","IMF",0.52632
2021,"SG_INT_MBRDEV","Iceland","UNGA",0.51813
2021,"SG_INT_MBRDEV","Iceland","WTO",0.60976
2022,"SG_INT_MBRDEV","Iceland","UNGA",0.51813
2022,"SG_INT_MBRDEV","Iceland","IMF",0.52632
2022,"SG_INT_MBRDEV","Iceland","WTO",0.60976
2022,"SG_INT_MBRDEV","Iceland","IBRD",0.5291
2022,"SG_INT_MBRDEV","Iceland","IFC",0.53763
2000,"SG_INT_MBRDEV","India","IMF",0.5618
2000,"SG_INT_MBRDEV","India","IFC",0.57471
2000,"SG_INT_MBRDEV","India","ECOSOC",1.85185
2000,"SG_INT_MBRDEV","India","ADB",1.6949
2000,"SG_INT_MBRDEV","India","IBRD",0.54945
2000,"SG_INT_MBRDEV","India","AFDB",1.2987
2000,"SG_INT_MBRDEV","India","WTO",0.71429
2000,"SG_INT_MBRDEV","India","UNGA",0.5291
2005,"SG_INT_MBRDEV","India","AFDB",1.2987
2005,"SG_INT_MBRDEV","India","IBRD",0.54348
2005,"SG_INT_MBRDEV","India","WTO",0.67114
2005,"SG_INT_MBRDEV","India","UNGA",0.52356
2005,"SG_INT_MBRDEV","India","ADB",1.5625
2005,"SG_INT_MBRDEV","India","ECOSOC",1.85185
2005,"SG_INT_MBRDEV","India","IMF",0.55249
2005,"SG_INT_MBRDEV","India","IFC",0.5618
2010,"SG_INT_MBRDEV","India","FSB",4.16667
2010,"SG_INT_MBRDEV","India","IBRD",0.53476
2010,"SG_INT_MBRDEV","India","IFC",0.54945
2010,"SG_INT_MBRDEV","India","IMF",0.54945
2010,"SG_INT_MBRDEV","India","ECOSOC",1.85185
2010,"SG_INT_MBRDEV","India","AFDB",1.2987
2010,"SG_INT_MBRDEV","India","ADB",1.4925
2010,"SG_INT_MBRDEV","India","WTO",0.65359
2010,"SG_INT_MBRDEV","India","UNGA",0.52083
2014,"SG_INT_MBRDEV","India","AFDB",1.26582
2015,"SG_INT_MBRDEV","India","AFDB",1.25
2015,"SG_INT_MBRDEV","India","ADB",1.4925
2015,"SG_INT_MBRDEV","India","ECOSOC",1.85185
2015,"SG_INT_MBRDEV","India","IMF",0.53191
2015,"SG_INT_MBRDEV","India","IBRD",0.53191
2015,"SG_INT_MBRDEV","India","FSB",4.16667
2015,"SG_INT_MBRDEV","India","UNGA",0.51813
2015,"SG_INT_MBRDEV","India","WTO",0.625
2015,"SG_INT_MBRDEV","India","IFC",0.54348
2016,"SG_INT_MBRDEV","India","IFC",0.54348
2016,"SG_INT_MBRDEV","India","UNGA",0.51813
2016,"SG_INT_MBRDEV","India","FSB",4.16667
2016,"SG_INT_MBRDEV","India","IBRD",0.53191
2016,"SG_INT_MBRDEV","India","AFDB",1.25
2016,"SG_INT_MBRDEV","India","ECOSOC",1.85185
2016,"SG_INT_MBRDEV","India","ADB",1.4925
2016,"SG_INT_MBRDEV","India","IMF",0.53191
2016,"SG_INT_MBRDEV","India","WTO",0.61728
2017,"SG_INT_MBRDEV","India","ECOSOC",1.85185
2017,"SG_INT_MBRDEV","India","AFDB",1.25
2017,"SG_INT_MBRDEV","India","IBRD",0.5291
2017,"SG_INT_MBRDEV","India","FSB",4.16667
2017,"SG_INT_MBRDEV","India","UNGA",0.51813
2017,"SG_INT_MBRDEV","India","WTO",0.60976
2017,"SG_INT_MBRDEV","India","IMF",0.5291
2017,"SG_INT_MBRDEV","India","ADB",1.4925
2017,"SG_INT_MBRDEV","India","IFC",0.54348
2018,"SG_INT_MBRDEV","India","ADB",1.4925
2018,"SG_INT_MBRDEV","India","IMF",0.5291
2018,"SG_INT_MBRDEV","India","IFC",0.54348
2018,"SG_INT_MBRDEV","India","WTO",0.60976
2018,"SG_INT_MBRDEV","India","UNGA",0.51813
2018,"SG_INT_MBRDEV","India","FSB",4.16667
2018,"SG_INT_MBRDEV","India","IBRD",0.5291
2018,"SG_INT_MBRDEV","India","ECOSOC",1.85185
2018,"SG_INT_MBRDEV","India","AFDB",1.25
2019,"SG_INT_MBRDEV","India","IMF",0.5291
2019,"SG_INT_MBRDEV","India","ADB",1.47059
2019,"SG_INT_MBRDEV","India","ECOSOC",1.85185
2019,"SG_INT_MBRDEV","India","AFDB",1.25
2019,"SG_INT_MBRDEV","India","IBRD",0.5291
2019,"SG_INT_MBRDEV","India","FSB",4.16667
2019,"SG_INT_MBRDEV","India","UNGA",0.51813
2019,"SG_INT_MBRDEV","India","WTO",0.60976
2019,"SG_INT_MBRDEV","India","IFC",0.5435
2020,"SG_INT_MBRDEV","India","IFC",0.54054
2020,"SG_INT_MBRDEV","India","FSB",4.16667
2020,"SG_INT_MBRDEV","India","ADB",1.47059
2020,"SG_INT_MBRDEV","India","UNGA",0.51813
2020,"SG_INT_MBRDEV","India","AFDB",1.23457
2020,"SG_INT_MBRDEV","India","ECOSOC",1.85185
2020,"SG_INT_MBRDEV","India","IMF",0.5291
2020,"SG_INT_MBRDEV","India","IBRD",0.5291
2020,"SG_INT_MBRDEV","India","WTO",0.60976
2021,"SG_INT_MBRDEV","India","ADB",1.47059
2021,"SG_INT_MBRDEV","India","AFDB",1.23457
2021,"SG_INT_MBRDEV","India","IFC",0.54054
2021,"SG_INT_MBRDEV","India","UNSC",6.66667
2021,"SG_INT_MBRDEV","India","IMF",0.52632
2021,"SG_INT_MBRDEV","India","UNGA",0.51813
2021,"SG_INT_MBRDEV","India","FSB",4.16667
2021,"SG_INT_MBRDEV","India","IBRD",0.5291
2021,"SG_INT_MBRDEV","India","WTO",0.60976
2022,"SG_INT_MBRDEV","India","UNGA",0.51813
2022,"SG_INT_MBRDEV","India","IBRD",0.5291
2022,"SG_INT_MBRDEV","India","FSB",4.16667
2022,"SG_INT_MBRDEV","India","WTO",0.60976
2022,"SG_INT_MBRDEV","Israel","IMF",0.52632
2022,"SG_INT_MBRDEV","Israel","WTO",0.60976
2022,"SG_INT_MBRDEV","Israel","UNGA",0.51813
2022,"SG_INT_MBRDEV","Israel","IBRD",0.5291
2022,"SG_INT_MBRDEV","Israel","IFC",0.53763
2022,"SG_INT_MBRDEV","Israel","ECOSOC",1.85185
2000,"SG_INT_MBRDEV","Italy","IMF",0.5618
2000,"SG_INT_MBRDEV","Italy","IFC",0.57471
2000,"SG_INT_MBRDEV","Italy","ADB",1.6949
2000,"SG_INT_MBRDEV","Italy","ECOSOC",1.85185
2000,"SG_INT_MBRDEV","Italy","IBRD",0.54945
2000,"SG_INT_MBRDEV","Italy","AFDB",1.2987
2000,"SG_INT_MBRDEV","Italy","IADB",2.17391
2000,"SG_INT_MBRDEV","Italy","WTO",0.71429
2000,"SG_INT_MBRDEV","Italy","UNGA",0.5291
2005,"SG_INT_MBRDEV","Italy","IADB",2.12766
2005,"SG_INT_MBRDEV","Italy","AFDB",1.2987
2005,"SG_INT_MBRDEV","Italy","IBRD",0.54348
2005,"SG_INT_MBRDEV","Italy","WTO",0.67114
2005,"SG_INT_MBRDEV","Italy","UNGA",0.52356
2005,"SG_INT_MBRDEV","Italy","IMF",0.55249
2005,"SG_INT_MBRDEV","Italy","ADB",1.5625
2005,"SG_INT_MBRDEV","Italy","ECOSOC",1.85185
2005,"SG_INT_MBRDEV","Italy","IFC",0.5618
2010,"SG_INT_MBRDEV","Italy","UNGA",0.52083
2010,"SG_INT_MBRDEV","Italy","FSB",4.16667
2010,"SG_INT_MBRDEV","Italy","IBRD",0.53476
2010,"SG_INT_MBRDEV","Italy","IADB",2.08333
2010,"SG_INT_MBRDEV","Italy","IFC",0.54945
2010,"SG_INT_MBRDEV","Italy","ECOSOC",1.85185
2010,"SG_INT_MBRDEV","Italy","AFDB",1.2987
2010,"SG_INT_MBRDEV","Italy","ADB",1.4925
2010,"SG_INT_MBRDEV","Italy","IMF",0.54945
2022,"SG_INT_MBRDEV","India","IMF",0.52632
2022,"SG_INT_MBRDEV","India","ECOSOC",1.85185
2022,"SG_INT_MBRDEV","India","IFC",0.53763
2000,"SG_INT_MBRDEV","Serbia","UNGA",0.5291
2005,"SG_INT_MBRDEV","Serbia","UNGA",0.52356
2005,"SG_INT_MBRDEV","Serbia","IMF",0.55249
2005,"SG_INT_MBRDEV","Serbia","IBRD",0.54348
2005,"SG_INT_MBRDEV","Serbia","IFC",0.5618
2010,"SG_INT_MBRDEV","Serbia","UNGA",0.52083
2010,"SG_INT_MBRDEV","Serbia","IFC",0.54945
2010,"SG_INT_MBRDEV","Serbia","IBRD",0.53476
2010,"SG_INT_MBRDEV","Serbia","IMF",0.54945
2015,"SG_INT_MBRDEV","Serbia","UNGA",0.51813
2015,"SG_INT_MBRDEV","Serbia","IMF",0.53191
2015,"SG_INT_MBRDEV","Serbia","ECOSOC",1.85185
2015,"SG_INT_MBRDEV","Serbia","IBRD",0.53191
2015,"SG_INT_MBRDEV","Serbia","IFC",0.54348
2016,"SG_INT_MBRDEV","Serbia","IFC",0.54348
2016,"SG_INT_MBRDEV","Serbia","ECOSOC",1.85185
2016,"SG_INT_MBRDEV","Serbia","IBRD",0.53191
2016,"SG_INT_MBRDEV","Serbia","IMF",0.53191
2016,"SG_INT_MBRDEV","Serbia","UNGA",0.51813
2017,"SG_INT_MBRDEV","Serbia","UNGA",0.51813
2017,"SG_INT_MBRDEV","Serbia","IMF",0.5291
2017,"SG_INT_MBRDEV","Serbia","IBRD",0.5291
2017,"SG_INT_MBRDEV","Serbia","IFC",0.54348
2018,"SG_INT_MBRDEV","Serbia","IFC",0.54348
2018,"SG_INT_MBRDEV","Serbia","IBRD",0.5291
2018,"SG_INT_MBRDEV","Serbia","IMF",0.5291
2018,"SG_INT_MBRDEV","Serbia","UNGA",0.51813
2019,"SG_INT_MBRDEV","Serbia","UNGA",0.51813
2019,"SG_INT_MBRDEV","Serbia","IMF",0.5291
2019,"SG_INT_MBRDEV","Serbia","IFC",0.5435
2019,"SG_INT_MBRDEV","Serbia","IBRD",0.5291
2020,"SG_INT_MBRDEV","Serbia","IBRD",0.5291
2020,"SG_INT_MBRDEV","Serbia","IFC",0.54054
2020,"SG_INT_MBRDEV","Serbia","IMF",0.5291
2020,"SG_INT_MBRDEV","Serbia","UNGA",0.51813
2021,"SG_INT_MBRDEV","Serbia","UNGA",0.51813
2021,"SG_INT_MBRDEV","Serbia","IFC",0.54054
2021,"SG_INT_MBRDEV","Serbia","IBRD",0.5291
2021,"SG_INT_MBRDEV","Serbia","IMF",0.52632
2022,"SG_INT_MBRDEV","Serbia","IFC",0.53763
2022,"SG_INT_MBRDEV","Serbia","IBRD",0.5291
2022,"SG_INT_MBRDEV","Serbia","UNGA",0.51813
2022,"SG_INT_MBRDEV","Serbia","IMF",0.52632
2000,"SG_INT_MBRDEV","Slovakia","IFC",0.57471
2000,"SG_INT_MBRDEV","Slovakia","IMF",0.5618
2000,"SG_INT_MBRDEV","Slovakia","IBRD",0.54945
2000,"SG_INT_MBRDEV","Slovakia","WTO",0.71429
2000,"SG_INT_MBRDEV","Slovakia","UNGA",0.5291
2005,"SG_INT_MBRDEV","Slovakia","WTO",0.67114
2005,"SG_INT_MBRDEV","Slovakia","UNGA",0.52356
2005,"SG_INT_MBRDEV","Slovakia","IMF",0.55249
2005,"SG_INT_MBRDEV","Slovakia","IFC",0.5618
2005,"SG_INT_MBRDEV","Republic of Moldova","UNGA",0.52356
2005,"SG_INT_MBRDEV","Republic of Moldova","WTO",0.67114
2005,"SG_INT_MBRDEV","Republic of Moldova","IFC",0.5618
2005,"SG_INT_MBRDEV","Republic of Moldova","IMF",0.55249
2010,"SG_INT_MBRDEV","Republic of Moldova","UNGA",0.52083
2010,"SG_INT_MBRDEV","Republic of Moldova","WTO",0.65359
2010,"SG_INT_MBRDEV","Republic of Moldova","IBRD",0.53476
2010,"SG_INT_MBRDEV","Republic of Moldova","ECOSOC",1.85185
2010,"SG_INT_MBRDEV","Republic of Moldova","IMF",0.54945
2010,"SG_INT_MBRDEV","Republic of Moldova","IFC",0.54945
2015,"SG_INT_MBRDEV","Republic of Moldova","IFC",0.54348
2005,"SG_INT_MBRDEV","Slovakia","IBRD",0.54348
2010,"SG_INT_MBRDEV","Slovakia","IMF",0.54945
2010,"SG_INT_MBRDEV","Slovakia","ECOSOC",1.85185
2010,"SG_INT_MBRDEV","Slovakia","UNGA",0.52083
2010,"SG_INT_MBRDEV","Slovakia","WTO",0.65359
2010,"SG_INT_MBRDEV","Slovakia","IBRD",0.53476
2010,"SG_INT_MBRDEV","Slovakia","IFC",0.54945
2015,"SG_INT_MBRDEV","Slovakia","IFC",0.54348
2015,"SG_INT_MBRDEV","Slovakia","IBRD",0.53191
2015,"SG_INT_MBRDEV","Slovakia","UNGA",0.51813
2015,"SG_INT_MBRDEV","Slovakia","WTO",0.625
2015,"SG_INT_MBRDEV","Slovakia","IMF",0.53191
2016,"SG_INT_MBRDEV","Slovakia","IMF",0.53191
2016,"SG_INT_MBRDEV","Slovakia","UNGA",0.51813
2016,"SG_INT_MBRDEV","Slovakia","IBRD",0.53191
2016,"SG_INT_MBRDEV","Slovakia","WTO",0.61728
2016,"SG_INT_MBRDEV","Slovakia","IFC",0.54348
2017,"SG_INT_MBRDEV","Slovakia","IFC",0.54348
2017,"SG_INT_MBRDEV","Slovakia","UNGA",0.51813
2017,"SG_INT_MBRDEV","Slovakia","IBRD",0.5291
2017,"SG_INT_MBRDEV","Slovakia","WTO",0.60976
2015,"SG_INT_MBRDEV","Republic of Moldova","IMF",0.53191
2015,"SG_INT_MBRDEV","Republic of Moldova","IBRD",0.53191
2015,"SG_INT_MBRDEV","Republic of Moldova","UNGA",0.51813
2015,"SG_INT_MBRDEV","Republic of Moldova","WTO",0.625
2016,"SG_INT_MBRDEV","Republic of Moldova","UNGA",0.51813
2016,"SG_INT_MBRDEV","Republic of Moldova","WTO",0.61728
2016,"SG_INT_MBRDEV","Republic of Moldova","IBRD",0.53191
2016,"SG_INT_MBRDEV","Republic of Moldova","IMF",0.53191
2016,"SG_INT_MBRDEV","Republic of Moldova","ECOSOC",1.85185
2016,"SG_INT_MBRDEV","Republic of Moldova","IFC",0.54348
2017,"SG_INT_MBRDEV","Republic of Moldova","ECOSOC",1.85185
2017,"SG_INT_MBRDEV","Republic of Moldova","IMF",0.5291
2017,"SG_INT_MBRDEV","Republic of Moldova","IFC",0.54348
2017,"SG_INT_MBRDEV","Republic of Moldova","IBRD",0.5291
2017,"SG_INT_MBRDEV","Republic of Moldova","UNGA",0.51813
2017,"SG_INT_MBRDEV","Republic of Moldova","WTO",0.60976
2018,"SG_INT_MBRDEV","Republic of Moldova","WTO",0.60976
2018,"SG_INT_MBRDEV","Republic of Moldova","IBRD",0.5291
2018,"SG_INT_MBRDEV","Republic of Moldova","UNGA",0.51813
2018,"SG_INT_MBRDEV","Republic of Moldova","IFC",0.54348
2017,"SG_INT_MBRDEV","Slovakia","IMF",0.5291
2018,"SG_INT_MBRDEV","Slovakia","IFC",0.54348
2018,"SG_INT_MBRDEV","Slovakia","IMF",0.5291
2018,"SG_INT_MBRDEV","Slovakia","UNGA",0.51813
2018,"SG_INT_MBRDEV","Slovakia","WTO",0.60976
2018,"SG_INT_MBRDEV","Slovakia","IBRD",0.5291
2019,"SG_INT_MBRDEV","Slovakia","IFC",0.5435
2019,"SG_INT_MBRDEV","Slovakia","UNGA",0.51813
2019,"SG_INT_MBRDEV","Slovakia","WTO",0.60976
2019,"SG_INT_MBRDEV","Slovakia","IMF",0.5291
2019,"SG_INT_MBRDEV","Slovakia","IBRD",0.5291
2020,"SG_INT_MBRDEV","Slovakia","IBRD",0.5291
2020,"SG_INT_MBRDEV","Slovakia","IMF",0.5291
2020,"SG_INT_MBRDEV","Slovakia","IFC",0.54054
2020,"SG_INT_MBRDEV","Slovakia","UNGA",0.51813
2020,"SG_INT_MBRDEV","Slovakia","WTO",0.60976
2021,"SG_INT_MBRDEV","Slovakia","IMF",0.52632
2021,"SG_INT_MBRDEV","Slovakia","WTO",0.60976
2021,"SG_INT_MBRDEV","Slovakia","IFC",0.54054
2021,"SG_INT_MBRDEV","Slovakia","IBRD",0.5291
2021,"SG_INT_MBRDEV","Slovakia","UNGA",0.51813
2022,"SG_INT_MBRDEV","Slovakia","IFC",0.53763
2022,"SG_INT_MBRDEV","Slovakia","IBRD",0.5291
2022,"SG_INT_MBRDEV","Slovakia","WTO",0.60976
2022,"SG_INT_MBRDEV","Slovakia","IMF",0.52632
2022,"SG_INT_MBRDEV","Slovakia","UNGA",0.51813
2000,"SG_INT_MBRDEV","Viet Nam","IBRD",0.54945
2000,"SG_INT_MBRDEV","Viet Nam","IMF",0.5618
2000,"SG_INT_MBRDEV","Viet Nam","IFC",0.57471
2000,"SG_INT_MBRDEV","Viet Nam","ECOSOC",1.85185
2000,"SG_INT_MBRDEV","Viet Nam","ADB",1.6949
2000,"SG_INT_MBRDEV","Viet Nam","UNGA",0.5291
2005,"SG_INT_MBRDEV","Viet Nam","UNGA",0.52356
2005,"SG_INT_MBRDEV","Viet Nam","ADB",1.5625
2005,"SG_INT_MBRDEV","Viet Nam","IBRD",0.54348
2005,"SG_INT_MBRDEV","Viet Nam","IMF",0.55249
2005,"SG_INT_MBRDEV","Viet Nam","IFC",0.5618
2010,"SG_INT_MBRDEV","Viet Nam","IFC",0.54945
2010,"SG_INT_MBRDEV","Viet Nam","IMF",0.54945
2010,"SG_INT_MBRDEV","Viet Nam","IBRD",0.53476
2010,"SG_INT_MBRDEV","Viet Nam","ADB",1.4925
2010,"SG_INT_MBRDEV","Viet Nam","UNGA",0.52083
2010,"SG_INT_MBRDEV","Viet Nam","WTO",0.65359
2015,"SG_INT_MBRDEV","Viet Nam","ADB",1.4925
2015,"SG_INT_MBRDEV","Viet Nam","IBRD",0.53191
2015,"SG_INT_MBRDEV","Viet Nam","IMF",0.53191
2015,"SG_INT_MBRDEV","Viet Nam","IFC",0.54348
2015,"SG_INT_MBRDEV","Viet Nam","WTO",0.625
2015,"SG_INT_MBRDEV","Viet Nam","UNGA",0.51813
2016,"SG_INT_MBRDEV","Viet Nam","IFC",0.54348
2016,"SG_INT_MBRDEV","Viet Nam","IMF",0.53191
2016,"SG_INT_MBRDEV","Viet Nam","IBRD",0.53191
2016,"SG_INT_MBRDEV","Viet Nam","ADB",1.4925
2016,"SG_INT_MBRDEV","Viet Nam","ECOSOC",1.85185
2016,"SG_INT_MBRDEV","Viet Nam","UNGA",0.51813
2016,"SG_INT_MBRDEV","Viet Nam","WTO",0.61728
2017,"SG_INT_MBRDEV","Viet Nam","IBRD",0.5291
2017,"SG_INT_MBRDEV","Viet Nam","IMF",0.5291
2017,"SG_INT_MBRDEV","Viet Nam","IFC",0.54348
2017,"SG_INT_MBRDEV","Viet Nam","UNGA",0.51813
2017,"SG_INT_MBRDEV","Viet Nam","WTO",0.60976
2017,"SG_INT_MBRDEV","Viet Nam","ECOSOC",1.85185
2017,"SG_INT_MBRDEV","Viet Nam","ADB",1.4925
2018,"SG_INT_MBRDEV","Viet Nam","IFC",0.54348
2018,"SG_INT_MBRDEV","Viet Nam","IMF",0.5291
2018,"SG_INT_MBRDEV","Viet Nam","IBRD",0.5291
2018,"SG_INT_MBRDEV","Viet Nam","ADB",1.4925
2018,"SG_INT_MBRDEV","Viet Nam","ECOSOC",1.85185
2018,"SG_INT_MBRDEV","Viet Nam","WTO",0.60976
2018,"SG_INT_MBRDEV","Viet Nam","UNGA",0.51813
2019,"SG_INT_MBRDEV","Viet Nam","UNGA",0.51813
2019,"SG_INT_MBRDEV","Viet Nam","WTO",0.60976
2019,"SG_INT_MBRDEV","Viet Nam","ADB",1.47059
2019,"SG_INT_MBRDEV","Viet Nam","IMF",0.5291
2019,"SG_INT_MBRDEV","Viet Nam","IFC",0.5435
2019,"SG_INT_MBRDEV","Viet Nam","IBRD",0.5291
2020,"SG_INT_MBRDEV","Viet Nam","IBRD",0.5291
2020,"SG_INT_MBRDEV","Viet Nam","IFC",0.54054
2020,"SG_INT_MBRDEV","Viet Nam","IMF",0.5291
2020,"SG_INT_MBRDEV","Viet Nam","ADB",1.47059
2020,"SG_INT_MBRDEV","Viet Nam","UNGA",0.51813
2020,"SG_INT_MBRDEV","Viet Nam","WTO",0.60976
2020,"SG_INT_MBRDEV","Viet Nam","UNSC",6.66667
2021,"SG_INT_MBRDEV","Viet Nam","IBRD",0.5291
2021,"SG_INT_MBRDEV","Viet Nam","UNGA",0.51813
2021,"SG_INT_MBRDEV","Viet Nam","WTO",0.60976
2021,"SG_INT_MBRDEV","Viet Nam","UNSC",6.66667
2021,"SG_INT_MBRDEV","Viet Nam","IMF",0.52632
2021,"SG_INT_MBRDEV","Viet Nam","ADB",1.47059
2021,"SG_INT_MBRDEV","Viet Nam","IFC",0.54054
2022,"SG_INT_MBRDEV","Viet Nam","IFC",0.53763
2022,"SG_INT_MBRDEV","Viet Nam","IBRD",0.5291
2022,"SG_INT_MBRDEV","Viet Nam","WTO",0.60976
2022,"SG_INT_MBRDEV","Viet Nam","UNGA",0.51813
2022,"SG_INT_MBRDEV","Viet Nam","IMF",0.52632
2000,"SG_INT_MBRDEV","Slovenia","IBRD",0.54945
2000,"SG_INT_MBRDEV","Slovenia","IADB",2.17391
2000,"SG_INT_MBRDEV","Slovenia","WTO",0.71429
2000,"SG_INT_MBRDEV","Slovenia","UNGA",0.5291
2000,"SG_INT_MBRDEV","Slovenia","IMF",0.5618
2000,"SG_INT_MBRDEV","Slovenia","IFC",0.57471
2005,"SG_INT_MBRDEV","Slovenia","IFC",0.5618
