Year,Metric,GeoAreaName,Value
2008,Control of Corruption,Lithuania,0.112552218
2007,Control of Corruption,Lithuania,0.103202336
2006,Control of Corruption,Lithuania,0.155884758
2005,Control of Corruption,Lithuania,0.311570793
2004,Control of Corruption,Lithuania,0.369521201
2003,Control of Corruption,Lithuania,0.35301125
2002,Control of Corruption,Lithuania,0.20888038
2000,Control of Corruption,Lithuania,0.370262295
1998,Control of Corruption,Lithuania,0.301575392
1996,Control of Corruption,Lithuania,0.421002686
2021,Control of Corruption,Luxembourg,1.871590853
2020,Control of Corruption,Luxembourg,2.05540204
2019,Control of Corruption,Luxembourg,2.109230757
2018,Control of Corruption,Luxembourg,2.083855867
2017,Control of Corruption,Luxembourg,1.981357098
2016,Control of Corruption,Luxembourg,2.091780424
2015,Control of Corruption,Luxembourg,2.094821453
2014,Control of Corruption,Luxembourg,2.069382429
2013,Control of Corruption,Luxembourg,2.115775108
2012,Control of Corruption,Luxembourg,2.114363909
2011,Control of Corruption,Luxembourg,2.153153419
2010,Control of Corruption,Luxembourg,2.038584948
2009,Control of Corruption,Luxembourg,1.963537812
2008,Control of Corruption,Luxembourg,1.957137346
2007,Control of Corruption,Luxembourg,1.961524487
2006,Control of Corruption,Luxembourg,1.873079538
2005,Control of Corruption,Luxembourg,1.647415757
2004,Control of Corruption,Luxembourg,1.822564006
2003,Control of Corruption,Luxembourg,1.643057108
2002,Control of Corruption,Luxembourg,2.010144949
2000,Control of Corruption,Luxembourg,1.983982921
1998,Control of Corruption,Luxembourg,1.88688314
1996,Control of Corruption,Luxembourg,1.951374531
2021,Control of Corruption,Latvia,0.746790171
2020,Control of Corruption,Latvia,0.719108641
2019,Control of Corruption,Latvia,0.507602811
2018,Control of Corruption,Latvia,0.324264348
2017,Control of Corruption,Latvia,0.531276703
2016,Control of Corruption,Latvia,0.425309509
2015,Control of Corruption,Latvia,0.464092791
2014,Control of Corruption,Latvia,0.410171539
2013,Control of Corruption,Latvia,0.321524471
2012,Control of Corruption,Latvia,0.238223135
2011,Control of Corruption,Latvia,0.279343724
2010,Control of Corruption,Latvia,0.203808978
2009,Control of Corruption,Latvia,0.202161014
2008,Control of Corruption,Latvia,0.230154261
2007,Control of Corruption,Latvia,0.338474423
2006,Control of Corruption,Latvia,0.356723547
2005,Control of Corruption,Latvia,0.367340833
2004,Control of Corruption,Latvia,0.153246522
2003,Control of Corruption,Latvia,0.242927805
2002,Control of Corruption,Latvia,0.010846358
2000,Control of Corruption,Latvia,-0.041916825
1998,Control of Corruption,Latvia,0.144059569
1996,Control of Corruption,Latvia,-0.203338757
2021,Control of Corruption,Moldova,-0.447890878
2020,Control of Corruption,Moldova,-0.549642324
2019,Control of Corruption,Moldova,-0.623985469
2018,Control of Corruption,Moldova,-0.725502193
2017,Control of Corruption,Moldova,-0.803161204
2016,Control of Corruption,Moldova,-0.956894457
2015,Control of Corruption,Moldova,-0.915585756
2014,Control of Corruption,Moldova,-0.852723837
2013,Control of Corruption,Moldova,-0.752406657
2012,Control of Corruption,Moldova,-0.614259124
2011,Control of Corruption,Moldova,-0.625150502
2010,Control of Corruption,Moldova,-0.671865046
2009,Control of Corruption,Moldova,-0.701457858
2008,Control of Corruption,Moldova,-0.634429693
2007,Control of Corruption,Moldova,-0.660764515
2006,Control of Corruption,Moldova,-0.643211901
2005,Control of Corruption,Moldova,-0.672625899
2004,Control of Corruption,Moldova,-1.039575577
2003,Control of Corruption,Moldova,-0.884173095
2002,Control of Corruption,Moldova,-0.980350196
2000,Control of Corruption,Moldova,-0.623196244
1998,Control of Corruption,Moldova,-0.399805635
1996,Control of Corruption,Moldova,-0.437426507
2021,Control of Corruption,North Macedonia,-0.351957202
2020,Control of Corruption,North Macedonia,-0.471355915
2019,Control of Corruption,North Macedonia,-0.434369028
2018,Control of Corruption,North Macedonia,-0.367773384
2017,Control of Corruption,North Macedonia,-0.301943868
2016,Control of Corruption,North Macedonia,-0.272066146
2015,Control of Corruption,North Macedonia,-0.238546744
2014,Control of Corruption,North Macedonia,-0.032469325
2013,Control of Corruption,North Macedonia,-0.056259628
2012,Control of Corruption,North Macedonia,-0.051175073
2011,Control of Corruption,North Macedonia,-0.106993712
2010,Control of Corruption,North Macedonia,-0.092976823
2009,Control of Corruption,North Macedonia,-0.146806985
2008,Control of Corruption,North Macedonia,-0.211421356
2007,Control of Corruption,North Macedonia,-0.394356847
2006,Control of Corruption,North Macedonia,-0.403454512
2005,Control of Corruption,North Macedonia,-0.488400877
2004,Control of Corruption,North Macedonia,-0.554222405
2003,Control of Corruption,North Macedonia,-0.651164174
2002,Control of Corruption,North Macedonia,-0.826058447
2000,Control of Corruption,North Macedonia,-0.638975918
1998,Control of Corruption,North Macedonia,-0.636419594
1996,Control of Corruption,North Macedonia,-0.613846183
2021,Control of Corruption,Malta,0.31758076
2020,Control of Corruption,Malta,0.367434621
2019,Control of Corruption,Malta,0.235603198
2018,Control of Corruption,Malta,0.575679779
2017,Control of Corruption,Malta,0.73516196
2016,Control of Corruption,Malta,0.715547621
2015,Control of Corruption,Malta,0.896879792
2014,Control of Corruption,Malta,0.846917331
2013,Control of Corruption,Malta,0.976357043
2012,Control of Corruption,Malta,0.935569167
2011,Control of Corruption,Malta,0.758895993
2010,Control of Corruption,Malta,0.784824491
2009,Control of Corruption,Malta,0.766730249
2008,Control of Corruption,Malta,0.987337589
2007,Control of Corruption,Malta,1.015983105
2006,Control of Corruption,Malta,1.002685428
2005,Control of Corruption,Malta,0.816374123
2004,Control of Corruption,Malta,0.831408501
2003,Control of Corruption,Malta,0.918518543
2002,Control of Corruption,Malta,0.774747252
2000,Control of Corruption,Malta,0.921760798
1998,Control of Corruption,Malta,0.52776742
1996,Control of Corruption,Malta,0.478994995
2021,Control of Corruption,Montenegro,-0.019546321
2020,Control of Corruption,Montenegro,-0.01882487
2019,Control of Corruption,Montenegro,-0.004423457
2018,Control of Corruption,Montenegro,0.012017991
2017,Control of Corruption,Montenegro,-0.055764098
2016,Control of Corruption,Montenegro,-0.053473834
2015,Control of Corruption,Montenegro,-0.094629236
2014,Control of Corruption,Montenegro,-0.075149357
2013,Control of Corruption,Montenegro,-0.286885977
2012,Control of Corruption,Montenegro,-0.129764125
2011,Control of Corruption,Montenegro,-0.222925067
2010,Control of Corruption,Montenegro,-0.253896862
2009,Control of Corruption,Montenegro,-0.219349295
2008,Control of Corruption,Montenegro,-0.239523485
2007,Control of Corruption,Montenegro,-0.381186187
2006,Control of Corruption,Montenegro,-0.383750975
2005,Control of Corruption,Montenegro,-0.354254246
2004,Control of Corruption,Montenegro,-0.467464656
2003,Control of Corruption,Montenegro,-0.411994487
2002,Control of Corruption,Montenegro,-0.156703547
2000,Control of Corruption,Montenegro,-0.177505895
1998,Control of Corruption,Montenegro,0.497083396
2021,Control of Corruption,Netherlands,2.035641909
2020,Control of Corruption,Netherlands,2.031072617
2019,Control of Corruption,Netherlands,1.902886987
2018,Control of Corruption,Netherlands,1.923831224
2017,Control of Corruption,Netherlands,1.784498334
2016,Control of Corruption,Netherlands,1.898642421
2015,Control of Corruption,Netherlands,1.872336745
2014,Control of Corruption,Netherlands,1.960696101
2013,Control of Corruption,Netherlands,2.016783476
2012,Control of Corruption,Netherlands,2.090583324
2011,Control of Corruption,Netherlands,2.08139801
2010,Control of Corruption,Netherlands,2.090060711
2009,Control of Corruption,Netherlands,2.124158621
2008,Control of Corruption,Netherlands,2.102768421
2007,Control of Corruption,Netherlands,2.159472227
2006,Control of Corruption,Netherlands,2.040526152
2005,Control of Corruption,Netherlands,1.960848689
2004,Control of Corruption,Netherlands,1.975515485
2003,Control of Corruption,Netherlands,1.995902896
2002,Control of Corruption,Netherlands,2.068361998
2000,Control of Corruption,Netherlands,2.138006687
1998,Control of Corruption,Netherlands,2.089596987
1996,Control of Corruption,Netherlands,2.081897736
2021,Control of Corruption,Norway,2.14091754
2020,Control of Corruption,Norway,2.097700119
2019,Control of Corruption,Norway,2.07048583
2018,Control of Corruption,Norway,2.086008072
2017,Control of Corruption,Norway,2.232707739
2016,Control of Corruption,Norway,2.19155407
2015,Control of Corruption,Norway,2.241137266
2014,Control of Corruption,Norway,2.222894669
2013,Control of Corruption,Norway,2.286827564
2012,Control of Corruption,Norway,2.247982264
2011,Control of Corruption,Norway,2.142632484
2010,Control of Corruption,Norway,2.07725215
2009,Control of Corruption,Norway,1.984983444
2008,Control of Corruption,Norway,1.891875744
2007,Control of Corruption,Norway,1.98258388
2006,Control of Corruption,Norway,2.123553276
2005,Control of Corruption,Norway,2.000252724
2004,Control of Corruption,Norway,1.912864566
2003,Control of Corruption,Norway,2.010966539
2002,Control of Corruption,Norway,2.114974499
2000,Control of Corruption,Norway,2.123349667
1998,Control of Corruption,Norway,2.162262917
1996,Control of Corruption,Norway,2.138954878
2021,Control of Corruption,Poland,0.572010398
2020,Control of Corruption,Poland,0.645016313
2019,Control of Corruption,Poland,0.638833582
2018,Control of Corruption,Poland,0.651599288
2017,Control of Corruption,Poland,0.730618954
2016,Control of Corruption,Poland,0.791953325
2015,Control of Corruption,Poland,0.726477802
2014,Control of Corruption,Poland,0.682209432
2013,Control of Corruption,Poland,0.645880938
2012,Control of Corruption,Poland,0.659753621
2011,Control of Corruption,Poland,0.562475681
2010,Control of Corruption,Poland,0.513736725
2009,Control of Corruption,Poland,0.43509984
2008,Control of Corruption,Poland,0.452767491
2007,Control of Corruption,Poland,0.283813983
2006,Control of Corruption,Poland,0.25655055
2005,Control of Corruption,Poland,0.247518659
2004,Control of Corruption,Poland,0.106035829
2003,Control of Corruption,Poland,0.401545793
2002,Control of Corruption,Poland,0.381513625
2000,Control of Corruption,Poland,0.695001423
1998,Control of Corruption,Poland,0.788555205
1996,Control of Corruption,Poland,0.707913816
2021,Control of Corruption,Portugal,0.768555641
2020,Control of Corruption,Portugal,0.747629642
2019,Control of Corruption,Portugal,0.774474919
2018,Control of Corruption,Portugal,0.835465908
2017,Control of Corruption,Portugal,0.854094982
2016,Control of Corruption,Portugal,0.892202318
2015,Control of Corruption,Portugal,0.925335169
2014,Control of Corruption,Portugal,0.909682035
2013,Control of Corruption,Portugal,0.912236094
2012,Control of Corruption,Portugal,0.955447733
2011,Control of Corruption,Portugal,1.081251621
2010,Control of Corruption,Portugal,1.062663555
2009,Control of Corruption,Portugal,1.085582972
2008,Control of Corruption,Portugal,1.059230208
2007,Control of Corruption,Portugal,1.028802752
2006,Control of Corruption,Portugal,1.00923574
2005,Control of Corruption,Portugal,1.061878324
2004,Control of Corruption,Portugal,1.125666976
2003,Control of Corruption,Portugal,1.119102359
2002,Control of Corruption,Portugal,1.218020082
2000,Control of Corruption,Portugal,1.148266554
1998,Control of Corruption,Portugal,1.252704144
1996,Control of Corruption,Portugal,1.371544838
2021,Control of Corruption,Romania,-0.037915125
2020,Control of Corruption,Romania,-0.074919619
2019,Control of Corruption,Romania,-0.213289559
2018,Control of Corruption,Romania,-0.202447131
2017,Control of Corruption,Romania,-0.115164489
2016,Control of Corruption,Romania,-0.152447969
2015,Control of Corruption,Romania,-0.143834993
2014,Control of Corruption,Romania,-0.223876476
2013,Control of Corruption,Romania,-0.300762177
2012,Control of Corruption,Romania,-0.381443471
2011,Control of Corruption,Romania,-0.333498508
2010,Control of Corruption,Romania,-0.352394611
2009,Control of Corruption,Romania,-0.309800476
2008,Control of Corruption,Romania,-0.186216146
2007,Control of Corruption,Romania,-0.23033078
2006,Control of Corruption,Romania,-0.20915851
2005,Control of Corruption,Romania,-0.260543019
2004,Control of Corruption,Romania,-0.322501838
2003,Control of Corruption,Romania,-0.410669893
2002,Control of Corruption,Romania,-0.440713197
2000,Control of Corruption,Romania,-0.51061976
1998,Control of Corruption,Romania,-0.649806619
1996,Control of Corruption,Romania,-0.446042687
2021,Control of Corruption,Serbia,-0.437255442
2020,Control of Corruption,Serbia,-0.429459095
2019,Control of Corruption,Serbia,-0.428667545
2018,Control of Corruption,Serbia,-0.373657256
2017,Control of Corruption,Serbia,-0.412284762
2016,Control of Corruption,Serbia,-0.35912168
2015,Control of Corruption,Serbia,-0.293313712
2014,Control of Corruption,Serbia,-0.24708949
2013,Control of Corruption,Serbia,-0.327525735
2012,Control of Corruption,Serbia,-0.357432961
2011,Control of Corruption,Serbia,-0.299286216
2010,Control of Corruption,Serbia,-0.31941554
2009,Control of Corruption,Serbia,-0.317943394
2008,Control of Corruption,Serbia,-0.302461773
2007,Control of Corruption,Serbia,-0.341682166
2006,Control of Corruption,Serbia,-0.277591467
2005,Control of Corruption,Serbia,-0.406051368
2004,Control of Corruption,Serbia,-0.493293792
2003,Control of Corruption,Serbia,-0.494189292
2002,Control of Corruption,Serbia,-0.895784795
2000,Control of Corruption,Serbia,-1.15667069
1998,Control of Corruption,Serbia,-1.19560504
1996,Control of Corruption,Serbia,-1.140071511
2021,Control of Corruption,Slovak Republic,0.235205427
2020,Control of Corruption,Slovak Republic,0.441052377
2019,Control of Corruption,Slovak Republic,0.213700429
2018,Control of Corruption,Slovak Republic,0.256852448
2017,Control of Corruption,Slovak Republic,0.125354737
2016,Control of Corruption,Slovak Republic,0.180295527
2015,Control of Corruption,Slovak Republic,0.138300762
2014,Control of Corruption,Slovak Republic,0.122271441
2013,Control of Corruption,Slovak Republic,0.049156778
2012,Control of Corruption,Slovak Republic,0.069280498
2011,Control of Corruption,Slovak Republic,0.229635805
2010,Control of Corruption,Slovak Republic,0.248165295
2009,Control of Corruption,Slovak Republic,0.265569657
2008,Control of Corruption,Slovak Republic,0.312199146
2007,Control of Corruption,Slovak Republic,0.296645999
2006,Control of Corruption,Slovak Republic,0.375256956
2005,Control of Corruption,Slovak Republic,0.451420695
2004,Control of Corruption,Slovak Republic,0.337021232
2003,Control of Corruption,Slovak Republic,0.280685246
2002,Control of Corruption,Slovak Republic,-0.05063393
2000,Control of Corruption,Slovak Republic,0.223054469
1998,Control of Corruption,Slovak Republic,0.057989169
1996,Control of Corruption,Slovak Republic,0.21805428
2021,Control of Corruption,Slovenia,0.71923095
2020,Control of Corruption,Slovenia,0.803910613
2019,Control of Corruption,Slovenia,0.91828233
2018,Control of Corruption,Slovenia,0.865819216
2017,Control of Corruption,Slovenia,0.80932951
2016,Control of Corruption,Slovenia,0.817337096
2015,Control of Corruption,Slovenia,0.769330084
2014,Control of Corruption,Slovenia,0.721844375
2013,Control of Corruption,Slovenia,0.72227633
2012,Control of Corruption,Slovenia,0.832158983
2011,Control of Corruption,Slovenia,0.941719472
2010,Control of Corruption,Slovenia,0.91739136
2009,Control of Corruption,Slovenia,1.051517963
2008,Control of Corruption,Slovenia,0.939397454
2007,Control of Corruption,Slovenia,1.009995461
2006,Control of Corruption,Slovenia,1.026472807
2005,Control of Corruption,Slovenia,0.902103662
2004,Control of Corruption,Slovenia,1.015795946
2003,Control of Corruption,Slovenia,0.898586512
2002,Control of Corruption,Slovenia,0.773913145
2000,Control of Corruption,Slovenia,0.827235401
1998,Control of Corruption,Slovenia,1.162774801
1996,Control of Corruption,Slovenia,1.114187837
2021,Control of Corruption,Sweden,2.130344868
2020,Control of Corruption,Sweden,2.125867128
2019,Control of Corruption,Sweden,2.128221035
2018,Control of Corruption,Sweden,2.14515686
2017,Control of Corruption,Sweden,2.140787363
2016,Control of Corruption,Sweden,2.147402525
2015,Control of Corruption,Sweden,2.185940981
2014,Control of Corruption,Sweden,2.111042976
2013,Control of Corruption,Sweden,2.239300251
2012,Control of Corruption,Sweden,2.27712059
2011,Control of Corruption,Sweden,2.168036461
2010,Control of Corruption,Sweden,2.219725847
2009,Control of Corruption,Sweden,2.24269557
2008,Control of Corruption,Sweden,2.211410761
2007,Control of Corruption,Sweden,2.233975649
2006,Control of Corruption,Sweden,2.186323404
2005,Control of Corruption,Sweden,2.012797594
2004,Control of Corruption,Sweden,2.132647514
2003,Control of Corruption,Sweden,2.147883654
2002,Control of Corruption,Sweden,2.200397491
2000,Control of Corruption,Sweden,2.225827932
1998,Control of Corruption,Sweden,2.169303656
1996,Control of Corruption,Sweden,2.173986197
2021,Control of Corruption,Tajikistan,-1.338215113
2020,Control of Corruption,Tajikistan,-1.327855587
2019,Control of Corruption,Tajikistan,-1.330041885
2018,Control of Corruption,Tajikistan,-1.409968853
2017,Control of Corruption,Tajikistan,-1.328737736
2016,Control of Corruption,Tajikistan,-1.148092151
2015,Control of Corruption,Tajikistan,-1.123586297
2014,Control of Corruption,Tajikistan,-1.132050395
2013,Control of Corruption,Tajikistan,-1.287330866
2012,Control of Corruption,Tajikistan,-1.280341625
2011,Control of Corruption,Tajikistan,-1.231771708
2010,Control of Corruption,Tajikistan,-1.297203541
2009,Control of Corruption,Tajikistan,-1.221769214
2008,Control of Corruption,Tajikistan,-1.186930537
2007,Control of Corruption,Tajikistan,-1.040969253
2006,Control of Corruption,Tajikistan,-1.042832255
2005,Control of Corruption,Tajikistan,-1.176047444
2004,Control of Corruption,Tajikistan,-1.319209814
2003,Control of Corruption,Tajikistan,-1.147746086
2002,Control of Corruption,Tajikistan,-1.174971223
2000,Control of Corruption,Tajikistan,-1.265867949
1998,Control of Corruption,Tajikistan,-1.252360582
1996,Control of Corruption,Tajikistan,-1.273032665
2021,Control of Corruption,Turkmenistan,-1.41950345
2020,Control of Corruption,Turkmenistan,-1.4138695
2019,Control of Corruption,Turkmenistan,-1.376064658
2018,Control of Corruption,Turkmenistan,-1.362378836
2017,Control of Corruption,Turkmenistan,-1.348996639
2016,Control of Corruption,Turkmenistan,-1.376828909
2015,Control of Corruption,Turkmenistan,-1.204197049
2014,Control of Corruption,Turkmenistan,-1.177111149
2013,Control of Corruption,Turkmenistan,-1.285361767
2012,Control of Corruption,Turkmenistan,-1.314689875
2011,Control of Corruption,Turkmenistan,-1.445981383
2010,Control of Corruption,Turkmenistan,-1.435776353
2009,Control of Corruption,Turkmenistan,-1.432222605
2008,Control of Corruption,Turkmenistan,-1.398331523
2007,Control of Corruption,Turkmenistan,-1.405738115
2006,Control of Corruption,Turkmenistan,-1.399203897
2005,Control of Corruption,Turkmenistan,-1.347762346
2004,Control of Corruption,Turkmenistan,-1.270520687
2003,Control of Corruption,Turkmenistan,-1.015131831
2002,Control of Corruption,Turkmenistan,-1.05427289
2000,Control of Corruption,Turkmenistan,-1.077137589
1998,Control of Corruption,Turkmenistan,-1.068733931
1996,Control of Corruption,Turkmenistan,-1.021493435
2021,Control of Corruption,Türkiye,-0.385957003
2020,Control of Corruption,Türkiye,-0.338743031
2019,Control of Corruption,Türkiye,-0.302947283
2018,Control of Corruption,Türkiye,-0.327101529
2017,Control of Corruption,Türkiye,-0.183094859
2016,Control of Corruption,Türkiye,-0.174212188
2015,Control of Corruption,Türkiye,-0.135501251
2014,Control of Corruption,Türkiye,-0.134037971
2013,Control of Corruption,Türkiye,0.091789804
2012,Control of Corruption,Türkiye,0.161344782
2011,Control of Corruption,Türkiye,0.038242523
2010,Control of Corruption,Türkiye,0.025415225
2009,Control of Corruption,Türkiye,0.087655708
2008,Control of Corruption,Türkiye,0.11532557
2007,Control of Corruption,Türkiye,0.112518623
2006,Control of Corruption,Türkiye,0.026674604
2005,Control of Corruption,Türkiye,-0.035272829
2004,Control of Corruption,Türkiye,-0.191904396
2003,Control of Corruption,Türkiye,-0.209118396
2002,Control of Corruption,Türkiye,-0.570128739
2000,Control of Corruption,Türkiye,-0.258079946
1998,Control of Corruption,Türkiye,-0.354077637
1996,Control of Corruption,Türkiye,-0.148073524
2021,Control of Corruption,Ukraine,-0.766656518
2020,Control of Corruption,Ukraine,-0.811724842
2019,Control of Corruption,Ukraine,-0.780903399
2018,Control of Corruption,Ukraine,-0.901347339
2017,Control of Corruption,Ukraine,-0.810838878
2016,Control of Corruption,Ukraine,-0.847185731
2015,Control of Corruption,Ukraine,-1.018159986
2014,Control of Corruption,Ukraine,-1.024342418
2013,Control of Corruption,Ukraine,-1.176261783
2012,Control of Corruption,Ukraine,-1.117539167
2011,Control of Corruption,Ukraine,-1.086713314
2010,Control of Corruption,Ukraine,-1.031962514
2009,Control of Corruption,Ukraine,-1.071736813
2008,Control of Corruption,Ukraine,-0.862514138
2007,Control of Corruption,Ukraine,-0.820174932
2006,Control of Corruption,Ukraine,-0.772781849
2005,Control of Corruption,Ukraine,-0.740642905
2004,Control of Corruption,Ukraine,-0.979341567
2003,Control of Corruption,Ukraine,-0.966655314
2002,Control of Corruption,Ukraine,-1.091393948
2000,Control of Corruption,Ukraine,-1.110609293
1998,Control of Corruption,Ukraine,-1.258209944
1996,Control of Corruption,Ukraine,-1.110136986
2021,Control of Corruption,Uzbekistan,-0.808077157
2020,Control of Corruption,Uzbekistan,-1.050369263
2019,Control of Corruption,Uzbekistan,-1.02622211
2018,Control of Corruption,Uzbekistan,-1.059244037
2017,Control of Corruption,Uzbekistan,-1.16738224
2016,Control of Corruption,Uzbekistan,-1.181305885
2015,Control of Corruption,Uzbekistan,-1.270281315
2014,Control of Corruption,Uzbekistan,-1.194444299
2013,Control of Corruption,Uzbekistan,-1.273042798
2012,Control of Corruption,Uzbekistan,-1.310680032
2011,Control of Corruption,Uzbekistan,-1.387564898
2010,Control of Corruption,Uzbekistan,-1.307985425
2009,Control of Corruption,Uzbekistan,-1.276073456
2008,Control of Corruption,Uzbekistan,-1.06285727
2007,Control of Corruption,Uzbekistan,-1.033785582
2006,Control of Corruption,Uzbekistan,-1.016335964
2005,Control of Corruption,Uzbekistan,-1.229637623
2004,Control of Corruption,Uzbekistan,-1.068812013
2003,Control of Corruption,Uzbekistan,-0.914871931
2002,Control of Corruption,Uzbekistan,-0.964738905
2000,Control of Corruption,Uzbekistan,-1.080414772
1998,Control of Corruption,Uzbekistan,-1.134654045
1996,Control of Corruption,Uzbekistan,-1.128820658
2021,Control of Corruption,Kosovo⁎,-0.318530053
2020,Control of Corruption,Kosovo⁎,-0.440244049
2019,Control of Corruption,Kosovo⁎,-0.518749952
2018,Control of Corruption,Kosovo⁎,-0.50387609
2017,Control of Corruption,Kosovo⁎,-0.502136827
2016,Control of Corruption,Kosovo⁎,-0.41452992
2015,Control of Corruption,Kosovo⁎,-0.53371352
2014,Control of Corruption,Kosovo⁎,-0.486074388
2013,Control of Corruption,Kosovo⁎,-0.649519384
2012,Control of Corruption,Kosovo⁎,-0.653357148
2011,Control of Corruption,Kosovo⁎,-0.618153572
2010,Control of Corruption,Kosovo⁎,-0.615350246
2009,Control of Corruption,Kosovo⁎,-0.585376561
2008,Control of Corruption,Kosovo⁎,-0.648774087
2007,Control of Corruption,Kosovo⁎,-0.735240698
2006,Control of Corruption,Kosovo⁎,-0.514050007
2005,Control of Corruption,Kosovo⁎,-0.526772022
2004,Control of Corruption,Kosovo⁎,-0.305080533
2003,Control of Corruption,Kosovo⁎,-0.504247785
2002,Control of Corruption,Kosovo⁎,0.360481679
2000,Control of Corruption,Kosovo⁎,0.371275216
