Year,SeriesCode,GeoAreaName,Age,Name of non-communicable disease,Sex,Value
2019,"SH_DTH_NCOM","Slovenia","30-70","","BOTHSEX",11.4
2000,"SH_DTH_NCOM","Spain","30-70","","MALE",19.3
2000,"SH_DTH_NCOM","Spain","30-70","","FEMALE",8.2
2000,"SH_DTH_NCOM","Spain","30-70","","BOTHSEX",13.7
2005,"SH_DTH_NCOM","Spain","30-70","","BOTHSEX",12.4
2005,"SH_DTH_NCOM","Costa Rica","30-70","","BOTHSEX",11
2010,"SH_DTH_NCOM","Costa Rica","30-70","","BOTHSEX",11.1
2010,"SH_DTH_NCOM","Costa Rica","30-70","","FEMALE",9.2
2010,"SH_DTH_NCOM","Costa Rica","30-70","","MALE",13
2015,"SH_DTH_NCOM","Costa Rica","30-70","","MALE",11.8
2015,"SH_DTH_NCOM","Costa Rica","30-70","","FEMALE",7.7
2015,"SH_DTH_NCOM","Costa Rica","30-70","","BOTHSEX",9.8
2019,"SH_DTH_NCOM","Costa Rica","30-70","","MALE",11
2005,"SH_DTH_NCOM","Spain","30-70","","FEMALE",7.4
2005,"SH_DTH_NCOM","Spain","30-70","","MALE",17.5
2010,"SH_DTH_NCOM","Spain","30-70","","BOTHSEX",11
2010,"SH_DTH_NCOM","Spain","30-70","","FEMALE",6.7
2010,"SH_DTH_NCOM","Spain","30-70","","MALE",15.4
2015,"SH_DTH_NCOM","Spain","30-70","","BOTHSEX",10.3
2015,"SH_DTH_NCOM","Spain","30-70","","FEMALE",6.6
2015,"SH_DTH_NCOM","Spain","30-70","","MALE",14
2019,"SH_DTH_NCOM","Costa Rica","30-70","","FEMALE",8.1
2019,"SH_DTH_NCOM","Costa Rica","30-70","","BOTHSEX",9.5
2000,"SH_DTH_NCOM","Croatia","30-70","","BOTHSEX",22.9
2000,"SH_DTH_NCOM","Croatia","30-70","","FEMALE",15.4
2000,"SH_DTH_NCOM","Croatia","30-70","","MALE",30.8
2005,"SH_DTH_NCOM","Croatia","30-70","","MALE",28.6
2005,"SH_DTH_NCOM","Croatia","30-70","","FEMALE",13.2
2005,"SH_DTH_NCOM","Croatia","30-70","","BOTHSEX",20.7
2010,"SH_DTH_NCOM","Croatia","30-70","","MALE",25.6
2010,"SH_DTH_NCOM","Croatia","30-70","","FEMALE",12.4
2010,"SH_DTH_NCOM","Croatia","30-70","","BOTHSEX",18.8
2015,"SH_DTH_NCOM","Croatia","30-70","","FEMALE",11.4
2015,"SH_DTH_NCOM","Croatia","30-70","","BOTHSEX",17.6
2015,"SH_DTH_NCOM","Croatia","30-70","","MALE",24.1
2019,"SH_DTH_NCOM","Croatia","30-70","","MALE",21.8
2019,"SH_DTH_NCOM","Croatia","30-70","","FEMALE",10.5
2019,"SH_DTH_NCOM","Spain","30-70","","BOTHSEX",9.6
2019,"SH_DTH_NCOM","Spain","30-70","","FEMALE",6.5
2019,"SH_DTH_NCOM","Spain","30-70","","MALE",12.8
2000,"SH_DTH_NCOM","Sweden","30-70","","BOTHSEX",13.2
2000,"SH_DTH_NCOM","Sweden","30-70","","FEMALE",10.6
2000,"SH_DTH_NCOM","Sweden","30-70","","MALE",15.8
2005,"SH_DTH_NCOM","Sweden","30-70","","BOTHSEX",11.8
2005,"SH_DTH_NCOM","Sweden","30-70","","FEMALE",9.7
2019,"SH_DTH_NCOM","Croatia","30-70","","BOTHSEX",16.1
2000,"SH_DTH_NCOM","Cyprus","30-70","","BOTHSEX",13.1
2000,"SH_DTH_NCOM","Cyprus","30-70","","MALE",16.7
2000,"SH_DTH_NCOM","Cyprus","30-70","","FEMALE",9.5
2005,"SH_DTH_NCOM","Cyprus","30-70","","MALE",16.2
2005,"SH_DTH_NCOM","Cyprus","30-70","","FEMALE",9.1
2005,"SH_DTH_NCOM","Cyprus","30-70","","BOTHSEX",12.7
2010,"SH_DTH_NCOM","Cyprus","30-70","","MALE",14
2005,"SH_DTH_NCOM","Sweden","30-70","","MALE",13.9
2010,"SH_DTH_NCOM","Sweden","30-70","","BOTHSEX",10.4
2010,"SH_DTH_NCOM","Sweden","30-70","","FEMALE",8.6
2010,"SH_DTH_NCOM","Sweden","30-70","","MALE",12.1
2015,"SH_DTH_NCOM","Sweden","30-70","","MALE",10.6
2015,"SH_DTH_NCOM","Sweden","30-70","","BOTHSEX",9.2
2015,"SH_DTH_NCOM","Sweden","30-70","","FEMALE",7.8
2019,"SH_DTH_NCOM","Sweden","30-70","","BOTHSEX",8.4
2010,"SH_DTH_NCOM","Cyprus","30-70","","FEMALE",7.2
2010,"SH_DTH_NCOM","Cyprus","30-70","","BOTHSEX",10.6
2015,"SH_DTH_NCOM","Cyprus","30-70","","BOTHSEX",9.7
2015,"SH_DTH_NCOM","Cyprus","30-70","","MALE",12.9
2015,"SH_DTH_NCOM","Cyprus","30-70","","FEMALE",6.6
2019,"SH_DTH_NCOM","Cyprus","30-70","","MALE",10.7
2019,"SH_DTH_NCOM","Cyprus","30-70","","FEMALE",5.7
2019,"SH_DTH_NCOM","Cyprus","30-70","","BOTHSEX",8.2
2019,"SH_DTH_NCOM","Sweden","30-70","","FEMALE",7.1
2019,"SH_DTH_NCOM","Sweden","30-70","","MALE",9.6
2000,"SH_DTH_NCOM","Switzerland","30-70","","BOTHSEX",12.5
2000,"SH_DTH_NCOM","Switzerland","30-70","","FEMALE",9
2000,"SH_DTH_NCOM","Switzerland","30-70","","MALE",16.3
2005,"SH_DTH_NCOM","Switzerland","30-70","","BOTHSEX",10.8
2005,"SH_DTH_NCOM","Switzerland","30-70","","FEMALE",7.7
2005,"SH_DTH_NCOM","Switzerland","30-70","","MALE",14
2000,"SH_DTH_NCOM","Czechia","30-70","","MALE",30.3
2000,"SH_DTH_NCOM","Czechia","30-70","","FEMALE",15.2
2000,"SH_DTH_NCOM","Czechia","30-70","","BOTHSEX",22.5
2005,"SH_DTH_NCOM","Czechia","30-70","","FEMALE",13.5
2005,"SH_DTH_NCOM","Czechia","30-70","","BOTHSEX",19.7
2005,"SH_DTH_NCOM","Czechia","30-70","","MALE",26.3
2010,"SH_DTH_NCOM","Czechia","30-70","","MALE",23.8
2010,"SH_DTH_NCOM","Czechia","30-70","","FEMALE",12
2010,"SH_DTH_NCOM","Switzerland","30-70","","BOTHSEX",9.7
2010,"SH_DTH_NCOM","Switzerland","30-70","","FEMALE",7.3
2010,"SH_DTH_NCOM","Switzerland","30-70","","MALE",12.2
2015,"SH_DTH_NCOM","Switzerland","30-70","","BOTHSEX",8.8
2015,"SH_DTH_NCOM","Switzerland","30-70","","FEMALE",6.7
2015,"SH_DTH_NCOM","Switzerland","30-70","","MALE",10.8
2019,"SH_DTH_NCOM","Switzerland","30-70","","BOTHSEX",7.9
2019,"SH_DTH_NCOM","Switzerland","30-70","","FEMALE",6.1
2010,"SH_DTH_NCOM","Czechia","30-70","","BOTHSEX",17.8
2015,"SH_DTH_NCOM","Czechia","30-70","","BOTHSEX",15.6
2015,"SH_DTH_NCOM","Czechia","30-70","","MALE",20.7
2015,"SH_DTH_NCOM","Czechia","30-70","","FEMALE",10.6
2019,"SH_DTH_NCOM","Czechia","30-70","","MALE",18.8
2019,"SH_DTH_NCOM","Czechia","30-70","","FEMALE",9.8
2019,"SH_DTH_NCOM","Czechia","30-70","","BOTHSEX",14.3
2000,"SH_DTH_NCOM","Denmark","30-70","","FEMALE",15.8
2019,"SH_DTH_NCOM","Switzerland","30-70","","MALE",9.6
2000,"SH_DTH_NCOM","Tajikistan","30-70","","FEMALE",25.4
2000,"SH_DTH_NCOM","Tajikistan","30-70","","MALE",30.7
2000,"SH_DTH_NCOM","Tajikistan","30-70","","BOTHSEX",28.2
2005,"SH_DTH_NCOM","Tajikistan","30-70","","MALE",32.7
2005,"SH_DTH_NCOM","Tajikistan","30-70","","BOTHSEX",29.8
2005,"SH_DTH_NCOM","Tajikistan","30-70","","FEMALE",26.7
2010,"SH_DTH_NCOM","Tajikistan","30-70","","BOTHSEX",30.5
2000,"SH_DTH_NCOM","Denmark","30-70","","BOTHSEX",18.4
2000,"SH_DTH_NCOM","Denmark","30-70","","MALE",21
2005,"SH_DTH_NCOM","Denmark","30-70","","FEMALE",12.7
2005,"SH_DTH_NCOM","Denmark","30-70","","MALE",17.5
2005,"SH_DTH_NCOM","Denmark","30-70","","BOTHSEX",15.1
2010,"SH_DTH_NCOM","Denmark","30-70","","MALE",15.6
2010,"SH_DTH_NCOM","Denmark","30-70","","FEMALE",11.4
2010,"SH_DTH_NCOM","Denmark","30-70","","BOTHSEX",13.5
2010,"SH_DTH_NCOM","Tajikistan","30-70","","FEMALE",26.8
2010,"SH_DTH_NCOM","Tajikistan","30-70","","MALE",33.8
2015,"SH_DTH_NCOM","Tajikistan","30-70","","BOTHSEX",29.5
2015,"SH_DTH_NCOM","Tajikistan","30-70","","FEMALE",26
2015,"SH_DTH_NCOM","Tajikistan","30-70","","MALE",33.2
2019,"SH_DTH_NCOM","Tajikistan","30-70","","BOTHSEX",28.3
2019,"SH_DTH_NCOM","Tajikistan","30-70","","FEMALE",25.1
2019,"SH_DTH_NCOM","Tajikistan","30-70","","MALE",31.8
2015,"SH_DTH_NCOM","Denmark","30-70","","MALE",13.8
2015,"SH_DTH_NCOM","Denmark","30-70","","FEMALE",10.1
2015,"SH_DTH_NCOM","Denmark","30-70","","BOTHSEX",11.9
2019,"SH_DTH_NCOM","Denmark","30-70","","BOTHSEX",10.8
2019,"SH_DTH_NCOM","Denmark","30-70","","FEMALE",9
2019,"SH_DTH_NCOM","Denmark","30-70","","MALE",12.6
2000,"SH_DTH_NCOM","Estonia","30-70","","FEMALE",17.6
2000,"SH_DTH_NCOM","Estonia","30-70","","BOTHSEX",27
2000,"SH_DTH_NCOM","Estonia","30-70","","MALE",38.2
2005,"SH_DTH_NCOM","Estonia","30-70","","BOTHSEX",23.7
2005,"SH_DTH_NCOM","Estonia","30-70","","MALE",35.1
2005,"SH_DTH_NCOM","Estonia","30-70","","FEMALE",14.1
2010,"SH_DTH_NCOM","Estonia","30-70","","MALE",29
2010,"SH_DTH_NCOM","Estonia","30-70","","FEMALE",12.3
2010,"SH_DTH_NCOM","Estonia","30-70","","BOTHSEX",19.9
2015,"SH_DTH_NCOM","Estonia","30-70","","MALE",25
2000,"SH_DTH_NCOM","United Arab Emirates","30-70","","MALE",25.6
2000,"SH_DTH_NCOM","United Arab Emirates","30-70","","BOTHSEX",24.4
2000,"SH_DTH_NCOM","United Arab Emirates","30-70","","FEMALE",21.9
2005,"SH_DTH_NCOM","United Arab Emirates","30-70","","BOTHSEX",23.1
2005,"SH_DTH_NCOM","United Arab Emirates","30-70","","FEMALE",19.8
2005,"SH_DTH_NCOM","United Arab Emirates","30-70","","MALE",24.5
2010,"SH_DTH_NCOM","United Arab Emirates","30-70","","FEMALE",17.6
2010,"SH_DTH_NCOM","United Arab Emirates","30-70","","BOTHSEX",21.1
2015,"SH_DTH_NCOM","Estonia","30-70","","BOTHSEX",17.1
2015,"SH_DTH_NCOM","Estonia","30-70","","FEMALE",10.5
2019,"SH_DTH_NCOM","Estonia","30-70","","MALE",22.1
2019,"SH_DTH_NCOM","Estonia","30-70","","FEMALE",8.8
2019,"SH_DTH_NCOM","Estonia","30-70","","BOTHSEX",14.9
2000,"SH_DTH_NCOM","Finland","30-70","","MALE",19.8
2000,"SH_DTH_NCOM","Finland","30-70","","FEMALE",9.7
2000,"SH_DTH_NCOM","Finland","30-70","","BOTHSEX",14.7
2005,"SH_DTH_NCOM","Finland","30-70","","MALE",17.6
2005,"SH_DTH_NCOM","Finland","30-70","","FEMALE",8.4
2005,"SH_DTH_NCOM","Finland","30-70","","BOTHSEX",13
2010,"SH_DTH_NCOM","Finland","30-70","","BOTHSEX",12
2010,"SH_DTH_NCOM","Finland","30-70","","FEMALE",8
2010,"SH_DTH_NCOM","Finland","30-70","","MALE",16
2015,"SH_DTH_NCOM","Finland","30-70","","BOTHSEX",10.6
2015,"SH_DTH_NCOM","Finland","30-70","","MALE",14
2010,"SH_DTH_NCOM","United Arab Emirates","30-70","","MALE",22.2
2015,"SH_DTH_NCOM","United Arab Emirates","30-70","","BOTHSEX",19.9
2015,"SH_DTH_NCOM","United Arab Emirates","30-70","","FEMALE",16.5
2015,"SH_DTH_NCOM","United Arab Emirates","30-70","","MALE",21.3
2019,"SH_DTH_NCOM","United Arab Emirates","30-70","","FEMALE",15.5
2019,"SH_DTH_NCOM","United Arab Emirates","30-70","","MALE",19.8
2019,"SH_DTH_NCOM","United Arab Emirates","30-70","","BOTHSEX",18.5
2000,"SH_DTH_NCOM","Türkiye","30-70","","BOTHSEX",21
2015,"SH_DTH_NCOM","Finland","30-70","","FEMALE",7.3
2019,"SH_DTH_NCOM","Finland","30-70","","MALE",12.4
2019,"SH_DTH_NCOM","Finland","30-70","","FEMALE",6.8
2019,"SH_DTH_NCOM","Finland","30-70","","BOTHSEX",9.6
2000,"SH_DTH_NCOM","France","30-70","","BOTHSEX",14.1
2000,"SH_DTH_NCOM","France","30-70","","MALE",19.7
2000,"SH_DTH_NCOM","France","30-70","","FEMALE",8.7
2005,"SH_DTH_NCOM","France","30-70","","BOTHSEX",12.7
2000,"SH_DTH_NCOM","Türkiye","30-70","","FEMALE",15.2
2000,"SH_DTH_NCOM","Türkiye","30-70","","MALE",26.6
2005,"SH_DTH_NCOM","Türkiye","30-70","","BOTHSEX",18.2
2005,"SH_DTH_NCOM","Türkiye","30-70","","FEMALE",12.7
2005,"SH_DTH_NCOM","Türkiye","30-70","","MALE",23.8
2010,"SH_DTH_NCOM","Türkiye","30-70","","BOTHSEX",17.9
2010,"SH_DTH_NCOM","Türkiye","30-70","","FEMALE",12.4
2010,"SH_DTH_NCOM","Türkiye","30-70","","MALE",23.9
2005,"SH_DTH_NCOM","France","30-70","","FEMALE",8.2
2005,"SH_DTH_NCOM","France","30-70","","MALE",17.4
2010,"SH_DTH_NCOM","France","30-70","","MALE",15.9
2010,"SH_DTH_NCOM","France","30-70","","FEMALE",7.8
2010,"SH_DTH_NCOM","France","30-70","","BOTHSEX",11.8
2015,"SH_DTH_NCOM","France","30-70","","MALE",14.7
2015,"SH_DTH_NCOM","France","30-70","","FEMALE",7.5
2015,"SH_DTH_NCOM","France","30-70","","BOTHSEX",11
2019,"SH_DTH_NCOM","France","30-70","","FEMALE",7.3
2019,"SH_DTH_NCOM","France","30-70","","BOTHSEX",10.6
2019,"SH_DTH_NCOM","France","30-70","","MALE",14
2000,"SH_DTH_NCOM","Georgia","30-70","","FEMALE",21.3
2000,"SH_DTH_NCOM","Georgia","30-70","","BOTHSEX",30
2000,"SH_DTH_NCOM","Georgia","30-70","","MALE",39.6
2005,"SH_DTH_NCOM","Georgia","30-70","","MALE",34.9
2005,"SH_DTH_NCOM","Georgia","30-70","","FEMALE",19.2
2015,"SH_DTH_NCOM","Türkiye","30-70","","BOTHSEX",16.4
2015,"SH_DTH_NCOM","Türkiye","30-70","","FEMALE",11.3
2015,"SH_DTH_NCOM","Türkiye","30-70","","MALE",22
2019,"SH_DTH_NCOM","Türkiye","30-70","","BOTHSEX",15.6
2019,"SH_DTH_NCOM","Türkiye","30-70","","FEMALE",10.8
2019,"SH_DTH_NCOM","Türkiye","30-70","","MALE",21
2000,"SH_DTH_NCOM","Turkmenistan","30-70","","BOTHSEX",37.3
2000,"SH_DTH_NCOM","Turkmenistan","30-70","","FEMALE",30.1
2005,"SH_DTH_NCOM","Georgia","30-70","","BOTHSEX",26.6
2010,"SH_DTH_NCOM","Georgia","30-70","","BOTHSEX",27.1
2010,"SH_DTH_NCOM","Georgia","30-70","","FEMALE",18.1
2010,"SH_DTH_NCOM","Georgia","30-70","","MALE",37
2015,"SH_DTH_NCOM","Georgia","30-70","","BOTHSEX",25.5
2015,"SH_DTH_NCOM","Georgia","30-70","","FEMALE",16.5
2015,"SH_DTH_NCOM","Georgia","30-70","","MALE",35.5
2019,"SH_DTH_NCOM","Georgia","30-70","","BOTHSEX",24.9
2000,"SH_DTH_NCOM","Turkmenistan","30-70","","MALE",44.6
2005,"SH_DTH_NCOM","Turkmenistan","30-70","","MALE",47.6
2005,"SH_DTH_NCOM","Turkmenistan","30-70","","BOTHSEX",40.2
2005,"SH_DTH_NCOM","Turkmenistan","30-70","","FEMALE",32.9
2010,"SH_DTH_NCOM","Turkmenistan","30-70","","BOTHSEX",33.1
2010,"SH_DTH_NCOM","Turkmenistan","30-70","","FEMALE",26.8
2010,"SH_DTH_NCOM","Turkmenistan","30-70","","MALE",39.7
2015,"SH_DTH_NCOM","Turkmenistan","30-70","","BOTHSEX",28.5
2019,"SH_DTH_NCOM","Georgia","30-70","","MALE",35.5
2019,"SH_DTH_NCOM","Georgia","30-70","","FEMALE",15.2
2000,"SH_DTH_NCOM","Germany","30-70","","MALE",21.1
2000,"SH_DTH_NCOM","Germany","30-70","","FEMALE",11.2
2000,"SH_DTH_NCOM","Germany","30-70","","BOTHSEX",16.1
2005,"SH_DTH_NCOM","Germany","30-70","","BOTHSEX",14.1
2005,"SH_DTH_NCOM","Germany","30-70","","FEMALE",9.9
2005,"SH_DTH_NCOM","Germany","30-70","","MALE",18.2
2015,"SH_DTH_NCOM","Turkmenistan","30-70","","MALE",34.5
2015,"SH_DTH_NCOM","Turkmenistan","30-70","","FEMALE",23.3
2019,"SH_DTH_NCOM","Turkmenistan","30-70","","FEMALE",22.3
2019,"SH_DTH_NCOM","Turkmenistan","30-70","","MALE",34
2019,"SH_DTH_NCOM","Turkmenistan","30-70","","BOTHSEX",27.7
2000,"SH_DTH_NCOM","Ukraine","30-70","","BOTHSEX",34.7
2000,"SH_DTH_NCOM","Ukraine","30-70","","FEMALE",23.9
2000,"SH_DTH_NCOM","Ukraine","30-70","","MALE",46.8
2010,"SH_DTH_NCOM","Germany","30-70","","MALE",16.7
2010,"SH_DTH_NCOM","Germany","30-70","","BOTHSEX",13
2010,"SH_DTH_NCOM","Germany","30-70","","FEMALE",9.3
2015,"SH_DTH_NCOM","Germany","30-70","","BOTHSEX",12.6
2015,"SH_DTH_NCOM","Germany","30-70","","FEMALE",9.2
2015,"SH_DTH_NCOM","Germany","30-70","","MALE",15.9
2019,"SH_DTH_NCOM","Germany","30-70","","BOTHSEX",12.1
2019,"SH_DTH_NCOM","Germany","30-70","","FEMALE",9
2005,"SH_DTH_NCOM","Ukraine","30-70","","BOTHSEX",35.3
2005,"SH_DTH_NCOM","Ukraine","30-70","","FEMALE",23.8
2005,"SH_DTH_NCOM","Ukraine","30-70","","MALE",48.4
2010,"SH_DTH_NCOM","Ukraine","30-70","","FEMALE",19.9
2010,"SH_DTH_NCOM","Ukraine","30-70","","MALE",41.4
2010,"SH_DTH_NCOM","Ukraine","30-70","","BOTHSEX",29.7
2015,"SH_DTH_NCOM","Ukraine","30-70","","BOTHSEX",26.2
2015,"SH_DTH_NCOM","Ukraine","30-70","","FEMALE",16.8
2019,"SH_DTH_NCOM","Germany","30-70","","MALE",15.2
2000,"SH_DTH_NCOM","Greece","30-70","","BOTHSEX",14.9
2000,"SH_DTH_NCOM","Greece","30-70","","FEMALE",9.6
2000,"SH_DTH_NCOM","Greece","30-70","","MALE",20.5
2005,"SH_DTH_NCOM","Greece","30-70","","BOTHSEX",13.6
2005,"SH_DTH_NCOM","Greece","30-70","","FEMALE",8.7
2005,"SH_DTH_NCOM","Greece","30-70","","MALE",18.6
2010,"SH_DTH_NCOM","Greece","30-70","","BOTHSEX",13.4
2010,"SH_DTH_NCOM","Greece","30-70","","MALE",18.2
2010,"SH_DTH_NCOM","Greece","30-70","","FEMALE",8.8
2015,"SH_DTH_NCOM","Greece","30-70","","MALE",18.2
2015,"SH_DTH_NCOM","Greece","30-70","","BOTHSEX",13.1
2015,"SH_DTH_NCOM","Greece","30-70","","FEMALE",8.1
2019,"SH_DTH_NCOM","Greece","30-70","","BOTHSEX",12.5
2019,"SH_DTH_NCOM","Greece","30-70","","FEMALE",8
2019,"SH_DTH_NCOM","Greece","30-70","","MALE",17.2
2015,"SH_DTH_NCOM","Ukraine","30-70","","MALE",37.5
2019,"SH_DTH_NCOM","Ukraine","30-70","","BOTHSEX",25.5
2019,"SH_DTH_NCOM","Ukraine","30-70","","MALE",36.9
2019,"SH_DTH_NCOM","Ukraine","30-70","","FEMALE",16
2000,"SH_DTH_NCOM","North Macedonia","30-70","","FEMALE",24.1
2000,"SH_DTH_NCOM","North Macedonia","30-70","","MALE",36.3
2000,"SH_DTH_NCOM","North Macedonia","30-70","","BOTHSEX",30.2
2005,"SH_DTH_NCOM","North Macedonia","30-70","","MALE",34.3
2000,"SH_DTH_NCOM","Hungary","30-70","","BOTHSEX",29.1
2000,"SH_DTH_NCOM","Hungary","30-70","","FEMALE",19.8
2000,"SH_DTH_NCOM","Hungary","30-70","","MALE",39.4
2005,"SH_DTH_NCOM","Hungary","30-70","","BOTHSEX",26.7
2005,"SH_DTH_NCOM","Hungary","30-70","","FEMALE",17.7
2005,"SH_DTH_NCOM","Hungary","30-70","","MALE",36.7
2010,"SH_DTH_NCOM","Hungary","30-70","","BOTHSEX",24.5
2010,"SH_DTH_NCOM","Hungary","30-70","","FEMALE",16.4
2010,"SH_DTH_NCOM","Hungary","30-70","","MALE",33.5
2015,"SH_DTH_NCOM","Hungary","30-70","","MALE",30.7
2015,"SH_DTH_NCOM","Hungary","30-70","","BOTHSEX",23.2
2015,"SH_DTH_NCOM","Hungary","30-70","","FEMALE",16.5
2019,"SH_DTH_NCOM","Hungary","30-70","","BOTHSEX",22.1
2019,"SH_DTH_NCOM","Hungary","30-70","","FEMALE",15.2
2019,"SH_DTH_NCOM","Hungary","30-70","","MALE",29.8
2000,"SH_DTH_NCOM","Iceland","30-70","","BOTHSEX",13.3
2005,"SH_DTH_NCOM","North Macedonia","30-70","","BOTHSEX",28.3
2005,"SH_DTH_NCOM","North Macedonia","30-70","","FEMALE",22.3
2010,"SH_DTH_NCOM","North Macedonia","30-70","","BOTHSEX",26.6
2010,"SH_DTH_NCOM","North Macedonia","30-70","","FEMALE",20.3
2010,"SH_DTH_NCOM","North Macedonia","30-70","","MALE",32.9
2015,"SH_DTH_NCOM","North Macedonia","30-70","","BOTHSEX",24.5
2015,"SH_DTH_NCOM","North Macedonia","30-70","","FEMALE",18.9
2015,"SH_DTH_NCOM","North Macedonia","30-70","","MALE",30
2000,"SH_DTH_NCOM","Iceland","30-70","","FEMALE",11.1
2000,"SH_DTH_NCOM","Iceland","30-70","","MALE",15.4
2005,"SH_DTH_NCOM","Iceland","30-70","","BOTHSEX",11.4
2005,"SH_DTH_NCOM","Iceland","30-70","","FEMALE",9.6
2005,"SH_DTH_NCOM","Iceland","30-70","","MALE",13.2
2010,"SH_DTH_NCOM","Iceland","30-70","","MALE",11.7
2010,"SH_DTH_NCOM","Iceland","30-70","","FEMALE",8.1
2010,"SH_DTH_NCOM","Iceland","30-70","","BOTHSEX",9.9
2015,"SH_DTH_NCOM","Iceland","30-70","","BOTHSEX",9.2
2015,"SH_DTH_NCOM","Iceland","30-70","","FEMALE",7.9
2015,"SH_DTH_NCOM","Iceland","30-70","","MALE",10.5
2019,"SH_DTH_NCOM","Iceland","30-70","","BOTHSEX",8.7
2019,"SH_DTH_NCOM","Iceland","30-70","","FEMALE",7
2019,"SH_DTH_NCOM","Iceland","30-70","","MALE",10.2
2000,"SH_DTH_NCOM","India","30-70","","BOTHSEX",25.1
2000,"SH_DTH_NCOM","India","30-70","","FEMALE",21.3
2000,"SH_DTH_NCOM","India","30-70","","MALE",28.8
2005,"SH_DTH_NCOM","India","30-70","","BOTHSEX",22.5
2005,"SH_DTH_NCOM","India","30-70","","FEMALE",18.9
2005,"SH_DTH_NCOM","India","30-70","","MALE",26
2010,"SH_DTH_NCOM","India","30-70","","BOTHSEX",23.7
2010,"SH_DTH_NCOM","India","30-70","","FEMALE",19.1
2010,"SH_DTH_NCOM","India","30-70","","MALE",28
2015,"SH_DTH_NCOM","India","30-70","","FEMALE",19.8
2015,"SH_DTH_NCOM","India","30-70","","BOTHSEX",22.6
2015,"SH_DTH_NCOM","India","30-70","","MALE",25.4
2019,"SH_DTH_NCOM","India","30-70","","FEMALE",19
2019,"SH_DTH_NCOM","India","30-70","","MALE",24.6
2019,"SH_DTH_NCOM","India","30-70","","BOTHSEX",21.9
2000,"SH_DTH_NCOM","Ireland","30-70","","FEMALE",13.6
2000,"SH_DTH_NCOM","Ireland","30-70","","BOTHSEX",17.7
2000,"SH_DTH_NCOM","Ireland","30-70","","MALE",21.7
2019,"SH_DTH_NCOM","North Macedonia","30-70","","BOTHSEX",22.7
2019,"SH_DTH_NCOM","North Macedonia","30-70","","FEMALE",17.5
2019,"SH_DTH_NCOM","North Macedonia","30-70","","MALE",27.9
2000,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","MALE",20
2000,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","FEMALE",13
2000,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","BOTHSEX",16.5
2005,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","BOTHSEX",14.2
2005,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","FEMALE",11.3
2005,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","MALE",17.1
2010,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","MALE",14.9
2010,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","BOTHSEX",12.4
2010,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","FEMALE",10
2015,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","BOTHSEX",11.3
2015,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","MALE",13.4
2015,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","FEMALE",9.3
2019,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","BOTHSEX",10.3
2005,"SH_DTH_NCOM","Ireland","30-70","","FEMALE",11.1
2005,"SH_DTH_NCOM","Ireland","30-70","","MALE",16.6
2005,"SH_DTH_NCOM","Ireland","30-70","","BOTHSEX",13.9
2010,"SH_DTH_NCOM","Ireland","30-70","","BOTHSEX",11.3
2010,"SH_DTH_NCOM","Ireland","30-70","","FEMALE",9.1
2010,"SH_DTH_NCOM","Ireland","30-70","","MALE",13.5
2015,"SH_DTH_NCOM","Ireland","30-70","","BOTHSEX",10.6
2015,"SH_DTH_NCOM","Ireland","30-70","","MALE",12.6
2015,"SH_DTH_NCOM","Ireland","30-70","","FEMALE",8.7
2019,"SH_DTH_NCOM","Ireland","30-70","","MALE",11.2
2019,"SH_DTH_NCOM","Ireland","30-70","","BOTHSEX",9.7
2019,"SH_DTH_NCOM","Ireland","30-70","","FEMALE",8.1
2000,"SH_DTH_NCOM","Israel","30-70","","BOTHSEX",14.3
2000,"SH_DTH_NCOM","Israel","30-70","","FEMALE",11.5
2000,"SH_DTH_NCOM","Israel","30-70","","MALE",17.6
2005,"SH_DTH_NCOM","Israel","30-70","","FEMALE",9.6
2019,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","FEMALE",8.5
2019,"SH_DTH_NCOM","United Kingdom of Great Britain and Northern Ireland","30-70","","MALE",12.1
2000,"SH_DTH_NCOM","Uzbekistan","30-70","","BOTHSEX",34.2
2000,"SH_DTH_NCOM","Uzbekistan","30-70","","FEMALE",28.5
2000,"SH_DTH_NCOM","Uzbekistan","30-70","","MALE",40.1
2005,"SH_DTH_NCOM","Uzbekistan","30-70","","BOTHSEX",34.9
2005,"SH_DTH_NCOM","Uzbekistan","30-70","","FEMALE",28.9
