Year,SeriesCode,GeoAreaName,Location,Value
2019,"EG_ACS_ELEC","Bosnia and Herzegovina","ALLAREA",100.0
2020,"EG_ACS_ELEC","Denmark","RURAL",100.0
2020,"EG_ACS_ELEC","Denmark","URBAN",100.0
2020,"EG_ACS_ELEC","Denmark","ALLAREA",100.0
2021,"EG_ACS_ELEC","Denmark","ALLAREA",100.0
2021,"EG_ACS_ELEC","Denmark","URBAN",100.0
2021,"EG_ACS_ELEC","Denmark","RURAL",100.0
2000,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2000,"EG_ACS_ELEC","Estonia","URBAN",100.0
2000,"EG_ACS_ELEC","Estonia","RURAL",100.0
2001,"EG_ACS_ELEC","Estonia","URBAN",100.0
2001,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2001,"EG_ACS_ELEC","Estonia","RURAL",100.0
2002,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2020,"EG_ACS_ELEC","Bosnia and Herzegovina","ALLAREA",100.0
2020,"EG_ACS_ELEC","Bosnia and Herzegovina","URBAN",100.0
2020,"EG_ACS_ELEC","Bosnia and Herzegovina","RURAL",100.0
2021,"EG_ACS_ELEC","Bosnia and Herzegovina","RURAL",100.0
2021,"EG_ACS_ELEC","Bosnia and Herzegovina","URBAN",100.0
2021,"EG_ACS_ELEC","Bosnia and Herzegovina","ALLAREA",100.0
2000,"EG_ACS_ELEC","Bulgaria","RURAL",77.8
2000,"EG_ACS_ELEC","Bulgaria","URBAN",92.8
2000,"EG_ACS_ELEC","Bulgaria","ALLAREA",88.1
2001,"EG_ACS_ELEC","Bulgaria","ALLAREA",88.6
2001,"EG_ACS_ELEC","Bulgaria","URBAN",93.0
2001,"EG_ACS_ELEC","Bulgaria","RURAL",78.6
2002,"EG_ACS_ELEC","Bulgaria","RURAL",79.5
2002,"EG_ACS_ELEC","Estonia","URBAN",100.0
2002,"EG_ACS_ELEC","Estonia","RURAL",100.0
2003,"EG_ACS_ELEC","Estonia","RURAL",100.0
2003,"EG_ACS_ELEC","Estonia","URBAN",99.9
2003,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2004,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2004,"EG_ACS_ELEC","Estonia","URBAN",99.9
2004,"EG_ACS_ELEC","Estonia","RURAL",100.0
2005,"EG_ACS_ELEC","Estonia","RURAL",100.0
2005,"EG_ACS_ELEC","Estonia","URBAN",99.8
2005,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2006,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2006,"EG_ACS_ELEC","Estonia","URBAN",100.0
2002,"EG_ACS_ELEC","Bulgaria","URBAN",93.3
2002,"EG_ACS_ELEC","Bulgaria","ALLAREA",89.1
2003,"EG_ACS_ELEC","Bulgaria","ALLAREA",89.6
2003,"EG_ACS_ELEC","Bulgaria","RURAL",80.3
2003,"EG_ACS_ELEC","Bulgaria","URBAN",93.6
2004,"EG_ACS_ELEC","Bulgaria","RURAL",81.2
2004,"EG_ACS_ELEC","Bulgaria","URBAN",93.9
2004,"EG_ACS_ELEC","Bulgaria","ALLAREA",90.1
2005,"EG_ACS_ELEC","Bulgaria","URBAN",94.2
2005,"EG_ACS_ELEC","Bulgaria","RURAL",82.0
2005,"EG_ACS_ELEC","Bulgaria","ALLAREA",90.6
2006,"EG_ACS_ELEC","Bulgaria","ALLAREA",91.2
2006,"EG_ACS_ELEC","Bulgaria","RURAL",82.9
2006,"EG_ACS_ELEC","Bulgaria","URBAN",94.6
2007,"EG_ACS_ELEC","Bulgaria","ALLAREA",91.7
2007,"EG_ACS_ELEC","Bulgaria","URBAN",95.0
2007,"EG_ACS_ELEC","Bulgaria","RURAL",83.8
2008,"EG_ACS_ELEC","Bulgaria","ALLAREA",92.3
2008,"EG_ACS_ELEC","Bulgaria","RURAL",84.7
2008,"EG_ACS_ELEC","Bulgaria","URBAN",95.3
2009,"EG_ACS_ELEC","Bulgaria","URBAN",95.7
2009,"EG_ACS_ELEC","Bulgaria","ALLAREA",92.9
2009,"EG_ACS_ELEC","Bulgaria","RURAL",85.6
2010,"EG_ACS_ELEC","Bulgaria","ALLAREA",93.5
2010,"EG_ACS_ELEC","Bulgaria","URBAN",96.2
2010,"EG_ACS_ELEC","Bulgaria","RURAL",86.6
2006,"EG_ACS_ELEC","Estonia","RURAL",100.0
2007,"EG_ACS_ELEC","Estonia","RURAL",100.0
2007,"EG_ACS_ELEC","Estonia","URBAN",100.0
2007,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2008,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2008,"EG_ACS_ELEC","Estonia","URBAN",100.0
2008,"EG_ACS_ELEC","Estonia","RURAL",100.0
2009,"EG_ACS_ELEC","Estonia","URBAN",100.0
2009,"EG_ACS_ELEC","Estonia","RURAL",100.0
2009,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2010,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2010,"EG_ACS_ELEC","Estonia","RURAL",100.0
2010,"EG_ACS_ELEC","Estonia","URBAN",100.0
2009,"EG_ACS_ELEC","Latvia","URBAN",100.0
2010,"EG_ACS_ELEC","Latvia","URBAN",99.7
2010,"EG_ACS_ELEC","Latvia","ALLAREA",99.8
2010,"EG_ACS_ELEC","Latvia","RURAL",99.8
2011,"EG_ACS_ELEC","Latvia","RURAL",99.8
2011,"EG_ACS_ELEC","Latvia","ALLAREA",99.8
2011,"EG_ACS_ELEC","Latvia","URBAN",99.8
2012,"EG_ACS_ELEC","Latvia","URBAN",100.0
2012,"EG_ACS_ELEC","Latvia","ALLAREA",100.0
2012,"EG_ACS_ELEC","Latvia","RURAL",100.0
2013,"EG_ACS_ELEC","Latvia","RURAL",100.0
2013,"EG_ACS_ELEC","Latvia","URBAN",100.0
2013,"EG_ACS_ELEC","Latvia","ALLAREA",100.0
2011,"EG_ACS_ELEC","Bulgaria","RURAL",87.5
2011,"EG_ACS_ELEC","Bulgaria","URBAN",96.6
2011,"EG_ACS_ELEC","Bulgaria","ALLAREA",94.1
2012,"EG_ACS_ELEC","Bulgaria","ALLAREA",94.7
2012,"EG_ACS_ELEC","Bulgaria","URBAN",97.1
2012,"EG_ACS_ELEC","Bulgaria","RURAL",88.4
2013,"EG_ACS_ELEC","Bulgaria","RURAL",89.4
2013,"EG_ACS_ELEC","Bulgaria","ALLAREA",95.3
2013,"EG_ACS_ELEC","Bulgaria","URBAN",97.5
2014,"EG_ACS_ELEC","Bulgaria","URBAN",97.8
2014,"EG_ACS_ELEC","Bulgaria","RURAL",90.7
2014,"EG_ACS_ELEC","Bulgaria","ALLAREA",95.9
2015,"EG_ACS_ELEC","Bulgaria","RURAL",92.3
2011,"EG_ACS_ELEC","Estonia","URBAN",100.0
2011,"EG_ACS_ELEC","Estonia","RURAL",100.0
2011,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2012,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2012,"EG_ACS_ELEC","Estonia","RURAL",100.0
2012,"EG_ACS_ELEC","Estonia","URBAN",100.0
2013,"EG_ACS_ELEC","Estonia","RURAL",100.0
2013,"EG_ACS_ELEC","Estonia","URBAN",100.0
2013,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2014,"EG_ACS_ELEC","Estonia","RURAL",100.0
2014,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2014,"EG_ACS_ELEC","Estonia","URBAN",100.0
2015,"EG_ACS_ELEC","Estonia","URBAN",100.0
2014,"EG_ACS_ELEC","Latvia","ALLAREA",100.0
2014,"EG_ACS_ELEC","Latvia","URBAN",100.0
2014,"EG_ACS_ELEC","Latvia","RURAL",100.0
2015,"EG_ACS_ELEC","Latvia","ALLAREA",100.0
2015,"EG_ACS_ELEC","Latvia","RURAL",100.0
2015,"EG_ACS_ELEC","Latvia","URBAN",100.0
2016,"EG_ACS_ELEC","Latvia","ALLAREA",100.0
2016,"EG_ACS_ELEC","Latvia","URBAN",100.0
2016,"EG_ACS_ELEC","Latvia","RURAL",100.0
2017,"EG_ACS_ELEC","Latvia","RURAL",100.0
2017,"EG_ACS_ELEC","Latvia","URBAN",100.0
2017,"EG_ACS_ELEC","Latvia","ALLAREA",100.0
2018,"EG_ACS_ELEC","Latvia","ALLAREA",100.0
2015,"EG_ACS_ELEC","Bulgaria","URBAN",98.1
2015,"EG_ACS_ELEC","Bulgaria","ALLAREA",96.6
2016,"EG_ACS_ELEC","Bulgaria","ALLAREA",97.3
2016,"EG_ACS_ELEC","Bulgaria","URBAN",98.4
2016,"EG_ACS_ELEC","Bulgaria","RURAL",94.2
2017,"EG_ACS_ELEC","Bulgaria","RURAL",96.0
2017,"EG_ACS_ELEC","Bulgaria","URBAN",98.8
2017,"EG_ACS_ELEC","Bulgaria","ALLAREA",98.1
2018,"EG_ACS_ELEC","Bulgaria","URBAN",99.1
2018,"EG_ACS_ELEC","Bulgaria","ALLAREA",98.7
2018,"EG_ACS_ELEC","Bulgaria","RURAL",97.4
2019,"EG_ACS_ELEC","Bulgaria","RURAL",98.4
2019,"EG_ACS_ELEC","Bulgaria","ALLAREA",99.2
2015,"EG_ACS_ELEC","Estonia","RURAL",100.0
2015,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2016,"EG_ACS_ELEC","Estonia","RURAL",100.0
2016,"EG_ACS_ELEC","Estonia","URBAN",100.0
2016,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2017,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2017,"EG_ACS_ELEC","Estonia","URBAN",100.0
2017,"EG_ACS_ELEC","Estonia","RURAL",100.0
2018,"EG_ACS_ELEC","Estonia","RURAL",100.0
2018,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2018,"EG_ACS_ELEC","Estonia","URBAN",100.0
2019,"EG_ACS_ELEC","Estonia","RURAL",100.0
2019,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2019,"EG_ACS_ELEC","Bulgaria","URBAN",99.4
2020,"EG_ACS_ELEC","Bulgaria","URBAN",99.8
2020,"EG_ACS_ELEC","Bulgaria","ALLAREA",99.7
2020,"EG_ACS_ELEC","Bulgaria","RURAL",99.4
2021,"EG_ACS_ELEC","Bulgaria","RURAL",99.5
2021,"EG_ACS_ELEC","Bulgaria","ALLAREA",99.8
2021,"EG_ACS_ELEC","Bulgaria","URBAN",99.9
2000,"EG_ACS_ELEC","Belarus","RURAL",79.4
2000,"EG_ACS_ELEC","Belarus","URBAN",93.1
2000,"EG_ACS_ELEC","Belarus","ALLAREA",89.0
2001,"EG_ACS_ELEC","Belarus","ALLAREA",89.5
2001,"EG_ACS_ELEC","Belarus","URBAN",93.4
2001,"EG_ACS_ELEC","Belarus","RURAL",80.2
2019,"EG_ACS_ELEC","Estonia","URBAN",100.0
2020,"EG_ACS_ELEC","Estonia","URBAN",100.0
2020,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2020,"EG_ACS_ELEC","Estonia","RURAL",100.0
2021,"EG_ACS_ELEC","Estonia","URBAN",100.0
2021,"EG_ACS_ELEC","Estonia","RURAL",100.0
2021,"EG_ACS_ELEC","Estonia","ALLAREA",100.0
2000,"EG_ACS_ELEC","Finland","RURAL",100.0
2000,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2000,"EG_ACS_ELEC","Finland","URBAN",100.0
2001,"EG_ACS_ELEC","Finland","RURAL",100.0
2001,"EG_ACS_ELEC","Finland","URBAN",100.0
2001,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2017,"EG_ACS_ELEC","Albania","ALLAREA",99.9
2017,"EG_ACS_ELEC","Albania","URBAN",100.0
2018,"EG_ACS_ELEC","Albania","RURAL",100.0
2018,"EG_ACS_ELEC","Albania","URBAN",100.0
2018,"EG_ACS_ELEC","Albania","ALLAREA",100.0
2019,"EG_ACS_ELEC","Albania","ALLAREA",100.0
2019,"EG_ACS_ELEC","Albania","RURAL",100.0
2019,"EG_ACS_ELEC","Albania","URBAN",100.0
2020,"EG_ACS_ELEC","Albania","URBAN",100.0
2020,"EG_ACS_ELEC","Albania","RURAL",100.0
2020,"EG_ACS_ELEC","Albania","ALLAREA",100.0
2021,"EG_ACS_ELEC","Albania","ALLAREA",100.0
2021,"EG_ACS_ELEC","Albania","RURAL",100.0
2002,"EG_ACS_ELEC","Finland","RURAL",100.0
2002,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2002,"EG_ACS_ELEC","Finland","URBAN",100.0
2003,"EG_ACS_ELEC","Finland","URBAN",100.0
2003,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2003,"EG_ACS_ELEC","Finland","RURAL",100.0
2004,"EG_ACS_ELEC","Finland","RURAL",100.0
2004,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2004,"EG_ACS_ELEC","Finland","URBAN",100.0
2005,"EG_ACS_ELEC","Finland","URBAN",100.0
2005,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2005,"EG_ACS_ELEC","Finland","RURAL",100.0
2006,"EG_ACS_ELEC","Finland","RURAL",100.0
2018,"EG_ACS_ELEC","Latvia","URBAN",100.0
2018,"EG_ACS_ELEC","Latvia","RURAL",100.0
2019,"EG_ACS_ELEC","Latvia","URBAN",100.0
2019,"EG_ACS_ELEC","Latvia","RURAL",100.0
2019,"EG_ACS_ELEC","Latvia","ALLAREA",100.0
2020,"EG_ACS_ELEC","Latvia","ALLAREA",100.0
2020,"EG_ACS_ELEC","Latvia","RURAL",100.0
2020,"EG_ACS_ELEC","Latvia","URBAN",100.0
2021,"EG_ACS_ELEC","Latvia","URBAN",100.0
2021,"EG_ACS_ELEC","Latvia","RURAL",100.0
2021,"EG_ACS_ELEC","Latvia","ALLAREA",100.0
2000,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2000,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2006,"EG_ACS_ELEC","Finland","URBAN",100.0
2006,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2007,"EG_ACS_ELEC","Finland","URBAN",100.0
2007,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2007,"EG_ACS_ELEC","Finland","RURAL",100.0
2008,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2008,"EG_ACS_ELEC","Finland","URBAN",100.0
2008,"EG_ACS_ELEC","Finland","RURAL",100.0
2009,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2009,"EG_ACS_ELEC","Finland","RURAL",100.0
2009,"EG_ACS_ELEC","Finland","URBAN",100.0
2010,"EG_ACS_ELEC","Finland","URBAN",100.0
2010,"EG_ACS_ELEC","Finland","RURAL",100.0
2002,"EG_ACS_ELEC","Belarus","RURAL",81.0
2002,"EG_ACS_ELEC","Belarus","URBAN",93.7
2002,"EG_ACS_ELEC","Belarus","ALLAREA",90.0
2003,"EG_ACS_ELEC","Belarus","ALLAREA",90.5
2003,"EG_ACS_ELEC","Belarus","URBAN",94.0
2003,"EG_ACS_ELEC","Belarus","RURAL",81.8
2004,"EG_ACS_ELEC","Belarus","RURAL",82.6
2004,"EG_ACS_ELEC","Belarus","URBAN",94.3
2004,"EG_ACS_ELEC","Belarus","ALLAREA",91.0
2005,"EG_ACS_ELEC","Belarus","URBAN",94.6
2005,"EG_ACS_ELEC","Belarus","RURAL",83.3
2005,"EG_ACS_ELEC","Belarus","ALLAREA",91.5
2006,"EG_ACS_ELEC","Belarus","ALLAREA",92.1
2010,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2011,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2011,"EG_ACS_ELEC","Finland","URBAN",100.0
2011,"EG_ACS_ELEC","Finland","RURAL",100.0
2012,"EG_ACS_ELEC","Finland","URBAN",100.0
2012,"EG_ACS_ELEC","Finland","RURAL",100.0
2012,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2013,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2013,"EG_ACS_ELEC","Finland","RURAL",100.0
2013,"EG_ACS_ELEC","Finland","URBAN",100.0
2014,"EG_ACS_ELEC","Finland","URBAN",100.0
2014,"EG_ACS_ELEC","Finland","RURAL",100.0
2014,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2000,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2001,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2001,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2001,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2002,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2002,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2002,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2003,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2003,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2003,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2004,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2004,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2004,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2015,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2015,"EG_ACS_ELEC","Finland","RURAL",100.0
2015,"EG_ACS_ELEC","Finland","URBAN",100.0
2016,"EG_ACS_ELEC","Finland","URBAN",100.0
2016,"EG_ACS_ELEC","Finland","RURAL",100.0
2016,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2017,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2017,"EG_ACS_ELEC","Finland","RURAL",100.0
2017,"EG_ACS_ELEC","Finland","URBAN",100.0
2018,"EG_ACS_ELEC","Finland","URBAN",100.0
2018,"EG_ACS_ELEC","Finland","RURAL",100.0
2018,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2019,"EG_ACS_ELEC","Finland","RURAL",100.0
2005,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2005,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2005,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2006,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2006,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2006,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2007,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2007,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2007,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2008,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2008,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2008,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2009,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2009,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2009,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2010,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2010,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2010,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2011,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2011,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2011,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2012,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2012,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2012,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2013,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2013,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2019,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2019,"EG_ACS_ELEC","Finland","URBAN",100.0
2020,"EG_ACS_ELEC","Finland","URBAN",100.0
2020,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2020,"EG_ACS_ELEC","Finland","RURAL",100.0
2021,"EG_ACS_ELEC","Finland","URBAN",100.0
2021,"EG_ACS_ELEC","Finland","RURAL",100.0
2021,"EG_ACS_ELEC","Finland","ALLAREA",100.0
2000,"EG_ACS_ELEC","France","URBAN",100.0
2000,"EG_ACS_ELEC","France","RURAL",100.0
2000,"EG_ACS_ELEC","France","ALLAREA",100.0
2001,"EG_ACS_ELEC","France","ALLAREA",100.0
2001,"EG_ACS_ELEC","France","RURAL",100.0
2006,"EG_ACS_ELEC","Belarus","RURAL",84.2
2006,"EG_ACS_ELEC","Belarus","URBAN",95.0
2007,"EG_ACS_ELEC","Belarus","URBAN",95.4
2007,"EG_ACS_ELEC","Belarus","RURAL",85.0
2007,"EG_ACS_ELEC","Belarus","ALLAREA",92.6
2008,"EG_ACS_ELEC","Belarus","ALLAREA",93.2
2008,"EG_ACS_ELEC","Belarus","RURAL",85.9
2008,"EG_ACS_ELEC","Belarus","URBAN",95.8
2009,"EG_ACS_ELEC","Belarus","ALLAREA",93.8
2009,"EG_ACS_ELEC","Belarus","URBAN",96.2
2009,"EG_ACS_ELEC","Belarus","RURAL",86.8
2010,"EG_ACS_ELEC","Belarus","RURAL",87.7
2010,"EG_ACS_ELEC","Belarus","URBAN",96.6
2001,"EG_ACS_ELEC","France","URBAN",100.0
2002,"EG_ACS_ELEC","France","URBAN",100.0
2002,"EG_ACS_ELEC","France","RURAL",100.0
2002,"EG_ACS_ELEC","France","ALLAREA",100.0
2003,"EG_ACS_ELEC","France","ALLAREA",100.0
2003,"EG_ACS_ELEC","France","RURAL",100.0
2003,"EG_ACS_ELEC","France","URBAN",100.0
2004,"EG_ACS_ELEC","France","URBAN",100.0
2004,"EG_ACS_ELEC","France","RURAL",100.0
2004,"EG_ACS_ELEC","France","ALLAREA",100.0
2005,"EG_ACS_ELEC","France","ALLAREA",100.0
2005,"EG_ACS_ELEC","France","RURAL",100.0
2005,"EG_ACS_ELEC","France","URBAN",100.0
2013,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2014,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2014,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2014,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2015,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2015,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2015,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2016,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2016,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2016,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2017,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2017,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2017,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2010,"EG_ACS_ELEC","Belarus","ALLAREA",94.4
2011,"EG_ACS_ELEC","Belarus","ALLAREA",95.0
2011,"EG_ACS_ELEC","Belarus","URBAN",97.1
2011,"EG_ACS_ELEC","Belarus","RURAL",88.7
2012,"EG_ACS_ELEC","Belarus","RURAL",89.7
2012,"EG_ACS_ELEC","Belarus","URBAN",97.5
2012,"EG_ACS_ELEC","Belarus","ALLAREA",95.6
2013,"EG_ACS_ELEC","Belarus","ALLAREA",96.2
2013,"EG_ACS_ELEC","Belarus","URBAN",97.9
2013,"EG_ACS_ELEC","Belarus","RURAL",90.7
2014,"EG_ACS_ELEC","Belarus","RURAL",91.9
2014,"EG_ACS_ELEC","Belarus","URBAN",98.3
2014,"EG_ACS_ELEC","Belarus","ALLAREA",96.8
2006,"EG_ACS_ELEC","France","ALLAREA",100.0
2006,"EG_ACS_ELEC","France","URBAN",100.0
2006,"EG_ACS_ELEC","France","RURAL",100.0
2007,"EG_ACS_ELEC","France","ALLAREA",100.0
2007,"EG_ACS_ELEC","France","URBAN",100.0
2007,"EG_ACS_ELEC","France","RURAL",100.0
2008,"EG_ACS_ELEC","France","RURAL",100.0
2008,"EG_ACS_ELEC","France","URBAN",100.0
2008,"EG_ACS_ELEC","France","ALLAREA",100.0
2009,"EG_ACS_ELEC","France","ALLAREA",100.0
2009,"EG_ACS_ELEC","France","URBAN",100.0
2009,"EG_ACS_ELEC","France","RURAL",100.0
2010,"EG_ACS_ELEC","France","RURAL",100.0
2018,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2018,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2018,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2019,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2019,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2019,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2020,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2020,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2020,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2021,"EG_ACS_ELEC","Liechtenstein","URBAN",100.0
2021,"EG_ACS_ELEC","Liechtenstein","ALLAREA",100.0
2021,"EG_ACS_ELEC","Liechtenstein","RURAL",100.0
2000,"EG_ACS_ELEC","Lithuania","ALLAREA",99.5
2015,"EG_ACS_ELEC","Belarus","ALLAREA",97.4
2015,"EG_ACS_ELEC","Belarus","URBAN",98.6
2015,"EG_ACS_ELEC","Belarus","RURAL",93.1
2016,"EG_ACS_ELEC","Belarus","RURAL",94.7
2016,"EG_ACS_ELEC","Belarus","ALLAREA",98.0
2016,"EG_ACS_ELEC","Belarus","URBAN",99.0
2017,"EG_ACS_ELEC","Belarus","URBAN",99.3
2017,"EG_ACS_ELEC","Belarus","ALLAREA",98.7
2017,"EG_ACS_ELEC","Belarus","RURAL",96.6
2018,"EG_ACS_ELEC","Belarus","RURAL",98.2
2018,"EG_ACS_ELEC","Belarus","ALLAREA",99.3
2018,"EG_ACS_ELEC","Belarus","URBAN",99.7
2019,"EG_ACS_ELEC","Belarus","URBAN",100.0
2019,"EG_ACS_ELEC","Belarus","ALLAREA",100.0
2019,"EG_ACS_ELEC","Belarus","RURAL",100.0
2020,"EG_ACS_ELEC","Belarus","RURAL",100.0
2020,"EG_ACS_ELEC","Belarus","ALLAREA",100.0
2020,"EG_ACS_ELEC","Belarus","URBAN",100.0
2021,"EG_ACS_ELEC","Belarus","URBAN",100.0
2021,"EG_ACS_ELEC","Belarus","ALLAREA",100.0
2021,"EG_ACS_ELEC","Belarus","RURAL",100.0
2000,"EG_ACS_ELEC","Canada","URBAN",100.0
2000,"EG_ACS_ELEC","Canada","ALLAREA",100.0
2000,"EG_ACS_ELEC","Canada","RURAL",100.0
2001,"EG_ACS_ELEC","Canada","RURAL",100.0
2001,"EG_ACS_ELEC","Canada","URBAN",100.0
2010,"EG_ACS_ELEC","France","URBAN",100.0
2010,"EG_ACS_ELEC","France","ALLAREA",100.0
2011,"EG_ACS_ELEC","France","ALLAREA",100.0
2011,"EG_ACS_ELEC","France","RURAL",100.0
2011,"EG_ACS_ELEC","France","URBAN",100.0
2012,"EG_ACS_ELEC","France","URBAN",100.0
2012,"EG_ACS_ELEC","France","RURAL",100.0
2012,"EG_ACS_ELEC","France","ALLAREA",100.0
2013,"EG_ACS_ELEC","France","RURAL",100.0
2013,"EG_ACS_ELEC","France","ALLAREA",100.0
2013,"EG_ACS_ELEC","France","URBAN",100.0
2014,"EG_ACS_ELEC","France","URBAN",100.0
2014,"EG_ACS_ELEC","France","RURAL",100.0
2000,"EG_ACS_ELEC","Lithuania","URBAN",99.1
2000,"EG_ACS_ELEC","Lithuania","RURAL",100.0
2001,"EG_ACS_ELEC","Lithuania","RURAL",100.0
2001,"EG_ACS_ELEC","Lithuania","ALLAREA",99.5
2001,"EG_ACS_ELEC","Lithuania","URBAN",99.1
2002,"EG_ACS_ELEC","Lithuania","URBAN",99.1
