Year,SeriesCode,GeoAreaName,Education level,Type of skill,Value
2003,"SE_TOT_RUPI","Italy","LOWSEC","SKILL_READ",1.00886
2006,"SE_TOT_RUPI","Italy","LOWSEC","SKILL_READ",0.80794
2006,"SE_TOT_RUPI","Italy","PRIMAR","SKILL_READ",0.97709
2007,"SE_TOT_RUPI","Italy","LOWSEC","SKILL_MATH",0.91151
2007,"SE_TOT_RUPI","Italy","PRIMAR","SKILL_MATH",0.88962
2009,"SE_TOT_RUPI","Italy","LOWSEC","SKILL_READ",0.91037
2011,"SE_TOT_RUPI","Italy","PRIMAR","SKILL_READ",1.00397
2011,"SE_TOT_RUPI","Italy","LOWSEC","SKILL_MATH",1.00385
2011,"SE_TOT_RUPI","Italy","PRIMAR","SKILL_MATH",1.02723
2012,"SE_TOT_RUPI","Italy","LOWSEC","SKILL_READ",0.91001
2015,"SE_TOT_RUPI","Italy","PRIMAR","SKILL_MATH",0.84768
2015,"SE_TOT_RUPI","Italy","LOWSEC","SKILL_MATH",0.93981
2016,"SE_TOT_RUPI","Italy","PRIMAR","SKILL_READ",1.02615
2018,"SE_TOT_RUPI","Italy","LOWSEC","SKILL_READ",0.82662
2019,"SE_TOT_RUPI","Italy","LOWSEC","SKILL_MATH",0.92548
2019,"SE_TOT_RUPI","Italy","PRIMAR","SKILL_MATH",1.03932
2007,"SE_TOT_RUPI","Kazakhstan","PRIMAR","SKILL_MATH",0.94235
2009,"SE_TOT_RUPI","Kazakhstan","LOWSEC","SKILL_MATH",0.63099
2009,"SE_TOT_RUPI","Kazakhstan","LOWSEC","SKILL_READ",0.60186
2011,"SE_TOT_RUPI","Kazakhstan","PRIMAR","SKILL_MATH",0.83741
2012,"SE_TOT_RUPI","Kazakhstan","LOWSEC","SKILL_READ",0.65602
2012,"SE_TOT_RUPI","Kazakhstan","LOWSEC","SKILL_MATH",0.86019
2015,"SE_TOT_RUPI","Kazakhstan","PRIMAR","SKILL_MATH",0.83643
2016,"SE_TOT_RUPI","Kazakhstan","PRIMAR","SKILL_READ",0.98945
2018,"SE_TOT_RUPI","Kazakhstan","LOWSEC","SKILL_READ",0.49903
2018,"SE_TOT_RUPI","Kazakhstan","LOWSEC","SKILL_MATH",0.80589
2019,"SE_TOT_RUPI","Kazakhstan","PRIMAR","SKILL_MATH",0.88576
2000,"SE_TOT_RUPI","Republic of Korea","LOWSEC","SKILL_READ",0.94466
2000,"SE_TOT_RUPI","Republic of Korea","LOWSEC","SKILL_MATH",0.90049
2003,"SE_TOT_RUPI","Republic of Korea","LOWSEC","SKILL_MATH",0.84382
2003,"SE_TOT_RUPI","Republic of Korea","LOWSEC","SKILL_READ",0.92595
2006,"SE_TOT_RUPI","Republic of Korea","LOWSEC","SKILL_MATH",0.84319
2006,"SE_TOT_RUPI","Republic of Korea","LOWSEC","SKILL_READ",0.85811
2009,"SE_TOT_RUPI","Republic of Korea","LOWSEC","SKILL_MATH",0.82309
2009,"SE_TOT_RUPI","Republic of Korea","LOWSEC","SKILL_READ",0.83996
2011,"SE_TOT_RUPI","Republic of Korea","PRIMAR","SKILL_MATH",0.94848
2012,"SE_TOT_RUPI","Republic of Korea","LOWSEC","SKILL_READ",0.93144
2012,"SE_TOT_RUPI","Republic of Korea","LOWSEC","SKILL_MATH",0.91125
2000,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_MATH",0.76371
2000,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_READ",0.79259
2001,"SE_TOT_RUPI","Latvia","PRIMAR","SKILL_READ",0.99805
2003,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_READ",0.92844
2003,"SE_TOT_RUPI","Latvia","PRIMAR","SKILL_MATH",0.81244
2003,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_MATH",0.86766
2006,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_MATH",0.93083
2006,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_READ",0.92403
2006,"SE_TOT_RUPI","Latvia","PRIMAR","SKILL_READ",0.97597
2007,"SE_TOT_RUPI","Latvia","PRIMAR","SKILL_MATH",0.83639
2009,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_READ",0.92248
2009,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_MATH",0.88351
2012,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_MATH",0.87911
2012,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_READ",0.86733
2016,"SE_TOT_RUPI","Latvia","PRIMAR","SKILL_READ",0.9885
2018,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_READ",0.79317
2018,"SE_TOT_RUPI","Latvia","LOWSEC","SKILL_MATH",0.83467
2019,"SE_TOT_RUPI","Latvia","PRIMAR","SKILL_MATH",0.92296
2001,"SE_TOT_RUPI","Lithuania","PRIMAR","SKILL_READ",0.96825
2003,"SE_TOT_RUPI","Lithuania","PRIMAR","SKILL_MATH",0.73551
2006,"SE_TOT_RUPI","Lithuania","LOWSEC","SKILL_MATH",0.82226
2006,"SE_TOT_RUPI","Lithuania","PRIMAR","SKILL_READ",0.97736
2006,"SE_TOT_RUPI","Lithuania","LOWSEC","SKILL_READ",0.8219
2007,"SE_TOT_RUPI","Lithuania","PRIMAR","SKILL_MATH",0.72214
2009,"SE_TOT_RUPI","Lithuania","LOWSEC","SKILL_MATH",0.84014
2009,"SE_TOT_RUPI","Lithuania","LOWSEC","SKILL_READ",0.86736
2011,"SE_TOT_RUPI","Lithuania","PRIMAR","SKILL_READ",0.96311
2011,"SE_TOT_RUPI","Lithuania","PRIMAR","SKILL_MATH",0.69894
2012,"SE_TOT_RUPI","Lithuania","LOWSEC","SKILL_READ",0.84246
2012,"SE_TOT_RUPI","Lithuania","LOWSEC","SKILL_MATH",0.82569
2016,"SE_TOT_RUPI","Lithuania","PRIMAR","SKILL_READ",0.93916
2018,"SE_TOT_RUPI","Lithuania","LOWSEC","SKILL_READ",0.68342
2018,"SE_TOT_RUPI","Lithuania","LOWSEC","SKILL_MATH",0.67443
2019,"SE_TOT_RUPI","Lithuania","PRIMAR","SKILL_MATH",0.34919
2000,"SE_TOT_RUPI","Luxembourg","LOWSEC","SKILL_MATH",0.96987
2000,"SE_TOT_RUPI","Luxembourg","LOWSEC","SKILL_READ",0.96218
2003,"SE_TOT_RUPI","Luxembourg","LOWSEC","SKILL_READ",0.90376
2003,"SE_TOT_RUPI","Luxembourg","LOWSEC","SKILL_MATH",0.91113
2006,"SE_TOT_RUPI","Luxembourg","LOWSEC","SKILL_MATH",0.91229
2006,"SE_TOT_RUPI","Luxembourg","LOWSEC","SKILL_READ",0.91283
2009,"SE_TOT_RUPI","Luxembourg","LOWSEC","SKILL_READ",0.9373
2009,"SE_TOT_RUPI","Luxembourg","LOWSEC","SKILL_MATH",0.94943
2012,"SE_TOT_RUPI","Luxembourg","LOWSEC","SKILL_MATH",0.86374
2012,"SE_TOT_RUPI","Luxembourg","LOWSEC","SKILL_READ",0.87277
2009,"SE_TOT_RUPI","Malta","LOWSEC","SKILL_READ",1.27365
2011,"SE_TOT_RUPI","Malta","PRIMAR","SKILL_READ",1.28403
2011,"SE_TOT_RUPI","Malta","PRIMAR","SKILL_MATH",1.38436
2000,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_READ",0.52667
2000,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_MATH",0.38675
2003,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_MATH",0.43205
2003,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_READ",0.51132
2006,"SE_TOT_RUPI","Mexico","GRAD23","SKILL_READ",0.72734
2006,"SE_TOT_RUPI","Mexico","PRIMAR","SKILL_MATH",0.68156
2006,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_READ",0.48321
2006,"SE_TOT_RUPI","Mexico","PRIMAR","SKILL_READ",0.56386
2006,"SE_TOT_RUPI","Mexico","GRAD23","SKILL_MATH",0.78663
2006,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_MATH",0.423
2009,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_MATH",0.54006
2009,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_READ",0.57141
2012,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_READ",0.66207
2012,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_MATH",0.60274
2018,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_MATH",0.40859
2018,"SE_TOT_RUPI","Mexico","LOWSEC","SKILL_READ",0.40474
2019,"SE_TOT_RUPI","Mexico","PRIMAR","SKILL_READ",0.61843
2019,"SE_TOT_RUPI","Mexico","GRAD23","SKILL_READ",0.67185
2019,"SE_TOT_RUPI","Mexico","PRIMAR","SKILL_MATH",0.70141
2019,"SE_TOT_RUPI","Mexico","GRAD23","SKILL_MATH",0.75685
2001,"SE_TOT_RUPI","Republic of Moldova","PRIMAR","SKILL_READ",0.86125
2003,"SE_TOT_RUPI","Republic of Moldova","PRIMAR","SKILL_MATH",0.73058
2006,"SE_TOT_RUPI","Republic of Moldova","PRIMAR","SKILL_READ",0.9454
2009,"SE_TOT_RUPI","Republic of Moldova","LOWSEC","SKILL_READ",0.53627
2009,"SE_TOT_RUPI","Republic of Moldova","LOWSEC","SKILL_MATH",0.5299
2018,"SE_TOT_RUPI","Republic of Moldova","LOWSEC","SKILL_MATH",0.53801
2018,"SE_TOT_RUPI","Republic of Moldova","LOWSEC","SKILL_READ",0.53809
2019,"SE_TOT_RUPI","Montenegro","PRIMAR","SKILL_MATH",1.01814
2000,"SE_TOT_RUPI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",1.03145
2000,"SE_TOT_RUPI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",1.03793
2001,"SE_TOT_RUPI","Netherlands (Kingdom of the)","PRIMAR","SKILL_READ",0.99197
2003,"SE_TOT_RUPI","Netherlands (Kingdom of the)","PRIMAR","SKILL_MATH",1.30841
2003,"SE_TOT_RUPI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",1.00548
2003,"SE_TOT_RUPI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.98068
2006,"SE_TOT_RUPI","Netherlands (Kingdom of the)","PRIMAR","SKILL_READ",1.00063
2006,"SE_TOT_RUPI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.99247
2006,"SE_TOT_RUPI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",1
2007,"SE_TOT_RUPI","Netherlands (Kingdom of the)","PRIMAR","SKILL_MATH",1.28651
2009,"SE_TOT_RUPI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",0.99827
2009,"SE_TOT_RUPI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.95764
2011,"SE_TOT_RUPI","Netherlands (Kingdom of the)","PRIMAR","SKILL_READ",1.00321
2011,"SE_TOT_RUPI","Netherlands (Kingdom of the)","PRIMAR","SKILL_MATH",1.06559
2012,"SE_TOT_RUPI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",0.96083
2012,"SE_TOT_RUPI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.96827
2015,"SE_TOT_RUPI","Netherlands (Kingdom of the)","PRIMAR","SKILL_MATH",1.01014
2016,"SE_TOT_RUPI","Netherlands (Kingdom of the)","PRIMAR","SKILL_READ",1.03775
2019,"SE_TOT_RUPI","Netherlands (Kingdom of the)","PRIMAR","SKILL_MATH",1.08708
2000,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_MATH",0.96135
2000,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_READ",0.96323
2001,"SE_TOT_RUPI","New Zealand","PRIMAR","SKILL_READ",0.9741
2003,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_READ",0.98949
2003,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_MATH",0.9705
2003,"SE_TOT_RUPI","New Zealand","PRIMAR","SKILL_MATH",1.0365
2006,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_READ",0.95558
2006,"SE_TOT_RUPI","New Zealand","PRIMAR","SKILL_READ",0.99738
2006,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_MATH",0.93999
2007,"SE_TOT_RUPI","New Zealand","PRIMAR","SKILL_MATH",1.04133
2009,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_MATH",0.98386
2009,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_READ",0.96695
2011,"SE_TOT_RUPI","New Zealand","PRIMAR","SKILL_READ",0.96015
2011,"SE_TOT_RUPI","New Zealand","PRIMAR","SKILL_MATH",0.80394
2012,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_MATH",0.88144
2012,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_READ",0.90741
2015,"SE_TOT_RUPI","New Zealand","PRIMAR","SKILL_MATH",0.96587
2016,"SE_TOT_RUPI","New Zealand","PRIMAR","SKILL_READ",0.96183
2018,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_READ",0.87433
2018,"SE_TOT_RUPI","New Zealand","LOWSEC","SKILL_MATH",0.82357
2019,"SE_TOT_RUPI","New Zealand","PRIMAR","SKILL_MATH",1.04872
2000,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_MATH",0.95322
2000,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_READ",0.94354
2001,"SE_TOT_RUPI","Norway","GRAD23","SKILL_READ",1.05892
2003,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_MATH",0.95118
2003,"SE_TOT_RUPI","Norway","PRIMAR","SKILL_MATH",1.04733
2003,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_READ",0.95196
2003,"SE_TOT_RUPI","Norway","GRAD23","SKILL_MATH",0.78525
2006,"SE_TOT_RUPI","Norway","GRAD23","SKILL_READ",0.97805
2006,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_READ",0.98061
2006,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_MATH",0.99743
2007,"SE_TOT_RUPI","Norway","PRIMAR","SKILL_MATH",1.17072
2007,"SE_TOT_RUPI","Norway","GRAD23","SKILL_MATH",0.77974
2009,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_READ",0.96355
2009,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_MATH",0.96088
2011,"SE_TOT_RUPI","Norway","GRAD23","SKILL_READ",0.97553
2011,"SE_TOT_RUPI","Norway","GRAD23","SKILL_MATH",0.83599
2012,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_READ",0.94319
2012,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_MATH",0.93728
2015,"SE_TOT_RUPI","Norway","PRIMAR","SKILL_MATH",0.90675
2018,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_MATH",0.93969
2018,"SE_TOT_RUPI","Norway","LOWSEC","SKILL_READ",0.94488
2019,"SE_TOT_RUPI","Norway","GRAD23","SKILL_MATH",0.91457
2019,"SE_TOT_RUPI","Norway","PRIMAR","SKILL_MATH",1.01147
2000,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_READ",0.92998
2000,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_MATH",0.83832
2003,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_READ",0.90265
2003,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_MATH",0.87828
2006,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_MATH",0.92174
2006,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_READ",0.92639
2006,"SE_TOT_RUPI","Poland","PRIMAR","SKILL_READ",0.95902
2009,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_READ",0.93519
2009,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_MATH",0.9189
2011,"SE_TOT_RUPI","Poland","PRIMAR","SKILL_READ",0.94767
2011,"SE_TOT_RUPI","Poland","PRIMAR","SKILL_MATH",0.64476
2012,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_READ",0.924
2012,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_MATH",0.93452
2015,"SE_TOT_RUPI","Poland","PRIMAR","SKILL_MATH",0.88355
2016,"SE_TOT_RUPI","Poland","PRIMAR","SKILL_READ",0.97526
2018,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_READ",0.91569
2018,"SE_TOT_RUPI","Poland","LOWSEC","SKILL_MATH",0.91413
2019,"SE_TOT_RUPI","Poland","PRIMAR","SKILL_MATH",0.84648
2000,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_MATH",0.81888
2000,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_READ",0.86512
2003,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_MATH",0.79154
2003,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_READ",0.84078
2006,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_READ",0.86553
2006,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_MATH",0.84873
2009,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_MATH",0.86177
2009,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_READ",0.87462
2011,"SE_TOT_RUPI","Portugal","PRIMAR","SKILL_READ",0.95836
2011,"SE_TOT_RUPI","Portugal","PRIMAR","SKILL_MATH",0.97887
2012,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_MATH",0.89691
2012,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_READ",0.90058
2015,"SE_TOT_RUPI","Portugal","PRIMAR","SKILL_MATH",0.96096
2016,"SE_TOT_RUPI","Portugal","PRIMAR","SKILL_READ",0.9761
2018,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_READ",0.52178
2018,"SE_TOT_RUPI","Portugal","LOWSEC","SKILL_MATH",0.52772
2019,"SE_TOT_RUPI","Portugal","PRIMAR","SKILL_MATH",0.99684
2000,"SE_TOT_RUPI","Romania","LOWSEC","SKILL_MATH",0.59383
2000,"SE_TOT_RUPI","Romania","LOWSEC","SKILL_READ",0.50866
2001,"SE_TOT_RUPI","Romania","PRIMAR","SKILL_READ",0.8327
2006,"SE_TOT_RUPI","Romania","LOWSEC","SKILL_READ",0.56226
2006,"SE_TOT_RUPI","Romania","PRIMAR","SKILL_READ",0.83897
2006,"SE_TOT_RUPI","Romania","LOWSEC","SKILL_MATH",0.5587
2009,"SE_TOT_RUPI","Romania","LOWSEC","SKILL_READ",0.78792
2009,"SE_TOT_RUPI","Romania","LOWSEC","SKILL_MATH",0.80492
2011,"SE_TOT_RUPI","Romania","PRIMAR","SKILL_READ",0.75485
2011,"SE_TOT_RUPI","Romania","PRIMAR","SKILL_MATH",0.54908
2012,"SE_TOT_RUPI","Romania","LOWSEC","SKILL_MATH",0.77093
2012,"SE_TOT_RUPI","Romania","LOWSEC","SKILL_READ",0.74131
2018,"SE_TOT_RUPI","Romania","LOWSEC","SKILL_READ",0.38255
2018,"SE_TOT_RUPI","Romania","LOWSEC","SKILL_MATH",0.33922
2003,"SE_TOT_RUPI","Serbia","LOWSEC","SKILL_MATH",0.76733
2003,"SE_TOT_RUPI","Serbia","LOWSEC","SKILL_READ",0.73484
2006,"SE_TOT_RUPI","Serbia","LOWSEC","SKILL_READ",0.66893
2006,"SE_TOT_RUPI","Serbia","LOWSEC","SKILL_MATH",0.71238
2009,"SE_TOT_RUPI","Serbia","LOWSEC","SKILL_MATH",0.70604
2009,"SE_TOT_RUPI","Serbia","LOWSEC","SKILL_READ",0.77536
2011,"SE_TOT_RUPI","Serbia","PRIMAR","SKILL_MATH",0.59742
2012,"SE_TOT_RUPI","Serbia","LOWSEC","SKILL_READ",0.72195
2012,"SE_TOT_RUPI","Serbia","LOWSEC","SKILL_MATH",0.7165
2015,"SE_TOT_RUPI","Serbia","PRIMAR","SKILL_MATH",0.76775
2019,"SE_TOT_RUPI","Serbia","PRIMAR","SKILL_MATH",0.6183
2001,"SE_TOT_RUPI","Slovakia","PRIMAR","SKILL_READ",0.93509
2003,"SE_TOT_RUPI","Slovakia","LOWSEC","SKILL_READ",0.89637
2003,"SE_TOT_RUPI","Slovakia","LOWSEC","SKILL_MATH",0.91103
2006,"SE_TOT_RUPI","Slovakia","LOWSEC","SKILL_READ",0.85351
2006,"SE_TOT_RUPI","Slovakia","PRIMAR","SKILL_READ",0.9367
2006,"SE_TOT_RUPI","Slovakia","LOWSEC","SKILL_MATH",0.893
2009,"SE_TOT_RUPI","Slovakia","LOWSEC","SKILL_READ",0.84826
2009,"SE_TOT_RUPI","Slovakia","LOWSEC","SKILL_MATH",0.87233
2012,"SE_TOT_RUPI","Slovakia","LOWSEC","SKILL_MATH",0.75353
2012,"SE_TOT_RUPI","Slovakia","LOWSEC","SKILL_READ",0.73006
2018,"SE_TOT_RUPI","Slovakia","LOWSEC","SKILL_MATH",0.64631
2018,"SE_TOT_RUPI","Slovakia","LOWSEC","SKILL_READ",0.54027
2003,"SE_TOT_RUPI","Slovenia","PRIMAR","SKILL_MATH",0.91289
2006,"SE_TOT_RUPI","Slovenia","LOWSEC","SKILL_MATH",0.94568
2006,"SE_TOT_RUPI","Slovenia","PRIMAR","SKILL_READ",0.98894
2006,"SE_TOT_RUPI","Slovenia","LOWSEC","SKILL_READ",0.9146
2007,"SE_TOT_RUPI","Slovenia","PRIMAR","SKILL_MATH",0.83961
2009,"SE_TOT_RUPI","Slovenia","LOWSEC","SKILL_MATH",0.98285
2009,"SE_TOT_RUPI","Slovenia","LOWSEC","SKILL_READ",0.99924
2011,"SE_TOT_RUPI","Slovenia","PRIMAR","SKILL_READ",0.99699
2011,"SE_TOT_RUPI","Slovenia","PRIMAR","SKILL_MATH",1.03077
2012,"SE_TOT_RUPI","Slovenia","LOWSEC","SKILL_READ",0.96773
2012,"SE_TOT_RUPI","Slovenia","LOWSEC","SKILL_MATH",0.96495
2015,"SE_TOT_RUPI","Slovenia","PRIMAR","SKILL_MATH",1.00709
2016,"SE_TOT_RUPI","Slovenia","PRIMAR","SKILL_READ",1.00297
2018,"SE_TOT_RUPI","Slovenia","LOWSEC","SKILL_READ",0.87527
2018,"SE_TOT_RUPI","Slovenia","LOWSEC","SKILL_MATH",0.83522
2000,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_MATH",0.94431
2000,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_READ",0.95012
2003,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_MATH",1.01449
2003,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_READ",1.00467
2006,"SE_TOT_RUPI","Spain","PRIMAR","SKILL_READ",0.94838
2006,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_MATH",0.95467
2006,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_READ",0.97516
2009,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_MATH",0.92322
2009,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_READ",0.90709
2011,"SE_TOT_RUPI","Spain","PRIMAR","SKILL_MATH",1.00817
2011,"SE_TOT_RUPI","Spain","PRIMAR","SKILL_READ",1.01901
2012,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_MATH",0.91711
2012,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_READ",0.91964
2015,"SE_TOT_RUPI","Spain","PRIMAR","SKILL_MATH",0.9352
2016,"SE_TOT_RUPI","Spain","PRIMAR","SKILL_READ",0.9773
2018,"SE_TOT_RUPI","Spain","LOWSEC","SKILL_MATH",0.95984
2019,"SE_TOT_RUPI","Spain","PRIMAR","SKILL_MATH",1.10825
2000,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_MATH",0.98711
2000,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_READ",0.9787
2001,"SE_TOT_RUPI","Sweden","PRIMAR","SKILL_READ",1.01595
2003,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_READ",1.00804
2003,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_MATH",1.02479
2006,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_READ",0.96797
2006,"SE_TOT_RUPI","Sweden","PRIMAR","SKILL_READ",1.00501
2006,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_MATH",0.96656
2007,"SE_TOT_RUPI","Sweden","PRIMAR","SKILL_MATH",0.87279
2009,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_MATH",0.97081
2009,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_READ",0.9583
2011,"SE_TOT_RUPI","Sweden","PRIMAR","SKILL_READ",0.98915
2011,"SE_TOT_RUPI","Sweden","PRIMAR","SKILL_MATH",0.91491
2012,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_MATH",0.93498
2012,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_READ",0.92615
2015,"SE_TOT_RUPI","Sweden","PRIMAR","SKILL_MATH",0.93732
2016,"SE_TOT_RUPI","Sweden","PRIMAR","SKILL_READ",0.98907
2018,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_READ",1.029
2018,"SE_TOT_RUPI","Sweden","LOWSEC","SKILL_MATH",1.01761
2019,"SE_TOT_RUPI","Sweden","PRIMAR","SKILL_MATH",0.96437
2018,"SE_TOT_RUPI","Switzerland","LOWSEC","SKILL_MATH",0.93176
2018,"SE_TOT_RUPI","Switzerland","LOWSEC","SKILL_READ",0.88253
2009,"SE_TOT_RUPI","United Arab Emirates","LOWSEC","SKILL_READ",0.87013
2011,"SE_TOT_RUPI","United Arab Emirates","PRIMAR","SKILL_READ",0.79434
2011,"SE_TOT_RUPI","United Arab Emirates","PRIMAR","SKILL_MATH",0.51465
2011,"SE_TOT_RUPI","United Arab Emirates","LOWSEC","SKILL_MATH",0.40555
2012,"SE_TOT_RUPI","United Arab Emirates","LOWSEC","SKILL_READ",0.85834
2015,"SE_TOT_RUPI","United Arab Emirates","LOWSEC","SKILL_MATH",0.62153
2015,"SE_TOT_RUPI","United Arab Emirates","PRIMAR","SKILL_MATH",0.39491
2016,"SE_TOT_RUPI","United Arab Emirates","PRIMAR","SKILL_READ",0.68548
2018,"SE_TOT_RUPI","United Arab Emirates","LOWSEC","SKILL_READ",0.71545
2019,"SE_TOT_RUPI","United Arab Emirates","PRIMAR","SKILL_MATH",0.37852
2019,"SE_TOT_RUPI","United Arab Emirates","LOWSEC","SKILL_MATH",0.30749
2001,"SE_TOT_RUPI","Türkiye","PRIMAR","SKILL_READ",0.8456
2003,"SE_TOT_RUPI","Türkiye","LOWSEC","SKILL_READ",0.60958
2006,"SE_TOT_RUPI","Türkiye","LOWSEC","SKILL_READ",0.65174
2007,"SE_TOT_RUPI","Türkiye","LOWSEC","SKILL_MATH",0.43825
2009,"SE_TOT_RUPI","Türkiye","LOWSEC","SKILL_READ",0.74913
2011,"SE_TOT_RUPI","Türkiye","PRIMAR","SKILL_MATH",0.11631
2011,"SE_TOT_RUPI","Türkiye","LOWSEC","SKILL_MATH",0.50541
2012,"SE_TOT_RUPI","Türkiye","LOWSEC","SKILL_READ",0.94111
2015,"SE_TOT_RUPI","Türkiye","LOWSEC","SKILL_MATH",0.89845
2019,"SE_TOT_RUPI","Türkiye","LOWSEC","SKILL_MATH",0.31953
2007,"SE_TOT_RUPI","Ukraine","PRIMAR","SKILL_MATH",0.59781
2018,"SE_TOT_RUPI","Ukraine","LOWSEC","SKILL_READ",0.70494
2000,"SE_TOT_RUPI","North Macedonia","LOWSEC","SKILL_READ",1.13283
2000,"SE_TOT_RUPI","North Macedonia","LOWSEC","SKILL_MATH",1.13773
2001,"SE_TOT_RUPI","North Macedonia","PRIMAR","SKILL_READ",0.38865
