Year,SeriesCode,GeoAreaName,Sex,Type of occupation,Value
2020,"SH_MED_HWRKDIS","Czechia","FEMALE","PHYS",57.00
2020,"SH_MED_HWRKDIS","Czechia","FEMALE","NURS",98.00
2020,"SH_MED_HWRKDIS","Czechia","MALE","NURS",2.00
2016,"SH_MED_HWRKDIS","Denmark","MALE","NURS",5.30
2016,"SH_MED_HWRKDIS","Denmark","FEMALE","NURS",94.70
2017,"SH_MED_HWRKDIS","Denmark","FEMALE","NURS",95.70
2021,"SH_MED_HWRKDIS","Israel","MALE","PHYS",58.00
2021,"SH_MED_HWRKDIS","Israel","MALE","NURS",15.00
2021,"SH_MED_HWRKDIS","Israel","FEMALE","PHYS",42.00
2021,"SH_MED_HWRKDIS","Israel","FEMALE","NURS",85.00
2014,"SH_MED_HWRKDIS","Japan","MALE","NURS",5.30
2014,"SH_MED_HWRKDIS","Japan","FEMALE","NURS",94.70
2016,"SH_MED_HWRKDIS","Japan","MALE","NURS",7.10
2016,"SH_MED_HWRKDIS","Japan","FEMALE","NURS",92.90
2018,"SH_MED_HWRKDIS","Japan","FEMALE","NURS",92.50
2018,"SH_MED_HWRKDIS","Japan","MALE","NURS",7.50
2000,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",37.20
2000,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",62.80
2001,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",36.70
2001,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",63.30
2002,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",63.90
2002,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",36.10
2003,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",35.60
2003,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",64.40
2004,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",64.00
2004,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",36.00
2005,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",35.70
2005,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",64.30
2006,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",64.30
2006,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",35.70
2007,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",35.90
2007,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",64.10
2008,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",35.90
2008,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",64.10
2009,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",64.30
2009,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",35.70
2010,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",64.20
2010,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",35.80
2011,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",34.70
2011,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",65.30
2012,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",65.10
2012,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",34.90
2013,"SH_MED_HWRKDIS","Kyrgyzstan","FEMALE","PHYS",64.50
2013,"SH_MED_HWRKDIS","Kyrgyzstan","MALE","PHYS",35.50
2016,"SH_MED_HWRKDIS","Latvia","MALE","NURS",0.00
2016,"SH_MED_HWRKDIS","Latvia","FEMALE","NURS",100.00
2018,"SH_MED_HWRKDIS","Latvia","MALE","NURS",0.40
2018,"SH_MED_HWRKDIS","Latvia","FEMALE","NURS",99.60
2016,"SH_MED_HWRKDIS","Lithuania","MALE","NURS",0.20
2016,"SH_MED_HWRKDIS","Lithuania","FEMALE","NURS",99.80
2016,"SH_MED_HWRKDIS","Luxembourg","MALE","NURS",28.50
2016,"SH_MED_HWRKDIS","Luxembourg","FEMALE","NURS",71.50
2002,"SH_MED_HWRKDIS","Malta","FEMALE","PHYS",21.70
2002,"SH_MED_HWRKDIS","Malta","MALE","PHYS",78.30
2003,"SH_MED_HWRKDIS","Malta","MALE","PHYS",78.40
2003,"SH_MED_HWRKDIS","Malta","FEMALE","PHYS",21.60
2008,"SH_MED_HWRKDIS","Malta","MALE","PHYS",71.70
2008,"SH_MED_HWRKDIS","Malta","FEMALE","PHYS",28.30
2009,"SH_MED_HWRKDIS","Malta","FEMALE","PHYS",32.50
2009,"SH_MED_HWRKDIS","Malta","MALE","PHYS",67.50
2010,"SH_MED_HWRKDIS","Malta","MALE","PHYS",64.60
2010,"SH_MED_HWRKDIS","Malta","FEMALE","PHYS",35.40
2011,"SH_MED_HWRKDIS","Malta","MALE","PHYS",63.40
2011,"SH_MED_HWRKDIS","Malta","FEMALE","PHYS",36.60
2012,"SH_MED_HWRKDIS","Malta","FEMALE","PHYS",36.50
2012,"SH_MED_HWRKDIS","Malta","MALE","PHYS",63.50
2013,"SH_MED_HWRKDIS","Malta","MALE","PHYS",62.50
2013,"SH_MED_HWRKDIS","Malta","FEMALE","PHYS",37.50
2014,"SH_MED_HWRKDIS","Malta","MALE","PHYS",61.40
2014,"SH_MED_HWRKDIS","Malta","FEMALE","PHYS",38.60
2015,"SH_MED_HWRKDIS","Malta","MALE","PHYS",60.00
2015,"SH_MED_HWRKDIS","Malta","FEMALE","PHYS",40.00
2010,"SH_MED_HWRKDIS","Mexico","FEMALE","NURS",89.40
2010,"SH_MED_HWRKDIS","Mexico","FEMALE","PHYS",37.20
2010,"SH_MED_HWRKDIS","Mexico","MALE","PHYS",62.80
2010,"SH_MED_HWRKDIS","Mexico","MALE","NURS",10.60
2014,"SH_MED_HWRKDIS","Mexico","FEMALE","NURS",88.20
2014,"SH_MED_HWRKDIS","Mexico","MALE","NURS",11.80
2015,"SH_MED_HWRKDIS","Mexico","MALE","NURS",12.30
2015,"SH_MED_HWRKDIS","Mexico","FEMALE","NURS",87.70
2016,"SH_MED_HWRKDIS","Mexico","MALE","NURS",13.20
2016,"SH_MED_HWRKDIS","Mexico","FEMALE","NURS",86.80
2017,"SH_MED_HWRKDIS","Mexico","MALE","NURS",13.80
2017,"SH_MED_HWRKDIS","Mexico","FEMALE","NURS",86.20
2018,"SH_MED_HWRKDIS","Mexico","FEMALE","NURS",85.50
2018,"SH_MED_HWRKDIS","Mexico","MALE","NURS",14.50
2019,"SH_MED_HWRKDIS","Mexico","MALE","NURS",15.10
2019,"SH_MED_HWRKDIS","Mexico","FEMALE","NURS",84.90
2000,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",43.60
2000,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",56.40
2001,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",56.60
2001,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",43.40
2002,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",57.60
2002,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",42.40
2003,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",58.70
2003,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",41.30
2004,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",41.40
2004,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",58.60
2005,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",57.90
2005,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",42.10
2006,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",41.60
2006,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",58.40
2007,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",40.60
2007,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",59.40
2008,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",40.20
2008,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",59.80
2009,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",60.70
2009,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",39.30
2010,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",61.60
2010,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",38.40
2011,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",61.90
2011,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",38.10
2012,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",61.80
2012,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",38.20
2013,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",38.10
2013,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",61.90
2014,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",38.00
2014,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",62.00
2015,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",63.30
2015,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",36.70
2018,"SH_MED_HWRKDIS","Montenegro","FEMALE","NURS",85.00
2018,"SH_MED_HWRKDIS","Montenegro","MALE","NURS",15.00
2018,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",64.20
2018,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",35.80
2019,"SH_MED_HWRKDIS","Montenegro","FEMALE","NURS",84.30
2019,"SH_MED_HWRKDIS","Montenegro","MALE","NURS",15.70
2019,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",64.10
2019,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",35.90
2020,"SH_MED_HWRKDIS","Montenegro","MALE","NURS",16.30
2020,"SH_MED_HWRKDIS","Montenegro","FEMALE","NURS",83.70
2020,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",36.40
2020,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",63.60
2021,"SH_MED_HWRKDIS","Montenegro","FEMALE","NURS",83.20
2021,"SH_MED_HWRKDIS","Montenegro","MALE","PHYS",38.40
2021,"SH_MED_HWRKDIS","Montenegro","FEMALE","PHYS",61.60
2021,"SH_MED_HWRKDIS","Montenegro","MALE","NURS",16.80
2016,"SH_MED_HWRKDIS","Netherlands (Kingdom of the)","FEMALE","NURS",84.60
2016,"SH_MED_HWRKDIS","Netherlands (Kingdom of the)","MALE","NURS",15.40
2013,"SH_MED_HWRKDIS","New Zealand","FEMALE","NURS",92.10
2013,"SH_MED_HWRKDIS","New Zealand","MALE","NURS",7.90
2014,"SH_MED_HWRKDIS","New Zealand","FEMALE","NURS",91.80
2014,"SH_MED_HWRKDIS","New Zealand","MALE","NURS",8.20
2015,"SH_MED_HWRKDIS","New Zealand","MALE","NURS",8.60
2015,"SH_MED_HWRKDIS","New Zealand","FEMALE","NURS",91.40
2016,"SH_MED_HWRKDIS","New Zealand","FEMALE","NURS",91.20
2016,"SH_MED_HWRKDIS","New Zealand","MALE","NURS",8.80
2017,"SH_MED_HWRKDIS","New Zealand","FEMALE","NURS",90.90
2017,"SH_MED_HWRKDIS","New Zealand","MALE","NURS",9.10
2018,"SH_MED_HWRKDIS","New Zealand","FEMALE","NURS",90.70
2018,"SH_MED_HWRKDIS","New Zealand","MALE","NURS",9.30
2016,"SH_MED_HWRKDIS","Norway","FEMALE","NURS",89.10
2016,"SH_MED_HWRKDIS","Norway","MALE","NURS",10.90
2018,"SH_MED_HWRKDIS","Norway","MALE","PHYS",50.10
2018,"SH_MED_HWRKDIS","Norway","FEMALE","PHYS",49.90
2018,"SH_MED_HWRKDIS","Poland","MALE","NURS",2.30
2018,"SH_MED_HWRKDIS","Poland","FEMALE","NURS",97.70
2011,"SH_MED_HWRKDIS","Portugal","FEMALE","NURS",82.10
2011,"SH_MED_HWRKDIS","Portugal","MALE","NURS",17.90
2016,"SH_MED_HWRKDIS","Portugal","MALE","NURS",22.10
2016,"SH_MED_HWRKDIS","Portugal","FEMALE","NURS",77.90
2004,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",66.70
2004,"SH_MED_HWRKDIS","Romania","MALE","PHYS",33.30
2005,"SH_MED_HWRKDIS","Romania","MALE","PHYS",31.30
2005,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",68.70
2006,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",67.70
2006,"SH_MED_HWRKDIS","Romania","MALE","PHYS",32.30
2007,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",69.10
2007,"SH_MED_HWRKDIS","Romania","MALE","PHYS",30.90
2008,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",69.40
2008,"SH_MED_HWRKDIS","Romania","MALE","PHYS",30.60
2009,"SH_MED_HWRKDIS","Romania","MALE","PHYS",30.60
2009,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",69.40
2010,"SH_MED_HWRKDIS","Romania","MALE","PHYS",30.90
2010,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",69.10
2011,"SH_MED_HWRKDIS","Romania","MALE","NURS",8.60
2011,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",69.10
2011,"SH_MED_HWRKDIS","Romania","MALE","PHYS",30.90
2011,"SH_MED_HWRKDIS","Romania","FEMALE","NURS",91.40
2012,"SH_MED_HWRKDIS","Romania","MALE","PHYS",31.30
2012,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",68.70
2013,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",68.80
2013,"SH_MED_HWRKDIS","Romania","MALE","PHYS",31.20
2016,"SH_MED_HWRKDIS","Romania","FEMALE","PHYS",66.90
2016,"SH_MED_HWRKDIS","Romania","MALE","PHYS",33.10
2016,"SH_MED_HWRKDIS","Romania","MALE","NURS",10.60
2016,"SH_MED_HWRKDIS","Romania","FEMALE","NURS",89.40
2003,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",61.90
2003,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",38.10
2004,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",37.00
2004,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",63.00
2005,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",36.50
2005,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",63.50
2006,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",36.30
2006,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",63.70
2007,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",63.80
2007,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",36.20
2008,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",36.00
2008,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",64.00
2009,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",64.10
2009,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",35.90
2010,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",35.80
2010,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",64.20
2011,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",35.50
2011,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",64.50
2012,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",35.40
2012,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",64.60
2013,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",64.80
2013,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",35.20
2014,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",64.90
2014,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",35.10
2015,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",34.80
2015,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",65.20
2016,"SH_MED_HWRKDIS","Serbia","FEMALE","PHYS",65.80
2016,"SH_MED_HWRKDIS","Serbia","MALE","PHYS",34.20
2016,"SH_MED_HWRKDIS","Slovakia","FEMALE","NURS",85.30
2016,"SH_MED_HWRKDIS","Slovakia","MALE","NURS",14.70
2009,"SH_MED_HWRKDIS","Viet Nam","MALE","NURS",23.30
2009,"SH_MED_HWRKDIS","Viet Nam","FEMALE","NURS",76.70
2018,"SH_MED_HWRKDIS","Slovenia","FEMALE","NURS",85.40
2018,"SH_MED_HWRKDIS","Slovenia","MALE","NURS",14.60
2016,"SH_MED_HWRKDIS","Spain","FEMALE","NURS",83.60
2016,"SH_MED_HWRKDIS","Spain","MALE","NURS",16.40
2016,"SH_MED_HWRKDIS","Sweden","MALE","NURS",11.50
2016,"SH_MED_HWRKDIS","Sweden","FEMALE","NURS",88.50
2017,"SH_MED_HWRKDIS","Sweden","MALE","NURS",11.60
2017,"SH_MED_HWRKDIS","Sweden","FEMALE","NURS",88.40
2016,"SH_MED_HWRKDIS","Switzerland","MALE","NURS",1.40
2016,"SH_MED_HWRKDIS","Switzerland","FEMALE","NURS",98.60
2014,"SH_MED_HWRKDIS","Tajikistan","MALE","PHYS",60.80
2014,"SH_MED_HWRKDIS","Tajikistan","FEMALE","PHYS",39.20
2018,"SH_MED_HWRKDIS","Tajikistan","MALE","NURS",16.00
2018,"SH_MED_HWRKDIS","Tajikistan","FEMALE","NURS",84.00
2016,"SH_MED_HWRKDIS","United Arab Emirates","MALE","NURS",19.50
2016,"SH_MED_HWRKDIS","United Arab Emirates","FEMALE","NURS",80.50
2016,"SH_MED_HWRKDIS","United Arab Emirates","FEMALE","PHYS",40.00
2016,"SH_MED_HWRKDIS","United Arab Emirates","MALE","PHYS",60.00
2017,"SH_MED_HWRKDIS","United Arab Emirates","MALE","NURS",19.30
2017,"SH_MED_HWRKDIS","United Arab Emirates","MALE","PHYS",59.50
2017,"SH_MED_HWRKDIS","United Arab Emirates","FEMALE","PHYS",40.50
2017,"SH_MED_HWRKDIS","United Arab Emirates","FEMALE","NURS",80.70
2018,"SH_MED_HWRKDIS","United Arab Emirates","FEMALE","PHYS",41.30
2018,"SH_MED_HWRKDIS","United Arab Emirates","MALE","PHYS",58.70
2018,"SH_MED_HWRKDIS","United Arab Emirates","FEMALE","NURS",81.10
2018,"SH_MED_HWRKDIS","United Arab Emirates","MALE","NURS",18.90
2019,"SH_MED_HWRKDIS","United Arab Emirates","FEMALE","NURS",81.50
2019,"SH_MED_HWRKDIS","United Arab Emirates","MALE","NURS",18.50
2019,"SH_MED_HWRKDIS","United Arab Emirates","MALE","PHYS",58.30
2019,"SH_MED_HWRKDIS","United Arab Emirates","FEMALE","PHYS",41.70
2020,"SH_MED_HWRKDIS","United Arab Emirates","MALE","NURS",20.60
2020,"SH_MED_HWRKDIS","United Arab Emirates","FEMALE","NURS",79.40
2020,"SH_MED_HWRKDIS","United Arab Emirates","FEMALE","PHYS",42.90
2020,"SH_MED_HWRKDIS","United Arab Emirates","MALE","PHYS",57.10
2017,"SH_MED_HWRKDIS","Türkiye","MALE","NURS",15.60
2017,"SH_MED_HWRKDIS","Türkiye","FEMALE","NURS",84.40
2018,"SH_MED_HWRKDIS","Türkiye","FEMALE","NURS",85.20
2018,"SH_MED_HWRKDIS","Türkiye","MALE","NURS",14.80
2018,"SH_MED_HWRKDIS","Türkiye","MALE","PHYS",64.20
2018,"SH_MED_HWRKDIS","Türkiye","FEMALE","PHYS",35.80
2019,"SH_MED_HWRKDIS","Türkiye","FEMALE","PHYS",38.30
2019,"SH_MED_HWRKDIS","Türkiye","MALE","PHYS",61.70
2019,"SH_MED_HWRKDIS","Türkiye","MALE","NURS",15.70
2019,"SH_MED_HWRKDIS","Türkiye","FEMALE","NURS",84.30
2008,"SH_MED_HWRKDIS","Turkmenistan","MALE","PHYS",43.80
2008,"SH_MED_HWRKDIS","Turkmenistan","FEMALE","PHYS",56.20
2009,"SH_MED_HWRKDIS","Turkmenistan","FEMALE","PHYS",56.40
2009,"SH_MED_HWRKDIS","Turkmenistan","MALE","PHYS",43.60
2010,"SH_MED_HWRKDIS","Turkmenistan","MALE","PHYS",43.80
2010,"SH_MED_HWRKDIS","Turkmenistan","FEMALE","PHYS",56.20
2011,"SH_MED_HWRKDIS","Turkmenistan","MALE","PHYS",43.50
2011,"SH_MED_HWRKDIS","Turkmenistan","FEMALE","PHYS",56.50
2012,"SH_MED_HWRKDIS","Turkmenistan","MALE","PHYS",43.70
2012,"SH_MED_HWRKDIS","Turkmenistan","FEMALE","PHYS",56.30
2013,"SH_MED_HWRKDIS","Turkmenistan","MALE","PHYS",42.30
2013,"SH_MED_HWRKDIS","Turkmenistan","FEMALE","PHYS",57.70
2014,"SH_MED_HWRKDIS","Turkmenistan","FEMALE","PHYS",57.30
2014,"SH_MED_HWRKDIS","Turkmenistan","MALE","PHYS",42.70
2000,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",61.00
2000,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",39.00
2001,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",39.20
2001,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",60.80
2002,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",60.80
2002,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",39.20
2003,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",61.10
2003,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",38.90
2004,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",60.90
2004,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",39.10
2005,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",39.00
2005,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",61.00
2006,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",38.90
2006,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",61.10
2007,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",38.90
2007,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",61.10
2008,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",60.60
2008,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",39.40
2009,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",60.40
2009,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",39.60
2010,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",39.40
2010,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",60.60
2011,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",39.20
2011,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",60.80
2012,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",39.10
2012,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",60.90
2013,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",61.30
2013,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",38.70
2014,"SH_MED_HWRKDIS","Ukraine","FEMALE","PHYS",61.10
2014,"SH_MED_HWRKDIS","Ukraine","MALE","PHYS",38.90
2000,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",56.10
2000,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",43.90
2001,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",42.50
2001,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",57.50
2002,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",41.70
2002,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",58.30
2003,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",58.60
2003,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",41.40
2004,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",41.60
2004,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",58.40
2005,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",58.40
2005,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",41.60
2006,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",52.00
2006,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",48.00
2007,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",59.50
2007,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",40.50
2008,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",40.20
2008,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",59.80
2009,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",40.60
2009,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",59.40
2010,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",59.30
2010,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",40.70
2011,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",41.00
2011,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",59.00
2012,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",59.80
2012,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",40.20
2013,"SH_MED_HWRKDIS","North Macedonia","FEMALE","PHYS",60.30
2013,"SH_MED_HWRKDIS","North Macedonia","MALE","PHYS",39.70
2015,"SH_MED_HWRKDIS","United Kingdom of Great Britain and Northern Ireland","MALE","NURS",11.30
2015,"SH_MED_HWRKDIS","United Kingdom of Great Britain and Northern Ireland","FEMALE","NURS",88.70
2016,"SH_MED_HWRKDIS","United Kingdom of Great Britain and Northern Ireland","FEMALE","NURS",88.50
2016,"SH_MED_HWRKDIS","United Kingdom of Great Britain and Northern Ireland","MALE","NURS",11.50
2017,"SH_MED_HWRKDIS","United Kingdom of Great Britain and Northern Ireland","MALE","NURS",11.50
2017,"SH_MED_HWRKDIS","United Kingdom of Great Britain and Northern Ireland","FEMALE","NURS",88.50
2018,"SH_MED_HWRKDIS","United Kingdom of Great Britain and Northern Ireland","MALE","NURS",11.40
2018,"SH_MED_HWRKDIS","United Kingdom of Great Britain and Northern Ireland","FEMALE","NURS",88.60
2008,"SH_MED_HWRKDIS","Uzbekistan","FEMALE","PHYS",54.20
2008,"SH_MED_HWRKDIS","Uzbekistan","MALE","PHYS",45.80
2009,"SH_MED_HWRKDIS","Uzbekistan","MALE","PHYS",45.90
2009,"SH_MED_HWRKDIS","Uzbekistan","FEMALE","PHYS",54.10
2010,"SH_MED_HWRKDIS","Uzbekistan","MALE","PHYS",45.90
2010,"SH_MED_HWRKDIS","Uzbekistan","FEMALE","PHYS",54.10
2011,"SH_MED_HWRKDIS","Uzbekistan","MALE","PHYS",46.30
2011,"SH_MED_HWRKDIS","Uzbekistan","FEMALE","PHYS",53.70
2012,"SH_MED_HWRKDIS","Uzbekistan","FEMALE","PHYS",53.00
2012,"SH_MED_HWRKDIS","Uzbekistan","MALE","PHYS",47.00
2013,"SH_MED_HWRKDIS","Uzbekistan","MALE","PHYS",46.90
2017,"SH_MED_HWRKDIS","Denmark","MALE","NURS",4.30
2013,"SH_MED_HWRKDIS","Uzbekistan","FEMALE","PHYS",53.10
2014,"SH_MED_HWRKDIS","Uzbekistan","MALE","PHYS",47.30
2014,"SH_MED_HWRKDIS","Uzbekistan","FEMALE","PHYS",52.70
2014,"SH_MED_HWRKDIS","Uzbekistan","FEMALE","PHYS",52.70
