Year,SeriesCode,Страна ,Age,Freq,Location,Sex,Value
2018,AG_PRD_FIESMS,Norway,15+,,ALLAREA,FEMALE,5.5
2019,AG_PRD_FIESMS,Norway,15+,,ALLAREA,MALE,4.3
2019,AG_PRD_FIESMS,Norway,ALLAGE,,ALLAREA,BOTHSEX,4.1
2019,AG_PRD_FIESMS,Norway,15+,,ALLAREA,FEMALE,3.9
2020,AG_PRD_FIESMS,Norway,ALLAGE,,ALLAREA,BOTHSEX,4.3
2020,AG_PRD_FIESMS,Norway,15+,,ALLAREA,MALE,4.6
2020,AG_PRD_FIESMS,Norway,15+,,ALLAREA,FEMALE,4.1
2021,AG_PRD_FIESMS,Norway,15+,,ALLAREA,FEMALE,5.0
2021,AG_PRD_FIESMS,Norway,15+,,ALLAREA,MALE,5.4
2021,AG_PRD_FIESMS,Norway,ALLAGE,,ALLAREA,BOTHSEX,5.2
2015,AG_PRD_FIESMS,Poland,ALLAGE,,ALLAREA,BOTHSEX,8.9
2019,AG_PRD_FIESMS,Belgium,ALLAGE,,ALLAREA,BOTHSEX,3.7
2019,AG_PRD_FIESMS,Belgium,15+,,ALLAREA,FEMALE,3.1
2019,AG_PRD_FIESMS,Belgium,15+,,ALLAREA,MALE,4.4
2020,AG_PRD_FIESMS,Belgium,15+,,ALLAREA,FEMALE,4.2
2020,AG_PRD_FIESMS,Belgium,15+,,ALLAREA,MALE,5.4
2020,AG_PRD_FIESMS,Belgium,ALLAGE,,ALLAREA,BOTHSEX,4.8
2015,AG_PRD_FIESMS,Poland,15+,,ALLAREA,MALE,7.4
2015,AG_PRD_FIESMS,Poland,15+,,ALLAREA,FEMALE,10.3
2016,AG_PRD_FIESMS,Poland,15+,,ALLAREA,FEMALE,7.6
2016,AG_PRD_FIESMS,Poland,15+,,ALLAREA,MALE,4.9
2016,AG_PRD_FIESMS,Poland,ALLAGE,,ALLAREA,BOTHSEX,6.3
2017,AG_PRD_FIESMS,Poland,ALLAGE,,ALLAREA,BOTHSEX,5.3
2017,AG_PRD_FIESMS,Poland,15+,,ALLAREA,MALE,4.0
2017,AG_PRD_FIESMS,Poland,15+,,ALLAREA,FEMALE,6.5
2018,AG_PRD_FIESMS,Poland,15+,,ALLAREA,FEMALE,5.2
2018,AG_PRD_FIESMS,Poland,15+,,ALLAREA,MALE,3.3
2018,AG_PRD_FIESMS,Poland,ALLAGE,,ALLAREA,BOTHSEX,4.3
2019,AG_PRD_FIESMS,Poland,ALLAGE,,ALLAREA,BOTHSEX,5.8
2019,AG_PRD_FIESMS,Poland,15+,,ALLAREA,FEMALE,7.3
2019,AG_PRD_FIESMS,Poland,15+,,ALLAREA,MALE,4.3
2020,AG_PRD_FIESMS,Poland,15+,,ALLAREA,MALE,5.7
2020,AG_PRD_FIESMS,Poland,15+,,ALLAREA,FEMALE,9.1
2020,AG_PRD_FIESMS,Poland,ALLAGE,,ALLAREA,BOTHSEX,7.4
2021,AG_PRD_FIESMS,Poland,15+,,ALLAREA,MALE,5.9
2021,AG_PRD_FIESMS,Belgium,ALLAGE,,ALLAREA,BOTHSEX,5.8
2021,AG_PRD_FIESMS,Belgium,15+,,ALLAREA,MALE,5.9
2021,AG_PRD_FIESMS,Belgium,15+,,ALLAREA,FEMALE,5.7
2015,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,ALLAREA,BOTHSEX,9.6
2015,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,MALE,9.4
2015,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,FEMALE,9.8
2015,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,FEMALE,6.4
2015,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,MALE,5.3
2015,AG_PRD_FIESMS,Czechia,ALLAGE,,ALLAREA,BOTHSEX,5.8
2016,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,MALE,4.4
2016,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,FEMALE,5.7
2021,AG_PRD_FIESMS,Poland,ALLAGE,,ALLAREA,BOTHSEX,7.5
2021,AG_PRD_FIESMS,Poland,15+,,ALLAREA,FEMALE,9.1
2015,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,FEMALE,17.1
2015,AG_PRD_FIESMS,Portugal,ALLAGE,,ALLAREA,BOTHSEX,14.7
2015,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,MALE,12.3
2016,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,MALE,11.3
2016,AG_PRD_FIESMS,Czechia,ALLAGE,,ALLAREA,BOTHSEX,5.1
2017,AG_PRD_FIESMS,Czechia,ALLAGE,,ALLAREA,BOTHSEX,3.9
2017,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,MALE,2.9
2017,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,FEMALE,4.9
2018,AG_PRD_FIESMS,Czechia,ALLAGE,,ALLAREA,BOTHSEX,3.8
2018,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,MALE,2.5
2018,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,FEMALE,5.1
2019,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,MALE,3.4
2019,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,FEMALE,4.9
2019,AG_PRD_FIESMS,Czechia,ALLAGE,,ALLAREA,BOTHSEX,4.2
2020,AG_PRD_FIESMS,Czechia,ALLAGE,,ALLAREA,BOTHSEX,5.8
2020,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,MALE,5.4
2020,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,FEMALE,6.2
2021,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,FEMALE,8.6
2021,AG_PRD_FIESMS,Czechia,ALLAGE,,ALLAREA,BOTHSEX,8.5
2021,AG_PRD_FIESMS,Czechia,15+,,ALLAREA,MALE,8.5
2016,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,FEMALE,15.2
2016,AG_PRD_FIESMS,Portugal,ALLAGE,,ALLAREA,BOTHSEX,13.2
2017,AG_PRD_FIESMS,Portugal,ALLAGE,,ALLAREA,BOTHSEX,11.6
2017,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,FEMALE,14.1
2017,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,MALE,9.0
2018,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,MALE,7.6
2018,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,FEMALE,13.8
2018,AG_PRD_FIESMS,Portugal,ALLAGE,,ALLAREA,BOTHSEX,10.7
2019,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,FEMALE,13.4
2016,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,ALLAREA,BOTHSEX,10.3
2016,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,FEMALE,9.3
2016,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,MALE,11.2
2017,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,FEMALE,8.0
2017,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,MALE,9.4
2017,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,ALLAREA,BOTHSEX,8.7
2018,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,MALE,9.9
2018,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,FEMALE,8.4
2015,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,FEMALE,6.5
2015,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,MALE,5.2
2015,AG_PRD_FIESMS,Denmark,ALLAGE,,ALLAREA,BOTHSEX,5.9
2016,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,MALE,5.0
2016,AG_PRD_FIESMS,Denmark,ALLAGE,,ALLAREA,BOTHSEX,5.8
2016,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,FEMALE,6.6
2017,AG_PRD_FIESMS,Denmark,ALLAGE,,ALLAREA,BOTHSEX,5.4
2017,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,FEMALE,6.7
2017,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,MALE,4.1
2018,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,MALE,4.4
2018,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,FEMALE,6.0
2018,AG_PRD_FIESMS,Denmark,ALLAGE,,ALLAREA,BOTHSEX,5.2
2019,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,FEMALE,5.5
2019,AG_PRD_FIESMS,Denmark,ALLAGE,,ALLAREA,BOTHSEX,5.0
2019,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,MALE,4.5
2020,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,MALE,4.9
2020,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,FEMALE,6.1
2018,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,ALLAREA,BOTHSEX,9.2
2019,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,FEMALE,10.4
2019,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,ALLAREA,BOTHSEX,10.0
2019,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,MALE,9.7
2020,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,MALE,11.2
2020,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,FEMALE,13.9
2020,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,ALLAREA,BOTHSEX,12.6
2021,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,FEMALE,15.5
2020,AG_PRD_FIESMS,Denmark,ALLAGE,,ALLAREA,BOTHSEX,5.5
2021,AG_PRD_FIESMS,Denmark,ALLAGE,,ALLAREA,BOTHSEX,6.8
2021,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,FEMALE,7.3
2021,AG_PRD_FIESMS,Denmark,15+,,ALLAREA,MALE,6.2
2015,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,FEMALE,10.3
2015,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,MALE,8.6
2021,AG_PRD_FIESMS,Bosnia and Herzegovina,15+,,ALLAREA,MALE,11.3
2021,AG_PRD_FIESMS,Bosnia and Herzegovina,ALLAGE,,ALLAREA,BOTHSEX,13.4
2015,AG_PRD_FIESMS,Bulgaria,ALLAGE,,ALLAREA,BOTHSEX,14.9
2015,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,MALE,13.7
2015,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,FEMALE,16.1
2016,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,MALE,12.7
2019,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,MALE,9.5
2019,AG_PRD_FIESMS,Portugal,ALLAGE,,ALLAREA,BOTHSEX,11.5
2020,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,MALE,10.2
2020,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,FEMALE,13.0
2020,AG_PRD_FIESMS,Portugal,ALLAGE,,ALLAREA,BOTHSEX,11.6
2021,AG_PRD_FIESMS,Portugal,ALLAGE,,ALLAREA,BOTHSEX,12.4
2021,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,FEMALE,13.2
2021,AG_PRD_FIESMS,Portugal,15+,,ALLAREA,MALE,11.7
2015,AG_PRD_FIESMS,Estonia,ALLAGE,,ALLAREA,BOTHSEX,9.5
2016,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,MALE,7.7
2016,AG_PRD_FIESMS,Estonia,ALLAGE,,ALLAREA,BOTHSEX,8.3
2016,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,FEMALE,8.8
2017,AG_PRD_FIESMS,Estonia,ALLAGE,,ALLAREA,BOTHSEX,8.2
2017,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,MALE,8.3
2017,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,FEMALE,8.2
2018,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,FEMALE,7.3
2018,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,MALE,7.5
2018,AG_PRD_FIESMS,Estonia,ALLAGE,,ALLAREA,BOTHSEX,7.4
2019,AG_PRD_FIESMS,Estonia,ALLAGE,,ALLAREA,BOTHSEX,7.9
2019,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,MALE,8.0
2019,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,FEMALE,7.8
2020,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,MALE,7.4
2020,AG_PRD_FIESMS,Estonia,ALLAGE,,ALLAREA,BOTHSEX,7.9
2020,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,FEMALE,8.3
2021,AG_PRD_FIESMS,Estonia,ALLAGE,,ALLAREA,BOTHSEX,8.5
2021,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,MALE,7.8
2015,AG_PRD_FIESMS,Romania,ALLAGE,,ALLAREA,BOTHSEX,19.3
2015,AG_PRD_FIESMS,Romania,15+,,ALLAREA,FEMALE,22.0
2015,AG_PRD_FIESMS,Romania,15+,,ALLAREA,MALE,16.5
2016,AG_PRD_FIESMS,Romania,ALLAGE,,ALLAREA,BOTHSEX,16.6
2016,AG_PRD_FIESMS,Romania,15+,,ALLAREA,MALE,14.3
2016,AG_PRD_FIESMS,Romania,15+,,ALLAREA,FEMALE,18.8
2017,AG_PRD_FIESMS,Romania,15+,,ALLAREA,FEMALE,16.7
2021,AG_PRD_FIESMS,Estonia,15+,,ALLAREA,FEMALE,9.3
2015,AG_PRD_FIESMS,Finland,15+,,ALLAREA,MALE,8.4
2015,AG_PRD_FIESMS,Finland,15+,,ALLAREA,FEMALE,10.2
2015,AG_PRD_FIESMS,Finland,ALLAGE,,ALLAREA,BOTHSEX,9.3
2016,AG_PRD_FIESMS,Finland,15+,,ALLAREA,MALE,7.4
2016,AG_PRD_FIESMS,Finland,ALLAGE,,ALLAREA,BOTHSEX,8.4
2016,AG_PRD_FIESMS,Finland,15+,,ALLAREA,FEMALE,9.5
2017,AG_PRD_FIESMS,Finland,15+,,ALLAREA,FEMALE,8.8
2017,AG_PRD_FIESMS,Finland,15+,,ALLAREA,MALE,7.9
2017,AG_PRD_FIESMS,Finland,ALLAGE,,ALLAREA,BOTHSEX,8.3
2018,AG_PRD_FIESMS,Finland,ALLAGE,,ALLAREA,BOTHSEX,7.7
2018,AG_PRD_FIESMS,Finland,15+,,ALLAREA,MALE,6.9
2018,AG_PRD_FIESMS,Finland,15+,,ALLAREA,FEMALE,8.5
2019,AG_PRD_FIESMS,Finland,15+,,ALLAREA,MALE,7.2
2019,AG_PRD_FIESMS,Finland,ALLAGE,,ALLAREA,BOTHSEX,8.0
2019,AG_PRD_FIESMS,Finland,15+,,ALLAREA,FEMALE,8.7
2020,AG_PRD_FIESMS,Finland,ALLAGE,,ALLAREA,BOTHSEX,8.8
2020,AG_PRD_FIESMS,Finland,15+,,ALLAREA,MALE,7.2
2020,AG_PRD_FIESMS,Finland,15+,,ALLAREA,FEMALE,10.5
2021,AG_PRD_FIESMS,Finland,ALLAGE,,ALLAREA,BOTHSEX,10.5
2021,AG_PRD_FIESMS,Finland,15+,,ALLAREA,MALE,8.1
2021,AG_PRD_FIESMS,Finland,15+,,ALLAREA,FEMALE,12.8
2016,AG_PRD_FIESMS,Bulgaria,ALLAGE,,ALLAREA,BOTHSEX,13.6
2016,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,FEMALE,14.4
2017,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,FEMALE,13.5
2017,AG_PRD_FIESMS,Bulgaria,ALLAGE,,ALLAREA,BOTHSEX,12.0
2017,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,MALE,10.6
2018,AG_PRD_FIESMS,Bulgaria,ALLAGE,,ALLAREA,BOTHSEX,12.5
2018,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,MALE,10.7
2018,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,FEMALE,14.3
2019,AG_PRD_FIESMS,Bulgaria,ALLAGE,,ALLAREA,BOTHSEX,13.2
2015,AG_PRD_FIESMS,France,ALLAGE,,ALLAREA,BOTHSEX,6.8
2015,AG_PRD_FIESMS,France,15+,,ALLAREA,FEMALE,7.1
2015,AG_PRD_FIESMS,France,15+,,ALLAREA,MALE,6.5
2016,AG_PRD_FIESMS,France,15+,,ALLAREA,MALE,6.5
2016,AG_PRD_FIESMS,France,15+,,ALLAREA,FEMALE,6.2
2016,AG_PRD_FIESMS,France,ALLAGE,,ALLAREA,BOTHSEX,6.3
2017,AG_PRD_FIESMS,France,ALLAGE,,ALLAREA,BOTHSEX,6.3
2017,AG_PRD_FIESMS,France,15+,,ALLAREA,MALE,7.1
2017,AG_PRD_FIESMS,Romania,15+,,ALLAREA,MALE,12.7
2017,AG_PRD_FIESMS,Romania,ALLAGE,,ALLAREA,BOTHSEX,14.7
2018,AG_PRD_FIESMS,Romania,ALLAGE,,ALLAREA,BOTHSEX,14.5
2018,AG_PRD_FIESMS,Romania,15+,,ALLAREA,MALE,12.9
2018,AG_PRD_FIESMS,Romania,15+,,ALLAREA,FEMALE,16.0
2019,AG_PRD_FIESMS,Romania,15+,,ALLAREA,FEMALE,15.7
2019,AG_PRD_FIESMS,Romania,15+,,ALLAREA,MALE,12.1
2019,AG_PRD_FIESMS,Romania,ALLAGE,,ALLAREA,BOTHSEX,13.9
2020,AG_PRD_FIESMS,Romania,ALLAGE,,ALLAREA,BOTHSEX,13.4
2017,AG_PRD_FIESMS,France,15+,,ALLAREA,FEMALE,5.6
2018,AG_PRD_FIESMS,France,15+,,ALLAREA,FEMALE,5.6
2018,AG_PRD_FIESMS,France,15+,,ALLAREA,MALE,6.4
2018,AG_PRD_FIESMS,France,ALLAGE,,ALLAREA,BOTHSEX,6.0
2019,AG_PRD_FIESMS,France,15+,,ALLAREA,MALE,6.4
2019,AG_PRD_FIESMS,France,15+,,ALLAREA,FEMALE,5.1
2019,AG_PRD_FIESMS,France,ALLAGE,,ALLAREA,BOTHSEX,5.8
2020,AG_PRD_FIESMS,France,15+,,ALLAREA,MALE,6.3
2020,AG_PRD_FIESMS,France,ALLAGE,,ALLAREA,BOTHSEX,5.9
2020,AG_PRD_FIESMS,France,15+,,ALLAREA,FEMALE,5.5
2021,AG_PRD_FIESMS,France,ALLAGE,,ALLAREA,BOTHSEX,6.6
2021,AG_PRD_FIESMS,France,15+,,ALLAREA,FEMALE,7.0
2021,AG_PRD_FIESMS,France,15+,,ALLAREA,MALE,6.2
2015,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,MALE,30.4
2015,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,FEMALE,33.2
2015,AG_PRD_FIESMS,Georgia,ALLAGE,,ALLAREA,BOTHSEX,31.8
2016,AG_PRD_FIESMS,Georgia,ALLAGE,,ALLAREA,BOTHSEX,33.8
2016,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,MALE,31.6
2016,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,FEMALE,36.0
2017,AG_PRD_FIESMS,Georgia,ALLAGE,,ALLAREA,BOTHSEX,35.5
2017,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,FEMALE,36.6
2017,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,MALE,34.4
2018,AG_PRD_FIESMS,Georgia,ALLAGE,,ALLAREA,BOTHSEX,38.3
2018,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,MALE,36.1
2019,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,MALE,12.4
2019,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,FEMALE,13.9
2020,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,FEMALE,17.1
2020,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,MALE,13.9
2020,AG_PRD_FIESMS,Bulgaria,ALLAGE,,ALLAREA,BOTHSEX,15.5
2021,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,FEMALE,17.7
2021,AG_PRD_FIESMS,Bulgaria,15+,,ALLAREA,MALE,13.8
2021,AG_PRD_FIESMS,Bulgaria,ALLAGE,,ALLAREA,BOTHSEX,15.8
2020,AG_PRD_FIESMS,Romania,15+,,ALLAREA,FEMALE,15.1
2020,AG_PRD_FIESMS,Romania,15+,,ALLAREA,MALE,11.8
2021,AG_PRD_FIESMS,Romania,15+,,ALLAREA,MALE,13.5
2021,AG_PRD_FIESMS,Romania,ALLAGE,,ALLAREA,BOTHSEX,16.3
2021,AG_PRD_FIESMS,Romania,15+,,ALLAREA,FEMALE,19.1
2015,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,MALE,11.1
2015,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,FEMALE,11.7
2015,AG_PRD_FIESMS,Serbia,ALLAGE,,ALLAREA,BOTHSEX,11.4
2016,AG_PRD_FIESMS,Serbia,ALLAGE,,ALLAREA,BOTHSEX,12.8
2016,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,FEMALE,13.9
2016,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,MALE,11.6
2017,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,FEMALE,14.6
2017,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,MALE,10.4
2017,AG_PRD_FIESMS,Serbia,ALLAGE,,ALLAREA,BOTHSEX,12.5
2018,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,FEMALE,13.5
2018,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,FEMALE,40.4
2019,AG_PRD_FIESMS,Georgia,ALLAGE,,ALLAREA,BOTHSEX,39.7
2019,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,FEMALE,40.9
2019,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,MALE,38.5
2020,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,FEMALE,41.8
2020,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,MALE,35.8
2020,AG_PRD_FIESMS,Georgia,ALLAGE,,ALLAREA,BOTHSEX,38.8
2021,AG_PRD_FIESMS,Georgia,ALLAGE,,ALLAREA,BOTHSEX,36.5
2021,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,FEMALE,38.7
2018,AG_PRD_FIESMS,Serbia,ALLAGE,,ALLAREA,BOTHSEX,12.5
2018,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,MALE,11.4
2019,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,MALE,12.0
2019,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,FEMALE,12.1
2019,AG_PRD_FIESMS,Serbia,ALLAGE,,ALLAREA,BOTHSEX,12.0
2020,AG_PRD_FIESMS,Serbia,ALLAGE,,ALLAREA,BOTHSEX,14.1
2020,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,FEMALE,14.3
2020,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,MALE,13.9
2021,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,FEMALE,15.1
2021,AG_PRD_FIESMS,Georgia,15+,,ALLAREA,MALE,34.4
2015,AG_PRD_FIESMS,Germany,15+,,ALLAREA,MALE,3.4
2015,AG_PRD_FIESMS,Germany,ALLAGE,,ALLAREA,BOTHSEX,4.1
2015,AG_PRD_FIESMS,Germany,15+,,ALLAREA,FEMALE,4.7
2016,AG_PRD_FIESMS,Germany,15+,,ALLAREA,MALE,3.8
2016,AG_PRD_FIESMS,Germany,ALLAGE,,ALLAREA,BOTHSEX,3.8
2016,AG_PRD_FIESMS,Germany,15+,,ALLAREA,FEMALE,3.7
2017,AG_PRD_FIESMS,Germany,ALLAGE,,ALLAREA,BOTHSEX,3.6
2017,AG_PRD_FIESMS,Germany,15+,,ALLAREA,FEMALE,3.1
2017,AG_PRD_FIESMS,Germany,15+,,ALLAREA,MALE,4.1
2018,AG_PRD_FIESMS,Germany,15+,,ALLAREA,MALE,4.1
2018,AG_PRD_FIESMS,Germany,15+,,ALLAREA,FEMALE,3.0
2018,AG_PRD_FIESMS,Germany,ALLAGE,,ALLAREA,BOTHSEX,3.5
2019,AG_PRD_FIESMS,Germany,ALLAGE,,ALLAREA,BOTHSEX,3.4
2019,AG_PRD_FIESMS,Germany,15+,,ALLAREA,FEMALE,3.1
2019,AG_PRD_FIESMS,Germany,15+,,ALLAREA,MALE,3.7
2020,AG_PRD_FIESMS,Germany,15+,,ALLAREA,FEMALE,3.3
2020,AG_PRD_FIESMS,Germany,15+,,ALLAREA,MALE,3.6
2020,AG_PRD_FIESMS,Germany,ALLAGE,,ALLAREA,BOTHSEX,3.5
2021,AG_PRD_FIESMS,Germany,ALLAGE,,ALLAREA,BOTHSEX,3.8
2021,AG_PRD_FIESMS,Germany,15+,,ALLAREA,MALE,4.0
2021,AG_PRD_FIESMS,Germany,15+,,ALLAREA,FEMALE,3.7
2015,AG_PRD_FIESMS,Greece,15+,,ALLAREA,MALE,15.9
2015,AG_PRD_FIESMS,Greece,15+,,ALLAREA,FEMALE,15.7
2015,AG_PRD_FIESMS,Greece,ALLAGE,,ALLAREA,BOTHSEX,15.8
2016,AG_PRD_FIESMS,Greece,ALLAGE,,ALLAREA,BOTHSEX,16.4
2016,AG_PRD_FIESMS,Greece,15+,,ALLAREA,FEMALE,16.3
2016,AG_PRD_FIESMS,Greece,15+,,ALLAREA,MALE,16.5
2017,AG_PRD_FIESMS,Greece,15+,,ALLAREA,MALE,17.0
2017,AG_PRD_FIESMS,Greece,15+,,ALLAREA,FEMALE,16.2
2021,AG_PRD_FIESMS,Serbia,15+,,ALLAREA,MALE,14.6
2021,AG_PRD_FIESMS,Serbia,ALLAGE,,ALLAREA,BOTHSEX,14.8
2015,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,FEMALE,6.4
2015,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,MALE,6.1
2015,AG_PRD_FIESMS,Slovakia,ALLAGE,,ALLAREA,BOTHSEX,6.2
2016,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,FEMALE,6.3
2017,AG_PRD_FIESMS,Greece,ALLAGE,,ALLAREA,BOTHSEX,16.6
2018,AG_PRD_FIESMS,Greece,ALLAGE,,ALLAREA,BOTHSEX,13.3
2018,AG_PRD_FIESMS,Greece,15+,,ALLAREA,FEMALE,14.3
2018,AG_PRD_FIESMS,Greece,15+,,ALLAREA,MALE,12.2
2019,AG_PRD_FIESMS,Greece,15+,,ALLAREA,MALE,7.6
2019,AG_PRD_FIESMS,Greece,15+,,ALLAREA,FEMALE,9.7
2019,AG_PRD_FIESMS,Greece,ALLAGE,,ALLAREA,BOTHSEX,8.6
2020,AG_PRD_FIESMS,Greece,ALLAGE,,ALLAREA,BOTHSEX,6.8
2020,AG_PRD_FIESMS,Greece,15+,,ALLAREA,FEMALE,7.6
2016,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,MALE,4.4
2016,AG_PRD_FIESMS,Slovakia,ALLAGE,,ALLAREA,BOTHSEX,5.3
2017,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,FEMALE,6.1
2017,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,MALE,4.0
2017,AG_PRD_FIESMS,Slovakia,ALLAGE,,ALLAREA,BOTHSEX,5.0
2018,AG_PRD_FIESMS,Slovakia,ALLAGE,,ALLAREA,BOTHSEX,5.0
2018,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,MALE,4.8
2018,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,FEMALE,5.2
