Year,Country,Location,Value
2002,Netherlands (Kingdom of the),RURAL,95
2003,Netherlands (Kingdom of the),ALLAREA,95
2017,Cyprus,URBAN,95
2018,Cyprus,ALLAREA,95
2018,Cyprus,RURAL,95
2018,Cyprus,URBAN,95
2019,Cyprus,ALLAREA,95
2019,Cyprus,RURAL,95
2019,Cyprus,URBAN,95
2020,Cyprus,URBAN,95
2020,Cyprus,ALLAREA,95
2020,Cyprus,RURAL,95
2021,Cyprus,ALLAREA,95
2011,Hungary,ALLAREA,95
2012,Hungary,URBAN,95
2012,Hungary,RURAL,95
2012,Hungary,ALLAREA,95
2013,Hungary,URBAN,95
2013,Hungary,RURAL,95
2013,Hungary,ALLAREA,95
2014,Hungary,ALLAREA,95
2014,Hungary,RURAL,95
2014,Hungary,URBAN,95
2015,Hungary,URBAN,95
2003,Netherlands (Kingdom of the),URBAN,95
2003,Netherlands (Kingdom of the),RURAL,95
2004,Netherlands (Kingdom of the),ALLAREA,95
2004,Netherlands (Kingdom of the),URBAN,95
2004,Netherlands (Kingdom of the),RURAL,95
2005,Netherlands (Kingdom of the),RURAL,95
2005,Netherlands (Kingdom of the),URBAN,95
2005,Netherlands (Kingdom of the),ALLAREA,95
2006,Netherlands (Kingdom of the),URBAN,95
2006,Netherlands (Kingdom of the),RURAL,95
2015,Hungary,RURAL,95
2015,Hungary,ALLAREA,95
2016,Hungary,ALLAREA,95
2016,Hungary,URBAN,95
2016,Hungary,RURAL,95
2017,Hungary,ALLAREA,95
2017,Hungary,RURAL,95
2017,Hungary,URBAN,95
2018,Hungary,URBAN,95
2018,Hungary,RURAL,95
2018,Hungary,ALLAREA,95
2021,Cyprus,RURAL,95
2021,Cyprus,URBAN,95
2000,Czechia,ALLAREA,95
2000,Czechia,RURAL,95
2000,Czechia,URBAN,95
2001,Czechia,ALLAREA,95
2001,Czechia,RURAL,95
2001,Czechia,URBAN,95
2002,Czechia,URBAN,95
2002,Czechia,RURAL,95
2002,Czechia,ALLAREA,95
2006,Netherlands (Kingdom of the),ALLAREA,95
2007,Netherlands (Kingdom of the),URBAN,95
2007,Netherlands (Kingdom of the),RURAL,95
2007,Netherlands (Kingdom of the),ALLAREA,95
2008,Netherlands (Kingdom of the),RURAL,95
2008,Netherlands (Kingdom of the),ALLAREA,95
2008,Netherlands (Kingdom of the),URBAN,95
2009,Netherlands (Kingdom of the),ALLAREA,95
2009,Netherlands (Kingdom of the),URBAN,95
2009,Netherlands (Kingdom of the),RURAL,95
2019,Hungary,URBAN,95
2019,Hungary,RURAL,95
2019,Hungary,ALLAREA,95
2020,Hungary,RURAL,95
2020,Hungary,URBAN,95
2020,Hungary,ALLAREA,95
2021,Hungary,ALLAREA,95
2021,Hungary,URBAN,95
2021,Hungary,RURAL,95
2000,Iceland,URBAN,95
2000,Iceland,RURAL,95
2003,Czechia,URBAN,95
2003,Czechia,ALLAREA,95
2003,Czechia,RURAL,95
2004,Czechia,ALLAREA,95
2004,Czechia,RURAL,95
2004,Czechia,URBAN,95
2005,Czechia,RURAL,95
2005,Czechia,ALLAREA,95
2005,Czechia,URBAN,95
2006,Czechia,ALLAREA,95
2006,Czechia,RURAL,95
2010,Netherlands (Kingdom of the),URBAN,95
2010,Netherlands (Kingdom of the),RURAL,95
2010,Netherlands (Kingdom of the),ALLAREA,95
2011,Netherlands (Kingdom of the),URBAN,95
2011,Netherlands (Kingdom of the),RURAL,95
2011,Netherlands (Kingdom of the),ALLAREA,95
2012,Netherlands (Kingdom of the),ALLAREA,95
2012,Netherlands (Kingdom of the),URBAN,95
2012,Netherlands (Kingdom of the),RURAL,95
2013,Netherlands (Kingdom of the),URBAN,95
2000,Iceland,ALLAREA,95
2001,Iceland,ALLAREA,95
2001,Iceland,URBAN,95
2001,Iceland,RURAL,95
2002,Iceland,URBAN,95
2002,Iceland,RURAL,95
2002,Iceland,ALLAREA,95
2003,Iceland,ALLAREA,95
2003,Iceland,URBAN,95
2003,Iceland,RURAL,95
2004,Iceland,ALLAREA,95
2006,Czechia,URBAN,95
2007,Czechia,ALLAREA,95
2007,Czechia,RURAL,95
2007,Czechia,URBAN,95
2008,Czechia,URBAN,95
2008,Czechia,ALLAREA,95
2008,Czechia,RURAL,95
2009,Czechia,ALLAREA,95
2009,Czechia,RURAL,95
2009,Czechia,URBAN,95
2010,Czechia,ALLAREA,95
2004,Iceland,RURAL,95
2004,Iceland,URBAN,95
2005,Iceland,URBAN,95
2005,Iceland,RURAL,95
2005,Iceland,ALLAREA,95
2006,Iceland,URBAN,95
2006,Iceland,RURAL,95
2006,Iceland,ALLAREA,95
2007,Iceland,URBAN,95
2007,Iceland,RURAL,95
2007,Iceland,ALLAREA,95
2013,Netherlands (Kingdom of the),RURAL,95
2013,Netherlands (Kingdom of the),ALLAREA,95
2014,Netherlands (Kingdom of the),RURAL,95
2014,Netherlands (Kingdom of the),ALLAREA,95
2014,Netherlands (Kingdom of the),URBAN,95
2015,Netherlands (Kingdom of the),ALLAREA,95
2015,Netherlands (Kingdom of the),URBAN,95
2015,Netherlands (Kingdom of the),RURAL,95
2016,Netherlands (Kingdom of the),RURAL,95
2016,Netherlands (Kingdom of the),ALLAREA,95
2008,Iceland,ALLAREA,95
2008,Iceland,URBAN,95
2008,Iceland,RURAL,95
2009,Iceland,ALLAREA,95
2009,Iceland,URBAN,95
2009,Iceland,RURAL,95
2010,Iceland,RURAL,95
2010,Iceland,ALLAREA,95
2010,Iceland,URBAN,95
2011,Iceland,ALLAREA,95
2011,Iceland,URBAN,95
2010,Czechia,RURAL,95
2010,Czechia,URBAN,95
2011,Czechia,ALLAREA,95
2011,Czechia,RURAL,95
2011,Czechia,URBAN,95
2012,Czechia,ALLAREA,95
2012,Czechia,RURAL,95
2012,Czechia,URBAN,95
2013,Czechia,URBAN,95
2013,Czechia,ALLAREA,95
2013,Czechia,RURAL,95
2016,Netherlands (Kingdom of the),URBAN,95
2017,Netherlands (Kingdom of the),ALLAREA,95
2017,Netherlands (Kingdom of the),URBAN,95
2017,Netherlands (Kingdom of the),RURAL,95
2018,Netherlands (Kingdom of the),ALLAREA,95
2018,Netherlands (Kingdom of the),URBAN,95
2018,Netherlands (Kingdom of the),RURAL,95
2019,Netherlands (Kingdom of the),URBAN,95
2019,Netherlands (Kingdom of the),RURAL,95
2019,Netherlands (Kingdom of the),ALLAREA,95
2011,Iceland,RURAL,95
2012,Iceland,URBAN,95
2012,Iceland,RURAL,95
2012,Iceland,ALLAREA,95
2013,Iceland,RURAL,95
2013,Iceland,ALLAREA,95
2013,Iceland,URBAN,95
2014,Iceland,RURAL,95
2014,Iceland,ALLAREA,95
2014,Iceland,URBAN,95
2015,Iceland,RURAL,95
2014,Czechia,ALLAREA,95
2014,Czechia,URBAN,95
2014,Czechia,RURAL,95
2015,Czechia,ALLAREA,95
2015,Czechia,RURAL,95
2015,Czechia,URBAN,95
2016,Czechia,ALLAREA,95
2016,Czechia,RURAL,95
2016,Czechia,URBAN,95
2017,Czechia,ALLAREA,95
2017,Czechia,URBAN,95
2017,Czechia,RURAL,95
2018,Czechia,URBAN,95
2018,Czechia,ALLAREA,95
2018,Czechia,RURAL,95
2019,Czechia,ALLAREA,95
2019,Czechia,RURAL,95
2019,Czechia,URBAN,95
2020,Czechia,ALLAREA,95
2020,Czechia,RURAL,95
2020,Czechia,URBAN,95
2021,Czechia,RURAL,95
2020,Netherlands (Kingdom of the),URBAN,95
2020,Netherlands (Kingdom of the),RURAL,95
2020,Netherlands (Kingdom of the),ALLAREA,95
2021,Netherlands (Kingdom of the),ALLAREA,95
2021,Netherlands (Kingdom of the),RURAL,95
2021,Netherlands (Kingdom of the),URBAN,95
2000,Norway,RURAL,95
2000,Norway,URBAN,95
2000,Norway,ALLAREA,95
2001,Norway,URBAN,95
2001,Norway,ALLAREA,95
2001,Norway,RURAL,95
2002,Norway,ALLAREA,95
2002,Norway,RURAL,95
2002,Norway,URBAN,95
2003,Norway,URBAN,95
2003,Norway,ALLAREA,95
2003,Norway,RURAL,95
2004,Norway,URBAN,95
2004,Norway,ALLAREA,95
2004,Norway,RURAL,95
2005,Norway,ALLAREA,95
2015,Iceland,ALLAREA,95
2015,Iceland,URBAN,95
2016,Iceland,URBAN,95
2016,Iceland,RURAL,95
2016,Iceland,ALLAREA,95
2017,Iceland,ALLAREA,95
2017,Iceland,URBAN,95
2017,Iceland,RURAL,95
2018,Iceland,URBAN,95
2018,Iceland,RURAL,95
2018,Iceland,ALLAREA,95
2021,Czechia,URBAN,95
2021,Czechia,ALLAREA,95
2000,Denmark,ALLAREA,95
2000,Denmark,RURAL,95
2000,Denmark,URBAN,95
2001,Denmark,ALLAREA,95
2001,Denmark,RURAL,95
2001,Denmark,URBAN,95
2002,Denmark,ALLAREA,95
2002,Denmark,RURAL,95
2002,Denmark,URBAN,95
2005,Norway,RURAL,95
2005,Norway,URBAN,95
2006,Norway,ALLAREA,95
2006,Norway,RURAL,95
2006,Norway,URBAN,95
2007,Norway,ALLAREA,95
2007,Norway,RURAL,95
2007,Norway,URBAN,95
2008,Norway,ALLAREA,95
2008,Norway,RURAL,95
2008,Norway,URBAN,95
2019,Iceland,ALLAREA,95
2019,Iceland,URBAN,95
2019,Iceland,RURAL,95
2020,Iceland,ALLAREA,95
2020,Iceland,RURAL,95
2020,Iceland,URBAN,95
2021,Iceland,URBAN,95
2021,Iceland,RURAL,95
2021,Iceland,ALLAREA,95
2000,India,URBAN,50
2000,India,RURAL,7
2003,Denmark,ALLAREA,95
2003,Denmark,RURAL,95
2003,Denmark,URBAN,95
2004,Denmark,ALLAREA,95
2004,Denmark,RURAL,95
2004,Denmark,URBAN,95
2005,Denmark,ALLAREA,95
2005,Denmark,RURAL,95
2005,Denmark,URBAN,95
2006,Denmark,ALLAREA,95
2006,Denmark,RURAL,95
2009,Norway,ALLAREA,95
2009,Norway,URBAN,95
2009,Norway,RURAL,95
2010,Norway,ALLAREA,95
2010,Norway,RURAL,95
2010,Norway,URBAN,95
2011,Norway,ALLAREA,95
2011,Norway,RURAL,95
2011,Norway,URBAN,95
2012,Norway,ALLAREA,95
2012,Norway,RURAL,95
2000,India,ALLAREA,22
2001,India,ALLAREA,23
2001,India,RURAL,7
2001,India,URBAN,52
2002,India,ALLAREA,25
2002,India,URBAN,54
2002,India,RURAL,8
2003,India,URBAN,56
2003,India,RURAL,8
2003,India,ALLAREA,26
2004,India,RURAL,9
2006,Denmark,URBAN,95
2007,Denmark,ALLAREA,95
2007,Denmark,URBAN,95
2007,Denmark,RURAL,95
2008,Denmark,ALLAREA,95
2008,Denmark,RURAL,95
2008,Denmark,URBAN,95
2009,Denmark,ALLAREA,95
2009,Denmark,RURAL,95
2009,Denmark,URBAN,95
2010,Denmark,ALLAREA,95
2012,Norway,URBAN,95
2013,Norway,ALLAREA,95
2013,Norway,RURAL,95
2013,Norway,URBAN,95
2014,Norway,URBAN,95
2014,Norway,ALLAREA,95
2014,Norway,RURAL,95
2015,Norway,ALLAREA,95
2015,Norway,URBAN,95
2015,Norway,RURAL,95
2016,Norway,ALLAREA,95
2010,Denmark,URBAN,95
2010,Denmark,RURAL,95
2011,Denmark,ALLAREA,95
2011,Denmark,RURAL,95
2011,Denmark,URBAN,95
2012,Denmark,ALLAREA,95
2012,Denmark,RURAL,95
2012,Denmark,URBAN,95
2013,Denmark,ALLAREA,95
2013,Denmark,RURAL,95
2013,Denmark,URBAN,95
2004,India,ALLAREA,27
2004,India,URBAN,58
2005,India,URBAN,60
2005,India,RURAL,10
2005,India,ALLAREA,28
2006,India,URBAN,62
2006,India,RURAL,10
2006,India,ALLAREA,29
2007,India,URBAN,65
2007,India,ALLAREA,31
2007,India,RURAL,11
2008,India,URBAN,67
2008,India,RURAL,12
2008,India,ALLAREA,32
2009,India,URBAN,69
2009,India,RURAL,13
2009,India,ALLAREA,34
2010,India,ALLAREA,36
2010,India,RURAL,15
2010,India,URBAN,71
2011,India,URBAN,74
2011,India,RURAL,17
2016,Norway,RURAL,95
2016,Norway,URBAN,95
2017,Norway,URBAN,95
2017,Norway,ALLAREA,95
2017,Norway,RURAL,95
2018,Norway,ALLAREA,95
2018,Norway,RURAL,95
2018,Norway,URBAN,95
2019,Norway,ALLAREA,95
2019,Norway,RURAL,95
2019,Norway,URBAN,95
2014,Denmark,ALLAREA,95
2014,Denmark,RURAL,95
2014,Denmark,URBAN,95
2015,Denmark,ALLAREA,95
2015,Denmark,URBAN,95
2015,Denmark,RURAL,95
2016,Denmark,ALLAREA,95
2016,Denmark,RURAL,95
2016,Denmark,URBAN,95
2017,Denmark,ALLAREA,95
2017,Denmark,RURAL,95
2011,India,ALLAREA,38
2012,India,ALLAREA,40
2012,India,URBAN,76
2012,India,RURAL,19
2013,India,ALLAREA,43
2013,India,RURAL,21
2013,India,URBAN,78
2014,India,URBAN,81
2014,India,RURAL,24
2014,India,ALLAREA,45
2015,India,URBAN,83
2017,Denmark,URBAN,95
2018,Denmark,ALLAREA,95
2018,Denmark,RURAL,95
2018,Denmark,URBAN,95
2019,Denmark,ALLAREA,95
2019,Denmark,RURAL,95
2019,Denmark,URBAN,95
2020,Denmark,ALLAREA,95
2020,Denmark,RURAL,95
2020,Denmark,URBAN,95
2021,Denmark,ALLAREA,95
2015,India,RURAL,28
2015,India,ALLAREA,49
2016,India,ALLAREA,52
2016,India,URBAN,85
2016,India,RURAL,32
2017,India,ALLAREA,55
2017,India,URBAN,87
2017,India,RURAL,36
2018,India,ALLAREA,60
2018,India,URBAN,89
2018,India,RURAL,41
2020,Norway,ALLAREA,95
2020,Norway,RURAL,95
2020,Norway,URBAN,95
2021,Norway,ALLAREA,95
2021,Norway,URBAN,95
2021,Norway,RURAL,95
2000,Poland,ALLAREA,95
2000,Poland,RURAL,95
2000,Poland,URBAN,95
2001,Poland,RURAL,95
2001,Poland,ALLAREA,95
2003,Albania,URBAN,74
2004,Albania,URBAN,76
2004,Albania,ALLAREA,49
2004,Albania,RURAL,27
2005,Albania,ALLAREA,52
2005,Albania,RURAL,30
2005,Albania,URBAN,78
2006,Albania,ALLAREA,55
2006,Albania,RURAL,32
2006,Albania,URBAN,80
2007,Albania,RURAL,36
2001,Poland,URBAN,95
2002,Poland,RURAL,95
2002,Poland,URBAN,95
2002,Poland,ALLAREA,95
2003,Poland,URBAN,95
2003,Poland,ALLAREA,95
2003,Poland,RURAL,95
2004,Poland,URBAN,95
2004,Poland,RURAL,95
2004,Poland,ALLAREA,95
2005,Poland,ALLAREA,95
2019,India,RURAL,46
2019,India,URBAN,91
2019,India,ALLAREA,63
2020,India,URBAN,92
2020,India,RURAL,51
2020,India,ALLAREA,67
2021,India,URBAN,93
2021,India,RURAL,57
2021,India,ALLAREA,71
2000,Ireland,URBAN,95
2000,Ireland,RURAL,95
2021,Denmark,RURAL,95
2021,Denmark,URBAN,95
2000,Estonia,RURAL,95
2000,Estonia,URBAN,95
2000,Estonia,ALLAREA,95
2001,Estonia,RURAL,95
2001,Estonia,URBAN,95
2001,Estonia,ALLAREA,95
2002,Estonia,ALLAREA,95
2002,Estonia,RURAL,95
2002,Estonia,URBAN,95
2005,Poland,RURAL,95
2005,Poland,URBAN,95
2006,Poland,ALLAREA,95
2006,Poland,RURAL,95
2006,Poland,URBAN,95
2007,Poland,ALLAREA,95
2007,Poland,RURAL,95
2007,Poland,URBAN,95
2008,Poland,URBAN,95
2008,Poland,RURAL,95
2008,Poland,ALLAREA,95
2009,Poland,ALLAREA,95
2009,Poland,RURAL,95
2009,Poland,URBAN,95
2010,Poland,RURAL,95
2010,Poland,URBAN,95
2010,Poland,ALLAREA,95
2011,Poland,RURAL,95
2011,Poland,ALLAREA,95
2011,Poland,URBAN,95
2012,Poland,ALLAREA,95
2012,Poland,RURAL,95
2012,Poland,URBAN,95
2013,Poland,URBAN,95
2013,Poland,ALLAREA,95
2013,Poland,RURAL,95
2014,Poland,ALLAREA,95
2014,Poland,RURAL,95
2014,Poland,URBAN,95
2015,Poland,RURAL,95
2015,Poland,URBAN,95
2015,Poland,ALLAREA,95
2016,Poland,URBAN,95
2000,Ireland,ALLAREA,95
2001,Ireland,URBAN,95
2001,Ireland,RURAL,95
2001,Ireland,ALLAREA,95
2002,Ireland,RURAL,95
2002,Ireland,URBAN,95
2002,Ireland,ALLAREA,95
2003,Ireland,URBAN,95
2003,Ireland,RURAL,95
2003,Ireland,ALLAREA,95
2004,Ireland,URBAN,95
2003,Estonia,ALLAREA,95
2003,Estonia,RURAL,95
2003,Estonia,URBAN,95
2004,Estonia,ALLAREA,95
2004,Estonia,RURAL,95
2004,Estonia,URBAN,95
2005,Estonia,RURAL,95
2005,Estonia,URBAN,95
2005,Estonia,ALLAREA,95
2006,Estonia,URBAN,95
2006,Estonia,ALLAREA,95
2016,Poland,ALLAREA,95
2016,Poland,RURAL,95
2017,Poland,RURAL,95
2017,Poland,ALLAREA,95
2017,Poland,URBAN,95
2018,Poland,URBAN,95
2018,Poland,ALLAREA,95
2018,Poland,RURAL,95
2019,Poland,ALLAREA,95
2019,Poland,RURAL,95
2019,Poland,URBAN,95
2004,Ireland,RURAL,95
2004,Ireland,ALLAREA,95
2005,Ireland,RURAL,95
2005,Ireland,URBAN,95
2005,Ireland,ALLAREA,95
2006,Ireland,URBAN,95
2006,Ireland,RURAL,95
2006,Ireland,ALLAREA,95
2007,Ireland,URBAN,95
2007,Ireland,RURAL,95
2007,Ireland,ALLAREA,95
2008,Ireland,ALLAREA,95
2008,Ireland,URBAN,95
2008,Ireland,RURAL,95
2009,Ireland,URBAN,95
2009,Ireland,RURAL,95
2009,Ireland,ALLAREA,95
2010,Ireland,ALLAREA,95
2010,Ireland,URBAN,95
2010,Ireland,RURAL,95
2011,Ireland,RURAL,95
2011,Ireland,URBAN,95
2006,Estonia,RURAL,95
2007,Estonia,RURAL,95
2007,Estonia,ALLAREA,95
2007,Estonia,URBAN,95
2008,Estonia,ALLAREA,95
2008,Estonia,RURAL,95
2008,Estonia,URBAN,95
2009,Estonia,ALLAREA,95
2009,Estonia,RURAL,95
2009,Estonia,URBAN,95
2010,Estonia,URBAN,95
2020,Poland,ALLAREA,95
2020,Poland,RURAL,95
2020,Poland,URBAN,95
2021,Poland,ALLAREA,95
2021,Poland,RURAL,95
2021,Poland,URBAN,95
2000,Portugal,ALLAREA,95
2000,Portugal,RURAL,95
2000,Portugal,URBAN,95
2001,Portugal,URBAN,95
2001,Portugal,ALLAREA,95
2010,Estonia,RURAL,95
2010,Estonia,ALLAREA,95
2011,Estonia,ALLAREA,95
2011,Estonia,RURAL,95
2011,Estonia,URBAN,95
2012,Estonia,URBAN,95
2012,Estonia,RURAL,95
2012,Estonia,ALLAREA,95
2013,Estonia,ALLAREA,95
2013,Estonia,RURAL,95
2013,Estonia,URBAN,95
2011,Ireland,ALLAREA,95
2012,Ireland,URBAN,95
2012,Ireland,RURAL,95
2012,Ireland,ALLAREA,95
2013,Ireland,URBAN,95
2013,Ireland,RURAL,95
2013,Ireland,ALLAREA,95
2014,Ireland,URBAN,95
2014,Ireland,RURAL,95
2014,Ireland,ALLAREA,95
2015,Ireland,ALLAREA,95
2007,Albania,ALLAREA,58
2007,Albania,URBAN,82
2008,Albania,ALLAREA,61
2008,Albania,RURAL,38
2008,Albania,URBAN,83
2009,Albania,ALLAREA,63
2009,Albania,RURAL,41
2009,Albania,URBAN,85
2010,Albania,RURAL,44
2010,Albania,ALLAREA,66
2010,Albania,URBAN,86
2001,Portugal,RURAL,95
2002,Portugal,ALLAREA,95
2002,Portugal,RURAL,95
2002,Portugal,URBAN,95
2003,Portugal,ALLAREA,95
2003,Portugal,RURAL,95
2003,Portugal,URBAN,95
2004,Portugal,ALLAREA,95
2004,Portugal,RURAL,95
2004,Portugal,URBAN,95
2005,Portugal,ALLAREA,95
2005,Portugal,RURAL,95
2005,Portugal,URBAN,95
2006,Portugal,URBAN,95
2006,Portugal,ALLAREA,95
2006,Portugal,RURAL,95
2007,Portugal,ALLAREA,95
2007,Portugal,URBAN,95
2007,Portugal,RURAL,95
2008,Portugal,ALLAREA,95
2008,Portugal,RURAL,95
2008,Portugal,URBAN,95
2014,Estonia,ALLAREA,95
2014,Estonia,RURAL,95
2014,Estonia,URBAN,95
2015,Estonia,RURAL,95
2015,Estonia,URBAN,95
2015,Estonia,ALLAREA,95
2016,Estonia,ALLAREA,95
2016,Estonia,RURAL,95
2016,Estonia,URBAN,95
2017,Estonia,ALLAREA,95
2017,Estonia,RURAL,95
2017,Estonia,URBAN,95
2018,Estonia,ALLAREA,95
2018,Estonia,RURAL,95
2018,Estonia,URBAN,95
2019,Estonia,ALLAREA,95
2019,Estonia,RURAL,95
2019,Estonia,URBAN,95
2020,Estonia,RURAL,95
2020,Estonia,URBAN,95
2020,Estonia,ALLAREA,95
2021,Estonia,ALLAREA,95
2015,Ireland,URBAN,95
2015,Ireland,RURAL,95
2016,Ireland,URBAN,95
2016,Ireland,RURAL,95
2016,Ireland,ALLAREA,95
2017,Ireland,RURAL,95
2017,Ireland,ALLAREA,95
2017,Ireland,URBAN,95
2018,Ireland,ALLAREA,95
2018,Ireland,URBAN,95
2018,Ireland,RURAL,95
2009,Portugal,ALLAREA,95
2009,Portugal,RURAL,95
2009,Portugal,URBAN,95
2010,Portugal,ALLAREA,95
2010,Portugal,RURAL,95
2010,Portugal,URBAN,95
2011,Portugal,RURAL,95
2011,Portugal,ALLAREA,95
2011,Portugal,URBAN,95
2012,Portugal,URBAN,95
2012,Portugal,ALLAREA,95
2021,Estonia,RURAL,95
2021,Estonia,URBAN,95
2000,Finland,RURAL,95
2000,Finland,URBAN,95
2000,Finland,ALLAREA,95
2001,Finland,URBAN,95
2001,Finland,RURAL,95
2001,Finland,ALLAREA,95
2002,Finland,URBAN,95
2002,Finland,ALLAREA,95
2002,Finland,RURAL,95
2012,Portugal,RURAL,95
2013,Portugal,RURAL,95
2013,Portugal,ALLAREA,95
2013,Portugal,URBAN,95
2014,Portugal,ALLAREA,95
2014,Portugal,RURAL,95
2014,Portugal,URBAN,95
2015,Portugal,URBAN,95
2015,Portugal,ALLAREA,95
2015,Portugal,RURAL,95
2016,Portugal,URBAN,95
2019,Ireland,URBAN,95
2019,Ireland,RURAL,95
2019,Ireland,ALLAREA,95
2020,Ireland,RURAL,95
2020,Ireland,ALLAREA,95
2020,Ireland,URBAN,95
2021,Ireland,ALLAREA,95
2021,Ireland,URBAN,95
2021,Ireland,RURAL,95
2000,Italy,URBAN,95
2000,Italy,RURAL,95
2003,Finland,ALLAREA,95
2003,Finland,URBAN,95
2003,Finland,RURAL,95
2004,Finland,ALLAREA,95
2004,Finland,RURAL,95
2004,Finland,URBAN,95
2005,Finland,URBAN,95
2005,Finland,ALLAREA,95
2005,Finland,RURAL,95
2006,Finland,URBAN,95
2006,Finland,ALLAREA,95
2016,Portugal,ALLAREA,95
2016,Portugal,RURAL,95
2017,Portugal,RURAL,95
2017,Portugal,ALLAREA,95
2017,Portugal,URBAN,95
2018,Portugal,RURAL,95
2018,Portugal,ALLAREA,95
2018,Portugal,URBAN,95
2019,Portugal,URBAN,95
2019,Portugal,ALLAREA,95
2019,Portugal,RURAL,95
2000,Italy,ALLAREA,95
2001,Italy,ALLAREA,95
2001,Italy,RURAL,95
2001,Italy,URBAN,95
2002,Italy,URBAN,95
2002,Italy,RURAL,95
2002,Italy,ALLAREA,95
2003,Italy,URBAN,95
2003,Italy,RURAL,95
2003,Italy,ALLAREA,95
2004,Italy,RURAL,95
2006,Finland,RURAL,95
2007,Finland,ALLAREA,95
2007,Finland,URBAN,95
2007,Finland,RURAL,95
2008,Finland,ALLAREA,95
2008,Finland,RURAL,95
2008,Finland,URBAN,95
2009,Finland,ALLAREA,95
2009,Finland,RURAL,95
2009,Finland,URBAN,95
2010,Finland,ALLAREA,95
2010,Finland,RURAL,95
2010,Finland,URBAN,95
2011,Finland,RURAL,95
2011,Finland,URBAN,95
2011,Finland,ALLAREA,95
2012,Finland,ALLAREA,95
2012,Finland,RURAL,95
2012,Finland,URBAN,95
2013,Finland,URBAN,95
2013,Finland,ALLAREA,95
2013,Finland,RURAL,95
2020,Portugal,RURAL,95
2020,Portugal,URBAN,95
2020,Portugal,ALLAREA,95
2021,Portugal,URBAN,95
2021,Portugal,ALLAREA,95
2021,Portugal,RURAL,95
2000,Romania,URBAN,95
2000,Romania,ALLAREA,95
2000,Romania,RURAL,95
2001,Romania,ALLAREA,95
2001,Romania,RURAL,95
2004,Italy,URBAN,95
2004,Italy,ALLAREA,95
2005,Italy,URBAN,95
2005,Italy,RURAL,95
2005,Italy,ALLAREA,95
2006,Italy,URBAN,95
2006,Italy,RURAL,95
2006,Italy,ALLAREA,95
2007,Italy,ALLAREA,95
2007,Italy,URBAN,95
2007,Italy,RURAL,95
2014,Finland,ALLAREA,95
2014,Finland,RURAL,95
2014,Finland,URBAN,95
2015,Finland,ALLAREA,95
2015,Finland,RURAL,95
2015,Finland,URBAN,95
2016,Finland,URBAN,95
2016,Finland,ALLAREA,95
2016,Finland,RURAL,95
2017,Finland,URBAN,95
2017,Finland,ALLAREA,95
2001,Romania,URBAN,95
2002,Romania,ALLAREA,95
2002,Romania,URBAN,95
2002,Romania,RURAL,95
2003,Romania,URBAN,95
2003,Romania,RURAL,95
2003,Romania,ALLAREA,95
2004,Romania,RURAL,95
2004,Romania,ALLAREA,95
2004,Romania,URBAN,95
2005,Romania,URBAN,95
2005,Romania,ALLAREA,95
2005,Romania,RURAL,95
2006,Romania,ALLAREA,95
2006,Romania,RURAL,95
2006,Romania,URBAN,95
2007,Romania,ALLAREA,95
2007,Romania,RURAL,95
2007,Romania,URBAN,95
2008,Romania,ALLAREA,95
2008,Romania,RURAL,95
2008,Romania,URBAN,95
2009,Romania,ALLAREA,95
2009,Romania,RURAL,95
2009,Romania,URBAN,95
2010,Romania,URBAN,95
2010,Romania,ALLAREA,95
2010,Romania,RURAL,95
2011,Romania,ALLAREA,95
2011,Romania,RURAL,95
2011,Romania,URBAN,95
2012,Romania,ALLAREA,95
2012,Romania,RURAL,95
2008,Italy,URBAN,95
2008,Italy,RURAL,95
2008,Italy,ALLAREA,95
2009,Italy,ALLAREA,95
2009,Italy,URBAN,95
2009,Italy,RURAL,95
2010,Italy,RURAL,95
2010,Italy,URBAN,95
2010,Italy,ALLAREA,95
2011,Italy,URBAN,95
2011,Italy,RURAL,95
2017,Finland,RURAL,95
2018,Finland,ALLAREA,95
2018,Finland,RURAL,95
2018,Finland,URBAN,95
2019,Finland,ALLAREA,95
2019,Finland,RURAL,95
2019,Finland,URBAN,95
2020,Finland,RURAL,95
2020,Finland,ALLAREA,95
2020,Finland,URBAN,95
2021,Finland,URBAN,95
2012,Romania,URBAN,95
2013,Romania,ALLAREA,95
2013,Romania,RURAL,95
2013,Romania,URBAN,95
2014,Romania,ALLAREA,95
2014,Romania,URBAN,95
2014,Romania,RURAL,95
2015,Romania,RURAL,95
2015,Romania,ALLAREA,95
2015,Romania,URBAN,95
2016,Romania,ALLAREA,95
2016,Romania,RURAL,95
2016,Romania,URBAN,95
2017,Romania,ALLAREA,95
2017,Romania,RURAL,95
2017,Romania,URBAN,95
2018,Romania,ALLAREA,95
2018,Romania,RURAL,95
2018,Romania,URBAN,95
2019,Romania,ALLAREA,95
2019,Romania,RURAL,95
2019,Romania,URBAN,95
2011,Italy,ALLAREA,95
2012,Italy,URBAN,95
2012,Italy,RURAL,95
2012,Italy,ALLAREA,95
2013,Italy,RURAL,95
2013,Italy,ALLAREA,95
2013,Italy,URBAN,95
2014,Italy,ALLAREA,95
2014,Italy,URBAN,95
2014,Italy,RURAL,95
2015,Italy,URBAN,95
2021,Finland,ALLAREA,95
2021,Finland,RURAL,95
2000,France,URBAN,95
2000,France,ALLAREA,95
