Year,SeriesCode,Country,Age,Education level,Location,Quantile,Sex,Value
2017,FB_BNK_ACCSS,Austria,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,97.9066
2017,FB_BNK_ACCSS,Austria,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,98.33476
2017,FB_BNK_ACCSS,Austria,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.09359
2021,FB_BNK_ACCSS,Austria,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.91791
2021,FB_BNK_ACCSS,Austria,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,100.0
2021,FB_BNK_ACCSS,Austria,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Austria,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.95072
2021,FB_BNK_ACCSS,Austria,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.89867
2021,FB_BNK_ACCSS,Austria,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.94536
2021,FB_BNK_ACCSS,Austria,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.94589
2021,FB_BNK_ACCSS,Austria,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2011,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,77.93986
2011,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Male,80.33688
2011,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,69.74509
2011,FB_BNK_ACCSS,Greece,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,83.34171
2011,FB_BNK_ACCSS,Greece,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,47.06178
2011,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,83.4018
2011,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Female,75.70966
2011,FB_BNK_ACCSS,Greece,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,78.76181
2011,FB_BNK_ACCSS,Greece,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,76.58818
2014,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Female,86.61267
2014,FB_BNK_ACCSS,Greece,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,46.99828
2014,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,90.92075
2014,FB_BNK_ACCSS,Greece,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,93.43222
2014,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,82.35474
2014,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Male,88.48009
2014,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,87.51865
2014,FB_BNK_ACCSS,Greece,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,89.63519
2014,FB_BNK_ACCSS,Greece,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,86.73586
2017,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,88.09524
2017,FB_BNK_ACCSS,Greece,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,86.89629
2017,FB_BNK_ACCSS,Greece,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,90.79205
2021,FB_BNK_ACCSS,Austria,15+,Total or no breakdown,All areas,Total or no breakdown,Female,100.0
2011,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,18.14856
2011,FB_BNK_ACCSS,Armenia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,13.85324
2011,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,19.10858
2011,FB_BNK_ACCSS,Armenia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,20.22559
2011,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,17.48687
2011,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,16.716
2017,FB_BNK_ACCSS,Greece,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,49.06939
2017,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Female,84.5369
2017,FB_BNK_ACCSS,Greece,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,84.93416
2017,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,85.46652
2017,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Male,86.44856
2017,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,81.51775
2021,FB_BNK_ACCSS,Greece,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,95.55128
2011,FB_BNK_ACCSS,Uzbekistan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,28.12251
2011,FB_BNK_ACCSS,Uzbekistan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,10.31101
2014,FB_BNK_ACCSS,Uzbekistan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,24.30908
2014,FB_BNK_ACCSS,Uzbekistan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,48.18481
2014,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,44.58949
2014,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,42.19218
2014,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,34.86061
2011,FB_BNK_ACCSS,Armenia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,18.60437
2011,FB_BNK_ACCSS,Armenia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,6.96654
2011,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,15.03569
2014,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,22.04453
2014,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,11.09293
2014,FB_BNK_ACCSS,Armenia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,6.13103
2014,FB_BNK_ACCSS,Armenia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,19.88466
2014,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,21.11982
2014,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,17.66907
2014,FB_BNK_ACCSS,Armenia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,20.54506
2014,FB_BNK_ACCSS,Armenia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,10.39741
2014,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,14.74475
2017,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,40.90644
2017,FB_BNK_ACCSS,Armenia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,46.8151
2021,FB_BNK_ACCSS,Greece,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,91.83239
2021,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,97.03632
2021,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,91.64217
2021,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Male,96.32556
2021,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,94.8841
2021,FB_BNK_ACCSS,Greece,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,95.10802
2021,FB_BNK_ACCSS,Greece,15+,Total or no breakdown,All areas,Total or no breakdown,Female,93.43134
2017,FB_BNK_ACCSS,Armenia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,47.44179
2017,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,47.75902
2017,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,55.75142
2017,FB_BNK_ACCSS,Armenia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,48.01506
2017,FB_BNK_ACCSS,Armenia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,50.05195
2017,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,34.41927
2017,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,56.64961
2021,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,45.45015
2021,FB_BNK_ACCSS,Armenia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,44.55777
2021,FB_BNK_ACCSS,Armenia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,57.14533
2021,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,59.3753
2021,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,55.34774
2021,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,61.92821
2021,FB_BNK_ACCSS,Armenia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,56.57864
2011,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,18.06632
2011,FB_BNK_ACCSS,Moldova,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,18.27877
2011,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Female,17.17139
2011,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,23.61125
2011,FB_BNK_ACCSS,Moldova,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,4.01649
2011,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,9.73867
2011,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Male,19.09438
2011,FB_BNK_ACCSS,Moldova,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,17.36698
2014,FB_BNK_ACCSS,Moldova,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,19.44367
2014,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,22.2056
2014,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Female,18.97572
2014,FB_BNK_ACCSS,Moldova,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,21.80224
2014,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,17.75575
2014,FB_BNK_ACCSS,Moldova,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,12.23837
2014,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Male,16.39936
2014,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,11.07803
2014,FB_BNK_ACCSS,Moldova,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,2.17939
2017,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Female,44.55145
2017,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,51.94425
2017,FB_BNK_ACCSS,Moldova,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,44.78525
2017,FB_BNK_ACCSS,Moldova,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,21.66059
2014,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,40.71001
2014,FB_BNK_ACCSS,Uzbekistan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,47.91796
2014,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,39.33525
2014,FB_BNK_ACCSS,Uzbekistan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,24.86531
2017,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,35.96908
2017,FB_BNK_ACCSS,Uzbekistan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,43.62619
2017,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,37.08974
2021,FB_BNK_ACCSS,Greece,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,90.13727
2011,FB_BNK_ACCSS,Hungary,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,46.34415
2011,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,67.83187
2011,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Male,72.21408
2011,FB_BNK_ACCSS,Hungary,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,76.3521
2011,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,72.67432
2011,FB_BNK_ACCSS,Hungary,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,83.57211
2017,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,31.50981
2017,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Male,42.9408
2017,FB_BNK_ACCSS,Moldova,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,39.19008
2017,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,43.78565
2017,FB_BNK_ACCSS,Moldova,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,47.91926
2021,FB_BNK_ACCSS,Moldova,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,64.32388
2021,FB_BNK_ACCSS,Moldova,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,66.62934
2021,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,64.24551
2021,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Female,62.92403
2021,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,Rural,Total or no breakdown,Both sexes,56.90616
2021,FB_BNK_ACCSS,Moldova,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,63.88438
2021,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,Urban,Total or no breakdown,Both sexes,71.49986
2021,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Total or no breakdown,Male,65.70345
2021,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,54.43188
2021,FB_BNK_ACCSS,Armenia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,47.64404
2021,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,Rural,Total or no breakdown,Both sexes,40.94558
2021,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,52.18272
2021,FB_BNK_ACCSS,Armenia,15+,Total or no breakdown,Urban,Total or no breakdown,Both sexes,60.27393
2011,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,97.96503
2011,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,93.81187
2011,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,96.30613
2011,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Male,95.29616
2011,FB_BNK_ACCSS,Belgium,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,89.65952
2011,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Female,97.18457
2011,FB_BNK_ACCSS,Belgium,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.44208
2011,FB_BNK_ACCSS,Belgium,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,87.31081
2011,FB_BNK_ACCSS,Belgium,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,96.95332
2014,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,98.60555
2021,FB_BNK_ACCSS,Moldova,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,39.95138
2021,FB_BNK_ACCSS,Moldova,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,70.78364
2011,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Total or no breakdown,Female,48.92861
2011,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,55.87094
2011,FB_BNK_ACCSS,Montenegro,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,29.01528
2011,FB_BNK_ACCSS,Montenegro,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,61.0452
2011,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,50.43801
2014,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,97.79269
2014,FB_BNK_ACCSS,Belgium,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.52756
2014,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.5062
2014,FB_BNK_ACCSS,Belgium,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,97.90163
2014,FB_BNK_ACCSS,Belgium,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Male,96.69044
2014,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.12576
2014,FB_BNK_ACCSS,Belgium,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,90.88741
2017,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,98.85674
2017,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.63832
2017,FB_BNK_ACCSS,Belgium,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2017,FB_BNK_ACCSS,Belgium,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,98.52566
2017,FB_BNK_ACCSS,Belgium,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,94.31625
2017,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Female,98.81755
2011,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Female,73.0622
2011,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,75.89096
2011,FB_BNK_ACCSS,Hungary,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,51.01575
2014,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,76.03838
2014,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Female,72.49835
2014,FB_BNK_ACCSS,Hungary,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,83.57179
2014,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,72.25683
2011,FB_BNK_ACCSS,Montenegro,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,28.72033
2011,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,42.27661
2011,FB_BNK_ACCSS,Montenegro,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,56.22769
2011,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Total or no breakdown,Male,52.15089
2014,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Total or no breakdown,Male,61.89439
2014,FB_BNK_ACCSS,Montenegro,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,64.39573
2014,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,46.39609
2014,FB_BNK_ACCSS,Montenegro,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,34.72942
2014,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,59.82601
2014,FB_BNK_ACCSS,Montenegro,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,70.30509
2014,FB_BNK_ACCSS,Montenegro,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,41.3446
2014,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Total or no breakdown,Female,57.90823
2014,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,68.75336
2017,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Total or no breakdown,Female,67.57224
2017,FB_BNK_ACCSS,Belgium,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.30004
2017,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,98.49319
2017,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Male,98.44926
2021,FB_BNK_ACCSS,Belgium,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.2966
2021,FB_BNK_ACCSS,Belgium,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.64967
2021,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Female,98.65115
2021,FB_BNK_ACCSS,Belgium,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,94.72862
2014,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Male,71.98016
2014,FB_BNK_ACCSS,Hungary,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,50.68082
2014,FB_BNK_ACCSS,Hungary,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,75.83492
2014,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,66.57468
2014,FB_BNK_ACCSS,Hungary,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,44.97493
2017,FB_BNK_ACCSS,Hungary,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,77.1302
2017,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Male,78.16256
2021,FB_BNK_ACCSS,Belgium,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,93.81188
2021,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.37411
2021,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.0057
2021,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,97.93588
2021,FB_BNK_ACCSS,Belgium,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.71748
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,42.75931
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,34.15298
2017,FB_BNK_ACCSS,Montenegro,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,41.06794
2017,FB_BNK_ACCSS,Montenegro,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,43.17823
2017,FB_BNK_ACCSS,Montenegro,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,77.26793
2017,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,73.74832
2017,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,68.36179
2017,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,60.27471
2017,FB_BNK_ACCSS,Montenegro,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,74.3746
2017,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,74.94497
2017,FB_BNK_ACCSS,Hungary,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,82.77486
2017,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Female,72.15752
2017,FB_BNK_ACCSS,Hungary,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,55.82926
2017,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,67.66965
2017,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,79.77351
2017,FB_BNK_ACCSS,Hungary,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,60.08718
2017,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,30.91784
2017,FB_BNK_ACCSS,Uzbekistan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,20.89812
2017,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,38.33317
2017,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,41.19581
2017,FB_BNK_ACCSS,Uzbekistan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,43.3726
2017,FB_BNK_ACCSS,Uzbekistan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,20.94878
2021,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,45.88332
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,58.08151
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,56.21161
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Male,67.22574
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,65.16857
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,67.85105
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,46.40231
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Female,47.72136
2017,FB_BNK_ACCSS,Montenegro,15+,Total or no breakdown,All areas,Total or no breakdown,Male,69.18687
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Female,98.39974
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Richest 60%,Both sexes,98.09307
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.8136
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.52582
