Year,SeriesCode,Country,Education level,Type of skill,Value
2011,SE_TOT_GPI,Slovakia,PRIMAR,SKILL_READ,1.00893
2012,SE_TOT_GPI,Slovakia,LOWSEC,SKILL_READ,1.18802
2012,SE_TOT_GPI,Slovakia,LOWSEC,SKILL_MATH,1.00481
2019,SE_TOT_GPI,Bulgaria,PRIMAR,SKILL_MATH,1.00745
2018,SE_TOT_GPI,Belarus,LOWSEC,SKILL_MATH,0.9906
2018,SE_TOT_GPI,Belarus,LOWSEC,SKILL_READ,1.12777
2000,SE_TOT_GPI,Canada,LOWSEC,SKILL_MATH,0.99341
2000,SE_TOT_GPI,Canada,LOWSEC,SKILL_READ,1.071
2001,SE_TOT_GPI,Canada,PRIMAR,SKILL_READ,1.02002
2003,SE_TOT_GPI,Canada,LOWSEC,SKILL_MATH,1.00905
2003,SE_TOT_GPI,Canada,LOWSEC,SKILL_READ,1.08238
2015,SE_TOT_GPI,Slovakia,LOWSEC,SKILL_MATH,0.99552
2015,SE_TOT_GPI,Slovakia,LOWSEC,SKILL_READ,1.17735
2016,SE_TOT_GPI,Slovakia,PRIMAR,SKILL_READ,1.01435
2018,SE_TOT_GPI,Slovakia,LOWSEC,SKILL_MATH,1.00745
2018,SE_TOT_GPI,Slovakia,LOWSEC,SKILL_READ,1.18313
2019,SE_TOT_GPI,Slovakia,PRIMAR,SKILL_MATH,1.05024
2015,SE_TOT_GPI,Viet Nam,LOWSEC,SKILL_MATH,1.03992
2015,SE_TOT_GPI,Viet Nam,LOWSEC,SKILL_READ,1.1122
2019,SE_TOT_GPI,Viet Nam,PRIMAR,SKILL_READ,1.05344
2019,SE_TOT_GPI,Viet Nam,PRIMAR,SKILL_MATH,1.00327
2001,SE_TOT_GPI,Slovenia,PRIMAR,SKILL_READ,1.05529
2003,SE_TOT_GPI,Slovenia,PRIMAR,SKILL_MATH,0.97007
2006,SE_TOT_GPI,Slovenia,LOWSEC,SKILL_MATH,0.98589
2006,SE_TOT_GPI,Slovenia,PRIMAR,SKILL_READ,1.03775
2006,SE_TOT_GPI,Slovenia,LOWSEC,SKILL_READ,1.18884
2007,SE_TOT_GPI,Slovenia,PRIMAR,SKILL_MATH,0.98114
2009,SE_TOT_GPI,Slovenia,LOWSEC,SKILL_MATH,1.01359
2009,SE_TOT_GPI,Slovenia,LOWSEC,SKILL_READ,1.23009
2011,SE_TOT_GPI,Slovenia,PRIMAR,SKILL_READ,1.02661
2011,SE_TOT_GPI,Slovenia,PRIMAR,SKILL_MATH,0.95243
2012,SE_TOT_GPI,Slovenia,LOWSEC,SKILL_MATH,1.00711
2012,SE_TOT_GPI,Slovenia,LOWSEC,SKILL_READ,1.21762
2015,SE_TOT_GPI,Slovenia,LOWSEC,SKILL_READ,1.1323
2015,SE_TOT_GPI,Slovenia,LOWSEC,SKILL_MATH,1.00062
2006,SE_TOT_GPI,Canada,LOWSEC,SKILL_READ,1.07646
2006,SE_TOT_GPI,Canada,LOWSEC,SKILL_MATH,0.98885
2009,SE_TOT_GPI,Canada,LOWSEC,SKILL_MATH,0.98676
2009,SE_TOT_GPI,Canada,LOWSEC,SKILL_READ,1.08962
2011,SE_TOT_GPI,Canada,PRIMAR,SKILL_READ,1.00923
2012,SE_TOT_GPI,Canada,LOWSEC,SKILL_MATH,0.99007
2012,SE_TOT_GPI,Canada,LOWSEC,SKILL_READ,1.09187
2015,SE_TOT_GPI,Canada,LOWSEC,SKILL_READ,1.06857
2015,SE_TOT_GPI,Slovenia,PRIMAR,SKILL_MATH,0.99986
2016,SE_TOT_GPI,Slovenia,PRIMAR,SKILL_READ,1.02212
2018,SE_TOT_GPI,Slovenia,LOWSEC,SKILL_READ,1.15535
2018,SE_TOT_GPI,Slovenia,LOWSEC,SKILL_MATH,1.01448
2000,SE_TOT_GPI,Spain,LOWSEC,SKILL_MATH,0.95136
2000,SE_TOT_GPI,Spain,LOWSEC,SKILL_READ,1.10042
2003,SE_TOT_GPI,Spain,LOWSEC,SKILL_READ,1.15621
2003,SE_TOT_GPI,Spain,LOWSEC,SKILL_MATH,0.98787
2006,SE_TOT_GPI,Spain,LOWSEC,SKILL_READ,1.16488
2006,SE_TOT_GPI,Spain,PRIMAR,SKILL_READ,1.0042
2006,SE_TOT_GPI,Spain,LOWSEC,SKILL_MATH,0.99141
2009,SE_TOT_GPI,Spain,LOWSEC,SKILL_READ,1.11527
2009,SE_TOT_GPI,Spain,LOWSEC,SKILL_MATH,0.94044
2011,SE_TOT_GPI,Spain,PRIMAR,SKILL_READ,1.01843
2011,SE_TOT_GPI,Spain,PRIMAR,SKILL_MATH,0.89911
2012,SE_TOT_GPI,Spain,LOWSEC,SKILL_READ,1.11844
2015,SE_TOT_GPI,Canada,PRIMAR,SKILL_MATH,0.95455
2015,SE_TOT_GPI,Canada,LOWSEC,SKILL_MATH,0.99218
2016,SE_TOT_GPI,Canada,PRIMAR,SKILL_READ,1.01093
2018,SE_TOT_GPI,Canada,LOWSEC,SKILL_MATH,1.00325
2018,SE_TOT_GPI,Canada,LOWSEC,SKILL_READ,1.09091
2019,SE_TOT_GPI,Canada,PRIMAR,SKILL_MATH,1.10696
2000,SE_TOT_GPI,Chile,LOWSEC,SKILL_READ,1.18082
2003,SE_TOT_GPI,Chile,LOWSEC,SKILL_MATH,0.68732
2012,SE_TOT_GPI,Spain,LOWSEC,SKILL_MATH,0.96185
2015,SE_TOT_GPI,Spain,PRIMAR,SKILL_MATH,0.92731
2015,SE_TOT_GPI,Spain,LOWSEC,SKILL_MATH,0.95512
2015,SE_TOT_GPI,Spain,LOWSEC,SKILL_READ,1.07792
2016,SE_TOT_GPI,Spain,PRIMAR,SKILL_READ,1.01942
2018,SE_TOT_GPI,Spain,LOWSEC,SKILL_MATH,0.99655
2019,SE_TOT_GPI,Spain,PRIMAR,SKILL_MATH,1.08065
2000,SE_TOT_GPI,Sweden,LOWSEC,SKILL_READ,1.09804
2006,SE_TOT_GPI,Chile,PRIMAR,SKILL_MATH,0.92883
2006,SE_TOT_GPI,Chile,PRIMAR,SKILL_READ,1.03424
2006,SE_TOT_GPI,Chile,GRAD23,SKILL_READ,1.01402
2006,SE_TOT_GPI,Chile,GRAD23,SKILL_MATH,0.96081
2006,SE_TOT_GPI,Chile,LOWSEC,SKILL_READ,1.11464
2009,SE_TOT_GPI,Chile,LOWSEC,SKILL_READ,1.1504
2011,SE_TOT_GPI,Chile,LOWSEC,SKILL_MATH,0.83878
2012,SE_TOT_GPI,Chile,LOWSEC,SKILL_READ,1.16573
2000,SE_TOT_GPI,Sweden,LOWSEC,SKILL_MATH,0.98905
2001,SE_TOT_GPI,Sweden,PRIMAR,SKILL_READ,1.01386
2003,SE_TOT_GPI,Sweden,LOWSEC,SKILL_MATH,0.98524
2003,SE_TOT_GPI,Sweden,LOWSEC,SKILL_READ,1.09802
2006,SE_TOT_GPI,Sweden,LOWSEC,SKILL_READ,1.12161
2006,SE_TOT_GPI,Sweden,LOWSEC,SKILL_MATH,0.99086
2006,SE_TOT_GPI,Sweden,PRIMAR,SKILL_READ,1.00991
2007,SE_TOT_GPI,Sweden,PRIMAR,SKILL_MATH,0.96347
2015,SE_TOT_GPI,Chile,LOWSEC,SKILL_READ,1.07146
2015,SE_TOT_GPI,Chile,LOWSEC,SKILL_MATH,0.73733
2018,SE_TOT_GPI,Chile,LOWSEC,SKILL_READ,1.13182
2019,SE_TOT_GPI,Chile,LOWSEC,SKILL_MATH,0.88365
2006,SE_TOT_GPI,Colombia,GRAD23,SKILL_READ,1.04509
2006,SE_TOT_GPI,Colombia,LOWSEC,SKILL_READ,1.10361
2006,SE_TOT_GPI,Colombia,GRAD23,SKILL_MATH,0.94792
2006,SE_TOT_GPI,Colombia,LOWSEC,SKILL_MATH,0.7009
2009,SE_TOT_GPI,Sweden,LOWSEC,SKILL_MATH,1.00757
2009,SE_TOT_GPI,Sweden,LOWSEC,SKILL_READ,1.15294
2011,SE_TOT_GPI,Sweden,PRIMAR,SKILL_MATH,0.97486
2011,SE_TOT_GPI,Sweden,PRIMAR,SKILL_READ,1.00868
2012,SE_TOT_GPI,Sweden,LOWSEC,SKILL_MATH,1.02985
2012,SE_TOT_GPI,Sweden,LOWSEC,SKILL_READ,1.20198
2015,SE_TOT_GPI,Sweden,LOWSEC,SKILL_READ,1.13939
2015,SE_TOT_GPI,Sweden,LOWSEC,SKILL_MATH,1.02959
2015,SE_TOT_GPI,Sweden,PRIMAR,SKILL_MATH,1.0017
2016,SE_TOT_GPI,Sweden,PRIMAR,SKILL_READ,1.01244
2018,SE_TOT_GPI,Sweden,LOWSEC,SKILL_MATH,1.01687
2018,SE_TOT_GPI,Sweden,LOWSEC,SKILL_READ,1.11139
2019,SE_TOT_GPI,Sweden,PRIMAR,SKILL_MATH,1.04847
2015,SE_TOT_GPI,Switzerland,LOWSEC,SKILL_MATH,0.99363
2015,SE_TOT_GPI,Switzerland,LOWSEC,SKILL_READ,1.10934
2018,SE_TOT_GPI,Switzerland,LOWSEC,SKILL_READ,1.12091
2006,SE_TOT_GPI,Colombia,PRIMAR,SKILL_READ,0.96501
2006,SE_TOT_GPI,Colombia,PRIMAR,SKILL_MATH,0.8115
2009,SE_TOT_GPI,Colombia,LOWSEC,SKILL_MATH,0.59318
2009,SE_TOT_GPI,Colombia,LOWSEC,SKILL_READ,1.08335
2012,SE_TOT_GPI,Colombia,LOWSEC,SKILL_READ,1.18946
2012,SE_TOT_GPI,Colombia,LOWSEC,SKILL_MATH,0.62523
2015,SE_TOT_GPI,Colombia,LOWSEC,SKILL_MATH,0.83072
2015,SE_TOT_GPI,Colombia,LOWSEC,SKILL_READ,1.10926
2018,SE_TOT_GPI,Colombia,LOWSEC,SKILL_READ,1.0744
2018,SE_TOT_GPI,Colombia,LOWSEC,SKILL_MATH,0.74917
2019,SE_TOT_GPI,Colombia,GRAD23,SKILL_MATH,0.94504
2019,SE_TOT_GPI,Colombia,GRAD23,SKILL_READ,1.1302
2019,SE_TOT_GPI,Colombia,PRIMAR,SKILL_MATH,0.86702
2019,SE_TOT_GPI,Colombia,PRIMAR,SKILL_READ,1.10691
2006,SE_TOT_GPI,Costa Rica,PRIMAR,SKILL_MATH,0.86336
2006,SE_TOT_GPI,Costa Rica,GRAD23,SKILL_READ,1.02081
2018,SE_TOT_GPI,Switzerland,LOWSEC,SKILL_MATH,0.98549
2009,SE_TOT_GPI,United Arab Emirates,LOWSEC,SKILL_READ,1.3562
2011,SE_TOT_GPI,United Arab Emirates,PRIMAR,SKILL_READ,1.17078
2011,SE_TOT_GPI,United Arab Emirates,PRIMAR,SKILL_MATH,0.99553
2011,SE_TOT_GPI,United Arab Emirates,LOWSEC,SKILL_MATH,1.11095
2012,SE_TOT_GPI,United Arab Emirates,LOWSEC,SKILL_READ,1.33234
2015,SE_TOT_GPI,United Arab Emirates,LOWSEC,SKILL_READ,1.31361
2015,SE_TOT_GPI,United Arab Emirates,PRIMAR,SKILL_MATH,1.0044
2006,SE_TOT_GPI,Costa Rica,GRAD23,SKILL_MATH,0.9439
2006,SE_TOT_GPI,Costa Rica,PRIMAR,SKILL_READ,1.00079
2009,SE_TOT_GPI,Costa Rica,LOWSEC,SKILL_MATH,0.71381
2009,SE_TOT_GPI,Costa Rica,LOWSEC,SKILL_READ,1.12397
2012,SE_TOT_GPI,Costa Rica,LOWSEC,SKILL_READ,1.18626
2012,SE_TOT_GPI,Costa Rica,LOWSEC,SKILL_MATH,0.69962
2015,SE_TOT_GPI,Costa Rica,LOWSEC,SKILL_MATH,0.76086
2015,SE_TOT_GPI,Costa Rica,LOWSEC,SKILL_READ,1.11621
2015,SE_TOT_GPI,United Arab Emirates,LOWSEC,SKILL_MATH,1.07219
2016,SE_TOT_GPI,United Arab Emirates,PRIMAR,SKILL_READ,1.16676
2018,SE_TOT_GPI,United Arab Emirates,LOWSEC,SKILL_READ,1.32836
2019,SE_TOT_GPI,United Arab Emirates,LOWSEC,SKILL_MATH,1.03074
2019,SE_TOT_GPI,United Arab Emirates,PRIMAR,SKILL_MATH,1.06339
2001,SE_TOT_GPI,Türkiye,PRIMAR,SKILL_READ,1.10832
2003,SE_TOT_GPI,Türkiye,LOWSEC,SKILL_READ,1.22536
2006,SE_TOT_GPI,Türkiye,LOWSEC,SKILL_READ,1.24844
2018,SE_TOT_GPI,Costa Rica,LOWSEC,SKILL_READ,1.1073
2018,SE_TOT_GPI,Costa Rica,LOWSEC,SKILL_MATH,0.79525
2019,SE_TOT_GPI,Costa Rica,PRIMAR,SKILL_READ,1.09191
2019,SE_TOT_GPI,Costa Rica,GRAD23,SKILL_READ,1.07115
2019,SE_TOT_GPI,Costa Rica,PRIMAR,SKILL_MATH,0.83869
2019,SE_TOT_GPI,Costa Rica,GRAD23,SKILL_MATH,0.93462
2006,SE_TOT_GPI,Croatia,LOWSEC,SKILL_READ,1.20481
2006,SE_TOT_GPI,Croatia,LOWSEC,SKILL_MATH,0.94977
2007,SE_TOT_GPI,Türkiye,LOWSEC,SKILL_MATH,1.01423
2009,SE_TOT_GPI,Türkiye,LOWSEC,SKILL_READ,1.21713
2011,SE_TOT_GPI,Türkiye,PRIMAR,SKILL_MATH,0.99085
2011,SE_TOT_GPI,Türkiye,LOWSEC,SKILL_MATH,1.05461
2012,SE_TOT_GPI,Türkiye,LOWSEC,SKILL_READ,1.21325
2015,SE_TOT_GPI,Türkiye,LOWSEC,SKILL_READ,1.18456
2015,SE_TOT_GPI,Türkiye,PRIMAR,SKILL_MATH,0.97558
2015,SE_TOT_GPI,Türkiye,LOWSEC,SKILL_MATH,1.04636
2009,SE_TOT_GPI,Croatia,LOWSEC,SKILL_MATH,0.95892
2009,SE_TOT_GPI,Croatia,LOWSEC,SKILL_READ,1.21367
2011,SE_TOT_GPI,Croatia,PRIMAR,SKILL_MATH,0.89935
2011,SE_TOT_GPI,Croatia,PRIMAR,SKILL_READ,1.00864
2012,SE_TOT_GPI,Croatia,LOWSEC,SKILL_MATH,0.96979
2012,SE_TOT_GPI,Croatia,LOWSEC,SKILL_READ,1.20033
2015,SE_TOT_GPI,Croatia,LOWSEC,SKILL_READ,1.11557
2015,SE_TOT_GPI,Croatia,PRIMAR,SKILL_MATH,0.92205
2018,SE_TOT_GPI,Türkiye,LOWSEC,SKILL_READ,1.13816
2019,SE_TOT_GPI,Türkiye,LOWSEC,SKILL_MATH,1.09008
2019,SE_TOT_GPI,Türkiye,PRIMAR,SKILL_MATH,1.00382
2007,SE_TOT_GPI,Ukraine,PRIMAR,SKILL_MATH,0.972
2018,SE_TOT_GPI,Ukraine,LOWSEC,SKILL_READ,1.16493
2000,SE_TOT_GPI,North Macedonia,LOWSEC,SKILL_MATH,0.99804
2000,SE_TOT_GPI,North Macedonia,LOWSEC,SKILL_READ,1.42236
2001,SE_TOT_GPI,North Macedonia,PRIMAR,SKILL_READ,1.0909
2015,SE_TOT_GPI,Croatia,LOWSEC,SKILL_MATH,0.94382
2018,SE_TOT_GPI,Croatia,LOWSEC,SKILL_MATH,0.97934
2018,SE_TOT_GPI,Croatia,LOWSEC,SKILL_READ,1.15528
2019,SE_TOT_GPI,Croatia,PRIMAR,SKILL_MATH,1.0722
2001,SE_TOT_GPI,Cyprus,PRIMAR,SKILL_READ,1.07247
2003,SE_TOT_GPI,Cyprus,PRIMAR,SKILL_MATH,0.95659
2015,SE_TOT_GPI,Cyprus,PRIMAR,SKILL_MATH,0.98768
2018,SE_TOT_GPI,Cyprus,LOWSEC,SKILL_READ,1.31993
2006,SE_TOT_GPI,North Macedonia,PRIMAR,SKILL_READ,1.11081
2015,SE_TOT_GPI,North Macedonia,LOWSEC,SKILL_MATH,1.05997
2015,SE_TOT_GPI,North Macedonia,LOWSEC,SKILL_READ,1.41836
2018,SE_TOT_GPI,North Macedonia,LOWSEC,SKILL_READ,1.40544
2018,SE_TOT_GPI,North Macedonia,LOWSEC,SKILL_MATH,1.08705
2019,SE_TOT_GPI,North Macedonia,PRIMAR,SKILL_MATH,0.94849
2015,SE_TOT_GPI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_MATH,0.96707
2015,SE_TOT_GPI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_READ,1.07092
2019,SE_TOT_GPI,Cyprus,PRIMAR,SKILL_MATH,1.08267
2000,SE_TOT_GPI,Czechia,LOWSEC,SKILL_READ,1.13608
2000,SE_TOT_GPI,Czechia,LOWSEC,SKILL_MATH,0.99948
2001,SE_TOT_GPI,Czechia,PRIMAR,SKILL_READ,1.01442
2003,SE_TOT_GPI,Czechia,LOWSEC,SKILL_MATH,0.96548
2003,SE_TOT_GPI,Czechia,LOWSEC,SKILL_READ,1.10056
2006,SE_TOT_GPI,Czechia,LOWSEC,SKILL_READ,1.16751
2006,SE_TOT_GPI,Czechia,LOWSEC,SKILL_MATH,0.95619
2007,SE_TOT_GPI,Czechia,PRIMAR,SKILL_MATH,0.9599
2009,SE_TOT_GPI,Czechia,LOWSEC,SKILL_MATH,0.98111
2009,SE_TOT_GPI,Czechia,LOWSEC,SKILL_READ,1.19237
2011,SE_TOT_GPI,Czechia,PRIMAR,SKILL_MATH,0.93428
2011,SE_TOT_GPI,Czechia,PRIMAR,SKILL_READ,1.00649
2012,SE_TOT_GPI,Czechia,LOWSEC,SKILL_READ,1.13648
2012,SE_TOT_GPI,Czechia,LOWSEC,SKILL_MATH,0.95726
2015,SE_TOT_GPI,Czechia,LOWSEC,SKILL_MATH,1.01022
2015,SE_TOT_GPI,Czechia,LOWSEC,SKILL_READ,1.11882
2015,SE_TOT_GPI,Czechia,PRIMAR,SKILL_MATH,0.97448
2016,SE_TOT_GPI,Czechia,PRIMAR,SKILL_READ,1.01878
2018,SE_TOT_GPI,Czechia,LOWSEC,SKILL_READ,1.1332
2018,SE_TOT_GPI,Czechia,LOWSEC,SKILL_MATH,1.01061
2019,SE_TOT_GPI,Czechia,PRIMAR,SKILL_MATH,1.04711
2000,SE_TOT_GPI,Denmark,LOWSEC,SKILL_READ,1.09706
2000,SE_TOT_GPI,Denmark,LOWSEC,SKILL_MATH,0.98073
2003,SE_TOT_GPI,Denmark,LOWSEC,SKILL_MATH,0.9536
2003,SE_TOT_GPI,Denmark,LOWSEC,SKILL_READ,1.08912
2006,SE_TOT_GPI,Denmark,LOWSEC,SKILL_READ,1.10538
2006,SE_TOT_GPI,Denmark,LOWSEC,SKILL_MATH,0.96463
2006,SE_TOT_GPI,Denmark,GRAD23,SKILL_READ,1.01359
2007,SE_TOT_GPI,Denmark,GRAD23,SKILL_MATH,0.97218
2009,SE_TOT_GPI,Denmark,LOWSEC,SKILL_MATH,0.94446
2009,SE_TOT_GPI,Denmark,LOWSEC,SKILL_READ,1.08551
2011,SE_TOT_GPI,Denmark,GRAD23,SKILL_READ,1.00468
2011,SE_TOT_GPI,Denmark,GRAD23,SKILL_MATH,0.98265
2012,SE_TOT_GPI,Denmark,LOWSEC,SKILL_MATH,0.95912
2012,SE_TOT_GPI,Denmark,LOWSEC,SKILL_READ,1.10119
2015,SE_TOT_GPI,Denmark,LOWSEC,SKILL_READ,1.06696
2015,SE_TOT_GPI,Denmark,LOWSEC,SKILL_MATH,0.98452
2015,SE_TOT_GPI,Denmark,GRAD23,SKILL_MATH,0.97182
2016,SE_TOT_GPI,Denmark,GRAD23,SKILL_READ,1.0039
2018,SE_TOT_GPI,Denmark,LOWSEC,SKILL_MATH,1.00721
2018,SE_TOT_GPI,Denmark,LOWSEC,SKILL_READ,1.11048
2019,SE_TOT_GPI,Denmark,GRAD23,SKILL_MATH,1.01507
2015,SE_TOT_GPI,Estonia,LOWSEC,SKILL_READ,1.07863
2015,SE_TOT_GPI,Estonia,LOWSEC,SKILL_MATH,1.01896
2018,SE_TOT_GPI,Estonia,LOWSEC,SKILL_READ,1.07383
2018,SE_TOT_GPI,Estonia,LOWSEC,SKILL_MATH,0.99792
2000,SE_TOT_GPI,Finland,LOWSEC,SKILL_MATH,1.00714
2000,SE_TOT_GPI,Finland,LOWSEC,SKILL_READ,1.08065
2003,SE_TOT_GPI,Finland,LOWSEC,SKILL_READ,1.06783
2003,SE_TOT_GPI,Finland,LOWSEC,SKILL_MATH,1.01173
2006,SE_TOT_GPI,Finland,LOWSEC,SKILL_MATH,1.00021
2006,SE_TOT_GPI,Finland,LOWSEC,SKILL_READ,1.06673
2009,SE_TOT_GPI,Finland,LOWSEC,SKILL_READ,1.10124
2009,SE_TOT_GPI,Finland,LOWSEC,SKILL_MATH,1.00681
2011,SE_TOT_GPI,Finland,PRIMAR,SKILL_MATH,0.99192
2011,SE_TOT_GPI,Finland,PRIMAR,SKILL_READ,1.00588
2012,SE_TOT_GPI,Finland,LOWSEC,SKILL_MATH,1.04084
2012,SE_TOT_GPI,Finland,LOWSEC,SKILL_READ,1.13774
2015,SE_TOT_GPI,Finland,LOWSEC,SKILL_MATH,1.05063
2015,SE_TOT_GPI,Finland,LOWSEC,SKILL_READ,1.11027
2015,SE_TOT_GPI,Finland,PRIMAR,SKILL_MATH,1.06759
2016,SE_TOT_GPI,Finland,PRIMAR,SKILL_READ,1.01289
2018,SE_TOT_GPI,Finland,LOWSEC,SKILL_READ,1.13317
2018,SE_TOT_GPI,Finland,LOWSEC,SKILL_MATH,1.04338
2019,SE_TOT_GPI,Finland,PRIMAR,SKILL_MATH,1.0054
2000,SE_TOT_GPI,France,LOWSEC,SKILL_MATH,0.98599
2000,SE_TOT_GPI,France,LOWSEC,SKILL_READ,1.10525
2001,SE_TOT_GPI,France,PRIMAR,SKILL_READ,1.02548
2003,SE_TOT_GPI,France,LOWSEC,SKILL_MATH,1.00347
2003,SE_TOT_GPI,France,LOWSEC,SKILL_READ,1.12971
2006,SE_TOT_GPI,France,LOWSEC,SKILL_READ,1.12898
2006,SE_TOT_GPI,France,LOWSEC,SKILL_MATH,0.99679
2006,SE_TOT_GPI,France,PRIMAR,SKILL_READ,1.02042
2009,SE_TOT_GPI,France,LOWSEC,SKILL_MATH,0.97755
2009,SE_TOT_GPI,France,LOWSEC,SKILL_READ,1.13417
2011,SE_TOT_GPI,France,PRIMAR,SKILL_READ,0.99778
2012,SE_TOT_GPI,France,LOWSEC,SKILL_READ,1.14629
2012,SE_TOT_GPI,France,LOWSEC,SKILL_MATH,0.99987
2015,SE_TOT_GPI,France,LOWSEC,SKILL_MATH,1.0093
2015,SE_TOT_GPI,France,LOWSEC,SKILL_READ,1.11075
2015,SE_TOT_GPI,France,PRIMAR,SKILL_MATH,0.96636
2016,SE_TOT_GPI,France,PRIMAR,SKILL_READ,1.01988
2018,SE_TOT_GPI,France,LOWSEC,SKILL_MATH,0.99879
2018,SE_TOT_GPI,France,LOWSEC,SKILL_READ,1.10902
2019,SE_TOT_GPI,France,PRIMAR,SKILL_MATH,1.08721
2006,SE_TOT_GPI,Georgia,PRIMAR,SKILL_READ,1.07708
2007,SE_TOT_GPI,Georgia,PRIMAR,SKILL_MATH,1.01455
2009,SE_TOT_GPI,Georgia,LOWSEC,SKILL_READ,1.47433
2009,SE_TOT_GPI,Georgia,LOWSEC,SKILL_MATH,1.02337
2011,SE_TOT_GPI,Georgia,PRIMAR,SKILL_MATH,1.03859
2011,SE_TOT_GPI,Georgia,PRIMAR,SKILL_READ,1.07158
2015,SE_TOT_GPI,Georgia,LOWSEC,SKILL_READ,1.39057
2015,SE_TOT_GPI,Georgia,LOWSEC,SKILL_MATH,1.12899
2015,SE_TOT_GPI,Georgia,PRIMAR,SKILL_MATH,1.02121
2016,SE_TOT_GPI,Georgia,PRIMAR,SKILL_READ,1.07182
2018,SE_TOT_GPI,Georgia,LOWSEC,SKILL_MATH,1.03718
2018,SE_TOT_GPI,Georgia,LOWSEC,SKILL_READ,1.36514
2019,SE_TOT_GPI,Georgia,PRIMAR,SKILL_MATH,1.05775
2000,SE_TOT_GPI,Germany,LOWSEC,SKILL_READ,1.10266
2000,SE_TOT_GPI,Germany,LOWSEC,SKILL_MATH,0.97393
2001,SE_TOT_GPI,Germany,PRIMAR,SKILL_READ,1.00822
2003,SE_TOT_GPI,Germany,LOWSEC,SKILL_MATH,1.00025
2003,SE_TOT_GPI,Germany,LOWSEC,SKILL_READ,1.14071
2006,SE_TOT_GPI,Germany,LOWSEC,SKILL_READ,1.13202
2006,SE_TOT_GPI,Germany,LOWSEC,SKILL_MATH,0.94782
2006,SE_TOT_GPI,Germany,PRIMAR,SKILL_READ,1.00493
2007,SE_TOT_GPI,Germany,PRIMAR,SKILL_MATH,0.93987
2009,SE_TOT_GPI,Germany,LOWSEC,SKILL_MATH,0.96379
2009,SE_TOT_GPI,Germany,LOWSEC,SKILL_READ,1.12975
2011,SE_TOT_GPI,Germany,PRIMAR,SKILL_MATH,0.96686
2011,SE_TOT_GPI,Germany,PRIMAR,SKILL_READ,1.0082
2012,SE_TOT_GPI,Germany,LOWSEC,SKILL_READ,1.12567
2012,SE_TOT_GPI,Germany,LOWSEC,SKILL_MATH,0.97704
2015,SE_TOT_GPI,Germany,LOWSEC,SKILL_MATH,0.95061
2015,SE_TOT_GPI,Germany,LOWSEC,SKILL_READ,1.06018
2015,SE_TOT_GPI,Germany,PRIMAR,SKILL_MATH,0.98307
2016,SE_TOT_GPI,Germany,PRIMAR,SKILL_READ,1.01431
2018,SE_TOT_GPI,Germany,LOWSEC,SKILL_READ,1.09581
2018,SE_TOT_GPI,Germany,LOWSEC,SKILL_MATH,1.00221
2019,SE_TOT_GPI,Germany,PRIMAR,SKILL_MATH,1.06145
2000,SE_TOT_GPI,Greece,LOWSEC,SKILL_MATH,0.99465
2000,SE_TOT_GPI,Greece,LOWSEC,SKILL_READ,1.16
2001,SE_TOT_GPI,Greece,PRIMAR,SKILL_READ,1.05217
2003,SE_TOT_GPI,Greece,LOWSEC,SKILL_READ,1.17257
2003,SE_TOT_GPI,Greece,LOWSEC,SKILL_MATH,0.90412
2006,SE_TOT_GPI,Greece,LOWSEC,SKILL_MATH,1.0119
2006,SE_TOT_GPI,Greece,LOWSEC,SKILL_READ,1.26326
2009,SE_TOT_GPI,Greece,LOWSEC,SKILL_READ,1.19014
2009,SE_TOT_GPI,Greece,LOWSEC,SKILL_MATH,0.94952
2012,SE_TOT_GPI,Greece,LOWSEC,SKILL_MATH,0.96337
2012,SE_TOT_GPI,Greece,LOWSEC,SKILL_READ,1.2178
2015,SE_TOT_GPI,Greece,LOWSEC,SKILL_MATH,1.03488
2015,SE_TOT_GPI,Greece,LOWSEC,SKILL_READ,1.18531
2018,SE_TOT_GPI,Greece,LOWSEC,SKILL_MATH,1.03665
2018,SE_TOT_GPI,Greece,LOWSEC,SKILL_READ,1.22388
2000,SE_TOT_GPI,Hungary,LOWSEC,SKILL_READ,1.11306
2001,SE_TOT_GPI,Hungary,PRIMAR,SKILL_READ,1.0207
2003,SE_TOT_GPI,Hungary,LOWSEC,SKILL_MATH,0.99193
2003,SE_TOT_GPI,Hungary,PRIMAR,SKILL_MATH,1.00578
2003,SE_TOT_GPI,Hungary,LOWSEC,SKILL_READ,1.12472
2006,SE_TOT_GPI,Hungary,LOWSEC,SKILL_READ,1.16248
2006,SE_TOT_GPI,Hungary,PRIMAR,SKILL_READ,1.00556
2007,SE_TOT_GPI,Hungary,PRIMAR,SKILL_MATH,0.97457
2007,SE_TOT_GPI,Hungary,LOWSEC,SKILL_MATH,1.02118
2009,SE_TOT_GPI,Hungary,LOWSEC,SKILL_READ,1.13854
2011,SE_TOT_GPI,Hungary,LOWSEC,SKILL_MATH,0.97822
2011,SE_TOT_GPI,Hungary,PRIMAR,SKILL_MATH,1.00721
2011,SE_TOT_GPI,Hungary,PRIMAR,SKILL_READ,1.02415
2012,SE_TOT_GPI,Hungary,LOWSEC,SKILL_READ,1.15948
