Year,SeriesCode,Country,Migratory status,Sex,Value
2009,SL_EMP_INJUR,Belgium,NONMIG,Female,1214.66
2009,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,2035.16
2010,SL_EMP_INJUR,Belgium,NONMIG,Female,1243.01
2010,SL_EMP_INJUR,Belgium,NONMIG,Male,2513.23
2010,SL_EMP_INJUR,Belgium,NONMIG,Both sexes,1971.25
2015,SL_EMP_INJUR,France,NONMIG,Male,233.98
2015,SL_EMP_INJUR,France,NONMIG,Both sexes,152.24
2015,SL_EMP_INJUR,France,Total or no breakdown,Both sexes,3160.29
2015,SL_EMP_INJUR,France,Total or no breakdown,Male,3955.19
2016,SL_EMP_INJUR,France,Total or no breakdown,Both sexes,3458.28
2017,SL_EMP_INJUR,France,Total or no breakdown,Both sexes,3395.93
2010,SL_EMP_INJUR,Belgium,Total or no breakdown,Male,2623.71
2010,SL_EMP_INJUR,Belgium,Total or no breakdown,Female,1263.93
2010,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,2048.92
2011,SL_EMP_INJUR,Belgium,NONMIG,Female,1306.43
2011,SL_EMP_INJUR,Belgium,Total or no breakdown,Male,3258.59
2018,SL_EMP_INJUR,France,Total or no breakdown,Both sexes,3444.79
2019,SL_EMP_INJUR,France,Total or no breakdown,Both sexes,3425.11
2020,SL_EMP_INJUR,France,Total or no breakdown,Both sexes,2931.24
2019,SL_EMP_INJUR,Georgia,Total or no breakdown,Both sexes,13.0
2019,SL_EMP_INJUR,Georgia,Total or no breakdown,Female,2.0
2019,SL_EMP_INJUR,Georgia,Total or no breakdown,Male,22.0
2020,SL_EMP_INJUR,Georgia,Total or no breakdown,Female,4.0
2011,SL_EMP_INJUR,Belgium,NONMIG,Both sexes,2305.77
2011,SL_EMP_INJUR,Belgium,Total or no breakdown,Female,1333.14
2011,SL_EMP_INJUR,Belgium,NONMIG,Male,3119.28
2011,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,2401.49
2012,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,2127.35
2020,SL_EMP_INJUR,Georgia,Total or no breakdown,Both sexes,20.0
2020,SL_EMP_INJUR,Georgia,Total or no breakdown,Male,32.0
2021,SL_EMP_INJUR,Georgia,MIGPER,Both sexes,0.0
2021,SL_EMP_INJUR,Georgia,Total or no breakdown,Female,6.9
2021,SL_EMP_INJUR,Georgia,MIGPER,Female,0.0
2021,SL_EMP_INJUR,Georgia,Total or no breakdown,Both sexes,20.78
2021,SL_EMP_INJUR,Georgia,NONMIG,Male,0.0
2021,SL_EMP_INJUR,Georgia,NONMIG,Female,0.0
2021,SL_EMP_INJUR,Georgia,Total or no breakdown,Male,31.7
2021,SL_EMP_INJUR,Georgia,NONMIG,Both sexes,0.0
2021,SL_EMP_INJUR,Georgia,MIGPER,Male,0.0
2009,SL_EMP_INJUR,Germany,NONMIG,Female,1044.94
2009,SL_EMP_INJUR,Germany,Total or no breakdown,Male,2526.28
2009,SL_EMP_INJUR,Germany,NONMIG,Both sexes,1924.47
2009,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1855.33
2009,SL_EMP_INJUR,Germany,Total or no breakdown,Female,1000.4
2009,SL_EMP_INJUR,Germany,NONMIG,Male,2627.49
2010,SL_EMP_INJUR,Germany,NONMIG,Both sexes,2038.8
2010,SL_EMP_INJUR,Germany,NONMIG,Female,1067.26
2012,SL_EMP_INJUR,Belgium,NONMIG,Male,2771.12
2012,SL_EMP_INJUR,Belgium,NONMIG,Both sexes,2036.32
2012,SL_EMP_INJUR,Belgium,Total or no breakdown,Female,1183.57
2012,SL_EMP_INJUR,Belgium,Total or no breakdown,Male,2905.49
2012,SL_EMP_INJUR,Belgium,NONMIG,Female,1152.94
2010,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1975.51
2010,SL_EMP_INJUR,Germany,Total or no breakdown,Female,1022.69
2010,SL_EMP_INJUR,Germany,NONMIG,Male,2897.57
2010,SL_EMP_INJUR,Germany,Total or no breakdown,Male,2806.76
2011,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,2057.81
2011,SL_EMP_INJUR,Germany,NONMIG,Both sexes,2126.13
2011,SL_EMP_INJUR,Romania,Total or no breakdown,Female,25.12
2011,SL_EMP_INJUR,Romania,NONMIG,Female,24.96
2011,SL_EMP_INJUR,Romania,NONMIG,Both sexes,68.89
2011,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,69.11
2011,SL_EMP_INJUR,Romania,NONMIG,Male,117.37
2012,SL_EMP_INJUR,Romania,NONMIG,Both sexes,68.6
2011,SL_EMP_INJUR,Germany,NONMIG,Female,1050.64
2011,SL_EMP_INJUR,Germany,NONMIG,Male,3117.13
2011,SL_EMP_INJUR,Germany,Total or no breakdown,Female,1004.36
2011,SL_EMP_INJUR,Germany,Total or no breakdown,Male,3015.84
2012,SL_EMP_INJUR,Germany,NONMIG,Female,1046.05
2012,SL_EMP_INJUR,Germany,NONMIG,Male,2909.01
2012,SL_EMP_INJUR,Romania,Total or no breakdown,Male,114.55
2012,SL_EMP_INJUR,Romania,NONMIG,Female,27.45
2012,SL_EMP_INJUR,Romania,Total or no breakdown,Female,27.6
2012,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,68.72
2012,SL_EMP_INJUR,Romania,NONMIG,Male,114.48
2013,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,71.91
2012,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1955.64
2012,SL_EMP_INJUR,Germany,Total or no breakdown,Female,998.33
2012,SL_EMP_INJUR,Germany,NONMIG,Both sexes,2018.18
2012,SL_EMP_INJUR,Germany,Total or no breakdown,Male,2820.47
2013,SL_EMP_INJUR,Germany,Total or no breakdown,Female,1007.33
2013,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1898.68
2013,SL_EMP_INJUR,Romania,NONMIG,Female,28.64
2013,SL_EMP_INJUR,Romania,Total or no breakdown,Female,28.71
2013,SL_EMP_INJUR,Romania,NONMIG,Both sexes,71.75
2013,SL_EMP_INJUR,Romania,Total or no breakdown,Male,119.97
2013,SL_EMP_INJUR,Romania,NONMIG,Male,119.73
2014,SL_EMP_INJUR,Romania,NONMIG,Both sexes,68.54
2013,SL_EMP_INJUR,Germany,NONMIG,Both sexes,1970.77
2013,SL_EMP_INJUR,Germany,NONMIG,Male,2821.23
2013,SL_EMP_INJUR,Germany,Total or no breakdown,Male,2718.53
2013,SL_EMP_INJUR,Germany,NONMIG,Female,1062.13
2014,SL_EMP_INJUR,Germany,Total or no breakdown,Male,2648.26
2014,SL_EMP_INJUR,Germany,NONMIG,Both sexes,1935.45
2014,SL_EMP_INJUR,Romania,NONMIG,Male,111.77
2014,SL_EMP_INJUR,Romania,Total or no breakdown,Female,29.56
2014,SL_EMP_INJUR,Romania,NONMIG,Female,29.5
2014,SL_EMP_INJUR,Romania,Total or no breakdown,Male,112.03
2014,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,68.69
2015,SL_EMP_INJUR,Romania,NONMIG,Female,36.57
2014,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1855.72
2014,SL_EMP_INJUR,Germany,Total or no breakdown,Female,988.55
2014,SL_EMP_INJUR,Germany,NONMIG,Female,1046.87
2014,SL_EMP_INJUR,Germany,NONMIG,Male,2763.67
2015,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1810.58
2015,SL_EMP_INJUR,Germany,Total or no breakdown,Female,985.91
2015,SL_EMP_INJUR,Romania,NONMIG,Male,113.92
2015,SL_EMP_INJUR,Romania,Total or no breakdown,Male,114.06
2015,SL_EMP_INJUR,Romania,NONMIG,Both sexes,77.18
2015,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,77.36
2015,SL_EMP_INJUR,Romania,Total or no breakdown,Female,36.81
2016,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,82.38
2015,SL_EMP_INJUR,Germany,NONMIG,Male,2694.91
2015,SL_EMP_INJUR,Germany,NONMIG,Female,1044.4
2015,SL_EMP_INJUR,Germany,Total or no breakdown,Male,2566.71
2015,SL_EMP_INJUR,Germany,NONMIG,Both sexes,1895.67
2016,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1950.91
2017,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1819.55
2018,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1721.56
2019,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1650.78
2020,SL_EMP_INJUR,Germany,Total or no breakdown,Both sexes,1504.74
2000,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,863.0
2001,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,840.0
2002,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,836.0
2003,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,772.0
2009,SL_EMP_INJUR,Greece,NONMIG,Both sexes,402.24
2017,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,83.6
2018,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,85.2
2019,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,62.29
2020,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,72.88
2021,SL_EMP_INJUR,Romania,Total or no breakdown,Both sexes,71.37
2000,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,1071.0
2000,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,1530.0
2009,SL_EMP_INJUR,Greece,Total or no breakdown,Female,211.63
2009,SL_EMP_INJUR,Greece,NONMIG,Female,207.33
2009,SL_EMP_INJUR,Greece,Total or no breakdown,Male,592.06
2009,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,440.95
2009,SL_EMP_INJUR,Greece,NONMIG,Male,532.68
2010,SL_EMP_INJUR,Greece,NONMIG,Male,426.88
2000,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,537.0
2001,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,1021.0
2001,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,1497.0
2001,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,478.0
2002,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,1366.0
2002,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,486.0
2002,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,956.0
2003,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,801.0
2010,SL_EMP_INJUR,Greece,Total or no breakdown,Male,476.2
2010,SL_EMP_INJUR,Greece,NONMIG,Female,168.25
2010,SL_EMP_INJUR,Greece,Total or no breakdown,Female,167.5
2010,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,352.27
2010,SL_EMP_INJUR,Greece,NONMIG,Both sexes,322.49
2011,SL_EMP_INJUR,Greece,NONMIG,Male,394.33
2003,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,1228.0
2003,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,443.0
2004,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,340.0
2004,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,659.0
2004,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,932.0
2005,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,351.0
2005,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,635.0
2005,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,874.0
2011,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,329.75
2011,SL_EMP_INJUR,Greece,NONMIG,Female,174.08
2011,SL_EMP_INJUR,Greece,Total or no breakdown,Male,433.38
2011,SL_EMP_INJUR,Greece,NONMIG,Both sexes,305.26
2011,SL_EMP_INJUR,Greece,Total or no breakdown,Female,176.33
2012,SL_EMP_INJUR,Greece,NONMIG,Both sexes,275.7
2006,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,942.0
2006,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,678.0
2006,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,374.0
2007,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,648.0
2007,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,363.0
2007,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,849.0
2008,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,657.0
2008,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,381.0
2008,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,925.0
2009,SL_EMP_INJUR,Slovakia,NONMIG,Both sexes,390.84
2009,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,390.52
2009,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,490.64
2009,SL_EMP_INJUR,Slovakia,NONMIG,Female,273.06
2009,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,273.35
2012,SL_EMP_INJUR,Greece,Total or no breakdown,Female,157.53
2012,SL_EMP_INJUR,Greece,NONMIG,Male,356.14
2012,SL_EMP_INJUR,Greece,Total or no breakdown,Male,387.68
2012,SL_EMP_INJUR,Greece,NONMIG,Female,157.47
2012,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,294.5
2013,SL_EMP_INJUR,Greece,NONMIG,Male,336.05
2013,SL_EMP_INJUR,Greece,NONMIG,Both sexes,261.74
2013,SL_EMP_INJUR,Greece,Total or no breakdown,Male,359.51
2013,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,275.42
2013,SL_EMP_INJUR,Greece,Total or no breakdown,Female,155.47
2013,SL_EMP_INJUR,Greece,NONMIG,Female,155.83
2014,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,96.46
2013,SL_EMP_INJUR,Belgium,Total or no breakdown,Male,2809.76
2013,SL_EMP_INJUR,Belgium,Total or no breakdown,Female,1233.83
2013,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,2098.92
2013,SL_EMP_INJUR,Belgium,NONMIG,Male,2692.58
2013,SL_EMP_INJUR,Belgium,NONMIG,Both sexes,2013.55
2009,SL_EMP_INJUR,Slovakia,NONMIG,Male,491.62
2010,SL_EMP_INJUR,Slovakia,NONMIG,Both sexes,387.62
2010,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,265.81
2010,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,488.99
2010,SL_EMP_INJUR,Slovakia,NONMIG,Male,489.97
2010,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,387.13
2010,SL_EMP_INJUR,Slovakia,NONMIG,Female,266.02
2011,SL_EMP_INJUR,Slovakia,NONMIG,Male,492.01
2011,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,228.2
2011,SL_EMP_INJUR,Slovakia,NONMIG,Female,228.28
2011,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,360.32
2011,SL_EMP_INJUR,Slovakia,NONMIG,Both sexes,360.45
2014,SL_EMP_INJUR,Greece,Total or no breakdown,Male,124.07
2014,SL_EMP_INJUR,Greece,NONMIG,Both sexes,93.48
2014,SL_EMP_INJUR,Greece,Total or no breakdown,Female,58.1
2014,SL_EMP_INJUR,Greece,NONMIG,Female,57.51
2014,SL_EMP_INJUR,Greece,NONMIG,Male,119.38
2015,SL_EMP_INJUR,Greece,NONMIG,Male,203.99
2013,SL_EMP_INJUR,Belgium,NONMIG,Female,1201.39
2014,SL_EMP_INJUR,Belgium,Total or no breakdown,Male,2623.79
2014,SL_EMP_INJUR,Belgium,NONMIG,Male,2545.22
2014,SL_EMP_INJUR,Belgium,NONMIG,Female,1146.54
2014,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,1925.49
2015,SL_EMP_INJUR,Greece,NONMIG,Female,92.8
2015,SL_EMP_INJUR,Greece,Total or no breakdown,Male,214.33
2015,SL_EMP_INJUR,Greece,Total or no breakdown,Female,94.69
2015,SL_EMP_INJUR,Greece,NONMIG,Both sexes,153.26
2015,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,159.67
2016,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,155.44
2014,SL_EMP_INJUR,Belgium,NONMIG,Both sexes,1874.31
2014,SL_EMP_INJUR,Belgium,Total or no breakdown,Female,1157.35
2015,SL_EMP_INJUR,Belgium,Total or no breakdown,Male,1862.87
2015,SL_EMP_INJUR,Belgium,NONMIG,Both sexes,1374.84
2015,SL_EMP_INJUR,Belgium,Total or no breakdown,Female,874.6
2017,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,161.09
2018,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,117.37
2019,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,135.36
2020,SL_EMP_INJUR,Greece,Total or no breakdown,Both sexes,105.46
2000,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,714.0
2001,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,867.0
2001,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,401.0
2001,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,658.0
2002,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,408.0
2002,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,649.0
2002,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,850.0
2003,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,656.0
2003,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,429.0
2003,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,855.0
2015,SL_EMP_INJUR,Belgium,NONMIG,Male,1816.52
2015,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,1402.97
2015,SL_EMP_INJUR,Belgium,NONMIG,Female,873.95
2016,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,1990.4
2017,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,2015.6
2018,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,1789.5
2011,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,491.72
2012,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,347.02
2012,SL_EMP_INJUR,Slovakia,NONMIG,Both sexes,347.25
2012,SL_EMP_INJUR,Slovakia,NONMIG,Male,465.2
2012,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,227.63
2012,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,464.99
2004,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,608.0
2004,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,407.0
2004,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,777.0
2005,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,611.0
2005,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,776.0
2005,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,416.0
2006,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,730.0
2012,SL_EMP_INJUR,Slovakia,NONMIG,Female,227.89
2013,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,271.78
2013,SL_EMP_INJUR,Slovakia,NONMIG,Both sexes,375.56
2013,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,457.88
2013,SL_EMP_INJUR,Slovakia,NONMIG,Male,458.05
2013,SL_EMP_INJUR,Slovakia,NONMIG,Female,272.28
2013,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,375.27
2014,SL_EMP_INJUR,Slovakia,NONMIG,Female,252.83
2014,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,252.51
2014,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,362.12
2014,SL_EMP_INJUR,Slovakia,NONMIG,Both sexes,362.18
2014,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,449.27
2014,SL_EMP_INJUR,Slovakia,NONMIG,Male,449.25
2015,SL_EMP_INJUR,Slovakia,NONMIG,Female,299.55
2015,SL_EMP_INJUR,Slovakia,NONMIG,Both sexes,450.32
2015,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,582.75
2015,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,299.1
2015,SL_EMP_INJUR,Slovakia,NONMIG,Male,583.24
2015,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,449.82
2016,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,322.0
2016,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,441.0
2016,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,548.0
2017,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,470.41
2018,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,463.74
2019,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,440.39
2019,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,1679.77
2020,SL_EMP_INJUR,Belgium,Total or no breakdown,Both sexes,2234.88
2020,SL_EMP_INJUR,Belgium,Total or no breakdown,Male,2801.71
2020,SL_EMP_INJUR,Belgium,Total or no breakdown,Female,1479.59
2000,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,358.0
2001,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,304.0
2002,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,282.0
2020,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,445.49
2020,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,351.77
2020,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,250.36
2021,SL_EMP_INJUR,Slovakia,Total or no breakdown,Both sexes,359.24
2021,SL_EMP_INJUR,Slovakia,Total or no breakdown,Female,252.69
2021,SL_EMP_INJUR,Slovakia,Total or no breakdown,Male,467.34
2000,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,5091.8
2006,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,574.0
2006,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,387.0
2007,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,530.0
2007,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,358.0
2007,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,673.0
2008,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,708.74
2008,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,569.69
2001,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,5079.7
2002,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,5152.9
2003,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,5213.8
2004,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,5238.0
2005,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,4565.0
2006,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,4437.0
2007,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,4250.0
2003,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,218.0
2003,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,129.0
2003,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,311.0
2004,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,119.0
2004,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,276.0
2004,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,196.0
2005,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,252.0
2005,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,187.0
2009,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1745.61
2009,SL_EMP_INJUR,Slovenia,Total or no breakdown,Female,947.16
2009,SL_EMP_INJUR,Slovenia,NONMIG,Female,935.87
2009,SL_EMP_INJUR,Slovenia,Total or no breakdown,Male,2348.34
2009,SL_EMP_INJUR,Slovenia,NONMIG,Male,2135.62
2009,SL_EMP_INJUR,Slovenia,NONMIG,Both sexes,1616.15
2008,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,403.74
2009,SL_EMP_INJUR,Hungary,NONMIG,Both sexes,490.24
2009,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,490.89
2009,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,603.4
2009,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,358.44
2009,SL_EMP_INJUR,Hungary,NONMIG,Male,602.51
2009,SL_EMP_INJUR,Hungary,NONMIG,Female,358.2
2010,SL_EMP_INJUR,Slovenia,NONMIG,Female,1020.2
2010,SL_EMP_INJUR,Slovenia,Total or no breakdown,Male,2598.26
2010,SL_EMP_INJUR,Slovenia,Total or no breakdown,Female,1029.1
2010,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1888.14
2010,SL_EMP_INJUR,Slovenia,NONMIG,Male,2372.19
2010,SL_EMP_INJUR,Slovenia,NONMIG,Both sexes,1757.49
2011,SL_EMP_INJUR,Slovenia,Total or no breakdown,Male,2528.23
2011,SL_EMP_INJUR,Slovenia,NONMIG,Female,1026.46
2011,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1856.67
2011,SL_EMP_INJUR,Slovenia,NONMIG,Both sexes,1734.69
2011,SL_EMP_INJUR,Slovenia,NONMIG,Male,2322.94
2011,SL_EMP_INJUR,Slovenia,Total or no breakdown,Female,1033.48
2005,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,122.0
2006,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,228.0
2006,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,105.0
2006,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,167.0
2007,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,192.0
2007,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,95.0
2007,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,144.0
2008,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,165.0
2012,SL_EMP_INJUR,Slovenia,Total or no breakdown,Male,2362.72
2012,SL_EMP_INJUR,Slovenia,NONMIG,Both sexes,1590.52
2012,SL_EMP_INJUR,Slovenia,NONMIG,Female,892.12
2012,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1697.28
2012,SL_EMP_INJUR,Slovenia,NONMIG,Male,2186.11
2012,SL_EMP_INJUR,Slovenia,Total or no breakdown,Female,900.47
2010,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,542.49
2010,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,405.56
2010,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,663.37
2010,SL_EMP_INJUR,Hungary,NONMIG,Female,404.96
2010,SL_EMP_INJUR,Hungary,NONMIG,Male,662.51
2010,SL_EMP_INJUR,Hungary,NONMIG,Both sexes,541.83
2013,SL_EMP_INJUR,Slovenia,NONMIG,Female,810.69
2013,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1490.82
2013,SL_EMP_INJUR,Slovenia,Total or no breakdown,Female,820.19
2013,SL_EMP_INJUR,Slovenia,Total or no breakdown,Male,2046.69
2013,SL_EMP_INJUR,Slovenia,NONMIG,Male,1868.3
2013,SL_EMP_INJUR,Slovenia,NONMIG,Both sexes,1382.95
2008,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,91.0
2008,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,130.0
2009,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,92.17
2009,SL_EMP_INJUR,Bulgaria,NONMIG,Female,50.47
