Year,SeriesCode,Country,Age,Location,Sex,Value
2000,SL_DOM_TSPDDC,Estonia,65+,All areas,Male,17.5
2000,SL_DOM_TSPDDC,Estonia,45-64,All areas,Male,14.58333
2000,SL_DOM_TSPDDC,Estonia,25-44,All areas,Male,10.13889
2010,SL_DOM_TSPDDC,Estonia,10+,All areas,Female,15.06944
2010,SL_DOM_TSPDDC,Estonia,10+,All areas,Male,10.0
2010,SL_DOM_TSPDDC,Estonia,65+,All areas,Female,20.0
2010,SL_DOM_TSPDDC,Estonia,45-64,All areas,Female,17.01389
2010,SL_DOM_TSPDDC,Estonia,25-44,All areas,Female,14.16667
2000,SL_DOM_TSPDDC,Finland,65+,Urban,Female,15.64583
2000,SL_DOM_TSPDDC,Finland,55-64,Urban,Female,16.2875
2000,SL_DOM_TSPDDC,Finland,25-44,Urban,Female,13.39583
2000,SL_DOM_TSPDDC,Finland,15-24,Urban,Female,7.85833
2000,SL_DOM_TSPDDC,Finland,55-64,Rural,Male,12.9625
2000,SL_DOM_TSPDDC,Finland,45-54,Rural,Male,10.16667
2000,SL_DOM_TSPDDC,Finland,55-64,All areas,Female,17.28333
2000,SL_DOM_TSPDDC,Finland,45-54,All areas,Female,14.9125
2000,SL_DOM_TSPDDC,Finland,65+,Urban,Male,13.075
2000,SL_DOM_TSPDDC,Finland,25-44,All areas,Female,13.76667
2000,SL_DOM_TSPDDC,Finland,15-24,All areas,Female,8.00833
2000,SL_DOM_TSPDDC,Finland,15+,All areas,Female,14.01667
2000,SL_DOM_TSPDDC,Finland,10+,All areas,Female,13.35
2000,SL_DOM_TSPDDC,Finland,65+,Rural,Female,16.85
2000,SL_DOM_TSPDDC,Finland,15-24,Rural,Female,8.92083
2000,SL_DOM_TSPDDC,Finland,15+,Rural,Female,16.65
2000,SL_DOM_TSPDDC,Finland,65+,All areas,Female,15.89583
2000,SL_DOM_TSPDDC,Finland,55-64,Rural,Female,21.03333
2000,SL_DOM_TSPDDC,Finland,45-54,Rural,Female,18.7875
2000,SL_DOM_TSPDDC,Finland,25-44,Rural,Female,15.82083
2000,SL_DOM_TSPDDC,Finland,15+,All areas,Male,9.22917
2000,SL_DOM_TSPDDC,Finland,10+,All areas,Male,8.825
2000,SL_DOM_TSPDDC,Finland,10+,Urban,Male,8.64583
2000,SL_DOM_TSPDDC,Finland,10+,Urban,Female,12.8875
2000,SL_DOM_TSPDDC,Finland,15+,Rural,Male,10.10833
2000,SL_DOM_TSPDDC,Finland,25-44,Rural,Male,8.51667
2000,SL_DOM_TSPDDC,Finland,15-24,Rural,Male,4.35417
2000,SL_DOM_TSPDDC,Finland,15+,Urban,Male,9.01667
2000,SL_DOM_TSPDDC,Finland,65+,Rural,Male,13.45
2000,SL_DOM_TSPDDC,Finland,10+,Rural,Male,9.54167
2000,SL_DOM_TSPDDC,Finland,55-64,Urban,Male,11.92917
2000,SL_DOM_TSPDDC,Finland,45-54,Urban,Male,9.725
2000,SL_DOM_TSPDDC,Finland,25-44,Urban,Male,7.85
2000,SL_DOM_TSPDDC,Finland,15-24,Urban,Male,5.0375
2000,SL_DOM_TSPDDC,Finland,10+,Rural,Female,15.44583
2000,SL_DOM_TSPDDC,Finland,65+,All areas,Male,13.17083
2000,SL_DOM_TSPDDC,Finland,15-24,All areas,Male,4.94167
2000,SL_DOM_TSPDDC,Finland,55-64,All areas,Male,12.15833
2000,SL_DOM_TSPDDC,Finland,45-54,All areas,Male,9.82083
2000,SL_DOM_TSPDDC,Finland,25-44,All areas,Male,7.95833
2000,SL_DOM_TSPDDC,Finland,15+,Urban,Female,13.45417
2000,SL_DOM_TSPDDC,Finland,45-54,Urban,Female,14.05417
2010,SL_DOM_TSPDDC,Finland,15-24,All areas,Male,4.84583
2010,SL_DOM_TSPDDC,Finland,25-44,All areas,Female,12.89583
2010,SL_DOM_TSPDDC,Finland,15+,All areas,Female,13.3
2010,SL_DOM_TSPDDC,Finland,10+,All areas,Female,12.72917
2010,SL_DOM_TSPDDC,Finland,15-24,All areas,Female,6.5375
2010,SL_DOM_TSPDDC,Finland,45-54,Rural,Male,10.48333
2010,SL_DOM_TSPDDC,Finland,15-24,Rural,Female,7.28333
2010,SL_DOM_TSPDDC,Finland,15+,Rural,Female,16.80417
2010,SL_DOM_TSPDDC,Finland,25-44,Rural,Male,9.33333
2010,SL_DOM_TSPDDC,Finland,25-44,Rural,Female,16.77083
2010,SL_DOM_TSPDDC,Finland,55-64,All areas,Male,12.075
2010,SL_DOM_TSPDDC,Finland,45-54,All areas,Male,9.61667
2010,SL_DOM_TSPDDC,Finland,25-44,Urban,Female,12.075
2010,SL_DOM_TSPDDC,Finland,15-24,Urban,Female,6.425
2010,SL_DOM_TSPDDC,Finland,15+,Urban,Female,12.63333
2010,SL_DOM_TSPDDC,Finland,45-54,Rural,Female,14.9125
2010,SL_DOM_TSPDDC,Finland,55-64,Urban,Male,11.8
2010,SL_DOM_TSPDDC,Finland,65+,Urban,Male,13.11667
2010,SL_DOM_TSPDDC,Finland,25-44,All areas,Male,8.22083
2010,SL_DOM_TSPDDC,Finland,15+,All areas,Male,9.61667
2010,SL_DOM_TSPDDC,Finland,10+,All areas,Male,9.13333
2010,SL_DOM_TSPDDC,Finland,65+,All areas,Female,16.51667
2010,SL_DOM_TSPDDC,Finland,55-64,All areas,Female,15.34583
2010,SL_DOM_TSPDDC,Finland,45-54,All areas,Female,13.34167
2010,SL_DOM_TSPDDC,Finland,10+,Rural,Female,15.74167
2010,SL_DOM_TSPDDC,Finland,65+,All areas,Male,13.50833
2010,SL_DOM_TSPDDC,Finland,65+,Urban,Female,15.82083
2010,SL_DOM_TSPDDC,Finland,10+,Urban,Male,8.90833
2010,SL_DOM_TSPDDC,Finland,15-24,Rural,Male,3.79167
2010,SL_DOM_TSPDDC,Finland,15+,Rural,Male,10.73333
2010,SL_DOM_TSPDDC,Finland,10+,Rural,Male,10.225
2010,SL_DOM_TSPDDC,Finland,65+,Rural,Female,19.99167
2010,SL_DOM_TSPDDC,Finland,55-64,Rural,Female,20.58333
2010,SL_DOM_TSPDDC,Finland,10+,Urban,Female,12.1375
2010,SL_DOM_TSPDDC,Finland,65+,Rural,Male,14.90417
2010,SL_DOM_TSPDDC,Finland,55-64,Rural,Male,13.8
2010,SL_DOM_TSPDDC,Finland,45-54,Urban,Female,13.04583
2010,SL_DOM_TSPDDC,Finland,55-64,Urban,Female,14.3875
2010,SL_DOM_TSPDDC,Finland,45-54,Urban,Male,9.38333
2010,SL_DOM_TSPDDC,Finland,25-44,Urban,Male,8.02083
2010,SL_DOM_TSPDDC,Finland,15-24,Urban,Male,5.04167
2010,SL_DOM_TSPDDC,Finland,15+,Urban,Male,9.38333
2021,SL_DOM_TSPDDC,Finland,15+,Urban,Female,12.10369
2021,SL_DOM_TSPDDC,Finland,55-64,All areas,Female,13.54412
2021,SL_DOM_TSPDDC,Finland,45-54,All areas,Female,11.38044
2021,SL_DOM_TSPDDC,Finland,25-44,All areas,Female,10.24551
2021,SL_DOM_TSPDDC,Finland,15+,All areas,Female,12.35868
2021,SL_DOM_TSPDDC,Finland,15-24,All areas,Male,4.20799
2021,SL_DOM_TSPDDC,Finland,15+,All areas,Male,9.43592
2021,SL_DOM_TSPDDC,Finland,15-24,Rural,Female,8.19972
2021,SL_DOM_TSPDDC,Finland,15+,Rural,Female,14.30098
2021,SL_DOM_TSPDDC,Finland,65+,All areas,Male,12.94409
2021,SL_DOM_TSPDDC,Finland,55-64,All areas,Male,11.51515
2021,SL_DOM_TSPDDC,Finland,65+,Rural,Male,13.36878
2021,SL_DOM_TSPDDC,Finland,55-64,Rural,Male,11.83582
2021,SL_DOM_TSPDDC,Finland,45-54,Rural,Male,10.45232
2021,SL_DOM_TSPDDC,Finland,15-24,Urban,Male,4.24534
2021,SL_DOM_TSPDDC,Finland,15+,Urban,Male,9.03642
2021,SL_DOM_TSPDDC,Finland,65+,Urban,Female,16.17519
2021,SL_DOM_TSPDDC,Finland,55-64,Urban,Female,13.3586
2021,SL_DOM_TSPDDC,Finland,45-54,Urban,Female,11.16567
2021,SL_DOM_TSPDDC,Finland,65+,Urban,Male,12.78263
2021,SL_DOM_TSPDDC,Finland,55-64,Urban,Male,11.45576
2021,SL_DOM_TSPDDC,Finland,10+,All areas,Male,8.98999
2021,SL_DOM_TSPDDC,Finland,10+,All areas,Female,11.83957
2021,SL_DOM_TSPDDC,Finland,10+,Urban,Female,11.60812
2021,SL_DOM_TSPDDC,Finland,65+,Rural,Female,17.82285
2021,SL_DOM_TSPDDC,Finland,25-44,All areas,Male,7.70814
2021,SL_DOM_TSPDDC,Finland,10+,Rural,Male,11.46875
2021,SL_DOM_TSPDDC,Finland,10+,Rural,Female,13.56
2021,SL_DOM_TSPDDC,Finland,10+,Urban,Male,8.60605
2021,SL_DOM_TSPDDC,Finland,25-44,Rural,Female,10.94572
2021,SL_DOM_TSPDDC,Finland,45-54,All areas,Male,9.20624
2021,SL_DOM_TSPDDC,Finland,45-54,Rural,Female,12.9476
2021,SL_DOM_TSPDDC,Finland,55-64,Rural,Female,14.80967
2021,SL_DOM_TSPDDC,Finland,25-44,Rural,Male,12.58376
2021,SL_DOM_TSPDDC,Finland,15+,Rural,Male,12.03153
2021,SL_DOM_TSPDDC,Finland,15-24,All areas,Female,6.97303
2021,SL_DOM_TSPDDC,Finland,65+,All areas,Female,16.39047
2021,SL_DOM_TSPDDC,Finland,25-44,Urban,Female,10.17981
2021,SL_DOM_TSPDDC,Finland,15-24,Urban,Female,6.77199
2021,SL_DOM_TSPDDC,Finland,45-54,Urban,Male,8.97844
2021,SL_DOM_TSPDDC,Finland,25-44,Urban,Male,7.32344
2010,SL_DOM_TSPDDC,France,15+,All areas,Male,8.28262
2010,SL_DOM_TSPDDC,France,65+,All areas,Female,16.96056
2010,SL_DOM_TSPDDC,France,45-54,All areas,Male,8.26829
2010,SL_DOM_TSPDDC,France,25-44,All areas,Male,7.12408
2010,SL_DOM_TSPDDC,France,55-64,All areas,Female,16.90395
2010,SL_DOM_TSPDDC,France,65+,All areas,Male,13.30865
2010,SL_DOM_TSPDDC,France,15-24,All areas,Female,6.28337
2010,SL_DOM_TSPDDC,France,15+,All areas,Female,13.25351
2010,SL_DOM_TSPDDC,France,15-24,All areas,Male,3.3733
2010,SL_DOM_TSPDDC,France,45-54,All areas,Female,15.11524
2010,SL_DOM_TSPDDC,France,25-44,All areas,Female,12.44574
2010,SL_DOM_TSPDDC,France,55-64,All areas,Male,12.34606
2021,SL_DOM_TSPDDC,Georgia,45-54,Urban,Female,16.14784
2021,SL_DOM_TSPDDC,Georgia,25-44,Urban,Female,13.31836
2021,SL_DOM_TSPDDC,Georgia,15-24,Urban,Female,4.96079
2021,SL_DOM_TSPDDC,Georgia,15+,Urban,Female,13.39273
2021,SL_DOM_TSPDDC,Georgia,65+,Rural,Male,3.92192
2021,SL_DOM_TSPDDC,Georgia,65+,Urban,Female,13.89426
2021,SL_DOM_TSPDDC,Georgia,15+,Urban,Male,2.82334
2021,SL_DOM_TSPDDC,Georgia,65+,Urban,Male,4.12469
2021,SL_DOM_TSPDDC,Georgia,45-54,All areas,Male,3.2095
2021,SL_DOM_TSPDDC,Georgia,25-44,All areas,Male,2.44265
2021,SL_DOM_TSPDDC,Georgia,15-24,All areas,Male,1.11468
2021,SL_DOM_TSPDDC,Georgia,25-44,Rural,Female,16.60949
2021,SL_DOM_TSPDDC,Georgia,45-54,Rural,Male,3.22088
2021,SL_DOM_TSPDDC,Georgia,25-44,Rural,Male,2.38462
2021,SL_DOM_TSPDDC,Georgia,15-24,Rural,Male,1.06461
2021,SL_DOM_TSPDDC,Georgia,15+,Rural,Male,2.94469
2021,SL_DOM_TSPDDC,Georgia,65+,Rural,Female,12.68548
2021,SL_DOM_TSPDDC,Georgia,55-64,Rural,Female,16.82862
2021,SL_DOM_TSPDDC,Georgia,45-54,Rural,Female,18.7202
2021,SL_DOM_TSPDDC,Georgia,55-64,Urban,Female,16.2893
2021,SL_DOM_TSPDDC,Georgia,15+,All areas,Male,2.87804
2021,SL_DOM_TSPDDC,Georgia,65+,All areas,Female,13.34405
2021,SL_DOM_TSPDDC,Georgia,55-64,All areas,Female,16.49792
2021,SL_DOM_TSPDDC,Georgia,45-54,All areas,Female,17.13321
2021,SL_DOM_TSPDDC,Georgia,25-44,All areas,Female,14.53381
2021,SL_DOM_TSPDDC,Georgia,15-24,All areas,Female,6.3862
2021,SL_DOM_TSPDDC,Georgia,15+,All areas,Female,14.03146
2021,SL_DOM_TSPDDC,Georgia,55-64,Urban,Male,3.55165
2021,SL_DOM_TSPDDC,Georgia,45-54,Urban,Male,3.19762
2021,SL_DOM_TSPDDC,Georgia,25-44,Urban,Male,2.48015
2021,SL_DOM_TSPDDC,Georgia,15-24,Urban,Male,1.15028
2021,SL_DOM_TSPDDC,Georgia,55-64,Rural,Male,3.82556
2021,SL_DOM_TSPDDC,Georgia,15-24,Rural,Female,9.23928
2021,SL_DOM_TSPDDC,Georgia,15+,Rural,Female,15.01418
2021,SL_DOM_TSPDDC,Georgia,65+,All areas,Male,4.01618
2021,SL_DOM_TSPDDC,Georgia,55-64,All areas,Male,3.6741
2002,SL_DOM_TSPDDC,Germany,10+,All areas,Male,9.66667
2002,SL_DOM_TSPDDC,Germany,10+,All areas,Female,15.85
2013,SL_DOM_TSPDDC,Germany,25-44,Urban,Male,7.7625
2013,SL_DOM_TSPDDC,Germany,45-54,Urban,Male,9.86667
2013,SL_DOM_TSPDDC,Germany,15-24,Urban,Female,6.78333
2013,SL_DOM_TSPDDC,Germany,15+,Urban,Female,14.62083
2013,SL_DOM_TSPDDC,Germany,10+,Urban,Female,14.13333
2013,SL_DOM_TSPDDC,Germany,65+,Rural,Male,13.71667
2013,SL_DOM_TSPDDC,Germany,65+,All areas,Female,18.4625
2013,SL_DOM_TSPDDC,Germany,55-64,All areas,Female,16.65
2013,SL_DOM_TSPDDC,Germany,45-54,All areas,Female,15.60833
2013,SL_DOM_TSPDDC,Germany,25-44,All areas,Female,13.30833
2013,SL_DOM_TSPDDC,Germany,15-24,All areas,Female,6.65417
2013,SL_DOM_TSPDDC,Germany,25-44,All areas,Male,7.89167
2013,SL_DOM_TSPDDC,Germany,15-24,All areas,Male,4.15417
2013,SL_DOM_TSPDDC,Germany,15+,Rural,Female,15.22083
2013,SL_DOM_TSPDDC,Germany,15+,Rural,Male,9.8625
2013,SL_DOM_TSPDDC,Germany,10+,Rural,Male,9.56667
2013,SL_DOM_TSPDDC,Germany,65+,Rural,Female,18.8625
2013,SL_DOM_TSPDDC,Germany,55-64,Rural,Male,12.37083
2013,SL_DOM_TSPDDC,Germany,45-54,Rural,Male,10.1375
2013,SL_DOM_TSPDDC,Germany,25-44,Rural,Male,8.42083
2013,SL_DOM_TSPDDC,Germany,25-44,Urban,Female,12.975
2013,SL_DOM_TSPDDC,Germany,65+,All areas,Male,14.10833
2013,SL_DOM_TSPDDC,Germany,10+,Rural,Female,14.70833
2013,SL_DOM_TSPDDC,Germany,15-24,Rural,Male,4.38333
2013,SL_DOM_TSPDDC,Germany,65+,Urban,Male,14.20417
2013,SL_DOM_TSPDDC,Germany,55-64,Urban,Male,10.86667
2013,SL_DOM_TSPDDC,Germany,25-44,Rural,Female,14.7
2013,SL_DOM_TSPDDC,Germany,15-24,Rural,Female,6.1625
2013,SL_DOM_TSPDDC,Germany,55-64,Rural,Female,16.349
2013,SL_DOM_TSPDDC,Germany,15+,All areas,Male,9.58333
2013,SL_DOM_TSPDDC,Germany,15+,All areas,Female,14.74167
2013,SL_DOM_TSPDDC,Germany,10+,All areas,Female,14.25
2013,SL_DOM_TSPDDC,Germany,10+,All areas,Male,9.2625
2013,SL_DOM_TSPDDC,Germany,45-54,Rural,Female,16.2625
2013,SL_DOM_TSPDDC,Germany,55-64,All areas,Male,11.1625
2013,SL_DOM_TSPDDC,Germany,45-54,All areas,Male,9.93333
2013,SL_DOM_TSPDDC,Germany,15-24,Urban,Male,4.09167
2013,SL_DOM_TSPDDC,Germany,15+,Urban,Male,9.50833
2013,SL_DOM_TSPDDC,Germany,10+,Urban,Male,9.18333
2013,SL_DOM_TSPDDC,Germany,65+,Urban,Female,18.35833
2013,SL_DOM_TSPDDC,Germany,55-64,Urban,Female,16.725
2013,SL_DOM_TSPDDC,Germany,45-54,Urban,Female,15.44583
2014,SL_DOM_TSPDDC,Greece,15+,All areas,Female,16.38889
2014,SL_DOM_TSPDDC,Greece,10+,All areas,Female,15.83333
2014,SL_DOM_TSPDDC,Greece,25-44,All areas,Male,4.375
2014,SL_DOM_TSPDDC,Greece,25-44,Rural,Female,17.08333
2014,SL_DOM_TSPDDC,Greece,45-54,All areas,Male,5.97222
2014,SL_DOM_TSPDDC,Greece,10+,All areas,Male,5.625
2014,SL_DOM_TSPDDC,Greece,65+,All areas,Female,18.81944
2014,SL_DOM_TSPDDC,Greece,55-64,All areas,Female,21.73611
2014,SL_DOM_TSPDDC,Greece,45-54,All areas,Female,19.51389
2014,SL_DOM_TSPDDC,Greece,25-44,All areas,Female,14.23611
2014,SL_DOM_TSPDDC,Greece,15-24,All areas,Male,2.56944
2014,SL_DOM_TSPDDC,Greece,15+,Urban,Male,5.48611
2014,SL_DOM_TSPDDC,Greece,10+,Urban,Male,5.34722
2014,SL_DOM_TSPDDC,Greece,65+,Urban,Female,18.19444
2014,SL_DOM_TSPDDC,Greece,15+,Urban,Female,15.83333
2014,SL_DOM_TSPDDC,Greece,10+,Urban,Female,15.06944
2014,SL_DOM_TSPDDC,Greece,65+,Rural,Male,10.55555
2014,SL_DOM_TSPDDC,Greece,65+,Urban,Male,8.54167
2014,SL_DOM_TSPDDC,Greece,45-54,Urban,Female,19.375
2014,SL_DOM_TSPDDC,Greece,10+,Rural,Female,18.26389
2014,SL_DOM_TSPDDC,Greece,55-64,All areas,Male,8.05556
2014,SL_DOM_TSPDDC,Greece,65+,All areas,Male,9.09722
2014,SL_DOM_TSPDDC,Greece,45-54,Rural,Female,20.0
2014,SL_DOM_TSPDDC,Greece,25-44,Rural,Male,4.72222
2014,SL_DOM_TSPDDC,Greece,15+,Rural,Male,7.29167
2014,SL_DOM_TSPDDC,Greece,10+,Rural,Male,7.01389
2014,SL_DOM_TSPDDC,Greece,55-64,Rural,Female,22.63889
2014,SL_DOM_TSPDDC,Greece,15-24,Rural,Male,4.86111
2014,SL_DOM_TSPDDC,Greece,65+,Rural,Female,20.34722
2014,SL_DOM_TSPDDC,Greece,15+,All areas,Male,5.90278
2014,SL_DOM_TSPDDC,Greece,15-24,All areas,Female,5.13889
2014,SL_DOM_TSPDDC,Greece,45-54,Urban,Male,5.83333
2014,SL_DOM_TSPDDC,Greece,55-64,Rural,Male,8.47222
2014,SL_DOM_TSPDDC,Greece,55-64,Urban,Female,21.59722
2014,SL_DOM_TSPDDC,Greece,55-64,Urban,Male,7.98611
2014,SL_DOM_TSPDDC,Greece,15-24,Urban,Male,1.94444
2014,SL_DOM_TSPDDC,Greece,25-44,Urban,Female,13.61111
2014,SL_DOM_TSPDDC,Greece,15-24,Urban,Female,4.58333
2014,SL_DOM_TSPDDC,Greece,45-54,Rural,Male,6.59722
2014,SL_DOM_TSPDDC,Greece,25-44,Urban,Male,4.23611
2014,SL_DOM_TSPDDC,Greece,15+,Rural,Female,18.88889
2014,SL_DOM_TSPDDC,Greece,15-24,Rural,Female,7.98611
2000,SL_DOM_TSPDDC,Hungary,15+,All areas,Male,10.20833
2000,SL_DOM_TSPDDC,Hungary,15+,All areas,Female,17.56944
2010,SL_DOM_TSPDDC,Hungary,45-54,All areas,Male,7.76962
2010,SL_DOM_TSPDDC,Hungary,55-64,All areas,Male,9.16678
2010,SL_DOM_TSPDDC,Hungary,15-24,Urban,Female,6.60771
2010,SL_DOM_TSPDDC,Hungary,65+,Rural,Male,7.94952
2010,SL_DOM_TSPDDC,Hungary,10+,Urban,Female,13.48798
2010,SL_DOM_TSPDDC,Hungary,45-54,Rural,Male,8.23191
2010,SL_DOM_TSPDDC,Hungary,55-64,Rural,Male,9.47139
2010,SL_DOM_TSPDDC,Hungary,55-64,Rural,Female,18.32389
2010,SL_DOM_TSPDDC,Hungary,65+,Rural,Female,16.85146
2010,SL_DOM_TSPDDC,Hungary,15+,All areas,Female,14.46667
2010,SL_DOM_TSPDDC,Hungary,55-64,All areas,Female,17.22905
2010,SL_DOM_TSPDDC,Hungary,65+,All areas,Female,17.01634
2010,SL_DOM_TSPDDC,Hungary,10+,All areas,Female,13.87917
2010,SL_DOM_TSPDDC,Hungary,10+,All areas,Male,6.45417
2010,SL_DOM_TSPDDC,Hungary,15+,All areas,Male,6.74458
2010,SL_DOM_TSPDDC,Hungary,55-64,Urban,Female,16.82577
2010,SL_DOM_TSPDDC,Hungary,15-24,All areas,Female,6.5097
2010,SL_DOM_TSPDDC,Hungary,25-44,All areas,Female,14.02883
2010,SL_DOM_TSPDDC,Hungary,65+,All areas,Male,9.24755
2010,SL_DOM_TSPDDC,Hungary,10+,Rural,Female,14.80962
2010,SL_DOM_TSPDDC,Hungary,15+,Rural,Female,15.42279
2010,SL_DOM_TSPDDC,Hungary,15-24,Rural,Female,6.3193
2010,SL_DOM_TSPDDC,Hungary,25-44,Rural,Female,16.61142
2010,SL_DOM_TSPDDC,Hungary,15-24,All areas,Male,3.12649
2010,SL_DOM_TSPDDC,Hungary,25-44,All areas,Male,5.80602
2010,SL_DOM_TSPDDC,Hungary,15+,Urban,Female,14.06843
2010,SL_DOM_TSPDDC,Hungary,10+,Rural,Male,6.69432
2010,SL_DOM_TSPDDC,Hungary,15+,Rural,Male,7.02958
2010,SL_DOM_TSPDDC,Hungary,15-24,Rural,Male,3.6777
2010,SL_DOM_TSPDDC,Hungary,25-44,Rural,Male,6.76284
2010,SL_DOM_TSPDDC,Hungary,25-44,Urban,Female,12.89479
2010,SL_DOM_TSPDDC,Hungary,45-54,Urban,Female,14.86547
2010,SL_DOM_TSPDDC,Hungary,45-54,Rural,Female,17.02176
2010,SL_DOM_TSPDDC,Hungary,45-54,All areas,Female,15.49842
2010,SL_DOM_TSPDDC,Hungary,65+,Urban,Female,17.0777
2010,SL_DOM_TSPDDC,Hungary,65+,Urban,Male,9.70649
2010,SL_DOM_TSPDDC,Hungary,10+,Urban,Male,6.34605
2010,SL_DOM_TSPDDC,Hungary,15+,Urban,Male,6.61605
2010,SL_DOM_TSPDDC,Hungary,45-54,Urban,Male,7.53143
2010,SL_DOM_TSPDDC,Hungary,55-64,Urban,Male,9.04115
2010,SL_DOM_TSPDDC,Hungary,15-24,Urban,Male,2.83506
2010,SL_DOM_TSPDDC,Hungary,25-44,Urban,Male,5.36999
2005,SL_DOM_TSPDDC,Ireland,15-64,All areas,Female,12.63889
2005,SL_DOM_TSPDDC,Ireland,15-64,All areas,Male,6.94444
2003,SL_DOM_TSPDDC,Italy,15-24,Urban,Female,6.75
2003,SL_DOM_TSPDDC,Italy,25-44,Urban,Female,17.41667
2003,SL_DOM_TSPDDC,Italy,15+,All areas,Female,18.875
2003,SL_DOM_TSPDDC,Italy,3+,All areas,Female,16.95833
2003,SL_DOM_TSPDDC,Italy,15-24,All areas,Female,6.83333
2003,SL_DOM_TSPDDC,Italy,25-44,All areas,Female,17.70833
2003,SL_DOM_TSPDDC,Italy,25-44,All areas,Male,3.79167
2003,SL_DOM_TSPDDC,Italy,3+,All areas,Male,4.875
2003,SL_DOM_TSPDDC,Italy,15+,All areas,Male,5.41667
2003,SL_DOM_TSPDDC,Italy,65+,Urban,Male,8.83333
2003,SL_DOM_TSPDDC,Italy,45-54,Urban,Male,6.16667
2003,SL_DOM_TSPDDC,Italy,25-44,Rural,Male,3.75
2003,SL_DOM_TSPDDC,Italy,3+,Rural,Male,4.66667
2003,SL_DOM_TSPDDC,Italy,45-54,Rural,Male,5.25
2003,SL_DOM_TSPDDC,Italy,15+,Rural,Male,5.16667
2003,SL_DOM_TSPDDC,Italy,15-24,Rural,Male,1.79167
2003,SL_DOM_TSPDDC,Italy,45-54,Rural,Female,25.0
2003,SL_DOM_TSPDDC,Italy,55-64,Rural,Female,25.66667
2003,SL_DOM_TSPDDC,Italy,25-44,Urban,Male,3.79167
2003,SL_DOM_TSPDDC,Italy,3+,Urban,Male,4.95833
2003,SL_DOM_TSPDDC,Italy,15+,Urban,Male,5.5
2003,SL_DOM_TSPDDC,Italy,15-24,Urban,Male,1.875
2003,SL_DOM_TSPDDC,Italy,3+,Urban,Female,16.79167
2003,SL_DOM_TSPDDC,Italy,45-54,Urban,Female,23.25
2003,SL_DOM_TSPDDC,Italy,55-64,Urban,Female,24.95833
2003,SL_DOM_TSPDDC,Italy,65+,Urban,Female,19.66667
2003,SL_DOM_TSPDDC,Italy,15-24,All areas,Male,1.83333
2003,SL_DOM_TSPDDC,Italy,55-64,All areas,Female,25.125
2003,SL_DOM_TSPDDC,Italy,65+,All areas,Female,19.83333
2003,SL_DOM_TSPDDC,Italy,45-54,All areas,Female,23.70833
2003,SL_DOM_TSPDDC,Italy,55-64,All areas,Male,8.375
2003,SL_DOM_TSPDDC,Italy,45-54,All areas,Male,5.91667
2003,SL_DOM_TSPDDC,Italy,55-64,Urban,Male,8.25
2003,SL_DOM_TSPDDC,Italy,15+,Urban,Female,18.66667
2003,SL_DOM_TSPDDC,Italy,65+,Rural,Female,20.20833
2003,SL_DOM_TSPDDC,Italy,15-24,Rural,Female,7.04167
2003,SL_DOM_TSPDDC,Italy,15+,Rural,Female,19.45833
2003,SL_DOM_TSPDDC,Italy,25-44,Rural,Female,18.54167
2003,SL_DOM_TSPDDC,Italy,3+,Rural,Female,17.54167
2003,SL_DOM_TSPDDC,Italy,65+,All areas,Male,8.5
2003,SL_DOM_TSPDDC,Italy,65+,Rural,Male,7.70833
2003,SL_DOM_TSPDDC,Italy,55-64,Rural,Male,8.70833
2009,SL_DOM_TSPDDC,Italy,15+,All areas,Female,18.29167
2009,SL_DOM_TSPDDC,Italy,3+,Urban,Female,16.25
2009,SL_DOM_TSPDDC,Italy,15-24,Rural,Female,7.08333
2009,SL_DOM_TSPDDC,Italy,15-24,All areas,Female,6.16667
2009,SL_DOM_TSPDDC,Italy,55-64,Rural,Male,8.95833
2009,SL_DOM_TSPDDC,Italy,65+,Rural,Male,8.70833
2009,SL_DOM_TSPDDC,Italy,15+,Urban,Female,18.04167
2009,SL_DOM_TSPDDC,Italy,15-24,Urban,Female,5.75
2009,SL_DOM_TSPDDC,Italy,3+,All areas,Male,5.16667
2009,SL_DOM_TSPDDC,Italy,25-44,All areas,Male,4.04167
2009,SL_DOM_TSPDDC,Italy,15-24,All areas,Male,1.83333
2009,SL_DOM_TSPDDC,Italy,15+,All areas,Male,5.70833
2009,SL_DOM_TSPDDC,Italy,55-64,All areas,Female,23.70833
2009,SL_DOM_TSPDDC,Italy,65+,All areas,Female,20.41667
2009,SL_DOM_TSPDDC,Italy,45-54,Urban,Female,21.375
2009,SL_DOM_TSPDDC,Italy,55-64,Urban,Female,23.25
2009,SL_DOM_TSPDDC,Italy,45-54,Rural,Female,23.70833
2009,SL_DOM_TSPDDC,Italy,25-44,All areas,Female,16.66667
2009,SL_DOM_TSPDDC,Italy,15+,Rural,Male,5.45833
2009,SL_DOM_TSPDDC,Italy,55-64,Rural,Female,25.0
2009,SL_DOM_TSPDDC,Italy,65+,Rural,Female,20.29167
2009,SL_DOM_TSPDDC,Italy,15-24,Rural,Male,1.875
2009,SL_DOM_TSPDDC,Italy,25-44,Rural,Male,3.66667
2009,SL_DOM_TSPDDC,Italy,3+,Rural,Male,4.95833
2009,SL_DOM_TSPDDC,Italy,45-54,Rural,Male,5.0
2009,SL_DOM_TSPDDC,Italy,25-44,Urban,Female,16.29167
