Year,SeriesCode,Country,Education level,Value
2014,SE_GPI_TCAQ,Spain,UPPSEC,1.0
2014,SE_GPI_TCAQ,Spain,PREPRI,1.0
2014,SE_GPI_TCAQ,Spain,SECOND,1.0
2004,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2005,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2005,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2005,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2005,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2006,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2006,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2006,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2006,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2007,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2015,SE_GPI_TCAQ,Spain,SECOND,1.0
2015,SE_GPI_TCAQ,Spain,PREPRI,1.0
2015,SE_GPI_TCAQ,Spain,UPPSEC,1.0
2015,SE_GPI_TCAQ,Spain,LOWSEC,1.0
2015,SE_GPI_TCAQ,Spain,PRIMAR,1.0
2016,SE_GPI_TCAQ,Spain,LOWSEC,1.0
2016,SE_GPI_TCAQ,Spain,UPPSEC,1.0
2016,SE_GPI_TCAQ,Spain,PREPRI,1.0
2016,SE_GPI_TCAQ,Spain,SECOND,1.0
2016,SE_GPI_TCAQ,Spain,PRIMAR,1.0
2017,SE_GPI_TCAQ,Spain,SECOND,1.0
2017,SE_GPI_TCAQ,Spain,PREPRI,1.0
2017,SE_GPI_TCAQ,Spain,UPPSEC,1.0
2017,SE_GPI_TCAQ,Spain,LOWSEC,1.0
2017,SE_GPI_TCAQ,Spain,PRIMAR,1.0
2018,SE_GPI_TCAQ,Spain,SECOND,1.0
2018,SE_GPI_TCAQ,Spain,PRIMAR,1.0
2018,SE_GPI_TCAQ,Spain,LOWSEC,1.0
2018,SE_GPI_TCAQ,Spain,UPPSEC,1.0
2018,SE_GPI_TCAQ,Spain,PREPRI,1.0
2007,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2007,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2007,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2008,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2008,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2008,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2008,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2009,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2009,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2009,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2019,SE_GPI_TCAQ,Spain,SECOND,1.0
2019,SE_GPI_TCAQ,Spain,PREPRI,1.0
2019,SE_GPI_TCAQ,Spain,UPPSEC,1.0
2019,SE_GPI_TCAQ,Spain,LOWSEC,1.0
2019,SE_GPI_TCAQ,Spain,PRIMAR,1.0
2020,SE_GPI_TCAQ,Spain,PRIMAR,1.0
2020,SE_GPI_TCAQ,Spain,LOWSEC,1.0
2020,SE_GPI_TCAQ,Spain,UPPSEC,1.0
2020,SE_GPI_TCAQ,Spain,PREPRI,1.0
2020,SE_GPI_TCAQ,Spain,SECOND,1.0
2009,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2010,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2010,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2010,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2010,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2011,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2011,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2011,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2011,SE_GPI_TCAQ,Republic of Korea,PREPRI,1.0
2011,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2001,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2002,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2003,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2004,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2005,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2006,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2007,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2008,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2009,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2010,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2012,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2012,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2012,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2012,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2013,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2013,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2013,SE_GPI_TCAQ,Republic of Korea,PREPRI,1.0
2013,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2013,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2014,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2010,SE_GPI_TCAQ,Tajikistan,PRIMAR,0.96618
2011,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2011,SE_GPI_TCAQ,Tajikistan,PRIMAR,0.99682
2012,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2012,SE_GPI_TCAQ,Tajikistan,PRIMAR,0.99533
2013,SE_GPI_TCAQ,Tajikistan,PRIMAR,0.99416
2013,SE_GPI_TCAQ,Tajikistan,PREPRI,2.0
2014,SE_GPI_TCAQ,Tajikistan,PRIMAR,1.0
2015,SE_GPI_TCAQ,Tajikistan,PRIMAR,1.0
2016,SE_GPI_TCAQ,Tajikistan,PRIMAR,1.0
2014,SE_GPI_TCAQ,Republic of Korea,PREPRI,1.0
2014,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2014,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2014,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2015,SE_GPI_TCAQ,Republic of Korea,PREPRI,1.0
2015,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2015,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2015,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2015,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2016,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2016,SE_GPI_TCAQ,Tajikistan,PREPRI,1.0
2017,SE_GPI_TCAQ,Tajikistan,PRIMAR,1.0
2000,SE_GPI_TCAQ,United Arab Emirates,LOWSEC,1.17701
2001,SE_GPI_TCAQ,United Arab Emirates,LOWSEC,1.13001
2002,SE_GPI_TCAQ,United Arab Emirates,LOWSEC,1.11029
2002,SE_GPI_TCAQ,United Arab Emirates,PREPRI,0.76561
2004,SE_GPI_TCAQ,United Arab Emirates,PRIMAR,0.84677
2004,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.71313
2004,SE_GPI_TCAQ,United Arab Emirates,LOWSEC,0.98088
2005,SE_GPI_TCAQ,United Arab Emirates,PRIMAR,0.84976
2005,SE_GPI_TCAQ,United Arab Emirates,LOWSEC,0.9754
2005,SE_GPI_TCAQ,United Arab Emirates,PREPRI,0.62627
2007,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2009,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2010,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2011,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2012,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2012,SE_GPI_TCAQ,United Arab Emirates,PRIMAR,1.0
2013,SE_GPI_TCAQ,United Arab Emirates,PRIMAR,1.0
2013,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2016,SE_GPI_TCAQ,Republic of Korea,PREPRI,1.0
2016,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2016,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2016,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2017,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2017,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2017,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2017,SE_GPI_TCAQ,Republic of Korea,PREPRI,1.0
2017,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2018,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2014,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2014,SE_GPI_TCAQ,United Arab Emirates,PRIMAR,1.0
2015,SE_GPI_TCAQ,United Arab Emirates,PRIMAR,1.0
2015,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2015,SE_GPI_TCAQ,United Arab Emirates,LOWSEC,1.0
2016,SE_GPI_TCAQ,United Arab Emirates,LOWSEC,1.0
2016,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2016,SE_GPI_TCAQ,United Arab Emirates,PRIMAR,1.0
2016,SE_GPI_TCAQ,United Arab Emirates,UPPSEC,1.0
2016,SE_GPI_TCAQ,United Arab Emirates,SECOND,1.0
2018,SE_GPI_TCAQ,Republic of Korea,PREPRI,1.0
2018,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2018,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2018,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2019,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2019,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2019,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2019,SE_GPI_TCAQ,Republic of Korea,PREPRI,1.0
2019,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2020,SE_GPI_TCAQ,Republic of Korea,LOWSEC,1.0
2019,SE_GPI_TCAQ,United Arab Emirates,PRIMAR,1.0
2019,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2019,SE_GPI_TCAQ,United Arab Emirates,LOWSEC,1.0
2019,SE_GPI_TCAQ,United Arab Emirates,UPPSEC,1.0
2019,SE_GPI_TCAQ,United Arab Emirates,SECOND,1.0
2020,SE_GPI_TCAQ,United Arab Emirates,LOWSEC,1.0
2020,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2020,SE_GPI_TCAQ,United Arab Emirates,PRIMAR,1.0
2020,SE_GPI_TCAQ,United Arab Emirates,SECOND,1.0
2020,SE_GPI_TCAQ,United Arab Emirates,UPPSEC,1.0
2022,SE_GPI_TCAQ,United Arab Emirates,LOWSEC,1.0
2022,SE_GPI_TCAQ,United Arab Emirates,UPPSEC,1.0
2022,SE_GPI_TCAQ,United Arab Emirates,SECOND,1.0
2022,SE_GPI_TCAQ,United Arab Emirates,PRIMAR,1.0
2022,SE_GPI_TCAQ,United Arab Emirates,PREPRI,1.0
2016,SE_GPI_TCAQ,Ukraine,PRIMAR,0.99697
2017,SE_GPI_TCAQ,Ukraine,PRIMAR,0.99633
2018,SE_GPI_TCAQ,Ukraine,SECOND,0.94135
2018,SE_GPI_TCAQ,Ukraine,PRIMAR,0.99594
2019,SE_GPI_TCAQ,Ukraine,PRIMAR,0.99641
2020,SE_GPI_TCAQ,Republic of Korea,SECOND,1.0
2020,SE_GPI_TCAQ,Republic of Korea,UPPSEC,1.0
2020,SE_GPI_TCAQ,Republic of Korea,PRIMAR,1.0
2020,SE_GPI_TCAQ,Republic of Korea,PREPRI,1.0
2000,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,2.0
2001,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,2.0
2002,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,2.0
2003,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,1.08374
2003,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,0.99192
2003,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.02398
2004,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.02436
2004,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,1.00025
2004,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,0.38186
2005,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.03
2005,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,0.98303
2005,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,0.99875
2006,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.02603
2006,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,1.00105
2006,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,1.02336
2007,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,0.95175
2020,SE_GPI_TCAQ,Ukraine,PRIMAR,0.99747
2020,SE_GPI_TCAQ,Ukraine,SECOND,0.94417
2021,SE_GPI_TCAQ,Ukraine,SECOND,0.94752
2021,SE_GPI_TCAQ,Ukraine,PRIMAR,0.9957
2006,SE_GPI_TCAQ,Uzbekistan,SECOND,1.0
2006,SE_GPI_TCAQ,Uzbekistan,PRIMAR,1.0
2006,SE_GPI_TCAQ,Uzbekistan,PREPRI,1.0
2007,SE_GPI_TCAQ,Uzbekistan,SECOND,1.0
2007,SE_GPI_TCAQ,Uzbekistan,PREPRI,1.0
2007,SE_GPI_TCAQ,Uzbekistan,PRIMAR,1.0
2008,SE_GPI_TCAQ,Uzbekistan,PRIMAR,1.0
2008,SE_GPI_TCAQ,Uzbekistan,PREPRI,1.0
2008,SE_GPI_TCAQ,Uzbekistan,SECOND,1.0
2009,SE_GPI_TCAQ,Uzbekistan,SECOND,1.0
2009,SE_GPI_TCAQ,Uzbekistan,PREPRI,1.0
2009,SE_GPI_TCAQ,Uzbekistan,PRIMAR,1.0
2010,SE_GPI_TCAQ,Uzbekistan,PRIMAR,1.0
2010,SE_GPI_TCAQ,Uzbekistan,PREPRI,1.0
2010,SE_GPI_TCAQ,Uzbekistan,SECOND,1.0
2011,SE_GPI_TCAQ,Uzbekistan,SECOND,1.0
2011,SE_GPI_TCAQ,Uzbekistan,PREPRI,1.0
2011,SE_GPI_TCAQ,Uzbekistan,PRIMAR,1.0
2017,SE_GPI_TCAQ,Uzbekistan,PRIMAR,0.99985
2017,SE_GPI_TCAQ,Uzbekistan,PREPRI,0.99936
2017,SE_GPI_TCAQ,Uzbekistan,LOWSEC,0.99995
2017,SE_GPI_TCAQ,Uzbekistan,SECOND,1.00863
2017,SE_GPI_TCAQ,Uzbekistan,UPPSEC,1.01657
2018,SE_GPI_TCAQ,Uzbekistan,SECOND,1.00958
2018,SE_GPI_TCAQ,Uzbekistan,PREPRI,1.00003
2018,SE_GPI_TCAQ,Uzbekistan,PRIMAR,1.00002
2007,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,1.00139
2007,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.02339
2008,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.01795
2008,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,0.9986
2008,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,0.84475
2009,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,1.00689
2009,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,0.99586
2010,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,0.99946
2010,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,1.00914
2011,SE_GPI_TCAQ,Kyrgyzstan,PREPRI,0.96139
2011,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,0.99086
2011,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.16569
2012,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.16939
2012,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,0.98864
2013,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,0.99821
2013,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.06541
2014,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,0.9992
2015,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,0.99951
2015,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.05487
2016,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.83888
2016,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,1.59944
2017,SE_GPI_TCAQ,Kyrgyzstan,PRIMAR,1.00405
2017,SE_GPI_TCAQ,Kyrgyzstan,SECOND,1.82566
2010,SE_GPI_TCAQ,Latvia,PRIMAR,1.0
2010,SE_GPI_TCAQ,Latvia,LOWSEC,1.0
2010,SE_GPI_TCAQ,Latvia,PREPRI,1.0
2010,SE_GPI_TCAQ,Latvia,UPPSEC,1.0
2010,SE_GPI_TCAQ,Latvia,SECOND,1.0
2011,SE_GPI_TCAQ,Latvia,SECOND,1.0
2011,SE_GPI_TCAQ,Latvia,UPPSEC,1.0
2011,SE_GPI_TCAQ,Latvia,PREPRI,1.0
2011,SE_GPI_TCAQ,Latvia,LOWSEC,1.0
2011,SE_GPI_TCAQ,Latvia,PRIMAR,1.0
2012,SE_GPI_TCAQ,Latvia,PRIMAR,1.0
2012,SE_GPI_TCAQ,Latvia,LOWSEC,1.0
2012,SE_GPI_TCAQ,Latvia,PREPRI,1.0
2012,SE_GPI_TCAQ,Latvia,UPPSEC,1.0
2012,SE_GPI_TCAQ,Latvia,SECOND,1.0
2013,SE_GPI_TCAQ,Latvia,SECOND,1.0
2013,SE_GPI_TCAQ,Latvia,UPPSEC,1.0
2013,SE_GPI_TCAQ,Latvia,PREPRI,1.0
2013,SE_GPI_TCAQ,Latvia,LOWSEC,1.0
2013,SE_GPI_TCAQ,Latvia,PRIMAR,1.0
2014,SE_GPI_TCAQ,Latvia,UPPSEC,1.0
2014,SE_GPI_TCAQ,Latvia,SECOND,1.0
2014,SE_GPI_TCAQ,Latvia,PRIMAR,1.0
2014,SE_GPI_TCAQ,Latvia,LOWSEC,1.0
2014,SE_GPI_TCAQ,Latvia,PREPRI,1.0
2015,SE_GPI_TCAQ,Latvia,SECOND,1.0
2015,SE_GPI_TCAQ,Latvia,UPPSEC,1.0
2015,SE_GPI_TCAQ,Latvia,PREPRI,1.0
2015,SE_GPI_TCAQ,Latvia,LOWSEC,1.0
2015,SE_GPI_TCAQ,Latvia,PRIMAR,1.0
2016,SE_GPI_TCAQ,Latvia,PRIMAR,1.0
2016,SE_GPI_TCAQ,Latvia,LOWSEC,1.0
2016,SE_GPI_TCAQ,Latvia,PREPRI,1.0
2016,SE_GPI_TCAQ,Latvia,UPPSEC,1.0
2016,SE_GPI_TCAQ,Latvia,SECOND,1.0
2017,SE_GPI_TCAQ,Latvia,UPPSEC,1.0
2017,SE_GPI_TCAQ,Latvia,PREPRI,1.0
2017,SE_GPI_TCAQ,Latvia,LOWSEC,1.0
2017,SE_GPI_TCAQ,Latvia,PRIMAR,1.0
2017,SE_GPI_TCAQ,Latvia,SECOND,1.0
2018,SE_GPI_TCAQ,Latvia,PRIMAR,1.0
2018,SE_GPI_TCAQ,Latvia,LOWSEC,1.0
2018,SE_GPI_TCAQ,Latvia,PREPRI,1.0
2018,SE_GPI_TCAQ,Latvia,UPPSEC,1.0
2018,SE_GPI_TCAQ,Latvia,SECOND,1.0
2019,SE_GPI_TCAQ,Latvia,PRIMAR,1.0
2019,SE_GPI_TCAQ,Latvia,SECOND,1.0
2019,SE_GPI_TCAQ,Latvia,UPPSEC,1.0
2019,SE_GPI_TCAQ,Latvia,PREPRI,1.0
2019,SE_GPI_TCAQ,Latvia,LOWSEC,1.0
2009,SE_GPI_TCAQ,Lithuania,PREPRI,0.98013
2009,SE_GPI_TCAQ,Lithuania,PRIMAR,1.10057
2009,SE_GPI_TCAQ,Lithuania,SECOND,1.06554
2010,SE_GPI_TCAQ,Lithuania,SECOND,1.06992
2010,SE_GPI_TCAQ,Lithuania,PRIMAR,1.10412
2010,SE_GPI_TCAQ,Lithuania,PREPRI,1.16732
2011,SE_GPI_TCAQ,Lithuania,PREPRI,1.03761
2011,SE_GPI_TCAQ,Lithuania,PRIMAR,1.09854
2011,SE_GPI_TCAQ,Lithuania,SECOND,1.05715
2012,SE_GPI_TCAQ,Lithuania,PRIMAR,1.08963
2012,SE_GPI_TCAQ,Lithuania,PREPRI,1.05318
2012,SE_GPI_TCAQ,Lithuania,SECOND,1.05095
2013,SE_GPI_TCAQ,Lithuania,PRIMAR,1.12796
2013,SE_GPI_TCAQ,Lithuania,SECOND,1.0455
2014,SE_GPI_TCAQ,Lithuania,SECOND,1.04539
2014,SE_GPI_TCAQ,Lithuania,PRIMAR,1.10723
2015,SE_GPI_TCAQ,Lithuania,PRIMAR,1.1148
2015,SE_GPI_TCAQ,Lithuania,PREPRI,1.21899
2015,SE_GPI_TCAQ,Lithuania,SECOND,1.03964
2016,SE_GPI_TCAQ,Lithuania,SECOND,1.03952
2016,SE_GPI_TCAQ,Lithuania,PREPRI,1.28354
2016,SE_GPI_TCAQ,Lithuania,PRIMAR,1.1128
2017,SE_GPI_TCAQ,Lithuania,PRIMAR,1.13058
2017,SE_GPI_TCAQ,Lithuania,PREPRI,1.33591
2017,SE_GPI_TCAQ,Lithuania,SECOND,1.03442
2018,SE_GPI_TCAQ,Lithuania,SECOND,1.03446
2018,SE_GPI_TCAQ,Lithuania,PREPRI,1.33454
2002,SE_GPI_TCAQ,Armenia,PREPRI,2.0
2004,SE_GPI_TCAQ,Armenia,PRIMAR,0.78714
2005,SE_GPI_TCAQ,Armenia,PRIMAR,1.71188
2009,SE_GPI_TCAQ,Armenia,PREPRI,1.4901
2010,SE_GPI_TCAQ,Armenia,PREPRI,1.83079
2011,SE_GPI_TCAQ,Armenia,PREPRI,0.78779
2013,SE_GPI_TCAQ,Armenia,PREPRI,1.02269
2014,SE_GPI_TCAQ,Armenia,PREPRI,0.78907
2015,SE_GPI_TCAQ,Armenia,PREPRI,0.79984
2016,SE_GPI_TCAQ,Armenia,PREPRI,1.0239
2017,SE_GPI_TCAQ,Armenia,PREPRI,0.81943
2019,SE_GPI_TCAQ,Armenia,PRIMAR,1.13587
2019,SE_GPI_TCAQ,Armenia,SECOND,1.09914
2019,SE_GPI_TCAQ,Armenia,UPPSEC,1.07323
2019,SE_GPI_TCAQ,Armenia,LOWSEC,1.13659
2020,SE_GPI_TCAQ,Armenia,SECOND,1.08241
2020,SE_GPI_TCAQ,Armenia,PRIMAR,1.1221
2020,SE_GPI_TCAQ,Armenia,LOWSEC,1.12131
2020,SE_GPI_TCAQ,Armenia,UPPSEC,1.05456
2021,SE_GPI_TCAQ,Armenia,PRIMAR,1.12414
2021,SE_GPI_TCAQ,Armenia,PREPRI,0.74621
2021,SE_GPI_TCAQ,Armenia,SECOND,1.08632
2021,SE_GPI_TCAQ,Armenia,UPPSEC,1.05909
2021,SE_GPI_TCAQ,Armenia,LOWSEC,1.12446
2002,SE_GPI_TCAQ,Belarus,PREPRI,1.67704
2002,SE_GPI_TCAQ,Belarus,PRIMAR,1.00353
2003,SE_GPI_TCAQ,Belarus,PRIMAR,1.00239
2004,SE_GPI_TCAQ,Belarus,PRIMAR,1.00443
2004,SE_GPI_TCAQ,Belarus,PREPRI,0.72959
2005,SE_GPI_TCAQ,Belarus,PREPRI,0.99565
2005,SE_GPI_TCAQ,Belarus,PRIMAR,0.99796
2006,SE_GPI_TCAQ,Belarus,PRIMAR,0.99627
2006,SE_GPI_TCAQ,Belarus,PREPRI,0.99992
2007,SE_GPI_TCAQ,Belarus,PREPRI,1.0008
2007,SE_GPI_TCAQ,Belarus,PRIMAR,0.99809
2008,SE_GPI_TCAQ,Belarus,PREPRI,0.99491
2009,SE_GPI_TCAQ,Belarus,PREPRI,1.77931
2009,SE_GPI_TCAQ,Belarus,PRIMAR,0.99865
2010,SE_GPI_TCAQ,Belarus,PREPRI,0.91764
2011,SE_GPI_TCAQ,Belarus,PREPRI,1.32948
2012,SE_GPI_TCAQ,Belarus,PREPRI,0.93393
2012,SE_GPI_TCAQ,Belarus,PRIMAR,0.99642
2013,SE_GPI_TCAQ,Belarus,PRIMAR,0.99626
2013,SE_GPI_TCAQ,Belarus,PREPRI,0.95939
2013,SE_GPI_TCAQ,Belarus,UPPSEC,1.04395
2013,SE_GPI_TCAQ,Belarus,SECOND,1.02144
2013,SE_GPI_TCAQ,Belarus,LOWSEC,0.99782
2014,SE_GPI_TCAQ,Belarus,LOWSEC,1.00007
2014,SE_GPI_TCAQ,Belarus,SECOND,1.01858
2014,SE_GPI_TCAQ,Belarus,UPPSEC,1.03741
2014,SE_GPI_TCAQ,Belarus,PREPRI,1.08678
2014,SE_GPI_TCAQ,Belarus,PRIMAR,1.00412
2015,SE_GPI_TCAQ,Belarus,PRIMAR,1.00275
2015,SE_GPI_TCAQ,Belarus,PREPRI,1.05594
2015,SE_GPI_TCAQ,Belarus,UPPSEC,1.03543
2015,SE_GPI_TCAQ,Belarus,SECOND,1.01742
2015,SE_GPI_TCAQ,Belarus,LOWSEC,0.99995
2016,SE_GPI_TCAQ,Belarus,LOWSEC,1.00003
2016,SE_GPI_TCAQ,Belarus,SECOND,1.01509
2016,SE_GPI_TCAQ,Belarus,UPPSEC,1.02855
2016,SE_GPI_TCAQ,Belarus,PREPRI,1.05926
2016,SE_GPI_TCAQ,Belarus,PRIMAR,1.00303
2017,SE_GPI_TCAQ,Belarus,SECOND,1.01932
2017,SE_GPI_TCAQ,Belarus,LOWSEC,0.99939
2017,SE_GPI_TCAQ,Belarus,PRIMAR,0.99647
2017,SE_GPI_TCAQ,Belarus,PREPRI,1.07755
2017,SE_GPI_TCAQ,Belarus,UPPSEC,1.04203
2018,SE_GPI_TCAQ,Belarus,LOWSEC,0.99996
2018,SE_GPI_TCAQ,Belarus,SECOND,1.0194
2018,SE_GPI_TCAQ,Belarus,UPPSEC,1.04353
2018,SE_GPI_TCAQ,Belarus,PREPRI,1.06764
2018,SE_GPI_TCAQ,Belarus,PRIMAR,0.99553
2019,SE_GPI_TCAQ,Belarus,PRIMAR,0.99513
2019,SE_GPI_TCAQ,Belarus,PREPRI,1.04611
2019,SE_GPI_TCAQ,Belarus,UPPSEC,1.02802
2019,SE_GPI_TCAQ,Belarus,SECOND,1.01393
2019,SE_GPI_TCAQ,Belarus,LOWSEC,1.00115
2020,SE_GPI_TCAQ,Belarus,SECOND,1.00937
2020,SE_GPI_TCAQ,Belarus,UPPSEC,1.01789
2020,SE_GPI_TCAQ,Belarus,PREPRI,1.09091
2020,SE_GPI_TCAQ,Belarus,PRIMAR,1.00345
2020,SE_GPI_TCAQ,Belarus,LOWSEC,1.00002
2021,SE_GPI_TCAQ,Belarus,PRIMAR,1.14894
2021,SE_GPI_TCAQ,Belarus,PREPRI,1.10549
2021,SE_GPI_TCAQ,Belarus,UPPSEC,1.02104
2021,SE_GPI_TCAQ,Belarus,SECOND,1.01025
2021,SE_GPI_TCAQ,Belarus,LOWSEC,1.00014
2007,SE_GPI_TCAQ,Colombia,PRIMAR,1.0
2007,SE_GPI_TCAQ,Colombia,PREPRI,1.0
2007,SE_GPI_TCAQ,Colombia,UPPSEC,1.01377
2007,SE_GPI_TCAQ,Colombia,SECOND,1.02025
2007,SE_GPI_TCAQ,Colombia,LOWSEC,1.02389
2008,SE_GPI_TCAQ,Colombia,PREPRI,1.0
2008,SE_GPI_TCAQ,Colombia,PRIMAR,1.0
