Year,SeriesCode,Country,Sex,Type of occupation,Value
2008,SH_MED_HWRKDIS,Kyrgyzstan,Male,PHYS,35.9
2008,SH_MED_HWRKDIS,Kyrgyzstan,Female,PHYS,64.1
2009,SH_MED_HWRKDIS,Kyrgyzstan,Female,PHYS,64.3
2009,SH_MED_HWRKDIS,Kyrgyzstan,Male,PHYS,35.7
2010,SH_MED_HWRKDIS,Kyrgyzstan,Female,PHYS,64.2
2010,SH_MED_HWRKDIS,Kyrgyzstan,Male,PHYS,35.8
2011,SH_MED_HWRKDIS,Kyrgyzstan,Male,PHYS,34.7
2011,SH_MED_HWRKDIS,Kyrgyzstan,Female,PHYS,65.3
2012,SH_MED_HWRKDIS,Kyrgyzstan,Female,PHYS,65.1
2012,SH_MED_HWRKDIS,Kyrgyzstan,Male,PHYS,34.9
2013,SH_MED_HWRKDIS,Kyrgyzstan,Female,PHYS,64.5
2013,SH_MED_HWRKDIS,Kyrgyzstan,Male,PHYS,35.5
2016,SH_MED_HWRKDIS,Latvia,Male,NURS,0.0
2016,SH_MED_HWRKDIS,Latvia,Female,NURS,100.0
2018,SH_MED_HWRKDIS,Latvia,Male,NURS,0.4
2018,SH_MED_HWRKDIS,Latvia,Female,NURS,99.6
2016,SH_MED_HWRKDIS,Lithuania,Male,NURS,0.2
2016,SH_MED_HWRKDIS,Lithuania,Female,NURS,99.8
2016,SH_MED_HWRKDIS,Luxembourg,Male,NURS,28.5
2016,SH_MED_HWRKDIS,Luxembourg,Female,NURS,71.5
2002,SH_MED_HWRKDIS,Malta,Female,PHYS,21.7
2002,SH_MED_HWRKDIS,Malta,Male,PHYS,78.3
2003,SH_MED_HWRKDIS,Malta,Male,PHYS,78.4
2003,SH_MED_HWRKDIS,Malta,Female,PHYS,21.6
2008,SH_MED_HWRKDIS,Malta,Male,PHYS,71.7
2008,SH_MED_HWRKDIS,Malta,Female,PHYS,28.3
2009,SH_MED_HWRKDIS,Malta,Female,PHYS,32.5
2009,SH_MED_HWRKDIS,Malta,Male,PHYS,67.5
2010,SH_MED_HWRKDIS,Malta,Male,PHYS,64.6
2010,SH_MED_HWRKDIS,Malta,Female,PHYS,35.4
2011,SH_MED_HWRKDIS,Malta,Male,PHYS,63.4
2011,SH_MED_HWRKDIS,Malta,Female,PHYS,36.6
2012,SH_MED_HWRKDIS,Malta,Female,PHYS,36.5
2012,SH_MED_HWRKDIS,Malta,Male,PHYS,63.5
2013,SH_MED_HWRKDIS,Malta,Male,PHYS,62.5
2013,SH_MED_HWRKDIS,Malta,Female,PHYS,37.5
2014,SH_MED_HWRKDIS,Malta,Male,PHYS,61.4
2014,SH_MED_HWRKDIS,Malta,Female,PHYS,38.6
2015,SH_MED_HWRKDIS,Malta,Male,PHYS,60.0
2015,SH_MED_HWRKDIS,Malta,Female,PHYS,40.0
2010,SH_MED_HWRKDIS,Mexico,Female,NURS,89.4
2010,SH_MED_HWRKDIS,Mexico,Female,PHYS,37.2
2010,SH_MED_HWRKDIS,Mexico,Male,PHYS,62.8
2010,SH_MED_HWRKDIS,Mexico,Male,NURS,10.6
2014,SH_MED_HWRKDIS,Mexico,Female,NURS,88.2
2014,SH_MED_HWRKDIS,Mexico,Male,NURS,11.8
2015,SH_MED_HWRKDIS,Mexico,Male,NURS,12.3
2015,SH_MED_HWRKDIS,Mexico,Female,NURS,87.7
2016,SH_MED_HWRKDIS,Mexico,Male,NURS,13.2
2016,SH_MED_HWRKDIS,Mexico,Female,NURS,86.8
2017,SH_MED_HWRKDIS,Mexico,Male,NURS,13.8
2017,SH_MED_HWRKDIS,Mexico,Female,NURS,86.2
2018,SH_MED_HWRKDIS,Mexico,Female,NURS,85.5
2018,SH_MED_HWRKDIS,Mexico,Male,NURS,14.5
2019,SH_MED_HWRKDIS,Mexico,Male,NURS,15.1
2019,SH_MED_HWRKDIS,Mexico,Female,NURS,84.9
2000,SH_MED_HWRKDIS,Montenegro,Male,PHYS,43.6
2000,SH_MED_HWRKDIS,Montenegro,Female,PHYS,56.4
2001,SH_MED_HWRKDIS,Montenegro,Female,PHYS,56.6
2001,SH_MED_HWRKDIS,Montenegro,Male,PHYS,43.4
2002,SH_MED_HWRKDIS,Montenegro,Female,PHYS,57.6
2002,SH_MED_HWRKDIS,Montenegro,Male,PHYS,42.4
2003,SH_MED_HWRKDIS,Montenegro,Female,PHYS,58.7
2003,SH_MED_HWRKDIS,Montenegro,Male,PHYS,41.3
2004,SH_MED_HWRKDIS,Montenegro,Male,PHYS,41.4
2004,SH_MED_HWRKDIS,Montenegro,Female,PHYS,58.6
2005,SH_MED_HWRKDIS,Montenegro,Female,PHYS,57.9
2005,SH_MED_HWRKDIS,Montenegro,Male,PHYS,42.1
2006,SH_MED_HWRKDIS,Montenegro,Male,PHYS,41.6
2006,SH_MED_HWRKDIS,Montenegro,Female,PHYS,58.4
2007,SH_MED_HWRKDIS,Montenegro,Male,PHYS,40.6
2007,SH_MED_HWRKDIS,Montenegro,Female,PHYS,59.4
2008,SH_MED_HWRKDIS,Montenegro,Male,PHYS,40.2
2008,SH_MED_HWRKDIS,Montenegro,Female,PHYS,59.8
2009,SH_MED_HWRKDIS,Montenegro,Female,PHYS,60.7
2009,SH_MED_HWRKDIS,Montenegro,Male,PHYS,39.3
2010,SH_MED_HWRKDIS,Montenegro,Female,PHYS,61.6
2010,SH_MED_HWRKDIS,Montenegro,Male,PHYS,38.4
2011,SH_MED_HWRKDIS,Montenegro,Female,PHYS,61.9
2011,SH_MED_HWRKDIS,Montenegro,Male,PHYS,38.1
2012,SH_MED_HWRKDIS,Montenegro,Female,PHYS,61.8
2012,SH_MED_HWRKDIS,Montenegro,Male,PHYS,38.2
2013,SH_MED_HWRKDIS,Montenegro,Male,PHYS,38.1
2013,SH_MED_HWRKDIS,Montenegro,Female,PHYS,61.9
2014,SH_MED_HWRKDIS,Montenegro,Male,PHYS,38.0
2014,SH_MED_HWRKDIS,Montenegro,Female,PHYS,62.0
2015,SH_MED_HWRKDIS,Montenegro,Female,PHYS,63.3
2015,SH_MED_HWRKDIS,Montenegro,Male,PHYS,36.7
2018,SH_MED_HWRKDIS,Montenegro,Female,NURS,85.0
2018,SH_MED_HWRKDIS,Montenegro,Male,NURS,15.0
2018,SH_MED_HWRKDIS,Montenegro,Female,PHYS,64.2
2018,SH_MED_HWRKDIS,Montenegro,Male,PHYS,35.8
2019,SH_MED_HWRKDIS,Montenegro,Female,NURS,84.3
2019,SH_MED_HWRKDIS,Montenegro,Male,NURS,15.7
2019,SH_MED_HWRKDIS,Montenegro,Female,PHYS,64.1
2019,SH_MED_HWRKDIS,Montenegro,Male,PHYS,35.9
2020,SH_MED_HWRKDIS,Montenegro,Male,NURS,16.3
2020,SH_MED_HWRKDIS,Montenegro,Female,NURS,83.7
2020,SH_MED_HWRKDIS,Montenegro,Male,PHYS,36.4
2020,SH_MED_HWRKDIS,Montenegro,Female,PHYS,63.6
2021,SH_MED_HWRKDIS,Montenegro,Female,NURS,83.2
2021,SH_MED_HWRKDIS,Montenegro,Male,PHYS,38.4
2021,SH_MED_HWRKDIS,Montenegro,Female,PHYS,61.6
2021,SH_MED_HWRKDIS,Montenegro,Male,NURS,16.8
2016,SH_MED_HWRKDIS,Netherlands (Kingdom of the),Female,NURS,84.6
2016,SH_MED_HWRKDIS,Netherlands (Kingdom of the),Male,NURS,15.4
2013,SH_MED_HWRKDIS,New Zealand,Female,NURS,92.1
2013,SH_MED_HWRKDIS,New Zealand,Male,NURS,7.9
2014,SH_MED_HWRKDIS,New Zealand,Female,NURS,91.8
2014,SH_MED_HWRKDIS,New Zealand,Male,NURS,8.2
2015,SH_MED_HWRKDIS,New Zealand,Male,NURS,8.6
2015,SH_MED_HWRKDIS,New Zealand,Female,NURS,91.4
2016,SH_MED_HWRKDIS,New Zealand,Female,NURS,91.2
2016,SH_MED_HWRKDIS,New Zealand,Male,NURS,8.8
2017,SH_MED_HWRKDIS,New Zealand,Female,NURS,90.9
2017,SH_MED_HWRKDIS,New Zealand,Male,NURS,9.1
2018,SH_MED_HWRKDIS,New Zealand,Female,NURS,90.7
2018,SH_MED_HWRKDIS,New Zealand,Male,NURS,9.3
2016,SH_MED_HWRKDIS,Norway,Female,NURS,89.1
2016,SH_MED_HWRKDIS,Norway,Male,NURS,10.9
2018,SH_MED_HWRKDIS,Norway,Male,PHYS,50.1
2018,SH_MED_HWRKDIS,Norway,Female,PHYS,49.9
2018,SH_MED_HWRKDIS,Poland,Male,NURS,2.3
2018,SH_MED_HWRKDIS,Poland,Female,NURS,97.7
2011,SH_MED_HWRKDIS,Portugal,Female,NURS,82.1
2011,SH_MED_HWRKDIS,Portugal,Male,NURS,17.9
2016,SH_MED_HWRKDIS,Portugal,Male,NURS,22.1
2016,SH_MED_HWRKDIS,Portugal,Female,NURS,77.9
2004,SH_MED_HWRKDIS,Romania,Female,PHYS,66.7
2004,SH_MED_HWRKDIS,Romania,Male,PHYS,33.3
2005,SH_MED_HWRKDIS,Romania,Male,PHYS,31.3
2005,SH_MED_HWRKDIS,Romania,Female,PHYS,68.7
2006,SH_MED_HWRKDIS,Romania,Female,PHYS,67.7
2006,SH_MED_HWRKDIS,Romania,Male,PHYS,32.3
2007,SH_MED_HWRKDIS,Romania,Female,PHYS,69.1
2007,SH_MED_HWRKDIS,Romania,Male,PHYS,30.9
2008,SH_MED_HWRKDIS,Romania,Female,PHYS,69.4
2008,SH_MED_HWRKDIS,Romania,Male,PHYS,30.6
2009,SH_MED_HWRKDIS,Romania,Male,PHYS,30.6
2009,SH_MED_HWRKDIS,Romania,Female,PHYS,69.4
2010,SH_MED_HWRKDIS,Romania,Male,PHYS,30.9
2010,SH_MED_HWRKDIS,Romania,Female,PHYS,69.1
2011,SH_MED_HWRKDIS,Romania,Male,NURS,8.6
2011,SH_MED_HWRKDIS,Romania,Female,PHYS,69.1
2011,SH_MED_HWRKDIS,Romania,Male,PHYS,30.9
2011,SH_MED_HWRKDIS,Romania,Female,NURS,91.4
2012,SH_MED_HWRKDIS,Romania,Male,PHYS,31.3
2012,SH_MED_HWRKDIS,Romania,Female,PHYS,68.7
2013,SH_MED_HWRKDIS,Romania,Female,PHYS,68.8
2013,SH_MED_HWRKDIS,Romania,Male,PHYS,31.2
2016,SH_MED_HWRKDIS,Romania,Female,PHYS,66.9
2016,SH_MED_HWRKDIS,Romania,Male,PHYS,33.1
2016,SH_MED_HWRKDIS,Romania,Male,NURS,10.6
2016,SH_MED_HWRKDIS,Romania,Female,NURS,89.4
2003,SH_MED_HWRKDIS,Serbia,Female,PHYS,61.9
2003,SH_MED_HWRKDIS,Serbia,Male,PHYS,38.1
2004,SH_MED_HWRKDIS,Serbia,Male,PHYS,37.0
2004,SH_MED_HWRKDIS,Serbia,Female,PHYS,63.0
2005,SH_MED_HWRKDIS,Serbia,Male,PHYS,36.5
2005,SH_MED_HWRKDIS,Serbia,Female,PHYS,63.5
2006,SH_MED_HWRKDIS,Serbia,Male,PHYS,36.3
2006,SH_MED_HWRKDIS,Serbia,Female,PHYS,63.7
2007,SH_MED_HWRKDIS,Serbia,Female,PHYS,63.8
2007,SH_MED_HWRKDIS,Serbia,Male,PHYS,36.2
2008,SH_MED_HWRKDIS,Serbia,Male,PHYS,36.0
2008,SH_MED_HWRKDIS,Serbia,Female,PHYS,64.0
2009,SH_MED_HWRKDIS,Serbia,Female,PHYS,64.1
2009,SH_MED_HWRKDIS,Serbia,Male,PHYS,35.9
2010,SH_MED_HWRKDIS,Serbia,Male,PHYS,35.8
2010,SH_MED_HWRKDIS,Serbia,Female,PHYS,64.2
2011,SH_MED_HWRKDIS,Serbia,Male,PHYS,35.5
2011,SH_MED_HWRKDIS,Serbia,Female,PHYS,64.5
2012,SH_MED_HWRKDIS,Serbia,Male,PHYS,35.4
2012,SH_MED_HWRKDIS,Serbia,Female,PHYS,64.6
2013,SH_MED_HWRKDIS,Serbia,Female,PHYS,64.8
2013,SH_MED_HWRKDIS,Serbia,Male,PHYS,35.2
2014,SH_MED_HWRKDIS,Serbia,Female,PHYS,64.9
2014,SH_MED_HWRKDIS,Serbia,Male,PHYS,35.1
2015,SH_MED_HWRKDIS,Serbia,Male,PHYS,34.8
2015,SH_MED_HWRKDIS,Serbia,Female,PHYS,65.2
2016,SH_MED_HWRKDIS,Serbia,Female,PHYS,65.8
2016,SH_MED_HWRKDIS,Serbia,Male,PHYS,34.2
2016,SH_MED_HWRKDIS,Slovakia,Female,NURS,85.3
2016,SH_MED_HWRKDIS,Slovakia,Male,NURS,14.7
2009,SH_MED_HWRKDIS,Viet Nam,Male,NURS,23.3
2009,SH_MED_HWRKDIS,Viet Nam,Female,NURS,76.7
2018,SH_MED_HWRKDIS,Slovenia,Female,NURS,85.4
2018,SH_MED_HWRKDIS,Slovenia,Male,NURS,14.6
2016,SH_MED_HWRKDIS,Spain,Female,NURS,83.6
2016,SH_MED_HWRKDIS,Spain,Male,NURS,16.4
2016,SH_MED_HWRKDIS,Sweden,Male,NURS,11.5
2016,SH_MED_HWRKDIS,Sweden,Female,NURS,88.5
2017,SH_MED_HWRKDIS,Sweden,Male,NURS,11.6
2017,SH_MED_HWRKDIS,Sweden,Female,NURS,88.4
2016,SH_MED_HWRKDIS,Switzerland,Male,NURS,1.4
2016,SH_MED_HWRKDIS,Switzerland,Female,NURS,98.6
2014,SH_MED_HWRKDIS,Tajikistan,Male,PHYS,60.8
2014,SH_MED_HWRKDIS,Tajikistan,Female,PHYS,39.2
2018,SH_MED_HWRKDIS,Tajikistan,Male,NURS,16.0
2018,SH_MED_HWRKDIS,Tajikistan,Female,NURS,84.0
2016,SH_MED_HWRKDIS,United Arab Emirates,Male,NURS,19.5
2016,SH_MED_HWRKDIS,United Arab Emirates,Female,NURS,80.5
2016,SH_MED_HWRKDIS,United Arab Emirates,Female,PHYS,40.0
2016,SH_MED_HWRKDIS,United Arab Emirates,Male,PHYS,60.0
2017,SH_MED_HWRKDIS,United Arab Emirates,Male,NURS,19.3
2017,SH_MED_HWRKDIS,United Arab Emirates,Male,PHYS,59.5
2017,SH_MED_HWRKDIS,United Arab Emirates,Female,PHYS,40.5
2017,SH_MED_HWRKDIS,United Arab Emirates,Female,NURS,80.7
2018,SH_MED_HWRKDIS,United Arab Emirates,Female,PHYS,41.3
2018,SH_MED_HWRKDIS,United Arab Emirates,Male,PHYS,58.7
2018,SH_MED_HWRKDIS,United Arab Emirates,Female,NURS,81.1
2018,SH_MED_HWRKDIS,United Arab Emirates,Male,NURS,18.9
2019,SH_MED_HWRKDIS,United Arab Emirates,Female,NURS,81.5
2019,SH_MED_HWRKDIS,United Arab Emirates,Male,NURS,18.5
2019,SH_MED_HWRKDIS,United Arab Emirates,Male,PHYS,58.3
2019,SH_MED_HWRKDIS,United Arab Emirates,Female,PHYS,41.7
2020,SH_MED_HWRKDIS,United Arab Emirates,Male,NURS,20.6
2020,SH_MED_HWRKDIS,United Arab Emirates,Female,NURS,79.4
2020,SH_MED_HWRKDIS,United Arab Emirates,Female,PHYS,42.9
2020,SH_MED_HWRKDIS,United Arab Emirates,Male,PHYS,57.1
2017,SH_MED_HWRKDIS,Türkiye,Male,NURS,15.6
2017,SH_MED_HWRKDIS,Türkiye,Female,NURS,84.4
2018,SH_MED_HWRKDIS,Türkiye,Female,NURS,85.2
2018,SH_MED_HWRKDIS,Türkiye,Male,NURS,14.8
2018,SH_MED_HWRKDIS,Türkiye,Male,PHYS,64.2
2018,SH_MED_HWRKDIS,Türkiye,Female,PHYS,35.8
2019,SH_MED_HWRKDIS,Türkiye,Female,PHYS,38.3
2019,SH_MED_HWRKDIS,Türkiye,Male,PHYS,61.7
2019,SH_MED_HWRKDIS,Türkiye,Male,NURS,15.7
2019,SH_MED_HWRKDIS,Türkiye,Female,NURS,84.3
2008,SH_MED_HWRKDIS,Turkmenistan,Male,PHYS,43.8
2008,SH_MED_HWRKDIS,Turkmenistan,Female,PHYS,56.2
2009,SH_MED_HWRKDIS,Turkmenistan,Female,PHYS,56.4
2009,SH_MED_HWRKDIS,Turkmenistan,Male,PHYS,43.6
2010,SH_MED_HWRKDIS,Turkmenistan,Male,PHYS,43.8
2010,SH_MED_HWRKDIS,Turkmenistan,Female,PHYS,56.2
2011,SH_MED_HWRKDIS,Turkmenistan,Male,PHYS,43.5
2011,SH_MED_HWRKDIS,Turkmenistan,Female,PHYS,56.5
2012,SH_MED_HWRKDIS,Turkmenistan,Male,PHYS,43.7
2012,SH_MED_HWRKDIS,Turkmenistan,Female,PHYS,56.3
2013,SH_MED_HWRKDIS,Turkmenistan,Male,PHYS,42.3
2013,SH_MED_HWRKDIS,Turkmenistan,Female,PHYS,57.7
2014,SH_MED_HWRKDIS,Turkmenistan,Female,PHYS,57.3
2014,SH_MED_HWRKDIS,Turkmenistan,Male,PHYS,42.7
2000,SH_MED_HWRKDIS,Ukraine,Female,PHYS,61.0
2000,SH_MED_HWRKDIS,Ukraine,Male,PHYS,39.0
2001,SH_MED_HWRKDIS,Ukraine,Male,PHYS,39.2
2001,SH_MED_HWRKDIS,Ukraine,Female,PHYS,60.8
2002,SH_MED_HWRKDIS,Ukraine,Female,PHYS,60.8
2002,SH_MED_HWRKDIS,Ukraine,Male,PHYS,39.2
2003,SH_MED_HWRKDIS,Ukraine,Female,PHYS,61.1
2003,SH_MED_HWRKDIS,Ukraine,Male,PHYS,38.9
2004,SH_MED_HWRKDIS,Ukraine,Female,PHYS,60.9
2004,SH_MED_HWRKDIS,Ukraine,Male,PHYS,39.1
2005,SH_MED_HWRKDIS,Ukraine,Male,PHYS,39.0
2005,SH_MED_HWRKDIS,Ukraine,Female,PHYS,61.0
2006,SH_MED_HWRKDIS,Ukraine,Male,PHYS,38.9
2006,SH_MED_HWRKDIS,Ukraine,Female,PHYS,61.1
2007,SH_MED_HWRKDIS,Ukraine,Male,PHYS,38.9
2007,SH_MED_HWRKDIS,Ukraine,Female,PHYS,61.1
2008,SH_MED_HWRKDIS,Ukraine,Female,PHYS,60.6
2008,SH_MED_HWRKDIS,Ukraine,Male,PHYS,39.4
2009,SH_MED_HWRKDIS,Ukraine,Female,PHYS,60.4
2009,SH_MED_HWRKDIS,Ukraine,Male,PHYS,39.6
2010,SH_MED_HWRKDIS,Ukraine,Male,PHYS,39.4
2010,SH_MED_HWRKDIS,Ukraine,Female,PHYS,60.6
2011,SH_MED_HWRKDIS,Ukraine,Male,PHYS,39.2
2011,SH_MED_HWRKDIS,Ukraine,Female,PHYS,60.8
2012,SH_MED_HWRKDIS,Ukraine,Male,PHYS,39.1
2012,SH_MED_HWRKDIS,Ukraine,Female,PHYS,60.9
2013,SH_MED_HWRKDIS,Ukraine,Female,PHYS,61.3
2013,SH_MED_HWRKDIS,Ukraine,Male,PHYS,38.7
2014,SH_MED_HWRKDIS,Ukraine,Female,PHYS,61.1
2014,SH_MED_HWRKDIS,Ukraine,Male,PHYS,38.9
2000,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,56.1
2000,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,43.9
2001,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,42.5
2001,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,57.5
2002,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,41.7
2002,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,58.3
2003,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,58.6
2003,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,41.4
2004,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,41.6
2004,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,58.4
2005,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,58.4
2005,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,41.6
2006,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,52.0
2006,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,48.0
2007,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,59.5
2007,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,40.5
2008,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,40.2
2008,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,59.8
2009,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,40.6
2009,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,59.4
2010,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,59.3
2010,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,40.7
2011,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,41.0
2011,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,59.0
2012,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,59.8
2012,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,40.2
2013,SH_MED_HWRKDIS,North Macedonia,Female,PHYS,60.3
2013,SH_MED_HWRKDIS,North Macedonia,Male,PHYS,39.7
2015,SH_MED_HWRKDIS,United Kingdom of Great Britain and Northern Ireland,Male,NURS,11.3
2015,SH_MED_HWRKDIS,United Kingdom of Great Britain and Northern Ireland,Female,NURS,88.7
2016,SH_MED_HWRKDIS,United Kingdom of Great Britain and Northern Ireland,Female,NURS,88.5
2016,SH_MED_HWRKDIS,United Kingdom of Great Britain and Northern Ireland,Male,NURS,11.5
2017,SH_MED_HWRKDIS,United Kingdom of Great Britain and Northern Ireland,Male,NURS,11.5
2017,SH_MED_HWRKDIS,United Kingdom of Great Britain and Northern Ireland,Female,NURS,88.5
2018,SH_MED_HWRKDIS,United Kingdom of Great Britain and Northern Ireland,Male,NURS,11.4
2018,SH_MED_HWRKDIS,United Kingdom of Great Britain and Northern Ireland,Female,NURS,88.6
2008,SH_MED_HWRKDIS,Uzbekistan,Female,PHYS,54.2
2008,SH_MED_HWRKDIS,Uzbekistan,Male,PHYS,45.8
2009,SH_MED_HWRKDIS,Uzbekistan,Male,PHYS,45.9
2009,SH_MED_HWRKDIS,Uzbekistan,Female,PHYS,54.1
2010,SH_MED_HWRKDIS,Uzbekistan,Male,PHYS,45.9
2010,SH_MED_HWRKDIS,Uzbekistan,Female,PHYS,54.1
2011,SH_MED_HWRKDIS,Uzbekistan,Male,PHYS,46.3
2011,SH_MED_HWRKDIS,Uzbekistan,Female,PHYS,53.7
2012,SH_MED_HWRKDIS,Uzbekistan,Female,PHYS,53.0
2012,SH_MED_HWRKDIS,Uzbekistan,Male,PHYS,47.0
2013,SH_MED_HWRKDIS,Uzbekistan,Male,PHYS,46.9
2017,SH_MED_HWRKDIS,Denmark,Male,NURS,4.3
2013,SH_MED_HWRKDIS,Uzbekistan,Female,PHYS,53.1
2014,SH_MED_HWRKDIS,Uzbekistan,Male,PHYS,47.3
2014,SH_MED_HWRKDIS,Uzbekistan,Female,PHYS,52.7
2014,SH_MED_HWRKDIS,Uzbekistan,Female,PHYS,52.7
