Year,SeriesCode,Country,Age,Location,Sex,Value
2019,SI_POV_NAHC,Slovakia,,All areas,,11.4
2002,SI_POV_NAHC,Viet Nam,,All areas,,28.9
2004,SI_POV_NAHC,Viet Nam,,All areas,,19.5
2006,SI_POV_NAHC,Viet Nam,,All areas,,16.0
2008,SI_POV_NAHC,Viet Nam,,All areas,,14.5
2010,SI_POV_NAHC,Viet Nam,,All areas,,20.7
2012,SI_POV_NAHC,Viet Nam,,All areas,,17.2
2014,SI_POV_NAHC,Viet Nam,,All areas,,13.5
2016,SI_POV_NAHC,Viet Nam,,All areas,,9.8
2018,SI_POV_NAHC,Viet Nam,,All areas,,6.7
2004,SI_POV_NAHC,Slovenia,,All areas,,12.2
2005,SI_POV_NAHC,Slovenia,,All areas,,11.6
2006,SI_POV_NAHC,Slovenia,,All areas,,11.5
2007,SI_POV_NAHC,Slovenia,,All areas,,12.3
2008,SI_POV_NAHC,Slovenia,,All areas,,11.3
2009,SI_POV_NAHC,Slovenia,,All areas,,12.7
2010,SI_POV_NAHC,Slovenia,,All areas,,13.6
2011,SI_POV_NAHC,Slovenia,,All areas,,13.5
2012,SI_POV_NAHC,Slovenia,,All areas,,14.5
2013,SI_POV_NAHC,Slovenia,,All areas,,14.5
2014,SI_POV_NAHC,Slovenia,,All areas,,14.3
2015,SI_POV_NAHC,Slovenia,,All areas,,13.9
2016,SI_POV_NAHC,Slovenia,,All areas,,13.3
2017,SI_POV_NAHC,Slovenia,,All areas,,13.3
2018,SI_POV_NAHC,Slovenia,,All areas,,12.0
2019,SI_POV_NAHC,Slovenia,,All areas,,12.4
2020,SI_POV_NAHC,Slovenia,,All areas,,11.7
2003,SI_POV_NAHC,Spain,,All areas,,20.1
2004,SI_POV_NAHC,Spain,,All areas,,20.1
2005,SI_POV_NAHC,Spain,,All areas,,20.3
2006,SI_POV_NAHC,Spain,,All areas,,19.7
2007,SI_POV_NAHC,Spain,,All areas,,19.8
2008,SI_POV_NAHC,Spain,,All areas,,20.4
2009,SI_POV_NAHC,Spain,,All areas,,20.7
2010,SI_POV_NAHC,Spain,,All areas,,20.6
2011,SI_POV_NAHC,Spain,,All areas,,20.8
2012,SI_POV_NAHC,Spain,,All areas,,20.4
2013,SI_POV_NAHC,Spain,,All areas,,22.2
2014,SI_POV_NAHC,Spain,,All areas,,22.1
2015,SI_POV_NAHC,Spain,,All areas,,22.3
2016,SI_POV_NAHC,Spain,,All areas,,21.6
2017,SI_POV_NAHC,Spain,,All areas,,21.5
2018,SI_POV_NAHC,Spain,,All areas,,20.7
2019,SI_POV_NAHC,Spain,,All areas,,21.0
2020,SI_POV_NAHC,Spain,,All areas,,21.7
2007,SI_POV_NAHC,Sweden,,All areas,,13.5
2008,SI_POV_NAHC,Sweden,,All areas,,14.4
2009,SI_POV_NAHC,Sweden,,All areas,,14.8
2010,SI_POV_NAHC,Sweden,,All areas,,15.4
2011,SI_POV_NAHC,Sweden,,All areas,,15.2
2012,SI_POV_NAHC,Sweden,,All areas,,16.0
2013,SI_POV_NAHC,Sweden,,All areas,,15.6
2014,SI_POV_NAHC,Sweden,,All areas,,16.3
2015,SI_POV_NAHC,Sweden,,All areas,,16.2
2016,SI_POV_NAHC,Sweden,,All areas,,15.8
2017,SI_POV_NAHC,Sweden,,All areas,,16.4
2018,SI_POV_NAHC,Sweden,,All areas,,17.1
2019,SI_POV_NAHC,Sweden,,All areas,,16.1
2020,SI_POV_NAHC,Sweden,,All areas,,15.7
2006,SI_POV_NAHC,Switzerland,,All areas,,15.0
2007,SI_POV_NAHC,Switzerland,,All areas,,15.7
2008,SI_POV_NAHC,Switzerland,,All areas,,15.6
2009,SI_POV_NAHC,Switzerland,,All areas,,15.0
2010,SI_POV_NAHC,Switzerland,,All areas,,15.0
2011,SI_POV_NAHC,Switzerland,,All areas,,15.9
2012,SI_POV_NAHC,Switzerland,,All areas,,14.5
2013,SI_POV_NAHC,Switzerland,,All areas,,13.8
2014,SI_POV_NAHC,Switzerland,,All areas,,15.6
2015,SI_POV_NAHC,Switzerland,,All areas,,14.7
2016,SI_POV_NAHC,Switzerland,,All areas,,15.5
2017,SI_POV_NAHC,Switzerland,,All areas,,14.6
2018,SI_POV_NAHC,Switzerland,,All areas,,16.0
2019,SI_POV_NAHC,Switzerland,,All areas,,15.5
2003,SI_POV_NAHC,Tajikistan,,All areas,,72.4
2007,SI_POV_NAHC,Tajikistan,,All areas,,53.1
2009,SI_POV_NAHC,Tajikistan,,All areas,,47.2
2013,SI_POV_NAHC,Tajikistan,,All areas,,34.3
2014,SI_POV_NAHC,Tajikistan,,All areas,,32.0
2015,SI_POV_NAHC,Tajikistan,,All areas,,31.3
2016,SI_POV_NAHC,Tajikistan,,All areas,,30.3
2017,SI_POV_NAHC,Tajikistan,,All areas,,29.5
2018,SI_POV_NAHC,Tajikistan,,All areas,,27.4
2019,SI_POV_NAHC,Tajikistan,,All areas,,26.3
2005,SI_POV_NAHC,Türkiye,,All areas,,18.6
2006,SI_POV_NAHC,Türkiye,,All areas,,16.3
2007,SI_POV_NAHC,Türkiye,,All areas,,16.7
2008,SI_POV_NAHC,Türkiye,,All areas,,17.1
2009,SI_POV_NAHC,Türkiye,,All areas,,16.9
2010,SI_POV_NAHC,Türkiye,,All areas,,16.1
2011,SI_POV_NAHC,Türkiye,,All areas,,16.3
2012,SI_POV_NAHC,Türkiye,,All areas,,15.0
2013,SI_POV_NAHC,Türkiye,,All areas,,15.0
2014,SI_POV_NAHC,Türkiye,,All areas,,14.7
2015,SI_POV_NAHC,Türkiye,,All areas,,14.3
2016,SI_POV_NAHC,Türkiye,,All areas,,13.5
2017,SI_POV_NAHC,Türkiye,,All areas,,13.9
2018,SI_POV_NAHC,Türkiye,,All areas,,14.4
2019,SI_POV_NAHC,Türkiye,,All areas,,15.0
2020,SI_POV_NAHC,Türkiye,,All areas,,14.4
2020,SI_POV_NAHC,Ukraine,,All areas,,1.6
2002,SI_POV_NAHC,North Macedonia,,All areas,,19.1
2003,SI_POV_NAHC,North Macedonia,,All areas,,19.2
2004,SI_POV_NAHC,North Macedonia,,All areas,,18.5
2005,SI_POV_NAHC,North Macedonia,,All areas,,20.4
2006,SI_POV_NAHC,North Macedonia,,All areas,,19.0
2009,SI_POV_NAHC,North Macedonia,,All areas,,27.0
2010,SI_POV_NAHC,North Macedonia,,All areas,,26.8
2011,SI_POV_NAHC,North Macedonia,,All areas,,26.2
2012,SI_POV_NAHC,North Macedonia,,All areas,,24.2
2013,SI_POV_NAHC,North Macedonia,,All areas,,22.1
2014,SI_POV_NAHC,North Macedonia,,All areas,,21.5
2015,SI_POV_NAHC,North Macedonia,,All areas,,21.9
2016,SI_POV_NAHC,North Macedonia,,All areas,,22.2
2017,SI_POV_NAHC,North Macedonia,,All areas,,21.9
2018,SI_POV_NAHC,North Macedonia,,All areas,,21.6
2019,SI_POV_NAHC,North Macedonia,,All areas,,21.8
2016,SI_POV_NAHC,United Kingdom of Great Britain and Northern Ireland,,All areas,,17.0
2017,SI_POV_NAHC,United Kingdom of Great Britain and Northern Ireland,,All areas,,18.6
2001,SI_POV_NAHC,Uzbekistan,,All areas,,27.5
2002,SI_POV_NAHC,Uzbekistan,,All areas,,26.5
2003,SI_POV_NAHC,Uzbekistan,,All areas,,27.2
2004,SI_POV_NAHC,Uzbekistan,,All areas,,26.1
2005,SI_POV_NAHC,Uzbekistan,,All areas,,25.8
2010,SI_POV_NAHC,Uzbekistan,,All areas,,17.7
2011,SI_POV_NAHC,Uzbekistan,,All areas,,16.0
2012,SI_POV_NAHC,Uzbekistan,,All areas,,15.0
2013,SI_POV_NAHC,Uzbekistan,,All areas,,14.1
2013,SI_POV_NAHC,Uzbekistan,,All areas,,14.1
