Year,SeriesCode,GeoAreaName,Deviation Level,Value
2021,EN_LKW_QLTRB,Latvia,HIGH,13.97286
2021,EN_LKW_QLTRB,Latvia,LOW,29.10292
2021,EN_LKW_QLTRB,Latvia,EXTREME,27.59447
2021,EN_LKW_QLTRB,Latvia,MEDIUM,12.66309
2017,EN_LKW_QLTRB,Lithuania,MEDIUM,8.24687
2017,EN_LKW_QLTRB,Lithuania,LOW,57.78192
2017,EN_LKW_QLTRB,Lithuania,HIGH,10.08556
2017,EN_LKW_QLTRB,Lithuania,EXTREME,23.88566
2021,EN_LKW_QLTRB,Denmark,EXTREME,23.33569
2017,EN_LKW_QLTRB,Estonia,EXTREME,7.22181
2017,EN_LKW_QLTRB,Estonia,LOW,70.61055
2017,EN_LKW_QLTRB,Estonia,HIGH,6.58224
2017,EN_LKW_QLTRB,Estonia,MEDIUM,7.25206
2018,EN_LKW_QLTRB,Estonia,MEDIUM,6.83329
2018,EN_LKW_QLTRB,Estonia,EXTREME,7.94615
2018,EN_LKW_QLTRB,Estonia,LOW,52.46115
2018,EN_LKW_QLTRB,Estonia,HIGH,7.7594
2019,EN_LKW_QLTRB,Estonia,MEDIUM,5.08133
2019,EN_LKW_QLTRB,Estonia,HIGH,4.12321
2019,EN_LKW_QLTRB,Estonia,LOW,59.51461
2018,EN_LKW_QLTRB,Lithuania,LOW,45.36659
2018,EN_LKW_QLTRB,Lithuania,MEDIUM,9.41848
2018,EN_LKW_QLTRB,Lithuania,EXTREME,34.0525
2018,EN_LKW_QLTRB,Lithuania,HIGH,11.16243
2019,EN_LKW_QLTRB,Lithuania,HIGH,14.02941
2019,EN_LKW_QLTRB,Lithuania,LOW,50.79422
2019,EN_LKW_QLTRB,Lithuania,MEDIUM,12.66357
2019,EN_LKW_QLTRB,Lithuania,EXTREME,22.51281
2020,EN_LKW_QLTRB,Lithuania,HIGH,16.35753
2020,EN_LKW_QLTRB,Lithuania,LOW,47.25797
2020,EN_LKW_QLTRB,Lithuania,MEDIUM,12.10221
2020,EN_LKW_QLTRB,Lithuania,EXTREME,24.28229
2019,EN_LKW_QLTRB,Estonia,EXTREME,22.94751
2020,EN_LKW_QLTRB,Estonia,HIGH,7.69185
2020,EN_LKW_QLTRB,Estonia,EXTREME,14.80308
2020,EN_LKW_QLTRB,Estonia,LOW,62.20508
2020,EN_LKW_QLTRB,Estonia,MEDIUM,6.96665
2021,EN_LKW_QLTRB,Estonia,EXTREME,19.77761
2021,EN_LKW_QLTRB,Estonia,HIGH,7.33845
2021,EN_LKW_QLTRB,Estonia,LOW,56.76894
2021,EN_LKW_QLTRB,Estonia,MEDIUM,7.78166
2017,EN_LKW_QLTRB,Finland,HIGH,10.74606
2017,EN_LKW_QLTRB,Finland,LOW,40.70233
2017,EN_LKW_QLTRB,Finland,EXTREME,23.88088
2017,EN_LKW_QLTRB,Finland,MEDIUM,8.00406
2018,EN_LKW_QLTRB,Finland,HIGH,12.07152
2018,EN_LKW_QLTRB,Finland,MEDIUM,9.72732
2018,EN_LKW_QLTRB,Finland,EXTREME,24.26777
2018,EN_LKW_QLTRB,Finland,LOW,37.26671
2019,EN_LKW_QLTRB,Finland,MEDIUM,8.50667
2019,EN_LKW_QLTRB,Finland,EXTREME,26.62089
2019,EN_LKW_QLTRB,Finland,HIGH,16.57354
2019,EN_LKW_QLTRB,Finland,LOW,23.29891
2020,EN_LKW_QLTRB,Finland,EXTREME,15.35027
2020,EN_LKW_QLTRB,Finland,HIGH,12.93949
2020,EN_LKW_QLTRB,Finland,MEDIUM,10.06553
2021,EN_LKW_QLTRB,Lithuania,EXTREME,32.45583
2021,EN_LKW_QLTRB,Lithuania,LOW,39.06774
2021,EN_LKW_QLTRB,Lithuania,MEDIUM,13.92317
2021,EN_LKW_QLTRB,Lithuania,HIGH,14.55326
2017,EN_LKW_QLTRB,Mexico,HIGH,10.0727
2017,EN_LKW_QLTRB,Mexico,EXTREME,11.27479
2017,EN_LKW_QLTRB,Mexico,MEDIUM,14.61551
2017,EN_LKW_QLTRB,Mexico,LOW,64.03701
2018,EN_LKW_QLTRB,Mexico,EXTREME,10.59534
2018,EN_LKW_QLTRB,Mexico,MEDIUM,15.24807
2018,EN_LKW_QLTRB,Mexico,LOW,63.78741
2018,EN_LKW_QLTRB,Mexico,HIGH,10.36918
2020,EN_LKW_QLTRB,Finland,LOW,44.97805
2021,EN_LKW_QLTRB,Finland,LOW,33.43392
2021,EN_LKW_QLTRB,Finland,EXTREME,20.34237
2021,EN_LKW_QLTRB,Finland,MEDIUM,13.17248
2021,EN_LKW_QLTRB,Finland,HIGH,16.38456
2017,EN_LKW_QLTRB,France,LOW,70.31642
2017,EN_LKW_QLTRB,France,HIGH,10.4183
2017,EN_LKW_QLTRB,France,MEDIUM,11.82109
2017,EN_LKW_QLTRB,France,EXTREME,7.44419
2018,EN_LKW_QLTRB,France,LOW,77.26915
2018,EN_LKW_QLTRB,France,MEDIUM,13.37023
2018,EN_LKW_QLTRB,France,EXTREME,3.46962
2018,EN_LKW_QLTRB,France,HIGH,5.89099
2019,EN_LKW_QLTRB,France,EXTREME,5.12929
2019,EN_LKW_QLTRB,France,HIGH,8.72881
2019,EN_LKW_QLTRB,France,MEDIUM,18.49153
2019,EN_LKW_QLTRB,France,LOW,67.65038
2020,EN_LKW_QLTRB,France,HIGH,11.12712
2020,EN_LKW_QLTRB,France,LOW,71.67516
2020,EN_LKW_QLTRB,France,MEDIUM,9.93686
2020,EN_LKW_QLTRB,France,EXTREME,7.26086
2021,EN_LKW_QLTRB,France,LOW,66.02566
2021,EN_LKW_QLTRB,France,EXTREME,5.79658
2021,EN_LKW_QLTRB,France,HIGH,11.63069
2019,EN_LKW_QLTRB,Mexico,MEDIUM,12.50981
2019,EN_LKW_QLTRB,Mexico,LOW,64.95998
2019,EN_LKW_QLTRB,Mexico,EXTREME,12.19653
2019,EN_LKW_QLTRB,Mexico,HIGH,10.33369
2020,EN_LKW_QLTRB,Mexico,EXTREME,13.31631
2020,EN_LKW_QLTRB,Mexico,HIGH,10.85795
2020,EN_LKW_QLTRB,Mexico,MEDIUM,12.55945
2020,EN_LKW_QLTRB,Mexico,LOW,63.26628
2021,EN_LKW_QLTRB,Mexico,HIGH,12.23639
2021,EN_LKW_QLTRB,Mexico,LOW,58.02485
2021,EN_LKW_QLTRB,Mexico,MEDIUM,15.26323
2021,EN_LKW_QLTRB,Mexico,EXTREME,14.47553
2021,EN_LKW_QLTRB,France,MEDIUM,16.54708
2017,EN_LKW_QLTRB,Germany,HIGH,9.6939
2017,EN_LKW_QLTRB,Germany,EXTREME,8.76632
2017,EN_LKW_QLTRB,Germany,LOW,69.61714
2017,EN_LKW_QLTRB,Germany,MEDIUM,11.92263
2018,EN_LKW_QLTRB,Germany,LOW,72.03849
2018,EN_LKW_QLTRB,Germany,HIGH,8.19372
2018,EN_LKW_QLTRB,Germany,EXTREME,8.03133
2018,EN_LKW_QLTRB,Germany,MEDIUM,11.73645
2019,EN_LKW_QLTRB,Germany,HIGH,14.37481
2019,EN_LKW_QLTRB,Germany,LOW,56.16972
2019,EN_LKW_QLTRB,Germany,MEDIUM,17.0154
2017,EN_LKW_QLTRB,Republic of Moldova,MEDIUM,7.15592
2017,EN_LKW_QLTRB,Republic of Moldova,HIGH,8.43998
2017,EN_LKW_QLTRB,Republic of Moldova,EXTREME,28.76806
2017,EN_LKW_QLTRB,Republic of Moldova,LOW,55.63603
2018,EN_LKW_QLTRB,Republic of Moldova,EXTREME,20.48544
2018,EN_LKW_QLTRB,Republic of Moldova,LOW,63.3946
2018,EN_LKW_QLTRB,Republic of Moldova,MEDIUM,7.6025
2018,EN_LKW_QLTRB,Republic of Moldova,HIGH,8.51746
2019,EN_LKW_QLTRB,Republic of Moldova,EXTREME,21.46107
2019,EN_LKW_QLTRB,Republic of Moldova,HIGH,12.31005
2019,EN_LKW_QLTRB,Republic of Moldova,MEDIUM,11.76574
2019,EN_LKW_QLTRB,Republic of Moldova,LOW,54.46314
2019,EN_LKW_QLTRB,Germany,EXTREME,12.44007
2020,EN_LKW_QLTRB,Germany,MEDIUM,15.06963
2020,EN_LKW_QLTRB,Germany,HIGH,14.73388
2020,EN_LKW_QLTRB,Germany,EXTREME,15.24353
2020,EN_LKW_QLTRB,Germany,LOW,54.95296
2021,EN_LKW_QLTRB,Germany,EXTREME,12.74311
2021,EN_LKW_QLTRB,Germany,LOW,55.43204
2021,EN_LKW_QLTRB,Germany,MEDIUM,16.76477
2021,EN_LKW_QLTRB,Germany,HIGH,15.06009
2017,EN_LKW_QLTRB,Greece,MEDIUM,7.89097
2017,EN_LKW_QLTRB,Greece,EXTREME,7.59785
2017,EN_LKW_QLTRB,Greece,HIGH,5.14617
2020,EN_LKW_QLTRB,Republic of Moldova,MEDIUM,11.13695
2020,EN_LKW_QLTRB,Republic of Moldova,LOW,47.52321
2020,EN_LKW_QLTRB,Republic of Moldova,EXTREME,22.59406
2020,EN_LKW_QLTRB,Republic of Moldova,HIGH,18.74578
2021,EN_LKW_QLTRB,Republic of Moldova,HIGH,13.59312
2021,EN_LKW_QLTRB,Republic of Moldova,MEDIUM,10.64519
2021,EN_LKW_QLTRB,Republic of Moldova,LOW,52.44654
2021,EN_LKW_QLTRB,Republic of Moldova,EXTREME,23.31515
2017,EN_LKW_QLTRB,Montenegro,LOW,42.83686
2017,EN_LKW_QLTRB,Montenegro,HIGH,16.39313
2017,EN_LKW_QLTRB,Montenegro,EXTREME,24.34524
2017,EN_LKW_QLTRB,Montenegro,MEDIUM,16.42477
2017,EN_LKW_QLTRB,Greece,LOW,79.36501
2018,EN_LKW_QLTRB,Greece,HIGH,5.16468
2018,EN_LKW_QLTRB,Greece,MEDIUM,7.69638
2018,EN_LKW_QLTRB,Greece,LOW,80.51977
2018,EN_LKW_QLTRB,Greece,EXTREME,6.61916
2019,EN_LKW_QLTRB,Greece,HIGH,9.5272
2019,EN_LKW_QLTRB,Greece,MEDIUM,13.83896
2019,EN_LKW_QLTRB,Greece,LOW,68.30502
2019,EN_LKW_QLTRB,Greece,EXTREME,8.32882
2020,EN_LKW_QLTRB,Greece,HIGH,10.28323
2020,EN_LKW_QLTRB,Greece,MEDIUM,12.77806
2020,EN_LKW_QLTRB,Greece,EXTREME,7.6594
2020,EN_LKW_QLTRB,Greece,LOW,69.2793
2021,EN_LKW_QLTRB,Greece,LOW,60.49499
2021,EN_LKW_QLTRB,Greece,MEDIUM,19.36936
2021,EN_LKW_QLTRB,Greece,EXTREME,8.34361
2021,EN_LKW_QLTRB,Greece,HIGH,11.79204
2017,EN_LKW_QLTRB,Hungary,HIGH,11.11175
2017,EN_LKW_QLTRB,Hungary,EXTREME,5.24634
2017,EN_LKW_QLTRB,Hungary,LOW,68.65336
2017,EN_LKW_QLTRB,Hungary,MEDIUM,14.98855
2018,EN_LKW_QLTRB,Hungary,HIGH,3.90908
2018,EN_LKW_QLTRB,Hungary,MEDIUM,7.01254
2018,EN_LKW_QLTRB,Hungary,LOW,87.44177
2018,EN_LKW_QLTRB,Montenegro,MEDIUM,15.83041
2018,EN_LKW_QLTRB,Montenegro,HIGH,9.95305
2018,EN_LKW_QLTRB,Montenegro,EXTREME,12.94993
2018,EN_LKW_QLTRB,Montenegro,LOW,61.26661
2019,EN_LKW_QLTRB,Montenegro,HIGH,11.60598
2019,EN_LKW_QLTRB,Montenegro,MEDIUM,18.19207
2019,EN_LKW_QLTRB,Montenegro,LOW,53.5281
2019,EN_LKW_QLTRB,Montenegro,EXTREME,16.67386
2020,EN_LKW_QLTRB,Montenegro,LOW,49.61954
2020,EN_LKW_QLTRB,Montenegro,HIGH,13.11059
2020,EN_LKW_QLTRB,Montenegro,MEDIUM,16.70292
2020,EN_LKW_QLTRB,Montenegro,EXTREME,20.56695
2018,EN_LKW_QLTRB,Hungary,EXTREME,1.63661
2019,EN_LKW_QLTRB,Hungary,EXTREME,2.91886
2019,EN_LKW_QLTRB,Hungary,LOW,79.33836
2019,EN_LKW_QLTRB,Hungary,MEDIUM,10.15873
2019,EN_LKW_QLTRB,Hungary,HIGH,7.58405
2020,EN_LKW_QLTRB,Hungary,MEDIUM,13.82734
2020,EN_LKW_QLTRB,Hungary,LOW,72.24568
2020,EN_LKW_QLTRB,Hungary,HIGH,9.87627
2020,EN_LKW_QLTRB,Hungary,EXTREME,4.05071
2021,EN_LKW_QLTRB,Hungary,HIGH,6.06064
2021,EN_LKW_QLTRB,Hungary,LOW,81.52907
2021,EN_LKW_QLTRB,Hungary,EXTREME,3.44285
2021,EN_LKW_QLTRB,Hungary,MEDIUM,8.96744
2017,EN_LKW_QLTRB,Iceland,MEDIUM,19.28296
2017,EN_LKW_QLTRB,Iceland,EXTREME,11.82486
2017,EN_LKW_QLTRB,Iceland,HIGH,16.28715
2017,EN_LKW_QLTRB,Iceland,LOW,35.93837
2018,EN_LKW_QLTRB,Iceland,LOW,29.23505
2018,EN_LKW_QLTRB,Iceland,MEDIUM,11.21544
2018,EN_LKW_QLTRB,Iceland,HIGH,15.87113
2018,EN_LKW_QLTRB,Iceland,EXTREME,18.67838
2019,EN_LKW_QLTRB,Iceland,LOW,31.09763
2019,EN_LKW_QLTRB,Iceland,HIGH,14.60291
2019,EN_LKW_QLTRB,Iceland,EXTREME,13.58646
2021,EN_LKW_QLTRB,Montenegro,HIGH,15.03004
2021,EN_LKW_QLTRB,Montenegro,LOW,49.00271
2021,EN_LKW_QLTRB,Montenegro,MEDIUM,25.62009
2021,EN_LKW_QLTRB,Montenegro,EXTREME,10.34716
2017,EN_LKW_QLTRB,New Zealand,MEDIUM,13.63478
2017,EN_LKW_QLTRB,New Zealand,HIGH,11.39428
2017,EN_LKW_QLTRB,New Zealand,EXTREME,11.04646
2017,EN_LKW_QLTRB,New Zealand,LOW,63.92448
2018,EN_LKW_QLTRB,New Zealand,LOW,62.93388
2018,EN_LKW_QLTRB,New Zealand,EXTREME,10.97354
2018,EN_LKW_QLTRB,New Zealand,MEDIUM,14.71578
2018,EN_LKW_QLTRB,New Zealand,HIGH,11.37681
2019,EN_LKW_QLTRB,Iceland,MEDIUM,15.71301
2020,EN_LKW_QLTRB,Iceland,HIGH,14.12032
2020,EN_LKW_QLTRB,Iceland,LOW,36.50644
2020,EN_LKW_QLTRB,Iceland,EXTREME,15.87398
2020,EN_LKW_QLTRB,Iceland,MEDIUM,16.83259
2021,EN_LKW_QLTRB,Iceland,HIGH,15.4272
2021,EN_LKW_QLTRB,Iceland,MEDIUM,16.83531
2021,EN_LKW_QLTRB,Iceland,EXTREME,16.82694
2021,EN_LKW_QLTRB,Iceland,LOW,34.24389
2017,EN_LKW_QLTRB,India,LOW,80.24799
2017,EN_LKW_QLTRB,India,MEDIUM,7.86582
2017,EN_LKW_QLTRB,India,EXTREME,6.49912
2017,EN_LKW_QLTRB,India,HIGH,5.38708
2018,EN_LKW_QLTRB,India,LOW,77.34693
2018,EN_LKW_QLTRB,India,EXTREME,7.4962
2018,EN_LKW_QLTRB,India,MEDIUM,8.5474
2018,EN_LKW_QLTRB,India,HIGH,6.60947
2019,EN_LKW_QLTRB,India,MEDIUM,9.19482
2019,EN_LKW_QLTRB,India,EXTREME,12.38438
2019,EN_LKW_QLTRB,India,LOW,68.93551
2019,EN_LKW_QLTRB,India,HIGH,9.48529
2020,EN_LKW_QLTRB,India,EXTREME,6.17046
2020,EN_LKW_QLTRB,India,HIGH,6.41203
2020,EN_LKW_QLTRB,India,LOW,79.2809
2019,EN_LKW_QLTRB,New Zealand,MEDIUM,14.97207
2019,EN_LKW_QLTRB,New Zealand,LOW,56.81071
2019,EN_LKW_QLTRB,New Zealand,EXTREME,13.11667
2019,EN_LKW_QLTRB,New Zealand,HIGH,15.10054
2020,EN_LKW_QLTRB,New Zealand,EXTREME,22.13058
2020,EN_LKW_QLTRB,New Zealand,MEDIUM,15.2333
2020,EN_LKW_QLTRB,New Zealand,LOW,44.5525
2020,EN_LKW_QLTRB,New Zealand,HIGH,18.08363
2021,EN_LKW_QLTRB,New Zealand,MEDIUM,13.45277
2021,EN_LKW_QLTRB,New Zealand,LOW,59.17398
2021,EN_LKW_QLTRB,New Zealand,HIGH,13.52098
2021,EN_LKW_QLTRB,New Zealand,EXTREME,13.85228
2017,EN_LKW_QLTRB,Norway,HIGH,11.732
2017,EN_LKW_QLTRB,Norway,EXTREME,23.67763
2017,EN_LKW_QLTRB,Norway,MEDIUM,10.12897
2017,EN_LKW_QLTRB,Norway,LOW,46.12808
2018,EN_LKW_QLTRB,Norway,HIGH,11.44399
2018,EN_LKW_QLTRB,Norway,LOW,39.62415
2018,EN_LKW_QLTRB,Norway,EXTREME,30.65943
2018,EN_LKW_QLTRB,Norway,MEDIUM,9.93909
2019,EN_LKW_QLTRB,Norway,LOW,34.79695
2019,EN_LKW_QLTRB,Norway,MEDIUM,11.47382
2019,EN_LKW_QLTRB,Norway,EXTREME,26.57418
2019,EN_LKW_QLTRB,Norway,HIGH,18.82172
2020,EN_LKW_QLTRB,Norway,HIGH,16.01111
2020,EN_LKW_QLTRB,Norway,LOW,40.0177
2020,EN_LKW_QLTRB,Norway,MEDIUM,12.44108
2020,EN_LKW_QLTRB,Norway,EXTREME,23.19678
2021,EN_LKW_QLTRB,Norway,LOW,36.44006
2021,EN_LKW_QLTRB,Norway,MEDIUM,12.36855
2021,EN_LKW_QLTRB,Norway,HIGH,17.18783
2021,EN_LKW_QLTRB,Norway,EXTREME,25.67023
2017,EN_LKW_QLTRB,Poland,MEDIUM,9.53282
2017,EN_LKW_QLTRB,Poland,HIGH,12.41502
2017,EN_LKW_QLTRB,Poland,EXTREME,24.53704
2017,EN_LKW_QLTRB,Poland,LOW,53.51512
2018,EN_LKW_QLTRB,Poland,EXTREME,16.07336
2018,EN_LKW_QLTRB,Poland,MEDIUM,11.26002
2018,EN_LKW_QLTRB,Poland,HIGH,11.13232
2018,EN_LKW_QLTRB,Poland,LOW,61.53431
2019,EN_LKW_QLTRB,Poland,MEDIUM,11.58204
2019,EN_LKW_QLTRB,Poland,EXTREME,17.80009
2019,EN_LKW_QLTRB,Poland,LOW,56.78088
2019,EN_LKW_QLTRB,Poland,HIGH,13.837
2020,EN_LKW_QLTRB,Poland,HIGH,15.25899
2020,EN_LKW_QLTRB,Poland,LOW,56.0062
2020,EN_LKW_QLTRB,Poland,MEDIUM,11.55265
2020,EN_LKW_QLTRB,Poland,EXTREME,17.18215
2021,EN_LKW_QLTRB,Poland,MEDIUM,11.22186
2021,EN_LKW_QLTRB,Poland,LOW,56.4895
2021,EN_LKW_QLTRB,Poland,EXTREME,18.08953
2021,EN_LKW_QLTRB,Poland,HIGH,14.19911
2017,EN_LKW_QLTRB,Portugal,MEDIUM,10.11561
2017,EN_LKW_QLTRB,Portugal,EXTREME,9.10405
2017,EN_LKW_QLTRB,Portugal,HIGH,12.09056
2017,EN_LKW_QLTRB,Portugal,LOW,68.68979
2018,EN_LKW_QLTRB,Portugal,HIGH,10.64547
2018,EN_LKW_QLTRB,Portugal,LOW,69.17148
2018,EN_LKW_QLTRB,Portugal,MEDIUM,12.66859
2018,EN_LKW_QLTRB,Portugal,EXTREME,7.51445
2019,EN_LKW_QLTRB,Portugal,MEDIUM,18.72713
2019,EN_LKW_QLTRB,Portugal,HIGH,19.76792
2019,EN_LKW_QLTRB,Portugal,EXTREME,14.5786
2019,EN_LKW_QLTRB,Portugal,LOW,38.59302
2020,EN_LKW_QLTRB,Portugal,HIGH,20.32883
2020,EN_LKW_QLTRB,Portugal,EXTREME,8.73002
2020,EN_LKW_QLTRB,Portugal,LOW,52.65832
2020,EN_LKW_QLTRB,Portugal,MEDIUM,18.28282
2021,EN_LKW_QLTRB,Portugal,LOW,32.98856
2021,EN_LKW_QLTRB,Portugal,EXTREME,19.06721
2021,EN_LKW_QLTRB,Portugal,MEDIUM,20.28695
2021,EN_LKW_QLTRB,Portugal,HIGH,27.65728
2017,EN_LKW_QLTRB,Romania,MEDIUM,13.83958
2017,EN_LKW_QLTRB,Romania,LOW,69.58014
2017,EN_LKW_QLTRB,Romania,HIGH,6.85081
2017,EN_LKW_QLTRB,Romania,EXTREME,9.72947
2018,EN_LKW_QLTRB,Romania,HIGH,4.96483
2018,EN_LKW_QLTRB,Romania,MEDIUM,7.39893
2018,EN_LKW_QLTRB,Romania,LOW,80.64879
2018,EN_LKW_QLTRB,Romania,EXTREME,6.98745
2019,EN_LKW_QLTRB,Romania,MEDIUM,11.81554
2019,EN_LKW_QLTRB,Romania,LOW,74.83404
2019,EN_LKW_QLTRB,Romania,EXTREME,5.61686
2019,EN_LKW_QLTRB,Romania,HIGH,7.73356
2020,EN_LKW_QLTRB,Romania,MEDIUM,14.36709
2020,EN_LKW_QLTRB,Romania,EXTREME,13.86812
2020,EN_LKW_QLTRB,Romania,HIGH,9.00126
2020,EN_LKW_QLTRB,Romania,LOW,62.76352
2021,EN_LKW_QLTRB,Romania,EXTREME,6.21346
2021,EN_LKW_QLTRB,Romania,LOW,82.63088
2021,EN_LKW_QLTRB,Romania,MEDIUM,5.7982
2021,EN_LKW_QLTRB,Romania,HIGH,5.35746
2017,EN_LKW_QLTRB,Slovakia,MEDIUM,7.94945
2017,EN_LKW_QLTRB,Slovakia,EXTREME,13.46163
2017,EN_LKW_QLTRB,Slovakia,HIGH,4.69677
2017,EN_LKW_QLTRB,Slovakia,LOW,65.55882
2018,EN_LKW_QLTRB,Slovakia,EXTREME,5.04202
2018,EN_LKW_QLTRB,Slovakia,MEDIUM,10.17953
2018,EN_LKW_QLTRB,Slovakia,LOW,67.74444
2018,EN_LKW_QLTRB,Slovakia,HIGH,8.70067
2019,EN_LKW_QLTRB,Slovakia,MEDIUM,11.71366
2019,EN_LKW_QLTRB,Slovakia,EXTREME,14.64568
2019,EN_LKW_QLTRB,Slovakia,LOW,62.97871
2019,EN_LKW_QLTRB,Slovakia,HIGH,10.66196
2020,EN_LKW_QLTRB,Slovakia,EXTREME,8.05529
2020,EN_LKW_QLTRB,Slovakia,LOW,66.99853
2020,EN_LKW_QLTRB,Slovakia,HIGH,11.99549
2020,EN_LKW_QLTRB,Slovakia,MEDIUM,12.95069
2021,EN_LKW_QLTRB,Slovakia,MEDIUM,12.19206
2021,EN_LKW_QLTRB,Slovakia,LOW,61.94571
2021,EN_LKW_QLTRB,Slovakia,HIGH,16.85563
2021,EN_LKW_QLTRB,Slovakia,EXTREME,9.0066
2017,EN_LKW_QLTRB,Viet Nam,HIGH,3.59274
2017,EN_LKW_QLTRB,Viet Nam,MEDIUM,3.52007
2017,EN_LKW_QLTRB,Viet Nam,EXTREME,16.6239
2017,EN_LKW_QLTRB,Viet Nam,LOW,76.26329
2018,EN_LKW_QLTRB,Viet Nam,MEDIUM,4.91129
2018,EN_LKW_QLTRB,Viet Nam,EXTREME,20.69502
2018,EN_LKW_QLTRB,Viet Nam,LOW,71.28771
2018,EN_LKW_QLTRB,Viet Nam,HIGH,3.10597
2019,EN_LKW_QLTRB,Viet Nam,MEDIUM,10.24417
2019,EN_LKW_QLTRB,Viet Nam,EXTREME,20.92196
2019,EN_LKW_QLTRB,Viet Nam,LOW,59.68785
2019,EN_LKW_QLTRB,Viet Nam,HIGH,9.14602
2020,EN_LKW_QLTRB,Viet Nam,HIGH,10.23125
2020,EN_LKW_QLTRB,Viet Nam,EXTREME,14.25177
2020,EN_LKW_QLTRB,Viet Nam,MEDIUM,9.9572
2020,EN_LKW_QLTRB,Viet Nam,LOW,65.55978
2021,EN_LKW_QLTRB,Viet Nam,LOW,60.83531
2021,EN_LKW_QLTRB,Viet Nam,MEDIUM,8.56984
2021,EN_LKW_QLTRB,Viet Nam,HIGH,7.88383
2021,EN_LKW_QLTRB,Viet Nam,EXTREME,22.71102
2017,EN_LKW_QLTRB,Spain,EXTREME,16.57883
2017,EN_LKW_QLTRB,Spain,HIGH,12.14814
2017,EN_LKW_QLTRB,Spain,LOW,61.74962
2017,EN_LKW_QLTRB,Spain,MEDIUM,9.52341
2018,EN_LKW_QLTRB,Spain,HIGH,13.72282
2018,EN_LKW_QLTRB,Spain,MEDIUM,10.39616
2018,EN_LKW_QLTRB,Spain,EXTREME,15.9513
2018,EN_LKW_QLTRB,Spain,LOW,59.92972
2019,EN_LKW_QLTRB,Spain,MEDIUM,10.64996
2019,EN_LKW_QLTRB,Spain,EXTREME,18.43386
2019,EN_LKW_QLTRB,Spain,LOW,58.87907
2019,EN_LKW_QLTRB,Spain,HIGH,12.03711
2020,EN_LKW_QLTRB,Spain,EXTREME,20.19677
2020,EN_LKW_QLTRB,Spain,HIGH,14.77666
2020,EN_LKW_QLTRB,Spain,LOW,53.66577
2020,EN_LKW_QLTRB,Spain,MEDIUM,11.3608
2021,EN_LKW_QLTRB,Spain,HIGH,16.77315
2021,EN_LKW_QLTRB,Spain,MEDIUM,10.73089
2021,EN_LKW_QLTRB,Spain,LOW,47.82377
2021,EN_LKW_QLTRB,Spain,EXTREME,24.67218
2017,EN_LKW_QLTRB,Sweden,MEDIUM,12.03266
2017,EN_LKW_QLTRB,Sweden,LOW,66.77157
2017,EN_LKW_QLTRB,Sweden,HIGH,8.64638
2017,EN_LKW_QLTRB,Sweden,EXTREME,12.54939
2018,EN_LKW_QLTRB,Sweden,LOW,60.8942
2018,EN_LKW_QLTRB,Sweden,HIGH,10.60379
2018,EN_LKW_QLTRB,Sweden,MEDIUM,13.38173
2018,EN_LKW_QLTRB,Sweden,EXTREME,15.12028
2019,EN_LKW_QLTRB,Sweden,HIGH,16.03488
2019,EN_LKW_QLTRB,Sweden,MEDIUM,17.95975
2019,EN_LKW_QLTRB,Sweden,LOW,51.00438
2019,EN_LKW_QLTRB,Sweden,EXTREME,15.00099
2020,EN_LKW_QLTRB,Sweden,LOW,48.95377
2020,EN_LKW_QLTRB,Sweden,EXTREME,17.81106
2020,EN_LKW_QLTRB,Sweden,HIGH,16.67216
2020,EN_LKW_QLTRB,Sweden,MEDIUM,16.563
2021,EN_LKW_QLTRB,Sweden,EXTREME,14.20401
2021,EN_LKW_QLTRB,Sweden,HIGH,11.68973
2021,EN_LKW_QLTRB,Sweden,MEDIUM,13.545
2021,EN_LKW_QLTRB,Sweden,LOW,60.56125
2017,EN_LKW_QLTRB,Switzerland,LOW,64.22549
2017,EN_LKW_QLTRB,Switzerland,MEDIUM,13.17187
2017,EN_LKW_QLTRB,Switzerland,HIGH,13.98301
2017,EN_LKW_QLTRB,Switzerland,EXTREME,8.61964
2018,EN_LKW_QLTRB,Switzerland,HIGH,5.69142
2018,EN_LKW_QLTRB,Switzerland,MEDIUM,12.41789
2018,EN_LKW_QLTRB,Switzerland,EXTREME,4.92081
2018,EN_LKW_QLTRB,Switzerland,LOW,76.96987
2019,EN_LKW_QLTRB,Switzerland,HIGH,11.92947
2019,EN_LKW_QLTRB,Switzerland,LOW,59.39452
2019,EN_LKW_QLTRB,Switzerland,MEDIUM,22.73079
2019,EN_LKW_QLTRB,Switzerland,EXTREME,5.94522
2020,EN_LKW_QLTRB,Switzerland,EXTREME,10.04477
2020,EN_LKW_QLTRB,Switzerland,MEDIUM,13.0206
2020,EN_LKW_QLTRB,Switzerland,LOW,62.34408
2020,EN_LKW_QLTRB,Switzerland,HIGH,14.59054
2021,EN_LKW_QLTRB,Switzerland,HIGH,14.4819
2021,EN_LKW_QLTRB,Switzerland,EXTREME,8.06167
2021,EN_LKW_QLTRB,Switzerland,LOW,57.94693
2021,EN_LKW_QLTRB,Switzerland,MEDIUM,19.50951
2017,EN_LKW_QLTRB,Tajikistan,MEDIUM,11.80685
2017,EN_LKW_QLTRB,Tajikistan,EXTREME,16.28542
2017,EN_LKW_QLTRB,Tajikistan,LOW,59.28376
2017,EN_LKW_QLTRB,Tajikistan,HIGH,12.62397
