Year,Country,Location,Value
2017,Lithuania,RURAL,100.0
2018,Lithuania,RURAL,100.0
2018,Lithuania,ALLAREA,100.0
2018,Lithuania,URBAN,100.0
2019,Lithuania,URBAN,100.0
2019,Lithuania,ALLAREA,100.0
2019,Lithuania,RURAL,100.0
2020,Lithuania,ALLAREA,100.0
2020,Lithuania,RURAL,100.0
2021,Poland,ALLAREA,100.0
2021,Poland,URBAN,100.0
2021,Poland,RURAL,100.0
2000,Portugal,ALLAREA,100.0
2000,Portugal,URBAN,100.0
2000,Portugal,RURAL,100.0
2001,Portugal,RURAL,100.0
2001,Portugal,URBAN,100.0
2001,Portugal,ALLAREA,100.0
2002,Portugal,URBAN,100.0
2002,Portugal,RURAL,100.0
2002,Portugal,ALLAREA,100.0
2003,Portugal,ALLAREA,100.0
2016,Estonia,ALLAREA,100.0
2017,Estonia,ALLAREA,100.0
2017,Estonia,RURAL,100.0
2017,Estonia,URBAN,100.0
2018,Estonia,RURAL,100.0
2018,Estonia,ALLAREA,100.0
2018,Estonia,URBAN,100.0
2019,Estonia,ALLAREA,100.0
2019,Estonia,RURAL,100.0
2019,Estonia,URBAN,100.0
2020,Estonia,URBAN,100.0
2020,Estonia,ALLAREA,100.0
2020,Estonia,RURAL,100.0
2003,Portugal,RURAL,100.0
2003,Portugal,URBAN,100.0
2004,Portugal,URBAN,100.0
2004,Portugal,RURAL,100.0
2004,Portugal,ALLAREA,100.0
2005,Portugal,ALLAREA,100.0
2005,Portugal,RURAL,100.0
2005,Portugal,URBAN,100.0
2006,Portugal,URBAN,100.0
2006,Portugal,RURAL,100.0
2006,Portugal,ALLAREA,100.0
2007,Portugal,ALLAREA,100.0
2007,Portugal,RURAL,100.0
2021,Estonia,ALLAREA,100.0
2021,Estonia,URBAN,100.0
2021,Estonia,RURAL,100.0
2000,Finland,ALLAREA,100.0
2000,Finland,URBAN,100.0
2000,Finland,RURAL,100.0
2001,Finland,RURAL,100.0
2001,Finland,URBAN,100.0
2001,Finland,ALLAREA,100.0
2002,Finland,ALLAREA,100.0
2002,Finland,URBAN,100.0
2002,Finland,RURAL,100.0
2003,Finland,RURAL,100.0
2020,Lithuania,URBAN,100.0
2021,Lithuania,RURAL,100.0
2021,Lithuania,ALLAREA,100.0
2021,Lithuania,URBAN,100.0
2000,Luxembourg,RURAL,100.0
2000,Luxembourg,ALLAREA,100.0
2000,Luxembourg,URBAN,100.0
2001,Luxembourg,URBAN,100.0
2001,Luxembourg,RURAL,100.0
2001,Luxembourg,ALLAREA,100.0
2002,Luxembourg,RURAL,100.0
2002,Luxembourg,ALLAREA,100.0
2002,Luxembourg,URBAN,100.0
2007,Portugal,URBAN,100.0
2008,Portugal,URBAN,100.0
2008,Portugal,RURAL,100.0
2008,Portugal,ALLAREA,100.0
2009,Portugal,URBAN,100.0
2009,Portugal,ALLAREA,100.0
2009,Portugal,RURAL,100.0
2010,Portugal,URBAN,100.0
2010,Portugal,RURAL,100.0
2010,Portugal,ALLAREA,100.0
2011,Portugal,ALLAREA,100.0
2011,Portugal,RURAL,100.0
2011,Portugal,URBAN,100.0
2003,Finland,URBAN,100.0
2003,Finland,ALLAREA,100.0
2004,Finland,ALLAREA,100.0
2004,Finland,URBAN,100.0
2004,Finland,RURAL,100.0
2005,Finland,RURAL,100.0
2005,Finland,URBAN,100.0
2005,Finland,ALLAREA,100.0
2006,Finland,ALLAREA,100.0
2006,Finland,URBAN,100.0
2006,Finland,RURAL,100.0
2007,Finland,RURAL,100.0
2007,Finland,URBAN,100.0
2003,Luxembourg,URBAN,100.0
2003,Luxembourg,ALLAREA,100.0
2003,Luxembourg,RURAL,100.0
2004,Luxembourg,RURAL,100.0
2004,Luxembourg,ALLAREA,100.0
2004,Luxembourg,URBAN,100.0
2005,Luxembourg,URBAN,100.0
2005,Luxembourg,RURAL,100.0
2005,Luxembourg,ALLAREA,100.0
2006,Luxembourg,ALLAREA,100.0
2006,Luxembourg,RURAL,100.0
2006,Luxembourg,URBAN,100.0
2007,Luxembourg,RURAL,100.0
2007,Finland,ALLAREA,100.0
2008,Finland,URBAN,100.0
2008,Finland,ALLAREA,100.0
2008,Finland,RURAL,100.0
2009,Finland,URBAN,100.0
2009,Finland,RURAL,100.0
2009,Finland,ALLAREA,100.0
2010,Finland,ALLAREA,100.0
2010,Finland,RURAL,100.0
2010,Finland,URBAN,100.0
2011,Finland,URBAN,100.0
2011,Finland,RURAL,100.0
2011,Finland,ALLAREA,100.0
2012,Portugal,URBAN,100.0
2012,Portugal,RURAL,100.0
2012,Portugal,ALLAREA,100.0
2013,Portugal,ALLAREA,100.0
2013,Portugal,RURAL,100.0
2013,Portugal,URBAN,100.0
2014,Portugal,URBAN,100.0
2014,Portugal,ALLAREA,100.0
2014,Portugal,RURAL,100.0
2015,Portugal,RURAL,100.0
2015,Portugal,ALLAREA,100.0
2015,Portugal,URBAN,100.0
2016,Portugal,ALLAREA,100.0
2007,Luxembourg,ALLAREA,100.0
2007,Luxembourg,URBAN,100.0
2008,Luxembourg,URBAN,100.0
2008,Luxembourg,ALLAREA,100.0
2008,Luxembourg,RURAL,100.0
2009,Luxembourg,RURAL,100.0
2009,Luxembourg,ALLAREA,100.0
2009,Luxembourg,URBAN,100.0
2010,Luxembourg,URBAN,100.0
2010,Luxembourg,ALLAREA,100.0
2010,Luxembourg,RURAL,100.0
2011,Luxembourg,RURAL,100.0
2011,Luxembourg,ALLAREA,100.0
2012,Finland,ALLAREA,100.0
2012,Finland,URBAN,100.0
2012,Finland,RURAL,100.0
2013,Finland,RURAL,100.0
2013,Finland,URBAN,100.0
2013,Finland,ALLAREA,100.0
2014,Finland,ALLAREA,100.0
2014,Finland,RURAL,100.0
2014,Finland,URBAN,100.0
2015,Finland,URBAN,100.0
2015,Finland,ALLAREA,100.0
2015,Finland,RURAL,100.0
2016,Finland,ALLAREA,100.0
2011,Luxembourg,URBAN,100.0
2012,Luxembourg,URBAN,100.0
2012,Luxembourg,ALLAREA,100.0
2012,Luxembourg,RURAL,100.0
2013,Luxembourg,RURAL,100.0
2013,Luxembourg,ALLAREA,100.0
2013,Luxembourg,URBAN,100.0
2014,Luxembourg,RURAL,100.0
2014,Luxembourg,URBAN,100.0
2014,Luxembourg,ALLAREA,100.0
2015,Luxembourg,RURAL,100.0
2015,Luxembourg,ALLAREA,100.0
2015,Luxembourg,URBAN,100.0
2016,Finland,URBAN,100.0
2016,Finland,RURAL,100.0
2017,Finland,URBAN,100.0
2017,Finland,RURAL,100.0
2017,Finland,ALLAREA,100.0
2018,Finland,ALLAREA,100.0
2018,Finland,URBAN,100.0
2018,Finland,RURAL,100.0
2019,Finland,RURAL,100.0
2019,Finland,URBAN,100.0
2019,Finland,ALLAREA,100.0
2020,Finland,ALLAREA,100.0
2020,Finland,URBAN,100.0
2016,Luxembourg,URBAN,100.0
2016,Luxembourg,RURAL,100.0
2016,Luxembourg,ALLAREA,100.0
2017,Luxembourg,ALLAREA,100.0
2017,Luxembourg,RURAL,100.0
2017,Luxembourg,URBAN,100.0
2018,Luxembourg,URBAN,100.0
2018,Luxembourg,RURAL,100.0
2018,Luxembourg,ALLAREA,100.0
2019,Luxembourg,URBAN,100.0
2019,Luxembourg,ALLAREA,100.0
2019,Luxembourg,RURAL,100.0
2020,Luxembourg,RURAL,100.0
2020,Finland,RURAL,100.0
2021,Finland,RURAL,100.0
2021,Finland,URBAN,100.0
2021,Finland,ALLAREA,100.0
2000,France,RURAL,100.0
2000,France,URBAN,100.0
2000,France,ALLAREA,100.0
2001,France,ALLAREA,100.0
2001,France,URBAN,100.0
2001,France,RURAL,100.0
2002,France,URBAN,100.0
2002,France,RURAL,100.0
2002,France,ALLAREA,100.0
2003,France,ALLAREA,100.0
2003,France,RURAL,100.0
2003,France,URBAN,100.0
2004,France,RURAL,100.0
2004,France,URBAN,100.0
2004,France,ALLAREA,100.0
2005,France,ALLAREA,100.0
2005,France,URBAN,100.0
2005,France,RURAL,100.0
2006,France,RURAL,100.0
2006,France,URBAN,100.0
2006,France,ALLAREA,100.0
2007,France,ALLAREA,100.0
2016,Portugal,RURAL,100.0
2016,Portugal,URBAN,100.0
2017,Portugal,RURAL,100.0
2017,Portugal,URBAN,100.0
2017,Portugal,ALLAREA,100.0
2018,Portugal,ALLAREA,100.0
2018,Portugal,RURAL,100.0
2018,Portugal,URBAN,100.0
2019,Portugal,RURAL,100.0
2019,Portugal,URBAN,100.0
2019,Portugal,ALLAREA,100.0
2020,Portugal,ALLAREA,100.0
2020,Portugal,URBAN,100.0
2020,Luxembourg,URBAN,100.0
2020,Luxembourg,ALLAREA,100.0
2021,Luxembourg,URBAN,100.0
2021,Luxembourg,RURAL,100.0
2021,Luxembourg,ALLAREA,100.0
2000,Malta,ALLAREA,100.0
2000,Malta,RURAL,100.0
2000,Malta,URBAN,100.0
2001,Malta,URBAN,100.0
2001,Malta,RURAL,100.0
2001,Malta,ALLAREA,100.0
2002,Malta,ALLAREA,100.0
2002,Malta,RURAL,100.0
2007,France,URBAN,100.0
2007,France,RURAL,100.0
2008,France,RURAL,100.0
2008,France,URBAN,100.0
2008,France,ALLAREA,100.0
2009,France,ALLAREA,100.0
2009,France,URBAN,100.0
2009,France,RURAL,100.0
2010,France,RURAL,100.0
2010,France,URBAN,100.0
2010,France,ALLAREA,100.0
2011,France,ALLAREA,100.0
2011,France,URBAN,100.0
2002,Malta,URBAN,100.0
2003,Malta,RURAL,100.0
2003,Malta,URBAN,100.0
2003,Malta,ALLAREA,100.0
2004,Malta,ALLAREA,100.0
2004,Malta,URBAN,100.0
2004,Malta,RURAL,100.0
2005,Malta,URBAN,100.0
2005,Malta,ALLAREA,100.0
2005,Malta,RURAL,100.0
2006,Malta,ALLAREA,100.0
2006,Malta,URBAN,100.0
2006,Malta,RURAL,100.0
2007,Malta,RURAL,100.0
2007,Malta,URBAN,100.0
2007,Malta,ALLAREA,100.0
2008,Malta,ALLAREA,100.0
2008,Malta,URBAN,100.0
2008,Malta,RURAL,100.0
2009,Malta,RURAL,100.0
2009,Malta,URBAN,100.0
2009,Malta,ALLAREA,100.0
2010,Malta,ALLAREA,100.0
2010,Malta,URBAN,100.0
2010,Malta,RURAL,100.0
2011,Malta,RURAL,100.0
2020,Portugal,RURAL,100.0
2021,Portugal,RURAL,100.0
2021,Portugal,URBAN,100.0
2021,Portugal,ALLAREA,100.0
2000,Romania,ALLAREA,94.4
2000,Romania,RURAL,93.4
2000,Romania,URBAN,95.3
2001,Romania,URBAN,95.5
2001,Romania,RURAL,93.7
2001,Romania,ALLAREA,94.6
2002,Romania,ALLAREA,94.9
2002,Romania,RURAL,94.0
2002,Romania,URBAN,95.7
2011,Malta,URBAN,100.0
2011,Malta,ALLAREA,100.0
2012,Malta,URBAN,100.0
2012,Malta,RURAL,100.0
2012,Malta,ALLAREA,100.0
2013,Malta,RURAL,100.0
2013,Malta,URBAN,100.0
2013,Malta,ALLAREA,100.0
2014,Malta,ALLAREA,100.0
2014,Malta,URBAN,100.0
2014,Malta,RURAL,100.0
2015,Malta,RURAL,100.0
2015,Malta,URBAN,100.0
2003,Romania,URBAN,95.9
2003,Romania,RURAL,94.3
2003,Romania,ALLAREA,95.1
2004,Romania,ALLAREA,95.3
2004,Romania,RURAL,94.5
2004,Romania,URBAN,96.1
2005,Romania,RURAL,94.8
2005,Romania,ALLAREA,95.6
2005,Romania,URBAN,96.3
2006,Romania,RURAL,95.1
2006,Romania,ALLAREA,95.9
2006,Romania,URBAN,96.5
2007,Romania,URBAN,96.8
2015,Malta,ALLAREA,100.0
2016,Malta,URBAN,100.0
2016,Malta,RURAL,100.0
2016,Malta,ALLAREA,100.0
2017,Malta,ALLAREA,100.0
2017,Malta,RURAL,100.0
2017,Malta,URBAN,100.0
2018,Malta,ALLAREA,100.0
2018,Malta,RURAL,100.0
2018,Malta,URBAN,100.0
2019,Malta,RURAL,100.0
2019,Malta,ALLAREA,100.0
2019,Malta,URBAN,100.0
2011,France,RURAL,100.0
2012,France,RURAL,100.0
2012,France,URBAN,100.0
2012,France,ALLAREA,100.0
2013,France,URBAN,100.0
2013,France,RURAL,100.0
2013,France,ALLAREA,100.0
2014,France,RURAL,100.0
2014,France,URBAN,100.0
2014,France,ALLAREA,100.0
2015,France,URBAN,100.0
2015,France,ALLAREA,100.0
2015,France,RURAL,100.0
2016,France,RURAL,100.0
2016,France,ALLAREA,100.0
2016,France,URBAN,100.0
2017,France,ALLAREA,100.0
2017,France,RURAL,100.0
2017,France,URBAN,100.0
2018,France,URBAN,100.0
2018,France,RURAL,100.0
2018,France,ALLAREA,100.0
2019,France,ALLAREA,100.0
2019,France,URBAN,100.0
2019,France,RURAL,100.0
2020,France,RURAL,100.0
2007,Romania,RURAL,95.4
2007,Romania,ALLAREA,96.1
2008,Romania,RURAL,95.8
2008,Romania,ALLAREA,96.5
2008,Romania,URBAN,97.0
2009,Romania,ALLAREA,96.8
2009,Romania,RURAL,96.1
2009,Romania,URBAN,97.3
2010,Romania,URBAN,98.0
2010,Romania,RURAL,96.0
2010,Romania,ALLAREA,97.1
2011,Romania,ALLAREA,97.4
2011,Romania,RURAL,96.3
2020,Malta,ALLAREA,100.0
2020,Malta,RURAL,100.0
2020,Malta,URBAN,100.0
2021,Malta,RURAL,100.0
2021,Malta,URBAN,100.0
2021,Malta,ALLAREA,100.0
2000,Republic of Moldova,URBAN,99.1
2000,Republic of Moldova,ALLAREA,98.7
2000,Republic of Moldova,RURAL,98.4
2001,Republic of Moldova,URBAN,99.1
2001,Republic of Moldova,RURAL,98.5
2001,Republic of Moldova,ALLAREA,98.8
2002,Republic of Moldova,ALLAREA,99.0
2020,France,URBAN,100.0
2020,France,ALLAREA,100.0
2021,France,ALLAREA,100.0
2021,France,URBAN,100.0
2021,France,RURAL,100.0
2000,Georgia,ALLAREA,99.8
2000,Georgia,RURAL,99.7
2000,Georgia,URBAN,99.9
2001,Georgia,RURAL,99.7
2001,Georgia,URBAN,99.9
2001,Georgia,ALLAREA,99.8
2002,Georgia,RURAL,99.8
2002,Georgia,URBAN,100.0
2021,Armenia,URBAN,99.9
2021,Armenia,ALLAREA,100.0
2000,Belgium,ALLAREA,100.0
2000,Belgium,URBAN,100.0
2000,Belgium,RURAL,100.0
2001,Belgium,RURAL,100.0
2001,Belgium,URBAN,100.0
2001,Belgium,ALLAREA,100.0
2002,Belgium,ALLAREA,100.0
2002,Belgium,URBAN,100.0
2002,Belgium,RURAL,100.0
2003,Belgium,ALLAREA,100.0
2003,Belgium,RURAL,100.0
2002,Republic of Moldova,URBAN,99.1
2002,Republic of Moldova,RURAL,98.9
2003,Republic of Moldova,URBAN,99.1
2003,Republic of Moldova,ALLAREA,98.8
2003,Republic of Moldova,RURAL,98.6
2004,Republic of Moldova,ALLAREA,99.1
2004,Republic of Moldova,URBAN,99.1
2004,Republic of Moldova,RURAL,99.1
2005,Republic of Moldova,RURAL,98.0
2005,Republic of Moldova,URBAN,99.4
2005,Republic of Moldova,ALLAREA,98.6
2006,Republic of Moldova,ALLAREA,98.9
2006,Republic of Moldova,URBAN,99.2
2002,Georgia,ALLAREA,99.9
2003,Georgia,URBAN,100.0
2003,Georgia,ALLAREA,100.0
2003,Georgia,RURAL,100.0
2004,Georgia,RURAL,99.9
2004,Georgia,ALLAREA,99.9
2004,Georgia,URBAN,99.9
2005,Georgia,ALLAREA,97.9
2005,Georgia,URBAN,98.3
2005,Georgia,RURAL,97.5
2006,Georgia,RURAL,100.0
2006,Georgia,URBAN,100.0
2006,Georgia,ALLAREA,100.0
2006,Republic of Moldova,RURAL,98.7
2007,Republic of Moldova,RURAL,98.8
2007,Republic of Moldova,URBAN,99.2
2007,Republic of Moldova,ALLAREA,99.0
2008,Republic of Moldova,ALLAREA,99.1
2008,Republic of Moldova,URBAN,99.3
2008,Republic of Moldova,RURAL,98.9
2009,Republic of Moldova,URBAN,99.4
2009,Republic of Moldova,RURAL,99.0
2009,Republic of Moldova,ALLAREA,99.2
2010,Republic of Moldova,ALLAREA,99.3
2010,Republic of Moldova,URBAN,99.6
2010,Republic of Moldova,RURAL,99.1
2007,Georgia,ALLAREA,100.0
2007,Georgia,URBAN,100.0
2007,Georgia,RURAL,100.0
2008,Georgia,ALLAREA,100.0
2008,Georgia,RURAL,100.0
2008,Georgia,URBAN,100.0
2009,Georgia,ALLAREA,100.0
2009,Georgia,URBAN,100.0
2009,Georgia,RURAL,100.0
2010,Georgia,RURAL,100.0
2010,Georgia,URBAN,100.0
2010,Georgia,ALLAREA,100.0
2011,Georgia,ALLAREA,100.0
2011,Republic of Moldova,RURAL,99.2
2011,Republic of Moldova,URBAN,99.7
2011,Republic of Moldova,ALLAREA,99.4
2012,Republic of Moldova,URBAN,99.8
2012,Republic of Moldova,RURAL,99.3
2012,Republic of Moldova,ALLAREA,99.5
2013,Republic of Moldova,RURAL,99.5
2013,Republic of Moldova,URBAN,99.9
2013,Republic of Moldova,ALLAREA,99.6
2014,Republic of Moldova,URBAN,99.9
2014,Republic of Moldova,RURAL,99.6
2014,Republic of Moldova,ALLAREA,99.8
2015,Republic of Moldova,RURAL,99.8
2011,Georgia,URBAN,100.0
2011,Georgia,RURAL,100.0
2012,Georgia,RURAL,100.0
2012,Georgia,URBAN,100.0
2012,Georgia,ALLAREA,100.0
2013,Georgia,ALLAREA,100.0
2013,Georgia,URBAN,100.0
2013,Georgia,RURAL,100.0
2014,Georgia,RURAL,100.0
2014,Georgia,URBAN,100.0
2014,Georgia,ALLAREA,100.0
2015,Georgia,ALLAREA,100.0
2015,Georgia,RURAL,100.0
2015,Republic of Moldova,URBAN,100.0
2015,Republic of Moldova,ALLAREA,99.9
2016,Republic of Moldova,ALLAREA,99.9
2016,Republic of Moldova,RURAL,99.9
2016,Republic of Moldova,URBAN,100.0
2017,Republic of Moldova,URBAN,100.0
2017,Republic of Moldova,RURAL,100.0
2017,Republic of Moldova,ALLAREA,100.0
2018,Republic of Moldova,ALLAREA,100.0
2018,Republic of Moldova,RURAL,100.0
2018,Republic of Moldova,URBAN,100.0
2019,Republic of Moldova,URBAN,100.0
2019,Republic of Moldova,RURAL,100.0
2015,Georgia,URBAN,100.0
2016,Georgia,RURAL,100.0
2016,Georgia,URBAN,100.0
2016,Georgia,ALLAREA,100.0
2017,Georgia,ALLAREA,100.0
2017,Georgia,URBAN,100.0
2017,Georgia,RURAL,100.0
2018,Georgia,RURAL,100.0
2018,Georgia,URBAN,99.8
2018,Georgia,ALLAREA,99.9
2019,Georgia,ALLAREA,100.0
2019,Georgia,URBAN,100.0
2019,Georgia,RURAL,100.0
2019,Republic of Moldova,ALLAREA,100.0
2020,Republic of Moldova,URBAN,100.0
2020,Republic of Moldova,ALLAREA,100.0
2020,Republic of Moldova,RURAL,100.0
2021,Republic of Moldova,URBAN,100.0
2021,Republic of Moldova,RURAL,100.0
2021,Republic of Moldova,ALLAREA,100.0
2000,Montenegro,ALLAREA,99.1
2000,Montenegro,RURAL,98.2
2000,Montenegro,URBAN,99.7
2001,Montenegro,URBAN,99.7
2001,Montenegro,RURAL,98.2
2001,Montenegro,ALLAREA,99.1
2002,Montenegro,ALLAREA,99.0
2002,Montenegro,RURAL,98.2
2002,Montenegro,URBAN,99.6
2003,Montenegro,URBAN,99.5
2003,Montenegro,RURAL,98.1
2003,Montenegro,ALLAREA,99.0
2004,Montenegro,RURAL,98.1
2004,Montenegro,URBAN,99.5
2004,Montenegro,ALLAREA,99.0
2005,Montenegro,URBAN,100.0
2005,Montenegro,RURAL,99.5
2005,Montenegro,ALLAREA,99.8
2006,Montenegro,RURAL,98.1
2006,Montenegro,URBAN,99.5
2006,Montenegro,ALLAREA,99.0
2007,Montenegro,URBAN,99.5
2007,Montenegro,ALLAREA,99.0
2007,Montenegro,RURAL,98.1
2008,Montenegro,URBAN,99.6
2008,Montenegro,RURAL,98.1
2008,Montenegro,ALLAREA,99.0
2009,Montenegro,ALLAREA,99.1
2009,Montenegro,RURAL,98.1
2009,Montenegro,URBAN,99.6
2010,Montenegro,URBAN,99.7
2010,Montenegro,RURAL,98.2
2020,Georgia,RURAL,100.0
2020,Georgia,URBAN,100.0
2020,Georgia,ALLAREA,100.0
2021,Georgia,ALLAREA,100.0
2021,Georgia,URBAN,99.9
2021,Georgia,RURAL,100.0
2000,Germany,ALLAREA,100.0
2000,Germany,URBAN,100.0
2000,Germany,RURAL,100.0
2001,Germany,RURAL,100.0
2001,Germany,ALLAREA,100.0
2001,Germany,URBAN,100.0
2002,Germany,URBAN,100.0
2010,Montenegro,ALLAREA,99.2
2011,Montenegro,ALLAREA,99.0
2011,Montenegro,URBAN,99.8
2011,Montenegro,RURAL,97.6
2012,Montenegro,URBAN,99.8
2012,Montenegro,RURAL,98.3
2012,Montenegro,ALLAREA,99.3
2013,Montenegro,ALLAREA,99.7
2013,Montenegro,RURAL,99.9
2013,Montenegro,URBAN,99.6
2014,Montenegro,RURAL,94.1
2014,Montenegro,ALLAREA,97.7
2014,Montenegro,URBAN,99.6
2003,Belgium,URBAN,100.0
2004,Belgium,ALLAREA,100.0
2004,Belgium,URBAN,100.0
2004,Belgium,RURAL,100.0
2005,Belgium,RURAL,100.0
2005,Belgium,URBAN,100.0
2005,Belgium,ALLAREA,100.0
2006,Belgium,ALLAREA,100.0
2006,Belgium,URBAN,100.0
2006,Belgium,RURAL,100.0
2007,Belgium,RURAL,100.0
2007,Belgium,ALLAREA,100.0
2007,Belgium,URBAN,100.0
2002,Germany,ALLAREA,100.0
2002,Germany,RURAL,100.0
2003,Germany,RURAL,100.0
2003,Germany,ALLAREA,100.0
2003,Germany,URBAN,100.0
2004,Germany,ALLAREA,100.0
2004,Germany,URBAN,100.0
2004,Germany,RURAL,100.0
2005,Germany,RURAL,100.0
2005,Germany,URBAN,100.0
2005,Germany,ALLAREA,100.0
2006,Germany,RURAL,100.0
2006,Germany,URBAN,100.0
2006,Germany,ALLAREA,100.0
2007,Germany,RURAL,100.0
2007,Germany,URBAN,100.0
2007,Germany,ALLAREA,100.0
2008,Germany,ALLAREA,100.0
2008,Germany,URBAN,100.0
2008,Germany,RURAL,100.0
2009,Germany,URBAN,100.0
2009,Germany,RURAL,100.0
2009,Germany,ALLAREA,100.0
2010,Germany,ALLAREA,100.0
2010,Germany,RURAL,100.0
2010,Germany,URBAN,100.0
2015,Montenegro,ALLAREA,99.5
2015,Montenegro,RURAL,98.6
2015,Montenegro,URBAN,99.9
2016,Montenegro,URBAN,99.9
2016,Montenegro,RURAL,98.9
2016,Montenegro,ALLAREA,99.6
2017,Montenegro,RURAL,100.0
2017,Montenegro,URBAN,99.9
2017,Montenegro,ALLAREA,100.0
2018,Montenegro,ALLAREA,100.0
2018,Montenegro,URBAN,100.0
2018,Montenegro,RURAL,100.0
2019,Montenegro,RURAL,99.9
2011,Romania,URBAN,98.4
2012,Romania,ALLAREA,97.8
2012,Romania,RURAL,96.7
2012,Romania,URBAN,98.7
2013,Romania,RURAL,97.1
2013,Romania,ALLAREA,98.1
2013,Romania,URBAN,99.0
2014,Romania,URBAN,99.1
2014,Romania,ALLAREA,98.4
2014,Romania,RURAL,97.6
2015,Romania,RURAL,98.2
2015,Romania,ALLAREA,98.8
2015,Romania,URBAN,99.2
2011,Germany,URBAN,100.0
2011,Germany,RURAL,100.0
2011,Germany,ALLAREA,100.0
2012,Germany,ALLAREA,100.0
2012,Germany,RURAL,100.0
2012,Germany,URBAN,100.0
2013,Germany,RURAL,100.0
2013,Germany,ALLAREA,100.0
2013,Germany,URBAN,100.0
2014,Germany,ALLAREA,100.0
2014,Germany,RURAL,100.0
2014,Germany,URBAN,100.0
2015,Germany,URBAN,100.0
2019,Montenegro,URBAN,100.0
2019,Montenegro,ALLAREA,100.0
2020,Montenegro,ALLAREA,99.9
2020,Montenegro,URBAN,100.0
2020,Montenegro,RURAL,99.5
2021,Montenegro,RURAL,99.4
2021,Montenegro,URBAN,100.0
2021,Montenegro,ALLAREA,99.8
2000,Netherlands (Kingdom of the),ALLAREA,100.0
2000,Netherlands (Kingdom of the),RURAL,100.0
2000,Netherlands (Kingdom of the),URBAN,100.0
2001,Netherlands (Kingdom of the),URBAN,100.0
2001,Netherlands (Kingdom of the),RURAL,100.0
2016,Romania,URBAN,99.5
2016,Romania,ALLAREA,99.1
2016,Romania,RURAL,98.6
2017,Romania,RURAL,100.0
2017,Romania,URBAN,99.6
2017,Romania,ALLAREA,100.0
2018,Romania,ALLAREA,99.8
2018,Romania,URBAN,99.8
2018,Romania,RURAL,99.9
2019,Romania,URBAN,100.0
2019,Romania,ALLAREA,100.0
2019,Romania,RURAL,100.0
2020,Romania,ALLAREA,100.0
2001,Netherlands (Kingdom of the),ALLAREA,100.0
2002,Netherlands (Kingdom of the),ALLAREA,100.0
2002,Netherlands (Kingdom of the),RURAL,100.0
2002,Netherlands (Kingdom of the),URBAN,100.0
2003,Netherlands (Kingdom of the),URBAN,100.0
2003,Netherlands (Kingdom of the),RURAL,100.0
2003,Netherlands (Kingdom of the),ALLAREA,100.0
2004,Netherlands (Kingdom of the),ALLAREA,100.0
2004,Netherlands (Kingdom of the),RURAL,100.0
2004,Netherlands (Kingdom of the),URBAN,100.0
2005,Netherlands (Kingdom of the),URBAN,100.0
2005,Netherlands (Kingdom of the),RURAL,100.0
2005,Netherlands (Kingdom of the),ALLAREA,100.0
2015,Germany,RURAL,100.0
2015,Germany,ALLAREA,100.0
2016,Germany,ALLAREA,100.0
2016,Germany,RURAL,100.0
2016,Germany,URBAN,100.0
2017,Germany,URBAN,100.0
2017,Germany,RURAL,100.0
2017,Germany,ALLAREA,100.0
2018,Germany,RURAL,100.0
2018,Germany,ALLAREA,100.0
2018,Germany,URBAN,100.0
2019,Germany,URBAN,100.0
2019,Germany,ALLAREA,100.0
2006,Netherlands (Kingdom of the),ALLAREA,100.0
2006,Netherlands (Kingdom of the),RURAL,100.0
2006,Netherlands (Kingdom of the),URBAN,100.0
2007,Netherlands (Kingdom of the),URBAN,100.0
2007,Netherlands (Kingdom of the),RURAL,100.0
2007,Netherlands (Kingdom of the),ALLAREA,100.0
2008,Netherlands (Kingdom of the),ALLAREA,100.0
2008,Netherlands (Kingdom of the),RURAL,100.0
2008,Netherlands (Kingdom of the),URBAN,100.0
2009,Netherlands (Kingdom of the),URBAN,100.0
2009,Netherlands (Kingdom of the),RURAL,100.0
2009,Netherlands (Kingdom of the),ALLAREA,100.0
2010,Netherlands (Kingdom of the),ALLAREA,100.0
2010,Netherlands (Kingdom of the),RURAL,100.0
2010,Netherlands (Kingdom of the),URBAN,100.0
2011,Netherlands (Kingdom of the),URBAN,100.0
2011,Netherlands (Kingdom of the),RURAL,100.0
2011,Netherlands (Kingdom of the),ALLAREA,100.0
2012,Netherlands (Kingdom of the),RURAL,100.0
2012,Netherlands (Kingdom of the),URBAN,100.0
2012,Netherlands (Kingdom of the),ALLAREA,100.0
2013,Netherlands (Kingdom of the),URBAN,100.0
2013,Netherlands (Kingdom of the),RURAL,100.0
2013,Netherlands (Kingdom of the),ALLAREA,100.0
2014,Netherlands (Kingdom of the),RURAL,100.0
2014,Netherlands (Kingdom of the),ALLAREA,100.0
2019,Germany,RURAL,100.0
2020,Germany,RURAL,100.0
2020,Germany,ALLAREA,100.0
2020,Germany,URBAN,100.0
2021,Germany,URBAN,100.0
2021,Germany,ALLAREA,100.0
2021,Germany,RURAL,100.0
2000,Greece,ALLAREA,100.0
2000,Greece,URBAN,100.0
2000,Greece,RURAL,100.0
2001,Greece,RURAL,100.0
2001,Greece,URBAN,100.0
2001,Greece,ALLAREA,100.0
2014,Netherlands (Kingdom of the),URBAN,100.0
2015,Netherlands (Kingdom of the),ALLAREA,100.0
2015,Netherlands (Kingdom of the),URBAN,100.0
