Year,SeriesCode,GeoAreaName,Age,Value
2019,SE_GPI_PART,Hungary,15-64,1.0
2019,SE_GPI_PART,Hungary,25-54,1.1
2019,SE_GPI_PART,Hungary,15-24,1.1
2020,SE_GPI_PART,Hungary,15-24,1.1
2020,SE_GPI_PART,Hungary,25-54,1.2
2020,SE_GPI_PART,Hungary,15-64,1.1
2020,SE_GPI_PART,Hungary,55-64,1.3
2004,SE_GPI_PART,Iceland,55-64,1.2
2004,SE_GPI_PART,Iceland,25-54,1.4
2010,SE_GPI_PART,Belgium,25-54,1.1
2010,SE_GPI_PART,Belgium,55-64,1.1
2010,SE_GPI_PART,Belgium,15-64,1.0
2011,SE_GPI_PART,Belgium,15-64,1.1
2011,SE_GPI_PART,Belgium,55-64,1.1
2011,SE_GPI_PART,Belgium,25-54,1.1
2011,SE_GPI_PART,Belgium,15-24,1.1
2004,SE_GPI_PART,Iceland,15-64,1.2
2004,SE_GPI_PART,Iceland,15-24,1.0
2005,SE_GPI_PART,Iceland,15-24,1.1
2005,SE_GPI_PART,Iceland,15-64,1.2
2005,SE_GPI_PART,Iceland,25-54,1.3
2005,SE_GPI_PART,Iceland,55-64,1.2
2006,SE_GPI_PART,Iceland,55-64,1.3
2006,SE_GPI_PART,Iceland,25-54,1.3
2006,SE_GPI_PART,Iceland,15-64,1.2
2006,SE_GPI_PART,Iceland,15-24,1.1
2007,SE_GPI_PART,Iceland,15-24,1.1
2007,SE_GPI_PART,Iceland,15-64,1.2
2007,SE_GPI_PART,Iceland,25-54,1.3
2007,SE_GPI_PART,Iceland,55-64,1.3
2008,SE_GPI_PART,Iceland,55-64,1.2
2008,SE_GPI_PART,Iceland,25-54,1.4
2008,SE_GPI_PART,Iceland,15-64,1.2
2008,SE_GPI_PART,Iceland,15-24,1.0
2009,SE_GPI_PART,Iceland,15-24,1.1
2009,SE_GPI_PART,Iceland,15-64,1.2
2009,SE_GPI_PART,Iceland,25-54,1.3
2009,SE_GPI_PART,Iceland,55-64,1.2
2010,SE_GPI_PART,Iceland,55-64,1.3
2010,SE_GPI_PART,Iceland,25-54,1.3
2010,SE_GPI_PART,Iceland,15-64,1.2
2010,SE_GPI_PART,Iceland,15-24,1.1
2011,SE_GPI_PART,Iceland,15-24,1.1
2011,SE_GPI_PART,Iceland,15-64,1.2
2011,SE_GPI_PART,Iceland,55-64,1.2
2011,SE_GPI_PART,Iceland,25-54,1.2
2012,SE_GPI_PART,Iceland,55-64,1.2
2012,SE_GPI_PART,Iceland,15-64,1.2
2012,SE_GPI_PART,Iceland,25-54,1.3
2012,SE_GPI_PART,Iceland,15-24,1.1
2013,SE_GPI_PART,Iceland,15-24,1.1
2013,SE_GPI_PART,Iceland,15-64,1.2
2013,SE_GPI_PART,Iceland,55-64,1.3
2013,SE_GPI_PART,Iceland,25-54,1.2
2014,SE_GPI_PART,Iceland,25-54,1.3
2014,SE_GPI_PART,Iceland,55-64,1.5
2014,SE_GPI_PART,Iceland,15-64,1.2
2014,SE_GPI_PART,Iceland,15-24,1.1
2012,SE_GPI_PART,Belgium,15-24,1.1
2012,SE_GPI_PART,Belgium,25-54,1.1
2012,SE_GPI_PART,Belgium,55-64,1.0
2012,SE_GPI_PART,Belgium,15-64,1.1
2013,SE_GPI_PART,Belgium,15-64,1.1
2013,SE_GPI_PART,Belgium,55-64,0.9
2013,SE_GPI_PART,Belgium,25-54,1.1
2015,SE_GPI_PART,Iceland,15-24,1.1
2015,SE_GPI_PART,Iceland,15-64,1.2
2015,SE_GPI_PART,Iceland,55-64,1.4
2015,SE_GPI_PART,Iceland,25-54,1.3
2016,SE_GPI_PART,Iceland,25-54,1.3
2016,SE_GPI_PART,Iceland,55-64,1.3
2016,SE_GPI_PART,Iceland,15-64,1.2
2013,SE_GPI_PART,Belgium,15-24,1.1
2014,SE_GPI_PART,Belgium,15-24,1.1
2014,SE_GPI_PART,Belgium,25-54,1.1
2014,SE_GPI_PART,Belgium,55-64,1.1
2014,SE_GPI_PART,Belgium,15-64,1.1
2015,SE_GPI_PART,Belgium,15-64,1.1
2015,SE_GPI_PART,Belgium,55-64,1.0
2016,SE_GPI_PART,Iceland,15-24,1.1
2017,SE_GPI_PART,Iceland,15-24,1.1
2017,SE_GPI_PART,Iceland,15-64,1.2
2017,SE_GPI_PART,Iceland,55-64,1.2
2017,SE_GPI_PART,Iceland,25-54,1.3
2018,SE_GPI_PART,Iceland,25-54,1.3
2018,SE_GPI_PART,Iceland,55-64,1.2
2018,SE_GPI_PART,Iceland,15-64,1.2
2018,SE_GPI_PART,Iceland,15-24,1.1
2019,SE_GPI_PART,Iceland,15-24,1.2
2019,SE_GPI_PART,Iceland,15-64,1.2
2019,SE_GPI_PART,Iceland,55-64,1.3
2019,SE_GPI_PART,Iceland,25-54,1.3
2020,SE_GPI_PART,Iceland,55-64,1.2
2015,SE_GPI_PART,Belgium,25-54,1.1
2015,SE_GPI_PART,Belgium,15-24,1.1
2016,SE_GPI_PART,Belgium,15-24,1.1
2016,SE_GPI_PART,Belgium,25-54,1.1
2016,SE_GPI_PART,Belgium,55-64,1.1
2016,SE_GPI_PART,Belgium,15-64,1.1
2017,SE_GPI_PART,Belgium,15-64,1.1
2020,SE_GPI_PART,Iceland,25-54,1.3
2020,SE_GPI_PART,Iceland,15-64,1.2
2020,SE_GPI_PART,Iceland,15-24,1.1
2000,SE_GPI_PART,India,25-54,0.5
2000,SE_GPI_PART,India,15-64,0.6
2000,SE_GPI_PART,India,15-24,0.6
2005,SE_GPI_PART,India,25-54,0.6
2017,SE_GPI_PART,Belgium,55-64,1.1
2017,SE_GPI_PART,Belgium,25-54,1.2
2017,SE_GPI_PART,Belgium,15-24,1.1
2018,SE_GPI_PART,Belgium,15-24,1.1
2018,SE_GPI_PART,Belgium,25-54,1.1
2018,SE_GPI_PART,Belgium,55-64,1.1
2018,SE_GPI_PART,Belgium,15-64,1.1
2005,SE_GPI_PART,India,15-24,0.7
2005,SE_GPI_PART,India,15-64,0.7
2010,SE_GPI_PART,India,25-54,0.7
2010,SE_GPI_PART,India,15-64,0.7
2010,SE_GPI_PART,India,15-24,0.7
2012,SE_GPI_PART,India,15-24,0.8
2012,SE_GPI_PART,India,15-64,0.7
2012,SE_GPI_PART,India,25-54,0.6
2018,SE_GPI_PART,India,25-54,0.6
2018,SE_GPI_PART,India,15-64,0.8
2018,SE_GPI_PART,India,15-24,0.8
2019,SE_GPI_PART,India,15-24,0.8
2019,SE_GPI_PART,India,15-64,0.8
2019,SE_GPI_PART,India,25-54,0.5
2019,SE_GPI_PART,Belgium,15-64,1.1
2019,SE_GPI_PART,Belgium,55-64,1.0
2019,SE_GPI_PART,Belgium,25-54,1.2
2019,SE_GPI_PART,Belgium,15-24,1.0
2020,SE_GPI_PART,Belgium,15-24,1.1
2020,SE_GPI_PART,Belgium,25-54,1.0
2020,SE_GPI_PART,Belgium,55-64,1.1
2020,SE_GPI_PART,India,25-54,0.6
2020,SE_GPI_PART,India,15-64,0.8
2020,SE_GPI_PART,India,15-24,0.9
2004,SE_GPI_PART,Ireland,15-24,1.1
2004,SE_GPI_PART,Ireland,15-64,1.1
2004,SE_GPI_PART,Ireland,25-54,1.3
2004,SE_GPI_PART,Ireland,55-64,1.3
2020,SE_GPI_PART,Belgium,15-64,1.0
2001,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.1
2001,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.1
2001,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.0
2006,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.1
2006,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.0
2006,SE_GPI_PART,Bosnia and Herzegovina,25-54,0.9
2005,SE_GPI_PART,Ireland,55-64,1.4
2005,SE_GPI_PART,Ireland,25-54,1.3
2005,SE_GPI_PART,Ireland,15-64,1.1
2005,SE_GPI_PART,Ireland,15-24,1.0
2006,SE_GPI_PART,Ireland,15-24,1.1
2006,SE_GPI_PART,Ireland,15-64,1.2
2006,SE_GPI_PART,Ireland,25-54,1.4
2007,SE_GPI_PART,Bosnia and Herzegovina,25-54,0.9
2007,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2007,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.1
2008,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.0
2008,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.1
2008,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.1
2009,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.0
2006,SE_GPI_PART,Ireland,55-64,1.4
2007,SE_GPI_PART,Ireland,55-64,1.3
2007,SE_GPI_PART,Ireland,25-54,1.3
2007,SE_GPI_PART,Ireland,15-64,1.2
2007,SE_GPI_PART,Ireland,15-24,1.1
2008,SE_GPI_PART,Ireland,15-24,1.1
2008,SE_GPI_PART,Ireland,15-64,1.2
2008,SE_GPI_PART,Ireland,25-54,1.3
2008,SE_GPI_PART,Ireland,55-64,1.4
2009,SE_GPI_PART,Ireland,55-64,1.3
2009,SE_GPI_PART,Ireland,25-54,1.2
2009,SE_GPI_PART,Ireland,15-64,1.1
2009,SE_GPI_PART,Ireland,15-24,1.1
2010,SE_GPI_PART,Ireland,15-24,1.0
2010,SE_GPI_PART,Ireland,15-64,1.1
2010,SE_GPI_PART,Ireland,25-54,1.1
2010,SE_GPI_PART,Ireland,55-64,1.4
2011,SE_GPI_PART,Ireland,55-64,1.3
2011,SE_GPI_PART,Ireland,25-54,1.1
2011,SE_GPI_PART,Ireland,15-64,1.1
2011,SE_GPI_PART,Ireland,15-24,1.1
2012,SE_GPI_PART,Ireland,15-24,1.1
2012,SE_GPI_PART,Ireland,15-64,1.0
2012,SE_GPI_PART,Ireland,25-54,1.1
2012,SE_GPI_PART,Ireland,55-64,1.2
2013,SE_GPI_PART,Ireland,25-54,1.1
2013,SE_GPI_PART,Ireland,55-64,1.3
2013,SE_GPI_PART,Ireland,15-64,1.0
2009,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2009,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.2
2010,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.1
2010,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2010,SE_GPI_PART,Bosnia and Herzegovina,25-54,0.9
2011,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.0
2011,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2013,SE_GPI_PART,Ireland,15-24,1.1
2014,SE_GPI_PART,Ireland,15-24,1.0
2014,SE_GPI_PART,Ireland,15-64,1.0
2014,SE_GPI_PART,Ireland,25-54,1.1
2014,SE_GPI_PART,Ireland,55-64,1.4
2015,SE_GPI_PART,Ireland,25-54,1.1
2015,SE_GPI_PART,Ireland,55-64,1.3
2011,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.2
2012,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.2
2012,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2012,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.1
2012,SE_GPI_PART,Bosnia and Herzegovina,55-64,0.9
2013,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.0
2013,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2015,SE_GPI_PART,Ireland,15-64,1.1
2015,SE_GPI_PART,Ireland,15-24,1.1
2016,SE_GPI_PART,Ireland,15-24,1.0
2016,SE_GPI_PART,Ireland,15-64,1.0
2016,SE_GPI_PART,Ireland,25-54,1.1
2016,SE_GPI_PART,Ireland,55-64,1.2
2017,SE_GPI_PART,Ireland,25-54,1.2
2017,SE_GPI_PART,Ireland,55-64,1.4
2017,SE_GPI_PART,Ireland,15-64,1.1
2017,SE_GPI_PART,Ireland,15-24,1.0
2018,SE_GPI_PART,Ireland,15-24,1.0
2018,SE_GPI_PART,Ireland,15-64,1.1
2018,SE_GPI_PART,Ireland,25-54,1.3
2018,SE_GPI_PART,Ireland,55-64,1.4
2019,SE_GPI_PART,Ireland,25-54,1.2
2019,SE_GPI_PART,Ireland,55-64,1.4
2019,SE_GPI_PART,Ireland,15-64,1.1
2019,SE_GPI_PART,Ireland,15-24,1.0
2020,SE_GPI_PART,Ireland,15-24,1.0
2020,SE_GPI_PART,Ireland,15-64,1.1
2020,SE_GPI_PART,Ireland,55-64,1.3
2020,SE_GPI_PART,Ireland,25-54,1.3
2012,SE_GPI_PART,Israel,15-64,0.9
2012,SE_GPI_PART,Israel,15-24,1.1
2012,SE_GPI_PART,Israel,25-54,0.7
2012,SE_GPI_PART,Israel,55-64,0.6
2013,SE_GPI_PART,Israel,15-64,1.0
2013,SE_GPI_PART,Israel,55-64,0.7
2013,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.2
2013,SE_GPI_PART,Bosnia and Herzegovina,55-64,0.9
2014,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.1
2014,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.0
2014,SE_GPI_PART,Bosnia and Herzegovina,25-54,0.9
2015,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.2
2015,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2013,SE_GPI_PART,Israel,25-54,0.8
2013,SE_GPI_PART,Israel,15-24,1.1
2014,SE_GPI_PART,Israel,15-64,0.9
2014,SE_GPI_PART,Israel,15-24,1.1
2014,SE_GPI_PART,Israel,25-54,0.7
2014,SE_GPI_PART,Israel,55-64,0.5
2015,SE_GPI_PART,Israel,15-64,0.9
2015,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.2
2016,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.2
2016,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2016,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.2
2017,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.2
2017,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2017,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.2
2015,SE_GPI_PART,Israel,55-64,0.6
2015,SE_GPI_PART,Israel,25-54,0.7
2015,SE_GPI_PART,Israel,15-24,1.1
2016,SE_GPI_PART,Israel,15-64,1.0
2016,SE_GPI_PART,Israel,15-24,1.1
2016,SE_GPI_PART,Israel,25-54,0.7
2016,SE_GPI_PART,Israel,55-64,0.7
2017,SE_GPI_PART,Israel,15-64,0.9
2017,SE_GPI_PART,Israel,55-64,0.6
2017,SE_GPI_PART,Israel,25-54,0.7
2017,SE_GPI_PART,Israel,15-24,1.1
2004,SE_GPI_PART,Italy,15-24,1.1
2004,SE_GPI_PART,Italy,15-64,1.1
2004,SE_GPI_PART,Italy,25-54,1.1
2018,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.2
2018,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.2
2018,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.2
2019,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.1
2019,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.0
2019,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.1
2020,SE_GPI_PART,Bosnia and Herzegovina,55-64,0.8
2004,SE_GPI_PART,Italy,55-64,1.0
2005,SE_GPI_PART,Italy,25-54,1.2
2005,SE_GPI_PART,Italy,55-64,1.0
2005,SE_GPI_PART,Italy,15-64,1.1
2005,SE_GPI_PART,Italy,15-24,1.1
2006,SE_GPI_PART,Italy,15-24,1.1
2006,SE_GPI_PART,Italy,15-64,1.1
2020,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.1
2020,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2020,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.1
2021,SE_GPI_PART,Bosnia and Herzegovina,25-54,1.1
2021,SE_GPI_PART,Bosnia and Herzegovina,15-64,1.1
2021,SE_GPI_PART,Bosnia and Herzegovina,15-24,1.2
2004,SE_GPI_PART,Bulgaria,15-24,1.1
2006,SE_GPI_PART,Italy,55-64,0.9
2006,SE_GPI_PART,Italy,25-54,1.1
2007,SE_GPI_PART,Italy,25-54,1.1
2007,SE_GPI_PART,Italy,55-64,0.9
2007,SE_GPI_PART,Italy,15-64,1.1
2007,SE_GPI_PART,Italy,15-24,1.1
2008,SE_GPI_PART,Italy,15-24,1.1
2008,SE_GPI_PART,Italy,15-64,1.1
2008,SE_GPI_PART,Italy,55-64,1.0
2008,SE_GPI_PART,Italy,25-54,1.1
2009,SE_GPI_PART,Italy,25-54,1.1
2009,SE_GPI_PART,Italy,55-64,1.1
2009,SE_GPI_PART,Italy,15-64,1.1
2009,SE_GPI_PART,Italy,15-24,1.1
2010,SE_GPI_PART,Italy,15-24,1.1
2010,SE_GPI_PART,Italy,15-64,1.1
2010,SE_GPI_PART,Italy,55-64,1.1
2010,SE_GPI_PART,Italy,25-54,1.1
2011,SE_GPI_PART,Italy,25-54,1.1
2011,SE_GPI_PART,Italy,55-64,1.2
2011,SE_GPI_PART,Italy,15-64,1.1
2011,SE_GPI_PART,Italy,15-24,1.1
2012,SE_GPI_PART,Italy,15-24,1.1
2012,SE_GPI_PART,Italy,15-64,1.1
2012,SE_GPI_PART,Italy,55-64,1.2
2012,SE_GPI_PART,Italy,25-54,1.1
2013,SE_GPI_PART,Italy,25-54,1.1
2013,SE_GPI_PART,Italy,55-64,1.2
2013,SE_GPI_PART,Italy,15-64,1.1
2013,SE_GPI_PART,Italy,15-24,1.1
2014,SE_GPI_PART,Italy,15-24,1.1
2014,SE_GPI_PART,Italy,15-64,1.1
2014,SE_GPI_PART,Italy,55-64,1.1
2014,SE_GPI_PART,Italy,25-54,1.1
2015,SE_GPI_PART,Italy,25-54,1.1
2015,SE_GPI_PART,Italy,55-64,1.1
2015,SE_GPI_PART,Italy,15-64,1.1
2015,SE_GPI_PART,Italy,15-24,1.1
2016,SE_GPI_PART,Italy,15-24,1.1
2016,SE_GPI_PART,Italy,15-64,1.1
2016,SE_GPI_PART,Italy,55-64,1.0
2016,SE_GPI_PART,Italy,25-54,1.1
2004,SE_GPI_PART,Bulgaria,15-64,1.0
2004,SE_GPI_PART,Bulgaria,25-54,1.3
2005,SE_GPI_PART,Bulgaria,25-54,0.9
2005,SE_GPI_PART,Bulgaria,15-64,1.0
2005,SE_GPI_PART,Bulgaria,15-24,1.0
2006,SE_GPI_PART,Bulgaria,15-24,1.0
2006,SE_GPI_PART,Bulgaria,15-64,1.0
2017,SE_GPI_PART,Italy,25-54,1.1
2017,SE_GPI_PART,Italy,55-64,1.1
2017,SE_GPI_PART,Italy,15-64,1.1
2017,SE_GPI_PART,Italy,15-24,1.1
2018,SE_GPI_PART,Italy,15-24,1.1
2018,SE_GPI_PART,Italy,15-64,1.1
2018,SE_GPI_PART,Italy,55-64,1.1
2018,SE_GPI_PART,Italy,25-54,1.1
2019,SE_GPI_PART,Italy,25-54,1.1
2019,SE_GPI_PART,Italy,55-64,1.1
2019,SE_GPI_PART,Italy,15-64,1.1
2019,SE_GPI_PART,Italy,15-24,1.1
2020,SE_GPI_PART,Italy,15-24,1.1
2020,SE_GPI_PART,Italy,15-64,1.1
2006,SE_GPI_PART,Bulgaria,25-54,1.0
2006,SE_GPI_PART,Bulgaria,55-64,1.3
2007,SE_GPI_PART,Bulgaria,55-64,1.3
2007,SE_GPI_PART,Bulgaria,25-54,1.0
2007,SE_GPI_PART,Bulgaria,15-64,1.0
2007,SE_GPI_PART,Bulgaria,15-24,1.1
2008,SE_GPI_PART,Bulgaria,15-24,1.1
2020,SE_GPI_PART,Italy,25-54,1.1
2020,SE_GPI_PART,Italy,55-64,1.1
2021,SE_GPI_PART,Italy,55-64,1.3
2021,SE_GPI_PART,Italy,25-54,1.2
2021,SE_GPI_PART,Italy,15-64,1.1
2021,SE_GPI_PART,Italy,15-24,1.1
2000,SE_GPI_PART,Republic of Korea,15-24,0.9
2000,SE_GPI_PART,Republic of Korea,15-64,0.9
2000,SE_GPI_PART,Republic of Korea,55-64,1.1
2000,SE_GPI_PART,Republic of Korea,25-54,0.4
2001,SE_GPI_PART,Republic of Korea,15-24,0.9
2001,SE_GPI_PART,Republic of Korea,25-54,0.4
2001,SE_GPI_PART,Republic of Korea,55-64,1.3
2001,SE_GPI_PART,Republic of Korea,15-64,0.9
2002,SE_GPI_PART,Republic of Korea,15-24,0.9
2002,SE_GPI_PART,Republic of Korea,15-64,0.9
2002,SE_GPI_PART,Republic of Korea,25-54,0.3
2002,SE_GPI_PART,Republic of Korea,55-64,1.6
2003,SE_GPI_PART,Republic of Korea,15-24,1.1
2003,SE_GPI_PART,Republic of Korea,25-54,0.5
2003,SE_GPI_PART,Republic of Korea,55-64,0.1
2008,SE_GPI_PART,Bulgaria,15-64,1.0
2008,SE_GPI_PART,Bulgaria,25-54,1.0
2009,SE_GPI_PART,Bulgaria,25-54,1.1
2009,SE_GPI_PART,Bulgaria,15-64,1.0
2009,SE_GPI_PART,Bulgaria,15-24,1.0
2010,SE_GPI_PART,Bulgaria,15-24,1.1
2010,SE_GPI_PART,Bulgaria,15-64,1.1
2003,SE_GPI_PART,Republic of Korea,15-64,0.8
2004,SE_GPI_PART,Republic of Korea,15-24,1.1
2004,SE_GPI_PART,Republic of Korea,15-64,0.8
2004,SE_GPI_PART,Republic of Korea,55-64,0.2
2004,SE_GPI_PART,Republic of Korea,25-54,0.5
2005,SE_GPI_PART,Republic of Korea,15-24,0.9
2005,SE_GPI_PART,Republic of Korea,25-54,0.4
2005,SE_GPI_PART,Republic of Korea,55-64,1.4
2005,SE_GPI_PART,Republic of Korea,15-64,0.9
2006,SE_GPI_PART,Republic of Korea,15-24,0.9
2006,SE_GPI_PART,Republic of Korea,15-64,0.9
2006,SE_GPI_PART,Republic of Korea,25-54,0.4
2006,SE_GPI_PART,Republic of Korea,55-64,1.4
2007,SE_GPI_PART,Republic of Korea,25-54,0.4
2007,SE_GPI_PART,Republic of Korea,15-64,0.9
2007,SE_GPI_PART,Republic of Korea,15-24,0.9
2008,SE_GPI_PART,Republic of Korea,15-24,0.9
2008,SE_GPI_PART,Republic of Korea,15-64,0.9
2008,SE_GPI_PART,Republic of Korea,25-54,0.5
2008,SE_GPI_PART,Republic of Korea,55-64,1.2
2009,SE_GPI_PART,Republic of Korea,55-64,1.5
2009,SE_GPI_PART,Republic of Korea,25-54,0.5
2009,SE_GPI_PART,Republic of Korea,15-24,0.9
2009,SE_GPI_PART,Republic of Korea,15-64,0.9
2010,SE_GPI_PART,Republic of Korea,15-24,0.9
2010,SE_GPI_PART,Republic of Korea,15-64,0.9
2010,SE_GPI_PART,Republic of Korea,25-54,0.5
2010,SE_GPI_PART,Republic of Korea,55-64,1.6
2010,SE_GPI_PART,Bulgaria,25-54,1.1
2011,SE_GPI_PART,Bulgaria,25-54,1.1
2011,SE_GPI_PART,Bulgaria,15-64,1.1
2011,SE_GPI_PART,Bulgaria,15-24,1.1
2012,SE_GPI_PART,Bulgaria,15-24,1.1
2012,SE_GPI_PART,Bulgaria,15-64,1.1
2012,SE_GPI_PART,Bulgaria,25-54,1.1
2011,SE_GPI_PART,Republic of Korea,25-54,0.5
2011,SE_GPI_PART,Republic of Korea,55-64,1.5
2011,SE_GPI_PART,Republic of Korea,15-64,0.9
2011,SE_GPI_PART,Republic of Korea,15-24,0.9
2012,SE_GPI_PART,Republic of Korea,15-24,0.9
2012,SE_GPI_PART,Republic of Korea,15-64,0.9
2012,SE_GPI_PART,Republic of Korea,25-54,0.5
2013,SE_GPI_PART,Bulgaria,25-54,1.2
2013,SE_GPI_PART,Bulgaria,15-64,1.1
2013,SE_GPI_PART,Bulgaria,15-24,1.1
2014,SE_GPI_PART,Bulgaria,15-24,1.1
2014,SE_GPI_PART,Bulgaria,15-64,1.1
2014,SE_GPI_PART,Bulgaria,25-54,1.3
2015,SE_GPI_PART,Bulgaria,25-54,1.1
2012,SE_GPI_PART,Republic of Korea,55-64,1.2
2013,SE_GPI_PART,Republic of Korea,25-54,0.5
2013,SE_GPI_PART,Republic of Korea,55-64,1.0
2013,SE_GPI_PART,Republic of Korea,15-64,0.9
2013,SE_GPI_PART,Republic of Korea,15-24,0.9
2014,SE_GPI_PART,Republic of Korea,15-24,1.0
2014,SE_GPI_PART,Republic of Korea,15-64,1.0
2014,SE_GPI_PART,Republic of Korea,55-64,1.3
2014,SE_GPI_PART,Republic of Korea,25-54,0.5
2015,SE_GPI_PART,Republic of Korea,55-64,1.2
2015,SE_GPI_PART,Republic of Korea,25-54,0.6
2015,SE_GPI_PART,Republic of Korea,15-64,0.9
2015,SE_GPI_PART,Republic of Korea,15-24,0.9
2016,SE_GPI_PART,Republic of Korea,15-24,0.9
2016,SE_GPI_PART,Republic of Korea,15-64,0.9
2016,SE_GPI_PART,Republic of Korea,25-54,0.5
2016,SE_GPI_PART,Republic of Korea,55-64,1.2
2017,SE_GPI_PART,Republic of Korea,55-64,1.6
2017,SE_GPI_PART,Republic of Korea,25-54,0.6
2017,SE_GPI_PART,Republic of Korea,15-64,0.9
2017,SE_GPI_PART,Republic of Korea,15-24,0.9
2018,SE_GPI_PART,Republic of Korea,15-24,0.9
2018,SE_GPI_PART,Republic of Korea,15-64,0.9
2018,SE_GPI_PART,Republic of Korea,25-54,0.5
2018,SE_GPI_PART,Republic of Korea,55-64,1.6
2019,SE_GPI_PART,Republic of Korea,55-64,1.2
2019,SE_GPI_PART,Republic of Korea,25-54,0.6
2019,SE_GPI_PART,Republic of Korea,15-64,1.0
2015,SE_GPI_PART,Bulgaria,15-64,1.1
2015,SE_GPI_PART,Bulgaria,15-24,1.1
2016,SE_GPI_PART,Bulgaria,15-24,1.1
2016,SE_GPI_PART,Bulgaria,15-64,1.1
2016,SE_GPI_PART,Bulgaria,25-54,1.3
2017,SE_GPI_PART,Bulgaria,25-54,1.1
2017,SE_GPI_PART,Bulgaria,15-64,1.0
2019,SE_GPI_PART,Republic of Korea,15-24,0.9
2020,SE_GPI_PART,Republic of Korea,15-24,0.9
2020,SE_GPI_PART,Republic of Korea,15-64,1.0
2020,SE_GPI_PART,Republic of Korea,25-54,0.6
2020,SE_GPI_PART,Republic of Korea,55-64,0.8
2021,SE_GPI_PART,Republic of Korea,55-64,1.3
2021,SE_GPI_PART,Republic of Korea,25-54,0.6
2017,SE_GPI_PART,Bulgaria,15-24,1.1
2018,SE_GPI_PART,Bulgaria,15-24,1.1
2018,SE_GPI_PART,Bulgaria,15-64,1.1
2018,SE_GPI_PART,Bulgaria,25-54,1.2
2018,SE_GPI_PART,Bulgaria,55-64,0.6
2019,SE_GPI_PART,Bulgaria,25-54,1.0
2019,SE_GPI_PART,Bulgaria,15-64,1.1
2021,SE_GPI_PART,Republic of Korea,15-64,1.0
2021,SE_GPI_PART,Republic of Korea,15-24,0.9
2018,SE_GPI_PART,Kyrgyzstan,15-24,1.2
2018,SE_GPI_PART,Kyrgyzstan,15-64,1.1
2018,SE_GPI_PART,Kyrgyzstan,25-54,1.1
2019,SE_GPI_PART,Kyrgyzstan,25-54,1.1
2019,SE_GPI_PART,Kyrgyzstan,15-64,1.1
2019,SE_GPI_PART,Bulgaria,15-24,1.1
2020,SE_GPI_PART,Bulgaria,15-24,1.1
2020,SE_GPI_PART,Bulgaria,15-64,1.1
2020,SE_GPI_PART,Bulgaria,25-54,1.4
2016,SE_GPI_PART,Belarus,15-64,1.0
2016,SE_GPI_PART,Belarus,55-64,1.0
2016,SE_GPI_PART,Belarus,15-24,1.0
2019,SE_GPI_PART,Kyrgyzstan,15-24,1.1
2020,SE_GPI_PART,Kyrgyzstan,15-24,1.1
2020,SE_GPI_PART,Kyrgyzstan,15-64,1.1
2020,SE_GPI_PART,Kyrgyzstan,25-54,1.2
2004,SE_GPI_PART,Latvia,15-24,1.0
