Year,SeriesCode,GeoAreaName,Type of occupation,Value
2020,SH_MED_DEN,Iceland,NURSMID,163.35
2000,SH_MED_DEN,India,DENT,0.37
2000,SH_MED_DEN,India,NURSMID,11.62
2015,SH_MED_DEN,China,PHAR,3.04
2016,SH_MED_DEN,China,PHYS,18.91
2016,SH_MED_DEN,China,NURSMID,25.02
2017,SH_MED_DEN,China,NURSMID,26.97
2017,SH_MED_DEN,China,DENT,4.52
2017,SH_MED_DEN,China,PHYS,20.06
2017,SH_MED_DEN,China,PHAR,3.21
2018,SH_MED_DEN,China,NURSMID,28.92
2018,SH_MED_DEN,China,PHYS,21.24
2000,SH_MED_DEN,Australia,PHYS,24.91
2000,SH_MED_DEN,Australia,NURSMID,100.73
2001,SH_MED_DEN,Australia,PHAR,6.55
2001,SH_MED_DEN,Australia,NURSMID,105.66
2001,SH_MED_DEN,Australia,PHYS,25.66
2002,SH_MED_DEN,Australia,PHYS,25.62
2002,SH_MED_DEN,Australia,NURSMID,99.54
2002,SH_MED_DEN,Australia,PHAR,6.62
2003,SH_MED_DEN,Australia,PHYS,26.31
2019,SH_MED_DEN,China,NURSMID,31.26
2019,SH_MED_DEN,China,PHYS,22.58
2020,SH_MED_DEN,China,PHYS,23.87
2020,SH_MED_DEN,China,NURSMID,33.05
2000,SH_MED_DEN,Colombia,DENT,7.74
2000,SH_MED_DEN,Colombia,PHYS,12.6
2000,SH_MED_DEN,Colombia,NURSMID,5.02
2001,SH_MED_DEN,Colombia,PHAR,0.67
2001,SH_MED_DEN,Colombia,NURSMID,5.36
2001,SH_MED_DEN,India,NURSMID,11.77
2001,SH_MED_DEN,India,DENT,0.44
2002,SH_MED_DEN,India,DENT,0.43
2003,SH_MED_DEN,India,NURSMID,12.38
2003,SH_MED_DEN,India,DENT,0.42
2003,SH_MED_DEN,India,PHAR,5.01
2004,SH_MED_DEN,India,NURSMID,12.52
2004,SH_MED_DEN,India,PHAR,1.14
2004,SH_MED_DEN,India,DENT,0.49
2005,SH_MED_DEN,India,DENT,0.48
2005,SH_MED_DEN,India,NURSMID,12.83
2006,SH_MED_DEN,India,DENT,0.67
2006,SH_MED_DEN,India,PHAR,4.93
2007,SH_MED_DEN,India,DENT,0.61
2008,SH_MED_DEN,India,DENT,0.77
2009,SH_MED_DEN,India,PHAR,5.36
2009,SH_MED_DEN,India,DENT,0.86
2010,SH_MED_DEN,India,PHAR,5.29
2003,SH_MED_DEN,Australia,PHAR,7.97
2003,SH_MED_DEN,Australia,DENT,4.74
2003,SH_MED_DEN,Australia,NURSMID,99.49
2004,SH_MED_DEN,Australia,PHYS,27.08
2004,SH_MED_DEN,Australia,NURSMID,102.14
2004,SH_MED_DEN,Australia,PHAR,9.24
2005,SH_MED_DEN,Australia,PHAR,7.39
2005,SH_MED_DEN,Australia,NURSMID,97.66
2005,SH_MED_DEN,Australia,PHYS,27.8
2001,SH_MED_DEN,Colombia,PHYS,12.85
2001,SH_MED_DEN,Colombia,DENT,7.2
2002,SH_MED_DEN,Colombia,DENT,7.5
2002,SH_MED_DEN,Colombia,PHYS,13.17
2002,SH_MED_DEN,Colombia,PHAR,0.68
2002,SH_MED_DEN,Colombia,NURSMID,5.66
2003,SH_MED_DEN,Colombia,NURSMID,5.93
2003,SH_MED_DEN,Colombia,PHAR,0.71
2003,SH_MED_DEN,Colombia,PHYS,13.48
2011,SH_MED_DEN,India,PHAR,5.23
2011,SH_MED_DEN,India,DENT,0.94
2012,SH_MED_DEN,India,DENT,0.95
2012,SH_MED_DEN,India,PHAR,4.95
2013,SH_MED_DEN,India,PHAR,5.14
2014,SH_MED_DEN,India,DENT,1.18
2016,SH_MED_DEN,India,DENT,1.48
2016,SH_MED_DEN,India,PHAR,5.54
2017,SH_MED_DEN,India,DENT,1.86
2006,SH_MED_DEN,Australia,PHYS,28.42
2006,SH_MED_DEN,Australia,PHAR,7.96
2006,SH_MED_DEN,Australia,DENT,4.89
2007,SH_MED_DEN,Australia,NURSMID,102.0
2007,SH_MED_DEN,Australia,PHYS,30.08
2007,SH_MED_DEN,Australia,PHAR,8.74
2008,SH_MED_DEN,Australia,PHYS,30.18
2008,SH_MED_DEN,Australia,NURSMID,103.04
2008,SH_MED_DEN,Australia,PHAR,8.99
2017,SH_MED_DEN,India,NURSMID,20.84
2017,SH_MED_DEN,India,PHAR,6.71
2018,SH_MED_DEN,India,NURSMID,17.07
2018,SH_MED_DEN,India,PHYS,6.78
2018,SH_MED_DEN,India,PHAR,8.76
2018,SH_MED_DEN,India,DENT,1.59
2020,SH_MED_DEN,India,DENT,1.6
2020,SH_MED_DEN,India,PHAR,8.6
2020,SH_MED_DEN,India,PHYS,7.27
2003,SH_MED_DEN,Colombia,DENT,7.74
2004,SH_MED_DEN,Colombia,PHAR,0.75
2004,SH_MED_DEN,Colombia,NURSMID,6.28
2004,SH_MED_DEN,Colombia,DENT,7.93
2004,SH_MED_DEN,Colombia,PHYS,13.87
2005,SH_MED_DEN,Colombia,NURSMID,6.67
2005,SH_MED_DEN,Colombia,PHAR,0.8
2005,SH_MED_DEN,Colombia,PHYS,14.29
2005,SH_MED_DEN,Colombia,DENT,8.08
2020,SH_MED_DEN,India,NURSMID,17.28
2000,SH_MED_DEN,Ireland,PHYS,22.39
2000,SH_MED_DEN,Ireland,NURSMID,140.81
2000,SH_MED_DEN,Ireland,PHAR,8.08
2000,SH_MED_DEN,Ireland,DENT,5.04
2001,SH_MED_DEN,Ireland,DENT,5.24
2001,SH_MED_DEN,Ireland,PHAR,8.27
2001,SH_MED_DEN,Ireland,PHYS,23.94
2001,SH_MED_DEN,Ireland,NURSMID,149.02
2006,SH_MED_DEN,Colombia,DENT,8.19
2006,SH_MED_DEN,Colombia,PHYS,14.67
2006,SH_MED_DEN,Colombia,PHAR,0.85
2006,SH_MED_DEN,Colombia,NURSMID,7.05
2007,SH_MED_DEN,Colombia,PHAR,0.91
2007,SH_MED_DEN,Colombia,PHYS,15.09
2007,SH_MED_DEN,Colombia,DENT,8.26
2007,SH_MED_DEN,Colombia,NURSMID,7.39
2008,SH_MED_DEN,Colombia,DENT,8.39
2009,SH_MED_DEN,Australia,PHAR,10.76
2009,SH_MED_DEN,Australia,DENT,5.29
2009,SH_MED_DEN,Australia,PHYS,31.21
2009,SH_MED_DEN,Australia,NURSMID,107.94
2010,SH_MED_DEN,Australia,DENT,5.21
2010,SH_MED_DEN,Australia,PHAR,8.74
2010,SH_MED_DEN,Australia,NURSMID,104.66
2010,SH_MED_DEN,Australia,PHYS,33.64
2011,SH_MED_DEN,Australia,PHAR,6.81
2002,SH_MED_DEN,Ireland,NURSMID,154.29
2002,SH_MED_DEN,Ireland,PHYS,24.25
2002,SH_MED_DEN,Ireland,PHAR,8.07
2002,SH_MED_DEN,Ireland,DENT,5.4
2003,SH_MED_DEN,Ireland,DENT,5.48
2003,SH_MED_DEN,Ireland,PHAR,8.55
2003,SH_MED_DEN,Ireland,PHYS,25.94
2003,SH_MED_DEN,Ireland,NURSMID,148.99
2004,SH_MED_DEN,Ireland,DENT,5.55
2004,SH_MED_DEN,Ireland,NURSMID,124.5
2004,SH_MED_DEN,Ireland,PHYS,27.63
2004,SH_MED_DEN,Ireland,PHAR,8.84
2005,SH_MED_DEN,Ireland,DENT,5.65
2005,SH_MED_DEN,Ireland,PHYS,35.6
2005,SH_MED_DEN,Ireland,PHAR,9.22
2005,SH_MED_DEN,Ireland,NURSMID,123.27
2006,SH_MED_DEN,Ireland,NURSMID,126.57
2006,SH_MED_DEN,Ireland,PHYS,36.6
2008,SH_MED_DEN,Colombia,PHYS,15.61
2008,SH_MED_DEN,Colombia,PHAR,0.96
2008,SH_MED_DEN,Colombia,NURSMID,7.85
2009,SH_MED_DEN,Colombia,NURSMID,8.32
2009,SH_MED_DEN,Colombia,PHAR,1.02
2009,SH_MED_DEN,Colombia,PHYS,16.16
2009,SH_MED_DEN,Colombia,DENT,8.58
2010,SH_MED_DEN,Colombia,DENT,8.7
2010,SH_MED_DEN,Colombia,PHYS,16.64
2010,SH_MED_DEN,Colombia,PHAR,1.08
2010,SH_MED_DEN,Colombia,NURSMID,8.75
2011,SH_MED_DEN,Colombia,NURSMID,9.32
2011,SH_MED_DEN,Colombia,PHAR,1.13
2011,SH_MED_DEN,Colombia,PHYS,17.26
2011,SH_MED_DEN,Colombia,DENT,8.88
2012,SH_MED_DEN,Colombia,NURSMID,9.94
2012,SH_MED_DEN,Colombia,DENT,9.06
2012,SH_MED_DEN,Colombia,PHYS,17.85
2011,SH_MED_DEN,Australia,DENT,5.4
2011,SH_MED_DEN,Australia,PHYS,33.14
2011,SH_MED_DEN,Australia,NURSMID,109.0
2012,SH_MED_DEN,Australia,NURSMID,102.21
2012,SH_MED_DEN,Australia,PHYS,33.11
2012,SH_MED_DEN,Australia,DENT,5.62
2012,SH_MED_DEN,Australia,PHAR,7.52
2013,SH_MED_DEN,Australia,DENT,5.65
2013,SH_MED_DEN,Australia,PHYS,33.74
2006,SH_MED_DEN,Ireland,PHAR,9.7
2006,SH_MED_DEN,Ireland,DENT,5.7
2007,SH_MED_DEN,Ireland,PHYS,38.67
2007,SH_MED_DEN,Ireland,NURSMID,137.56
2007,SH_MED_DEN,Ireland,DENT,5.82
2007,SH_MED_DEN,Ireland,PHAR,10.26
2008,SH_MED_DEN,Ireland,NURSMID,136.67
2008,SH_MED_DEN,Ireland,PHYS,39.81
2008,SH_MED_DEN,Ireland,PHAR,10.03
2013,SH_MED_DEN,Australia,NURSMID,120.14
2013,SH_MED_DEN,Australia,PHAR,8.29
2014,SH_MED_DEN,Australia,NURSMID,121.76
2014,SH_MED_DEN,Australia,PHYS,34.5
2014,SH_MED_DEN,Australia,DENT,5.74
2014,SH_MED_DEN,Australia,PHAR,8.38
2015,SH_MED_DEN,Australia,DENT,5.81
2015,SH_MED_DEN,Australia,PHAR,8.51
2015,SH_MED_DEN,Australia,PHYS,35.05
2012,SH_MED_DEN,Colombia,PHAR,1.2
2013,SH_MED_DEN,Colombia,NURSMID,10.52
2013,SH_MED_DEN,Colombia,PHYS,18.53
2013,SH_MED_DEN,Colombia,PHAR,1.25
2013,SH_MED_DEN,Colombia,DENT,9.27
2014,SH_MED_DEN,Colombia,DENT,9.5
2014,SH_MED_DEN,Colombia,PHAR,1.31
2014,SH_MED_DEN,Colombia,PHYS,19.3
2014,SH_MED_DEN,Colombia,NURSMID,11.16
2015,SH_MED_DEN,Colombia,PHAR,1.4
2015,SH_MED_DEN,Colombia,DENT,9.81
2015,SH_MED_DEN,Colombia,NURSMID,11.75
2015,SH_MED_DEN,Colombia,PHYS,19.91
2016,SH_MED_DEN,Colombia,DENT,10.0
2016,SH_MED_DEN,Colombia,PHAR,1.48
2016,SH_MED_DEN,Colombia,PHYS,20.57
2016,SH_MED_DEN,Colombia,NURSMID,12.36
2017,SH_MED_DEN,Colombia,NURSMID,12.86
2008,SH_MED_DEN,Ireland,DENT,6.1
2009,SH_MED_DEN,Ireland,DENT,6.01
2009,SH_MED_DEN,Ireland,PHAR,9.89
2009,SH_MED_DEN,Ireland,PHYS,40.34
2009,SH_MED_DEN,Ireland,NURSMID,130.28
2010,SH_MED_DEN,Ireland,PHYS,41.6
2010,SH_MED_DEN,Ireland,PHAR,10.09
2010,SH_MED_DEN,Ireland,DENT,6.01
2010,SH_MED_DEN,Ireland,NURSMID,135.54
2011,SH_MED_DEN,Ireland,DENT,5.87
2011,SH_MED_DEN,Ireland,PHYS,41.36
2011,SH_MED_DEN,Ireland,PHAR,10.55
2011,SH_MED_DEN,Ireland,NURSMID,135.02
2012,SH_MED_DEN,Ireland,NURSMID,130.84
2012,SH_MED_DEN,Ireland,PHYS,39.8
2012,SH_MED_DEN,Ireland,PHAR,10.96
2012,SH_MED_DEN,Ireland,DENT,5.83
2013,SH_MED_DEN,Ireland,DENT,5.77
2017,SH_MED_DEN,Colombia,PHYS,21.31
2017,SH_MED_DEN,Colombia,PHAR,1.53
2017,SH_MED_DEN,Colombia,DENT,10.19
2018,SH_MED_DEN,Colombia,PHAR,1.61
2018,SH_MED_DEN,Colombia,NURSMID,69.27
2018,SH_MED_DEN,Colombia,PHYS,22.02
2018,SH_MED_DEN,Colombia,DENT,10.29
2019,SH_MED_DEN,Colombia,PHYS,22.59
2019,SH_MED_DEN,Colombia,PHAR,1.69
2015,SH_MED_DEN,Australia,NURSMID,122.59
2016,SH_MED_DEN,Australia,NURSMID,124.4
2016,SH_MED_DEN,Australia,PHYS,35.77
2016,SH_MED_DEN,Australia,PHAR,8.66
2016,SH_MED_DEN,Australia,DENT,5.87
2017,SH_MED_DEN,Australia,DENT,6.12
2017,SH_MED_DEN,Australia,PHYS,36.77
2017,SH_MED_DEN,Australia,PHAR,10.01
2017,SH_MED_DEN,Australia,NURSMID,160.48
2013,SH_MED_DEN,Ireland,PHAR,11.43
2013,SH_MED_DEN,Ireland,PHYS,39.58
2013,SH_MED_DEN,Ireland,NURSMID,126.5
2014,SH_MED_DEN,Ireland,NURSMID,122.72
2014,SH_MED_DEN,Ireland,PHYS,30.35
2014,SH_MED_DEN,Ireland,DENT,5.97
2014,SH_MED_DEN,Ireland,PHAR,11.77
2015,SH_MED_DEN,Ireland,NURSMID,124.42
2015,SH_MED_DEN,Ireland,PHAR,12.1
2019,SH_MED_DEN,Colombia,DENT,10.39
2019,SH_MED_DEN,Colombia,NURSMID,13.96
2020,SH_MED_DEN,Colombia,NURSMID,14.55
2020,SH_MED_DEN,Colombia,DENT,10.52
2020,SH_MED_DEN,Colombia,PHAR,1.77
2020,SH_MED_DEN,Colombia,PHYS,23.25
2021,SH_MED_DEN,Colombia,PHYS,23.62
2021,SH_MED_DEN,Colombia,PHAR,1.69
2021,SH_MED_DEN,Colombia,DENT,8.26
2015,SH_MED_DEN,Ireland,DENT,6.06
2015,SH_MED_DEN,Ireland,PHYS,31.43
2016,SH_MED_DEN,Ireland,PHYS,32.19
2016,SH_MED_DEN,Ireland,NURSMID,116.58
2016,SH_MED_DEN,Ireland,DENT,6.25
2016,SH_MED_DEN,Ireland,PHAR,12.53
2017,SH_MED_DEN,Ireland,PHAR,12.78
2017,SH_MED_DEN,Ireland,DENT,6.52
2017,SH_MED_DEN,Ireland,PHYS,32.82
2018,SH_MED_DEN,Australia,DENT,6.19
2018,SH_MED_DEN,Australia,NURSMID,162.74
2018,SH_MED_DEN,Australia,PHAR,10.06
2018,SH_MED_DEN,Australia,PHYS,37.47
2019,SH_MED_DEN,Australia,DENT,6.12
2019,SH_MED_DEN,Australia,PHAR,10.19
2019,SH_MED_DEN,Australia,PHYS,38.27
2019,SH_MED_DEN,Australia,NURSMID,173.01
2020,SH_MED_DEN,Australia,PHYS,41.02
2021,SH_MED_DEN,Colombia,NURSMID,14.49
2000,SH_MED_DEN,Costa Rica,PHAR,2.88
2000,SH_MED_DEN,Costa Rica,PHYS,13.08
2000,SH_MED_DEN,Costa Rica,NURSMID,11.71
2000,SH_MED_DEN,Costa Rica,DENT,3.69
2001,SH_MED_DEN,Costa Rica,NURSMID,12.6
2002,SH_MED_DEN,Costa Rica,NURSMID,12.86
2003,SH_MED_DEN,Costa Rica,NURSMID,13.65
2004,SH_MED_DEN,Costa Rica,NURSMID,14.19
2020,SH_MED_DEN,Australia,PHAR,10.44
2020,SH_MED_DEN,Australia,DENT,6.29
2020,SH_MED_DEN,Australia,NURSMID,163.97
2021,SH_MED_DEN,Australia,NURSMID,148.15
2000,SH_MED_DEN,Austria,NURSMID,57.36
2000,SH_MED_DEN,Austria,DENT,4.65
2000,SH_MED_DEN,Austria,PHAR,5.66
2000,SH_MED_DEN,Austria,PHYS,38.78
2001,SH_MED_DEN,Austria,PHAR,5.7
2005,SH_MED_DEN,Costa Rica,NURSMID,14.44
2006,SH_MED_DEN,Costa Rica,NURSMID,15.05
2006,SH_MED_DEN,Costa Rica,PHYS,20.26
2007,SH_MED_DEN,Costa Rica,PHYS,20.74
2007,SH_MED_DEN,Costa Rica,NURSMID,15.67
2008,SH_MED_DEN,Costa Rica,PHYS,21.39
2008,SH_MED_DEN,Costa Rica,NURSMID,16.48
2009,SH_MED_DEN,Costa Rica,PHYS,21.97
2009,SH_MED_DEN,Costa Rica,NURSMID,17.47
2013,SH_MED_DEN,Republic of Moldova,DENT,5.13
2013,SH_MED_DEN,Republic of Moldova,PHAR,5.56
2014,SH_MED_DEN,Republic of Moldova,DENT,5.25
2014,SH_MED_DEN,Republic of Moldova,NURSMID,64.81
2014,SH_MED_DEN,Republic of Moldova,PHYS,30.2
2015,SH_MED_DEN,Republic of Moldova,PHYS,30.85
2015,SH_MED_DEN,Republic of Moldova,NURSMID,62.15
2015,SH_MED_DEN,Republic of Moldova,DENT,5.43
2016,SH_MED_DEN,Republic of Moldova,DENT,5.36
2017,SH_MED_DEN,Ireland,NURSMID,144.85
2018,SH_MED_DEN,Ireland,NURSMID,129.69
2018,SH_MED_DEN,Ireland,PHAR,12.92
2018,SH_MED_DEN,Ireland,PHYS,33.02
2018,SH_MED_DEN,Ireland,DENT,6.65
2019,SH_MED_DEN,Ireland,PHAR,10.82
2019,SH_MED_DEN,Ireland,DENT,6.83
2019,SH_MED_DEN,Ireland,NURSMID,155.97
2019,SH_MED_DEN,Ireland,PHYS,33.43
2001,SH_MED_DEN,Austria,DENT,4.83
2001,SH_MED_DEN,Austria,NURSMID,57.83
2001,SH_MED_DEN,Austria,PHYS,39.9
2002,SH_MED_DEN,Austria,PHYS,40.61
2002,SH_MED_DEN,Austria,NURSMID,58.83
2002,SH_MED_DEN,Austria,DENT,4.9
2002,SH_MED_DEN,Austria,PHAR,5.82
2003,SH_MED_DEN,Austria,PHAR,6.0
2003,SH_MED_DEN,Austria,DENT,4.97
2010,SH_MED_DEN,Costa Rica,NURSMID,18.45
2010,SH_MED_DEN,Costa Rica,PHYS,22.83
2011,SH_MED_DEN,Costa Rica,PHYS,23.48
2011,SH_MED_DEN,Costa Rica,NURSMID,19.04
2011,SH_MED_DEN,Costa Rica,PHAR,8.08
2012,SH_MED_DEN,Costa Rica,NURSMID,20.11
2012,SH_MED_DEN,Costa Rica,DENT,9.51
2012,SH_MED_DEN,Costa Rica,PHYS,24.33
2013,SH_MED_DEN,Costa Rica,PHYS,25.16
2003,SH_MED_DEN,Austria,NURSMID,58.89
2003,SH_MED_DEN,Austria,PHYS,41.46
2004,SH_MED_DEN,Austria,PHYS,42.33
2004,SH_MED_DEN,Austria,NURSMID,61.3
2004,SH_MED_DEN,Austria,DENT,5.03
2004,SH_MED_DEN,Austria,PHAR,6.12
2005,SH_MED_DEN,Austria,PHYS,43.5
2005,SH_MED_DEN,Austria,PHAR,6.17
2005,SH_MED_DEN,Austria,DENT,5.14
2013,SH_MED_DEN,Costa Rica,DENT,9.87
2013,SH_MED_DEN,Costa Rica,NURSMID,21.44
2013,SH_MED_DEN,Costa Rica,PHAR,7.64
2014,SH_MED_DEN,Costa Rica,PHAR,8.21
2014,SH_MED_DEN,Costa Rica,NURSMID,23.7
2014,SH_MED_DEN,Costa Rica,DENT,9.1
2014,SH_MED_DEN,Costa Rica,PHYS,26.17
2015,SH_MED_DEN,Costa Rica,PHAR,7.19
2015,SH_MED_DEN,Costa Rica,PHYS,27.05
2005,SH_MED_DEN,Austria,NURSMID,61.99
2006,SH_MED_DEN,Austria,PHYS,44.78
2006,SH_MED_DEN,Austria,NURSMID,63.55
2006,SH_MED_DEN,Austria,DENT,5.4
2006,SH_MED_DEN,Austria,PHAR,6.28
2007,SH_MED_DEN,Austria,PHAR,6.35
2007,SH_MED_DEN,Austria,DENT,5.41
2007,SH_MED_DEN,Austria,NURSMID,64.27
2007,SH_MED_DEN,Austria,PHYS,45.63
2017,SH_MED_DEN,Republic of Moldova,NURSMID,62.85
2017,SH_MED_DEN,Republic of Moldova,PHYS,40.93
2017,SH_MED_DEN,Republic of Moldova,DENT,5.38
2017,SH_MED_DEN,Republic of Moldova,PHAR,5.17
2018,SH_MED_DEN,Republic of Moldova,DENT,5.48
2018,SH_MED_DEN,Republic of Moldova,NURSMID,61.71
2019,SH_MED_DEN,Republic of Moldova,NURSMID,51.14
2019,SH_MED_DEN,Republic of Moldova,PHYS,33.27
2019,SH_MED_DEN,Republic of Moldova,DENT,5.42
2008,SH_MED_DEN,Austria,DENT,5.46
2008,SH_MED_DEN,Austria,PHAR,6.4
2008,SH_MED_DEN,Austria,PHYS,46.28
2008,SH_MED_DEN,Austria,NURSMID,65.79
2009,SH_MED_DEN,Austria,PHAR,6.54
2009,SH_MED_DEN,Austria,DENT,5.54
2009,SH_MED_DEN,Austria,NURSMID,66.97
2009,SH_MED_DEN,Austria,PHYS,47.23
2010,SH_MED_DEN,Austria,PHYS,48.29
2015,SH_MED_DEN,Costa Rica,NURSMID,26.32
2015,SH_MED_DEN,Costa Rica,DENT,1.44
2016,SH_MED_DEN,Costa Rica,PHAR,7.23
2016,SH_MED_DEN,Costa Rica,DENT,1.39
2016,SH_MED_DEN,Costa Rica,NURSMID,29.77
2016,SH_MED_DEN,Costa Rica,PHYS,28.81
2017,SH_MED_DEN,Costa Rica,PHYS,29.99
2017,SH_MED_DEN,Costa Rica,PHAR,10.65
2017,SH_MED_DEN,Costa Rica,NURSMID,31.52
2020,SH_MED_DEN,Ireland,PHYS,34.84
2020,SH_MED_DEN,Ireland,PHAR,13.68
2020,SH_MED_DEN,Ireland,NURSMID,184.26
2020,SH_MED_DEN,Ireland,DENT,6.66
2021,SH_MED_DEN,Ireland,NURSMID,148.95
2021,SH_MED_DEN,Ireland,PHYS,40.62
2021,SH_MED_DEN,Ireland,DENT,6.64
2000,SH_MED_DEN,Israel,PHYS,36.93
2000,SH_MED_DEN,Israel,PHAR,6.54
2017,SH_MED_DEN,Costa Rica,DENT,10.67
2018,SH_MED_DEN,Costa Rica,PHAR,11.16
2018,SH_MED_DEN,Costa Rica,PHYS,28.7
2018,SH_MED_DEN,Costa Rica,DENT,11.17
2018,SH_MED_DEN,Costa Rica,NURSMID,33.86
2019,SH_MED_DEN,Costa Rica,PHYS,32.08
2019,SH_MED_DEN,Costa Rica,PHAR,11.63
2019,SH_MED_DEN,Costa Rica,DENT,11.37
2020,SH_MED_DEN,Costa Rica,NURSMID,33.2
2000,SH_MED_DEN,Israel,DENT,8.17
2000,SH_MED_DEN,Israel,NURSMID,58.18
2001,SH_MED_DEN,Israel,NURSMID,58.99
2001,SH_MED_DEN,Israel,DENT,8.23
2001,SH_MED_DEN,Israel,PHAR,6.73
2001,SH_MED_DEN,Israel,PHYS,37.06
2002,SH_MED_DEN,Israel,PHAR,6.45
2002,SH_MED_DEN,Israel,DENT,8.92
2002,SH_MED_DEN,Israel,NURSMID,58.25
2010,SH_MED_DEN,Austria,NURSMID,67.59
2010,SH_MED_DEN,Austria,DENT,5.6
2010,SH_MED_DEN,Austria,PHAR,6.67
2011,SH_MED_DEN,Austria,DENT,5.65
2011,SH_MED_DEN,Austria,NURSMID,68.57
2011,SH_MED_DEN,Austria,PHYS,48.76
2011,SH_MED_DEN,Austria,PHAR,6.79
2012,SH_MED_DEN,Austria,NURSMID,68.88
2012,SH_MED_DEN,Austria,DENT,5.69
2020,SH_MED_DEN,Costa Rica,PHAR,11.88
2020,SH_MED_DEN,Costa Rica,DENT,11.45
2020,SH_MED_DEN,Costa Rica,PHYS,27.18
2021,SH_MED_DEN,Costa Rica,DENT,10.58
2021,SH_MED_DEN,Costa Rica,NURSMID,30.63
2021,SH_MED_DEN,Costa Rica,PHYS,27.7
2021,SH_MED_DEN,Costa Rica,PHAR,11.73
2000,SH_MED_DEN,Croatia,PHAR,4.71
2000,SH_MED_DEN,Croatia,PHYS,22.95
2000,SH_MED_DEN,Croatia,DENT,6.54
2000,SH_MED_DEN,Croatia,NURSMID,48.71
2001,SH_MED_DEN,Croatia,PHYS,23.41
2001,SH_MED_DEN,Croatia,PHAR,4.96
2001,SH_MED_DEN,Croatia,NURSMID,49.23
2001,SH_MED_DEN,Croatia,DENT,6.7
2002,SH_MED_DEN,Croatia,NURSMID,49.72
2002,SH_MED_DEN,Croatia,PHAR,5.1
2002,SH_MED_DEN,Croatia,DENT,6.75
2002,SH_MED_DEN,Israel,PHYS,37.16
2003,SH_MED_DEN,Israel,NURSMID,56.88
2003,SH_MED_DEN,Israel,DENT,9.52
2003,SH_MED_DEN,Israel,PHAR,6.13
2003,SH_MED_DEN,Israel,PHYS,37.15
2004,SH_MED_DEN,Israel,PHYS,36.8
2004,SH_MED_DEN,Israel,PHAR,6.47
2004,SH_MED_DEN,Israel,DENT,9.0
2004,SH_MED_DEN,Israel,NURSMID,55.48
2012,SH_MED_DEN,Austria,PHYS,49.28
2012,SH_MED_DEN,Austria,PHAR,6.91
2013,SH_MED_DEN,Austria,PHAR,6.98
2013,SH_MED_DEN,Austria,DENT,5.72
2013,SH_MED_DEN,Austria,NURSMID,69.36
2013,SH_MED_DEN,Austria,PHYS,50.19
2014,SH_MED_DEN,Austria,NURSMID,70.37
2014,SH_MED_DEN,Austria,PHYS,50.77
2014,SH_MED_DEN,Austria,DENT,5.73
2005,SH_MED_DEN,Israel,NURSMID,56.18
2005,SH_MED_DEN,Israel,PHYS,36.34
2005,SH_MED_DEN,Israel,DENT,8.39
2005,SH_MED_DEN,Israel,PHAR,6.7
2006,SH_MED_DEN,Israel,PHAR,6.49
2006,SH_MED_DEN,Israel,DENT,8.15
2006,SH_MED_DEN,Israel,NURSMID,56.05
2006,SH_MED_DEN,Israel,PHYS,35.99
2007,SH_MED_DEN,Israel,NURSMID,54.89
2007,SH_MED_DEN,Israel,PHYS,35.63
2007,SH_MED_DEN,Israel,DENT,8.2
2007,SH_MED_DEN,Israel,PHAR,6.19
2008,SH_MED_DEN,Israel,PHAR,6.55
2008,SH_MED_DEN,Israel,DENT,8.29
2008,SH_MED_DEN,Israel,NURSMID,52.64
2008,SH_MED_DEN,Israel,PHYS,35.24
2009,SH_MED_DEN,Israel,DENT,8.47
2009,SH_MED_DEN,Israel,PHYS,35.29
2009,SH_MED_DEN,Israel,PHAR,6.99
2009,SH_MED_DEN,Israel,NURSMID,51.37
2010,SH_MED_DEN,Israel,PHYS,35.19
2010,SH_MED_DEN,Israel,DENT,8.69
2010,SH_MED_DEN,Israel,NURSMID,51.17
2010,SH_MED_DEN,Israel,PHAR,7.82
2011,SH_MED_DEN,Israel,DENT,7.87
2011,SH_MED_DEN,Israel,PHYS,35.25
2011,SH_MED_DEN,Israel,PHAR,7.78
2011,SH_MED_DEN,Israel,NURSMID,52.28
2012,SH_MED_DEN,Israel,NURSMID,52.52
2012,SH_MED_DEN,Israel,PHAR,7.86
2012,SH_MED_DEN,Israel,PHYS,35.1
2012,SH_MED_DEN,Israel,DENT,7.07
2013,SH_MED_DEN,Israel,PHAR,6.9
2013,SH_MED_DEN,Israel,DENT,6.99
2013,SH_MED_DEN,Israel,NURSMID,53.05
2013,SH_MED_DEN,Israel,PHYS,34.83
2014,SH_MED_DEN,Austria,PHAR,7.02
2015,SH_MED_DEN,Austria,PHAR,7.06
2015,SH_MED_DEN,Austria,DENT,5.68
2015,SH_MED_DEN,Austria,NURSMID,70.43
2015,SH_MED_DEN,Austria,PHYS,51.25
2016,SH_MED_DEN,Austria,PHAR,7.09
2016,SH_MED_DEN,Austria,PHYS,51.3
2016,SH_MED_DEN,Austria,DENT,5.67
2016,SH_MED_DEN,Austria,NURSMID,70.27
2017,SH_MED_DEN,Austria,PHAR,7.1
2017,SH_MED_DEN,Austria,NURSMID,71.08
2017,SH_MED_DEN,Austria,DENT,5.69
2017,SH_MED_DEN,Austria,PHYS,51.83
2018,SH_MED_DEN,Austria,PHYS,52.41
2018,SH_MED_DEN,Austria,NURSMID,71.3
2018,SH_MED_DEN,Austria,PHAR,7.18
