Year,SeriesCode,Country,Education level,Quantile,Sex,Value
2013,SE_ALP_CPLR,Bulgaria,LOWSEC,Total or no breakdown,Both sexes,0.96486
2013,SE_ALP_CPLR,Bulgaria,PRIMAR,Total or no breakdown,Both sexes,1.01362
2014,SE_ALP_CPLR,Bulgaria,UPPSEC,Total or no breakdown,Both sexes,0.73443
2014,SE_ALP_CPLR,Bulgaria,PRIMAR,Total or no breakdown,Both sexes,0.97189
2014,SE_ALP_CPLR,Bulgaria,LOWSEC,Total or no breakdown,Both sexes,0.92496
2015,SE_ALP_CPLR,Bulgaria,UPPSEC,Total or no breakdown,Both sexes,0.73711
2007,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.9341
2008,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Both sexes,0.6643
2008,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.9332
2008,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Both sexes,0.7209
2009,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Both sexes,0.7328
2009,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.9412
2009,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Both sexes,0.6291
2010,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Both sexes,0.7044
2010,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.9449
2006,SE_ALP_CPLR,India,UPPSEC,Total or no breakdown,Both sexes,0.41375
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 1 (poorest),Male,1.18117
2006,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Both sexes,0.72626
2006,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Female,0.63004
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 4,Female,1.21386
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 5 (richest),Male,1.00955
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 1 (poorest),Female,1.06756
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 1 (poorest),Both sexes,0.81422
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 4,Male,1.06176
2006,SE_ALP_CPLR,India,UPPSEC,Total or no breakdown,Male,0.52632
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 1 (poorest),Both sexes,1.05916
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 3,Male,1.25413
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 3,Both sexes,1.20717
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 3,Both sexes,1.09294
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 3,Male,1.12672
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 5 (richest),Female,0.99021
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 2,Male,1.19721
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 2,Female,1.06841
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 5 (richest),Female,0.7878
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 3,Female,0.92536
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 1 (poorest),Both sexes,1.21395
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 4,Both sexes,1.04767
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 1 (poorest),Male,1.33393
2006,SE_ALP_CPLR,India,PRIMAR,Total or no breakdown,Female,0.79578
2015,SE_ALP_CPLR,Bulgaria,LOWSEC,Total or no breakdown,Both sexes,0.95726
2015,SE_ALP_CPLR,Bulgaria,PRIMAR,Total or no breakdown,Both sexes,0.9936
2016,SE_ALP_CPLR,Bulgaria,PRIMAR,Total or no breakdown,Both sexes,0.98178
2016,SE_ALP_CPLR,Bulgaria,LOWSEC,Total or no breakdown,Both sexes,0.94156
2016,SE_ALP_CPLR,Bulgaria,UPPSEC,Total or no breakdown,Both sexes,0.74787
2017,SE_ALP_CPLR,Bulgaria,UPPSEC,Total or no breakdown,Both sexes,0.73642
2017,SE_ALP_CPLR,Bulgaria,LOWSEC,Total or no breakdown,Both sexes,0.95747
2017,SE_ALP_CPLR,Bulgaria,PRIMAR,Total or no breakdown,Both sexes,0.9546
2018,SE_ALP_CPLR,Bulgaria,PRIMAR,Total or no breakdown,Both sexes,0.99325
2018,SE_ALP_CPLR,Bulgaria,LOWSEC,Total or no breakdown,Both sexes,0.94911
2018,SE_ALP_CPLR,Bulgaria,UPPSEC,Total or no breakdown,Both sexes,0.74461
2019,SE_ALP_CPLR,Bulgaria,LOWSEC,Total or no breakdown,Both sexes,0.98085
2019,SE_ALP_CPLR,Bulgaria,PRIMAR,Total or no breakdown,Both sexes,1.01871
2019,SE_ALP_CPLR,Bulgaria,UPPSEC,Total or no breakdown,Both sexes,0.79251
2020,SE_ALP_CPLR,Bulgaria,PRIMAR,Total or no breakdown,Both sexes,0.98174
2020,SE_ALP_CPLR,Bulgaria,LOWSEC,Total or no breakdown,Both sexes,0.98922
2020,SE_ALP_CPLR,Bulgaria,UPPSEC,Total or no breakdown,Both sexes,0.72767
2021,SE_ALP_CPLR,Bulgaria,UPPSEC,Total or no breakdown,Both sexes,0.79736
2021,SE_ALP_CPLR,Bulgaria,LOWSEC,Total or no breakdown,Both sexes,0.98284
2021,SE_ALP_CPLR,Bulgaria,PRIMAR,Total or no breakdown,Both sexes,1.0097
2010,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Both sexes,0.799
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 4,Male,1.16184
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Female,0.76083
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 4,Female,1.0409
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 5 (richest),Male,0.9197
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 2,Female,1.09164
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Female,0.96052
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 2,Male,0.93714
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 4,Both sexes,1.22239
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 5 (richest),Female,1.00429
2006,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Male,0.83563
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 4,Male,1.26112
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 5 (richest),Both sexes,1.00662
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 1 (poorest),Female,0.88394
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 2,Both sexes,1.11632
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 4,Female,1.03341
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 2,Male,1.25481
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 1 (poorest),Female,2.0
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 2,Female,0.92123
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 3,Female,1.05587
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 4,Both sexes,1.13632
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 2,Both sexes,1.13821
2006,SE_ALP_CPLR,India,PRIMAR,Total or no breakdown,Male,0.90971
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 3,Female,1.16471
2005,SE_ALP_CPLR,Belarus,UPPSEC,Total or no breakdown,Both sexes,0.83542
2005,SE_ALP_CPLR,Belarus,LOWSEC,Total or no breakdown,Both sexes,0.99638
2005,SE_ALP_CPLR,Belarus,PRIMAR,Total or no breakdown,Both sexes,0.9954
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 5 (richest),Female,0.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Total or no breakdown,Male,1.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 4,Both sexes,0.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Total or no breakdown,Both sexes,0.95154
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 2,Female,1.05358
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 5 (richest),Both sexes,0.98562
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 5 (richest),Male,0.87769
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 4,Both sexes,1.01473
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 2,Female,0.74479
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 2,Male,0.90908
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 1 (poorest),Male,0.86169
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 1 (poorest),Male,1.83283
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Male,0.75169
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 2,Female,0.59446
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 2,Male,1.32717
2006,SE_ALP_CPLR,India,UPPSEC,Total or no breakdown,Female,0.31741
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 5 (richest),Male,0.98141
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 5 (richest),Male,0.84641
2006,SE_ALP_CPLR,India,PRIMAR,Quantile 2,Both sexes,1.13878
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 5 (richest),Both sexes,0.98601
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 5 (richest),Both sexes,0.81264
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 5 (richest),Male,0.0
2012,SE_ALP_CPLR,Belarus,PRIMAR,Total or no breakdown,Female,1.0068
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 5 (richest),Both sexes,0.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 1 (poorest),Female,0.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Total or no breakdown,Male,0.94956
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 4,Both sexes,0.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 1 (poorest),Female,0.0
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 4,Male,0.0
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 4,Both sexes,1.06446
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 3,Male,0.7479
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 3,Male,0.95259
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 2,Both sexes,1.0102
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 5 (richest),Both sexes,0.8048
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 2,Male,1.47205
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 1 (poorest),Both sexes,0.51254
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 1 (poorest),Male,0.6315
2006,SE_ALP_CPLR,India,PRIMAR,Total or no breakdown,Both sexes,0.85271
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 4,Male,1.15815
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 3,Male,1.40415
2006,SE_ALP_CPLR,India,LOWSEC,Quantile 4,Female,1.12572
2006,SE_ALP_CPLR,India,UPPSEC,Quantile 3,Both sexes,1.22115
2011,SE_ALP_CPLR,India,PRIMAR,Total or no breakdown,Both sexes,0.94298
2011,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Both sexes,0.87044
2011,SE_ALP_CPLR,India,UPPSEC,Total or no breakdown,Both sexes,0.53886
2015,SE_ALP_CPLR,India,UPPSEC,Total or no breakdown,Both sexes,0.64963
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Both sexes,0.8541
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.9553
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 5 (richest),Female,0.0
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Male,0.65729
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 4,Both sexes,1.07695
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Both sexes,0.6833
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Female,0.64069
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 5 (richest),Female,0.0
2015,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Both sexes,0.91821
2015,SE_ALP_CPLR,India,PRIMAR,Total or no breakdown,Both sexes,0.9687
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 3,Male,1.22949
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 3,Female,1.11535
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 3,Both sexes,1.17051
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 4,Female,1.04846
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 4,Both sexes,1.09016
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 5 (richest),Female,1.00069
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 5 (richest),Male,1.00238
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 4,Female,1.03453
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 1 (poorest),Both sexes,1.28538
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 2,Female,1.14701
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 1 (poorest),Female,1.37876
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 2,Male,1.24611
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 2,Female,1.06119
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 2,Male,1.1144
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 1 (poorest),Male,0.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 1 (poorest),Both sexes,1.09411
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 2,Both sexes,1.02149
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 2,Female,1.02473
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 3,Male,0.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 2,Both sexes,1.0124
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 4,Both sexes,0.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 3,Both sexes,0.0
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 5 (richest),Female,0.0
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 5 (richest),Both sexes,0.9491
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 5 (richest),Male,0.87706
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 1 (poorest),Female,0.8364
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 1 (poorest),Female,0.72785
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 2,Both sexes,0.75921
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 1 (poorest),Both sexes,1.39703
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 1 (poorest),Both sexes,0.85253
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 5 (richest),Female,0.99645
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 5 (richest),Both sexes,1.00308
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 3,Both sexes,1.12332
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 3,Male,1.16548
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 3,Both sexes,1.07474
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 3,Female,1.07645
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 1 (poorest),Male,1.28283
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 1 (poorest),Male,1.17903
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 1 (poorest),Female,0.45248
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 4,Male,0.95421
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 4,Female,1.07137
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 4,Male,1.02751
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 4,Female,1.07217
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 2,Female,0.62546
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Male,0.89368
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 3,Female,0.97498
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 2,Both sexes,0.87778
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 3,Both sexes,0.86595
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 3,Female,0.92162
2011,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 3,Male,0.83084
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 3,Female,1.06003
2011,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 3,Both sexes,0.96221
2011,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 3,Both sexes,0.90037
2012,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Both sexes,0.7248
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 3,Both sexes,1.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 3,Female,0.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 4,Female,0.0
2012,SE_ALP_CPLR,Belarus,PRIMAR,Total or no breakdown,Both sexes,1.00333
2012,SE_ALP_CPLR,Belarus,LOWSEC,Total or no breakdown,Both sexes,1.00082
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 4,Male,0.0
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 5 (richest),Male,0.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 4,Female,0.0
2016,SE_ALP_CPLR,India,PRIMAR,Total or no breakdown,Both sexes,0.9687
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 4,Male,1.0792
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 1 (poorest),Male,1.31398
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 4,Both sexes,1.02733
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 1 (poorest),Both sexes,1.24402
2016,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Both sexes,0.9182
2016,SE_ALP_CPLR,India,PRIMAR,Total or no breakdown,Female,0.95749
2016,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Male,0.9527
2012,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.9757
2012,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Both sexes,0.8303
2013,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Both sexes,0.8626
2013,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.997
2013,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Both sexes,0.7065
2014,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Both sexes,0.6542
2014,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.967
2014,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Both sexes,0.8024
2015,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.9731
2012,SE_ALP_CPLR,Belarus,LOWSEC,Total or no breakdown,Female,1.00195
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 2,Male,1.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Total or no breakdown,Female,0.95749
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 5 (richest),Female,0.0
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 5 (richest),Male,0.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 5 (richest),Female,0.0
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 1 (poorest),Female,0.0
2016,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Female,0.88405
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 5 (richest),Both sexes,1.00158
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 4,Male,1.149
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 1 (poorest),Both sexes,1.12818
2016,SE_ALP_CPLR,India,UPPSEC,Total or no breakdown,Male,0.72456
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 4,Male,1.03527
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 4,Female,1.01865
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 2,Both sexes,1.20027
2015,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Both sexes,0.7784
2015,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Both sexes,0.891
2016,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Both sexes,0.7531
2016,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.9736
2016,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Both sexes,0.8909
2017,SE_ALP_CPLR,Costa Rica,PRIMAR,Total or no breakdown,Both sexes,0.9707
2017,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Both sexes,0.9571
2017,SE_ALP_CPLR,Costa Rica,UPPSEC,Total or no breakdown,Both sexes,0.9713
2018,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 2,Female,0.99605
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 1 (poorest),Male,0.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 2,Both sexes,1.0
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 4,Female,0.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 2,Male,1.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 2,Female,1.0
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 1 (poorest),Both sexes,1.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 3,Male,0.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 3,Female,0.0
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 1 (poorest),Female,1.16187
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 1 (poorest),Female,1.07171
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 5 (richest),Both sexes,0.98886
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 5 (richest),Female,0.97088
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 5 (richest),Male,1.00924
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 5 (richest),Male,1.01183
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 2,Both sexes,1.08846
2016,SE_ALP_CPLR,India,UPPSEC,Total or no breakdown,Female,0.58223
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 2,Male,1.34567
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 3,Male,1.07726
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 2,Female,1.26112
2016,SE_ALP_CPLR,India,PRIMAR,Total or no breakdown,Male,0.97898
2016,SE_ALP_CPLR,India,UPPSEC,Quantile 2,Both sexes,1.30326
2016,SE_ALP_CPLR,India,PRIMAR,Quantile 3,Female,1.0719
2016,SE_ALP_CPLR,India,LOWSEC,Quantile 4,Both sexes,1.06371
2016,SE_ALP_CPLR,India,UPPSEC,Total or no breakdown,Both sexes,0.6496
2018,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 2,Male,1.02051
2018,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2018,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 5 (richest),Male,0.0
2018,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 5 (richest),Female,0.0
2018,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 4,Both sexes,1.08457
2018,SE_ALP_CPLR,Costa Rica,LOWSEC,Total or no breakdown,Male,0.85405
2018,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 5 (richest),Female,0.0
2018,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 5 (richest),Male,0.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 3,Both sexes,0.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 2,Male,0.99864
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 5 (richest),Both sexes,0.0
2012,SE_ALP_CPLR,Belarus,PRIMAR,Total or no breakdown,Male,1.0
2012,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 3,Male,0.0
2012,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 3,Female,0.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 4,Male,0.0
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 1 (poorest),Both sexes,1.00948
2018,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 2,Female,1.03325
2018,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 4,Both sexes,1.0
2018,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 4,Female,0.0
2018,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 4,Male,1.0
2018,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 1 (poorest),Both sexes,1.01038
2018,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 3,Both sexes,0.88712
2018,SE_ALP_CPLR,Costa Rica,UPPSEC,Quantile 3,Female,0.965
2018,SE_ALP_CPLR,Costa Rica,PRIMAR,Quantile 3,Both sexes,1.01324
2020,SE_ALP_CPLR,India,UPPSEC,Total or no breakdown,Both sexes,0.72371
2020,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Both sexes,0.94337
2020,SE_ALP_CPLR,India,PRIMAR,Total or no breakdown,Both sexes,0.97628
2021,SE_ALP_CPLR,India,LOWSEC,Quantile 1 (poorest),Both sexes,1.19501
2021,SE_ALP_CPLR,India,PRIMAR,Quantile 4,Both sexes,1.01299
2021,SE_ALP_CPLR,India,LOWSEC,Quantile 1 (poorest),Male,1.21197
2021,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Both sexes,0.94344
2021,SE_ALP_CPLR,India,LOWSEC,Total or no breakdown,Female,0.92632
2021,SE_ALP_CPLR,India,UPPSEC,Quantile 4,Female,1.01027
2012,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 1 (poorest),Male,0.0
2019,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 4,Female,0.0
2019,SE_ALP_CPLR,Belarus,PRIMAR,Quantile 3,Female,0.0
2019,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 3,Male,0.0
2019,SE_ALP_CPLR,Belarus,PRIMAR,Total or no breakdown,Male,1.0
2019,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 4,Both sexes,0.0
2019,SE_ALP_CPLR,Belarus,UPPSEC,Quantile 2,Both sexes,0.82416
2019,SE_ALP_CPLR,Belarus,LOWSEC,Quantile 3,Female,0.0
2018,SE_ALP_CPLR,Costa Rica,LOWSEC,Quantile 3,Male,1.00449
