Year,SeriesCode,Страна ,Deviation Level,Value
2018,EN_LKW_QLTRST,Armenia,LOW,94.72413
2019,EN_LKW_QLTRST,Armenia,MEDIUM,0.94662
2019,EN_LKW_QLTRST,Armenia,HIGH,0.00946
2019,EN_LKW_QLTRST,Armenia,LOW,99.04174
2019,EN_LKW_QLTRST,Armenia,EXTREME,0.00218
2020,EN_LKW_QLTRST,Armenia,MEDIUM,0.95188
2020,EN_LKW_QLTRST,Armenia,LOW,99.0004
2020,EN_LKW_QLTRST,Armenia,EXTREME,0.0027
2020,EN_LKW_QLTRST,Armenia,HIGH,0.04502
2017,EN_LKW_QLTRST,Mexico,HIGH,2.19487
2017,EN_LKW_QLTRST,Mexico,MEDIUM,9.0008
2017,EN_LKW_QLTRST,Mexico,EXTREME,0.80355
2017,EN_LKW_QLTRST,Mexico,LOW,88.00078
2018,EN_LKW_QLTRST,Mexico,HIGH,2.00454
2018,EN_LKW_QLTRST,Mexico,EXTREME,0.69535
2018,EN_LKW_QLTRST,Mexico,LOW,90.84886
2018,EN_LKW_QLTRST,Mexico,MEDIUM,6.45125
2019,EN_LKW_QLTRST,Mexico,LOW,90.71434
2019,EN_LKW_QLTRST,Mexico,MEDIUM,6.7241
2019,EN_LKW_QLTRST,Mexico,EXTREME,0.60808
2019,EN_LKW_QLTRST,Mexico,HIGH,1.95349
2020,EN_LKW_QLTRST,Mexico,HIGH,2.14086
2020,EN_LKW_QLTRST,Mexico,EXTREME,0.634
2020,EN_LKW_QLTRST,Mexico,MEDIUM,7.46607
2020,EN_LKW_QLTRST,Mexico,LOW,89.75907
2021,EN_LKW_QLTRST,Mexico,HIGH,2.83774
2021,EN_LKW_QLTRST,Mexico,LOW,86.18413
2021,EN_LKW_QLTRST,Mexico,MEDIUM,10.02704
2021,EN_LKW_QLTRST,Mexico,EXTREME,0.95109
2017,EN_LKW_QLTRST,Republic of Moldova,LOW,92.93767
2017,EN_LKW_QLTRST,Republic of Moldova,MEDIUM,6.75486
2017,EN_LKW_QLTRST,Republic of Moldova,HIGH,0.27981
2017,EN_LKW_QLTRST,Republic of Moldova,EXTREME,0.02766
2018,EN_LKW_QLTRST,Republic of Moldova,HIGH,0.28406
2018,EN_LKW_QLTRST,Republic of Moldova,MEDIUM,1.21196
2018,EN_LKW_QLTRST,Republic of Moldova,LOW,98.47461
2018,EN_LKW_QLTRST,Republic of Moldova,EXTREME,0.02937
2019,EN_LKW_QLTRST,Republic of Moldova,LOW,97.48963
2019,EN_LKW_QLTRST,Republic of Moldova,EXTREME,0.0262
2019,EN_LKW_QLTRST,Republic of Moldova,HIGH,0.11319
2019,EN_LKW_QLTRST,Republic of Moldova,MEDIUM,2.37098
2020,EN_LKW_QLTRST,Republic of Moldova,MEDIUM,1.11714
2020,EN_LKW_QLTRST,Republic of Moldova,LOW,98.41049
2020,EN_LKW_QLTRST,Republic of Moldova,HIGH,0.41469
2020,EN_LKW_QLTRST,Republic of Moldova,EXTREME,0.05768
2021,EN_LKW_QLTRST,Republic of Moldova,LOW,98.89202
2021,EN_LKW_QLTRST,Republic of Moldova,EXTREME,0.03722
2021,EN_LKW_QLTRST,Republic of Moldova,HIGH,0.16971
2021,EN_LKW_QLTRST,Republic of Moldova,MEDIUM,0.90105
2017,EN_LKW_QLTRST,Montenegro,HIGH,0.22542
2017,EN_LKW_QLTRST,Montenegro,EXTREME,0.06065
2017,EN_LKW_QLTRST,Montenegro,LOW,96.85722
2017,EN_LKW_QLTRST,Montenegro,MEDIUM,2.85671
2018,EN_LKW_QLTRST,Montenegro,HIGH,0.12576
2018,EN_LKW_QLTRST,Montenegro,MEDIUM,1.45282
2018,EN_LKW_QLTRST,Montenegro,LOW,98.37504
2018,EN_LKW_QLTRST,Montenegro,EXTREME,0.04639
2019,EN_LKW_QLTRST,Montenegro,LOW,99.48076
2019,EN_LKW_QLTRST,Montenegro,EXTREME,0.03337
2019,EN_LKW_QLTRST,Montenegro,HIGH,0.12551
2019,EN_LKW_QLTRST,Montenegro,MEDIUM,0.36036
2020,EN_LKW_QLTRST,Montenegro,LOW,97.58222
2020,EN_LKW_QLTRST,Montenegro,EXTREME,0.04267
2020,EN_LKW_QLTRST,Montenegro,MEDIUM,2.07744
2020,EN_LKW_QLTRST,Montenegro,HIGH,0.29767
2021,EN_LKW_QLTRST,Montenegro,HIGH,0.30248
2021,EN_LKW_QLTRST,Montenegro,EXTREME,0.10019
2021,EN_LKW_QLTRST,Montenegro,LOW,95.81413
2021,EN_LKW_QLTRST,Armenia,LOW,98.38284
2021,EN_LKW_QLTRST,Armenia,MEDIUM,1.57761
2021,EN_LKW_QLTRST,Armenia,HIGH,0.03737
2021,EN_LKW_QLTRST,Armenia,EXTREME,0.00218
2017,EN_LKW_QLTRST,Bosnia and Herzegovina,MEDIUM,12.2467
2017,EN_LKW_QLTRST,Bosnia and Herzegovina,EXTREME,0.0
2017,EN_LKW_QLTRST,Bosnia and Herzegovina,LOW,87.37425
2017,EN_LKW_QLTRST,Bosnia and Herzegovina,HIGH,0.37904
2018,EN_LKW_QLTRST,Bosnia and Herzegovina,MEDIUM,2.93272
2018,EN_LKW_QLTRST,Bosnia and Herzegovina,LOW,96.89602
2018,EN_LKW_QLTRST,Bosnia and Herzegovina,HIGH,0.17126
2018,EN_LKW_QLTRST,Bosnia and Herzegovina,EXTREME,0.0
2019,EN_LKW_QLTRST,Bosnia and Herzegovina,LOW,96.47535
2019,EN_LKW_QLTRST,Bosnia and Herzegovina,MEDIUM,3.27477
2019,EN_LKW_QLTRST,Bosnia and Herzegovina,HIGH,0.24253
2019,EN_LKW_QLTRST,Bosnia and Herzegovina,EXTREME,0.00735
2020,EN_LKW_QLTRST,Bosnia and Herzegovina,LOW,91.59399
2020,EN_LKW_QLTRST,Bosnia and Herzegovina,MEDIUM,7.84461
2020,EN_LKW_QLTRST,Bosnia and Herzegovina,EXTREME,0.03795
2020,EN_LKW_QLTRST,Bosnia and Herzegovina,HIGH,0.52345
2021,EN_LKW_QLTRST,Bosnia and Herzegovina,MEDIUM,5.64572
2021,EN_LKW_QLTRST,Bosnia and Herzegovina,EXTREME,0.00568
2021,EN_LKW_QLTRST,Montenegro,MEDIUM,3.7832
2017,EN_LKW_QLTRST,New Zealand,EXTREME,4.18734
2017,EN_LKW_QLTRST,New Zealand,LOW,61.91119
2017,EN_LKW_QLTRST,New Zealand,MEDIUM,19.87881
2017,EN_LKW_QLTRST,New Zealand,HIGH,14.02265
2018,EN_LKW_QLTRST,New Zealand,MEDIUM,25.63369
2018,EN_LKW_QLTRST,New Zealand,HIGH,15.7182
2018,EN_LKW_QLTRST,New Zealand,LOW,55.39462
2018,EN_LKW_QLTRST,New Zealand,EXTREME,3.25349
2019,EN_LKW_QLTRST,New Zealand,MEDIUM,20.57366
2019,EN_LKW_QLTRST,New Zealand,LOW,68.26028
2019,EN_LKW_QLTRST,New Zealand,EXTREME,1.8677
2021,EN_LKW_QLTRST,Bosnia and Herzegovina,LOW,93.77133
2021,EN_LKW_QLTRST,Bosnia and Herzegovina,HIGH,0.57728
2017,EN_LKW_QLTRST,Bulgaria,MEDIUM,24.05297
2017,EN_LKW_QLTRST,Bulgaria,LOW,65.25551
2017,EN_LKW_QLTRST,Bulgaria,EXTREME,1.14069
2017,EN_LKW_QLTRST,Bulgaria,HIGH,9.55083
2018,EN_LKW_QLTRST,Bulgaria,MEDIUM,22.42725
2018,EN_LKW_QLTRST,Bulgaria,LOW,68.86966
2018,EN_LKW_QLTRST,Bulgaria,EXTREME,0.54213
2018,EN_LKW_QLTRST,Bulgaria,HIGH,8.16096
2019,EN_LKW_QLTRST,Bulgaria,HIGH,3.70537
2019,EN_LKW_QLTRST,Bulgaria,MEDIUM,13.07821
2019,EN_LKW_QLTRST,New Zealand,HIGH,9.29836
2020,EN_LKW_QLTRST,New Zealand,EXTREME,2.29336
2020,EN_LKW_QLTRST,New Zealand,MEDIUM,17.03894
2020,EN_LKW_QLTRST,New Zealand,LOW,72.49741
2020,EN_LKW_QLTRST,New Zealand,HIGH,8.1703
2021,EN_LKW_QLTRST,New Zealand,HIGH,6.10041
2021,EN_LKW_QLTRST,New Zealand,EXTREME,1.77678
2021,EN_LKW_QLTRST,New Zealand,MEDIUM,15.50231
2021,EN_LKW_QLTRST,New Zealand,LOW,76.6205
2017,EN_LKW_QLTRST,Norway,MEDIUM,20.8987
2017,EN_LKW_QLTRST,Norway,HIGH,22.23571
2017,EN_LKW_QLTRST,Norway,LOW,41.55136
2019,EN_LKW_QLTRST,Bulgaria,EXTREME,0.2903
2019,EN_LKW_QLTRST,Bulgaria,LOW,82.92612
2020,EN_LKW_QLTRST,Bulgaria,EXTREME,0.39604
2020,EN_LKW_QLTRST,Bulgaria,MEDIUM,14.90283
2020,EN_LKW_QLTRST,Bulgaria,LOW,79.64959
2020,EN_LKW_QLTRST,Bulgaria,HIGH,5.05154
2021,EN_LKW_QLTRST,Bulgaria,MEDIUM,8.58117
2021,EN_LKW_QLTRST,Bulgaria,LOW,88.49782
2021,EN_LKW_QLTRST,Bulgaria,EXTREME,0.11553
2021,EN_LKW_QLTRST,Bulgaria,HIGH,2.80547
2017,EN_LKW_QLTRST,Canada,HIGH,12.71747
2017,EN_LKW_QLTRST,Canada,MEDIUM,20.35867
2017,EN_LKW_QLTRST,Canada,LOW,61.29005
2017,EN_LKW_QLTRST,Canada,EXTREME,5.63381
2018,EN_LKW_QLTRST,Canada,HIGH,14.10469
2018,EN_LKW_QLTRST,Canada,LOW,59.45976
2018,EN_LKW_QLTRST,Canada,EXTREME,8.35716
2018,EN_LKW_QLTRST,Canada,MEDIUM,18.0784
2019,EN_LKW_QLTRST,Canada,LOW,72.96405
2019,EN_LKW_QLTRST,Canada,MEDIUM,13.89817
2019,EN_LKW_QLTRST,Canada,EXTREME,4.55204
2019,EN_LKW_QLTRST,Canada,HIGH,8.58574
2020,EN_LKW_QLTRST,Canada,MEDIUM,11.46512
2020,EN_LKW_QLTRST,Canada,EXTREME,3.33821
2017,EN_LKW_QLTRST,Norway,EXTREME,6.98089
2018,EN_LKW_QLTRST,Norway,LOW,40.49844
2018,EN_LKW_QLTRST,Norway,HIGH,24.49689
2018,EN_LKW_QLTRST,Norway,EXTREME,7.99952
2018,EN_LKW_QLTRST,Norway,MEDIUM,18.67181
2019,EN_LKW_QLTRST,Norway,MEDIUM,16.4381
2019,EN_LKW_QLTRST,Norway,LOW,62.17602
2019,EN_LKW_QLTRST,Norway,EXTREME,2.70624
2019,EN_LKW_QLTRST,Norway,HIGH,10.3463
2020,EN_LKW_QLTRST,Norway,LOW,57.16112
2020,EN_LKW_QLTRST,Norway,EXTREME,1.97066
2020,EN_LKW_QLTRST,Norway,MEDIUM,20.48677
2020,EN_LKW_QLTRST,Canada,LOW,79.27798
2020,EN_LKW_QLTRST,Canada,HIGH,5.91869
2021,EN_LKW_QLTRST,Canada,HIGH,7.62424
2021,EN_LKW_QLTRST,Canada,LOW,76.26141
2021,EN_LKW_QLTRST,Canada,MEDIUM,11.83497
2021,EN_LKW_QLTRST,Canada,EXTREME,4.27938
2017,EN_LKW_QLTRST,Chile,HIGH,11.90003
2017,EN_LKW_QLTRST,Chile,MEDIUM,11.97001
2017,EN_LKW_QLTRST,Chile,LOW,56.077
2017,EN_LKW_QLTRST,Chile,EXTREME,11.71963
2018,EN_LKW_QLTRST,Chile,MEDIUM,11.85017
2018,EN_LKW_QLTRST,Chile,LOW,61.96182
2018,EN_LKW_QLTRST,Chile,EXTREME,6.96267
2018,EN_LKW_QLTRST,Chile,HIGH,10.89201
2019,EN_LKW_QLTRST,Chile,EXTREME,6.86029
2019,EN_LKW_QLTRST,Chile,HIGH,7.66452
2019,EN_LKW_QLTRST,Chile,LOW,66.91454
2019,EN_LKW_QLTRST,Chile,MEDIUM,10.22732
2020,EN_LKW_QLTRST,Chile,HIGH,6.14776
2020,EN_LKW_QLTRST,Chile,EXTREME,4.18579
2020,EN_LKW_QLTRST,Chile,MEDIUM,10.56927
2020,EN_LKW_QLTRST,Chile,LOW,70.76384
2021,EN_LKW_QLTRST,Chile,HIGH,5.43831
2021,EN_LKW_QLTRST,Chile,EXTREME,6.00533
2020,EN_LKW_QLTRST,Norway,HIGH,12.04813
2021,EN_LKW_QLTRST,Norway,LOW,56.84647
2021,EN_LKW_QLTRST,Norway,EXTREME,2.72201
2021,EN_LKW_QLTRST,Norway,HIGH,12.13607
2021,EN_LKW_QLTRST,Norway,MEDIUM,19.96212
2017,EN_LKW_QLTRST,Poland,MEDIUM,7.056
2017,EN_LKW_QLTRST,Poland,LOW,91.0067
2017,EN_LKW_QLTRST,Poland,EXTREME,0.24386
2017,EN_LKW_QLTRST,Poland,HIGH,1.69344
2018,EN_LKW_QLTRST,Poland,MEDIUM,7.38921
2018,EN_LKW_QLTRST,Poland,EXTREME,0.39528
2018,EN_LKW_QLTRST,Poland,LOW,90.80333
2018,EN_LKW_QLTRST,Poland,HIGH,1.41218
2019,EN_LKW_QLTRST,Poland,HIGH,0.93971
2019,EN_LKW_QLTRST,Poland,EXTREME,0.27936
2019,EN_LKW_QLTRST,Poland,MEDIUM,4.04529
2019,EN_LKW_QLTRST,Poland,LOW,94.73565
2020,EN_LKW_QLTRST,Poland,LOW,95.40589
2020,EN_LKW_QLTRST,Poland,EXTREME,0.34699
2020,EN_LKW_QLTRST,Poland,HIGH,1.07542
2020,EN_LKW_QLTRST,Poland,MEDIUM,3.1717
2021,EN_LKW_QLTRST,Poland,MEDIUM,3.93294
2021,EN_LKW_QLTRST,Poland,EXTREME,0.2754
2021,EN_LKW_QLTRST,Poland,LOW,94.72355
2021,EN_LKW_QLTRST,Chile,LOW,71.37141
2021,EN_LKW_QLTRST,Chile,MEDIUM,8.85162
2017,EN_LKW_QLTRST,China,LOW,80.39782
2017,EN_LKW_QLTRST,China,HIGH,6.74985
2017,EN_LKW_QLTRST,China,MEDIUM,10.41148
2017,EN_LKW_QLTRST,China,EXTREME,2.44086
2018,EN_LKW_QLTRST,China,HIGH,6.37026
2018,EN_LKW_QLTRST,China,EXTREME,2.99374
2018,EN_LKW_QLTRST,China,LOW,78.22302
2018,EN_LKW_QLTRST,China,MEDIUM,12.41299
2019,EN_LKW_QLTRST,China,MEDIUM,10.2238
2019,EN_LKW_QLTRST,China,HIGH,3.90689
2021,EN_LKW_QLTRST,Poland,HIGH,1.06811
2017,EN_LKW_QLTRST,Portugal,EXTREME,0.0
2017,EN_LKW_QLTRST,Portugal,HIGH,5.29865
2017,EN_LKW_QLTRST,Portugal,LOW,61.60886
2017,EN_LKW_QLTRST,Portugal,MEDIUM,33.09249
2018,EN_LKW_QLTRST,Portugal,LOW,66.52216
2018,EN_LKW_QLTRST,Portugal,MEDIUM,29.33526
2018,EN_LKW_QLTRST,Portugal,EXTREME,0.04817
2018,EN_LKW_QLTRST,Portugal,HIGH,4.09441
2019,EN_LKW_QLTRST,Portugal,HIGH,1.93518
2019,EN_LKW_QLTRST,Portugal,EXTREME,0.04817
2019,EN_LKW_QLTRST,Portugal,LOW,79.41031
2019,EN_LKW_QLTRST,China,LOW,83.51712
2019,EN_LKW_QLTRST,China,EXTREME,2.35219
2020,EN_LKW_QLTRST,China,HIGH,4.12967
2020,EN_LKW_QLTRST,China,MEDIUM,8.65003
2020,EN_LKW_QLTRST,China,EXTREME,2.52389
2020,EN_LKW_QLTRST,China,LOW,84.69641
2021,EN_LKW_QLTRST,China,MEDIUM,10.07752
2021,EN_LKW_QLTRST,China,EXTREME,2.28108
2021,EN_LKW_QLTRST,China,HIGH,4.5375
2021,EN_LKW_QLTRST,China,LOW,83.1039
2017,EN_LKW_QLTRST,Colombia,MEDIUM,6.95912
2017,EN_LKW_QLTRST,Colombia,HIGH,3.37016
2019,EN_LKW_QLTRST,Portugal,MEDIUM,10.273
2020,EN_LKW_QLTRST,Portugal,MEDIUM,10.04254
2020,EN_LKW_QLTRST,Portugal,HIGH,1.0871
2020,EN_LKW_QLTRST,Portugal,EXTREME,0.13772
2020,EN_LKW_QLTRST,Portugal,LOW,88.73264
2021,EN_LKW_QLTRST,Portugal,HIGH,0.94354
2021,EN_LKW_QLTRST,Portugal,EXTREME,0.02318
2021,EN_LKW_QLTRST,Portugal,MEDIUM,9.76703
2021,EN_LKW_QLTRST,Portugal,LOW,89.26625
2017,EN_LKW_QLTRST,Romania,EXTREME,0.35526
2017,EN_LKW_QLTRST,Romania,HIGH,0.39984
2017,EN_LKW_QLTRST,Romania,LOW,97.64545
2017,EN_LKW_QLTRST,Colombia,EXTREME,1.83795
2017,EN_LKW_QLTRST,Colombia,LOW,87.83277
2018,EN_LKW_QLTRST,Colombia,HIGH,3.39918
2018,EN_LKW_QLTRST,Colombia,MEDIUM,6.77066
2018,EN_LKW_QLTRST,Colombia,EXTREME,1.61598
2018,EN_LKW_QLTRST,Colombia,LOW,88.21417
2019,EN_LKW_QLTRST,Colombia,EXTREME,1.73308
2019,EN_LKW_QLTRST,Colombia,MEDIUM,8.28462
2019,EN_LKW_QLTRST,Colombia,HIGH,3.58326
2019,EN_LKW_QLTRST,Colombia,LOW,86.39905
2020,EN_LKW_QLTRST,Colombia,LOW,87.99098
2020,EN_LKW_QLTRST,Colombia,MEDIUM,7.14268
2017,EN_LKW_QLTRST,Romania,MEDIUM,1.59945
2018,EN_LKW_QLTRST,Romania,HIGH,0.4111
2018,EN_LKW_QLTRST,Romania,LOW,98.01214
2018,EN_LKW_QLTRST,Romania,MEDIUM,1.20541
2018,EN_LKW_QLTRST,Romania,EXTREME,0.37135
2019,EN_LKW_QLTRST,Romania,MEDIUM,1.27181
2019,EN_LKW_QLTRST,Romania,LOW,97.98053
2019,EN_LKW_QLTRST,Romania,EXTREME,0.34536
2019,EN_LKW_QLTRST,Romania,HIGH,0.40229
2020,EN_LKW_QLTRST,Romania,MEDIUM,6.86433
2020,EN_LKW_QLTRST,Romania,LOW,92.32238
2020,EN_LKW_QLTRST,Romania,HIGH,0.5417
2020,EN_LKW_QLTRST,Romania,EXTREME,0.27159
2021,EN_LKW_QLTRST,Romania,EXTREME,0.29094
2021,EN_LKW_QLTRST,Romania,LOW,98.01067
2021,EN_LKW_QLTRST,Romania,HIGH,0.52529
2021,EN_LKW_QLTRST,Romania,MEDIUM,1.1731
2017,EN_LKW_QLTRST,Slovakia,EXTREME,0.81874
2017,EN_LKW_QLTRST,Slovakia,MEDIUM,8.66544
2017,EN_LKW_QLTRST,Slovakia,HIGH,0.85052
2017,EN_LKW_QLTRST,Slovakia,LOW,81.33197
2018,EN_LKW_QLTRST,Slovakia,MEDIUM,4.33779
2018,EN_LKW_QLTRST,Slovakia,EXTREME,0.03577
2018,EN_LKW_QLTRST,Slovakia,LOW,86.6898
2018,EN_LKW_QLTRST,Slovakia,HIGH,0.60331
2019,EN_LKW_QLTRST,Slovakia,EXTREME,0.11468
2019,EN_LKW_QLTRST,Slovakia,LOW,94.87674
2019,EN_LKW_QLTRST,Slovakia,HIGH,2.22371
2019,EN_LKW_QLTRST,Slovakia,MEDIUM,2.78487
2020,EN_LKW_QLTRST,Slovakia,MEDIUM,2.35251
2020,EN_LKW_QLTRST,Slovakia,EXTREME,0.19931
2020,EN_LKW_QLTRST,Slovakia,LOW,96.62234
2020,EN_LKW_QLTRST,Slovakia,HIGH,0.82584
2021,EN_LKW_QLTRST,Slovakia,MEDIUM,4.65881
2021,EN_LKW_QLTRST,Slovakia,LOW,94.38811
2021,EN_LKW_QLTRST,Slovakia,HIGH,0.74162
2020,EN_LKW_QLTRST,Colombia,HIGH,3.2315
2020,EN_LKW_QLTRST,Colombia,EXTREME,1.63485
2021,EN_LKW_QLTRST,Colombia,HIGH,3.40132
2021,EN_LKW_QLTRST,Colombia,EXTREME,1.6001
2021,EN_LKW_QLTRST,Colombia,LOW,88.30413
2021,EN_LKW_QLTRST,Colombia,MEDIUM,6.69444
2017,EN_LKW_QLTRST,Costa Rica,EXTREME,1.03502
2017,EN_LKW_QLTRST,Costa Rica,MEDIUM,9.50951
2017,EN_LKW_QLTRST,Costa Rica,LOW,68.79256
2017,EN_LKW_QLTRST,Costa Rica,HIGH,3.99625
2018,EN_LKW_QLTRST,Costa Rica,LOW,60.52053
2018,EN_LKW_QLTRST,Costa Rica,HIGH,5.01139
2018,EN_LKW_QLTRST,Costa Rica,MEDIUM,9.09808
2018,EN_LKW_QLTRST,Costa Rica,EXTREME,0.37001
2019,EN_LKW_QLTRST,Costa Rica,EXTREME,1.27193
2019,EN_LKW_QLTRST,Costa Rica,HIGH,5.14227
2019,EN_LKW_QLTRST,Costa Rica,MEDIUM,7.23559
2019,EN_LKW_QLTRST,Costa Rica,LOW,61.35021
2020,EN_LKW_QLTRST,Costa Rica,MEDIUM,6.66537
2020,EN_LKW_QLTRST,Costa Rica,EXTREME,1.28106
2020,EN_LKW_QLTRST,Costa Rica,HIGH,5.19453
2020,EN_LKW_QLTRST,Costa Rica,LOW,70.19237
2021,EN_LKW_QLTRST,Costa Rica,EXTREME,0.64119
2021,EN_LKW_QLTRST,Costa Rica,LOW,69.80124
2021,EN_LKW_QLTRST,Slovakia,EXTREME,0.21147
2017,EN_LKW_QLTRST,Viet Nam,HIGH,9.13056
2017,EN_LKW_QLTRST,Viet Nam,MEDIUM,15.64219
2017,EN_LKW_QLTRST,Viet Nam,EXTREME,2.64653
2017,EN_LKW_QLTRST,Viet Nam,LOW,72.58072
2018,EN_LKW_QLTRST,Viet Nam,EXTREME,2.04081
2018,EN_LKW_QLTRST,Viet Nam,MEDIUM,15.0702
2018,EN_LKW_QLTRST,Viet Nam,LOW,75.72112
2018,EN_LKW_QLTRST,Viet Nam,HIGH,7.16787
2019,EN_LKW_QLTRST,Viet Nam,LOW,74.80222
2019,EN_LKW_QLTRST,Viet Nam,MEDIUM,17.23602
2019,EN_LKW_QLTRST,Viet Nam,EXTREME,1.54068
2019,EN_LKW_QLTRST,Viet Nam,HIGH,6.42109
2020,EN_LKW_QLTRST,Viet Nam,MEDIUM,14.67005
2020,EN_LKW_QLTRST,Viet Nam,HIGH,6.99284
2020,EN_LKW_QLTRST,Viet Nam,EXTREME,2.63321
2020,EN_LKW_QLTRST,Viet Nam,LOW,75.7039
2021,EN_LKW_QLTRST,Viet Nam,MEDIUM,15.04298
2021,EN_LKW_QLTRST,Viet Nam,HIGH,7.40952
2021,EN_LKW_QLTRST,Viet Nam,LOW,75.89297
2021,EN_LKW_QLTRST,Viet Nam,EXTREME,1.65452
2017,EN_LKW_QLTRST,Spain,MEDIUM,7.81152
2017,EN_LKW_QLTRST,Spain,EXTREME,0.06904
2017,EN_LKW_QLTRST,Spain,HIGH,1.11183
2021,EN_LKW_QLTRST,Costa Rica,MEDIUM,6.60175
2021,EN_LKW_QLTRST,Costa Rica,HIGH,6.28915
2017,EN_LKW_QLTRST,Croatia,LOW,96.54385
2017,EN_LKW_QLTRST,Croatia,HIGH,0.04923
2017,EN_LKW_QLTRST,Croatia,MEDIUM,3.40692
2017,EN_LKW_QLTRST,Croatia,EXTREME,0.0
2018,EN_LKW_QLTRST,Croatia,HIGH,0.65703
2018,EN_LKW_QLTRST,Croatia,LOW,95.35203
2018,EN_LKW_QLTRST,Croatia,MEDIUM,3.99094
2018,EN_LKW_QLTRST,Croatia,EXTREME,0.0
2019,EN_LKW_QLTRST,Croatia,MEDIUM,0.89619
2019,EN_LKW_QLTRST,Croatia,LOW,99.05484
2017,EN_LKW_QLTRST,Spain,LOW,91.0076
2018,EN_LKW_QLTRST,Spain,MEDIUM,6.10793
2018,EN_LKW_QLTRST,Spain,HIGH,1.02188
2018,EN_LKW_QLTRST,Spain,EXTREME,0.1135
2018,EN_LKW_QLTRST,Spain,LOW,92.75668
2019,EN_LKW_QLTRST,Spain,MEDIUM,3.83665
2019,EN_LKW_QLTRST,Spain,HIGH,0.42948
2019,EN_LKW_QLTRST,Spain,LOW,95.69696
2019,EN_LKW_QLTRST,Spain,EXTREME,0.03691
2020,EN_LKW_QLTRST,Spain,MEDIUM,3.17086
2020,EN_LKW_QLTRST,Spain,LOW,96.20539
2020,EN_LKW_QLTRST,Spain,HIGH,0.56791
2020,EN_LKW_QLTRST,Spain,EXTREME,0.05584
2021,EN_LKW_QLTRST,Spain,MEDIUM,3.69174
2021,EN_LKW_QLTRST,Spain,HIGH,0.64061
2021,EN_LKW_QLTRST,Spain,LOW,95.59687
2021,EN_LKW_QLTRST,Spain,EXTREME,0.07078
2017,EN_LKW_QLTRST,Sweden,EXTREME,2.57886
2017,EN_LKW_QLTRST,Sweden,MEDIUM,10.81877
2017,EN_LKW_QLTRST,Sweden,LOW,80.19226
2017,EN_LKW_QLTRST,Sweden,HIGH,6.41011
2018,EN_LKW_QLTRST,Sweden,LOW,80.551
2018,EN_LKW_QLTRST,Sweden,MEDIUM,11.18771
2018,EN_LKW_QLTRST,Sweden,EXTREME,2.23556
2018,EN_LKW_QLTRST,Sweden,HIGH,6.02574
2019,EN_LKW_QLTRST,Sweden,HIGH,2.88628
2019,EN_LKW_QLTRST,Sweden,LOW,87.37889
2019,EN_LKW_QLTRST,Sweden,MEDIUM,7.89949
2019,EN_LKW_QLTRST,Sweden,EXTREME,1.83534
2020,EN_LKW_QLTRST,Sweden,MEDIUM,7.56678
2020,EN_LKW_QLTRST,Sweden,LOW,86.45512
2020,EN_LKW_QLTRST,Sweden,EXTREME,2.36438
2020,EN_LKW_QLTRST,Sweden,HIGH,3.61372
2021,EN_LKW_QLTRST,Sweden,EXTREME,2.14675
2021,EN_LKW_QLTRST,Sweden,LOW,86.04279
2021,EN_LKW_QLTRST,Sweden,HIGH,3.83165
2021,EN_LKW_QLTRST,Sweden,MEDIUM,7.97881
2017,EN_LKW_QLTRST,Switzerland,EXTREME,0.27589
2017,EN_LKW_QLTRST,Switzerland,LOW,81.74916
2017,EN_LKW_QLTRST,Switzerland,MEDIUM,13.20467
2017,EN_LKW_QLTRST,Switzerland,HIGH,4.77028
2018,EN_LKW_QLTRST,Switzerland,LOW,87.82723
2018,EN_LKW_QLTRST,Switzerland,HIGH,1.41755
2018,EN_LKW_QLTRST,Switzerland,EXTREME,0.08085
2018,EN_LKW_QLTRST,Switzerland,MEDIUM,10.67437
2019,EN_LKW_QLTRST,Switzerland,HIGH,1.75534
2019,EN_LKW_QLTRST,Switzerland,LOW,92.91023
2019,EN_LKW_QLTRST,Switzerland,MEDIUM,5.20283
2019,EN_LKW_QLTRST,Switzerland,EXTREME,0.1316
2020,EN_LKW_QLTRST,Switzerland,MEDIUM,6.36114
2020,EN_LKW_QLTRST,Switzerland,EXTREME,0.18112
2020,EN_LKW_QLTRST,Switzerland,LOW,90.72373
2020,EN_LKW_QLTRST,Switzerland,HIGH,2.734
2021,EN_LKW_QLTRST,Switzerland,EXTREME,0.20139
2021,EN_LKW_QLTRST,Switzerland,MEDIUM,9.77307
2021,EN_LKW_QLTRST,Switzerland,LOW,87.65185
2021,EN_LKW_QLTRST,Switzerland,HIGH,2.37369
2017,EN_LKW_QLTRST,Таджикистан,EXTREME,2.52151
2017,EN_LKW_QLTRST,Таджикистан,LOW,89.30617
2017,EN_LKW_QLTRST,Таджикистан,MEDIUM,4.54381
2017,EN_LKW_QLTRST,Таджикистан,HIGH,3.62851
2018,EN_LKW_QLTRST,Таджикистан,HIGH,2.29612
2018,EN_LKW_QLTRST,Таджикистан,EXTREME,1.64235
2018,EN_LKW_QLTRST,Таджикистан,MEDIUM,3.79359
2018,EN_LKW_QLTRST,Таджикистан,LOW,92.26793
2019,EN_LKW_QLTRST,Таджикистан,HIGH,2.39568
2019,EN_LKW_QLTRST,Таджикистан,LOW,92.1148
2019,EN_LKW_QLTRST,Таджикистан,MEDIUM,3.51699
2019,EN_LKW_QLTRST,Таджикистан,EXTREME,1.97253
