Year,SeriesCode,Страна ,Name of international institution,Value
2018,SG_INT_VRTDEV,Greece,IMF,0.5118
2018,SG_INT_VRTDEV,Greece,IFC,0.2841
2019,SG_INT_VRTDEV,Greece,WTO,0.6098
2020,SG_INT_VRTDEV,Armenia,UNGA,0.5181
2020,SG_INT_VRTDEV,Armenia,WTO,0.60976
2020,SG_INT_VRTDEV,Armenia,IMF,0.0547
2020,SG_INT_VRTDEV,Armenia,IFC,0.06651
2020,SG_INT_VRTDEV,Armenia,IBRD,0.09448
2020,SG_INT_VRTDEV,Armenia,ADB,0.532
2020,SG_INT_VRTDEV,Armenia,ECOSOC,1.85185
2021,SG_INT_VRTDEV,Armenia,IBRD,0.09665
2021,SG_INT_VRTDEV,Armenia,IMF,0.0545
2021,SG_INT_VRTDEV,Armenia,IFC,0.06417
2021,SG_INT_VRTDEV,Armenia,UNGA,0.51813
2019,SG_INT_VRTDEV,Liechtenstein,WTO,0.6098
2019,SG_INT_VRTDEV,Liechtenstein,UNGA,0.5181
2020,SG_INT_VRTDEV,Liechtenstein,UNGA,0.5181
2020,SG_INT_VRTDEV,Liechtenstein,WTO,0.60976
2021,SG_INT_VRTDEV,Liechtenstein,UNGA,0.51813
2021,SG_INT_VRTDEV,Liechtenstein,WTO,0.60976
2022,SG_INT_VRTDEV,Liechtenstein,UNGA,0.51813
2022,SG_INT_VRTDEV,Liechtenstein,WTO,0.60976
2000,SG_INT_VRTDEV,Lithuania,IBRD,0.1092
2000,SG_INT_VRTDEV,Lithuania,IMF,0.079
2000,SG_INT_VRTDEV,Lithuania,UNGA,0.5291
2019,SG_INT_VRTDEV,Greece,IMF,0.51184
2019,SG_INT_VRTDEV,Greece,UNGA,0.5181
2019,SG_INT_VRTDEV,Greece,IBRD,0.168
2019,SG_INT_VRTDEV,Greece,IFC,0.282
2020,SG_INT_VRTDEV,Greece,WTO,0.60976
2020,SG_INT_VRTDEV,Greece,UNGA,0.5181
2020,SG_INT_VRTDEV,Greece,IFC,0.28385
2020,SG_INT_VRTDEV,Greece,IBRD,0.16407
2020,SG_INT_VRTDEV,Greece,IMF,0.51159
2021,SG_INT_VRTDEV,Greece,IMF,0.51088
2021,SG_INT_VRTDEV,Greece,IBRD,0.18403
2000,SG_INT_VRTDEV,Lithuania,IFC,0.1079
2005,SG_INT_VRTDEV,Lithuania,IFC,0.1076
2005,SG_INT_VRTDEV,Lithuania,WTO,0.6711
2005,SG_INT_VRTDEV,Lithuania,ECOSOC,1.85185
2005,SG_INT_VRTDEV,Lithuania,IMF,0.0778
2005,SG_INT_VRTDEV,Lithuania,UNGA,0.5236
2005,SG_INT_VRTDEV,Lithuania,IBRD,0.1086
2010,SG_INT_VRTDEV,Lithuania,UNGA,0.5208
2010,SG_INT_VRTDEV,Lithuania,IFC,0.1073
2010,SG_INT_VRTDEV,Lithuania,IBRD,0.1084
2021,SG_INT_VRTDEV,Armenia,ECOSOC,1.85185
2021,SG_INT_VRTDEV,Armenia,WTO,0.60976
2021,SG_INT_VRTDEV,Armenia,ADB,0.532
2022,SG_INT_VRTDEV,Armenia,IMF,0.05493
2022,SG_INT_VRTDEV,Armenia,IFC,0.06269
2022,SG_INT_VRTDEV,Armenia,IBRD,0.09931
2022,SG_INT_VRTDEV,Armenia,WTO,0.60976
2022,SG_INT_VRTDEV,Armenia,UNGA,0.51813
2000,SG_INT_VRTDEV,Belgium,AFDB,0.444
2000,SG_INT_VRTDEV,Belgium,IBRD,1.8162
2000,SG_INT_VRTDEV,Belgium,IADB,0.329
2010,SG_INT_VRTDEV,Lithuania,IMF,0.0764
2010,SG_INT_VRTDEV,Lithuania,WTO,0.6536
2015,SG_INT_VRTDEV,Lithuania,IFC,0.11634
2015,SG_INT_VRTDEV,Lithuania,UNSC,6.6667
2015,SG_INT_VRTDEV,Lithuania,IMF,0.1022
2015,SG_INT_VRTDEV,Lithuania,WTO,0.625
2015,SG_INT_VRTDEV,Lithuania,UNGA,0.5181
2015,SG_INT_VRTDEV,Lithuania,IBRD,0.0974
2016,SG_INT_VRTDEV,Lithuania,IBRD,0.11
2016,SG_INT_VRTDEV,Lithuania,UNGA,0.5181
2016,SG_INT_VRTDEV,Lithuania,WTO,0.6173
2016,SG_INT_VRTDEV,Lithuania,IMF,0.118
2016,SG_INT_VRTDEV,Lithuania,IFC,0.11634
2017,SG_INT_VRTDEV,Lithuania,IMF,0.1169
2017,SG_INT_VRTDEV,Lithuania,UNGA,0.5181
2017,SG_INT_VRTDEV,Lithuania,WTO,0.6098
2017,SG_INT_VRTDEV,Lithuania,IBRD,0.1103
2017,SG_INT_VRTDEV,Lithuania,IFC,0.11634
2018,SG_INT_VRTDEV,Lithuania,IBRD,0.1086
2018,SG_INT_VRTDEV,Lithuania,UNGA,0.5181
2018,SG_INT_VRTDEV,Lithuania,WTO,0.6098
2018,SG_INT_VRTDEV,Lithuania,IMF,0.1169
2018,SG_INT_VRTDEV,Lithuania,IFC,0.1163
2019,SG_INT_VRTDEV,Lithuania,IFC,0.1154
2019,SG_INT_VRTDEV,Lithuania,IMF,0.11688
2019,SG_INT_VRTDEV,Lithuania,WTO,0.6098
2019,SG_INT_VRTDEV,Lithuania,UNGA,0.5181
2019,SG_INT_VRTDEV,Lithuania,IBRD,0.1071
2020,SG_INT_VRTDEV,Lithuania,UNGA,0.5181
2020,SG_INT_VRTDEV,Lithuania,WTO,0.60976
2020,SG_INT_VRTDEV,Lithuania,IFC,0.11615
2020,SG_INT_VRTDEV,Lithuania,IMF,0.11684
2020,SG_INT_VRTDEV,Lithuania,IBRD,0.10492
2000,SG_INT_VRTDEV,Belgium,IMF,2.1629
2000,SG_INT_VRTDEV,Belgium,WTO,0.7143
2000,SG_INT_VRTDEV,Belgium,IFC,2.1182
2000,SG_INT_VRTDEV,Belgium,ADB,0.616
2000,SG_INT_VRTDEV,Belgium,ECOSOC,1.85185
2000,SG_INT_VRTDEV,Belgium,UNGA,0.5291
2005,SG_INT_VRTDEV,Belgium,IADB,0.329
2005,SG_INT_VRTDEV,Belgium,IBRD,1.806
2005,SG_INT_VRTDEV,Belgium,WTO,0.6711
2005,SG_INT_VRTDEV,Belgium,UNGA,0.5236
2005,SG_INT_VRTDEV,Belgium,AFDB,0.658
2005,SG_INT_VRTDEV,Belgium,IMF,2.1285
2005,SG_INT_VRTDEV,Belgium,ADB,0.587
2005,SG_INT_VRTDEV,Belgium,ECOSOC,1.85185
2005,SG_INT_VRTDEV,Belgium,IFC,2.1118
2010,SG_INT_VRTDEV,Belgium,ECOSOC,1.85185
2010,SG_INT_VRTDEV,Belgium,ADB,0.608
2010,SG_INT_VRTDEV,Belgium,AFDB,0.647
2010,SG_INT_VRTDEV,Belgium,WTO,0.6536
2010,SG_INT_VRTDEV,Belgium,IBRD,1.8031
2010,SG_INT_VRTDEV,Belgium,IADB,0.329
2010,SG_INT_VRTDEV,Belgium,IFC,2.1061
2010,SG_INT_VRTDEV,Belgium,IMF,2.0908
2010,SG_INT_VRTDEV,Belgium,UNGA,0.5208
2014,SG_INT_VRTDEV,Belgium,AFDB,0.647
2015,SG_INT_VRTDEV,Belgium,IADB,0.329
2015,SG_INT_VRTDEV,Belgium,IMF,1.8563
2015,SG_INT_VRTDEV,Belgium,UNGA,0.5181
2015,SG_INT_VRTDEV,Belgium,IFC,1.89284
2015,SG_INT_VRTDEV,Belgium,ADB,0.571
2015,SG_INT_VRTDEV,Belgium,WTO,0.625
2015,SG_INT_VRTDEV,Belgium,IBRD,1.6435
2015,SG_INT_VRTDEV,Belgium,AFDB,0.64
2021,SG_INT_VRTDEV,Lithuania,IBRD,0.11098
2021,SG_INT_VRTDEV,Lithuania,IFC,0.11064
2021,SG_INT_VRTDEV,Lithuania,WTO,0.60976
2021,SG_INT_VRTDEV,Lithuania,UNGA,0.51813
2021,SG_INT_VRTDEV,Lithuania,IMF,0.11657
2022,SG_INT_VRTDEV,Lithuania,IFC,0.11835
2022,SG_INT_VRTDEV,Lithuania,IMF,0.11747
2022,SG_INT_VRTDEV,Lithuania,WTO,0.60976
2022,SG_INT_VRTDEV,Lithuania,UNGA,0.51813
2022,SG_INT_VRTDEV,Lithuania,IBRD,0.11314
2000,SG_INT_VRTDEV,Luxembourg,IMF,0.1421
2000,SG_INT_VRTDEV,Luxembourg,UNGA,0.5291
2000,SG_INT_VRTDEV,Luxembourg,WTO,0.7143
2000,SG_INT_VRTDEV,Luxembourg,IFC,0.0995
2000,SG_INT_VRTDEV,Luxembourg,IBRD,0.1182
2005,SG_INT_VRTDEV,Luxembourg,IBRD,0.1175
2005,SG_INT_VRTDEV,Luxembourg,IFC,0.0992
2005,SG_INT_VRTDEV,Luxembourg,UNGA,0.5236
2005,SG_INT_VRTDEV,Luxembourg,WTO,0.6711
2005,SG_INT_VRTDEV,Luxembourg,IMF,0.1398
2005,SG_INT_VRTDEV,Luxembourg,ADB,0.587
2010,SG_INT_VRTDEV,Luxembourg,WTO,0.6536
2010,SG_INT_VRTDEV,Luxembourg,IMF,0.1373
2010,SG_INT_VRTDEV,Luxembourg,ADB,0.608
2010,SG_INT_VRTDEV,Luxembourg,IBRD,0.1173
2010,SG_INT_VRTDEV,Luxembourg,UNGA,0.5208
2010,SG_INT_VRTDEV,Luxembourg,IFC,0.0989
2014,SG_INT_VRTDEV,Luxembourg,AFDB,0.205
2015,SG_INT_VRTDEV,Luxembourg,AFDB,0.2
2015,SG_INT_VRTDEV,Luxembourg,ADB,0.571
2015,SG_INT_VRTDEV,Luxembourg,WTO,0.625
2015,SG_INT_VRTDEV,Luxembourg,IBRD,0.104
2015,SG_INT_VRTDEV,Luxembourg,UNGA,0.5181
2005,SG_INT_VRTDEV,Belarus,IMF,0.1891
2005,SG_INT_VRTDEV,Belarus,UNGA,0.5236
2010,SG_INT_VRTDEV,Belarus,IBRD,0.2204
2010,SG_INT_VRTDEV,Belarus,IFC,0.2241
2010,SG_INT_VRTDEV,Belarus,UNGA,0.5208
2010,SG_INT_VRTDEV,Belarus,IMF,0.1858
2015,SG_INT_VRTDEV,Belarus,IMF,0.1826
2015,SG_INT_VRTDEV,Belarus,UNGA,0.5181
2015,SG_INT_VRTDEV,Belarus,IFC,0.22403
2015,SG_INT_VRTDEV,Belarus,IBRD,0.2124
2016,SG_INT_VRTDEV,Belarus,IBRD,0.21
2015,SG_INT_VRTDEV,Luxembourg,IFC,0.1089
2015,SG_INT_VRTDEV,Luxembourg,IMF,0.1954
2016,SG_INT_VRTDEV,Luxembourg,ADB,0.571
2016,SG_INT_VRTDEV,Luxembourg,AFDB,0.2095
2016,SG_INT_VRTDEV,Luxembourg,WTO,0.6173
2016,SG_INT_VRTDEV,Luxembourg,IBRD,0.13
2016,SG_INT_VRTDEV,Luxembourg,IMF,0.294
2016,SG_INT_VRTDEV,Luxembourg,IFC,0.1089
2016,SG_INT_VRTDEV,Luxembourg,UNGA,0.5181
2017,SG_INT_VRTDEV,Luxembourg,WTO,0.6098
2017,SG_INT_VRTDEV,Luxembourg,AFDB,0.2095
2017,SG_INT_VRTDEV,Luxembourg,ADB,0.571
2017,SG_INT_VRTDEV,Luxembourg,IFC,0.1089
2017,SG_INT_VRTDEV,Luxembourg,IMF,0.2919
2017,SG_INT_VRTDEV,Luxembourg,UNGA,0.5181
2017,SG_INT_VRTDEV,Luxembourg,IBRD,0.1263
2018,SG_INT_VRTDEV,Luxembourg,ADB,0.5701
2018,SG_INT_VRTDEV,Luxembourg,AFDB,0.2124
2018,SG_INT_VRTDEV,Luxembourg,WTO,0.6098
2018,SG_INT_VRTDEV,Luxembourg,IBRD,0.1243
2018,SG_INT_VRTDEV,Luxembourg,IMF,0.2918
2018,SG_INT_VRTDEV,Luxembourg,IFC,0.1089
2018,SG_INT_VRTDEV,Luxembourg,UNGA,0.5181
2019,SG_INT_VRTDEV,Luxembourg,UNGA,0.5181
2019,SG_INT_VRTDEV,Luxembourg,IBRD,0.1225
2019,SG_INT_VRTDEV,Luxembourg,AFDB,0.21361
2019,SG_INT_VRTDEV,Luxembourg,ECOSOC,1.85185
2019,SG_INT_VRTDEV,Luxembourg,ADB,0.56572
2019,SG_INT_VRTDEV,Luxembourg,WTO,0.6098
2019,SG_INT_VRTDEV,Luxembourg,IFC,0.108
2019,SG_INT_VRTDEV,Luxembourg,IMF,0.29181
2020,SG_INT_VRTDEV,Luxembourg,IBRD,0.11991
2020,SG_INT_VRTDEV,Luxembourg,ECOSOC,1.85185
2020,SG_INT_VRTDEV,Luxembourg,UNGA,0.5181
2020,SG_INT_VRTDEV,Luxembourg,AFDB,0.14244
2020,SG_INT_VRTDEV,Luxembourg,WTO,0.60976
2020,SG_INT_VRTDEV,Luxembourg,ADB,0.566
2020,SG_INT_VRTDEV,Luxembourg,IFC,0.10871
2020,SG_INT_VRTDEV,Luxembourg,IMF,0.29168
2021,SG_INT_VRTDEV,Luxembourg,ADB,0.566
2021,SG_INT_VRTDEV,Luxembourg,IFC,0.13769
2021,SG_INT_VRTDEV,Luxembourg,WTO,0.60976
2021,SG_INT_VRTDEV,Luxembourg,UNGA,0.51813
2021,SG_INT_VRTDEV,Greece,UNGA,0.51813
2021,SG_INT_VRTDEV,Greece,IFC,0.28407
2021,SG_INT_VRTDEV,Greece,WTO,0.60976
2022,SG_INT_VRTDEV,Greece,WTO,0.60976
2022,SG_INT_VRTDEV,Greece,IMF,0.51483
2022,SG_INT_VRTDEV,Greece,ECOSOC,1.85185
2022,SG_INT_VRTDEV,Greece,IFC,0.27405
2022,SG_INT_VRTDEV,Greece,UNGA,0.51813
2022,SG_INT_VRTDEV,Greece,IBRD,0.18211
2000,SG_INT_VRTDEV,Hungary,IFC,0.4657
2000,SG_INT_VRTDEV,Hungary,IMF,0.4967
2000,SG_INT_VRTDEV,Hungary,WTO,0.7143
2000,SG_INT_VRTDEV,Hungary,UNGA,0.5291
2000,SG_INT_VRTDEV,Hungary,IBRD,0.5157
2005,SG_INT_VRTDEV,Hungary,IBRD,0.5128
2005,SG_INT_VRTDEV,Hungary,UNGA,0.5236
2005,SG_INT_VRTDEV,Hungary,WTO,0.6711
2005,SG_INT_VRTDEV,Hungary,IMF,0.4888
2005,SG_INT_VRTDEV,Hungary,IFC,0.4643
2010,SG_INT_VRTDEV,Hungary,UNGA,0.5208
2010,SG_INT_VRTDEV,Hungary,IMF,0.4802
2010,SG_INT_VRTDEV,Hungary,WTO,0.6536
2016,SG_INT_VRTDEV,Belarus,IFC,0.22403
2016,SG_INT_VRTDEV,Belarus,UNGA,0.5181
2016,SG_INT_VRTDEV,Belarus,IMF,0.166
2017,SG_INT_VRTDEV,Belarus,IBRD,0.2078
2017,SG_INT_VRTDEV,Belarus,UNGA,0.5181
2017,SG_INT_VRTDEV,Belarus,IMF,0.1646
2017,SG_INT_VRTDEV,Belarus,IFC,0.22403
2018,SG_INT_VRTDEV,Belarus,ECOSOC,1.85185
2018,SG_INT_VRTDEV,Belarus,IBRD,0.204
2018,SG_INT_VRTDEV,Belarus,UNGA,0.5181
2010,SG_INT_VRTDEV,Hungary,IBRD,0.5119
2010,SG_INT_VRTDEV,Hungary,IFC,0.463
2015,SG_INT_VRTDEV,Hungary,IBRD,0.4954
2015,SG_INT_VRTDEV,Hungary,WTO,0.625
2015,SG_INT_VRTDEV,Hungary,IMF,0.4413
2015,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2015,SG_INT_VRTDEV,Hungary,IFC,0.4634
2016,SG_INT_VRTDEV,Hungary,IFC,0.4634
2016,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2016,SG_INT_VRTDEV,Hungary,IMF,0.418
2016,SG_INT_VRTDEV,Hungary,WTO,0.6173
2021,SG_INT_VRTDEV,Luxembourg,AFDB,0.20647
2021,SG_INT_VRTDEV,Luxembourg,ECOSOC,1.85185
2021,SG_INT_VRTDEV,Luxembourg,IMF,0.29121
2021,SG_INT_VRTDEV,Luxembourg,IBRD,0.13633
2022,SG_INT_VRTDEV,Luxembourg,IBRD,0.13347
2022,SG_INT_VRTDEV,Luxembourg,IFC,0.13335
2022,SG_INT_VRTDEV,Luxembourg,WTO,0.60976
2022,SG_INT_VRTDEV,Luxembourg,IMF,0.29347
2022,SG_INT_VRTDEV,Luxembourg,UNGA,0.51813
2000,SG_INT_VRTDEV,Malta,IMF,0.0593
2000,SG_INT_VRTDEV,Malta,WTO,0.7143
2018,SG_INT_VRTDEV,Belarus,IFC,0.224
2018,SG_INT_VRTDEV,Belarus,IMF,0.1646
2019,SG_INT_VRTDEV,Belarus,IMF,0.16456
2019,SG_INT_VRTDEV,Belarus,IFC,0.2224
2019,SG_INT_VRTDEV,Belarus,IBRD,0.2008
2019,SG_INT_VRTDEV,Belarus,ECOSOC,1.85185
2019,SG_INT_VRTDEV,Belarus,UNGA,0.5181
2020,SG_INT_VRTDEV,Belarus,ECOSOC,1.85185
2020,SG_INT_VRTDEV,Belarus,IFC,0.22383
2020,SG_INT_VRTDEV,Belarus,IBRD,0.20256
2016,SG_INT_VRTDEV,Hungary,IBRD,0.5
2017,SG_INT_VRTDEV,Hungary,WTO,0.6098
2017,SG_INT_VRTDEV,Hungary,IMF,0.4148
2017,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2017,SG_INT_VRTDEV,Hungary,IFC,0.4634
2017,SG_INT_VRTDEV,Hungary,IBRD,0.4866
2018,SG_INT_VRTDEV,Hungary,IMF,0.4147
2018,SG_INT_VRTDEV,Hungary,IFC,0.4634
2018,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2018,SG_INT_VRTDEV,Hungary,IBRD,0.477
2018,SG_INT_VRTDEV,Hungary,WTO,0.6098
2019,SG_INT_VRTDEV,Hungary,IFC,0.4602
2019,SG_INT_VRTDEV,Hungary,IBRD,0.4686
2019,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2019,SG_INT_VRTDEV,Hungary,WTO,0.6098
2019,SG_INT_VRTDEV,Hungary,IMF,0.41468
2020,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2020,SG_INT_VRTDEV,Hungary,WTO,0.60976
2020,SG_INT_VRTDEV,Hungary,IFC,0.46318
2020,SG_INT_VRTDEV,Hungary,IBRD,0.45636
2020,SG_INT_VRTDEV,Hungary,IMF,0.41448
2016,SG_INT_VRTDEV,Belgium,IFC,1.89284
2016,SG_INT_VRTDEV,Belgium,UNGA,0.5181
2016,SG_INT_VRTDEV,Belgium,IMF,1.314
2016,SG_INT_VRTDEV,Belgium,IADB,0.329
2016,SG_INT_VRTDEV,Belgium,IBRD,1.64
2016,SG_INT_VRTDEV,Belgium,ADB,0.571
2016,SG_INT_VRTDEV,Belgium,AFDB,0.6452
2016,SG_INT_VRTDEV,Belgium,ECOSOC,1.85185
2016,SG_INT_VRTDEV,Belgium,WTO,0.6173
2017,SG_INT_VRTDEV,Belgium,ECOSOC,1.85185
2017,SG_INT_VRTDEV,Belgium,AFDB,0.6452
2017,SG_INT_VRTDEV,Belgium,IBRD,1.6144
2017,SG_INT_VRTDEV,Belgium,WTO,0.6098
2017,SG_INT_VRTDEV,Belgium,IADB,0.329
2017,SG_INT_VRTDEV,Belgium,UNGA,0.5181
2017,SG_INT_VRTDEV,Belgium,ADB,0.571
2017,SG_INT_VRTDEV,Belgium,IFC,1.89284
2017,SG_INT_VRTDEV,Belgium,IMF,1.3035
2018,SG_INT_VRTDEV,Belgium,AFDB,0.6508
2018,SG_INT_VRTDEV,Belgium,ECOSOC,1.85185
2018,SG_INT_VRTDEV,Belgium,ADB,0.5701
2018,SG_INT_VRTDEV,Belgium,IFC,1.8928
2000,SG_INT_VRTDEV,Malta,UNGA,0.5291
2000,SG_INT_VRTDEV,Malta,IBRD,0.0823
2005,SG_INT_VRTDEV,Malta,UNGA,0.5236
2005,SG_INT_VRTDEV,Malta,IFC,0.0774
2005,SG_INT_VRTDEV,Malta,IBRD,0.0818
2005,SG_INT_VRTDEV,Malta,WTO,0.6711
2005,SG_INT_VRTDEV,Malta,IMF,0.0584
2010,SG_INT_VRTDEV,Malta,UNGA,0.5208
2010,SG_INT_VRTDEV,Malta,IMF,0.0574
2010,SG_INT_VRTDEV,Malta,ECOSOC,1.85185
2010,SG_INT_VRTDEV,Malta,WTO,0.6536
2018,SG_INT_VRTDEV,Belgium,WTO,0.6098
2018,SG_INT_VRTDEV,Belgium,UNGA,0.5181
2018,SG_INT_VRTDEV,Belgium,IMF,1.3032
2018,SG_INT_VRTDEV,Belgium,IADB,0.329
2018,SG_INT_VRTDEV,Belgium,IBRD,1.581
2019,SG_INT_VRTDEV,Belgium,UNGA,0.5181
2019,SG_INT_VRTDEV,Belgium,ADB,0.56572
2019,SG_INT_VRTDEV,Belgium,AFDB,0.65308
2019,SG_INT_VRTDEV,Belgium,WTO,0.6098
2019,SG_INT_VRTDEV,Belgium,IBRD,1.552
2019,SG_INT_VRTDEV,Belgium,IADB,0.329
2021,SG_INT_VRTDEV,Hungary,IBRD,0.47252
2021,SG_INT_VRTDEV,Hungary,IFC,0.47727
2021,SG_INT_VRTDEV,Hungary,UNGA,0.51813
2021,SG_INT_VRTDEV,Hungary,WTO,0.60976
2021,SG_INT_VRTDEV,Hungary,IMF,0.41387
2022,SG_INT_VRTDEV,Hungary,WTO,0.60976
2022,SG_INT_VRTDEV,Hungary,UNGA,0.51813
2022,SG_INT_VRTDEV,Hungary,IMF,0.41708
2022,SG_INT_VRTDEV,Hungary,IFC,0.45975
2022,SG_INT_VRTDEV,Hungary,IBRD,0.47602
2000,SG_INT_VRTDEV,Iceland,WTO,0.7143
2019,SG_INT_VRTDEV,Belgium,IMF,1.3032
2019,SG_INT_VRTDEV,Belgium,UNSC,6.6667
2019,SG_INT_VRTDEV,Belgium,IFC,1.8802
2020,SG_INT_VRTDEV,Belgium,UNSC,6.667
2020,SG_INT_VRTDEV,Belgium,UNGA,0.5181
2020,SG_INT_VRTDEV,Belgium,WTO,0.60976
2020,SG_INT_VRTDEV,Belgium,IMF,1.30252
2020,SG_INT_VRTDEV,Belgium,IADB,0.329
2020,SG_INT_VRTDEV,Belgium,ADB,0.566
2020,SG_INT_VRTDEV,Belgium,AFDB,0.43237
2020,SG_INT_VRTDEV,Belgium,IFC,1.89249
2010,SG_INT_VRTDEV,Malta,IBRD,0.0817
2010,SG_INT_VRTDEV,Malta,IFC,0.0772
2015,SG_INT_VRTDEV,Malta,IFC,0.08962
2015,SG_INT_VRTDEV,Malta,IBRD,0.0779
2015,SG_INT_VRTDEV,Malta,WTO,0.625
2015,SG_INT_VRTDEV,Malta,UNGA,0.5181
2015,SG_INT_VRTDEV,Malta,IMF,0.0698
2016,SG_INT_VRTDEV,Malta,UNGA,0.5181
2016,SG_INT_VRTDEV,Malta,WTO,0.6173
2016,SG_INT_VRTDEV,Malta,IBRD,0.08
2000,SG_INT_VRTDEV,Iceland,UNGA,0.5291
2000,SG_INT_VRTDEV,Iceland,IBRD,0.0937
2000,SG_INT_VRTDEV,Iceland,IFC,0.0122
2000,SG_INT_VRTDEV,Iceland,IMF,0.0666
2005,SG_INT_VRTDEV,Iceland,IFC,0.0121
2005,SG_INT_VRTDEV,Iceland,IBRD,0.0932
2005,SG_INT_VRTDEV,Iceland,UNGA,0.5236
2005,SG_INT_VRTDEV,Iceland,WTO,0.6711
2005,SG_INT_VRTDEV,Iceland,ECOSOC,1.85185
2005,SG_INT_VRTDEV,Iceland,IMF,0.0656
2010,SG_INT_VRTDEV,Iceland,IBRD,0.093
2020,SG_INT_VRTDEV,Belgium,IBRD,1.50952
2021,SG_INT_VRTDEV,Belgium,AFDB,0.63217
2021,SG_INT_VRTDEV,Belgium,WTO,0.60976
2021,SG_INT_VRTDEV,Belgium,ADB,0.566
2021,SG_INT_VRTDEV,Belgium,IADB,0.329
2021,SG_INT_VRTDEV,Belgium,IMF,1.30093
2021,SG_INT_VRTDEV,Belgium,IFC,1.87235
2021,SG_INT_VRTDEV,Belgium,UNGA,0.51813
2021,SG_INT_VRTDEV,Belgium,IBRD,1.50043
2022,SG_INT_VRTDEV,Belgium,IBRD,1.46079
2016,SG_INT_VRTDEV,Malta,IFC,0.08962
2016,SG_INT_VRTDEV,Malta,IMF,0.063
2017,SG_INT_VRTDEV,Malta,UNGA,0.5181
2017,SG_INT_VRTDEV,Malta,WTO,0.6098
2017,SG_INT_VRTDEV,Malta,IMF,0.0626
2017,SG_INT_VRTDEV,Malta,IFC,0.08962
2017,SG_INT_VRTDEV,Malta,IBRD,0.0749
2018,SG_INT_VRTDEV,Malta,IFC,0.0896
2018,SG_INT_VRTDEV,Malta,IMF,0.0626
2018,SG_INT_VRTDEV,Malta,WTO,0.6098
2018,SG_INT_VRTDEV,Malta,IBRD,0.0858
2022,SG_INT_VRTDEV,Belgium,IFC,1.80067
2022,SG_INT_VRTDEV,Belgium,WTO,0.60976
2022,SG_INT_VRTDEV,Belgium,UNGA,0.51813
2022,SG_INT_VRTDEV,Belgium,ECOSOC,1.85185
2022,SG_INT_VRTDEV,Belgium,IMF,1.31099
2000,SG_INT_VRTDEV,Bosnia and Herzegovina,IMF,0.0907
2000,SG_INT_VRTDEV,Bosnia and Herzegovina,IBRD,0.0496
2000,SG_INT_VRTDEV,Bosnia and Herzegovina,UNGA,0.5291
2000,SG_INT_VRTDEV,Bosnia and Herzegovina,IFC,0.0362
2005,SG_INT_VRTDEV,Bosnia and Herzegovina,IBRD,0.0494
2005,SG_INT_VRTDEV,Bosnia and Herzegovina,IMF,0.0892
2005,SG_INT_VRTDEV,Bosnia and Herzegovina,IFC,0.0361
2005,SG_INT_VRTDEV,Bosnia and Herzegovina,UNGA,0.5236
2010,SG_INT_VRTDEV,Bosnia and Herzegovina,IBRD,0.0493
2010,SG_INT_VRTDEV,Bosnia and Herzegovina,IFC,0.036
2010,SG_INT_VRTDEV,Bosnia and Herzegovina,IMF,0.0877
2010,SG_INT_VRTDEV,Bosnia and Herzegovina,UNGA,0.5208
2010,SG_INT_VRTDEV,Bosnia and Herzegovina,UNSC,6.6667
2015,SG_INT_VRTDEV,Bosnia and Herzegovina,IBRD,0.0543
2015,SG_INT_VRTDEV,Bosnia and Herzegovina,IFC,0.053
2015,SG_INT_VRTDEV,Bosnia and Herzegovina,UNGA,0.5181
2015,SG_INT_VRTDEV,Bosnia and Herzegovina,IMF,0.0964
2016,SG_INT_VRTDEV,Bosnia and Herzegovina,IFC,0.053
2016,SG_INT_VRTDEV,Bosnia and Herzegovina,IBRD,0.05
2016,SG_INT_VRTDEV,Bosnia and Herzegovina,UNGA,0.5181
2016,SG_INT_VRTDEV,Bosnia and Herzegovina,IMF,0.063
2017,SG_INT_VRTDEV,Bosnia and Herzegovina,IMF,0.0818
2017,SG_INT_VRTDEV,Bosnia and Herzegovina,UNGA,0.5181
2017,SG_INT_VRTDEV,Bosnia and Herzegovina,IBRD,0.057
2017,SG_INT_VRTDEV,Bosnia and Herzegovina,IFC,0.053
2010,SG_INT_VRTDEV,Iceland,IFC,0.0121
2010,SG_INT_VRTDEV,Iceland,UNGA,0.5208
2010,SG_INT_VRTDEV,Iceland,IMF,0.0644
2010,SG_INT_VRTDEV,Iceland,WTO,0.6536
2015,SG_INT_VRTDEV,Iceland,IFC,0.03173
2015,SG_INT_VRTDEV,Iceland,IBRD,0.0971
2015,SG_INT_VRTDEV,Iceland,WTO,0.625
2015,SG_INT_VRTDEV,Iceland,IMF,0.0759
2015,SG_INT_VRTDEV,Iceland,UNGA,0.5181
2016,SG_INT_VRTDEV,Iceland,UNGA,0.5181
2016,SG_INT_VRTDEV,Iceland,WTO,0.6173
2018,SG_INT_VRTDEV,Malta,UNGA,0.5181
2019,SG_INT_VRTDEV,Malta,WTO,0.6098
2019,SG_INT_VRTDEV,Malta,ECOSOC,1.85185
2019,SG_INT_VRTDEV,Malta,UNGA,0.5181
