Year,SeriesCode,Страна ,Activity,Value
2003,NV_IND_MANF,Czechia,ISIC4_C,16.6
2004,NV_IND_MANF,Czechia,ISIC4_C,17.2
2005,NV_IND_MANF,Czechia,ISIC4_C,18.47
2006,NV_IND_MANF,Czechia,ISIC4_C,20.86
2007,NV_IND_MANF,Czechia,ISIC4_C,21.05
2008,NV_IND_MANF,Czechia,ISIC4_C,22.17
2009,NV_IND_MANF,Czechia,ISIC4_C,20.35
2010,NV_IND_MANF,Czechia,ISIC4_C,22.19
2011,NV_IND_MANF,Czechia,ISIC4_C,24.21
2012,NV_IND_MANF,Czechia,ISIC4_C,23.42
2013,NV_IND_MANF,Czechia,ISIC4_C,23.14
2014,NV_IND_MANF,Czechia,ISIC4_C,23.43
2015,NV_IND_MANF,Czechia,ISIC4_C,23.92
2016,NV_IND_MANF,Czechia,ISIC4_C,24.4
2017,NV_IND_MANF,Czechia,ISIC4_C,25.21
2018,NV_IND_MANF,Czechia,ISIC4_C,24.88
2019,NV_IND_MANF,Czechia,ISIC4_C,25.28
2020,NV_IND_MANF,Czechia,ISIC4_C,23.71
2021,NV_IND_MANF,Czechia,ISIC4_C,24.03
2022,NV_IND_MANF,Czechia,ISIC4_C,24.53
2000,NV_IND_MANF,Denmark,ISIC4_C,13.37
2001,NV_IND_MANF,Denmark,ISIC4_C,13.47
2002,NV_IND_MANF,Denmark,ISIC4_C,13.08
2003,NV_IND_MANF,Denmark,ISIC4_C,12.65
2004,NV_IND_MANF,Denmark,ISIC4_C,12.53
2005,NV_IND_MANF,Denmark,ISIC4_C,12.04
2006,NV_IND_MANF,Denmark,ISIC4_C,12.2
2007,NV_IND_MANF,Denmark,ISIC4_C,12.24
2008,NV_IND_MANF,Denmark,ISIC4_C,12.23
2009,NV_IND_MANF,Denmark,ISIC4_C,11.33
2010,NV_IND_MANF,Denmark,ISIC4_C,11.54
2011,NV_IND_MANF,Denmark,ISIC4_C,12.1
2012,NV_IND_MANF,Denmark,ISIC4_C,12.56
2013,NV_IND_MANF,Denmark,ISIC4_C,12.8
2021,NV_IND_MANF,Montenegro,ISIC4_C,3.98
2022,NV_IND_MANF,Montenegro,ISIC4_C,3.9
2000,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.12
2001,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.15
2002,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.06
2003,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,10.94
2004,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.13
2005,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.26
2006,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.15
2007,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.34
2014,NV_IND_MANF,Denmark,ISIC4_C,12.76
2015,NV_IND_MANF,Denmark,ISIC4_C,12.4
2016,NV_IND_MANF,Denmark,ISIC4_C,12.73
2017,NV_IND_MANF,Denmark,ISIC4_C,13.55
2018,NV_IND_MANF,Denmark,ISIC4_C,13.68
2019,NV_IND_MANF,Denmark,ISIC4_C,14.17
2020,NV_IND_MANF,Denmark,ISIC4_C,14.08
2021,NV_IND_MANF,Denmark,ISIC4_C,14.14
2022,NV_IND_MANF,Denmark,ISIC4_C,14.37
2000,NV_IND_MANF,Estonia,ISIC4_C,11.58
2008,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.03
2009,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,10.3
2010,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,10.6
2011,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,10.91
2012,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,10.92
2013,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,10.83
2014,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,10.94
2015,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,10.8
2016,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,10.8
2017,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.13
2018,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.31
2019,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.13
2020,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.32
2021,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.54
2022,NV_IND_MANF,Netherlands (Kingdom of the),ISIC4_C,11.59
2000,NV_IND_MANF,New Zealand,ISIC4_C,15.88
2001,NV_IND_MANF,New Zealand,ISIC4_C,15.52
2002,NV_IND_MANF,New Zealand,ISIC4_C,15.92
2003,NV_IND_MANF,New Zealand,ISIC4_C,15.66
2004,NV_IND_MANF,New Zealand,ISIC4_C,15.63
2005,NV_IND_MANF,New Zealand,ISIC4_C,15.25
2006,NV_IND_MANF,New Zealand,ISIC4_C,14.43
2007,NV_IND_MANF,New Zealand,ISIC4_C,14.05
2008,NV_IND_MANF,New Zealand,ISIC4_C,13.06
2009,NV_IND_MANF,New Zealand,ISIC4_C,12.21
2010,NV_IND_MANF,New Zealand,ISIC4_C,12.34
2011,NV_IND_MANF,New Zealand,ISIC4_C,11.97
2012,NV_IND_MANF,New Zealand,ISIC4_C,11.79
2013,NV_IND_MANF,New Zealand,ISIC4_C,11.66
2014,NV_IND_MANF,New Zealand,ISIC4_C,11.5
2015,NV_IND_MANF,New Zealand,ISIC4_C,11.28
2016,NV_IND_MANF,New Zealand,ISIC4_C,11.16
2017,NV_IND_MANF,New Zealand,ISIC4_C,10.92
2018,NV_IND_MANF,New Zealand,ISIC4_C,10.78
2019,NV_IND_MANF,New Zealand,ISIC4_C,10.47
2020,NV_IND_MANF,New Zealand,ISIC4_C,10.36
2021,NV_IND_MANF,New Zealand,ISIC4_C,10.55
2022,NV_IND_MANF,New Zealand,ISIC4_C,10.36
2000,NV_IND_MANF,Norway,ISIC4_C,7.33
2001,NV_IND_MANF,Norway,ISIC4_C,7.12
2002,NV_IND_MANF,Norway,ISIC4_C,6.97
2003,NV_IND_MANF,Norway,ISIC4_C,7.13
2004,NV_IND_MANF,Norway,ISIC4_C,7.17
2005,NV_IND_MANF,Norway,ISIC4_C,7.25
2006,NV_IND_MANF,Norway,ISIC4_C,7.25
2007,NV_IND_MANF,Norway,ISIC4_C,7.29
2008,NV_IND_MANF,Norway,ISIC4_C,7.45
2009,NV_IND_MANF,Norway,ISIC4_C,7.03
2010,NV_IND_MANF,Norway,ISIC4_C,7.1
2011,NV_IND_MANF,Norway,ISIC4_C,7.16
2001,NV_IND_MANF,Estonia,ISIC4_C,12.36
2002,NV_IND_MANF,Estonia,ISIC4_C,12.44
2003,NV_IND_MANF,Estonia,ISIC4_C,12.43
2004,NV_IND_MANF,Estonia,ISIC4_C,12.0
2005,NV_IND_MANF,Estonia,ISIC4_C,12.02
2006,NV_IND_MANF,Estonia,ISIC4_C,12.15
2007,NV_IND_MANF,Estonia,ISIC4_C,11.85
2008,NV_IND_MANF,Estonia,ISIC4_C,12.03
2009,NV_IND_MANF,Estonia,ISIC4_C,10.83
2010,NV_IND_MANF,Estonia,ISIC4_C,12.64
2011,NV_IND_MANF,Estonia,ISIC4_C,13.53
2012,NV_IND_MANF,Estonia,ISIC4_C,13.27
2013,NV_IND_MANF,Estonia,ISIC4_C,13.49
2014,NV_IND_MANF,Estonia,ISIC4_C,13.83
2015,NV_IND_MANF,Estonia,ISIC4_C,13.91
2016,NV_IND_MANF,Estonia,ISIC4_C,14.05
2017,NV_IND_MANF,Estonia,ISIC4_C,13.82
2018,NV_IND_MANF,Estonia,ISIC4_C,13.96
2019,NV_IND_MANF,Estonia,ISIC4_C,13.69
2020,NV_IND_MANF,Estonia,ISIC4_C,12.86
2021,NV_IND_MANF,Estonia,ISIC4_C,12.72
2022,NV_IND_MANF,Estonia,ISIC4_C,12.7
2000,NV_IND_MANF,Finland,ISIC4_C,16.72
2001,NV_IND_MANF,Finland,ISIC4_C,16.89
2002,NV_IND_MANF,Finland,ISIC4_C,17.15
2003,NV_IND_MANF,Finland,ISIC4_C,17.3
2004,NV_IND_MANF,Finland,ISIC4_C,17.45
2005,NV_IND_MANF,Finland,ISIC4_C,17.63
2006,NV_IND_MANF,Finland,ISIC4_C,18.88
2007,NV_IND_MANF,Finland,ISIC4_C,19.74
2008,NV_IND_MANF,Finland,ISIC4_C,19.08
2009,NV_IND_MANF,Finland,ISIC4_C,15.93
2010,NV_IND_MANF,Finland,ISIC4_C,16.61
2011,NV_IND_MANF,Finland,ISIC4_C,16.21
2012,NV_IND_MANF,Finland,ISIC4_C,14.54
2013,NV_IND_MANF,Finland,ISIC4_C,14.79
2014,NV_IND_MANF,Finland,ISIC4_C,14.71
2015,NV_IND_MANF,Finland,ISIC4_C,14.68
2016,NV_IND_MANF,Finland,ISIC4_C,14.98
2017,NV_IND_MANF,Finland,ISIC4_C,15.6
2018,NV_IND_MANF,Finland,ISIC4_C,14.76
2019,NV_IND_MANF,Finland,ISIC4_C,15.04
2020,NV_IND_MANF,Finland,ISIC4_C,15.06
2021,NV_IND_MANF,Finland,ISIC4_C,14.76
2022,NV_IND_MANF,Finland,ISIC4_C,14.95
2000,NV_IND_MANF,France,ISIC4_C,11.17
2001,NV_IND_MANF,France,ISIC4_C,11.08
2002,NV_IND_MANF,France,ISIC4_C,10.94
2003,NV_IND_MANF,France,ISIC4_C,11.09
2004,NV_IND_MANF,France,ISIC4_C,11.05
2005,NV_IND_MANF,France,ISIC4_C,11.05
2006,NV_IND_MANF,France,ISIC4_C,11.07
2007,NV_IND_MANF,France,ISIC4_C,11.02
2008,NV_IND_MANF,France,ISIC4_C,10.64
2009,NV_IND_MANF,France,ISIC4_C,10.31
2010,NV_IND_MANF,France,ISIC4_C,10.36
2011,NV_IND_MANF,France,ISIC4_C,10.54
2012,NV_IND_MANF,France,ISIC4_C,10.48
2013,NV_IND_MANF,France,ISIC4_C,10.41
2014,NV_IND_MANF,France,ISIC4_C,10.48
2015,NV_IND_MANF,France,ISIC4_C,10.43
2016,NV_IND_MANF,France,ISIC4_C,10.41
2017,NV_IND_MANF,France,ISIC4_C,10.4
2018,NV_IND_MANF,France,ISIC4_C,10.38
2019,NV_IND_MANF,France,ISIC4_C,10.41
2020,NV_IND_MANF,France,ISIC4_C,9.85
2021,NV_IND_MANF,France,ISIC4_C,9.71
2022,NV_IND_MANF,France,ISIC4_C,9.74
2000,NV_IND_MANF,Georgia,ISIC4_C,8.0
2001,NV_IND_MANF,Georgia,ISIC4_C,7.54
2002,NV_IND_MANF,Georgia,ISIC4_C,8.11
2003,NV_IND_MANF,Georgia,ISIC4_C,7.88
2004,NV_IND_MANF,Georgia,ISIC4_C,8.0
2005,NV_IND_MANF,Georgia,ISIC4_C,8.29
2006,NV_IND_MANF,Georgia,ISIC4_C,8.8
2007,NV_IND_MANF,Georgia,ISIC4_C,9.05
2008,NV_IND_MANF,Georgia,ISIC4_C,8.64
2009,NV_IND_MANF,Georgia,ISIC4_C,8.37
2010,NV_IND_MANF,Georgia,ISIC4_C,8.83
2011,NV_IND_MANF,Georgia,ISIC4_C,9.52
2012,NV_IND_MANF,Georgia,ISIC4_C,10.06
2013,NV_IND_MANF,Georgia,ISIC4_C,10.52
2014,NV_IND_MANF,Georgia,ISIC4_C,10.45
2015,NV_IND_MANF,Georgia,ISIC4_C,8.86
2016,NV_IND_MANF,Georgia,ISIC4_C,8.94
2017,NV_IND_MANF,Georgia,ISIC4_C,8.67
2018,NV_IND_MANF,Georgia,ISIC4_C,8.61
2019,NV_IND_MANF,Georgia,ISIC4_C,8.31
2020,NV_IND_MANF,Georgia,ISIC4_C,8.28
2021,NV_IND_MANF,Georgia,ISIC4_C,8.18
2022,NV_IND_MANF,Georgia,ISIC4_C,8.43
2000,NV_IND_MANF,Germany,ISIC4_C,19.03
2001,NV_IND_MANF,Germany,ISIC4_C,18.98
2002,NV_IND_MANF,Germany,ISIC4_C,18.55
2003,NV_IND_MANF,Germany,ISIC4_C,18.88
2004,NV_IND_MANF,Germany,ISIC4_C,19.34
2005,NV_IND_MANF,Germany,ISIC4_C,19.52
2006,NV_IND_MANF,Germany,ISIC4_C,20.42
2007,NV_IND_MANF,Germany,ISIC4_C,20.67
2008,NV_IND_MANF,Germany,ISIC4_C,20.05
2009,NV_IND_MANF,Germany,ISIC4_C,17.15
2010,NV_IND_MANF,Germany,ISIC4_C,19.61
2011,NV_IND_MANF,Germany,ISIC4_C,20.44
2012,NV_IND_MANF,Germany,ISIC4_C,19.99
2013,NV_IND_MANF,Germany,ISIC4_C,19.89
2014,NV_IND_MANF,Germany,ISIC4_C,20.43
2015,NV_IND_MANF,Germany,ISIC4_C,20.35
2016,NV_IND_MANF,Germany,ISIC4_C,20.68
2017,NV_IND_MANF,Germany,ISIC4_C,20.87
2018,NV_IND_MANF,Germany,ISIC4_C,20.85
2019,NV_IND_MANF,Germany,ISIC4_C,20.38
2020,NV_IND_MANF,Germany,ISIC4_C,19.45
2021,NV_IND_MANF,Germany,ISIC4_C,19.91
2022,NV_IND_MANF,Germany,ISIC4_C,19.98
2000,NV_IND_MANF,Greece,ISIC4_C,11.21
2001,NV_IND_MANF,Greece,ISIC4_C,11.82
2002,NV_IND_MANF,Greece,ISIC4_C,11.98
2003,NV_IND_MANF,Greece,ISIC4_C,11.57
2004,NV_IND_MANF,Greece,ISIC4_C,10.74
2005,NV_IND_MANF,Greece,ISIC4_C,10.77
2006,NV_IND_MANF,Greece,ISIC4_C,10.17
2007,NV_IND_MANF,Greece,ISIC4_C,10.32
2008,NV_IND_MANF,Greece,ISIC4_C,9.72
2009,NV_IND_MANF,Greece,ISIC4_C,9.71
2010,NV_IND_MANF,Greece,ISIC4_C,8.9
2011,NV_IND_MANF,Greece,ISIC4_C,8.65
2012,NV_IND_MANF,Greece,ISIC4_C,8.52
2013,NV_IND_MANF,Greece,ISIC4_C,7.98
2014,NV_IND_MANF,Greece,ISIC4_C,8.13
2015,NV_IND_MANF,Greece,ISIC4_C,8.29
2016,NV_IND_MANF,Greece,ISIC4_C,8.0
2017,NV_IND_MANF,Greece,ISIC4_C,8.27
2018,NV_IND_MANF,Greece,ISIC4_C,8.6
2019,NV_IND_MANF,Greece,ISIC4_C,8.58
2020,NV_IND_MANF,Greece,ISIC4_C,10.14
2021,NV_IND_MANF,Greece,ISIC4_C,10.48
2022,NV_IND_MANF,Greece,ISIC4_C,10.4
2000,NV_IND_MANF,Hungary,ISIC4_C,18.29
2001,NV_IND_MANF,Hungary,ISIC4_C,18.38
2002,NV_IND_MANF,Hungary,ISIC4_C,18.82
2003,NV_IND_MANF,Hungary,ISIC4_C,19.6
2004,NV_IND_MANF,Hungary,ISIC4_C,19.79
2005,NV_IND_MANF,Hungary,ISIC4_C,19.98
2006,NV_IND_MANF,Hungary,ISIC4_C,20.52
2007,NV_IND_MANF,Hungary,ISIC4_C,21.73
2008,NV_IND_MANF,Hungary,ISIC4_C,20.78
2009,NV_IND_MANF,Hungary,ISIC4_C,18.3
2010,NV_IND_MANF,Hungary,ISIC4_C,19.78
2011,NV_IND_MANF,Hungary,ISIC4_C,19.53
2012,NV_IND_MANF,Hungary,ISIC4_C,19.53
2012,NV_IND_MANF,Norway,ISIC4_C,7.11
2013,NV_IND_MANF,Norway,ISIC4_C,7.28
2014,NV_IND_MANF,Norway,ISIC4_C,7.35
2015,NV_IND_MANF,Norway,ISIC4_C,6.87
2016,NV_IND_MANF,Norway,ISIC4_C,6.51
2017,NV_IND_MANF,Norway,ISIC4_C,6.38
2018,NV_IND_MANF,Norway,ISIC4_C,6.43
2019,NV_IND_MANF,Norway,ISIC4_C,6.49
2020,NV_IND_MANF,Norway,ISIC4_C,6.38
2021,NV_IND_MANF,Norway,ISIC4_C,6.33
2022,NV_IND_MANF,Norway,ISIC4_C,6.25
2000,NV_IND_MANF,Poland,ISIC4_C,10.6
2001,NV_IND_MANF,Poland,ISIC4_C,10.34
2002,NV_IND_MANF,Poland,ISIC4_C,10.39
2003,NV_IND_MANF,Poland,ISIC4_C,11.24
2004,NV_IND_MANF,Poland,ISIC4_C,12.1
2005,NV_IND_MANF,Poland,ISIC4_C,12.24
2006,NV_IND_MANF,Poland,ISIC4_C,13.44
2007,NV_IND_MANF,Poland,ISIC4_C,14.32
2008,NV_IND_MANF,Poland,ISIC4_C,14.89
2009,NV_IND_MANF,Poland,ISIC4_C,14.74
2010,NV_IND_MANF,Poland,ISIC4_C,16.32
2011,NV_IND_MANF,Poland,ISIC4_C,16.4
2012,NV_IND_MANF,Poland,ISIC4_C,16.58
2013,NV_IND_MANF,Poland,ISIC4_C,15.87
2014,NV_IND_MANF,Poland,ISIC4_C,17.06
2015,NV_IND_MANF,Poland,ISIC4_C,17.5
2016,NV_IND_MANF,Poland,ISIC4_C,17.9
2017,NV_IND_MANF,Poland,ISIC4_C,17.34
2018,NV_IND_MANF,Poland,ISIC4_C,17.31
2019,NV_IND_MANF,Poland,ISIC4_C,16.99
2020,NV_IND_MANF,Poland,ISIC4_C,16.98
2021,NV_IND_MANF,Poland,ISIC4_C,16.2
2022,NV_IND_MANF,Poland,ISIC4_C,16.56
2000,NV_IND_MANF,Portugal,ISIC4_C,12.66
2001,NV_IND_MANF,Portugal,ISIC4_C,12.61
2002,NV_IND_MANF,Portugal,ISIC4_C,12.44
2003,NV_IND_MANF,Portugal,ISIC4_C,12.42
2004,NV_IND_MANF,Portugal,ISIC4_C,12.28
2005,NV_IND_MANF,Portugal,ISIC4_C,12.04
2006,NV_IND_MANF,Portugal,ISIC4_C,11.98
2007,NV_IND_MANF,Portugal,ISIC4_C,11.94
2008,NV_IND_MANF,Portugal,ISIC4_C,11.62
2009,NV_IND_MANF,Portugal,ISIC4_C,10.7
2010,NV_IND_MANF,Portugal,ISIC4_C,11.26
2011,NV_IND_MANF,Portugal,ISIC4_C,11.52
2012,NV_IND_MANF,Portugal,ISIC4_C,11.59
2013,NV_IND_MANF,Portugal,ISIC4_C,11.79
2014,NV_IND_MANF,Portugal,ISIC4_C,12.02
2015,NV_IND_MANF,Portugal,ISIC4_C,12.14
2016,NV_IND_MANF,Portugal,ISIC4_C,12.15
2017,NV_IND_MANF,Portugal,ISIC4_C,12.44
2018,NV_IND_MANF,Portugal,ISIC4_C,12.53
2019,NV_IND_MANF,Portugal,ISIC4_C,12.27
2020,NV_IND_MANF,Portugal,ISIC4_C,12.41
2021,NV_IND_MANF,Portugal,ISIC4_C,12.56
2022,NV_IND_MANF,Portugal,ISIC4_C,12.54
2000,NV_IND_MANF,Romania,ISIC4_C,18.94
2001,NV_IND_MANF,Romania,ISIC4_C,20.01
2002,NV_IND_MANF,Romania,ISIC4_C,20.07
2003,NV_IND_MANF,Romania,ISIC4_C,20.72
2004,NV_IND_MANF,Romania,ISIC4_C,20.47
2005,NV_IND_MANF,Romania,ISIC4_C,20.27
2006,NV_IND_MANF,Romania,ISIC4_C,20.31
2007,NV_IND_MANF,Romania,ISIC4_C,18.85
2008,NV_IND_MANF,Romania,ISIC4_C,20.02
2009,NV_IND_MANF,Romania,ISIC4_C,19.94
2010,NV_IND_MANF,Romania,ISIC4_C,20.96
2011,NV_IND_MANF,Romania,ISIC4_C,22.2
2012,NV_IND_MANF,Romania,ISIC4_C,18.9
2013,NV_IND_MANF,Romania,ISIC4_C,18.75
2014,NV_IND_MANF,Romania,ISIC4_C,19.86
2015,NV_IND_MANF,Romania,ISIC4_C,20.21
2016,NV_IND_MANF,Romania,ISIC4_C,19.89
2017,NV_IND_MANF,Romania,ISIC4_C,19.92
2018,NV_IND_MANF,Romania,ISIC4_C,20.0
2019,NV_IND_MANF,Romania,ISIC4_C,18.96
2020,NV_IND_MANF,Romania,ISIC4_C,18.09
2021,NV_IND_MANF,Romania,ISIC4_C,18.32
2022,NV_IND_MANF,Romania,ISIC4_C,18.41
2000,NV_IND_MANF,Serbia,ISIC4_C,18.45
2001,NV_IND_MANF,Serbia,ISIC4_C,18.08
2002,NV_IND_MANF,Serbia,ISIC4_C,18.47
2003,NV_IND_MANF,Serbia,ISIC4_C,18.0
2004,NV_IND_MANF,Serbia,ISIC4_C,17.86
2005,NV_IND_MANF,Serbia,ISIC4_C,17.32
2006,NV_IND_MANF,Serbia,ISIC4_C,16.52
2007,NV_IND_MANF,Serbia,ISIC4_C,16.44
2008,NV_IND_MANF,Serbia,ISIC4_C,16.1
2009,NV_IND_MANF,Serbia,ISIC4_C,14.46
2010,NV_IND_MANF,Serbia,ISIC4_C,14.46
2011,NV_IND_MANF,Serbia,ISIC4_C,14.38
2012,NV_IND_MANF,Serbia,ISIC4_C,14.83
2013,NV_IND_MANF,Serbia,ISIC4_C,15.33
2014,NV_IND_MANF,Serbia,ISIC4_C,14.58
2015,NV_IND_MANF,Serbia,ISIC4_C,14.77
2016,NV_IND_MANF,Serbia,ISIC4_C,14.72
2017,NV_IND_MANF,Serbia,ISIC4_C,15.06
2018,NV_IND_MANF,Serbia,ISIC4_C,14.63
2019,NV_IND_MANF,Serbia,ISIC4_C,14.03
2013,NV_IND_MANF,Hungary,ISIC4_C,18.77
2014,NV_IND_MANF,Hungary,ISIC4_C,19.29
2015,NV_IND_MANF,Hungary,ISIC4_C,20.22
2016,NV_IND_MANF,Hungary,ISIC4_C,19.84
2017,NV_IND_MANF,Hungary,ISIC4_C,19.65
2018,NV_IND_MANF,Hungary,ISIC4_C,19.16
2019,NV_IND_MANF,Hungary,ISIC4_C,18.59
2020,NV_IND_MANF,Hungary,ISIC4_C,17.94
2021,NV_IND_MANF,Hungary,ISIC4_C,18.24
2022,NV_IND_MANF,Hungary,ISIC4_C,18.68
2000,NV_IND_MANF,Iceland,ISIC4_C,10.22
2001,NV_IND_MANF,Iceland,ISIC4_C,10.42
2002,NV_IND_MANF,Iceland,ISIC4_C,10.13
2003,NV_IND_MANF,Iceland,ISIC4_C,10.01
2004,NV_IND_MANF,Iceland,ISIC4_C,9.82
2005,NV_IND_MANF,Iceland,ISIC4_C,8.87
2006,NV_IND_MANF,Iceland,ISIC4_C,8.61
2007,NV_IND_MANF,Iceland,ISIC4_C,8.26
2008,NV_IND_MANF,Iceland,ISIC4_C,8.7
2009,NV_IND_MANF,Iceland,ISIC4_C,9.12
2020,NV_IND_MANF,Serbia,ISIC4_C,14.19
2021,NV_IND_MANF,Serbia,ISIC4_C,13.91
2022,NV_IND_MANF,Serbia,ISIC4_C,13.84
2000,NV_IND_MANF,Slovakia,ISIC4_C,9.63
2001,NV_IND_MANF,Slovakia,ISIC4_C,10.88
2002,NV_IND_MANF,Slovakia,ISIC4_C,10.74
2003,NV_IND_MANF,Slovakia,ISIC4_C,11.92
2004,NV_IND_MANF,Slovakia,ISIC4_C,13.66
2005,NV_IND_MANF,Slovakia,ISIC4_C,14.5
2006,NV_IND_MANF,Slovakia,ISIC4_C,15.01
2007,NV_IND_MANF,Slovakia,ISIC4_C,14.93
2008,NV_IND_MANF,Slovakia,ISIC4_C,14.59
2009,NV_IND_MANF,Slovakia,ISIC4_C,13.14
2010,NV_IND_MANF,Slovakia,ISIC4_C,15.79
2011,NV_IND_MANF,Slovakia,ISIC4_C,16.02
2012,NV_IND_MANF,Slovakia,ISIC4_C,15.87
2013,NV_IND_MANF,Slovakia,ISIC4_C,15.63
2014,NV_IND_MANF,Slovakia,ISIC4_C,18.29
2015,NV_IND_MANF,Slovakia,ISIC4_C,19.59
2016,NV_IND_MANF,Slovakia,ISIC4_C,19.02
2010,NV_IND_MANF,Iceland,ISIC4_C,9.6
2011,NV_IND_MANF,Iceland,ISIC4_C,10.17
2012,NV_IND_MANF,Iceland,ISIC4_C,10.39
2013,NV_IND_MANF,Iceland,ISIC4_C,10.57
2014,NV_IND_MANF,Iceland,ISIC4_C,10.64
2015,NV_IND_MANF,Iceland,ISIC4_C,10.7
2016,NV_IND_MANF,Iceland,ISIC4_C,9.94
2017,NV_IND_MANF,Iceland,ISIC4_C,9.66
2018,NV_IND_MANF,Iceland,ISIC4_C,9.64
2019,NV_IND_MANF,Iceland,ISIC4_C,9.08
2020,NV_IND_MANF,Iceland,ISIC4_C,9.27
2021,NV_IND_MANF,Iceland,ISIC4_C,9.24
2022,NV_IND_MANF,Iceland,ISIC4_C,9.03
2000,NV_IND_MANF,India,ISIC4_C,13.47
2001,NV_IND_MANF,India,ISIC4_C,13.3
2002,NV_IND_MANF,India,ISIC4_C,13.38
2003,NV_IND_MANF,India,ISIC4_C,13.25
2004,NV_IND_MANF,India,ISIC4_C,13.47
2005,NV_IND_MANF,India,ISIC4_C,13.65
2006,NV_IND_MANF,India,ISIC4_C,14.88
2007,NV_IND_MANF,India,ISIC4_C,14.78
2008,NV_IND_MANF,India,ISIC4_C,15.01
2009,NV_IND_MANF,India,ISIC4_C,15.44
2010,NV_IND_MANF,India,ISIC4_C,15.33
2011,NV_IND_MANF,India,ISIC4_C,15.02
2012,NV_IND_MANF,India,ISIC4_C,15.02
2013,NV_IND_MANF,India,ISIC4_C,14.82
2014,NV_IND_MANF,India,ISIC4_C,14.89
2015,NV_IND_MANF,India,ISIC4_C,15.58
2016,NV_IND_MANF,India,ISIC4_C,15.54
2017,NV_IND_MANF,India,ISIC4_C,15.64
2018,NV_IND_MANF,India,ISIC4_C,15.49
2019,NV_IND_MANF,India,ISIC4_C,14.5
2020,NV_IND_MANF,India,ISIC4_C,15.43
2021,NV_IND_MANF,India,ISIC4_C,15.6
2022,NV_IND_MANF,India,ISIC4_C,15.67
2000,NV_IND_MANF,Ireland,ISIC4_C,26.74
2001,NV_IND_MANF,Ireland,ISIC4_C,26.72
2002,NV_IND_MANF,Ireland,ISIC4_C,28.17
2003,NV_IND_MANF,Ireland,ISIC4_C,27.13
2004,NV_IND_MANF,Ireland,ISIC4_C,25.25
2005,NV_IND_MANF,Ireland,ISIC4_C,25.24
2006,NV_IND_MANF,Ireland,ISIC4_C,24.55
2007,NV_IND_MANF,Ireland,ISIC4_C,24.69
2008,NV_IND_MANF,Ireland,ISIC4_C,23.37
2009,NV_IND_MANF,Ireland,ISIC4_C,23.38
2010,NV_IND_MANF,Ireland,ISIC4_C,24.01
2011,NV_IND_MANF,Ireland,ISIC4_C,24.7
2012,NV_IND_MANF,Ireland,ISIC4_C,24.19
2013,NV_IND_MANF,Ireland,ISIC4_C,22.8
2014,NV_IND_MANF,Ireland,ISIC4_C,23.23
2015,NV_IND_MANF,Ireland,ISIC4_C,34.65
2016,NV_IND_MANF,Ireland,ISIC4_C,33.32
2017,NV_IND_MANF,Ireland,ISIC4_C,31.7
2018,NV_IND_MANF,Ireland,ISIC4_C,32.53
2019,NV_IND_MANF,Ireland,ISIC4_C,31.44
2020,NV_IND_MANF,Ireland,ISIC4_C,36.5
2021,NV_IND_MANF,Ireland,ISIC4_C,39.4
2022,NV_IND_MANF,Ireland,ISIC4_C,41.88
2000,NV_IND_MANF,Israel,ISIC4_C,19.31
2001,NV_IND_MANF,Israel,ISIC4_C,17.79
2002,NV_IND_MANF,Israel,ISIC4_C,16.85
2003,NV_IND_MANF,Israel,ISIC4_C,16.95
2004,NV_IND_MANF,Israel,ISIC4_C,16.48
2005,NV_IND_MANF,Israel,ISIC4_C,17.34
2006,NV_IND_MANF,Israel,ISIC4_C,16.94
2007,NV_IND_MANF,Israel,ISIC4_C,16.73
2008,NV_IND_MANF,Israel,ISIC4_C,15.49
2009,NV_IND_MANF,Israel,ISIC4_C,14.35
2010,NV_IND_MANF,Israel,ISIC4_C,15.62
2011,NV_IND_MANF,Israel,ISIC4_C,14.82
2012,NV_IND_MANF,Israel,ISIC4_C,14.53
2013,NV_IND_MANF,Israel,ISIC4_C,13.6
