Year,SeriesCode,Country,Education level,Location,Quantile,Sex,Value
2015,SE_AWP_CPRA,Chile,LOWSEC,Rural,Total or no breakdown,Both sexes,0.9575
2015,SE_AWP_CPRA,Chile,LOWSEC,All areas,Total or no breakdown,Both sexes,0.9402
2015,SE_AWP_CPRA,Chile,UPPSEC,Rural,Total or no breakdown,Both sexes,0.7804
2015,SE_AWP_CPRA,Chile,UPPSEC,All areas,Total or no breakdown,Both sexes,0.7898
2015,SE_AWP_CPRA,Chile,PRIMAR,Rural,Total or no breakdown,Both sexes,0.9852
2017,SE_AWP_CPRA,Chile,LOWSEC,Urban,Total or no breakdown,Both sexes,0.953
2018,SE_AWP_CPRA,Australia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.93243
2005,SE_AWP_CPRA,Armenia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.70822
2005,SE_AWP_CPRA,Armenia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.11049
2005,SE_AWP_CPRA,Armenia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.98486
2010,SE_AWP_CPRA,Armenia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.9926
2010,SE_AWP_CPRA,Armenia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.36919
2010,SE_AWP_CPRA,Armenia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.943
2011,SE_AWP_CPRA,Armenia,UPPSEC,Urban,Total or no breakdown,Male,0.0
2011,SE_AWP_CPRA,Armenia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.88673
2017,SE_AWP_CPRA,Chile,UPPSEC,Urban,Total or no breakdown,Both sexes,0.8258
2017,SE_AWP_CPRA,Chile,PRIMAR,Rural,Total or no breakdown,Both sexes,0.9711
2017,SE_AWP_CPRA,Chile,UPPSEC,All areas,Total or no breakdown,Both sexes,0.827
2017,SE_AWP_CPRA,Chile,UPPSEC,Rural,Total or no breakdown,Both sexes,0.8408
2017,SE_AWP_CPRA,Chile,LOWSEC,All areas,Total or no breakdown,Both sexes,0.9488
2017,SE_AWP_CPRA,Chile,LOWSEC,Rural,Total or no breakdown,Both sexes,0.9542
2017,SE_AWP_CPRA,Chile,PRIMAR,Urban,Total or no breakdown,Both sexes,0.9709
2017,SE_AWP_CPRA,Chile,PRIMAR,All areas,Total or no breakdown,Both sexes,0.9693
2020,SE_AWP_CPRA,Mexico,UPPSEC,Urban,Total or no breakdown,Both sexes,0.5717
2020,SE_AWP_CPRA,Mexico,LOWSEC,All areas,Total or no breakdown,Both sexes,0.8474
2020,SE_AWP_CPRA,Mexico,PRIMAR,All areas,Total or no breakdown,Both sexes,0.9671
2020,SE_AWP_CPRA,Mexico,PRIMAR,Urban,Total or no breakdown,Both sexes,0.9758
2020,SE_AWP_CPRA,Mexico,PRIMAR,Rural,Total or no breakdown,Both sexes,0.9613
2000,SE_AWP_CPRA,Moldova,LOWSEC,All areas,Total or no breakdown,Both sexes,0.79169
2000,SE_AWP_CPRA,Moldova,PRIMAR,All areas,Total or no breakdown,Both sexes,0.9851
2000,SE_AWP_CPRA,Moldova,UPPSEC,All areas,Total or no breakdown,Both sexes,0.35229
2005,SE_AWP_CPRA,Moldova,UPPSEC,All areas,Total or no breakdown,Both sexes,0.30437
2011,SE_AWP_CPRA,Armenia,PRIMAR,All areas,Total or no breakdown,Male,0.9906
2011,SE_AWP_CPRA,Armenia,PRIMAR,All areas,Total or no breakdown,Female,1.0
2011,SE_AWP_CPRA,Armenia,LOWSEC,All areas,Total or no breakdown,Female,0.99621
2011,SE_AWP_CPRA,Armenia,UPPSEC,Rural,Total or no breakdown,Both sexes,0.0
2011,SE_AWP_CPRA,Armenia,LOWSEC,Urban,Total or no breakdown,Both sexes,0.0
2011,SE_AWP_CPRA,Armenia,PRIMAR,Urban,Total or no breakdown,Both sexes,1.0
2011,SE_AWP_CPRA,Armenia,LOWSEC,Rural,Total or no breakdown,Both sexes,0.0
2011,SE_AWP_CPRA,Armenia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.99483
2011,SE_AWP_CPRA,Armenia,UPPSEC,All areas,Total or no breakdown,Male,0.82009
2011,SE_AWP_CPRA,Armenia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.98324
2011,SE_AWP_CPRA,Armenia,LOWSEC,Rural,Total or no breakdown,Male,0.0
2011,SE_AWP_CPRA,Armenia,UPPSEC,Urban,Total or no breakdown,Female,0.0
2011,SE_AWP_CPRA,Armenia,PRIMAR,Rural,Total or no breakdown,Male,0.0
2011,SE_AWP_CPRA,Armenia,PRIMAR,Rural,Total or no breakdown,Female,0.0
2011,SE_AWP_CPRA,Armenia,UPPSEC,Urban,Total or no breakdown,Both sexes,0.92952
2011,SE_AWP_CPRA,Armenia,LOWSEC,All areas,Total or no breakdown,Male,0.95902
2020,SE_AWP_CPRA,Chile,PRIMAR,Urban,Total or no breakdown,Both sexes,0.9857
2020,SE_AWP_CPRA,Chile,LOWSEC,Rural,Total or no breakdown,Both sexes,0.9182
2020,SE_AWP_CPRA,Chile,LOWSEC,All areas,Total or no breakdown,Both sexes,0.9634
2020,SE_AWP_CPRA,Chile,UPPSEC,Rural,Total or no breakdown,Both sexes,0.9036
2020,SE_AWP_CPRA,Chile,UPPSEC,All areas,Total or no breakdown,Both sexes,0.8446
2020,SE_AWP_CPRA,Chile,PRIMAR,All areas,Total or no breakdown,Both sexes,0.9814
2020,SE_AWP_CPRA,Chile,PRIMAR,Rural,Total or no breakdown,Both sexes,0.9669
2020,SE_AWP_CPRA,Chile,UPPSEC,Urban,Total or no breakdown,Both sexes,0.8359
2005,SE_AWP_CPRA,Moldova,PRIMAR,All areas,Total or no breakdown,Female,0.96505
2005,SE_AWP_CPRA,Moldova,PRIMAR,Rural,Total or no breakdown,Female,0.0
2005,SE_AWP_CPRA,Moldova,PRIMAR,All areas,Total or no breakdown,Both sexes,0.94901
2005,SE_AWP_CPRA,Moldova,UPPSEC,Rural,Total or no breakdown,Male,0.0
2005,SE_AWP_CPRA,Moldova,PRIMAR,All areas,Total or no breakdown,Male,0.93343
2005,SE_AWP_CPRA,Moldova,LOWSEC,All areas,Total or no breakdown,Female,0.88229
2005,SE_AWP_CPRA,Moldova,UPPSEC,Urban,Total or no breakdown,Male,0.0
2005,SE_AWP_CPRA,Moldova,UPPSEC,Urban,Total or no breakdown,Both sexes,0.0
2005,SE_AWP_CPRA,Moldova,LOWSEC,Urban,Total or no breakdown,Male,0.0
2005,SE_AWP_CPRA,Moldova,PRIMAR,Rural,Total or no breakdown,Both sexes,0.0
2005,SE_AWP_CPRA,Moldova,UPPSEC,All areas,Total or no breakdown,Female,0.36879
2005,SE_AWP_CPRA,Moldova,LOWSEC,Rural,Total or no breakdown,Female,0.0
2005,SE_AWP_CPRA,Moldova,LOWSEC,Urban,Total or no breakdown,Female,0.0
2005,SE_AWP_CPRA,Moldova,PRIMAR,Urban,Total or no breakdown,Both sexes,0.0
2020,SE_AWP_CPRA,Chile,LOWSEC,Urban,Total or no breakdown,Both sexes,0.97
2010,SE_AWP_CPRA,China,PRIMAR,All areas,Total or no breakdown,Both sexes,0.94187
2010,SE_AWP_CPRA,China,LOWSEC,All areas,Total or no breakdown,Both sexes,0.72802
2010,SE_AWP_CPRA,China,UPPSEC,All areas,Total or no breakdown,Both sexes,0.44044
2012,SE_AWP_CPRA,China,PRIMAR,All areas,Total or no breakdown,Both sexes,0.91655
2012,SE_AWP_CPRA,China,UPPSEC,All areas,Total or no breakdown,Both sexes,0.79421
2012,SE_AWP_CPRA,China,LOWSEC,All areas,Total or no breakdown,Both sexes,0.81593
2014,SE_AWP_CPRA,China,PRIMAR,All areas,Total or no breakdown,Both sexes,0.9722
2014,SE_AWP_CPRA,China,LOWSEC,All areas,Total or no breakdown,Both sexes,0.92543
2014,SE_AWP_CPRA,China,UPPSEC,All areas,Total or no breakdown,Both sexes,0.79382
2016,SE_AWP_CPRA,China,UPPSEC,All areas,Total or no breakdown,Both sexes,0.74703
2016,SE_AWP_CPRA,China,LOWSEC,All areas,Total or no breakdown,Both sexes,0.88555
2016,SE_AWP_CPRA,China,PRIMAR,All areas,Total or no breakdown,Both sexes,0.95797
2002,SE_AWP_CPRA,Colombia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.7285
2002,SE_AWP_CPRA,Colombia,PRIMAR,Urban,Total or no breakdown,Both sexes,0.8224
2002,SE_AWP_CPRA,Colombia,LOWSEC,Urban,Total or no breakdown,Both sexes,0.6194
2002,SE_AWP_CPRA,Colombia,UPPSEC,Rural,Total or no breakdown,Both sexes,0.348
2002,SE_AWP_CPRA,Colombia,UPPSEC,Urban,Total or no breakdown,Both sexes,0.449
2002,SE_AWP_CPRA,Colombia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.3218
2011,SE_AWP_CPRA,Armenia,UPPSEC,Rural,Total or no breakdown,Male,0.0
2011,SE_AWP_CPRA,Armenia,LOWSEC,Rural,Total or no breakdown,Female,0.0
2011,SE_AWP_CPRA,Armenia,PRIMAR,Rural,Total or no breakdown,Both sexes,0.0
2011,SE_AWP_CPRA,Armenia,LOWSEC,Urban,Total or no breakdown,Male,0.0
2011,SE_AWP_CPRA,Armenia,LOWSEC,Urban,Total or no breakdown,Female,0.0
2011,SE_AWP_CPRA,Armenia,PRIMAR,Urban,Total or no breakdown,Male,0.0
2011,SE_AWP_CPRA,Armenia,UPPSEC,Rural,Total or no breakdown,Female,0.0
2005,SE_AWP_CPRA,Moldova,LOWSEC,Urban,Total or no breakdown,Both sexes,0.0
2005,SE_AWP_CPRA,Moldova,UPPSEC,Urban,Total or no breakdown,Female,0.0
2005,SE_AWP_CPRA,Moldova,LOWSEC,All areas,Total or no breakdown,Male,0.70902
2005,SE_AWP_CPRA,Moldova,PRIMAR,Rural,Total or no breakdown,Male,0.0
2005,SE_AWP_CPRA,Moldova,UPPSEC,Rural,Total or no breakdown,Both sexes,0.0
2005,SE_AWP_CPRA,Moldova,LOWSEC,All areas,Total or no breakdown,Both sexes,0.79238
2005,SE_AWP_CPRA,Moldova,PRIMAR,Urban,Total or no breakdown,Female,0.0
2005,SE_AWP_CPRA,Moldova,UPPSEC,All areas,Total or no breakdown,Male,0.25155
2005,SE_AWP_CPRA,Moldova,UPPSEC,Rural,Total or no breakdown,Female,0.0
2005,SE_AWP_CPRA,Moldova,LOWSEC,Rural,Total or no breakdown,Both sexes,0.0
2005,SE_AWP_CPRA,Moldova,PRIMAR,Urban,Total or no breakdown,Male,0.0
2005,SE_AWP_CPRA,Moldova,LOWSEC,Rural,Total or no breakdown,Male,0.0
2012,SE_AWP_CPRA,Moldova,LOWSEC,Rural,Total or no breakdown,Male,0.0
2012,SE_AWP_CPRA,Moldova,UPPSEC,All areas,Total or no breakdown,Female,0.23533
2002,SE_AWP_CPRA,Colombia,PRIMAR,Rural,Total or no breakdown,Both sexes,0.7635
2002,SE_AWP_CPRA,Colombia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.4617
2002,SE_AWP_CPRA,Colombia,LOWSEC,Rural,Total or no breakdown,Both sexes,0.4904
2003,SE_AWP_CPRA,Colombia,PRIMAR,Urban,Total or no breakdown,Both sexes,0.834
2003,SE_AWP_CPRA,Colombia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.749
2003,SE_AWP_CPRA,Colombia,LOWSEC,Rural,Total or no breakdown,Both sexes,0.7636
2003,SE_AWP_CPRA,Colombia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.4868
2003,SE_AWP_CPRA,Colombia,PRIMAR,Rural,Total or no breakdown,Both sexes,0.7966
2003,SE_AWP_CPRA,Colombia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.3404
2003,SE_AWP_CPRA,Colombia,UPPSEC,Urban,Total or no breakdown,Both sexes,0.4399
2003,SE_AWP_CPRA,Colombia,UPPSEC,Rural,Total or no breakdown,Both sexes,0.559
2003,SE_AWP_CPRA,Colombia,LOWSEC,Urban,Total or no breakdown,Both sexes,0.6297
2004,SE_AWP_CPRA,Colombia,UPPSEC,Urban,Total or no breakdown,Both sexes,0.4595
2004,SE_AWP_CPRA,Colombia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.3385
2004,SE_AWP_CPRA,Colombia,PRIMAR,Rural,Total or no breakdown,Both sexes,0.7684
2004,SE_AWP_CPRA,Colombia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.4755
2004,SE_AWP_CPRA,Colombia,LOWSEC,Rural,Total or no breakdown,Both sexes,0.6288
2004,SE_AWP_CPRA,Colombia,PRIMAR,Urban,Total or no breakdown,Both sexes,0.8167
2011,SE_AWP_CPRA,Armenia,PRIMAR,Urban,Total or no breakdown,Female,0.0
2011,SE_AWP_CPRA,Armenia,UPPSEC,All areas,Total or no breakdown,Female,0.93827
2016,SE_AWP_CPRA,Armenia,UPPSEC,All areas,Total or no breakdown,Male,0.68144
2016,SE_AWP_CPRA,Armenia,UPPSEC,All areas,Total or no breakdown,Female,0.62697
2016,SE_AWP_CPRA,Armenia,PRIMAR,Urban,Total or no breakdown,Female,0.0
2016,SE_AWP_CPRA,Armenia,UPPSEC,Rural,Total or no breakdown,Female,0.0
2016,SE_AWP_CPRA,Armenia,LOWSEC,Urban,Total or no breakdown,Both sexes,0.98264
2016,SE_AWP_CPRA,Armenia,PRIMAR,Rural,Total or no breakdown,Both sexes,0.0
2016,SE_AWP_CPRA,Armenia,UPPSEC,Rural,Total or no breakdown,Both sexes,0.96299
2016,SE_AWP_CPRA,Armenia,LOWSEC,Rural,Total or no breakdown,Female,0.0
2016,SE_AWP_CPRA,Armenia,UPPSEC,Rural,Total or no breakdown,Male,0.0
2016,SE_AWP_CPRA,Armenia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.63933
2016,SE_AWP_CPRA,Armenia,UPPSEC,Urban,Total or no breakdown,Male,0.0
2016,SE_AWP_CPRA,Armenia,PRIMAR,Rural,Total or no breakdown,Male,0.0
2016,SE_AWP_CPRA,Armenia,UPPSEC,Urban,Total or no breakdown,Female,0.0
2016,SE_AWP_CPRA,Armenia,LOWSEC,Rural,Total or no breakdown,Male,0.0
2016,SE_AWP_CPRA,Armenia,PRIMAR,Urban,Total or no breakdown,Male,0.0
2016,SE_AWP_CPRA,Armenia,LOWSEC,Urban,Total or no breakdown,Female,0.0
2016,SE_AWP_CPRA,Armenia,LOWSEC,Urban,Total or no breakdown,Male,0.0
2016,SE_AWP_CPRA,Armenia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.98667
2016,SE_AWP_CPRA,Armenia,LOWSEC,Rural,Total or no breakdown,Both sexes,0.0
2016,SE_AWP_CPRA,Armenia,PRIMAR,Urban,Total or no breakdown,Both sexes,0.94277
2004,SE_AWP_CPRA,Colombia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.7445
2004,SE_AWP_CPRA,Colombia,LOWSEC,Urban,Total or no breakdown,Both sexes,0.6442
2004,SE_AWP_CPRA,Colombia,UPPSEC,Rural,Total or no breakdown,Both sexes,0.4806
2005,SE_AWP_CPRA,Colombia,UPPSEC,All areas,Total or no breakdown,Female,0.20636
2005,SE_AWP_CPRA,Colombia,UPPSEC,Rural,Total or no breakdown,Female,0.0
2005,SE_AWP_CPRA,Colombia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.4797
2005,SE_AWP_CPRA,Colombia,PRIMAR,Urban,Total or no breakdown,Male,0.59109
2005,SE_AWP_CPRA,Colombia,PRIMAR,Urban,Total or no breakdown,Female,0.76026
2005,SE_AWP_CPRA,Colombia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.3623
2005,SE_AWP_CPRA,Colombia,PRIMAR,All areas,Total or no breakdown,Female,0.70965
2005,SE_AWP_CPRA,Colombia,UPPSEC,Urban,Total or no breakdown,Both sexes,0.4872
2005,SE_AWP_CPRA,Colombia,PRIMAR,Rural,Total or no breakdown,Female,0.0
2005,SE_AWP_CPRA,Colombia,UPPSEC,Rural,Total or no breakdown,Both sexes,0.5349
2005,SE_AWP_CPRA,Colombia,PRIMAR,All areas,Total or no breakdown,Male,0.58154
2005,SE_AWP_CPRA,Colombia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.7619
2005,SE_AWP_CPRA,Colombia,PRIMAR,Urban,Total or no breakdown,Both sexes,0.8371
2012,SE_AWP_CPRA,Moldova,PRIMAR,Rural,Total or no breakdown,Both sexes,0.0
2012,SE_AWP_CPRA,Moldova,UPPSEC,Rural,Total or no breakdown,Female,0.0
2012,SE_AWP_CPRA,Moldova,UPPSEC,All areas,Total or no breakdown,Male,0.28344
2012,SE_AWP_CPRA,Moldova,UPPSEC,Urban,Total or no breakdown,Male,0.0
2012,SE_AWP_CPRA,Moldova,LOWSEC,All areas,Total or no breakdown,Female,0.91129
2012,SE_AWP_CPRA,Moldova,UPPSEC,Rural,Total or no breakdown,Male,0.0
2012,SE_AWP_CPRA,Moldova,UPPSEC,Rural,Total or no breakdown,Both sexes,0.0
2012,SE_AWP_CPRA,Moldova,PRIMAR,Urban,Total or no breakdown,Male,0.0
2012,SE_AWP_CPRA,Moldova,LOWSEC,Rural,Total or no breakdown,Both sexes,0.0
2012,SE_AWP_CPRA,Moldova,LOWSEC,Urban,Total or no breakdown,Both sexes,0.0
2012,SE_AWP_CPRA,Moldova,PRIMAR,Urban,Total or no breakdown,Both sexes,0.0
2012,SE_AWP_CPRA,Moldova,LOWSEC,Urban,Total or no breakdown,Female,0.0
2012,SE_AWP_CPRA,Moldova,LOWSEC,Rural,Total or no breakdown,Female,0.0
2012,SE_AWP_CPRA,Moldova,PRIMAR,Urban,Total or no breakdown,Female,0.0
2016,SE_AWP_CPRA,Armenia,LOWSEC,All areas,Total or no breakdown,Male,0.86027
2016,SE_AWP_CPRA,Armenia,UPPSEC,Urban,Total or no breakdown,Both sexes,0.66533
2016,SE_AWP_CPRA,Armenia,PRIMAR,Rural,Total or no breakdown,Female,0.0
2016,SE_AWP_CPRA,Armenia,LOWSEC,All areas,Total or no breakdown,Female,0.99222
2016,SE_AWP_CPRA,Armenia,PRIMAR,All areas,Total or no breakdown,Female,0.98617
2016,SE_AWP_CPRA,Armenia,PRIMAR,All areas,Total or no breakdown,Male,0.98713
2016,SE_AWP_CPRA,Armenia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.93218
2018,SE_AWP_CPRA,Armenia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.97828
2005,SE_AWP_CPRA,Colombia,LOWSEC,Rural,Total or no breakdown,Both sexes,0.7603
2005,SE_AWP_CPRA,Colombia,LOWSEC,Urban,Total or no breakdown,Female,0.4487
2005,SE_AWP_CPRA,Colombia,LOWSEC,Urban,Total or no breakdown,Male,0.4256
2005,SE_AWP_CPRA,Colombia,UPPSEC,All areas,Total or no breakdown,Male,0.18486
2005,SE_AWP_CPRA,Colombia,LOWSEC,Rural,Total or no breakdown,Male,0.0
2005,SE_AWP_CPRA,Colombia,PRIMAR,Rural,Total or no breakdown,Both sexes,0.8327
2005,SE_AWP_CPRA,Colombia,PRIMAR,Rural,Total or no breakdown,Male,0.0
2005,SE_AWP_CPRA,Colombia,LOWSEC,All areas,Total or no breakdown,Male,0.26177
2018,SE_AWP_CPRA,Armenia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.90898
2018,SE_AWP_CPRA,Armenia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.9863
2006,SE_AWP_CPRA,Bosnia and Herzegovina,UPPSEC,All areas,Total or no breakdown,Both sexes,0.40562
2006,SE_AWP_CPRA,Bosnia and Herzegovina,LOWSEC,All areas,Total or no breakdown,Both sexes,0.95734
2006,SE_AWP_CPRA,Bosnia and Herzegovina,PRIMAR,All areas,Total or no breakdown,Both sexes,0.9952
2011,SE_AWP_CPRA,Bosnia and Herzegovina,LOWSEC,All areas,Total or no breakdown,Both sexes,0.9082
2011,SE_AWP_CPRA,Bosnia and Herzegovina,UPPSEC,All areas,Total or no breakdown,Both sexes,0.84742
2011,SE_AWP_CPRA,Bosnia and Herzegovina,PRIMAR,All areas,Total or no breakdown,Both sexes,0.9967
2012,SE_AWP_CPRA,Bosnia and Herzegovina,PRIMAR,All areas,Total or no breakdown,Both sexes,0.99667
2012,SE_AWP_CPRA,Moldova,PRIMAR,Rural,Total or no breakdown,Female,0.0
2012,SE_AWP_CPRA,Moldova,LOWSEC,All areas,Total or no breakdown,Both sexes,0.84609
2012,SE_AWP_CPRA,Moldova,LOWSEC,Urban,Total or no breakdown,Male,0.0
2012,SE_AWP_CPRA,Moldova,UPPSEC,Urban,Total or no breakdown,Both sexes,0.0
2012,SE_AWP_CPRA,Moldova,PRIMAR,All areas,Total or no breakdown,Male,0.96951
2012,SE_AWP_CPRA,Moldova,PRIMAR,Rural,Total or no breakdown,Male,0.0
2012,SE_AWP_CPRA,Moldova,LOWSEC,All areas,Total or no breakdown,Male,0.78789
2012,SE_AWP_CPRA,Moldova,UPPSEC,Urban,Total or no breakdown,Female,0.0
2012,SE_AWP_CPRA,Moldova,PRIMAR,All areas,Total or no breakdown,Both sexes,0.97003
2012,SE_AWP_CPRA,Moldova,PRIMAR,All areas,Total or no breakdown,Female,0.97085
2012,SE_AWP_CPRA,Moldova,UPPSEC,All areas,Total or no breakdown,Both sexes,0.25813
2005,SE_AWP_CPRA,Montenegro,LOWSEC,All areas,Total or no breakdown,Both sexes,0.88
2005,SE_AWP_CPRA,Montenegro,PRIMAR,All areas,Total or no breakdown,Both sexes,0.95637
2005,SE_AWP_CPRA,Montenegro,UPPSEC,All areas,Total or no breakdown,Both sexes,0.38011
2013,SE_AWP_CPRA,Montenegro,PRIMAR,All areas,Total or no breakdown,Both sexes,0.99484
2005,SE_AWP_CPRA,Colombia,UPPSEC,Urban,Total or no breakdown,Female,0.27513
2005,SE_AWP_CPRA,Colombia,UPPSEC,Urban,Total or no breakdown,Male,0.27117
2005,SE_AWP_CPRA,Colombia,LOWSEC,All areas,Total or no breakdown,Female,0.33655
2005,SE_AWP_CPRA,Colombia,LOWSEC,Rural,Total or no breakdown,Female,0.0
2005,SE_AWP_CPRA,Colombia,UPPSEC,Rural,Total or no breakdown,Male,0.0
2005,SE_AWP_CPRA,Colombia,LOWSEC,Urban,Total or no breakdown,Both sexes,0.5988
2008,SE_AWP_CPRA,Colombia,UPPSEC,Urban,Total or no breakdown,Both sexes,0.4957
2008,SE_AWP_CPRA,Colombia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.3442
2008,SE_AWP_CPRA,Colombia,PRIMAR,Rural,Total or no breakdown,Both sexes,0.8446
2008,SE_AWP_CPRA,Colombia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.5326
2008,SE_AWP_CPRA,Colombia,LOWSEC,Rural,Total or no breakdown,Both sexes,0.6932
2008,SE_AWP_CPRA,Colombia,PRIMAR,Urban,Total or no breakdown,Both sexes,0.8725
2008,SE_AWP_CPRA,Colombia,LOWSEC,Urban,Total or no breakdown,Both sexes,0.6447
2008,SE_AWP_CPRA,Colombia,UPPSEC,Rural,Total or no breakdown,Both sexes,0.5285
2008,SE_AWP_CPRA,Colombia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.8154
2009,SE_AWP_CPRA,Colombia,UPPSEC,Urban,Total or no breakdown,Both sexes,0.5303
2009,SE_AWP_CPRA,Colombia,UPPSEC,Rural,Total or no breakdown,Both sexes,0.4655
2012,SE_AWP_CPRA,Bosnia and Herzegovina,PRIMAR,Urban,Total or no breakdown,Female,0.0
2012,SE_AWP_CPRA,Bosnia and Herzegovina,UPPSEC,Rural,Total or no breakdown,Female,0.0
2012,SE_AWP_CPRA,Bosnia and Herzegovina,UPPSEC,All areas,Total or no breakdown,Both sexes,0.84739
2012,SE_AWP_CPRA,Bosnia and Herzegovina,UPPSEC,Rural,Total or no breakdown,Both sexes,0.81684
2012,SE_AWP_CPRA,Bosnia and Herzegovina,PRIMAR,All areas,Total or no breakdown,Female,0.99409
2012,SE_AWP_CPRA,Bosnia and Herzegovina,LOWSEC,All areas,Total or no breakdown,Female,0.86993
2012,SE_AWP_CPRA,Bosnia and Herzegovina,PRIMAR,All areas,Total or no breakdown,Male,1.0
2013,SE_AWP_CPRA,Montenegro,PRIMAR,Rural,Total or no breakdown,Female,0.0
2013,SE_AWP_CPRA,Montenegro,PRIMAR,Urban,Total or no breakdown,Female,0.0
2013,SE_AWP_CPRA,Montenegro,UPPSEC,Urban,Total or no breakdown,Female,0.0
2013,SE_AWP_CPRA,Montenegro,UPPSEC,Rural,Total or no breakdown,Male,0.63673
2013,SE_AWP_CPRA,Montenegro,LOWSEC,All areas,Total or no breakdown,Male,0.93698
2013,SE_AWP_CPRA,Montenegro,UPPSEC,Rural,Total or no breakdown,Female,0.0
2013,SE_AWP_CPRA,Montenegro,LOWSEC,Rural,Total or no breakdown,Female,1.0
2013,SE_AWP_CPRA,Montenegro,UPPSEC,All areas,Total or no breakdown,Female,0.75721
2013,SE_AWP_CPRA,Montenegro,LOWSEC,Urban,Total or no breakdown,Female,0.0
2013,SE_AWP_CPRA,Montenegro,PRIMAR,Urban,Total or no breakdown,Both sexes,0.0
2013,SE_AWP_CPRA,Montenegro,LOWSEC,Urban,Total or no breakdown,Both sexes,0.85815
2013,SE_AWP_CPRA,Montenegro,LOWSEC,All areas,Total or no breakdown,Female,0.97771
2013,SE_AWP_CPRA,Montenegro,UPPSEC,Urban,Total or no breakdown,Male,0.0
2013,SE_AWP_CPRA,Montenegro,PRIMAR,All areas,Total or no breakdown,Male,1.0
2013,SE_AWP_CPRA,Montenegro,UPPSEC,Urban,Total or no breakdown,Both sexes,0.58691
2009,SE_AWP_CPRA,Colombia,LOWSEC,Urban,Total or no breakdown,Both sexes,0.6696
2009,SE_AWP_CPRA,Colombia,PRIMAR,Urban,Total or no breakdown,Both sexes,0.8763
2009,SE_AWP_CPRA,Colombia,PRIMAR,All areas,Total or no breakdown,Both sexes,0.8079
2009,SE_AWP_CPRA,Colombia,LOWSEC,Rural,Total or no breakdown,Both sexes,0.7079
2009,SE_AWP_CPRA,Colombia,LOWSEC,All areas,Total or no breakdown,Both sexes,0.5233
2009,SE_AWP_CPRA,Colombia,PRIMAR,Rural,Total or no breakdown,Both sexes,0.8016
2009,SE_AWP_CPRA,Colombia,UPPSEC,All areas,Total or no breakdown,Both sexes,0.3763
2010,SE_AWP_CPRA,Colombia,LOWSEC,Urban,Total or no breakdown,Both sexes,0.6945
2010,SE_AWP_CPRA,Colombia,UPPSEC,Rural,Total or no breakdown,Both sexes,0.5594
2012,SE_AWP_CPRA,Bosnia and Herzegovina,LOWSEC,All areas,Total or no breakdown,Both sexes,0.90817
2012,SE_AWP_CPRA,Bosnia and Herzegovina,PRIMAR,Urban,Total or no breakdown,Male,0.0
2012,SE_AWP_CPRA,Bosnia and Herzegovina,PRIMAR,Urban,Total or no breakdown,Both sexes,0.0
2012,SE_AWP_CPRA,Bosnia and Herzegovina,UPPSEC,Rural,Total or no breakdown,Male,0.0
2012,SE_AWP_CPRA,Bosnia and Herzegovina,LOWSEC,Rural,Total or no breakdown,Female,0.0
2012,SE_AWP_CPRA,Bosnia and Herzegovina,PRIMAR,Rural,Total or no breakdown,Both sexes,0.99812
2012,SE_AWP_CPRA,Bosnia and Herzegovina,LOWSEC,All areas,Total or no breakdown,Male,0.95472
2013,SE_AWP_CPRA,Montenegro,LOWSEC,Urban,Total or no breakdown,Male,0.0
2013,SE_AWP_CPRA,Montenegro,PRIMAR,Rural,Total or no breakdown,Male,1.0
2013,SE_AWP_CPRA,Montenegro,UPPSEC,Rural,Total or no breakdown,Both sexes,0.72595
2013,SE_AWP_CPRA,Montenegro,LOWSEC,All areas,Total or no breakdown,Both sexes,0.95533
