Year,SeriesCode,Country,Policy Domains,Value
2019,SG_CPA_MIGRS,Italy,DOMAIN3,2
2019,SG_CPA_MIGRS,Italy,DOMAIN4,1
2019,SG_CPA_MIGRS,Italy,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Italy,DOMAIN6,2
2021,SG_CPA_MIGRS,Italy,DOMAIN6,4
2021,SG_CPA_MIGRS,Italy,DOMAIN4,2
2021,SG_CPA_MIGRS,Italy,DOMAIN5,2
2021,SG_CPA_MIGRS,Italy,DOMAIN3,3
2021,SG_CPA_MIGRS,Italy,ALLDOMAINS,2
2021,SG_CPA_MIGRS,Italy,DOMAIN2,3
2021,SG_CPA_MIGRS,Italy,DOMAIN1,3
2019,SG_CPA_MIGRS,Japan,DOMAIN1,3
2019,SG_CPA_MIGRS,Japan,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Japan,DOMAIN4,2
2019,SG_CPA_MIGRS,Japan,DOMAIN5,2
2019,SG_CPA_MIGRS,Japan,DOMAIN6,3
2019,SG_CPA_MIGRS,Japan,DOMAIN3,3
2019,SG_CPA_MIGRS,Japan,DOMAIN2,3
2021,SG_CPA_MIGRS,Japan,DOMAIN3,3
2021,SG_CPA_MIGRS,Japan,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Japan,DOMAIN2,3
2021,SG_CPA_MIGRS,Japan,DOMAIN6,4
2021,SG_CPA_MIGRS,Japan,DOMAIN1,3
2021,SG_CPA_MIGRS,Japan,DOMAIN5,4
2021,SG_CPA_MIGRS,Japan,DOMAIN4,3
2019,SG_CPA_MIGRS,Kazakhstan,DOMAIN1,2
2019,SG_CPA_MIGRS,Kazakhstan,DOMAIN3,4
2019,SG_CPA_MIGRS,Kazakhstan,DOMAIN4,4
2019,SG_CPA_MIGRS,Kazakhstan,DOMAIN6,4
2019,SG_CPA_MIGRS,Kazakhstan,DOMAIN5,3
2019,SG_CPA_MIGRS,Kazakhstan,DOMAIN2,4
2019,SG_CPA_MIGRS,Kazakhstan,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Kazakhstan,DOMAIN4,4
2021,SG_CPA_MIGRS,Kazakhstan,DOMAIN5,3
2021,SG_CPA_MIGRS,Kazakhstan,DOMAIN2,4
2021,SG_CPA_MIGRS,Kazakhstan,DOMAIN6,4
2021,SG_CPA_MIGRS,Kazakhstan,DOMAIN1,2
2021,SG_CPA_MIGRS,Kazakhstan,DOMAIN3,4
2021,SG_CPA_MIGRS,Kazakhstan,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Kyrgyzstan,DOMAIN5,3
2019,SG_CPA_MIGRS,Kyrgyzstan,DOMAIN6,4
2019,SG_CPA_MIGRS,Kyrgyzstan,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Kyrgyzstan,DOMAIN1,3
2019,SG_CPA_MIGRS,Kyrgyzstan,DOMAIN3,4
2019,SG_CPA_MIGRS,Kyrgyzstan,DOMAIN4,3
2019,SG_CPA_MIGRS,Kyrgyzstan,DOMAIN2,4
2019,SG_CPA_MIGRS,Latvia,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Latvia,DOMAIN1,2
2019,SG_CPA_MIGRS,Latvia,DOMAIN3,1
2019,SG_CPA_MIGRS,Latvia,DOMAIN6,3
2019,SG_CPA_MIGRS,Latvia,DOMAIN5,2
2019,SG_CPA_MIGRS,Latvia,DOMAIN2,2
2019,SG_CPA_MIGRS,Latvia,DOMAIN4,1
2021,SG_CPA_MIGRS,Latvia,DOMAIN2,4
2021,SG_CPA_MIGRS,Latvia,DOMAIN1,3
2021,SG_CPA_MIGRS,Latvia,DOMAIN6,4
2021,SG_CPA_MIGRS,Latvia,DOMAIN5,3
2021,SG_CPA_MIGRS,Latvia,DOMAIN3,3
2021,SG_CPA_MIGRS,Latvia,DOMAIN4,3
2021,SG_CPA_MIGRS,Latvia,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Lithuania,DOMAIN6,4
2019,SG_CPA_MIGRS,Lithuania,DOMAIN4,4
2019,SG_CPA_MIGRS,Lithuania,DOMAIN2,4
2019,SG_CPA_MIGRS,Lithuania,DOMAIN1,4
2019,SG_CPA_MIGRS,Lithuania,DOMAIN5,2
2019,SG_CPA_MIGRS,Lithuania,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Lithuania,DOMAIN3,4
2021,SG_CPA_MIGRS,Lithuania,DOMAIN5,4
2021,SG_CPA_MIGRS,Lithuania,DOMAIN4,2
2021,SG_CPA_MIGRS,Lithuania,DOMAIN3,4
2021,SG_CPA_MIGRS,Lithuania,DOMAIN6,4
2021,SG_CPA_MIGRS,Lithuania,DOMAIN2,4
2021,SG_CPA_MIGRS,Lithuania,DOMAIN1,3
2021,SG_CPA_MIGRS,Lithuania,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Luxembourg,DOMAIN4,3
2019,SG_CPA_MIGRS,Luxembourg,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Luxembourg,DOMAIN1,3
2019,SG_CPA_MIGRS,Luxembourg,DOMAIN2,4
2019,SG_CPA_MIGRS,Luxembourg,DOMAIN6,4
2019,SG_CPA_MIGRS,Luxembourg,DOMAIN5,4
2019,SG_CPA_MIGRS,Luxembourg,DOMAIN3,4
2019,SG_CPA_MIGRS,Malta,DOMAIN1,2
2019,SG_CPA_MIGRS,Malta,DOMAIN5,4
2019,SG_CPA_MIGRS,Malta,DOMAIN4,2
2019,SG_CPA_MIGRS,Malta,DOMAIN6,4
2019,SG_CPA_MIGRS,Malta,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Malta,DOMAIN3,4
2019,SG_CPA_MIGRS,Malta,DOMAIN2,2
2019,SG_CPA_MIGRS,Mexico,DOMAIN2,2
2019,SG_CPA_MIGRS,Mexico,DOMAIN6,1
2019,SG_CPA_MIGRS,Mexico,DOMAIN5,1
2019,SG_CPA_MIGRS,Mexico,ALLDOMAINS,1
2019,SG_CPA_MIGRS,Mexico,DOMAIN1,1
2019,SG_CPA_MIGRS,Mexico,DOMAIN4,1
2019,SG_CPA_MIGRS,Mexico,DOMAIN3,1
2021,SG_CPA_MIGRS,Mexico,DOMAIN5,4
2021,SG_CPA_MIGRS,Mexico,DOMAIN3,4
2021,SG_CPA_MIGRS,Mexico,DOMAIN2,4
2021,SG_CPA_MIGRS,Mexico,DOMAIN6,4
2021,SG_CPA_MIGRS,Mexico,DOMAIN1,4
2021,SG_CPA_MIGRS,Mexico,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Mexico,DOMAIN4,2
2019,SG_CPA_MIGRS,Moldova,DOMAIN6,2
2019,SG_CPA_MIGRS,Moldova,DOMAIN3,4
2019,SG_CPA_MIGRS,Moldova,DOMAIN2,4
2019,SG_CPA_MIGRS,Moldova,DOMAIN4,4
2019,SG_CPA_MIGRS,Moldova,DOMAIN1,3
2019,SG_CPA_MIGRS,Moldova,DOMAIN5,2
2019,SG_CPA_MIGRS,Moldova,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Moldova,DOMAIN5,2
2021,SG_CPA_MIGRS,Moldova,DOMAIN4,4
2021,SG_CPA_MIGRS,Moldova,DOMAIN3,4
2021,SG_CPA_MIGRS,Moldova,DOMAIN6,4
2021,SG_CPA_MIGRS,Moldova,DOMAIN2,4
2021,SG_CPA_MIGRS,Moldova,DOMAIN1,2
2021,SG_CPA_MIGRS,Moldova,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Montenegro,DOMAIN3,3
2019,SG_CPA_MIGRS,Montenegro,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Montenegro,DOMAIN5,2
2019,SG_CPA_MIGRS,Montenegro,DOMAIN4,1
2019,SG_CPA_MIGRS,Montenegro,DOMAIN6,4
2019,SG_CPA_MIGRS,Montenegro,DOMAIN2,4
2019,SG_CPA_MIGRS,Montenegro,DOMAIN1,2
2019,SG_CPA_MIGRS,New Zealand,DOMAIN1,3
2019,SG_CPA_MIGRS,New Zealand,DOMAIN6,4
2019,SG_CPA_MIGRS,New Zealand,DOMAIN3,4
2019,SG_CPA_MIGRS,New Zealand,DOMAIN4,4
2019,SG_CPA_MIGRS,New Zealand,ALLDOMAINS,3
2019,SG_CPA_MIGRS,New Zealand,DOMAIN2,3
2019,SG_CPA_MIGRS,New Zealand,DOMAIN5,3
2021,SG_CPA_MIGRS,New Zealand,DOMAIN5,2
2021,SG_CPA_MIGRS,New Zealand,DOMAIN4,4
2021,SG_CPA_MIGRS,New Zealand,DOMAIN3,4
2021,SG_CPA_MIGRS,New Zealand,DOMAIN6,4
2021,SG_CPA_MIGRS,New Zealand,DOMAIN2,4
2021,SG_CPA_MIGRS,New Zealand,DOMAIN1,3
2021,SG_CPA_MIGRS,New Zealand,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Norway,DOMAIN4,4
2019,SG_CPA_MIGRS,Norway,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Norway,DOMAIN1,3
2019,SG_CPA_MIGRS,Norway,DOMAIN5,4
2019,SG_CPA_MIGRS,Norway,DOMAIN6,2
2019,SG_CPA_MIGRS,Norway,DOMAIN2,4
2019,SG_CPA_MIGRS,Norway,DOMAIN3,4
2021,SG_CPA_MIGRS,Norway,DOMAIN5,4
2021,SG_CPA_MIGRS,Norway,DOMAIN4,4
2021,SG_CPA_MIGRS,Norway,DOMAIN3,4
2021,SG_CPA_MIGRS,Norway,DOMAIN6,3
2021,SG_CPA_MIGRS,Norway,DOMAIN2,4
2021,SG_CPA_MIGRS,Norway,DOMAIN1,2
2021,SG_CPA_MIGRS,Norway,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Poland,ALLDOMAINS,2
2021,SG_CPA_MIGRS,Poland,DOMAIN2,3
2021,SG_CPA_MIGRS,Poland,DOMAIN6,3
2021,SG_CPA_MIGRS,Poland,DOMAIN1,3
2021,SG_CPA_MIGRS,Poland,DOMAIN5,4
2021,SG_CPA_MIGRS,Poland,DOMAIN4,2
2021,SG_CPA_MIGRS,Poland,DOMAIN3,2
2019,SG_CPA_MIGRS,Portugal,DOMAIN3,4
2019,SG_CPA_MIGRS,Portugal,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Portugal,DOMAIN1,4
2019,SG_CPA_MIGRS,Portugal,DOMAIN2,3
2019,SG_CPA_MIGRS,Portugal,DOMAIN5,2
2019,SG_CPA_MIGRS,Portugal,DOMAIN6,3
2019,SG_CPA_MIGRS,Portugal,DOMAIN4,4
2021,SG_CPA_MIGRS,Portugal,DOMAIN5,4
2021,SG_CPA_MIGRS,Portugal,DOMAIN4,4
2021,SG_CPA_MIGRS,Portugal,DOMAIN3,4
2021,SG_CPA_MIGRS,Portugal,DOMAIN6,3
2021,SG_CPA_MIGRS,Portugal,DOMAIN1,4
2021,SG_CPA_MIGRS,Portugal,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Portugal,DOMAIN2,4
2019,SG_CPA_MIGRS,Romania,DOMAIN6,3
2019,SG_CPA_MIGRS,Romania,DOMAIN4,2
2019,SG_CPA_MIGRS,Romania,DOMAIN5,2
2019,SG_CPA_MIGRS,Romania,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Romania,DOMAIN2,4
2019,SG_CPA_MIGRS,Romania,DOMAIN3,2
2019,SG_CPA_MIGRS,Romania,DOMAIN1,2
2021,SG_CPA_MIGRS,Romania,DOMAIN5,4
2021,SG_CPA_MIGRS,Romania,DOMAIN4,4
2019,SG_CPA_MIGRS,United Kingdom of Great Britain and Northern Ireland,DOMAIN3,4
2019,SG_CPA_MIGRS,United Kingdom of Great Britain and Northern Ireland,DOMAIN6,4
2021,SG_CPA_MIGRS,Romania,DOMAIN3,4
2021,SG_CPA_MIGRS,Romania,DOMAIN2,4
2021,SG_CPA_MIGRS,Romania,DOMAIN1,2
2021,SG_CPA_MIGRS,Romania,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Romania,DOMAIN6,3
2021,SG_CPA_MIGRS,Romania,DOMAIN6,3
